month,cpi_lodging_sa,cpi_lodging_nsa,cpi_hotels_motels_nsa,bea_hotels_price,hicp_ea_accommodation,ine_iph_spain
2019-04-01,3.6377493168764152,4.102999091184478,2.1100380127298646,3.790459965928439,3.8,3.77
2019-05-01,1.1021924044567033,1.567443198159335,2.2513453763488123,0.9182535066222908,2.1,2.73
2019-06-01,3.817655338330961,3.9104543965557514,0.9114943839134027,3.9824281308568743,3.6,3.57
2019-07-01,4.487099743736467,4.564556456819546,0.9859894257775004,4.737402589647366,2.0,1.42
2019-08-01,1.8528468992607072,2.0350356294536853,2.0720053175839803,1.8149842411548045,1.7,2.17
2019-09-01,5.010105307945967,4.960023598675023,1.9324989360889555,5.380927545534786,2.0,3.68
2019-10-01,2.6309401549808653,2.0461416070008065,2.690935280060236,2.6986596457635015,1.9,1.55
2019-11-01,3.3662103455243564,3.2450595830877393,3.2842967673206713,3.544919894544707,1.3,1.47
2019-12-01,-0.21928058623488234,-0.24737083997944387,2.3657865816652857,-0.5606549243364012,2.2,2.63
2020-01-01,0.41190604619232296,-0.2196673793941506,2.7214642845420745,0.0882751044588792,2.3,1.0
2020-02-01,1.2598719060002095,0.7710903117833068,3.1327548499342717,1.0370911467594501,2.4,0.88
2020-03-01,-5.8880931011426885,-6.390171161055369,3.1130156491551597,-6.9930339067852065,0.7,-3.41
2020-04-01,-14.295536344178593,-13.953393628289735,1.7953476795212309,-16.43175463541716,0.8,0.0
2020-05-01,-16.18556701030929,-15.163528245787894,3.10523350948253,-18.538115575040635,0.4,
2020-06-01,-14.461220540630936,-14.026357121545619,4.128963536006713,-16.61373844877406,-1.5,-11.28
2020-07-01,-13.461240817687193,-13.362521399904582,-0.6210780714963171,-15.492649923505986,-3.3,-7.6
2020-08-01,-11.207121330641002,-11.40856792005913,0.4254183458325622,-12.950994662785064,-2.5,-9.07
2020-09-01,-12.562565544856518,-13.002365450372377,0.3227567602286596,-14.4752495978833,-5.2,-13.78
2020-10-01,-13.516119641947466,-13.745790195833852,-0.3092224807931365,-15.596535182271932,-4.2,-14.98
2020-11-01,-10.687298028699022,-10.790753220165483,0.5332553564782794,-12.425085197226682,-2.5,-17.18
2020-12-01,-9.354804665917559,-9.520970255437355,1.2129725572302963,-10.911086717892427,-1.8,-11.93
2021-01-01,-12.190506421839132,-11.396395516214975,1.1614593595731026,-13.298185096624982,-2.1,-10.53
2021-02-01,-15.360151229632447,-14.941503561455105,1.1015510558073371,-17.22127092846272,-1.7,-14.95
2021-03-01,-7.265197967203885,-6.406879700441093,1.6691741980283448,-7.712281718116365,-2.0,-7.82
2021-04-01,7.1300514122677905,7.365722672763053,2.696553960314474,8.023112410359467,-2.9,-19.95
2021-05-01,8.832053837779764,8.995994659546058,-0.08169296972155848,9.987705298320492,-3.2,
2021-06-01,15.864293644088502,15.07651207103149,0.14104372355432382,16.938859534756045,-2.2,8.76
2021-07-01,22.114147744079027,21.46952685148593,6.321851476392815,24.217107260521953,2.9,8.53
2021-08-01,17.869167047961156,17.43089131805762,4.125075740663964,19.622313386248113,5.6,13.48
2021-09-01,17.773492071063977,17.538109499613007,4.454972763310239,19.994435789005127,5.2,16.07
2021-10-01,22.96553416780618,22.253073029645677,4.472051675620348,25.638252585800238,5.5,20.46
2021-11-01,22.5205876720199,22.158965532459508,4.453893057913305,25.434986805027513,6.3,24.43
2021-12-01,23.784705576177622,23.91379232877533,4.866567808461331,27.593082127335467,6.4,20.69
2022-01-01,20.378043185072926,20.534572239293112,5.464250744885835,23.526685805999502,8.2,17.69
2022-02-01,24.799483080726503,25.068880484224398,4.587299926770583,29.10465771056232,7.5,24.06
2022-03-01,25.042274324128442,25.085102054655174,4.629346965596826,28.79417995942113,9.9,22.69
2022-04-01,19.644205975047548,19.663972482785997,5.79031272968189,22.40850757944144,11.2,29.27
2022-05-01,19.32045519499077,19.266150567137853,6.449126680761963,22.20464635599566,13.8,22.15
2022-06-01,10.160779067384972,10.001934610176043,6.401485838105558,11.51600504650412,17.1,20.59
2022-07-01,1.2730888176610167,1.0448724444894752,6.158457418752783,1.3008056485923847,16.0,16.35
2022-08-01,4.1993777412121736,4.034504749437784,6.239822769431824,4.610180232233052,13.4,13.26
2022-09-01,2.978787422897544,2.913927761617918,5.687988109162778,3.2876737737301376,15.1,13.41
2022-10-01,5.820763593852485,5.85831223828337,6.513011228274235,6.55580077105522,13.7,11.7
2022-11-01,3.0854686540501497,3.238198458574182,7.400956889350185,3.2761602510385623,10.5,8.89
2022-12-01,2.8830992071615658,3.176972539160716,6.469436742334644,3.1805811605653656,10.0,7.89
2023-01-01,7.533538539723605,7.690524980484015,6.510866418424488,8.434517655024765,8.4,10.81
2023-02-01,6.6091889336604925,6.726838547779979,6.543635908977241,7.432594821217164,10.0,11.02
2023-03-01,7.198763592206214,7.25999251882492,6.510924070539126,7.945446316669003,9.5,10.7
2023-04-01,3.214324589093276,3.3103274002242777,6.875125373674695,3.361946872085375,11.0,9.27
2023-05-01,3.555778139476651,3.405175291296292,6.59410009295045,3.7028727250761673,10.2,9.12
2023-06-01,4.613162803673898,4.5426330926320535,6.162782804332867,4.935802988844462,8.1,8.38
2023-07-01,6.157491614797994,6.042355077436312,4.68758211151401,6.659994459685281,8.7,6.63
2023-08-01,3.1076760543801596,2.9795128246491442,5.164154578694724,3.0466891753449854,7.5,6.17
2023-09-01,7.43833230319717,7.329204987397975,5.382351377605521,8.169019143052104,7.1,8.11
2023-10-01,1.2831290889298463,1.2157715064727626,4.489199674313915,0.9436232382261878,7.9,9.33
2023-11-01,0.6298163622283415,0.8538534218292426,4.397712755676864,0.24946266260390537,6.8,8.9
2023-12-01,-0.0752874366778955,0.17337417779053066,5.711922486116028,-0.5521853436907143,5.8,8.92
2024-01-01,0.7309187772550407,0.98030332204464,5.223397973625277,0.6531259756807684,5.0,7.67
2024-02-01,-0.5859498722523782,-0.41824003293911005,6.198071669311012,-0.8277199174765659,5.1,7.63
2024-03-01,-1.8881428542005696,-1.928685148214604,4.971213668864327,-2.4591816166095626,5.8,10.09
2024-04-01,-0.21408308110900665,-0.27160758055229106,3.4178565379209935,-0.5514291204705479,4.2,4.11
2024-05-01,-1.1606819006166114,-1.4168371704972094,3.042833736443784,-1.6992028225739308,6.1,8.04
2024-06-01,-2.1277374552908346,-2.3472831088636625,3.069221915706022,-2.882525992043594,6.1,7.94
2024-07-01,-1.9690753519761572,-2.2743450493546313,3.855684499226486,-2.701072386058989,4.6,7.08
2024-08-01,1.9359987920230415,1.7586457174783687,3.5198172472872713,1.8595523588045504,5.0,6.4
2024-09-01,-2.70438475377599,-2.843353757788769,2.578719032900101,-3.4664231758944175,5.3,7.32
2024-10-01,-0.21123425719501432,-0.07893705459904865,3.4451304758368773,-0.6002145447734475,4.8,5.25
2024-11-01,3.41190399311162,3.667549531002434,2.1285818786067168,3.6155263565758045,4.9,7.44
2024-12-01,2.226419968355442,2.583832772986394,1.7911115085397444,2.2620717976797655,5.5,5.9
2025-01-01,2.1720470236984646,2.222546253974844,2.2985587800402607,1.8896555193199216,5.2,6.34
2025-02-01,1.8807811985599443,2.0434032783674505,1.7821939727189928,1.7035106187444748,4.4,4.49
2025-03-01,-2.5804927969770963,-2.5324805838001563,2.234980339426862,-3.7379623889233216,4.0,3.0
2025-04-01,-1.3649334178820527,-1.3877959796838035,3.402285011088635,-2.3506876475480776,5.2,7.06
2025-05-01,-0.8748836590878883,-0.8931494980127019,4.7234309791153395,-1.7404259641756736,3.0,5.5
2025-06-01,-2.4363269166038926,-2.5410160010538974,3.9008632149883926,-3.664277170124708,3.7,4.65
2025-07-01,-3.350740006307007,-3.5421038691143214,3.825467967308205,-4.844320451883988,2.8,5.0
2025-08-01,-2.416095310648392,-2.5559449709819937,3.3816020019507675,-3.7360809342748547,2.4,5.79
2025-09-01,0.0010750549621851846,-0.10671162783252308,3.994599355320405,-0.8263538961597372,3.3,5.53
2025-10-01,,,,-1.866333199146919,3.2,4.7
2025-11-01,-1.7947596856237813,-5.026130575535603,5.098835071052243,-5.415624454656509,3.4,3.92
2025-12-01,-2.05922148209825,-2.953744198500541,7.353565365025472,-2.270597684224629,3.4,4.2
2026-01-01,-1.0176308626961617,1.835913453865623,5.907777182363638,-4.3172748590940895,2.6,4.35
2026-02-01,-0.946049603681931,1.7671392205056202,5.72720979742527,-3.432922872187494,5.8,3.87
2026-03-01,-0.824004002751888,3.41957807076938,6.619620445563901,1.179875142761455,3.4,4.53
2026-04-01,5.013252311073768,6.689226701916717,6.648784286579579,4.261341638633409,3.6,3.96
2026-05-01,4.870966532195409,7.265661433234882,5.075494556771831,4.876115648368318,5.1,5.02
2026-06-01,2.586650928211176,2.558224643942708,3.3131454041271713,5.741212202420831,4.1,5.64
2026-07-01,1.821945489493837,1.3803178630287904,3.13898094007361,3.550809881458683,4.6,5.91
2026-08-01,5.249303189842047,3.53646300892434,1.7034441312646642,,,
