quarter,actual,pred,naive,prior_year,ar1,feature,transform,lag,target,window
4Q24,2.0,1.8617453474258183,2.0,0.5,1.717105263157895,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2023Q1+
1Q25,1.0,1.9037760250591,2.0,2.0,1.7584269662921352,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2023Q1+
2Q25,1.0,1.7824640735023567,1.0,3.0,1.3676470588235294,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2023Q1+
3Q25,2.0,1.6036064504770944,1.0,2.0,1.2952755905511815,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2023Q1+
4Q25,3.0,1.6814040325581714,2.0,2.0,1.6809210526315788,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2023Q1+
1Q26,4.0,1.8756683134024403,3.0,1.0,2.1301775147929005,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2023Q1+
2Q26,4.0,1.8064692859794986,4.0,1.0,3.1181818181818164,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2023Q1+
1Q24,2.0,3.0795732648058203,0.5,3.0,1.1246132409563685,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2022Q1+
2Q24,3.0,2.7104905283773193,2.0,2.0,2.3022434504645823,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2022Q1+
3Q24,2.0,2.8204179527751174,3.0,0.5,3.0203734945596654,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2022Q1+
4Q24,2.0,3.2758483275901096,2.0,0.5,2.287345226937882,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2022Q1+
1Q25,1.0,2.851499307577948,2.0,2.0,2.2514690214614905,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2022Q1+
2Q25,1.0,2.1704153062302565,1.0,3.0,1.4725374224499266,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2022Q1+
3Q25,2.0,1.935535545447134,1.0,2.0,1.4117596994984059,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2022Q1+
4Q25,3.0,1.9417580601147444,2.0,2.0,2.117883217330461,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2022Q1+
1Q26,4.0,2.2886511432234835,3.0,1.0,2.8190339060403473,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2022Q1+
2Q26,4.0,3.589527821934872,4.0,1.0,3.5217824484809004,cpi_lodging_sa,level,0,adr_exfx_yoy_pp,2022Q1+
1Q24,2.7792,0.13492017224283898,-0.2236,-1.8904,-0.8192686783021977,cpi_lodging_sa,level,0,adr_exfx_na_pp,2023Q1+
2Q24,4.0906,1.8921770900639419,2.7792,-0.871,7.689045325779507,cpi_lodging_sa,level,0,adr_exfx_na_pp,2023Q1+
3Q24,3.3314,2.61752974248901,4.0906,-1.1632,5.902314904751951,cpi_lodging_sa,level,0,adr_exfx_na_pp,2023Q1+
4Q24,3.4676,1.0296705578209042,3.3314,-0.2236,3.678320122832291,cpi_lodging_sa,level,0,adr_exfx_na_pp,2023Q1+
1Q25,3.0,2.2090872479312686,3.4676,2.7792,3.722124204433347,cpi_lodging_sa,level,0,adr_exfx_na_pp,2023Q1+
2Q25,3.3308,3.7059899311315854,3.0,4.0906,3.1851409167708673,cpi_lodging_sa,level,0,adr_exfx_na_pp,2023Q1+
3Q25,5.0474,3.8660164230058456,3.3308,3.3314,3.464360154875057,cpi_lodging_sa,level,0,adr_exfx_na_pp,2023Q1+
4Q25,4.777,4.101665644112485,5.0474,3.4676,5.142202433670956,cpi_lodging_sa,level,0,adr_exfx_na_pp,2023Q1+
1Q26,6.3048,3.4920846393848812,4.777,3.0,4.829498399236521,cpi_lodging_sa,level,0,adr_exfx_na_pp,2023Q1+
2Q26,6.7506,-0.12075753841695969,6.3048,3.3308,6.4289767213751805,cpi_lodging_sa,level,0,adr_exfx_na_pp,2023Q1+
1Q24,2.7792,0.11632781755306629,-0.2236,-1.8904,-0.45788124344345726,cpi_lodging_sa,level,0,adr_exfx_na_pp,2022Q1+
2Q24,4.0906,0.49429301943197435,2.7792,-0.871,2.0563289686471666,cpi_lodging_sa,level,0,adr_exfx_na_pp,2022Q1+
3Q24,3.3314,1.2914242343593327,4.0906,-1.1632,3.0930052099726435,cpi_lodging_sa,level,0,adr_exfx_na_pp,2022Q1+
4Q24,3.4676,2.4854510817561772,3.3314,-0.2236,2.6517489567666948,cpi_lodging_sa,level,0,adr_exfx_na_pp,2022Q1+
1Q25,3.0,2.173270785272756,3.4676,2.7792,2.8096571114049347,cpi_lodging_sa,level,0,adr_exfx_na_pp,2022Q1+
2Q25,3.3308,1.6317763185986562,3.0,4.0906,2.53968813082097,cpi_lodging_sa,level,0,adr_exfx_na_pp,2022Q1+
3Q25,5.0474,1.7368882971545039,3.3308,3.3314,2.803396504663283,cpi_lodging_sa,level,0,adr_exfx_na_pp,2022Q1+
4Q25,4.777,2.118997314248749,5.0474,3.4676,4.005301064876131,cpi_lodging_sa,level,0,adr_exfx_na_pp,2022Q1+
1Q26,6.3048,2.6394911835417574,4.777,3.0,3.898123165357095,cpi_lodging_sa,level,0,adr_exfx_na_pp,2022Q1+
2Q26,6.7506,4.084306377528746,6.3048,3.3308,5.011552048348953,cpi_lodging_sa,level,0,adr_exfx_na_pp,2022Q1+
1Q24,2.2557752082862383,1.9614160343978218,0.8339628069705792,3.4765599528784485,0.5127528504234428,cpi_lodging_sa,level,1,residual_pricing_pp,2023Q1+
2Q24,3.234375616562978,2.239653551693041,2.2557752082862383,2.4720399165943165,1.707737296555292,cpi_lodging_sa,level,1,residual_pricing_pp,2023Q1+
3Q24,2.083188605444465,2.860113161149586,3.234375616562978,1.005193813553488,2.3181453938168577,cpi_lodging_sa,level,1,residual_pricing_pp,2023Q1+
4Q24,2.760245101599631,2.528446439239937,2.083188605444465,0.8339628069705792,1.947989863654478,cpi_lodging_sa,level,1,residual_pricing_pp,2023Q1+
1Q25,2.231373644528559,2.3144200970065714,2.760245101599631,2.2557752082862383,2.226540426944484,cpi_lodging_sa,level,1,residual_pricing_pp,2023Q1+
2Q25,1.905622741315353,2.4380203356136168,2.231373644528559,3.234375616562978,2.1014775348891215,cpi_lodging_sa,level,1,residual_pricing_pp,2023Q1+
3Q25,2.8222911901990337,2.551206534308862,1.905622741315353,2.083188605444465,2.0018695208600823,cpi_lodging_sa,level,1,residual_pricing_pp,2023Q1+
4Q25,3.69881318212152,2.6459529875571124,2.8222911901990337,2.760245101599631,2.278708711746652,cpi_lodging_sa,level,1,residual_pricing_pp,2023Q1+
1Q26,4.380588950682848,2.853474436194833,3.69881318212152,2.231373644528559,2.7422669668313455,cpi_lodging_sa,level,1,residual_pricing_pp,2023Q1+
2Q26,4.84932637648649,2.9263354706587514,4.380588950682848,1.905622741315353,3.57963241916159,cpi_lodging_sa,level,1,residual_pricing_pp,2023Q1+
1Q24,2.0,1.445433102121809,0.5,3.0,0.26315789473684187,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2023Q1+
2Q24,3.0,1.9478654048754758,2.0,2.0,1.3333333333333337,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2023Q1+
3Q24,2.0,2.6168325358417643,3.0,0.5,2.0319148936170217,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2023Q1+
4Q24,2.0,2.338470207585721,2.0,0.5,1.717105263157895,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2023Q1+
1Q25,1.0,1.9314756899870784,2.0,2.0,1.7584269662921352,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2023Q1+
2Q25,1.0,1.9715658686185542,1.0,3.0,1.3676470588235294,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2023Q1+
3Q25,2.0,2.027619712105537,1.0,2.0,1.2952755905511815,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2023Q1+
4Q25,3.0,2.0541193098960853,2.0,2.0,1.6809210526315788,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2023Q1+
1Q26,4.0,2.2405522298594893,3.0,1.0,2.1301775147929005,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2023Q1+
2Q26,4.0,2.359324110828523,4.0,1.0,3.1181818181818164,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2023Q1+
1Q24,2.0,1.2086377802478678,0.5,3.0,1.1094731754470752,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2022Q1+
2Q24,3.0,0.9849927686571233,2.0,2.0,2.236641221374046,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2022Q1+
3Q24,2.0,1.2541886401472935,3.0,0.5,2.9302325581395343,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2022Q1+
4Q24,2.0,1.4811920676666588,2.0,0.5,2.2426960533059974,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2022Q1+
1Q25,1.0,2.3997411296541653,2.0,2.0,2.2121415770609323,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2022Q1+
2Q25,1.0,1.8414333951114572,1.0,3.0,1.4791086350974922,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2022Q1+
3Q25,2.0,1.0942869322343995,1.0,2.0,1.417475728155341,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2022Q1+
4Q25,3.0,1.093406047356104,2.0,2.0,2.080645161290323,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2022Q1+
1Q26,4.0,1.3127397063219663,3.0,1.0,2.74364406779661,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2022Q1+
2Q26,4.0,1.86786608269354,4.0,1.0,3.4157658845241237,cpi_lodging_sa,level,1,adr_exfx_yoy_pp,2022Q1+
1Q24,2.7792,-2.184435265960192,-0.2236,-1.8904,-0.8192686783021977,cpi_lodging_sa,level,1,adr_exfx_na_pp,2023Q1+
2Q24,4.0906,2.1373451884984043,2.7792,-0.871,7.689045325779507,cpi_lodging_sa,level,1,adr_exfx_na_pp,2023Q1+
3Q24,3.3314,3.5956314156295295,4.0906,-1.1632,5.902314904751951,cpi_lodging_sa,level,1,adr_exfx_na_pp,2023Q1+
4Q24,3.4676,3.319915321067509,3.3314,-0.2236,3.678320122832291,cpi_lodging_sa,level,1,adr_exfx_na_pp,2023Q1+
1Q25,3.0,1.5185641599740736,3.4676,2.7792,3.722124204433347,cpi_lodging_sa,level,1,adr_exfx_na_pp,2023Q1+
2Q25,3.3308,2.590285324021531,3.0,4.0906,3.1851409167708673,cpi_lodging_sa,level,1,adr_exfx_na_pp,2023Q1+
3Q25,5.0474,4.124924556591743,3.3308,3.3314,3.464360154875057,cpi_lodging_sa,level,1,adr_exfx_na_pp,2023Q1+
4Q25,4.777,4.590896200963247,5.0474,3.4676,5.142202433670956,cpi_lodging_sa,level,1,adr_exfx_na_pp,2023Q1+
1Q26,6.3048,4.6312180521931365,4.777,3.0,4.829498399236521,cpi_lodging_sa,level,1,adr_exfx_na_pp,2023Q1+
2Q26,6.7506,4.1190346988295055,6.3048,3.3308,6.4289767213751805,cpi_lodging_sa,level,1,adr_exfx_na_pp,2023Q1+
1Q24,2.7792,-1.3137760838423787,-0.2236,-1.8904,-0.4430534567199266,cpi_lodging_sa,level,1,adr_exfx_na_pp,2022Q1+
2Q24,4.0906,-0.7714970990949371,2.7792,-0.871,1.9995725687235835,cpi_lodging_sa,level,1,adr_exfx_na_pp,2022Q1+
3Q24,3.3314,0.14109452632656022,4.0906,-1.1632,3.0461381455493646,cpi_lodging_sa,level,1,adr_exfx_na_pp,2022Q1+
4Q24,3.4676,0.84443025616704,3.3314,-0.2236,2.6246069819397575,cpi_lodging_sa,level,1,adr_exfx_na_pp,2022Q1+
1Q25,3.0,1.9696469399671064,3.4676,2.7792,2.792316357014182,cpi_lodging_sa,level,1,adr_exfx_na_pp,2022Q1+
2Q25,3.3308,1.741363430065419,3.0,4.0906,2.528931638512449,cpi_lodging_sa,level,1,adr_exfx_na_pp,2022Q1+
3Q25,5.0474,1.41511047714951,3.3308,3.3314,2.795855034159125,cpi_lodging_sa,level,1,adr_exfx_na_pp,2022Q1+
4Q25,4.777,1.790541764537925,5.0474,3.4676,4.018976533188055,cpi_lodging_sa,level,1,adr_exfx_na_pp,2022Q1+
1Q26,6.3048,2.1355198490900458,4.777,3.0,3.9244018124249616,cpi_lodging_sa,level,1,adr_exfx_na_pp,2022Q1+
2Q26,6.7506,2.722299726812089,6.3048,3.3308,5.105944925692047,cpi_lodging_sa,level,1,adr_exfx_na_pp,2022Q1+
1Q24,2.2557752082862383,1.8918465469106804,0.8339628069705792,3.4765599528784485,0.5127528504234428,cpi_lodging_sa,diff,0,residual_pricing_pp,2023Q1+
2Q24,3.234375616562978,2.0557276224912466,2.2557752082862383,2.4720399165943165,1.707737296555292,cpi_lodging_sa,diff,0,residual_pricing_pp,2023Q1+
3Q24,2.083188605444465,2.3848872773270875,3.234375616562978,1.005193813553488,2.3181453938168577,cpi_lodging_sa,diff,0,residual_pricing_pp,2023Q1+
4Q24,2.760245101599631,2.7050548541571926,2.083188605444465,0.8339628069705792,1.947989863654478,cpi_lodging_sa,diff,0,residual_pricing_pp,2023Q1+
1Q25,2.231373644528559,2.1046018251321152,2.760245101599631,2.2557752082862383,2.226540426944484,cpi_lodging_sa,diff,0,residual_pricing_pp,2023Q1+
2Q25,1.905622741315353,2.010582904180893,2.231373644528559,3.234375616562978,2.1014775348891215,cpi_lodging_sa,diff,0,residual_pricing_pp,2023Q1+
3Q25,2.8222911901990337,2.254239919978446,1.905622741315353,2.083188605444465,2.0018695208600823,cpi_lodging_sa,diff,0,residual_pricing_pp,2023Q1+
4Q25,3.69881318212152,2.361508120033487,2.8222911901990337,2.760245101599631,2.278708711746652,cpi_lodging_sa,diff,0,residual_pricing_pp,2023Q1+
1Q26,4.380588950682848,2.643626607419055,3.69881318212152,2.231373644528559,2.7422669668313455,cpi_lodging_sa,diff,0,residual_pricing_pp,2023Q1+
2Q26,4.84932637648649,3.6576552913010323,4.380588950682848,1.905622741315353,3.57963241916159,cpi_lodging_sa,diff,0,residual_pricing_pp,2023Q1+
1Q24,2.0,1.4502341213549965,0.5,3.0,0.26315789473684187,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2023Q1+
2Q24,3.0,1.64203486992644,2.0,2.0,1.3333333333333337,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2023Q1+
3Q24,2.0,1.9889167673017183,3.0,0.5,2.0319148936170217,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2023Q1+
4Q24,2.0,2.3386773818551285,2.0,0.5,1.717105263157895,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2023Q1+
1Q25,1.0,1.7449386314326318,2.0,2.0,1.7584269662921352,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2023Q1+
2Q25,1.0,1.5519922677808977,1.0,3.0,1.3676470588235294,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2023Q1+
3Q25,2.0,1.7276586078931224,1.0,2.0,1.2952755905511815,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2023Q1+
4Q25,3.0,1.8061712187822894,2.0,2.0,1.6809210526315788,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2023Q1+
1Q26,4.0,2.0697958450792364,3.0,1.0,2.1301775147929005,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2023Q1+
2Q26,4.0,3.0971065635499633,4.0,1.0,3.1181818181818164,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2023Q1+
1Q24,2.0,3.226995085311898,0.5,3.0,1.1094731754470752,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2022Q1+
2Q24,3.0,2.7368833032074913,2.0,2.0,2.236641221374046,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2022Q1+
3Q24,2.0,2.3331916195863913,3.0,0.5,2.9302325581395343,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2022Q1+
4Q24,2.0,0.9941930514188433,2.0,0.5,2.2426960533059974,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2022Q1+
1Q25,1.0,3.2188621262961137,2.0,2.0,2.2121415770609323,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2022Q1+
2Q25,1.0,3.4048556014584004,1.0,3.0,1.4791086350974922,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2022Q1+
3Q25,2.0,2.359338828145473,1.0,2.0,1.417475728155341,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2022Q1+
4Q25,3.0,2.147238781645695,2.0,2.0,2.080645161290323,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2022Q1+
1Q26,4.0,1.7054456547224706,3.0,1.0,2.74364406779661,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2022Q1+
2Q26,4.0,-0.07718824136050317,4.0,1.0,3.4157658845241237,cpi_lodging_sa,diff,0,adr_exfx_yoy_pp,2022Q1+
1Q24,2.7792,-0.9776075406895589,-0.2236,-1.8904,-0.8192686783021977,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2023Q1+
2Q24,4.0906,-0.332796242819703,2.7792,-0.871,7.689045325779507,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2023Q1+
3Q24,3.3314,0.2749695774587859,4.0906,-1.1632,5.902314904751951,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2023Q1+
4Q24,3.4676,0.5213561751049525,3.3314,-0.2236,3.678320122832291,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2023Q1+
1Q25,3.0,1.1349485526540375,3.4676,2.7792,3.722124204433347,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2023Q1+
2Q25,3.3308,1.3536465232496988,3.0,4.0906,3.1851409167708673,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2023Q1+
3Q25,5.0474,1.58029241878218,3.3308,3.3314,3.464360154875057,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2023Q1+
4Q25,4.777,1.8911820618751263,5.0474,3.4676,5.142202433670956,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2023Q1+
1Q26,6.3048,2.148871534334832,4.777,3.0,4.829498399236521,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2023Q1+
2Q26,6.7506,2.9852267894327977,6.3048,3.3308,6.4289767213751805,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2023Q1+
1Q24,2.7792,1.3980561310184636,-0.2236,-1.8904,-0.4430534567199266,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2022Q1+
2Q24,4.0906,1.2270660726152558,2.7792,-0.871,1.9995725687235835,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2022Q1+
3Q24,3.3314,1.1237809791862383,4.0906,-1.1632,3.0461381455493646,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2022Q1+
4Q24,3.4676,0.06742067718466815,3.3314,-0.2236,2.6246069819397575,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2022Q1+
1Q25,3.0,2.62482291695838,3.4676,2.7792,2.792316357014182,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2022Q1+
2Q25,3.3308,3.0089363159820137,3.0,4.0906,2.528931638512449,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2022Q1+
3Q25,5.0474,2.2209541546451095,3.3308,3.3314,2.795855034159125,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2022Q1+
4Q25,4.777,2.279389806114483,5.0474,3.4676,4.018976533188055,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2022Q1+
1Q26,6.3048,2.022915396308149,4.777,3.0,3.9244018124249616,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2022Q1+
2Q26,6.7506,0.7245706714032756,6.3048,3.3308,5.105944925692047,cpi_lodging_sa,diff,0,adr_exfx_na_pp,2022Q1+
1Q24,2.2557752082862383,0.866880989916321,0.8339628069705792,3.4765599528784485,0.5127528504234428,cpi_lodging_sa,diff,1,residual_pricing_pp,2023Q1+
2Q24,3.234375616562978,1.9607144810529729,2.2557752082862383,2.4720399165943165,1.707737296555292,cpi_lodging_sa,diff,1,residual_pricing_pp,2023Q1+
3Q24,2.083188605444465,2.21202745778016,3.234375616562978,1.005193813553488,2.3181453938168577,cpi_lodging_sa,diff,1,residual_pricing_pp,2023Q1+
4Q24,2.760245101599631,2.233754596140932,2.083188605444465,0.8339628069705792,1.947989863654478,cpi_lodging_sa,diff,1,residual_pricing_pp,2023Q1+
1Q25,2.231373644528559,2.441323095775702,2.760245101599631,2.2557752082862383,2.226540426944484,cpi_lodging_sa,diff,1,residual_pricing_pp,2023Q1+
2Q25,1.905622741315353,2.206871689021638,2.231373644528559,3.234375616562978,2.1014775348891215,cpi_lodging_sa,diff,1,residual_pricing_pp,2023Q1+
3Q25,2.8222911901990337,2.133867069364132,1.905622741315353,2.083188605444465,2.0018695208600823,cpi_lodging_sa,diff,1,residual_pricing_pp,2023Q1+
4Q25,3.69881318212152,2.2811891117340406,2.8222911901990337,2.760245101599631,2.278708711746652,cpi_lodging_sa,diff,1,residual_pricing_pp,2023Q1+
1Q26,4.380588950682848,2.411318825447289,3.69881318212152,2.231373644528559,2.7422669668313455,cpi_lodging_sa,diff,1,residual_pricing_pp,2023Q1+
2Q26,4.84932637648649,2.611490505592201,4.380588950682848,1.905622741315353,3.57963241916159,cpi_lodging_sa,diff,1,residual_pricing_pp,2023Q1+
1Q24,2.0,0.3529262670345896,0.5,3.0,0.26315789473684187,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2023Q1+
2Q24,3.0,1.560928295280578,2.0,2.0,1.3333333333333337,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2023Q1+
3Q24,2.0,1.8326562909317725,3.0,0.5,2.0319148936170217,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2023Q1+
4Q24,2.0,1.884878172676791,2.0,0.5,1.717105263157895,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2023Q1+
1Q25,1.0,1.9875384811206998,2.0,2.0,1.7584269662921352,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2023Q1+
2Q25,1.0,1.792187307885027,1.0,3.0,1.3676470588235294,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2023Q1+
3Q25,2.0,1.6958903242690508,1.0,2.0,1.2952755905511815,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2023Q1+
4Q25,3.0,1.7270774696681035,2.0,2.0,1.6809210526315788,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2023Q1+
1Q26,4.0,1.8313806618367914,3.0,1.0,2.1301775147929005,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2023Q1+
2Q26,4.0,2.009875887400606,4.0,1.0,3.1181818181818164,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2023Q1+
1Q24,2.0,4.554394779957805,0.5,3.0,0.5827160493827155,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2022Q1+
2Q24,3.0,2.8638769258685794,2.0,2.0,1.5172261484098937,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2022Q1+
3Q24,2.0,2.6754024906886698,3.0,0.5,2.0969875091844234,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2022Q1+
4Q24,2.0,2.292859669997386,2.0,0.5,1.7538461538461534,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2022Q1+
1Q25,1.0,1.386026825124406,2.0,2.0,1.7855946398659976,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2022Q1+
2Q25,1.0,2.768242788841647,1.0,3.0,1.3590504451038579,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2022Q1+
3Q25,2.0,2.884151045595365,1.0,2.0,1.3127962085308054,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2022Q1+
4Q25,3.0,2.204059245306734,2.0,2.0,1.7232824427480917,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2022Q1+
1Q26,4.0,2.1391427062749426,3.0,1.0,2.1514886164623466,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2022Q1+
2Q26,4.0,1.936695782218874,4.0,1.0,2.6110208062418723,cpi_lodging_sa,diff,1,adr_exfx_yoy_pp,2022Q1+
1Q24,2.7792,-1.3807908340060688,-0.2236,-1.8904,-0.8192686783021977,cpi_lodging_sa,diff,1,adr_exfx_na_pp,2023Q1+
2Q24,4.0906,-0.03188896006701741,2.7792,-0.871,7.689045325779507,cpi_lodging_sa,diff,1,adr_exfx_na_pp,2023Q1+
3Q24,3.3314,0.4611025955765774,4.0906,-1.1632,5.902314904751951,cpi_lodging_sa,diff,1,adr_exfx_na_pp,2023Q1+
4Q24,3.4676,0.5560155691661792,3.3314,-0.2236,3.678320122832291,cpi_lodging_sa,diff,1,adr_exfx_na_pp,2023Q1+
1Q25,3.0,0.12956589229170068,3.4676,2.7792,3.722124204433347,cpi_lodging_sa,diff,1,adr_exfx_na_pp,2023Q1+
2Q25,3.3308,1.6268155882667301,3.0,4.0906,3.1851409167708673,cpi_lodging_sa,diff,1,adr_exfx_na_pp,2023Q1+
3Q25,5.0474,1.9955852477948328,3.3308,3.3314,3.464360154875057,cpi_lodging_sa,diff,1,adr_exfx_na_pp,2023Q1+
4Q25,4.777,1.8893309725329812,5.0474,3.4676,5.142202433670956,cpi_lodging_sa,diff,1,adr_exfx_na_pp,2023Q1+
1Q26,6.3048,2.0212116775207254,4.777,3.0,4.829498399236521,cpi_lodging_sa,diff,1,adr_exfx_na_pp,2023Q1+
2Q26,6.7506,2.079039822611492,6.3048,3.3308,6.4289767213751805,cpi_lodging_sa,diff,1,adr_exfx_na_pp,2023Q1+
