market,snapshot_a,snapshot_b,gap_days,lead_bucket_at_b,regime,n,median_revision_pct,trimmed_mean_revision_pct,share_cut,share_raised
austin,2024-10-14,2024-11-14,31,181-365,open_both,403980,0.0,0.0,0.05586415169067776,0.06858507846923115
austin,2024-11-14,2024-12-14,30,0-30,all,230476,0.0,0.0,0.040889289991148756,0.032320068033114074
austin,2024-11-14,2024-12-14,30,0-30,open_both,100433,0.0,0.0,0.05322951619487619,0.041968277359035376
austin,2024-11-14,2024-12-14,30,31-90,all,451260,0.0,0.0,0.04081904002127377,0.03230953330674113
austin,2024-11-14,2024-12-14,30,31-90,open_both,222728,0.0,0.0,0.05406594590711541,0.04744800833303402
austin,2024-11-14,2024-12-14,30,91-180,all,676890,0.0,0.0,0.04081904002127377,0.03230953330674113
austin,2024-11-14,2024-12-14,30,91-180,open_both,312050,0.0,0.0,0.057022912994712384,0.05042140682582919
austin,2024-11-14,2024-12-14,30,181-365,all,1161775,0.0,0.0,0.040783284198747605,0.032304878311204835
austin,2024-11-14,2024-12-14,30,181-365,open_both,424325,0.0,0.0,0.06657161373946857,0.06395333765392093
austin,2024-12-14,2025-01-16,33,0-30,all,232015,0.0,0.0,0.03563993707303407,0.043785962114518455
austin,2024-12-14,2025-01-16,33,0-30,open_both,97830,0.0,0.0,0.052264131656955946,0.05240723704385158
austin,2024-12-14,2025-01-16,33,31-90,all,451200,0.0,0.0,0.035738031914893616,0.0438386524822695
austin,2024-12-14,2025-01-16,33,31-90,open_both,209660,0.0,0.0,0.053238576743298675,0.06014022703424592
austin,2024-12-14,2025-01-16,33,91-180,all,676800,0.0,0.0,0.03581117021276596,0.043846040189125295
austin,2024-12-14,2025-01-16,33,91-180,open_both,313886,0.0,0.0,0.05242986307130614,0.06786858923303365
austin,2024-12-14,2025-01-16,33,181-365,all,1138130,0.0,0.0,0.03582631158127806,0.04388163039371601
austin,2024-12-14,2025-01-16,33,181-365,open_both,418422,0.0,0.0,0.06092891865150494,0.08414232521234544
austin,2025-01-16,2025-02-16,31,0-30,all,227537,0.0,0.0,0.031959637333708366,0.037998215674813325
austin,2025-01-16,2025-02-16,31,0-30,open_both,81894,0.0,0.0,0.04511930055925953,0.04719515471218893
austin,2025-01-16,2025-02-16,31,31-90,all,447900,0.0,0.0,0.031906675597231524,0.03791917838803304
austin,2025-01-16,2025-02-16,31,31-90,open_both,206487,0.0,0.0,0.04519412844392141,0.0531316741489779
austin,2025-01-16,2025-02-16,31,91-180,all,671850,0.0,0.0,0.031885093398824144,0.037910247823174814
austin,2025-01-16,2025-02-16,31,91-180,open_both,317500,0.0,0.0,0.04620472440944882,0.05571653543307087
austin,2025-01-16,2025-02-16,31,181-365,all,1143143,0.0,0.0,0.03191201800649612,0.037924389162160815
austin,2025-01-16,2025-02-16,31,181-365,open_both,419700,0.0,0.0,0.056804860614724804,0.0657803192756731
austin,2025-03-06,2025-04-12,37,0-30,all,220778,0.0,0.0,0.056758372663942964,0.03426066002953193
austin,2025-03-06,2025-04-12,37,0-30,open_both,84027,0.0,0.0,0.08264010377616718,0.041569971556761516
austin,2025-03-06,2025-04-12,37,31-90,all,445740,0.0,0.0,0.05631758424193476,0.03410059676044331
austin,2025-03-06,2025-04-12,37,31-90,open_both,215116,0.0,0.0,0.08310864835716543,0.04393908402908198
austin,2025-03-06,2025-04-12,37,91-180,all,668610,0.0,0.0,0.056265984654731455,0.03418136133171804
austin,2025-03-06,2025-04-12,37,91-180,open_both,317626,0.0,0.0,0.08717485344398758,0.050436677098222436
austin,2025-03-06,2025-04-12,37,181-365,all,1131932,0.0,0.0,0.056209206913489504,0.03415311167101911
austin,2025-03-06,2025-04-12,37,181-365,open_both,417056,0.0,-0.009607939602296334,0.10659959333998312,0.06071606690708202
austin,2025-04-12,2025-05-11,29,0-30,all,219186,0.0,0.0,0.04075077787814915,0.03882091009462283
austin,2025-04-12,2025-05-11,29,0-30,open_both,89795,0.0,0.0,0.049535052063032464,0.04933459546745365
austin,2025-04-12,2025-05-11,29,31-90,all,446220,0.0,0.0,0.0405629510107122,0.038590829635605756
austin,2025-04-12,2025-05-11,29,31-90,open_both,218901,0.0,0.0,0.05330720279943901,0.05299656008880727
austin,2025-04-12,2025-05-11,29,91-180,all,669330,0.0,0.0,0.040473309130025545,0.038590829635605756
austin,2025-04-12,2025-05-11,29,91-180,open_both,312219,0.0,0.0,0.05818351861994305,0.06057286712211621
austin,2025-04-12,2025-05-11,29,181-365,all,1162109,0.0,0.0,0.04045919961036357,0.03854715865723439
austin,2025-04-12,2025-05-11,29,181-365,open_both,429688,0.0,0.0,0.06900122879857012,0.07533140325073076
nashville,2024-05-26,2024-06-22,27,0-30,all,131203,0.0,0.0,0.06373329878127787,0.034267509127077884
nashville,2024-05-26,2024-06-22,27,0-30,open_both,61585,0.0,0.0,0.08631972071121215,0.04012340667370301
nashville,2024-05-26,2024-06-22,27,31-90,all,257280,0.0,0.0,0.06366604477611941,0.034281716417910446
nashville,2024-05-26,2024-06-22,27,31-90,open_both,166782,0.0,0.0,0.0777841733520404,0.03652072765646173
nashville,2024-05-26,2024-06-22,27,91-180,all,385920,0.0,0.0,0.06366604477611941,0.034281716417910446
nashville,2024-05-26,2024-06-22,27,91-180,open_both,269309,0.0,0.0,0.07907645121403295,0.03435830217333992
nashville,2024-05-26,2024-06-22,27,181-365,all,673018,0.0,0.0,0.06368477514717288,0.03403029339482748
nashville,2024-05-26,2024-06-22,27,181-365,open_both,377036,0.0,0.0,0.09580782736926978,0.03870983142193318
nashville,2024-06-22,2024-07-25,33,0-30,all,133083,0.0,0.0,0.04332634521313766,0.06685301653855114
nashville,2024-06-22,2024-07-25,33,0-30,open_both,64222,0.0,0.0,0.04685310329793529,0.08286879885397527
nashville,2024-06-22,2024-07-25,33,31-90,all,257580,0.0,0.0,0.04332634521313766,0.06685301653855114
nashville,2024-06-22,2024-07-25,33,31-90,open_both,161902,0.0,0.0,0.04858494644908649,0.08082049634964361
nashville,2024-06-22,2024-07-25,33,91-180,all,386370,0.0,0.0,0.04332634521313766,0.06685301653855114
nashville,2024-06-22,2024-07-25,33,91-180,open_both,272093,0.0,0.0,0.04768222629762618,0.08296428059523765
nashville,2024-06-22,2024-07-25,33,181-365,all,649777,0.0,0.0,0.043351796077731285,0.0669060308382722
nashville,2024-06-22,2024-07-25,33,181-365,open_both,366860,0.0,0.003778083177685687,0.05142016027912555,0.10130840102491413
nashville,2024-07-25,2024-08-18,24,0-30,all,133580,0.0,0.0,0.05065878125467885,0.04237161251684384
nashville,2024-07-25,2024-08-18,24,0-30,open_both,72510,0.0,0.0,0.055619914494552475,0.047717556199144945
nashville,2024-07-25,2024-08-18,24,31-90,all,260400,0.0,0.0,0.05069124423963134,0.0423963133640553
nashville,2024-07-25,2024-08-18,24,31-90,open_both,161233,0.0,0.0,0.05813326056080331,0.05034949421024232
nashville,2024-07-25,2024-08-18,24,91-180,all,390600,0.0,0.0,0.05069124423963134,0.0423963133640553
nashville,2024-07-25,2024-08-18,24,91-180,open_both,286594,0.0,0.0,0.056501531783638176,0.047963320934841625
nashville,2024-07-25,2024-08-18,24,181-365,all,694229,0.0,0.0,0.05070373032529612,0.042406756272065846
nashville,2024-07-25,2024-08-18,24,181-365,open_both,399618,0.0,0.0,0.0621293335135054,0.05635882267565525
nashville,2024-08-18,2024-09-18,31,0-30,all,135253,0.0,0.0,0.06659371696006743,0.044006417602567044
nashville,2024-08-18,2024-09-18,31,0-30,open_both,56964,0.0,0.0,0.07701355241907169,0.05378835755916017
nashville,2024-08-18,2024-09-18,31,31-90,all,261780,0.0,0.0,0.06660172664069065,0.044006417602567044
nashville,2024-08-18,2024-09-18,31,31-90,open_both,175006,0.0,0.0,0.07452887329577272,0.050015428042467114
nashville,2024-08-18,2024-09-18,31,91-180,all,392670,0.0,0.0,0.06659790663916265,0.044006417602567044
nashville,2024-08-18,2024-09-18,31,91-180,open_both,282432,0.0,0.0,0.07691408905506458,0.05115567641060503
nashville,2024-08-18,2024-09-18,31,181-365,all,668322,0.0,0.0,0.06664751422218632,0.04401770404086653
nashville,2024-08-18,2024-09-18,31,181-365,open_both,381175,0.0,0.0,0.09376008395094117,0.058626615071817406
nashville,2024-09-18,2024-10-19,31,0-30,all,136759,0.0,0.0,0.046973142535409004,0.03618043419445886
nashville,2024-09-18,2024-10-19,31,0-30,open_both,66352,0.0,0.0,0.05570291777188329,0.038567036411864
nashville,2024-09-18,2024-10-19,31,31-90,all,266040,0.0,0.0,0.04691023906179522,0.03618252894301609
nashville,2024-09-18,2024-10-19,31,31-90,open_both,191680,0.0,0.0,0.05313543405676127,0.039039023372287145
nashville,2024-09-18,2024-10-19,31,91-180,all,399060,0.0,0.0,0.04691023906179522,0.036180023054177314
nashville,2024-09-18,2024-10-19,31,91-180,open_both,285753,0.0,0.0,0.05586293057290737,0.03834430434676101
nashville,2024-09-18,2024-10-19,31,181-365,all,678314,0.0,0.0,0.04691632488788378,0.03618530650996441
nashville,2024-09-18,2024-10-19,31,181-365,open_both,389323,0.0,0.0,0.06451455475273744,0.04363728831843996
nashville,2024-10-19,2024-11-23,35,0-30,all,138136,0.0,0.0,0.042639138240574505,0.04770660798054092
nashville,2024-10-19,2024-11-23,35,0-30,open_both,82942,0.0,0.0,0.04468182585421138,0.057787369487111474
nashville,2024-10-19,2024-11-23,35,31-90,all,267360,0.0,0.0,0.042639138240574505,0.04770347097546379
nashville,2024-10-19,2024-11-23,35,31-90,open_both,193260,0.0,0.0,0.044318534616578704,0.055997102349166925
nashville,2024-10-19,2024-11-23,35,91-180,all,401040,0.0,0.0,0.042639138240574505,0.047705964492319966
nashville,2024-10-19,2024-11-23,35,91-180,open_both,275590,0.0,0.0,0.047813781341848396,0.059788091004753435
nashville,2024-10-19,2024-11-23,35,181-365,all,664526,0.0,0.0,0.04264994898619467,0.04770768939063332
nashville,2024-10-19,2024-11-23,35,181-365,open_both,383878,0.0,0.0,0.05219627069016719,0.07023846117777002
nashville,2024-11-23,2024-12-21,28,0-30,all,139717,0.0,0.0,0.04393166185932993,0.03905036609718216
nashville,2024-11-23,2024-12-21,28,0-30,open_both,85197,0.0,0.0,0.04927403547073254,0.04268929657147552
nashville,2024-11-23,2024-12-21,28,31-90,all,270420,0.0,0.0,0.04393166185932993,0.03905036609718216
nashville,2024-11-23,2024-12-21,28,31-90,open_both,197360,0.0,0.0,0.04926023510336441,0.04190312119983786
nashville,2024-11-23,2024-12-21,28,91-180,all,405630,0.0,0.0,0.04393166185932993,0.03905036609718216
nashville,2024-11-23,2024-12-21,28,91-180,open_both,280146,0.0,0.0,0.050066750908454874,0.041913859201987536
nashville,2024-11-23,2024-12-21,28,181-365,all,702882,0.0,0.0,0.04394478731849727,0.03906203317199758
nashville,2024-11-23,2024-12-21,28,181-365,open_both,411774,0.0,0.0,0.05412192124806326,0.04774706513767261
nashville,2024-12-21,2025-01-24,34,0-30,all,138534,0.0,0.0,0.04918648129701012,0.04730246726435388
nashville,2024-12-21,2025-01-24,34,0-30,open_both,85856,0.0,0.0,0.05516213194185613,0.049641259783824075
nashville,2024-12-21,2025-01-24,34,31-90,all,271440,0.0,0.0,0.049292661361626876,0.04730327144120248
nashville,2024-12-21,2025-01-24,34,31-90,open_both,184509,0.0,0.0,0.054322553371380256,0.04920085199095979
nashville,2024-12-21,2025-01-24,34,91-180,all,407160,0.0,0.0,0.049292661361626876,0.04730327144120248
nashville,2024-12-21,2025-01-24,34,91-180,open_both,273647,0.0,0.0,0.05684695976933787,0.05172357087780973
nashville,2024-12-21,2025-01-24,34,181-365,all,678460,0.0,0.0,0.04930283288624237,0.047313032455855906
nashville,2024-12-21,2025-01-24,34,181-365,open_both,397732,0.0,0.0,0.06207949071233896,0.05531362827230396
nashville,2025-01-24,2025-02-17,24,0-30,all,139599,0.0,0.0,0.035286785721960756,0.033718006575978336
nashville,2025-01-24,2025-02-17,24,0-30,open_both,80025,0.0,0.0,0.040687285223367696,0.03818806622930334
nashville,2025-01-24,2025-02-17,24,31-90,all,276780,0.0,0.0,0.03533492304357251,0.033817472360719705
nashville,2025-01-24,2025-02-17,24,31-90,open_both,178069,0.0,0.0,0.038226754797297674,0.038878187668825004
nashville,2025-01-24,2025-02-17,24,91-180,all,415170,0.0,0.0,0.03533492304357251,0.033817472360719705
nashville,2025-01-24,2025-02-17,24,91-180,open_both,289610,0.0,0.0,0.038769379510376026,0.03697040848037015
nashville,2025-01-24,2025-02-17,24,181-365,all,739617,0.0,0.0,0.035346672669773684,0.03382831925172082
nashville,2025-01-24,2025-02-17,24,181-365,open_both,443322,0.0,0.0,0.04161083817180289,0.041827385060971486
nashville,2025-02-17,2025-03-15,26,0-30,all,142908,0.0,0.0,0.03473563411425532,0.05045203907408963
nashville,2025-02-17,2025-03-15,26,0-30,open_both,69494,0.0,0.0,0.04046392494316056,0.05486804616225861
nashville,2025-02-17,2025-03-15,26,31-90,all,279180,0.0,0.0,0.03481624758220503,0.050505050505050504
nashville,2025-02-17,2025-03-15,26,31-90,open_both,174370,0.0,0.0,0.04029362849113953,0.05636864139473533
nashville,2025-02-17,2025-03-15,26,91-180,all,418770,0.0,0.0,0.03481624758220503,0.050505050505050504
nashville,2025-02-17,2025-03-15,26,91-180,open_both,291184,0.0,0.0,0.03962099565910215,0.057279932963349635
nashville,2025-02-17,2025-03-15,26,181-365,all,738429,0.0,0.0,0.03484695211049404,0.0505370184540423
nashville,2025-02-17,2025-03-15,26,181-365,open_both,438481,0.0,0.0,0.042400925011574046,0.06697211509734743
nashville,2025-03-15,2025-04-18,34,0-30,all,141563,0.0,0.0,0.04508946546767164,0.03615351468957284
nashville,2025-03-15,2025-04-18,34,0-30,open_both,65119,0.0,0.0,0.060811744652098466,0.03373823308097483
nashville,2025-03-15,2025-04-18,34,31-90,all,278400,0.0,0.0,0.04504310344827586,0.03620689655172414
nashville,2025-03-15,2025-04-18,34,31-90,open_both,173630,0.0,0.0,0.05746702758739849,0.03198180038011864
nashville,2025-03-15,2025-04-18,34,91-180,all,417600,0.0,0.0,0.04504310344827586,0.03620689655172414
nashville,2025-03-15,2025-04-18,34,91-180,open_both,284603,0.0,0.0,0.054156140307726905,0.035224505714978406
nashville,2025-03-15,2025-04-18,34,181-365,all,697254,0.0,0.0,0.045039540827302535,0.03623069928605645
nashville,2025-03-15,2025-04-18,34,181-365,open_both,412017,0.0,0.0,0.05788596101617166,0.040071162112242945
nashville,2025-04-18,2025-05-17,29,0-30,all,143197,0.0,0.0,0.032793983114171386,0.04143941563021572
nashville,2025-04-18,2025-05-17,29,0-30,open_both,67219,0.0,0.0,0.03445454410211399,0.053377765215192136
nashville,2025-04-18,2025-05-17,29,31-90,all,280980,0.0,0.0,0.03288490284005979,0.041426436045270125
nashville,2025-04-18,2025-05-17,29,31-90,open_both,178553,0.0,0.0,0.032141717025197,0.04765531802882057
nashville,2025-04-18,2025-05-17,29,91-180,all,421470,0.0,0.0,0.03288490284005979,0.041426436045270125
nashville,2025-04-18,2025-05-17,29,91-180,open_both,294639,0.0,0.0,0.03348165042645407,0.04689467449998133
nashville,2025-04-18,2025-05-17,29,181-365,all,728033,0.0,0.0,0.032900981136844074,0.04141845218554653
nashville,2025-04-18,2025-05-17,29,181-365,open_both,433642,0.0,0.0,0.04212460970108984,0.05004127828946458
paris,2024-03-16,2024-05-11,56,0-30,all,460646,0.0,0.0,0.05052686878861425,0.05686579282138562
paris,2024-03-16,2024-05-11,56,0-30,open_both,90811,0.0,0.0,0.05281298521104272,0.08014447588948476
paris,2024-03-16,2024-05-11,56,31-90,all,940860,0.0,0.0,0.05050592011563888,0.05675020725719023
paris,2024-03-16,2024-05-11,56,31-90,open_both,311341,0.0,0.0,0.06812144882941855,0.07994449815475636
paris,2024-03-16,2024-05-11,56,91-180,all,1411290,0.0,0.0,0.05042974866965684,0.05675658440150501
paris,2024-03-16,2024-05-11,56,91-180,open_both,473735,0.0,0.0,0.06408435095570308,0.08839752182127139
paris,2024-03-16,2024-05-11,56,181-365,all,2040694,0.0,0.0,0.05031033560151595,0.05664396523927644
paris,2024-03-16,2024-05-11,56,181-365,open_both,522087,0.0,0.0,0.05925449206741405,0.0755774420738306
paris,2024-05-11,2024-06-10,30,0-30,all,509761,0.0,0.0,0.050639417295556155,0.030233776220621036
paris,2024-05-11,2024-06-10,30,0-30,open_both,127388,0.0,0.0,0.06765158413665337,0.028998021791691524
paris,2024-05-11,2024-06-10,30,31-90,all,1069080,0.0,0.0,0.05029838739851087,0.03014741647023609
paris,2024-05-11,2024-06-10,30,31-90,open_both,473759,0.0,0.0,0.07599222389442734,0.03081102417051708
paris,2024-05-11,2024-06-10,30,91-180,all,1603620,0.0,0.0,0.05011910552375251,0.03015178159414325
paris,2024-05-11,2024-06-10,30,91-180,open_both,521687,0.0,0.0,0.07579640665763188,0.04086741666938221
paris,2024-05-11,2024-06-10,30,181-365,all,2772300,0.0,0.0,0.050074667243804785,0.030140316704541356
paris,2024-05-11,2024-06-10,30,181-365,open_both,746357,0.0,0.0,0.06812155577022792,0.049369135681717996
paris,2024-06-10,2024-07-14,34,0-30,all,512520,0.0,0.0,0.05229064231639741,0.02415515492078358
paris,2024-06-10,2024-07-14,34,0-30,open_both,215751,0.0,0.0,0.060648618082882584,0.021260619881252
paris,2024-06-10,2024-07-14,34,31-90,all,1102380,0.0,0.0,0.051474990475153755,0.023811208476206026
paris,2024-06-10,2024-07-14,34,31-90,open_both,392738,0.0,0.0,0.062209411872546076,0.028110343282289976
paris,2024-06-10,2024-07-14,34,91-180,all,1653570,0.0,0.0,0.05148859739835628,0.023795182544434162
paris,2024-06-10,2024-07-14,34,91-180,open_both,568744,0.0,0.0,0.06294220246719086,0.028118098828295333
paris,2024-06-10,2024-07-14,34,181-365,all,2799406,0.0,0.0,0.05145127216273738,0.02368645348334611
paris,2024-06-10,2024-07-14,34,181-365,open_both,756283,0.0,0.0,0.06886707753579017,0.031467056644139825
paris,2024-07-14,2024-08-09,26,0-30,all,531144,0.0,0.0,0.02825410811380718,0.024091395177202417
paris,2024-07-14,2024-08-09,26,0-30,open_both,209734,0.0,0.0,0.038124481486072836,0.020773932695700267
paris,2024-07-14,2024-08-09,26,31-90,all,1141440,0.0,0.0,0.028122371740958788,0.023671853097841325
paris,2024-07-14,2024-08-09,26,31-90,open_both,367233,0.0,0.0,0.03591452837844093,0.02577655058232784
paris,2024-07-14,2024-08-09,26,91-180,all,1712160,0.0,0.0,0.028124707971217643,0.0236794458461826
paris,2024-07-14,2024-08-09,26,91-180,open_both,635303,0.0,0.0,0.03178168527458551,0.028531267757274874
paris,2024-07-14,2024-08-09,26,181-365,all,3064112,0.0,0.0,0.028038139598030358,0.023598354107160574
paris,2024-07-14,2024-08-09,26,181-365,open_both,867873,0.0,0.0,0.03141703912899699,0.038250988335850986
paris,2024-08-09,2024-09-06,28,0-30,all,510804,0.0,0.0,0.031240945646471053,0.026197915443105377
paris,2024-08-09,2024-09-06,28,0-30,open_both,111218,0.0,0.0,0.0393641317052995,0.024924023089787625
paris,2024-08-09,2024-09-06,28,31-90,all,1129140,0.0,0.0,0.032839151920930974,0.027474006766211454
paris,2024-08-09,2024-09-06,28,31-90,open_both,379669,0.0,0.0,0.04408050170016514,0.03154063144475846
paris,2024-08-09,2024-09-06,28,91-180,all,1693710,0.0,0.0,0.032839151920930974,0.027480501384534544
paris,2024-08-09,2024-09-06,28,91-180,open_both,651205,0.0,0.0,0.042124983684093335,0.03438702098417549
paris,2024-08-09,2024-09-06,28,181-365,all,2993541,0.0,0.0,0.03275251616730821,0.027394313289846373
paris,2024-08-09,2024-09-06,28,181-365,open_both,852684,0.0,0.0,0.04297840700658157,0.043259871183228486
paris,2024-09-06,2024-10-07,31,0-30,all,536277,0.0,0.0,0.027269489461602864,0.030396604739714738
paris,2024-09-06,2024-10-07,31,0-30,open_both,131713,0.0,0.0,0.030027408076651507,0.032107688686765924
paris,2024-09-06,2024-10-07,31,31-90,all,1097400,0.0,0.0,0.02704665573172954,0.03025241479861491
paris,2024-09-06,2024-10-07,31,31-90,open_both,386441,0.0,0.0,0.034830672728825354,0.038432774990231365
paris,2024-09-06,2024-10-07,31,91-180,all,1646100,0.0,0.0,0.027060324403134682,0.030236316141182187
paris,2024-09-06,2024-10-07,31,91-180,open_both,643394,0.0,0.0,0.035029857288069205,0.03990867182472948
paris,2024-09-06,2024-10-07,31,181-365,all,2868665,0.0,0.0,0.027206034862906615,0.03041693610093894
paris,2024-09-06,2024-10-07,31,181-365,open_both,853839,0.0,0.0,0.04383613304147503,0.047613191714128776
paris,2024-10-07,2024-11-09,33,0-30,all,497206,0.0,0.0,0.03302856361347208,0.02422134889764001
paris,2024-10-07,2024-11-09,33,0-30,open_both,140242,0.0,0.0,0.039246445430042354,0.02623322542462315
paris,2024-10-07,2024-11-09,33,31-90,all,1075020,0.0,0.0,0.03251939498800022,0.023918624769771725
paris,2024-10-07,2024-11-09,33,31-90,open_both,389570,0.0,0.0,0.04235952460405062,0.02752778704725723
paris,2024-10-07,2024-11-09,33,91-180,all,1612530,0.0,0.0,0.032508542476729116,0.023915834124016298
paris,2024-10-07,2024-11-09,33,91-180,open_both,618724,0.0,0.0,0.04539503882183332,0.027863797105009663
paris,2024-10-07,2024-11-09,33,181-365,all,2735288,0.0,0.0,0.03242071767214275,0.023894010429614726
paris,2024-10-07,2024-11-09,33,181-365,open_both,814824,0.0,0.0,0.05758789628189646,0.034650427576998225
paris,2024-11-09,2024-12-06,27,0-30,all,511079,0.0,0.0,0.026849078126864927,0.03714494236703132
paris,2024-11-09,2024-12-06,27,0-30,open_both,149248,0.0,0.0,0.03139070540308748,0.039297009005145794
paris,2024-11-09,2024-12-06,27,31-90,all,1071000,0.0,0.0,0.026442577030812323,0.036763772175536884
paris,2024-11-09,2024-12-06,27,31-90,open_both,417999,0.0,0.0,0.031744095081567184,0.05450491508352891
paris,2024-11-09,2024-12-06,27,91-180,all,1606458,0.0,0.0,0.02645758557024211,0.03675477354527787
paris,2024-11-09,2024-12-06,27,91-180,open_both,614526,0.0,0.0,0.033051490091550235,0.05912361722693588
paris,2024-11-09,2024-12-06,27,181-365,all,2859908,0.0,0.0,0.02642008064595085,0.03655362340327031
paris,2024-11-09,2024-12-06,27,181-365,open_both,888269,0.0,0.0,0.04316822944400851,0.06781166515999094
paris,2024-12-06,2025-01-09,34,0-30,all,507191,0.0,0.0,0.03340950450619195,0.03651090023285113
