method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
guidance-policy,print_kernel_policy,revenue_musd,2024Q1,2024-02-13,0,2080.0340997158355,2080.0340997158355,W2,full_sample,5,14,1918.0171872298677,1953.8021819093156,2013.5973389976582,2146.4708604340126,2206.2660175223555,2242.051012201803,98.49928883109537,,,,,,,,2024-02-13,"kernel(w=2/3,k=3)|full_sample",lam=12.657 base=16433,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q2,2024-05-08,0,2904.634471691335,2904.634471691335,W1,PIT,5,15,2691.119101150528,2738.2786617269267,2817.0802197023577,2992.1887236803123,3070.9902816557433,3118.149842232142,129.80812823845645,,,,,,,,2024-05-08,"kernel(w=2/3,k=3)|PIT",lam=14.215 base=20433,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q2,2024-05-08,0,2904.634471691335,2904.634471691335,W2,PIT,5,15,2691.119101150528,2738.2786617269267,2817.0802197023577,2992.1887236803123,3070.9902816557433,3118.149842232142,129.80812823845645,,,,,,,,2024-05-08,"kernel(w=2/3,k=3)|PIT",lam=14.215 base=20433,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q2,2024-05-08,0,2801.4508620295423,2801.4508620295423,W1,full_sample,5,15,2595.5203655461746,2641.004640045182,2717.006868439516,2885.8948556195687,2961.8970840139027,3007.38135851291,125.19685223604586,,,,,,,,2024-05-08,"kernel(w=2/3,k=3)|full_sample",lam=13.710 base=20433,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q2,2024-05-08,0,2801.4508620295423,2801.4508620295423,W2,full_sample,5,15,2595.5203655461746,2641.004640045182,2717.006868439516,2885.8948556195687,2961.8970840139027,3007.38135851291,125.19685223604586,,,,,,,,2024-05-08,"kernel(w=2/3,k=3)|full_sample",lam=13.710 base=20433,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q3,2024-08-06,0,3800.3273154786816,3800.3273154786816,W1,PIT,5,16,3514.6721299616074,3577.7653536074445,3683.1913639480163,3917.463267009347,4022.8892773499188,4085.982500995756,173.66602160612902,,,,,,,,2024-08-06,"kernel(w=2/3,k=3)|PIT",lam=17.459 base=21767,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q3,2024-08-06,0,3800.3273154786816,3800.3273154786816,W2,PIT,5,16,3514.6721299616074,3577.7653536074445,3683.1913639480163,3917.463267009347,4022.8892773499188,4085.982500995756,173.66602160612902,,,,,,,,2024-08-06,"kernel(w=2/3,k=3)|PIT",lam=17.459 base=21767,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q3,2024-08-06,0,3752.434429620436,3752.434429620436,W1,full_sample,5,16,3470.379158021056,3532.6772615870536,3636.7746611368743,3868.0941981039973,3972.191597653818,4034.4897012198157,171.47742934557255,,,,,,,,2024-08-06,"kernel(w=2/3,k=3)|full_sample",lam=17.239 base=21767,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q3,2024-08-06,0,3752.434429620436,3752.434429620436,W2,full_sample,5,16,3470.379158021056,3532.6772615870536,3636.7746611368743,3868.0941981039973,3972.191597653818,4034.4897012198157,171.47742934557255,,,,,,,,2024-08-06,"kernel(w=2/3,k=3)|full_sample",lam=17.239 base=21767,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q4,2024-11-07,0,2465.493328215333,2465.493328215333,W1,PIT,5,17,2287.434219918178,2326.7624859940593,2392.478294228343,2538.5083622023226,2604.2241704366065,2643.552436512488,108.25225137337286,,,,,,,,2024-11-07,"kernel(w=2/3,k=3)|PIT",lam=12.046 base=20467,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q4,2024-11-07,0,2465.493328215333,2465.493328215333,W2,PIT,5,17,2287.434219918178,2326.7624859940593,2392.478294228343,2538.5083622023226,2604.2241704366065,2643.552436512488,108.25225137337286,,,,,,,,2024-11-07,"kernel(w=2/3,k=3)|PIT",lam=12.046 base=20467,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q4,2024-11-07,0,2462.097559332748,2462.097559332748,W1,full_sample,5,17,2284.2836950897126,2323.557793628161,2389.1830902824126,2535.0120283830834,2600.637325037335,2639.9114235757834,108.10315357518512,,,,,,,,2024-11-07,"kernel(w=2/3,k=3)|full_sample",lam=12.030 base=20467,1.0
guidance-policy,print_kernel_policy,revenue_musd,2024Q4,2024-11-07,0,2462.097559332748,2462.097559332748,W2,full_sample,5,17,2284.2836950897126,2323.557793628161,2389.1830902824126,2535.0120283830834,2600.637325037335,2639.9114235757834,108.10315357518512,,,,,,,,2024-11-07,"kernel(w=2/3,k=3)|full_sample",lam=12.030 base=20467,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q1,2025-02-13,0,2393.8164945696167,2393.8164945696167,W1,PIT,5,18,2228.1589751295196,2264.748077839941,2325.886864191296,2461.7461249479375,2522.8849112992925,2559.4740140097138,100.71262070116383,,,,,,,,2025-02-13,"kernel(w=2/3,k=3)|PIT",lam=12.986 base=18433,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q1,2025-02-13,0,2393.8164945696167,2393.8164945696167,W2,PIT,5,18,2228.1589751295196,2264.748077839941,2325.886864191296,2461.7461249479375,2522.8849112992925,2559.4740140097138,100.71262070116383,,,,,,,,2025-02-13,"kernel(w=2/3,k=3)|PIT",lam=12.986 base=18433,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q1,2025-02-13,0,2333.182266009852,2333.182266009852,W1,full_sample,5,18,2171.720772421845,2207.3830906349694,2266.9732607269316,2399.391271292772,2458.9814413847344,2494.6437595978587,98.16161811750706,,,,,,,,2025-02-13,"kernel(w=2/3,k=3)|full_sample",lam=12.657 base=18433,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q1,2025-02-13,0,2333.182266009852,2333.182266009852,W2,full_sample,5,18,2171.720772421845,2207.3830906349694,2266.9732607269316,2399.391271292772,2458.9814413847344,2494.6437595978587,98.16161811750706,,,,,,,,2025-02-13,"kernel(w=2/3,k=3)|full_sample",lam=12.657 base=18433,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q2,2025-05-01,0,3032.829799184984,3032.829799184984,W1,PIT,5,19,2819.246353671696,2866.4209501013934,2945.2476323284277,3120.4119660415404,3199.2386482685747,3246.413244698272,129.8495148830585,,,,,,,,2025-05-01,"kernel(w=2/3,k=3)|PIT",lam=13.661 base=22200,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q2,2025-05-01,0,3032.829799184984,3032.829799184984,W2,PIT,5,19,2819.246353671696,2866.4209501013934,2945.2476323284277,3120.4119660415404,3199.2386482685747,3246.413244698272,129.8495148830585,,,,,,,,2025-05-01,"kernel(w=2/3,k=3)|PIT",lam=13.661 base=22200,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q2,2025-05-01,0,3043.66439496195,3043.66439496195,W1,full_sample,5,19,2829.3179358771754,2876.6610606177574,2955.769346263024,3131.5594436608762,3210.667729306143,3258.010854046725,130.31339419668538,,,,,,,,2025-05-01,"kernel(w=2/3,k=3)|full_sample",lam=13.710 base=22200,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q2,2025-05-01,0,3043.66439496195,3043.66439496195,W2,full_sample,5,19,2829.3179358771754,2876.6610606177574,2955.769346263024,3131.5594436608762,3210.667729306143,3258.010854046725,130.31339419668538,,,,,,,,2025-05-01,"kernel(w=2/3,k=3)|full_sample",lam=13.710 base=22200,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q3,2025-08-06,0,4086.201553712781,4086.201553712781,W1,PIT,5,20,3806.3906120966444,3868.1930060772847,3971.462096644747,4200.941010780814,4304.210101348277,4366.012495328917,170.1129735991953,,,,,,,,2025-08-06,"kernel(w=2/3,k=3)|PIT",lam=17.145 base=23833,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q3,2025-08-06,0,4086.201553712781,4086.201553712781,W2,PIT,5,20,3806.3906120966444,3868.1930060772847,3971.462096644747,4200.941010780814,4304.210101348277,4366.012495328917,170.1129735991953,,,,,,,,2025-08-06,"kernel(w=2/3,k=3)|PIT",lam=17.145 base=23833,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q3,2025-08-06,0,4108.714574546114,4108.714574546114,W1,full_sample,5,20,3827.362008153227,3889.504903835741,3993.3429578174705,4224.086191274758,4327.924245256487,4390.067140939001,171.05021491446502,,,,,,,,2025-08-06,"kernel(w=2/3,k=3)|full_sample",lam=17.239 base=23833,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q3,2025-08-06,0,4108.714574546114,4108.714574546114,W2,full_sample,5,20,3827.362008153227,3889.504903835741,3993.3429578174705,4224.086191274758,4327.924245256487,4390.067140939001,171.05021491446502,,,,,,,,2025-08-06,"kernel(w=2/3,k=3)|full_sample",lam=17.239 base=23833,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q4,2025-11-06,0,2764.4215178128607,2764.4215178128607,W1,PIT,5,21,2581.523478668995,2621.9205289350375,2689.422228689404,2839.420806936317,2906.922506690684,2947.3195569567265,111.19411244077946,,,,,,,,2025-11-06,"kernel(w=2/3,k=3)|PIT",lam=11.967 base=23100,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q4,2025-11-06,0,2764.4215178128607,2764.4215178128607,W2,PIT,5,21,2581.523478668995,2621.9205289350375,2689.422228689404,2839.420806936317,2906.922506690684,2947.3195569567265,111.19411244077946,,,,,,,,2025-11-06,"kernel(w=2/3,k=3)|PIT",lam=11.967 base=23100,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q4,2025-11-06,0,2778.8820987257236,2778.8820987257236,W1,full_sample,5,21,2595.0273270876264,2635.635692744701,2703.4904912521934,2854.273706199254,2922.1285047067463,2962.736870363821,111.77576449695938,,,,,,,,2025-11-06,"kernel(w=2/3,k=3)|full_sample",lam=12.030 base=23100,1.0
guidance-policy,print_kernel_policy,revenue_musd,2025Q4,2025-11-06,0,2778.8820987257236,2778.8820987257236,W2,full_sample,5,21,2595.0273270876264,2635.635692744701,2703.4904912521934,2854.273706199254,2922.1285047067463,2962.736870363821,111.77576449695938,,,,,,,,2025-11-06,"kernel(w=2/3,k=3)|full_sample",lam=12.030 base=23100,1.0
guidance-policy,print_kernel_policy,revenue_musd,2026Q1,2026-02-12,0,2701.0779617322737,2701.0779617322737,W1,PIT,5,22,2527.9595297314127,2566.1965388992157,2630.0889046871125,2772.067018777435,2835.9593845653317,2874.1963937331348,105.24853346477666,,,,,,,,2026-02-12,"kernel(w=2/3,k=3)|PIT",lam=12.721 base=21233,1.0
guidance-policy,print_kernel_policy,revenue_musd,2026Q1,2026-02-12,0,2701.0779617322737,2701.0779617322737,W2,PIT,5,22,2527.9595297314127,2566.1965388992157,2630.0889046871125,2772.067018777435,2835.9593845653317,2874.1963937331348,105.24853346477666,,,,,,,,2026-02-12,"kernel(w=2/3,k=3)|PIT",lam=12.721 base=21233,1.0
guidance-policy,print_kernel_policy,revenue_musd,2026Q1,2026-02-12,0,2687.5896988214754,2687.5896988214754,W1,full_sample,5,22,2515.3357612774994,2553.3818278513145,2616.9551369366836,2758.224260706267,2821.7975697916363,2859.8436363654514,104.72295815356334,,,,,,,,2026-02-12,"kernel(w=2/3,k=3)|full_sample",lam=12.657 base=21233,1.0
guidance-policy,print_kernel_policy,revenue_musd,2026Q1,2026-02-12,0,2687.5896988214754,2687.5896988214754,W2,full_sample,5,22,2515.3357612774994,2553.3818278513145,2616.9551369366836,2758.224260706267,2821.7975697916363,2859.8436363654514,104.72295815356334,,,,,,,,2026-02-12,"kernel(w=2/3,k=3)|full_sample",lam=12.657 base=21233,1.0
guidance-policy,print_kernel_policy,revenue_musd,2026Q2,2026-05-07,0,3600.1370209267243,3600.1370209267243,W1,PIT,5,23,3375.94905437817,3425.465892262802,3508.2063572636266,3692.067684589822,3774.8081495906467,3824.3249874752787,136.29660589560075,,,,,,,,2026-05-07,"kernel(w=2/3,k=3)|PIT",lam=13.706 base=26267,1.0
guidance-policy,print_kernel_policy,revenue_musd,2026Q2,2026-05-07,0,3600.1370209267243,3600.1370209267243,W2,PIT,5,23,3375.94905437817,3425.465892262802,3508.2063572636266,3692.067684589822,3774.8081495906467,3824.3249874752787,136.29660589560075,,,,,,,,2026-05-07,"kernel(w=2/3,k=3)|PIT",lam=13.706 base=26267,1.0
guidance-policy,print_kernel_policy,revenue_musd,2026Q2,2026-05-07,0,3601.212527372397,3601.212527372397,W1,full_sample,5,23,3376.957586816558,3426.4892173821363,3509.2544003042262,3693.1706544405674,3775.9358373626574,3825.4674679282357,136.33732320088993,,,,,,,,2026-05-07,"kernel(w=2/3,k=3)|full_sample",lam=13.710 base=26267,1.0
guidance-policy,print_kernel_policy,revenue_musd,2026Q2,2026-05-07,0,3601.212527372397,3601.212527372397,W2,full_sample,5,23,3376.957586816558,3426.4892173821363,3509.2544003042262,3693.1706544405674,3775.9358373626574,3825.4674679282357,136.33732320088993,,,,,,,,2026-05-07,"kernel(w=2/3,k=3)|full_sample",lam=13.710 base=26267,1.0
guidance-policy,print_kernel_policy,revenue_musd,2026Q3,2026-08-06,0,4804.035502546224,4804.035502546224,LIVE,PIT,5,24,4513.278494283508,4577.498567571194,4684.807494255693,4923.263510836755,5030.572437521254,5094.79251080894,176.7677095995448,,,,,,,,2026-08-06,"kernel(w=2/3,k=3)|PIT",lam=17.239 base=27867,1.0
guidance-policy,print_kernel_policy,revenue_musd,2026Q3,2026-08-06,0,4804.035502546224,4804.035502546224,LIVE,full_sample,5,24,4513.278494283508,4577.498567571194,4684.807494255693,4923.263510836755,5030.572437521254,5094.79251080894,176.7677095995448,,,,,,,,2026-08-06,"kernel(w=2/3,k=3)|full_sample",lam=17.239 base=27867,1.0
