snapshot1_quarter,group_type,group,regime,region,median_yoy_pct,trimmed_mean_yoy_pct,mean_ratio_yoy_pct,n_markets,regions_present
2Q25,stay_quarter,2Q26,all,emea,0.0,0.3615574221016826,2.4885584843921285,2,emea
2Q25,stay_quarter,2Q26,all,na,0.0,-0.1730082863498572,-1.250502884078336,2,na
2Q25,stay_quarter,2Q26,open_both,emea,0.0,0.5924318450939992,5.499318851535895,2,emea
2Q25,stay_quarter,2Q26,open_both,na,0.0,-0.6969478121471528,-2.7708234023474,2,na
2Q25,stay_quarter,2Q26,unmatched_all,emea,1.1465324384787419,5.479138373645026,12.494933979010947,2,emea
2Q25,stay_quarter,2Q26,unmatched_all,na,0.2512562814070307,2.726091365651262,-2.982805645402725,2,na
2Q25,stay_quarter,2Q26,unmatched_open,emea,3.100775193798455,5.332797842690063,20.29321384005607,2,emea
2Q25,stay_quarter,2Q26,unmatched_open,na,-1.1899563318777284,0.3361939361108235,-5.277361209870641,2,na
2Q25,stay_quarter,3Q25,all,emea,0.0,0.3620835997456606,2.563460592140726,2,emea
2Q25,stay_quarter,3Q25,all,na,0.0,-0.17047883603299452,-1.18411763692029,2,na
2Q25,stay_quarter,3Q25,open_both,emea,0.0,-0.16460133573780733,2.9265349057962906,2,emea
2Q25,stay_quarter,3Q25,open_both,na,0.0,-0.49366183789037454,-1.4249911518104896,2,na
2Q25,stay_quarter,3Q25,unmatched_all,emea,1.1465324384787419,5.528977353694215,12.781971350979093,2,emea
2Q25,stay_quarter,3Q25,unmatched_all,na,0.2512562814070307,2.854993298638453,-2.886483571438403,2,na
2Q25,stay_quarter,3Q25,unmatched_open,emea,3.8461538461538436,3.7588061272801676,13.476956701462884,2,emea
2Q25,stay_quarter,3Q25,unmatched_open,na,0.24999999999999467,2.598731910707097,-5.638314620027335,2,na
2Q25,stay_quarter,4Q25,all,emea,0.0,0.3640446337727088,2.575838636744654,2,emea
2Q25,stay_quarter,4Q25,all,na,0.0,-0.17618847531075676,-1.2218349333279366,2,na
2Q25,stay_quarter,4Q25,open_both,emea,0.0,0.09140994338586172,4.053027635556844,2,emea
2Q25,stay_quarter,4Q25,open_both,na,0.0,-0.5437615469782886,-1.9484771535932144,2,na
2Q25,stay_quarter,4Q25,unmatched_all,emea,1.1465324384787419,5.529661758749177,12.758089781635007,2,emea
2Q25,stay_quarter,4Q25,unmatched_all,na,0.2512562814070307,2.854993298638453,-2.913546927600419,2,na
2Q25,stay_quarter,4Q25,unmatched_open,emea,3.575883575883576,4.170527667632856,19.052671895104968,2,emea
2Q25,stay_quarter,4Q25,unmatched_open,na,3.3939863208155896,4.340321849257339,-5.847673086754229,2,na
1Q25,lead,0-30,all,global,0.0,0.6948375523321448,2.493786779612245,2,emea
1Q25,lead,0-30,open_both,global,0.0,0.3321363617894979,6.2229615367852045,2,emea
1Q25,lead,0-90,all,global,0.0,0.7047450623626605,2.489250165524143,2,emea
1Q25,lead,0-90,open_both,global,0.0,0.25880284397163944,4.734016148301773,2,emea
1Q25,lead,181-365,all,global,0.0,0.7056526814375907,2.4450325423430677,2,emea
1Q25,lead,181-365,open_both,global,0.0,0.7151767798307618,4.051617723803913,2,emea
1Q25,lead,31-90,all,global,0.0,0.7110231189602911,2.489357533693437,2,emea
1Q25,lead,31-90,open_both,global,0.0,0.25604129542548537,4.527079729815252,2,emea
1Q25,lead,91-180,all,global,0.0,0.7052470686252588,2.386042301359498,2,emea
1Q25,lead,91-180,open_both,global,0.0,0.2737146406279478,2.734088753889907,2,emea
1Q25,stay_quarter,1Q25,all,global,0.0,0.6954802776219127,2.489794428602432,2,emea
1Q25,stay_quarter,1Q25,open_both,global,0.0,0.36339983521205266,6.466657246056346,2,emea
1Q25,stay_quarter,1Q25,unmatched_all,global,5.0847457627118615,8.135661332442245,11.686884375979279,2,emea
1Q25,stay_quarter,1Q25,unmatched_open,global,10.416666666666663,9.6359497835533,12.285999815239956,2,emea
1Q25,stay_quarter,1Q26,all,global,0.0,0.7053150187642021,2.4139648403786684,2,emea
1Q25,stay_quarter,1Q26,open_both,global,0.0,0.9129917396621723,4.139637382900552,2,emea
1Q25,stay_quarter,1Q26,unmatched_all,global,4.981560969711618,8.702805538284618,12.92616290499683,2,emea
1Q25,stay_quarter,1Q26,unmatched_open,global,6.936872309899577,6.646377911138179,18.513498518429838,2,emea
1Q25,stay_quarter,2Q25,all,global,0.0,0.7109853346954298,2.4771619438734183,2,emea
1Q25,stay_quarter,2Q25,open_both,global,0.0,0.2656401197573377,4.091561299505291,2,emea
1Q25,stay_quarter,2Q25,unmatched_all,global,4.621848739495793,8.710067188581082,13.085387317517661,2,emea
1Q25,stay_quarter,2Q25,unmatched_open,global,9.82142857142857,9.093624224050124,16.59494899158538,2,emea
1Q25,stay_quarter,3Q25,all,global,0.0,0.70513592902825,2.386930481105848,2,emea
1Q25,stay_quarter,3Q25,open_both,global,0.0,0.42572866142205346,3.073858477674901,2,emea
1Q25,stay_quarter,3Q25,unmatched_all,global,4.621848739495793,8.710876771570675,13.056091607277764,2,emea
1Q25,stay_quarter,3Q25,unmatched_open,global,5.200000000000005,4.429667165417195,8.901492665383104,2,emea
1Q25,stay_quarter,4Q25,all,global,0.0,0.7058768091911805,2.4674177048642774,2,emea
1Q25,stay_quarter,4Q25,open_both,global,0.0,0.6616360181571412,3.933775990114119,2,emea
1Q25,stay_quarter,4Q25,unmatched_all,global,4.621848739495793,8.710998897527823,13.03272608527447,2,emea
1Q25,stay_quarter,4Q25,unmatched_open,global,6.033333333333335,5.260616382404481,19.613213851421342,2,emea
2Q25,lead,0-30,all,global,0.0,0.1367746905108898,1.040409688105968,4,emea+na
2Q25,lead,0-30,open_both,global,0.0,-0.20858034356116198,3.929595830725324,4,emea+na
2Q25,lead,0-90,all,global,0.0,0.13737211701687918,1.0066936068437364,4,emea+na
2Q25,lead,0-90,open_both,global,0.0,-0.27419932644334144,1.5608282470770283,4,emea+na
2Q25,lead,181-365,all,global,0.0,0.13381369015493866,0.9252612178653886,4,emea+na
2Q25,lead,181-365,open_both,global,0.0,-0.09993448543903766,1.3826480878986347,4,emea+na
2Q25,lead,31-90,all,global,0.0,0.13654465999144555,0.9938143506181387,4,emea+na
2Q25,lead,31-90,open_both,global,0.0,-0.3021820663543967,1.1760031245102744,4,emea+na
2Q25,lead,91-180,all,global,0.0,0.1364052274086161,0.9878203437178822,4,emea+na
2Q25,lead,91-180,open_both,global,0.0,-0.2784933793150066,1.3719487171288112,4,emea+na
2Q25,stay_quarter,1Q26,all,global,0.0,0.1359156084381421,0.9228654280115336,4,emea+na
2Q25,stay_quarter,1Q26,open_both,global,0.0,-0.09712426640379032,1.2010302252690337,4,emea+na
2Q25,stay_quarter,1Q26,unmatched_all,global,0.7674169270435107,4.396586596667756,6.091972451772866,4,emea+na
2Q25,stay_quarter,1Q26,unmatched_open,global,1.1572392836350571,2.3641062058237594,10.743276222894126,4,emea+na
2Q25,stay_quarter,2Q25,all,global,0.0,0.13760785626672573,1.0315017137781088,4,emea+na
2Q25,stay_quarter,2Q25,open_both,global,0.0,-0.24538123101756612,3.027370603178201,4,emea+na
2Q25,stay_quarter,2Q25,unmatched_all,global,0.89270156867018,4.27999158013711,5.999217009583781,4,emea+na
2Q25,stay_quarter,2Q25,unmatched_open,global,6.303609001483042,3.62308596759971,7.690333665223838,4,emea+na
2Q25,stay_quarter,2Q26,all,global,0.0,0.13518911065439249,0.9052077475290989,4,emea+na
2Q25,stay_quarter,2Q26,open_both,global,0.0,0.0464284423137688,1.9972271388757294,4,emea+na
2Q25,stay_quarter,2Q26,unmatched_all,global,0.7674169270435107,4.313327337355821,5.940698029330765,4,emea+na
2Q25,stay_quarter,2Q26,unmatched_open,global,1.2838130598926605,3.2169255160127306,9.465044720201552,4,emea+na
2Q25,stay_quarter,3Q25,all,global,0.0,0.13656359832866216,0.9765032877028706,4,emea+na
2Q25,stay_quarter,3Q25,open_both,global,0.0,-0.3039459832873923,1.0838285924177398,4,emea+na
2Q25,stay_quarter,3Q25,unmatched_all,global,0.7674169270435107,4.396646480594779,6.146974702859523,4,emea+na
2Q25,stay_quarter,3Q25,unmatched_open,global,2.3233190271816837,3.267558676485276,5.382363981632976,4,emea+na
2Q25,stay_quarter,4Q25,all,global,0.0,0.13527639301633423,0.9676678545679916,4,emea+na
2Q25,stay_quarter,4Q25,open_both,global,0.0,-0.17756110260525199,1.5116178822114683,4,emea+na
2Q25,stay_quarter,4Q25,unmatched_all,global,0.7674169270435107,4.397041066055651,6.121745767423724,4,emea+na
2Q25,stay_quarter,4Q25,unmatched_open,global,3.4988569843240276,4.242429066432351,8.508319799782615,4,emea+na

