period,nights,gbv,adr,revenue,take_rate,rev_per_night,nights_yoy,gbv_yoy,adr_yoy,rev_yoy,take_rate_chg_pts,rpn_yoy,rev_yoy_exfx,fx_rev_pp,adr_yoy_exfx,fx_adr_pp,c_nights,c_adr,c_fx,c_adr_exfx,c_take,nights_yoy_na,nights_yoy_emea,nights_yoy_latam,nights_yoy_apac,adr_yoy_na,adr_yoy_emea,cross_border_share,urban_share,lt_share,app_share,active_listings,cor_gaap,ops_gaap,pd_gaap,sm_gaap,ga_gaap,op_income,interest_income,tax,net_income,shares,eps_gaap,sbc,cor_cash,ops_cash,pd_cash,sm_cash,ga_cash,bpm_cash,fop_cash,cash_cost,da,adj_ebitda,fcf,ebitda_margin,op_margin,net_margin,fcf_margin,sbc_pct,cor_pct,ops_pct,pd_pct,sm_pct,ga_pct,bpm_pct,cor_per_100gbv,d_margin_pts,d_cor_pts,d_ops_pts,d_pd_pts,d_sm_pts,d_ga_pts,d_da_pts,cost_per_night,cor_per_night,ops_per_night,pd_per_night,sm_per_night,ga_per_night,unit_cost_effect_pts,rpn_effect_pts,cfo,capex,buybacks,rsu_withholding,unearned_fees,funds_held,yq,year,qtr,date,t
3Q23,113.2,18300,161.660777385159,3397,0.18562841530054644,30.008833922261484,0.1354062186559679,0.17307692307692313,0.03317817341668938,0.17787794729542306,0.07566204287515754,0.03740663732644589,0.14,3.9999999999999982,0.005,2.8178173416689383,13.797685389518414,3.546342091203135,3.9999999999999982,-0.4536579087968633,0.44376724882077045,NA,NA,0.24,0.27,-0.01,NA,0.45,0.49,0.18,0.53,7,459,316,419,403,304,1496,192,-2695,4374,660,6.627272727272727,286,459,299,244,370,243,264,139,1615,8,1834,1310,0.5398881365911098,0.4403885781571975,1.2876067118045333,0.38563438327936417,0.08419193405946424,0.1351192228436856,0.08801884015307625,0.07182808360317927,0.10891963497203415,0.07153370621136297,0.07771563143950544,2.5081967213114753,3.4687027021068184,0.3923772995426733,0.6329287447478543,0.7956937201259007,1.472807653975504,-0.6727880968644517,0.9066292890398113,14.26678445229682,4.054770318021201,2.6413427561837457,2.15547703180212,3.2685512367491167,2.146643109540636,0.8426348857838803,1.778384435743603,1325,15,500,151,1467,5986,2023 Q3,2023,3,2023-09-30,11
4Q23,98.8,15500,156.8825910931174,2218,0.14309677419354838,22.44939271255061,0.1201814058956916,0.14814814814814814,0.02496626180836725,0.1661409043112514,0.22078853046594848,0.04102862105518601,0.14,2.9999999999999982,0.005,1.9966261808367252,12.267694908537889,2.6655734032272607,2.9999999999999982,-0.33442659677273756,1.68082211935999,NA,NA,0.22,0.22,0,NA,0.44,0.51,0.19,0.55,7.7,384,271,432,424,1203,-496,192,-34,-349.2,653,-0.5347626339969372,270,384,254,253,391,1142,276,148,2424,16,738,46,0.3327321911632101,-0.2236248872858431,-0.157439134355275,0.020739404869251576,0.12173128944995491,0.17312894499549145,0.1145175834084761,0.11406672678088368,0.1762849413886384,0.5148782687105501,0.12443642921550947,2.47741935483871,6.6696439323041865,0.8259067622805094,1.3242668957454504,1.684809971753902,1.9298654825872648,-40.76227482058182,41.614493404977345,24.534412955465587,3.8866396761133606,2.57085020242915,2.5607287449392713,3.95748987854251,11.558704453441296,-39.481347143641685,4.483921435426993,63,17,752,201,1427,5869,2023 Q4,2023,4,2023-12-31,12
1Q24,132.6,22900,172.6998491704374,2142,0.09353711790393013,16.153846153846153,0.09496284062758042,0.12254901960784315,0.025193712477449504,0.17821782178217815,0.44194708451066045,0.0760345265295761,0.18,0,0.02,0.5193712477449504,9.858355801293675,2.7038176620773626,0,2.7038176620773626,5.259608714846784,NA,NA,0.19,0.21,0.03,0.07,0.46,NA,0.17,0.54,NA,480,285,475,514,287,101,202,29,264,654,0.4036697247706422,295,480,266,290,479,231,370,144,1746,14,424,1909,0.19794584500466852,0.04715219421101774,0.12324929971988796,0.8912231559290383,0.1377217553688142,0.22408963585434175,0.12418300653594772,0.1353874883286648,0.22362278244631187,0.10784313725490197,0.17273576097105509,2.096069868995633,5.3831433563524405,1.1333906499893687,2.2681679932699153,1.3677418161984285,0.8500429874920251,-0.0582411182294712,-0.1779589723678249,13.16742081447964,3.6199095022624435,2.0060331825037707,2.187028657616893,3.61236802413273,1.742081447963801,-0.6366700018418124,6.197772330562074,1923,14,750,155,2434,8737,2024 Q1,2024,1,2024-03-31,13
2Q24,125.1,21200,169.46442845723422,2748,0.12962264150943395,21.96642685851319,0.08688097306689846,0.10994764397905765,0.021222812326055385,0.106280193236715,-0.04297145115084444,0.01784852311387608,0.11,0,0.03,-0.8777187673944614,8.76648004265876,2.20979433981904,0,2.20979433981904,-0.34825505880629676,NA,NA,0.17,0.19,0.04,0.04,NA,NA,NA,0.55,8,506,338,519,573,315,497,226,126,555,649,0.8551617873651772,382,506,314,280,527,242,384,189,1869,14,894,1043,0.32532751091703055,0.18085880640465793,0.2019650655021834,0.37954876273653565,0.13901018922852984,0.1841339155749636,0.11426491994177583,0.10189228529839883,0.19177583697234352,0.08806404657933042,0.13973799126637554,2.3867924528301887,-0.4382634010505704,-1.0220872096702749,0.5702873939061535,0.2777601980184105,-1.0616416682488445,-0.07049483506669785,0.8679127200106884,14.940047961630697,4.044764188649081,2.509992006394884,2.238209432454037,4.212629896083134,1.9344524380495605,-2.5201095162517326,1.2139333951904798,1051,8,749,154,2621,10342,2024 Q2,2024,2,2024-06-30,14
3Q24,122.8,20100,163.68078175895766,3732,0.18567164179104478,30.39087947882736,0.08480565371024729,0.09836065573770503,0.012495327601858452,0.09861642625846345,0.004322649049834371,0.01273110303304592,0.1,0,0.02,-0.7504672398141548,8.535167338447684,1.302061336914183,0,1.302061336914183,0.0244139504844822,NA,NA,0.15,0.19,0.03,0.06,NA,NA,NA,0.58,8,465,369,524,514,335,1525,207,367,1368,642,2.130841121495327,362,465,347,294,471,268,332,182,1845,15,1958,1074,0.5246516613076099,0.40862808145766344,0.3665594855305466,0.2877813504823151,0.0969989281886388,0.12459807073954984,0.09297963558413719,0.07877813504823152,0.12620578778135047,0.07181136120042872,0.08896034297963558,2.3134328358208953,-1.5236475283499917,1.052115210413576,-0.4960795431060941,-0.6950051445052243,-1.7286152809316322,-0.027765498906574815,0.37170272868595666,15.02442996742671,3.7866449511400653,2.8257328990228014,2.3941368078175898,3.8355048859934855,2.182410423452769,-2.524741604730753,0.6293913476948064,1078,4,1093,113,1657,6573,2024 Q3,2024,3,2024-09-30,15
4Q24,111,17600,158.55855855855856,2480,0.1409090909090909,22.34234234234234,0.12348178137651833,0.13548387096774195,0.010682941005521585,0.11812443642921555,-0.21876832844574812,-0.004768519646788483,0.12,0,0.02,-0.9317058994478415,12.318142232197319,1.1242216658332203,0,1.1242216658332203,-1.6299202551089864,0.05,0.11,0.22,0.22,0.03,0.06,NA,NA,NA,0.6,8,427,290,538,547,248,430,183,161,461.3,635,0.7264566929133859,400,427,265,306,501,183,369,178,1682,22,765,458,0.3084677419354839,0.17338709677419356,0.18600806451612903,0.18467741935483872,0.16129032258064516,0.1721774193548387,0.10685483870967742,0.12338709677419354,0.20201612903225807,0.07379032258064516,0.14879032258064517,2.4261363636363638,-2.4264449227726246,0.09515256406527339,0.7662744698798685,-0.932036999330986,-2.5731187643619675,44.10879461299049,-43.8915108060153,15.153153153153154,3.8468468468468466,2.3873873873873874,2.7567567567567566,4.513513513513513,1.6486486486486487,41.788479191545015,-0.3234133083023489,466,8,838,208,1616,5931,2024 Q4,2024,4,2024-12-31,16
1Q25,143.1,24500,171.20894479385046,2272,0.09273469387755102,15.877009084556255,0.07918552036199089,0.06986899563318771,-0.008632922285389921,0.06069094304388423,-0.08024240263791033,-0.017137532860803217,0.08,-2,0.01,-1.8632922285389923,7.849642639793504,-0.8930925662989534,-2,1.1069074337010467,-0.8874557691061179,0.02,0.05,0.22,0.15,0.02,0.02,NA,NA,NA,0.58,NA,506,303,568,563,294,38,173,19,154,632,0.24367088607594936,358,506,282,338,519,231,378,185,1876,25,417,1781,0.1835387323943662,0.016725352112676055,0.06778169014084508,0.7838908450704225,0.15757042253521128,0.2227112676056338,0.12411971830985916,0.1487676056338028,0.22843309859154928,0.10167253521126761,0.16637323943661972,2.0653061224489795,-1.4407112610302337,0.1378368248707934,0.006328822608855922,-1.3380117305138022,-0.48103161452374144,0.6170602043634357,-0.3828937678357729,13.109713487071978,3.535988819007687,1.9706498951781972,2.3619846261355697,3.6268343815513626,1.6142557651991616,0.3572358363331336,-1.4150533295275838,1789,8,807,152,2723,9175,2025 Q1,2025,1,2025-03-31,17
2Q25,134.4,23500,174.85119047619048,3096,0.13174468085106383,23.035714285714285,0.07434052757793785,0.10849056603773577,0.03178697776280326,0.1266375545851528,0.21220393416298833,0.048678259513412314,0.13,0,0.01,2.178697776280326,7.615720116853645,3.3234247914074686,0,3.3234247914074686,1.7246105502542113,0.02,0.05,0.18,0.15,0.03,0.09,NA,NA,NA,0.59,NA,544,332,610,691,307,612,190,137,642,626,1.02555910543131,424,544,309,331,639,237,446,245,2060,21,1043,962,0.33688630490956073,0.19767441860465115,0.20736434108527133,0.3107235142118863,0.13695090439276486,0.17571059431524547,0.0998062015503876,0.10691214470284238,0.2063953488372093,0.07655038759689922,0.14405684754521964,2.3148936170212764,1.155879399253018,0.8423321259718147,1.4458718391388237,-0.501985940444355,-1.461951186486579,1.15136589824312,-0.3197533371698092,15.327380952380953,4.0476190476190474,2.299107142857143,2.462797619047619,4.754464285714286,1.763392857142857,-1.7632953836556395,3.238928120078468,975,13,1010,143,2857,11067,2025 Q2,2025,2,2025-06-30,18
3Q25,133.6,22900,171.40718562874252,4095,0.17882096069868997,30.651197604790422,0.08794788273615639,0.1393034825870647,0.04720409926415825,0.09726688102893899,-0.6850681092354816,0.008565666095461832,0.1,0,0.02,2.720409926415825,8.832930455782169,4.833231398953283,0,4.833231398953283,-3.939473751841554,0.05,0.05,0.22,0.15,0.05,0.1,NA,NA,NA,0.62,NA,549,365,587,639,330,1625,180,418,1374,621,2.21256038647343,399,549,343,333,585,261,380,259,2071,22,2051,1349,0.5008547008547009,0.3968253968253968,0.3355311355311355,0.3294261294261294,0.09743589743589744,0.13406593406593406,0.08376068376068375,0.08131868131868132,0.14285714285714285,0.06373626373626373,0.0927960927960928,2.3973799126637556,-2.379696045290902,-0.9467863326384218,0.9218951823453434,-0.2540546270449806,-1.665135507579238,0.8075097464164988,-1.2431245067901016,15.501497005988025,4.109281437125749,2.567365269461078,2.4925149700598803,4.37874251497006,1.9535928143712575,-1.5697704269916777,0.43319888849087673,1356,7,877,136,1820,7209,2025 Q3,2025,3,2025-09-30,19
4Q25,121.9,20400,167.35028712059065,2778,0.1361764705882353,22.789171452009843,0.0981981981981983,0.15909090909090917,0.05544783354463423,0.1201612903225806,-0.4732620320855613,0.0199992061181824,0.11,1,0.03,2.544783354463423,9.91922285438147,5.7146120607479105,1,4.7146120607479105,-3.6177058828713027,0.05,0.08,0.18,0.15,0.05,0.12,NA,NA,NA,0.64,9,487,327,589,695,411,269,162,52,341.3,613,0.5567699836867863,400,487,303,335,633,340,391,304,2098,23,786,521,0.28293736501079914,0.09683225341972643,0.1228581713462923,0.187544996400288,0.14398848092152627,0.17530597552195826,0.10907127429805616,0.12059035277177826,0.22786177105831534,0.12239020878329733,0.14074874010079194,2.3872549019607843,-2.553037692468474,-0.3128556167119545,-0.22164355883787373,0.279674400241528,-2.584564202605727,-4.8599886202652165,5.146339905710769,17.210828547990154,3.995077932731747,2.485643970467596,2.7481542247744053,5.192780968006563,2.789171452009844,-9.209756807536586,1.5103792093573412,526,5,1095,130,1743,6959,2025 Q4,2025,4,2025-12-31,20
1Q26,156.2,29200,186.93982074263766,2678,0.09171232876712329,17.144686299615877,0.09154437456324249,0.19183673469387763,0.09188115707230393,0.1786971830985915,-0.10223651104277337,0.07984357811401055,0.15,3,0.04,5.188115707230393,9.52055528036525,9.554085105612378,3,6.554085105612378,-1.2049220761184716,0.08,0.05,0.18,0.18,0.07,0.15,NA,NA,NA,0.63,NA,581,326,638,751,296,86,155,121,160,608,0.2631578947368421,410,581,301,375,696,229,512,239,2182,22,519,1704,0.19380134428678117,0.03211351755041075,0.05974607916355489,0.6362957430918595,0.1530993278566094,0.2169529499626587,0.11239731142643763,0.14002987303958178,0.2598954443614638,0.08551157580283794,0.19118745332337567,1.9897260273972601,1.026261189241498,0.5758317642975103,1.1722406883421521,0.8737732594221032,-3.1462345769914495,1.6160959408429667,-0.06544588667178573,13.969270166453265,3.719590268886044,1.9270166453265045,2.4007682458386688,4.4558258642765685,1.4660691421254803,-5.413845106490416,6.50555218240369,1708,4,1088,140,2733,10550,2026 Q1,2026,1,2026-03-31,21
2Q26,148.3,27200,183.41200269723532,3608,0.13264705882352942,24.32906271072151,0.10342261904761907,0.1574468085106382,0.048960560106741546,0.1653746770025839,0.090237797246559,0.056145357984809685,0.13,4,0.04,0.8960560106741545,10.634715465696807,5.1651387852710995,4,1.1651387852710995,0.7376134492904997,0.08,0.08,0.2,0.18,0.07,0.07,NA,NA,NA,0.64,NA,633,361,672,875,309,758,183,81,816,597,1.3668341708542713,487,633,323,374,808,225,579,296,2363,17,1261,1253,0.3495011086474501,0.21008869179600886,0.2261640798226164,0.3472838137472284,0.13497782705099778,0.17544345898004435,0.08952328159645233,0.10365853658536585,0.22394678492239467,0.06236141906873614,0.16047671840354769,2.327205882352941,1.2614803737889368,0.026713533520111854,1.0282919953935266,0.32536081174765336,-1.7551436085185363,1.418896852816308,0.21736078882987564,15.933917734322318,4.268374915711395,2.1780175320296693,2.521915037086986,5.448415374241402,1.5171948752528657,-2.6330278905981794,3.6771474755572395,1270,17,1051,165,2831,12224,2026 Q2,2026,2,2026-06-30,22
