event_date,event_year,print_quarter,guided_quarter,first_guide_mid_musd,guide_low_musd,guide_high_musd,signal_known_before_release,intraday_call_leg_available,candle_order_available,expectations_type,entry_date,preclose_date,abnb_preclose,abnb_open,abnb_close,abnb_high,abnb_low,abnb_gap_pct,abnb_session_pct,abnb_cc_pct,abnb_open_5d_pct,abnb_open_20d_pct,qqq_preclose,qqq_open,qqq_close,qqq_high,qqq_low,qqq_gap_pct,qqq_session_pct,qqq_cc_pct,qqq_open_5d_pct,qqq_open_20d_pct,gap_excess_pct,session_excess_pct,cc_excess_pct,open_5d_excess_pct,open_20d_excess_pct,cross_term_excess_pp,compounding_identity_error_pp,preevent_cushion,cushion_n,cushion_quarters,cushion_latest_actual_publication,primary_eligibility,consensus_revenue_musd,consensus_vendor,consensus_as_of,consensus_as_of_raw,consensus_register_id,published_guide_vs_revenue_consensus_pct,published_guide_vs_implied_guide_pct,preevent_implied_guide_musd,dolthub_consensus_musd,dolthub_as_of,dolthub_register_id,dolthub_guide_vs_revenue_pct,dolthub_guide_vs_implied_pct,dolthub_implied_guide_musd,current_revenue_actual_musd,current_consensus_status,current_revenue_consensus_musd,current_consensus_vendor,current_consensus_as_of,current_consensus_as_of_raw,current_revenue_surprise_pct,guide_id,guide_source
2023-08-03,2023,2023Q2,2023Q3,3350,3300,3400,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2023-08-04,2023-08-03,140.880004882812,140.470001220703,140.169998168945,145.320007324219,137.619995117188,-0.291030414465432,-0.213570904214955,-0.50397976239267,-3.20353097522204,-6.35010898514226,373.790008544922,375.75,372.040008544922,378.100006103516,371.529998779297,0.524356299064266,-0.987356342003498,-0.468177308112738,-1.90552326336909,0.59613845226214,-0.815386713529698,0.773785437788543,-0.0358024542799318,-1.29800771185294,-6.9462474374044,0.00579882146122021,2.35922392732846e-15,0.0263884621293594,6,2021Q4;2022Q1;2022Q2;2022Q3;2022Q4;2023Q1,2023-05-09,eligible_original:date_only_morning_convention,3220,Refinitiv,2023-08-03,2023-08-03,PG-2023Q3-revenue,4.03726708074534,6.78265056314764,3137.21375366958,3180,2023-07-30,PIT-2023Q3-revenue-DHPNP-20230730,5.34591194968554,8.12582855765265,3098.24215424512,2484,eligible_original:date_only_morning_convention,2420,Refinitiv,2023-08-03,2023-08-03,2.64462809917356,ABNB-2Q23-revenue_usd_m-3Q23-075,data/raw/letters/2Q23_d446942dex991.htm
2023-11-01,2023,2023Q3,2023Q4,2150,2130,2170,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2023-11-02,2023-11-01,119.470001220703,122.51000213623,115.5,122.73999786377,114.099998474121,2.54457259936862,-5.72198352297423,-3.32301094847161,-3.95885918663844,3.12627061862363,356.959991455078,361.540008544922,363.440002441406,363.679992675781,360.299987792969,1.28306174346715,0.525527977977114,1.81533256988091,3.15317630885876,7.54825949614175,1.26151085590147,-6.24751150095134,-5.13834351835252,-7.1120354954972,-4.42198887751812,-0.15234287330263,-1.68753899743024e-14,0.0336956521739131,7,2021Q4;2022Q1;2022Q2;2022Q3;2022Q4;2023Q1;2023Q2,2023-08-03,eligible_original:date_only_morning_convention,2180,LSEG,2023-11-01,2023-11-01,PG-2023Q4-revenue,-1.37614678899083,1.94704826485841,2108.93796004206,2170,2023-10-29,PIT-2023Q4-revenue-DHPNP-20231029,-0.921658986175111,2.41685033059507,2099.26393270242,3397,eligible_original:date_only_morning_convention,3370,LSEG,2023-11-01,2023-11-01,0.801186943620169,ABNB-3Q23-revenue_usd_m-4Q23-083,data/raw/letters/3Q23_d481318dex991.htm
2024-02-13,2024,2023Q4,2024Q1,2050,2030,2070,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2024-02-14,2024-02-13,150.820007324219,146.160003662109,148.199996948242,149.529998779297,142.570007324219,-3.08977816987619,1.39572607759975,-1.73717693193338,2.10728089346179,12.7257733844382,428.549987792969,431.260009765625,433.220001220703,433.649993896484,428.880004882812,0.632370096803125,0.454480223228515,1.08972431705923,-1.31012017950217,2.08458703121135,-3.72214826667931,0.941245854371231,-2.82690124899261,3.41740107296397,10.6411863532268,-0.0459988366845274,3.10862446895044e-15,0.0263884621293594,8,2021Q4;2022Q1;2022Q2;2022Q3;2022Q4;2023Q1;2023Q2;2023Q3,2023-11-01,eligible_original:date_only_morning_convention,2030,LSEG,2024-02-13,2024-02-13,PG-2024Q1-revenue,0.985221674876846,3.65006637266931,1977.80867079169,2040,2024-02-11,PIT-2024Q1-revenue-DHPNP-20240211,0.490196078431371,3.14197781201897,1987.55157064781,2218,eligible_original:date_only_morning_convention,2170,LSEG,2024-02-13,2024-02-13,2.21198156682028,ABNB-4Q23-revenue_usd_m-1Q24-091,data/raw/letters/4Q23_d646462dex991.htm
2024-05-08,2024,2024Q1,2024Q2,2710,2680,2740,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2024-05-09,2024-05-08,157.899993896484,146.600006103516,147.050003051758,150.005004882812,145.570007324219,-7.15642066482711,0.306955613579207,-6.87143208620994,-0.545704651057743,0.272847121303621,440.059997558594,440.329986572266,441.019989013672,441.600006103516,438.459991455078,0.0613527735240149,0.156701215553712,0.21815012961961,2.85467892433799,5.23244140701751,-7.21777343835113,0.150254398025496,-7.08958221582955,-3.40038357539574,-4.95959428571389,-0.0220631755039173,0,0.025354589530775,8,2022Q1;2022Q2;2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4,2024-02-13,eligible_original:date_only_morning_convention,2740,LSEG,2024-05-08,2024-05-08,PG-2024Q2-revenue,-1.09489051094891,1.41280794264236,2672.24629213771,2760,2024-05-05,PIT-2024Q2-revenue-DHPNP-20240505,-1.81159420289855,0.67793252276811,2691.75173952558,2142,eligible_original:date_only_morning_convention,2060,LSEG,2024-05-08,2024-05-08,3.98058252427185,ABNB-1Q24-revenue_usd_m-2Q24-099,data/raw/letters/1Q24_d813800dex991.htm
2024-08-06,2024,2024Q2,2024Q3,3700,3670,3730,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2024-08-07,2024-08-06,130.470001220703,112.440002441406,113.01000213623,115.550003051758,110.379997253418,-13.8192677325091,0.50693675066511,-13.3823859286529,3.96655904271865,2.4635330691227,439.529998779297,446.489990234375,434.769989013672,449,434.369995117188,1.58350771833733,-2.62491914198367,-1.08297722085977,3.60366339443456,3.1624438231584,-15.4027754508465,3.13185589264878,-12.2994087077931,0.362895648284089,-0.698910754035698,-0.0284891495954683,1.24344978758018e-14,0.025354589530775,8,2022Q2;2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1,2024-05-08,quarantined_or_unattributed,,,,,,,,,3860,2024-07-28,PIT-2024Q3-revenue-DHPNP-20240728,-4.14507772020726,-1.71471551129877,3764.55134585824,2748,eligible_original:date_only_morning_convention,2740,LSEG,2024-08-06,2024-08-06,0.291970802919717,ABNB-2Q24-revenue_usd_m-3Q24-107,data/raw/letters/2Q24_d831385dex991.htm
2024-11-07,2024,2024Q3,2024Q4,2415,2390,2440,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2024-11-08,2024-11-07,147.369995117188,134.669998168945,134.610000610352,137.710006713867,132.759994506836,-8.61776302438176,-0.0445515403649788,-8.65847521857437,-0.0816816008370025,1.67075074670853,513.539978027344,513.039978027344,514.140014648438,514.919982910156,512.409973144531,-0.0973634033168413,0.214415380517408,0.116843215088847,-0.847882381927278,2.61967936555032,-8.52039962106492,-0.258966920882386,-8.77531843366322,0.766200781090276,-0.948928618841793,0.00404810828407216,2.1316282072803e-14,0.025354589530775,8,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2,2024-08-06,eligible_original:date_only_morning_convention,2420,LSEG,2024-11-07,2024-11-07,PG-2024Q4-revenue,-0.206611570247939,2.3236088312736,2360.15913393185,2420,2024-11-03,PIT-2024Q4-revenue-DHPNP-20241103,-0.206611570247939,2.3236088312736,2360.15913393185,3732,eligible_original:date_only_morning_convention,3720,LSEG,2024-11-07,2024-11-07,0.322580645161286,ABNB-3Q24-revenue_usd_m-4Q24-116,data/raw/letters/3Q24_d886752dex991.htm
2025-02-13,2025,2024Q4,2025Q1,2250,2230,2270,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2025-02-14,2025-02-13,141.039993286133,158.184997558594,161.419998168945,163.929992675781,156.929992675781,12.1561295296422,2.04507422339675,14.4498056246124,-7.65874793523795,-22.3314457713712,535.900024414062,536.010009765625,538.150024414062,538.840026855469,535.669982910156,0.0205234832155066,0.399249008311098,0.419854431329814,-1.85257597710222,-10.5128645131376,12.1356060464267,1.64582521508565,14.0299511932825,-5.80617195813573,-11.8185812582336,0.248519931770224,-5.32907051820075e-15,0.0250576509673637,8,2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3,2024-11-07,eligible_original:date_only_morning_convention,2300,LSEG,2025-02-13,2025-02-13,PG-2025Q1-revenue,-2.17391304347826,0.277378898981229,2243.77623817495,2290,2025-02-09,PIT-2025Q1-revenue-DHPNP-20250209,-1.7467248908297,0.715271383256266,2234.02068931332,2480,eligible_original:date_only_morning_convention,2420,LSEG,2025-02-13,2025-02-13,2.4793388429752,ABNB-4Q24-revenue_usd_m-1Q25-127,data/raw/letters/4Q24_d915198dex991.htm
2025-05-01,2025,2025Q1,2025Q2,3020,2990,3050,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2025-05-02,2025-05-01,124.01000213623,121.099998474121,125.26000213623,126.559997558594,120.134002685547,-2.34658786547929,3.43518060654509,1.00798320979529,4.36829147991922,6.52353561141219,481.679992675781,486.540008544922,488.829986572266,490.910003662109,484.829986572266,1.00897191974751,0.470665924101965,1.48438673085951,0.359682650812965,6.69420319698817,-3.3555597852268,2.96451468244312,-0.476403521064217,4.00860882910625,-0.170667585575979,-0.0853584182804938,-4.07451850037432e-14,0.0227012544148094,8,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4,2025-02-13,eligible_original:date_only_morning_convention,3040,LSEG,2025-05-01,2025-05-01,PG-2025Q2-revenue,-0.657894736842102,1.59729566883962,2972.52006573463,3030,2025-04-27,PIT-2025Q2-revenue-DHPNP-20250427,-0.330033003300334,1.93260027500739,2962.74203920261,2272,eligible_original:date_only_morning_convention,2260,LSEG,2025-05-01,2025-05-01,0.530973451327443,ABNB-1Q25-revenue_usd_m-2Q25-136,data/raw/letters/1Q25_d40594dex991.htm
2025-08-06,2025,2025Q2,2025Q3,4060,4020,4100,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2025-08-07,2025-08-06,130.5,120.379997253418,120.029998779297,123.389999389648,117.279998779297,-7.75479137669123,-0.290744710173307,-8.02298944115182,3.46403546559431,4.14521150275438,567.320007324219,571.669982910156,569.239990234375,573.320007324219,565.109985351562,0.766758712856652,-0.425069139263023,0.338430318932681,1.51661696511973,0.622736485213227,-8.52155008954788,0.134324429089716,-8.3614197600845,1.94741850047457,3.52247501754115,0.0258059003736696,-3.5527136788005e-15,0.0204724823089522,8,2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1,2025-05-01,eligible_original:date_only_morning_convention,4050,LSEG,2025-08-06,2025-08-06,PG-2025Q3-revenue,0.24691358024691,2.29921674504556,3968.74983912976,4040,2025-08-03,PIT-2025Q3-revenue-DHPNP-20250803,0.495049504950495,2.55243262807787,3958.95045681092,3096,eligible_original:date_only_morning_convention,3040,LSEG,2025-08-06,2025-08-06,1.84210526315789,ABNB-2Q25-revenue_usd_m-3Q25-145,data/raw/letters/2Q25_d17531dex991.htm
2025-11-06,2025,2025Q3,2025Q4,2690,2660,2720,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2025-11-07,2025-11-06,120.529998779297,125.495002746582,120.879997253418,125.76000213623,117.147003173828,4.11930973000059,-3.67744164481465,0.290382873696005,-3.43041572250419,-0.936294693845752,611.669982910156,608.309997558594,609.739990234375,609.950012207031,598.669982910156,-0.549313428064035,0.235076306738402,-0.315528427044742,0.0147995028570991,2.82257121846865,4.66862315806462,-3.91251795155305,0.605911300740747,-3.44521522536129,-3.7588659123144,-0.150193905770832,8.99280649946377e-15,0.019597706830088,8,2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2,2025-08-06,eligible_original:date_only_morning_convention,2670,LSEG,2025-11-06,2025-11-06,PG-2025Q4-revenue,0.749063670411987,2.72351428363058,2618.67987944087,2670,2025-11-02,PIT-2025Q4-revenue-DHPNP-20251102,0.749063670411987,2.72351428363058,2618.67987944087,4095,eligible_original:date_only_morning_convention,4080,LSEG,2025-11-06,2025-11-06,0.367647058823528,ABNB-3Q25-revenue_usd_m-4Q25-155,data/raw/letters/3Q25_d40503dex991.htm
2026-02-12,2026,2025Q4,2026Q1,2610,2590,2630,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2026-02-13,2026-02-12,115.959999084473,126.464996337891,121.349998474121,127.01000213623,119.660003662109,9.05915603342276,-4.04459574735069,4.64815404639838,1.12679642037112,-0.13046557617572,600.640014648438,600.429992675781,601.919982910156,606.47998046875,596.419982910156,-0.0349663638009812,0.248153865155021,0.213100730970761,1.39566726929605,-1.11753610820696,9.09412239722374,-4.29274961250571,4.43505331542762,-0.268870848924929,0.987070532031242,-0.366319469290404,-7.99360577730113e-15,0.0195938515676548,8,2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3,2025-11-06,eligible_original:date_only_morning_convention,2530,LSEG,2026-02-12,2026-02-12,PG-2026Q1-revenue,3.16205533596838,5.18339733563553,2481.38020458838,2520,2026-02-08,PIT-2026Q1-revenue-DHPNP-20260208,3.57142857142858,5.60079176950712,2471.57237769277,2778,eligible_original:date_only_morning_convention,2720,LSEG,2026-02-12,2026-02-12,2.13235294117646,ABNB-4Q25-revenue_usd_m-1Q26-164,data/raw/letters/4Q25_d58192dex991.htm
2026-05-07,2026,2026Q1,2026Q2,3570,3540,3600,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2026-05-08,2026-05-07,140.460006713867,138.125,141.490005493164,146.970001220703,137.25,-1.66239968834963,2.43620307197399,0.733303951348296,-3.22534069216629,-3.31946187429298,694.940002441406,699.919982910156,711.22998046875,711.22998046875,699.5,0.716605815071047,1.61589865052409,2.34408408929045,2.83889524550667,0.734371753048979,-2.37900550342067,0.820304421449891,-1.61078013794216,-6.06423593767296,-4.05383362734196,-0.0520790559713698,-7.105427357601e-15,0.0195938515676548,8,2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4,2026-02-12,eligible_original:date_only_morning_convention,3460,LSEG,2026-05-07,2026-05-07,PG-2026Q2-revenue,3.17919075144508,5.20086849989965,3393.50810587976,3480,2026-05-03,PIT-2026Q2-revenue-DHPNP-20260503,2.58620689655173,4.59626580737149,3413.12375967097,2678,eligible_original:date_only_morning_convention,2620,LSEG,2026-05-07,2026-05-07,2.21374045801526,ABNB-1Q26-revenue_usd_m-2Q26-172,data/raw/letters/1Q26_d23351dex991.htm
2026-08-06,2026,2026Q2,2026Q3,4730,4690,4770,False,False,False,realized_revenue_consensus_not_observed_guide_expectations,2026-08-07,2026-08-06,151.639999389648,164.699996948242,178.070007324219,178.479995727539,163.449996948242,8.6125017219469,8.11779637140986,17.4294434456286,12.4043766321323,12.4772334138025,714.650024414062,720.150024414062,723.030029296875,723.630004882812,716.510009765625,0.769607473883371,0.399917348493561,1.17260261618031,1.65520829078007,-0.344378451687766,7.84289424806353,7.7178790229163,16.2568408294483,10.7491683413522,12.8216118654903,0.696067558468454,-3.5527136788005e-15,0.0195938515676548,8,2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1,2026-05-07,eligible_original:date_only_morning_convention,4610,LSEG,2026-08-06,2026-08-06,PG-2026Q3-revenue,2.60303687635575,4.61342555130169,4521.40819887448,4540,2026-08-02,PIT-2026Q3-revenue-DHPNP-20260802,4.18502202643172,6.22640788359046,4452.75341060523,3608,eligible_original:date_only_morning_convention,3580,LSEG,2026-08-06,2026-08-06,0.782122905027927,ABNB-2Q26-revenue_usd_m-3Q26-182,data/raw/letters/2Q26_d70413dex991.htm
