window,signal,outcome,omission_type,omitted,n,intercept,slope,slope_hc1_se,slope_95_lo,slope_95_hi,slope_hc1_t,slope_hc1_p,r2,n_parameters,status,pearson,pearson_95_lo,pearson_95_hi,spearman,spearman_asymptotic_p
all,predicted_proxy_vs_origin_implied_guide_pct,gap_excess_pct,year,2025,9,-8.59069619898429,1.7086640594361,0.897828855626401,-0.414363826357885,3.83169194523008,1.90310664301827,0.098753812957258,0.352359311728619,2,descriptive_approximate_HC1_interval,0.593598611629626,-0.116417341237537,0.902094909372025,0.483333333333333,0.187469855215542
all,predicted_proxy_vs_origin_implied_guide_pct,gap_excess_pct,year,2026,10,-3.7164324204046,-0.376280061035315,1.35316466861187,-3.49668338246647,2.74412326039584,-0.278074110094315,0.788007104316235,0.00714581244769164,2,descriptive_approximate_HC1_interval,-0.0845329074839585,-0.678069538599477,0.575736472559417,0.0666666666666667,0.854813088248743
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2023Q2,12,-0.90767669257907,0.490587272414391,0.563334047835704,-0.764599206215035,1.74577375104382,0.870863876059327,0.404250042454741,0.133464436393421,2,descriptive_approximate_HC1_interval,0.36532784782086,-0.263904599316542,0.776439432225783,0.237762237762238,0.456800852639923
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2023Q4,12,0.266980293180377,0.264265632268292,0.57400714091741,-1.01470197972735,1.54323324426393,0.460387360069994,0.655086784980228,0.0459564670782043,2,descriptive_approximate_HC1_interval,0.21437459522575,-0.409964983745204,0.701919150499172,0.0559440559440559,0.862898073694971
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2024Q1,12,-0.810795270588397,0.514456645896422,0.561802901400701,-0.737318225873093,1.76623151766594,0.915724437545207,0.381363446455995,0.141445553083773,2,descriptive_approximate_HC1_interval,0.376092479429957,-0.252256119018042,0.781347901286265,0.265734265734266,0.403833088314712
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2024Q2,12,-0.770893537847311,0.52830127838857,0.562719842423443,-0.725516665298699,1.78211922207584,0.938835346756844,0.369937628617328,0.148350993390046,2,descriptive_approximate_HC1_interval,0.385163593022557,-0.242296754536125,0.78544559589321,0.307692307692308,0.33058925941211
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2024Q3,12,-1.76591883549676,0.730169006901637,0.546542319367641,-0.487603169136093,1.94794118293937,1.33597890049293,0.211162421503065,0.261074450944924,2,descriptive_approximate_HC1_interval,0.510954450949322,-0.0890641109107105,0.838868340995057,0.440559440559441,0.15173503571673
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2024Q4,12,-0.801977001566914,0.512242831682319,0.555197134995914,-0.724813475313546,1.74929913867818,0.922632339747374,0.377922256206841,0.140323293968819,2,descriptive_approximate_HC1_interval,0.374597509293401,-0.253884799135431,0.780669207859521,0.251748251748252,0.429918785032884
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2025Q1,12,-1.07232669615584,0.550790859617929,0.556859130879324,-0.689968604977603,1.79155032421346,0.989102681585174,0.345941161580956,0.161603884521603,2,descriptive_approximate_HC1_interval,0.401999856370127,-0.223454608633789,0.792959159997651,0.328671328671329,0.296904115688764
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2025Q2,12,-0.908405752793766,0.484825872339033,0.56649880908643,-0.777412133790398,1.74706387846846,0.855828581742108,0.412129481113264,0.130889375104454,2,descriptive_approximate_HC1_interval,0.361786366664714,-0.267697151177435,0.774813604732384,0.223776223776224,0.484451661455399
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2025Q3,12,-1.00159667761476,0.551572939319809,0.588730365477677,-0.760200061345083,1.8633459399847,0.936885494044935,0.370892039106202,0.150770462577963,2,descriptive_approximate_HC1_interval,0.388291723550686,-0.238831375169089,0.786850576165658,0.223776223776224,0.484451661455399
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2025Q4,12,-0.367616130965109,0.460957665268557,0.55467455091621,-0.774934251835889,1.696849582373,0.831041670304052,0.42534763991252,0.129893200299795,2,descriptive_approximate_HC1_interval,0.360406992578938,-0.269169055470549,0.774178878155286,0.251748251748252,0.429918785032884
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2026Q1,12,-1.13352238537325,0.94022730335436,0.361926017328171,0.133805882600804,1.74664872410792,2.59784391930526,0.0265896853421683,0.449919874167393,2,descriptive_approximate_HC1_interval,0.670760668321714,0.157481750860642,0.898705164223908,0.440559440559441,0.15173503571673
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2026Q2,12,-0.906751084754215,0.522873545662423,0.551775571405078,-0.706559042562158,1.752306133887,0.947619961374772,0.36565963052931,0.146907500720897,2,descriptive_approximate_HC1_interval,0.383285142838718,-0.244370058141638,0.784599914655824,0.251748251748252,0.429918785032884
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,event,2026Q3,12,-0.239478726127441,0.0287982692614812,0.580792313954686,-1.26528765039596,1.32288418891893,0.0495844531161066,0.961429931985544,0.000441638363869012,2,descriptive_approximate_HC1_interval,0.0210151936433951,-0.55963599930529,0.587827230048332,0.0559440559440559,0.862898073694971
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,year,2023,11,0.17117192973059,0.247160086238419,0.597162099211903,-1.1037144338454,1.59803460632224,0.413891113593118,0.688643033269031,0.0410906212750336,2,descriptive_approximate_HC1_interval,0.202708217088094,-0.452147783639462,0.715570186213529,0.00909090909090909,0.978836500144194
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,year,2024,9,-1.81483279531382,0.750671141412891,0.596008720651422,-0.658665533600251,2.16000781642603,1.2594969090258,0.248219693939568,0.263660238843813,2,descriptive_approximate_HC1_interval,0.513478567073459,-0.22859779079864,0.878142808635424,0.566666666666667,0.111632987611491
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,year,2025,9,-0.938566401491643,0.510663112328317,0.64727042454189,-1.01988823088219,2.04121445553883,0.788948626363922,0.456027187767101,0.143535334112859,2,descriptive_approximate_HC1_interval,0.378860573447355,-0.381166177731049,0.833312830762953,0.283333333333333,0.46003032896572
all,predicted_proxy_vs_origin_implied_guide_pct,session_excess_pct,year,2026,10,-0.895258664822562,0.659784847576614,0.604825094120011,-0.734944320539379,2.05451401569261,1.09086883793498,0.307093008923832,0.17035328564872,2,descriptive_approximate_HC1_interval,0.412738761989615,-0.293040255238337,0.827358446753578,0.248484848484848,0.488776304519243
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2023Q2,12,-8.65931811814669,2.67355471867841,1.18695394294909,0.0288565228752296,5.31825291448158,2.25245026107392,0.0479796617454084,0.296409375817491,2,descriptive_approximate_HC1_interval,0.544434914216099,-0.0428576712055763,0.852097040564135,0.454545454545455,0.137657916347729
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2023Q4,12,-9.41141715511119,2.4988822560506,1.48919002564733,-0.819239898084643,5.81700441018584,1.67801436553698,0.124272394503382,0.216937642350152,2,descriptive_approximate_HC1_interval,0.465765651750054,-0.147586332098665,0.820377389423136,0.384615384615385,0.217020225759977
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2024Q1,12,-9.0335103490097,2.59388993991119,1.2344223450675,-0.156574446893705,5.34435432671609,2.1012985954733,0.0619418903634431,0.263534217969339,2,descriptive_approximate_HC1_interval,0.513355839520054,-0.0858337525716795,0.839830242720606,0.412587412587413,0.182563978573167
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2024Q2,12,-8.83469582373177,2.68449063840063,1.19259856446119,0.0272154421015998,5.34176583469965,2.25095913947664,0.048101270059535,0.289624235309188,2,descriptive_approximate_HC1_interval,0.538167478866187,-0.0517028232564998,0.849650219122887,0.503496503496504,0.0951573665941247
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2024Q3,12,-8.33229215610258,2.25345190980994,1.49526154738213,-1.07819843779329,5.58510225741317,1.50706203456862,0.162715829807055,0.188402954849772,2,descriptive_approximate_HC1_interval,0.434054092078133,-0.186240956463688,0.806942760923652,0.27972027972028,0.378568669662303
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2024Q4,12,-10.9042277927614,2.67705881324894,1.25294705119814,-0.114681191007269,5.46879881750514,2.13660969207676,0.0583675736552903,0.291804883245928,2,descriptive_approximate_HC1_interval,0.540189673398084,-0.0488590029296655,0.850441156850155,0.510489510489511,0.0899137363026392
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2025Q1,12,-12.9009045025542,2.99804723375594,1.10998500993539,0.524846507996515,5.47124795951536,2.70097992938701,0.0222758629045616,0.468086769846202,2,descriptive_approximate_HC1_interval,0.684168670611423,0.181553038229014,0.903367211444785,0.510489510489511,0.0899137363026392
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2025Q2,12,-9.2725355210482,2.53005127303414,1.26894027820594,-0.297323861686781,5.35742640775507,1.99383006157799,0.0741462340431839,0.248085602297463,2,descriptive_approximate_HC1_interval,0.498081923279156,-0.106167746243954,0.833676962816941,0.412587412587413,0.182563978573167
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2025Q3,12,-7.66151286135825,2.14522029443537,1.38874767418134,-0.94910235401366,5.23954294288439,1.54471567032504,0.153448254709824,0.19072512661878,2,descriptive_approximate_HC1_interval,0.436720879531515,-0.183062598780966,0.808087605776674,0.27972027972028,0.378568669662303
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2025Q4,12,-9.96397603516363,2.56182896906374,1.27299789505194,-0.274587099398245,5.39824503752572,2.01243771024398,0.0718817889294667,0.255380317315152,2,descriptive_approximate_HC1_interval,0.505351676869833,-0.0965522228782973,0.836616098777828,0.468531468531469,0.124454791188834
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2026Q1,12,-9.67406597302267,2.87201791743926,1.35042763519249,-0.136922363329078,5.8809581982076,2.1267469967244,0.0593455545785022,0.261627842285058,2,descriptive_approximate_HC1_interval,0.511495691365097,-0.0883371321753367,0.839085319519317,0.34965034965035,0.26523878689279
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2026Q2,12,-9.06164364211411,2.46151463207808,1.27341179678003,-0.375823666905154,5.29885293106132,1.9330075614992,0.0820251358473502,0.239766550483322,2,descriptive_approximate_HC1_interval,0.489659627173123,-0.117168174503267,0.830247919668418,0.433566433566434,0.159105769412195
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,event,2026Q3,12,-7.54335371524175,0.934157809666883,1.04271122990597,-1.389147593089,3.25746321242276,0.895893112948564,0.391365615776403,0.035325923801221,2,descriptive_approximate_HC1_interval,0.187951918854853,-0.432614001132752,0.687676666359537,0.244755244755245,0.443261936450183
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,year,2023,11,-8.55937800390377,2.65100462194271,1.42117066863809,-0.563906785675666,5.86591602956108,1.86536682781609,0.0949976165312212,0.26125696059759,2,descriptive_approximate_HC1_interval,0.511133016540304,-0.127983898508971,0.850294266790164,0.4,0.22286835013352
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,year,2024,9,-8.8114457038005,2.74830564458501,1.4147487658379,-0.597043597026253,6.09365488619627,1.94261038493099,0.0931761423473083,0.29714953673278,2,descriptive_approximate_HC1_interval,0.545114241909693,-0.186538569632607,0.887823963982304,0.533333333333333,0.139226867543978
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,year,2025,9,-12.7495050171502,2.9115182961709,1.25761155232184,-0.0622604795325725,5.88529707187437,2.31511732760053,0.0537798450289037,0.448420754186954,2,descriptive_approximate_HC1_interval,0.669642258364086,0.00994199288792883,0.92319640493199,0.483333333333333,0.187469855215542
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextopen_excess_pct,year,2026,10,-7.01523023741266,0.608912457703572,1.53335340729897,-2.92700684025725,4.1448317556644,0.397111621368607,0.70166921849956,0.00934922794613235,2,descriptive_approximate_HC1_interval,0.0966914057511449,-0.567482945420515,0.684637358857086,0.175757575757576,0.627188344776485
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2023Q2,12,-9.55853364823608,3.26238362253587,1.66633915114804,-0.450451380722913,6.97521862579466,1.9578149023794,0.0787212016034047,0.324492646424265,2,descriptive_approximate_HC1_interval,0.569642560229013,-0.00632770116952346,0.861804195502871,0.531468531468532,0.0753623350534836
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2023Q4,12,-9.38605795368668,2.90656137264936,1.98408111403715,-1.51424684302903,7.32736958832774,1.46494079908617,0.173656822742495,0.232910431629193,2,descriptive_approximate_HC1_interval,0.482607948162059,-0.126265304928798,0.827356941731325,0.377622377622378,0.226206044935026
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2024Q1,12,-9.84460113301583,3.20503776733247,1.69989695055906,-0.58256867258116,6.9926442072461,1.88543062347303,0.0887271241848227,0.304180217281468,2,descriptive_approximate_HC1_interval,0.551525355066717,-0.0327387842788928,0.854849046483558,0.524475524475525,0.0800193759202747
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2024Q2,12,-9.60691627246264,3.3102385143556,1.66101079422577,-0.390724169827423,7.01120119853862,1.99290608216581,0.0742604118073362,0.331964534135557,2,descriptive_approximate_HC1_interval,0.576163634860408,0.0033794813479878,0.864281017454309,0.580419580419581,0.0478559768420606
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2024Q3,12,-10.077898924651,3.06671594455359,1.94547245589809,-1.2680668199021,7.40149870900929,1.57633480507844,0.146026996410628,0.253149516886668,2,descriptive_approximate_HC1_interval,0.503139659425361,-0.0994899439574513,0.835723802104776,0.377622377622378,0.226206044935026
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2024Q4,12,-11.709486791199,3.27931562856339,1.69537221267832,-0.498209067083116,7.05684032420989,1.93427472978502,0.0818532709004233,0.325951492580952,2,descriptive_approximate_HC1_interval,0.570921616845038,-0.00443223432702016,0.862291105133704,0.615384615384615,0.0331699010901059
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2025Q1,12,-14.0372798818858,3.64724500804605,1.56937072779179,0.150469116283191,7.1440208998089,2.3240174825855,0.042481035716355,0.499544158668333,2,descriptive_approximate_HC1_interval,0.706784379190947,0.22356709936297,0.911115177427511,0.615384615384615,0.0331699010901059
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2025Q2,12,-10.1808684815877,3.11211829516035,1.74476519348708,-0.775460820041559,6.99969741036227,1.78368889222308,0.104796972018843,0.285437559334081,2,descriptive_approximate_HC1_interval,0.534263567290604,-0.0571659813959396,0.848119313939823,0.517482517482518,0.0848687711339348
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2025Q3,12,-8.69984869992705,2.79237695484271,1.84751495400681,-1.3241428938055,6.90889680349091,1.51142319513394,0.16161799381791,0.237860513434328,2,descriptive_approximate_HC1_interval,0.487709455961567,-0.119694252660583,0.82945023655739,0.384615384615385,0.217020225759977
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2025Q4,12,-10.3259183736964,3.11178251697601,1.71475483629699,-0.708929355408672,6.9324943893607,1.8147098647034,0.0996337175532239,0.28580598319105,2,descriptive_approximate_HC1_interval,0.534608252079081,-0.0566850487330386,0.848254692142419,0.545454545454546,0.066611882266889
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2026Q1,12,-10.8493606330287,3.93588822839981,1.54998676313233,0.482302501400233,7.3894739553994,2.53930441344279,0.0293981930673742,0.3697235334097,2,descriptive_approximate_HC1_interval,0.608048956425138,0.0524504701155543,0.876193755710235,0.482517482517482,0.112109291468892
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2026Q2,12,-9.96588431615278,3.07414761600929,1.7087634457372,-0.733214606291697,6.88150983831028,1.79904809157656,0.102210594190901,0.282540982624417,2,descriptive_approximate_HC1_interval,0.531545842448624,-0.0609483853974225,0.847050464380509,0.531468531468532,0.0753623350534836
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,event,2026Q3,12,-7.63630779917796,0.915907486539448,1.08249798763074,-1.49604833689757,3.32786330997646,0.846105486573781,0.417280702372352,0.0324845549867226,2,descriptive_approximate_HC1_interval,0.180234721923171,-0.439084475229362,0.683443042112858,0.363636363636364,0.245265000730777
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,year,2023,11,-8.60197853087101,3.04655026479945,1.94553467115069,-1.35455492701632,7.44765545661523,1.56591928685474,0.151808749001117,0.265810813180447,2,descriptive_approximate_HC1_interval,0.515568436951339,-0.122055484818676,0.851953995697089,0.409090909090909,0.211545010342096
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,year,2024,9,-10.5274134513932,3.58875854651149,1.9279793083626,-0.970188082611804,8.14770517563478,1.86140926458353,0.104994017351079,0.355033072086207,2,descriptive_approximate_HC1_interval,0.59584651722252,-0.112985009167892,0.902740588311508,0.65,0.0580730580171487
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,year,2025,9,-13.7313524151655,3.52701971890631,1.78031081235389,-0.682746403358558,7.73678584117117,1.9811258205206,0.0880355706202171,0.456579177886837,2,descriptive_approximate_HC1_interval,0.67570642877424,0.0210154164640866,0.924815825692691,0.633333333333333,0.0670857868923457
all,predicted_proxy_vs_origin_implied_guide_pct,origin_to_nextclose_excess_pct,year,2026,10,-7.72137090206503,1.1885398529748,1.53692228733962,-2.35560929711781,4.73268900306742,0.773324625952388,0.461566885139808,0.0330278499608847,2,descriptive_approximate_HC1_interval,0.181735659574242,-0.505762831473913,0.728053981932168,0.36969696969697,0.293050075292822
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2023Q2,12,-1.1446631740861,1.30976640647582,0.679377560455489,-0.203981131142712,2.82351394409435,1.92789176845594,0.0827224233503574,0.215074532650501,2,descriptive_approximate_HC1_interval,0.46376128843458,-0.150086300834056,0.819539673222622,0.363636363636364,0.245265000730777
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2023Q4,12,-3.10145011158369,1.84642022351148,0.656067207158898,0.384611389726607,3.30822905729634,2.8143766421544,0.0183367158075945,0.284445221944597,2,descriptive_approximate_HC1_interval,0.533334062239228,-0.0584615368418247,0.847754037662032,0.440559440559441,0.15173503571673
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2024Q1,12,-1.93984019696969,1.32475146471197,0.702492922520924,-0.240500309202282,2.89000323862622,1.88578620829097,0.0886751957830813,0.180913153529861,2,descriptive_approximate_HC1_interval,0.425338869056028,-0.1965382612468,0.803181694241421,0.314685314685315,0.319138785503305
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2024Q2,12,-1.61626012921399,1.38097396837978,0.678721154664217,-0.131311005992551,2.8932589427521,2.03467058436242,0.0692618185740222,0.200961017795259,2,descriptive_approximate_HC1_interval,0.448286758442918,-0.169126439800085,0.813020549696238,0.314685314685315,0.319138785503305
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2024Q3,12,-1.3274886918444,0.909482613093015,0.730580772258757,-0.718352790090857,2.53731801627689,1.24487619661977,0.241560437837946,0.0939095872388733,2,descriptive_approximate_HC1_interval,0.306446711907426,-0.32453009915276,0.748678112077369,0.167832167832168,0.602099427786538
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2024Q4,12,-1.76382796226296,1.23119614715715,0.734622728402552,-0.405645295548733,2.86803758986304,1.67595705871286,0.124682083457736,0.162215464512402,2,descriptive_approximate_HC1_interval,0.402759809951791,-0.22259294293821,0.79329552464868,0.265734265734266,0.403833088314712
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2025Q1,12,-3.55318969892735,1.58282346223628,0.742032846607713,-0.070528752740334,3.2361756772129,2.13309083212736,0.0587147192358428,0.333434084881863,2,descriptive_approximate_HC1_interval,0.577437515997933,0.00528845108183908,0.864763234789293,0.475524475524476,0.118175957013032
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2025Q2,12,-1.92204834711189,1.34068853700989,0.701048553631003,-0.221344982464132,2.90272205648391,1.91240468305076,0.0848672337568177,0.183139328096488,2,descriptive_approximate_HC1_interval,0.427947810014829,-0.193470036346722,0.804310753976309,0.307692307692308,0.33058925941211
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2025Q3,12,-1.86046447690345,1.20614515170675,0.781627695741811,-0.535429884964083,2.94772018837759,1.54311977208286,0.153831460448006,0.149663074376516,2,descriptive_approximate_HC1_interval,0.386863120982753,-0.240415981857218,0.786209440386773,0.202797202797203,0.527302354166108
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2025Q4,12,-2.80629448753521,1.35212243196524,0.756773937788205,-0.3340749809913,3.03831984492179,1.78669264948135,0.104286490897349,0.199802394915709,2,descriptive_approximate_HC1_interval,0.446992611701479,-0.170698169674822,0.812471174826976,0.328671328671329,0.296904115688764
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2026Q1,12,-2.76567174799146,0.942240516788518,0.847213415918433,-0.945468611143348,2.82994964472038,1.11216430132551,0.292089168783675,0.0844538037684206,2,descriptive_approximate_HC1_interval,0.290609366277862,-0.339997424098114,0.74093668481813,0.181818181818182,0.571701238527655
all,predicted_proxy_vs_origin_revenue_pct,gap_excess_pct,event,2026Q2,12,-2.19216999966328,1.2991890156951,0.728633217948162,-0.324306966062988,2.92268499745318,1.78304939123366,0.104905948699262,0.174760691374847,2,descriptive_approximate_HC1_interval,0.418043886900463,-0.205053313794658,0.800010205346183,0.363636363636364,0.245265000730777
