method,object,target,window,horizon_q,prior_basis,spec_id,n,mae,rw_mae,bias,cov80,n_params,mae_ratio_seasonal_naive,rw_mae_ratio_seasonal_naive,mae_ratio_street,rw_mae_ratio_street,beats_seasonal_naive,rw_beats_seasonal_naive,survives_both_windows,rw_survives_both_windows,n_cmp_seasonal_naive,d_mean_seasonal_naive,t_nw1_seasonal_naive,p_nw1_seasonal_naive,k_better_seasonal_naive,p_sign_seasonal_naive,n_cmp_street,d_mean_street,t_nw1_street,p_nw1_street,k_better_street,p_sign_street,n_min_both_windows,w1_p_sign_seasonal_naive,survives_both_windows_n8,survives_both_windows_sig,is_oracle
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,ew,14,1.7864711902665442,1.2564627645469888,1.3181429021659092,1.0,5,0.7985773405619097,0.6569075517396105,1.1221002949569698,1.005107798743068,True,True,True,True,14,-0.4505960285572637,-0.5979626018172766,0.5498648872263916,9.0,0.21197509765625,14,0.19439319305413655,0.36739673337175466,0.71332310788158,7.0,0.604736328125,10,0.21197509765625,True,False,False
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,ew_usd,14,1.7864711902665442,1.2564627645469888,1.3181429021659092,1.0,5,0.7985773405619097,0.6569075517396105,1.1221002949569698,1.005107798743068,True,True,True,True,14,-0.4505960285572637,-0.5979626018172766,0.5498648872263916,9.0,0.21197509765625,14,0.19439319305413655,0.36739673337175466,0.71332310788158,7.0,0.604736328125,10,0.21197509765625,True,False,False
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_from21,14,1.85810816396419,1.3466791781040055,1.1267001230626787,1.0,6,0.8306000590099099,0.704074761965562,1.167096189519344,1.077276448224281,True,True,True,True,14,-0.37895905485961795,-0.41855540984740075,0.6755410832569149,9.0,0.21197509765625,14,0.2660301667517823,0.3711303059217543,0.7105404795175203,8.0,0.395263671875,10,0.21197509765625,True,False,False
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,ew,14,1.85897820538736,1.5711892903519276,1.2044704743237264,1.0,6,0.8309889795643969,0.821453798049247,1.167642671177085,1.2568733858210963,True,True,True,True,14,-0.3780890134364486,-0.43713833814762637,0.6620110250415878,9.0,0.21197509765625,14,0.26690020817495175,0.3948944944531844,0.6929207532803809,5.0,0.91021728515625,10,0.21197509765625,True,False,False
street-bias,street_plus_flowthrough,adj_ebitda_margin_pct,W1,0,PIT,ew_usd,14,1.85897820538736,1.5711892903519276,1.2044704743237264,1.0,6,0.8309889795643969,0.821453798049247,1.167642671177085,1.2568733858210963,True,True,True,True,14,-0.3780890134364486,-0.43713833814762637,0.6620110250415878,9.0,0.21197509765625,14,0.26690020817495175,0.3948944944531844,0.6929207532803809,5.0,0.91021728515625,10,0.21197509765625,True,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,e_revknown_rw,14,1.9597990176654725,1.4353673367701594,-0.1250886131299353,0.9285714285714286,10,0.876057277660116,0.7504429654822675,1.2309692245586663,1.1482225697065624,True,True,True,True,14,-0.2772682011583356,-0.8283707152381863,0.40746058601127677,8.0,0.395263671875,14,0.36772102045306465,1.2558470534103592,0.2091714280570205,4.0,0.9713134765625,10,0.395263671875,True,False,True
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,14,2.038262763694964,1.5871455940050685,-0.2932311742506156,0.9285714285714286,15,0.9111316577991028,0.8297961195754863,1.2802530826151657,1.269637636138269,True,True,True,True,14,-0.19880445512884398,-0.7058396289105546,0.4802878745485064,8.0,0.395263671875,14,0.4461847664825562,1.472363213248605,0.14092282150800206,4.0,0.9713134765625,10,0.395263671875,True,False,False
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,14,2.04807543306022,1.5206111011586512,-1.6801282767615258,0.9285714285714286,2,0.9155180567783942,0.7950103606694237,1.2864165176870883,1.2164133468618097,True,True,True,True,14,-0.1889917857635887,-0.35219975870808495,0.7246884578925494,8.0,0.29052734375,14,0.45599743584781155,1.3657934096006301,0.17200381552491906,4.0,0.9713134765625,10,0.29052734375,True,False,False
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_rw,14,2.0672249488955194,1.525827383566993,-1.823555447357317,0.9285714285714286,2,0.9240781553190937,0.797737552754007,1.2984445187453466,1.220586113677515,True,True,True,True,14,-0.1698422699282883,-0.21653919289170534,0.8285674782452077,7.0,0.5,14,0.475146951683112,0.8813409128304969,0.3781333282352497,7.0,0.604736328125,10,0.5,True,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W1,0,PIT,ridge_all_eq,14,2.182563578687451,1.5823292053562994,-0.3283704040915738,0.9285714285714286,37,0.9756361187193052,0.827278001120436,1.3708898574749058,1.2657847644661024,True,True,True,True,14,-0.05450364013635716,-0.20407610304047746,0.8382940283679612,7.0,0.604736328125,14,0.5904855814750432,2.1797539988304804,0.029275701480768745,6.0,0.78802490234375,10,0.604736328125,True,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,14,2.1831543756728604,1.637167093631929,0.8513138104826901,0.9285714285714286,2,0.975900213146347,0.8559485068816649,1.371260942928284,1.3096523510971387,True,True,True,True,14,-0.0539128431509478,-0.09694225141057697,0.9227722550280042,4.0,0.1875,14,0.5910763784604525,1.010410115701843,0.3122988434034364,9.0,0.21197509765625,10,0.1875,True,False,False
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,revknown_rw,14,2.193844755525037,1.6730172931841114,0.1100633150930836,0.9285714285714286,12,0.9806789608577362,0.8746918134735572,1.3779756766730478,1.3383307299342428,True,True,True,True,14,-0.04322246329877032,-0.1227835131760433,0.9022785300448299,8.0,0.395263671875,14,0.60176675831263,1.9426862222094923,0.05205408193271288,4.0,0.9713134765625,10,0.395263671875,True,False,True
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,14,2.20058721586878,1.5528943328636666,0.1851548523070556,0.9285714285714286,12,0.9836929339234572,0.8118887746582619,1.382210682970194,1.2422383286049332,True,True,True,True,14,-0.03648000295502781,-0.09871743254193158,0.9213626273069984,7.0,0.604736328125,14,0.6085092186563725,1.7634910552461318,0.077817704579344,7.0,0.604736328125,10,0.604736328125,True,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,last_pin,14,2.2093564915494035,1.6410142549682167,0.4049047825775644,0.9285714285714286,1,0.987612921488799,0.8579598910673947,1.3877187521074958,1.3127298890642267,True,True,True,True,14,-0.027710727274404396,-0.05360627667500014,0.9572488556412715,8.0,0.0546875,14,0.6172784943369959,1.104492169672974,0.2693796983941148,8.0,0.395263671875,10,0.0546875,True,True,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W1,0,PIT,none_eq,14,2.214424705499332,1.6272922126171798,-0.2756159907359949,0.9285714285714286,10,0.9898784832507712,0.8507856925952761,1.3909021476187726,1.301752936805174,True,True,True,True,14,-0.022642513324476293,-0.09027879421725726,0.9280656710931916,7.0,0.604736328125,14,0.622346708286924,2.252624931800863,0.02428280775341496,5.0,0.91021728515625,10,0.604736328125,True,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,14,2.214424705499332,1.6272922126171798,-0.2756159907359949,0.9285714285714286,10,0.9898784832507712,0.8507856925952761,1.3909021476187726,1.301752936805174,True,True,True,True,14,-0.022642513324476293,-0.09027879421725726,0.9280656710931916,7.0,0.604736328125,14,0.622346708286924,2.252624931800863,0.02428280775341496,5.0,0.91021728515625,10,0.604736328125,True,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,nocushion_pin,14,2.2308267177464747,1.831835627563122,-2.01182490735426,1.0,1,0.9972104096717246,0.9577256813700672,1.4012044143895348,1.4653775083760072,True,True,False,False,14,-0.006240501077332951,-0.014261215994852111,0.9886215816355213,6.0,0.376953125,14,0.6387487205340674,1.597138624654518,0.11023481009065739,4.0,0.9713134765625,10,0.376953125,False,False,False
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,W1,0,PIT,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,14,2.237067218823808,1.9126934394644228,-0.4732602177636393,0.8571428571428572,1,1.0,1.0,1.4051241350867991,1.5300597414070825,False,False,False,False,14,0.0,0.0,1.0,0.0,,14,0.6449892216114003,1.8737857377835032,0.060959962949183044,5.0,0.91021728515625,10,,False,False,False
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,W1,0,PIT,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,14,2.237067218823808,1.9126934394644228,-0.4732602177636393,1.0,1,1.0,1.0,1.4051241350867991,1.5300597414070825,False,False,False,False,14,0.0,0.0,1.0,0.0,,14,0.6449892216114003,1.8737857377835032,0.060959962949183044,5.0,0.91021728515625,10,,False,False,False
margin-ts,pct_rev_seasonal,adj_ebitda_margin_pct,W1,0,PIT,nodrift,14,2.23706721882381,1.9126934394644224,-0.4732602177636393,1.0,2,1.0000000000000009,1.0,1.4051241350868005,1.5300597414070825,False,True,False,True,14,1.887379141862766e-15,7.061926107793881e-09,0.9999999943653981,4.0,0.74609375,14,0.6449892216114022,1.873785737783507,0.06095996294918238,5.0,0.91021728515625,10,0.74609375,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,c_mix_rw,14,2.23877194477516,1.6749319772366986,-0.1046247346831856,0.9285714285714286,12,1.000762036087699,0.8756928542117548,1.4061948903854324,1.3398623820672677,False,True,False,True,14,0.0017047259513518645,0.005492458850125871,0.9956176739163318,7.0,0.604736328125,14,0.6466939475627521,2.276059958985066,0.022842421190163442,5.0,0.91021728515625,10,0.604736328125,False,False,False
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_eq,14,2.2439281085302105,1.65971315105709,0.1657152485764393,1.0,12,1.0030669126294782,0.8677361028235814,1.4094335280426815,1.3276880770958386,False,True,False,True,14,0.006860889706402655,0.022738429965068873,0.9818589210731874,8.0,0.395263671875,14,0.6518501113178029,2.006781814264728,0.04477290007463486,7.0,0.604736328125,10,0.395263671875,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W1,0,PIT,surv_emp_computer_systems_design_rw,14,2.245140386231271,1.681411230945932,0.1172587382137146,0.9285714285714286,11,1.0036088175355358,0.8790803566601595,1.4101949717051052,1.3450454631874895,False,True,False,True,14,0.008073167407463302,0.02266091467378557,0.9819207533949321,6.0,0.78802490234375,14,0.6530623890188636,2.02210365155329,0.043165644871657305,7.0,0.604736328125,10,0.78802490234375,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W1,0,PIT,ridge_all_rw,14,2.248344381140204,1.6991439935653156,-0.1521984283571823,0.9285714285714286,37,1.0050410475919116,0.8883514516791026,1.4122074327243157,1.359230792434734,False,True,False,True,14,0.011277162316395781,0.03435185620374628,0.9725965739750033,6.0,0.78802490234375,14,0.6562663839277961,2.390184928345951,0.01683989113948936,5.0,0.91021728515625,10,0.78802490234375,False,False,False
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_from21,14,2.255205633677617,1.3198439246978644,1.9060830806266384,1.0,5,1.0081081224118715,0.6900446759870921,1.4165170535779583,1.0558095785001442,False,True,False,True,14,0.018138414853808738,0.017986903105137453,0.985649301530356,8.0,0.395263671875,14,0.663127636465209,0.843062790560028,0.39919332759906023,7.0,0.604736328125,10,0.395263671875,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W1,0,PIT,none_rw,14,2.2590052259941182,1.6665190930459626,-0.0812518714189834,0.9285714285714286,10,1.0098065927504158,0.8712944053975571,1.418903615243376,1.3331324926120238,False,True,False,True,14,0.02193800717031044,0.0682363442180409,0.9455974958796436,7.0,0.604736328125,14,0.6669272287817106,2.2389582825659318,0.025158630674489535,6.0,0.78802490234375,10,0.604736328125,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_rw,14,2.2590052259941182,1.6665190930459626,-0.0812518714189834,0.9285714285714286,10,1.0098065927504158,0.8712944053975571,1.418903615243376,1.3331324926120238,False,True,False,True,14,0.02193800717031044,0.0682363442180409,0.9455974958796436,7.0,0.604736328125,14,0.6669272287817106,2.2389582825659318,0.025158630674489535,6.0,0.78802490234375,10,0.604736328125,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W1,0,PIT,g_k4_rw_nightsknown,14,2.268579621039502,1.4856308554903288,1.016122330401123,0.9285714285714286,7,1.0140864798118416,0.7767218859214173,1.424917387848831,1.188430887918145,False,True,False,True,14,0.031512402215694416,0.035537266991135096,0.9716513303701317,9.0,0.21197509765625,14,0.6765016238270948,0.9421456183365963,0.3461180916189739,5.0,0.91021728515625,10,0.21197509765625,False,False,True
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,a_unit_eq,14,2.282771114894818,1.679388687818188,-0.2963418755613873,0.9285714285714286,7,1.020430273925805,0.8780229247235967,1.4338312060663831,1.3434275291520763,False,True,False,True,14,0.04570389607101,0.14092500916820594,0.8879291848491819,7.0,0.604736328125,14,0.6906931176824103,2.7637565693388417,0.005714015038193354,4.0,0.9713134765625,10,0.604736328125,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,a_unit_rw,14,2.3015184310564814,1.7018733717536352,-0.0576832416687394,0.9285714285714286,7,1.028810583647353,0.8897784331974183,1.4456065815156316,1.361414159407641,False,True,False,True,14,0.06445121223267355,0.18448757791446752,0.8536309712928085,7.0,0.604736328125,14,0.7094404338440737,2.558628346298776,0.010508602090247177,4.0,0.9713134765625,10,0.604736328125,False,False,False
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,W1,0,PIT,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,14,2.3846460522876978,1.9814444328449643,0.2579990477629065,1.0,1,1.06596978053323,1.03594459622332,1.49781986590042,1.5850571210095177,False,False,False,False,14,0.14757883346388986,0.23746689477706007,0.8122945988943144,8.0,0.395263671875,14,0.7925680550752902,1.7145829891424076,0.08642170973706564,7.0,0.604736328125,10,0.395263671875,False,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,nocushion,14,2.3919445565370965,1.9465954752835823,-2.1496020132905715,1.0,1,1.0692323129184824,1.0177247619088674,1.5024041288964405,1.5571796860298663,False,False,False,False,14,0.1548773377132886,0.3439752249884888,0.7308649180902722,7.0,0.604736328125,14,0.7998665593246889,1.8439601239618766,0.0651889517625539,4.0,0.9713134765625,10,0.604736328125,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W1,0,PIT,g_k4_rw,14,2.416456812204779,1.790293245541693,0.4840180347060439,0.9285714285714286,7,1.080189630365819,0.9360063712264296,1.5178005200975009,1.4321456663140926,False,True,False,True,14,0.179389593380971,0.26064350975653017,0.7943674331318729,7.0,0.604736328125,14,0.8243788149923713,1.4529042914421888,0.14625032928310167,6.0,0.78802490234375,10,0.604736328125,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W1,0,PIT,best1_rw,14,2.4309311660114687,2.0549485421296567,-0.4622625732111721,1.0,15,1.086659866791839,1.0743742304595696,1.5268920054594195,1.6438567572314025,False,False,False,False,14,0.19386394718766103,0.566845108655342,0.5708194204020156,5.0,0.91021728515625,14,0.8388531687990614,3.056625812780269,0.0022384351903619315,3.0,0.9935302734375,10,0.91021728515625,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W1,0,PIT,best1_eq,14,2.444502228664252,2.071841156090862,-0.8505440311099972,1.0,15,1.0927263195736727,1.0832060764902307,1.5354161246775386,1.6573700092852228,False,False,False,False,14,0.20743500984044344,0.8625332043557428,0.3883941692640924,6.0,0.78802490234375,14,0.8524242314518438,3.56449963628353,0.00036455095701515283,3.0,0.9935302734375,10,0.78802490234375,False,False,False
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,ew,14,2.4935528176159187,2.1308168813822945,2.4907789629596544,1.0,3,1.1146526115236557,1.1140399383494246,1.566225286689419,1.7045476599880829,False,False,False,False,14,0.2564855987921112,0.25760447319822,0.7967121770919561,5.0,0.91021728515625,14,0.9014748204035116,1.0848050482415263,0.2780080091739645,5.0,0.91021728515625,10,0.91021728515625,False,False,False
street-bias,street_plus_bias,adj_ebitda_margin_pct,W1,0,PIT,ew_usd,14,2.4935528176159187,2.1308168813822945,2.4907789629596544,1.0,3,1.1146526115236557,1.1140399383494246,1.566225286689419,1.7045476599880829,False,False,False,False,14,0.2564855987921112,0.25760447319822,0.7967121770919561,5.0,0.91021728515625,14,0.9014748204035116,1.0848050482415263,0.2780080091739645,5.0,0.91021728515625,10,0.91021728515625,False,False,False
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_ew,14,2.5291903808307423,2.033196381928556,-2.1049624379795566,0.9285714285714286,2,1.1305830953799076,1.0630017021953475,1.5886095940394491,1.6264561095763022,False,False,False,False,14,0.292123162006935,0.32664071612105094,0.7439396442272241,6.0,0.70947265625,14,0.9371123836183353,1.4754186957374875,0.14010001207367728,3.0,0.9935302734375,10,0.70947265625,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W1,0,PIT,g_k4_ew,14,2.538860260929526,1.8998430167961355,0.589145210472706,1.0,7,1.1349056655813825,0.9932815042896338,1.5946833417551485,1.519780041597835,False,True,False,True,14,0.3017930421057186,0.41986637611323185,0.6745830720714678,7.0,0.604736328125,14,0.9467822637171189,1.5642524105423812,0.11775830334559312,6.0,0.78802490234375,10,0.604736328125,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,d_steps_rw,14,2.55379867458732,1.742909917159274,0.3473155774066176,0.9285714285714286,14,1.1415833431818114,0.91123328035637,1.60406630771784,1.394241357303595,False,True,False,True,14,0.31673145576351164,0.6228027649837508,0.5334141411246525,7.0,0.604736328125,14,0.961720677374912,2.567916589523347,0.01023117712300925,5.0,0.91021728515625,10,0.604736328125,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W1,0,PIT,k8_median,14,2.58910116604712,1.9371028486894792,1.284363145135001,0.9285714285714286,3,1.1573640453273468,1.0127617990010418,1.6262401531711477,1.5495860562865058,False,False,False,False,14,0.3520339472233112,0.4277994426508938,0.6687971427538857,6.0,0.78802490234375,14,0.9970231688347114,1.4828990367352644,0.13810123741920588,4.0,0.9713134765625,10,0.78802490234375,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W1,0,PIT,k8_rw,14,2.637579815902624,2.042143283647669,0.9341909243937192,0.8571428571428572,3,1.1790346725877083,1.067679347621694,1.6566900745571511,1.633613186527732,False,False,False,False,14,0.4005125970788158,0.5286910373980924,0.5970197955748451,6.0,0.78802490234375,14,1.045501818690216,1.6833158061641016,0.09231397216512538,3.0,0.9935302734375,10,0.78802490234375,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W1,0,PIT,k8_ew,14,2.6415949737657014,1.9919828823217125,1.2953912997845318,0.9285714285714286,3,1.1808295037082457,1.041454339321356,1.659212035083023,1.593487357109318,False,False,False,False,14,0.40452775494189414,0.5082049795022868,0.611309599123673,6.0,0.78802490234375,14,1.0495169765532943,1.5771055397066713,0.1147712427649763,3.0,0.9935302734375,10,0.78802490234375,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W1,0,PIT,g_k8_rw,14,2.6538511604083728,1.841537912335968,1.539045392957051,0.9285714285714286,7,1.1863081887202742,0.9627982583824936,1.6669102676219631,1.4731388542479076,False,True,False,True,14,0.41678394158456494,0.4177710277337331,0.676114535510643,7.0,0.604736328125,14,1.0617731631959653,1.269019839723572,0.20443398810589408,6.0,0.78802490234375,10,0.604736328125,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W1,0,PIT,nogrowth,14,2.714047297980664,3.1412043135060066,1.2712773316244002,0.9285714285714286,2,1.213216695119085,1.6422936622742752,1.7047200594020695,2.512807416213868,False,False,False,False,14,0.47698007915685575,0.8099244867560198,0.417983577385757,4.0,0.9713134765625,14,1.121969300768256,1.8044009620840522,0.07116847235406354,4.0,0.9713134765625,10,0.9713134765625,False,False,False
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,dl_rw,14,2.71584479982453,2.1278763566199084,0.6784874788155192,1.0,22,1.214020203314432,1.1125025645592947,1.7058490881600916,1.7021953862443104,False,False,False,False,14,0.4787775810007222,0.8654718802630291,0.3867798433678793,8.0,0.395263671875,14,1.1237668026121224,2.157544743970406,0.030963244757602038,5.0,0.91021728515625,10,0.395263671875,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W1,0,PIT,k4_rw_revknown,14,2.769528176049901,2.226717473658552,0.5944775475483951,0.8571428571428572,3,1.2380174152773329,1.1641789675830434,1.7395681498639572,1.7812633700916758,False,False,False,False,14,0.5324609572260934,0.757087726189505,0.44899730686950434,6.0,0.78802490234375,14,1.1774501788374938,2.019554126794316,0.04342965752587502,3.0,0.9935302734375,10,0.78802490234375,False,False,True
margin-ts,ensemble_simple,adj_ebitda_margin_pct,W1,0,PIT,invmae4,14,2.7804374057708423,2.097099547849854,0.5713511254835234,1.0,5,1.2428939919081756,1.0964117430324156,1.7464203453845546,1.6775754680198665,False,False,False,False,14,0.5433701869470343,0.7811484912831246,0.43471516450129943,5.0,0.91021728515625,14,1.1883594085584348,2.04061493901263,0.0412891161034572,3.0,0.9935302734375,10,0.91021728515625,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W1,0,PIT,k4_rw,14,2.854815414607456,2.266213660614893,0.5590309381258177,0.8571428571428572,3,1.2761419909896332,1.1848284800147904,1.7931379113372543,1.8128583577431767,False,False,False,False,14,0.6177481957836484,0.8569914939326042,0.39144958558582976,6.0,0.78802490234375,14,1.2627374173950485,2.1180792847925196,0.03416835358996195,4.0,0.9713134765625,10,0.78802490234375,False,False,False
guide-policy-margin,q4_implied,adj_ebitda_margin_pct,W1,0,PIT,guide_mid,3,2.868380342387359,2.133059438881261,-2.868380342387359,0.6666666666666666,0,0.7386940979686898,0.6869856353048786,1.7312501286149058,2.1975276156550376,True,True,True,True,3,-1.0146618401277343,-1.4029465411395259,0.16063278089538024,2.0,0.5,3,1.2115542749246409,2.349551195682836,0.01879605910208415,1.0,0.875,2,0.5,False,False,False
