target,window,horizon_q,n,hardest_ew,mae_ew,hardest_rw,rw_mae,seasonal_naive_mae_ew,seasonal_naive_mae_rw,weightings_agree
pd_cash_musd,W1,0,14,seasonal_naive_drift,10.089285714285715,seasonal_naive_drift,8.808357036338979,33.039571428571435,37.575932547948675,True
pd_cash_musd,W1,1,13,seasonal_naive_drift,15.134846153846155,seasonal_naive_drift,13.087629337337665,33.58500000000001,37.793217160819495,True
pd_cash_musd,W1,2,12,seasonal_naive_drift,17.10975,seasonal_naive_drift,15.303260858967885,33.89358333333333,37.97303187653274,True
pd_cash_musd,W2,0,10,seasonal_naive_drift,9.3,seasonal_naive_drift,8.488144288717779,38.900000000000006,39.83043036566894,True
pd_cash_musd,W2,1,9,seasonal_naive_drift,14.555555555555555,seasonal_naive_drift,12.754881899642404,41.11111111111111,40.71260962358912,True
pd_cash_musd,W2,2,8,seasonal_naive_drift,20.0,seasonal_naive_drift,16.016698087274712,43.75,41.811093103776926,True
sm_cash_musd,W1,0,14,seasonal_naive_drift,32.19621428571429,seasonal_naive_drift,29.305547216641347,94.29678571428572,118.70937258721402,True
sm_cash_musd,W1,1,13,seasonal_naive_drift,50.333692307692324,seasonal_naive_drift,45.64498349661192,93.96646153846157,119.08534559481308,True
sm_cash_musd,W1,2,12,seasonal_naive_drift,51.61783333333332,seasonal_naive_drift,51.888409856939596,93.45383333333332,119.51645597727828,True
sm_cash_musd,W2,0,10,seasonal_naive_drift,30.6,seasonal_naive_drift,28.69940647274131,108.90000000000002,125.99801076628741,True
sm_cash_musd,W2,1,9,seasonal_naive_drift,43.55555555555556,seasonal_naive_drift,43.114228141822345,114.66666666666666,128.92011140786084,True
sm_cash_musd,W2,2,8,seasonal_naive_drift,49.875,seasonal_naive_drift,51.18132455468613,119.375,131.67367002299986,True
ga_cash_musd,W1,0,14,seasonal_naive,162.80971428571434,seasonal_naive,117.35392836586786,162.80971428571434,117.35392836586786,True
ga_cash_musd,W1,1,13,seasonal_naive,173.13807692307697,seasonal_naive,119.01366817069763,173.13807692307697,119.01366817069763,True
ga_cash_musd,W1,2,12,seasonal_naive,185.13591666666665,seasonal_naive,121.05586878415795,185.13591666666665,121.05586878415795,True
ga_cash_musd,W2,0,10,seasonal_naive,122.80000000000001,seasonal_naive,95.02422508958249,122.80000000000001,95.02422508958249,True
ga_cash_musd,W2,1,9,seasonal_naive,132.44444444444443,seasonal_naive,97.52393086496862,132.44444444444443,97.52393086496862,True
ga_cash_musd,W2,2,8,seasonal_naive,145.875,seasonal_naive,101.37020332513804,145.875,101.37020332513804,True
cor_cash_pct_rev,W1,0,14,seasonal_naive,0.6432047741815147,seasonal_naive,0.5260883508311912,0.6432047741815147,0.5260883508311912,True
cor_cash_pct_rev,W1,1,13,seasonal_naive,0.6550411685987781,seasonal_naive,0.5267752616894259,0.6550411685987781,0.5267752616894259,True
cor_cash_pct_rev,W1,2,12,seasonal_naive,0.6138812658279968,seasonal_naive,0.5126335727560417,0.6138812658279968,0.5126335727560417,True
cor_cash_pct_rev,W2,0,10,seasonal_naive,0.6145101832149099,seasonal_naive,0.5052937382713386,0.6145101832149099,0.5052937382713386,True
cor_cash_pct_rev,W2,1,9,seasonal_naive,0.5568567980177472,seasonal_naive,0.47869351649221564,0.5568567980177472,0.47869351649221564,True
cor_cash_pct_rev,W2,2,8,seasonal_naive,0.49870299656118133,seasonal_naive,0.4498748883211648,0.49870299656118133,0.4498748883211648,True
ops_cash_pct_rev,W1,0,14,seasonal_naive,0.8114661535607678,seasonal_naive,0.8504132623121371,0.8114661535607678,0.8504132623121371,True
ops_cash_pct_rev,W1,1,13,seasonal_naive,0.8723952081387955,seasonal_naive,0.8659434896681708,0.8723952081387955,0.8659434896681708,True
ops_cash_pct_rev,W1,2,12,seasonal_naive,0.9017071433322285,seasonal_naive_drift,0.6883685974314249,0.9017071433322285,0.8737916491031797,False
ops_cash_pct_rev,W2,0,10,seasonal_naive,0.8897081486828604,seasonal_naive,0.8662916663137207,0.8897081486828604,0.8662916663137207,True
ops_cash_pct_rev,W2,1,9,seasonal_naive,0.7365459437287433,seasonal_naive,0.8069214950738447,0.7365459437287433,0.8069214950738447,True
ops_cash_pct_rev,W2,2,8,seasonal_naive,0.7573282624565671,seasonal_naive_drift,0.608944268463217,0.7573282624565671,0.8194712729968429,False
pd_cash_pct_rev,W1,0,14,seasonal_naive_drift,0.6568150488351333,seasonal_naive_drift,0.5807160894396655,0.7952870185611887,0.6512314068380105,True
pd_cash_pct_rev,W1,1,13,seasonal_naive,0.7538871807668045,seasonal_naive,0.6384814241853485,0.7538871807668045,0.6384814241853485,True
pd_cash_pct_rev,W1,2,12,seasonal_naive,0.777575913701545,seasonal_naive,0.642319435380164,0.777575913701545,0.642319435380164,True
pd_cash_pct_rev,W2,0,10,seasonal_naive_drift,0.5783019139878071,seasonal_naive_drift,0.5553925493353457,0.6845404927467472,0.602152163069776,True
pd_cash_pct_rev,W2,1,9,seasonal_naive,0.6086292345854492,seasonal_naive,0.5697290541751313,0.6086292345854492,0.5697290541751313,True
pd_cash_pct_rev,W2,2,8,seasonal_naive,0.6499878641563293,seasonal_naive,0.5852134847247336,0.6499878641563293,0.5852134847247336,True
sm_cash_pct_rev,W1,0,14,seasonal_naive_drift,1.2679152887649634,seasonal_naive_drift,1.0681226131451718,1.7124024076638453,1.9114535256161513,True
sm_cash_pct_rev,W1,1,13,seasonal_naive,1.7072473261919103,seasonal_naive_drift,1.4767928528735732,1.7072473261919103,1.9139210024439515,False
sm_cash_pct_rev,W1,2,12,seasonal_naive,1.7255666819007314,seasonal_naive_drift,1.4564618970933536,1.7255666819007314,1.9236150916906063,False
sm_cash_pct_rev,W2,0,10,seasonal_naive_drift,1.0651365327728064,seasonal_naive_drift,1.0062003016982208,1.7307479397739733,1.9364493805058642,True
sm_cash_pct_rev,W2,1,9,seasonal_naive_drift,1.5619589258144648,seasonal_naive_drift,1.3501017170404759,1.8286040455830785,1.9824592405406454,True
sm_cash_pct_rev,W2,2,8,seasonal_naive_drift,1.589340499981488,seasonal_naive_drift,1.3171697830557916,1.924474342749858,2.0312943660903113,True
ga_cash_pct_rev,W1,0,14,seasonal_naive,6.90375774695765,trailing4,4.983651368194313,6.90375774695765,5.327033637096607,False
ga_cash_pct_rev,W1,1,13,seasonal_naive,7.411318485982399,seasonal_naive,5.420876867942022,7.411318485982399,5.420876867942022,True
ga_cash_pct_rev,W1,2,12,seasonal_naive,8.01299479946704,seasonal_naive,5.539742568417681,8.01299479946704,5.539742568417681,True
ga_cash_pct_rev,W2,0,10,seasonal_naive,5.473621332814078,trailing4,3.979880012783187,5.473621332814078,4.47661482820676,False
ga_cash_pct_rev,W2,1,9,seasonal_naive,6.075330245545701,trailing4,4.55347575512752,6.075330245545701,4.663735188768576,False
ga_cash_pct_rev,W2,2,8,trailing4,6.742423335865835,seasonal_naive,4.907335524060331,6.825934671855577,4.907335524060331,False
cor_cash_per_night,W1,0,14,seasonal_naive,0.12351416455581707,seasonal_naive_drift,0.1380915035599333,0.12351416455581707,0.15797171047037,False
cor_cash_per_night,W1,1,13,seasonal_naive,0.13167861978069192,seasonal_naive,0.16059916451342338,0.13167861978069192,0.16059916451342338,True
cor_cash_per_night,W1,2,12,seasonal_naive,0.14193330577817798,seasonal_naive,0.16405345736650392,0.14193330577817798,0.16405345736650392,True
cor_cash_per_night,W2,0,10,seasonal_naive,0.1647065083626094,seasonal_naive_drift,0.14768115989285074,0.1647065083626094,0.1726233993097489,False
cor_cash_per_night,W2,1,9,seasonal_naive,0.17349164226363706,seasonal_naive,0.1763071774066764,0.17349164226363706,0.1763071774066764,True
cor_cash_per_night,W2,2,8,seasonal_naive,0.1587398285267077,seasonal_naive,0.17019765412594204,0.1587398285267077,0.17019765412594204,True
ops_cash_per_night,W1,0,14,seasonal_naive,0.14097450634724135,seasonal_naive,0.1331904327776786,0.14097450634724135,0.1331904327776786,True
ops_cash_per_night,W1,1,13,seasonal_naive,0.14896177092366686,seasonal_naive,0.13498542612522085,0.14896177092366686,0.13498542612522085,True
ops_cash_per_night,W1,2,12,seasonal_naive,0.1396661584317598,seasonal_naive,0.13213238758270943,0.1396661584317598,0.13213238758270943,True
ops_cash_per_night,W2,0,10,seasonal_naive,0.1413285420783103,seasonal_naive,0.13189378593444517,0.1413285420783103,0.13189378593444517,True
ops_cash_per_night,W2,1,9,seasonal_naive,0.13494768589599085,seasonal_naive,0.12906212687198085,0.13494768589599085,0.12906212687198085,True
ops_cash_per_night,W2,2,8,seasonal_naive,0.14193352275815385,seasonal_naive,0.1317139135249232,0.14193352275815385,0.1317139135249232,True
pd_cash_per_night,W1,0,14,seasonal_naive_drift,0.12316002329870804,seasonal_naive_drift,0.08621549374144494,0.12352444581654526,0.10290708720270875,True
pd_cash_per_night,W1,1,13,seasonal_naive,0.12054265287723955,seasonal_naive,0.10179737876070732,0.12054265287723955,0.10179737876070732,True
pd_cash_per_night,W1,2,12,seasonal_naive,0.12726862002638636,seasonal_naive,0.10320581668967704,0.12726862002638636,0.10320581668967704,True
pd_cash_per_night,W2,0,10,seasonal_naive_drift,0.09153069769462299,seasonal_naive_drift,0.07513080554014606,0.11106008680654723,0.09630117905259974,True
pd_cash_per_night,W2,1,9,seasonal_naive,0.11775661579973798,seasonal_naive,0.09822854434490617,0.11775661579973798,0.09822854434490617,True
pd_cash_per_night,W2,2,8,seasonal_naive,0.1298892093640402,seasonal_naive,0.10234045329662489,0.1298892093640402,0.10234045329662489,True
sm_cash_per_night,W1,0,14,seasonal_naive_drift,0.2826954440840343,seasonal_naive_drift,0.22212544538893816,0.4482917657934586,0.5464755365436494,True
sm_cash_per_night,W1,1,13,seasonal_naive_drift,0.4140440119278155,seasonal_naive_drift,0.29942226042196785,0.45837941236975965,0.5507611378719949,True
sm_cash_per_night,W1,2,12,seasonal_naive_drift,0.36553678837592213,seasonal_naive_drift,0.3195414922260639,0.45193926791947253,0.551104346853789,True
sm_cash_per_night,W2,0,10,seasonal_naive_drift,0.23292036568621893,seasonal_naive_drift,0.20429640260957763,0.4855356449076109,0.5680357331749775,True
sm_cash_per_night,W2,1,9,seasonal_naive_drift,0.3098720207616246,seasonal_naive_drift,0.2552049663500755,0.5253013104510901,0.5866865179981751,True
sm_cash_per_night,W2,2,8,seasonal_naive_drift,0.3355783114334038,seasonal_naive_drift,0.2972280462921283,0.5530907107483879,0.6017324354025525,True
ga_cash_per_night,W1,0,14,seasonal_naive,1.556899638729698,trailing4,1.1214753540115883,1.556899638729698,1.1680442277125773,False
ga_cash_per_night,W1,1,13,seasonal_naive,1.6751139860178696,seasonal_naive,1.189496813288999,1.6751139860178696,1.189496813288999,True
ga_cash_per_night,W1,2,12,seasonal_naive,1.8085420923079223,seasonal_naive,1.2148515628896204,1.8085420923079223,1.2148515628896204,True
ga_cash_per_night,W2,0,10,seasonal_naive,1.218941069873302,trailing4,0.90197334373463,1.218941069873302,0.9676935514313624,False
ga_cash_per_night,W2,1,9,trailing4,1.3282767199136167,trailing4,0.9877580040752055,1.3397298580311516,1.003092288241016,True
ga_cash_per_night,W2,2,8,trailing4,1.4636746329069574,seasonal_naive,1.053684945888824,1.5010541749728128,1.053684945888824,False
sbc_musd,W1,0,14,seasonal_naive_drift,11.642857142857144,seasonal_naive_drift,10.55819326724066,55.500000000000014,54.76822170262081,True
sbc_musd,W1,1,13,seasonal_naive_drift,18.000000000000004,seasonal_naive_drift,17.423214793064485,56.30769230769233,54.95077064769616,True
sbc_musd,W1,2,12,seasonal_naive_drift,22.5,seasonal_naive_drift,23.33630058299012,56.25000000000001,54.90419354256489,True
sbc_musd,W2,0,10,seasonal_naive_drift,11.3,seasonal_naive_drift,10.366259398041539,58.7,55.63350044562072,True
sbc_musd,W2,1,9,seasonal_naive_drift,19.333333333333332,seasonal_naive_drift,17.927280553240717,59.111111111111114,55.66032950979266,True
sbc_musd,W2,2,8,seasonal_naive_drift,26.125,seasonal_naive_drift,24.663255058576105,56.75,54.47555562411172,True
sbc_pct_rev,W1,0,14,seasonal_naive_drift,0.634362964813614,seasonal_naive_drift,0.5339374247252482,0.6831964202532879,0.5749930588365947,True
sbc_pct_rev,W1,1,13,seasonal_naive,0.7143411145619373,seasonal_naive,0.5805373837248026,0.7143411145619373,0.5805373837248026,True
sbc_pct_rev,W1,2,12,seasonal_naive,0.7322546619646187,seasonal_naive,0.5823820497332104,0.7322546619646187,0.5823820497332104,True
sbc_pct_rev,W2,0,10,seasonal_naive_drift,0.6209405535061377,seasonal_naive_drift,0.5264006221214397,0.8200918525785622,0.6006520752137496,True
sbc_pct_rev,W2,1,9,seasonal_naive,0.8477847912130444,seasonal_naive,0.6019139792681775,0.8477847912130444,0.6019139792681775,True
sbc_pct_rev,W2,2,8,seasonal_naive,0.7459211849834948,seasonal_naive,0.5456560303297268,0.7459211849834948,0.5456560303297268,True
da_musd,W1,0,14,seasonal_naive_drift,3.3571428571428577,seasonal_naive_drift,3.0690683302613855,6.92857142857143,5.391346607247911,True
da_musd,W1,1,13,seasonal_naive_drift,6.000000000000002,seasonal_naive,5.155715553230156,6.076923076923078,5.155715553230156,False
da_musd,W1,2,12,seasonal_naive,5.166666666666665,seasonal_naive,4.886505822625048,5.166666666666665,4.886505822625048,True
da_musd,W2,0,10,seasonal_naive_drift,2.5,seasonal_naive_drift,2.736037314098233,5.400000000000001,4.947698524671865,True
da_musd,W2,1,9,seasonal_naive_drift,4.111111111111111,seasonal_naive_drift,4.886182820821332,5.666666666666667,5.030184541954497,True
da_musd,W2,2,8,seasonal_naive_drift,5.625,seasonal_naive,5.031785364897459,5.75,5.031785364897459,False
op_income_musd,W1,0,14,street,111.64509500000004,street,73.7088049412926,206.9876428571429,174.60760415553054,True
op_income_musd,W1,1,13,street,132.04090153846155,street,96.55861531332128,222.89969230769236,177.86823039831697,True
op_income_musd,W1,2,12,seasonal_naive,228.62658333333331,seasonal_naive,178.40671035309163,228.62658333333331,178.40671035309163,True
op_income_musd,W2,0,10,street,58.67580700000002,street,49.14887824149246,172.00000000000003,156.24870212785248,True
op_income_musd,W2,1,9,street,74.22864666666665,street,72.3927041293449,179.33333333333334,158.37676006887608,True
op_income_musd,W2,2,8,seasonal_naive,198.5,seasonal_naive,165.39729909022844,198.5,165.39729909022844,True
op_margin_pct,W1,0,14,seasonal_naive,7.7000548663924375,seasonal_naive,6.016330136858684,7.7000548663924375,6.016330136858684,True
op_margin_pct,W1,1,13,seasonal_naive,8.287365763699468,seasonal_naive,6.1275486023533166,8.287365763699468,6.1275486023533166,True
op_margin_pct,W1,2,12,seasonal_naive,8.684143613306862,seasonal_naive,6.186678700336001,8.684143613306862,6.186678700336001,True
op_margin_pct,W2,0,10,seasonal_naive,6.717660685333594,seasonal_naive,5.323121894909239,6.717660685333594,5.323121894909239,True
op_margin_pct,W2,1,9,seasonal_naive,6.909595547720432,seasonal_naive,5.3372193182361904,6.909595547720432,5.3372193182361904,True
op_margin_pct,W2,2,8,seasonal_naive,7.402186270921649,seasonal_naive,5.46282361967347,7.402186270921649,5.46282361967347,True
net_income_musd,W1,0,14,street,341.87327285714287,street,170.5361223484427,628.261642857143,388.83269540381235,True
net_income_musd,W1,1,13,street,388.5520000000002,street,194.37913339150177,666.1439230769233,393.56153074491704,True
net_income_musd,W1,2,12,seasonal_naive,699.0593333333334,seasonal_naive,396.34362809113605,699.0593333333334,396.34362809113605,True
net_income_musd,W2,0,10,street,77.03508000000001,street,70.73523362098044,456.1,307.67185016178564,True
net_income_musd,W2,1,9,street,99.51513333333332,street,90.71902539146744,490.4444444444444,314.47638425235317,True
net_income_musd,W2,2,8,seasonal_naive,539.875,seasonal_naive,326.11621075292067,539.875,326.11621075292067,True
eps_diluted,W1,0,14,street,0.5244385714285715,street,0.26788661789284324,0.9700000000000001,0.6153844634175997,True
eps_diluted,W1,1,13,street,0.5893815384615386,street,0.2992500092826335,1.0284615384615388,0.6229603056128037,True
eps_diluted,W1,2,12,seasonal_naive,1.0791666666666666,seasonal_naive,0.6275734073534033,1.0791666666666666,0.6275734073534033,True
eps_diluted,W2,0,10,street,0.11994200000000003,street,0.11602153523335895,0.7080000000000002,0.49280291804278986,True
eps_diluted,W2,1,9,street,0.14256000000000008,street,0.14045323178981176,0.7611111111111111,0.5039327544959218,True
eps_diluted,W2,2,8,seasonal_naive,0.84125,seasonal_naive,0.5242944470098605,0.84125,0.5242944470098605,True
fcf_musd,W1,0,14,seasonal_naive,234.57142857142858,seasonal_naive,201.88858393016167,234.57142857142858,201.88858393016167,True
fcf_musd,W1,1,13,seasonal_naive,223.00000000000006,seasonal_naive,198.4665899529125,223.00000000000006,198.4665899529125,True
fcf_musd,W1,2,12,seasonal_naive_drift,211.08333333333331,seasonal_naive_drift,143.47228758495208,232.91666666666663,200.61372896723617,True
fcf_musd,W2,0,10,seasonal_naive,203.4,seasonal_naive,189.14484596680472,203.4,189.14484596680472,True
fcf_musd,W2,1,9,seasonal_naive,189.55555555555554,seasonal_naive,183.2642599878764,189.55555555555554,183.2642599878764,True
fcf_musd,W2,2,8,seasonal_naive_drift,128.875,seasonal_naive_drift,107.86264712846685,195.375,185.3996560216189,True
fcf_margin_pct,W1,0,14,seasonal_naive,7.645956695476968,seasonal_naive,7.322786114611407,7.645956695476968,7.322786114611407,True
fcf_margin_pct,W1,1,13,seasonal_naive,7.641599468618797,seasonal_naive,7.315688124425419,7.641599468618797,7.315688124425419,True
fcf_margin_pct,W1,2,12,seasonal_naive,8.145158452813448,seasonal_naive,7.445625668858013,8.145158452813448,7.445625668858013,True
fcf_margin_pct,W2,0,10,seasonal_naive,7.05432478558564,seasonal_naive,7.013748274307633,7.05432478558564,7.013748274307633,True
fcf_margin_pct,W2,1,9,seasonal_naive,7.598292070287727,seasonal_naive,7.2193654443884245,7.598292070287727,7.2193654443884245,True
fcf_margin_pct,W2,2,8,seasonal_naive,8.332704552113373,seasonal_naive,7.510863005651965,8.332704552113373,7.510863005651965,True
interest_income_musd,W1,0,14,seasonal_naive_drift,22.039285714285718,seasonal_naive_drift,14.542158687888136,56.325142857142865,32.00003252930155,True
interest_income_musd,W1,1,13,seasonal_naive_drift,37.67738461538463,seasonal_naive_drift,26.256648967439876,49.792000000000016,29.95825233510184,True
interest_income_musd,W1,2,12,seasonal_naive,39.71191666666667,seasonal_naive,26.758116754111274,39.71191666666667,26.758116754111274,True
interest_income_musd,W2,0,10,seasonal_naive_drift,15.500000000000002,seasonal_naive_drift,11.954591778215777,25.300000000000004,21.529539805078844,True
interest_income_musd,W2,1,9,seasonal_naive,21.888888888888886,seasonal_naive,20.069698387445897,21.888888888888886,20.069698387445897,True
interest_income_musd,W2,2,8,seasonal_naive,20.25,seasonal_naive,19.27787688481236,20.25,19.27787688481236,True
tax_rate_pct,W1,0,14,trailing4,33.95287381152068,trailing4,22.319779873704906,41.65293302967321,26.28313658527629,True
tax_rate_pct,W1,1,13,seasonal_naive,33.8793606298743,trailing4,22.10497572433715,33.8793606298743,24.107358075366214,False
tax_rate_pct,W1,2,12,trailing4,33.00204496319234,trailing4,23.360337851769867,36.475007819182764,24.59320959452265,True
tax_rate_pct,W2,0,10,trailing4,22.258901289640725,trailing4,17.564705868885877,27.119887428464487,21.3477345193943,True
tax_rate_pct,W2,1,9,trailing4,23.424561009092788,trailing4,17.2391987063927,30.087643655383808,22.234454715731758,True
tax_rate_pct,W2,2,8,trailing4,25.69874483650407,trailing4,20.03946531211934,32.01659301267954,22.636371898508365,True
diluted_shares_m,W1,0,14,seasonal_naive_drift,12.233428571428576,seasonal_naive_drift,6.828510888901297,21.44864285714286,22.113857016345808,True
diluted_shares_m,W1,1,13,seasonal_naive_drift,11.300615384615385,seasonal_naive_drift,7.719668136909417,20.43038461538461,21.878908270415234,True
diluted_shares_m,W1,2,12,seasonal_naive_drift,12.286999999999995,seasonal_naive_drift,8.613870012151809,20.588249999999995,21.95488951174396,True
diluted_shares_m,W2,0,10,seasonal_naive_drift,6.1000000000000005,seasonal_naive_drift,4.938818745616888,19.5,21.666161831681265,True
diluted_shares_m,W2,1,9,seasonal_naive_drift,7.222222222222222,seasonal_naive_drift,6.2135364755098195,19.888888888888886,21.90612665008302,True
diluted_shares_m,W2,2,8,seasonal_naive_drift,7.875,seasonal_naive_drift,6.86833453099792,20.375,22.21935529074761,True
