print_quarter,kpi_quarter,print_date,reaction_date,in_requested_window,pre_close,reaction_open,reaction_close,raw_1d_pct,excess_1d_pct,gap_pct,gap_excess_pct,intraday_pct,intraday_excess_pct,gap_share_of_day1_abs,drift_5d_excess_pct,drift_20d_excess_pct,drift_60d_excess_pct,open_1d_excess_pct,open_5d_excess_pct,open_20d_excess_pct,open_60d_excess_pct,runup_20d_excess_pct,nights_m,nights_yoy_pct,nights_accel_vs_prior_q_pts,nights_accel_vs_prior_year_pts,gbv_yoy_pct,adr_yoy_pct,revenue_yoy_pct,fcf_margin_pct,fcf_margin_yoy_chg_pts,cons_revenue_musd,cons_revenue_vendor,revenue_surprise_pct,cons_nights_m,nights_surprise_pct,gbv_surprise_pct,next_quarter,next_q_cons_revenue_musd,next_q_cons_vendor,next_q_guide_mid_musd,guide_vs_street_pct,guide_implied_next_q_rev_yoy_pct,guide_implied_rev_decel_pts,pt_raises_60d_pre,pt_cuts_60d_pre,pt_net_60d_pre,estimate_direction_proxy,point_in_time_consensus_revision_direction,ws09_day1_excess_pct,ws09_runup_20d_excess_pct,ws09_drift_5d_excess_pct,ws09_drift_20d_excess_pct,ws09_drift_60d_excess_pct
2023Q2,2Q23,2023-08-03,2023-08-04,True,140.8800048828125,140.47000122070312,140.1699981689453,-0.5039797623926701,-0.035802454279931784,-0.2910304144654319,-0.8153867135296977,-0.21357090421495473,0.7737854377885434,57.74644860415622,-3.0711189711319142,-6.828146040420657,-10.426476302920285,0.7737854377885434,-1.2980077118529443,-6.946247437404396,-10.678682227644309,8.202453133535915,115.1,10.99,-7.62,-13.799999999999999,12.35,1.39,18.06,36.2,-1.5999999999999943,2420.0,Refinitiv,2.645,117.6,-2.126,0.579,2023Q3,3220.0,Refinitiv,3350.0,4.037,16.15811373092926,-1.90188626907074,7,0,7,rising,MISSING - needs Bloomberg BEst,-0.07779912409888823,8.202448522384099,-3.485541862616259,-7.3467800853726395,-12.039876197881261
2023Q3,3Q23,2023-11-01,2023-11-02,True,119.47000122070312,122.51000213623048,115.5,-3.3230109484716053,-5.138343518352517,2.544572599368622,1.261510855901471,-5.721983522974227,-6.247511500951341,76.5743068207157,-1.8069233073115587,9.608999272330344,10.067833203018651,-6.247511500951342,-7.112035495497182,-4.421988877518124,4.34621541732807,-5.456310726657742,113.2,13.54,2.55,-11.55,17.31,3.16,17.79,38.6,5.399999999999999,3370.0,LSEG,0.801,112.9,0.266,,2023Q4,2180.0,LSEG,2150.0,-1.376,13.038906414300744,-4.751093585699255,1,1,0,flat/none,MISSING - needs Bloomberg BEst,-4.917171605544591,-5.456308479054894,-1.8272620666849644,7.954400859323641,7.30623011335363
2023Q4,4Q23,2024-02-13,2024-02-14,True,150.82000732421875,146.16000366210938,148.1999969482422,-1.7371769319333819,-2.8269012489926304,-3.0897781698761895,-3.722148266679337,1.395726077599746,0.941245854371231,177.86203080865442,3.6443061358745643,10.941181930653077,-3.309081857152485,0.941245854371231,3.417401072963966,10.641186353226818,-1.6542097673369005,7.055068449735957,98.8,12.02,-1.52,-8.14,14.81,2.57,16.61,2.1,-21.799999999999997,2170.0,LSEG,2.212,98.0,0.816,,2024Q1,2030.0,LSEG,2050.0,0.985,12.761276127612753,-3.8487238723872466,6,0,6,rising,MISSING - needs Bloomberg BEst,-3.0807867988930315,7.05503669224834,4.044546350008572,12.063499439320635,-3.6937664681183424
2024Q1,1Q24,2024-05-08,2024-05-09,True,157.89999389648438,146.60000610351562,147.0500030517578,-6.871432086209939,-7.089582215829549,-7.156420664827112,-7.217773438351127,0.3069556135792073,0.15025439802549556,104.14744081061514,-2.3899478146882647,-5.240047243318124,-10.937226563112091,0.15025439802549556,-3.400383575395738,-4.959594285713886,-13.396089455907823,-1.8704241235226404,132.6,9.5,-2.52,-9.11,12.25,2.64,17.82,89.1,2.0999999999999943,2060.0,LSEG,3.981,132.1,0.379,,2024Q2,2740.0,LSEG,2710.0,-1.095,9.09822866344605,-8.72177133655395,7,0,7,rising,MISSING - needs Bloomberg BEst,-6.988412991264703,-1.8703959137973958,-2.4128144710490425,-5.24821876447057,-10.16387496972414
2024Q2,2Q24,2024-08-06,2024-08-07,True,130.47000122070312,112.44000244140624,113.01000213623048,-13.382385928652896,-12.299408707793125,-13.819267732509122,-15.402775450846452,0.5069367506651101,3.1318558926487827,103.26460323432178,-3.5728414039537304,-3.2549146233643356,7.983890955949713,3.1318558926487827,0.3628956482840895,-0.6989107540356976,10.224250332322038,-2.7176582897497914,125.1,8.69,-0.81,-2.3000000000000007,10.99,2.12,10.63,38.0,1.7999999999999972,2740.0,LSEG,0.292,,,,2024Q3,,,3700.0,,8.91963497203414,-1.7103650279658602,2,0,2,rising,MISSING - needs Bloomberg BEst,-10.496649821282368,-2.7176706418700958,-3.498341353556521,-3.2112952937762618,4.290059779102828
2024Q3,3Q24,2024-11-07,2024-11-08,True,147.3699951171875,134.6699981689453,134.61000061035156,-8.658475218574369,-8.775318433663216,-8.617763024381764,-8.520399621064923,-0.04455154036497877,-0.2589669208823864,99.52979949512049,1.8498667498771937,0.37340738596192136,-1.4328353415810957,-0.2589669208823864,0.7662007810902871,-0.9489286188417934,-4.787178721348706,6.710002038002183,122.8,8.48,-0.21,-5.059999999999999,9.84,1.4,9.86,28.8,-9.8,3720.0,LSEG,0.323,121.4,1.153,1.005,2024Q4,2420.0,LSEG,2415.0,-0.207,8.881875563570784,-0.9781244364292156,4,2,2,rising,MISSING - needs Bloomberg BEst,-9.729513915539002,6.710001137774935,1.9781282923890142,0.3300787748075962,-1.6749969936057152
2024Q4,4Q24,2025-02-13,2025-02-14,True,141.0399932861328,158.18499755859375,161.4199981689453,14.449805624612356,14.029951193282542,12.156129529642179,12.135606046426673,2.045074223396748,1.64582521508565,84.12659550891564,-6.886898587343637,-11.069606589376003,-10.285617926229706,1.64582521508565,-5.806171958135731,-11.818581258233607,-9.902664858195486,2.713318161439271,111.0,12.35,3.87,0.33000000000000007,13.55,0.89,11.81,18.5,16.4,2420.0,LSEG,2.479,108.7,2.116,2.326,2025Q1,2300.0,LSEG,2250.0,-2.174,5.042016806722693,-6.767983193277307,3,1,2,rising,MISSING - needs Bloomberg BEst,14.943330289817116,2.713352314346107,-8.98855891647268,-15.300669569862247,-13.41770846845052
2025Q1,1Q25,2025-05-01,2025-05-02,True,124.01000213623048,121.0999984741211,125.26000213623048,1.0079832097952934,-0.476403521064217,-2.346587865479288,-3.3555597852268026,3.435180606545085,2.96451468244312,232.8002929687535,1.596970519946872,-3.5523729773693002,-8.623673501970174,2.96451468244312,4.008608829106253,-0.17066758557597872,-3.5930983275675565,-0.17605722789562073,143.1,7.92,-4.43,-1.58,6.99,-0.89,6.07,78.4,-10.699999999999989,2260.0,LSEG,0.531,143.4,-0.209,,2025Q2,3040.0,LSEG,3020.0,-0.658,9.89810771470161,3.828107714701609,3,11,-8,falling,MISSING - needs Bloomberg BEst,-0.48370235681296503,-0.17605235510977923,1.6301229828630248,-3.6699606289167352,-9.03727980060085
2025Q2,2Q25,2025-08-06,2025-08-07,True,130.5,120.37999725341795,120.02999877929688,-8.022989441151818,-8.361419760084498,-7.754791376691228,-8.52155008954788,-0.2907447101733074,0.1343244290897161,96.65713053185713,1.969787109845278,1.9511217249917445,-5.086862493701694,0.1343244290897161,1.9474185004745737,3.522475017541149,-4.561494226558405,-6.6302348456503175,134.4,7.43,-0.48,-1.2599999999999998,10.85,2.92,12.66,31.1,-6.899999999999999,3040.0,LSEG,1.842,133.35,0.787,3.707,2025Q3,4050.0,LSEG,4060.0,0.247,8.788853161843523,-3.871146838156477,8,0,8,rising,MISSING - needs Bloomberg BEst,-7.995863455005924,-6.630240182222192,1.4540184684843087,1.5360647708441917,-6.130044733607566
2025Q3,3Q25,2025-11-06,2025-11-07,True,120.52999877929688,125.49500274658205,120.87999725341795,0.2903828736960046,0.6059113007407468,4.1193097300005865,4.668623158064622,-3.6774416448146496,-3.9125179515530517,1418.5787465940575,1.087408180065108,-1.4498139548387856,2.407122177249321,-3.9125179515530517,-3.4452152253612867,-3.758865912314402,-0.28437140570077846,0.15743971319110983,133.6,8.79,1.36,0.3099999999999987,13.93,4.67,9.73,32.9,4.099999999999998,4080.0,LSEG,0.368,131.75,1.404,4.566,2025Q4,2670.0,LSEG,2690.0,0.749,8.467741935483875,-1.262258064516125,0,1,-1,falling,MISSING - needs Bloomberg BEst,0.6073372835802116,0.15743223175777032,1.0929113639529864,-1.4404026335869902,2.2798353228287382
2025Q4,4Q25,2026-02-12,2026-02-13,True,115.95999908447266,126.46499633789062,121.3499984741211,4.648154046398378,4.435053315427617,9.059156033422756,9.094122397223737,-4.044595747350687,-4.292749612505708,194.89793029648496,1.4114718443956176,5.999568197765514,-5.853340725610656,-4.292749612505709,-0.2688708489249292,0.9870705320312423,-10.426616675768452,-9.62193238085759,121.9,9.82,1.03,-2.5299999999999994,15.91,5.93,12.02,18.8,0.3000000000000007,2720.0,LSEG,2.132,117.6,3.656,5.155,2026Q1,2530.0,LSEG,2610.0,3.162,14.876760563380277,2.856760563380277,8,2,6,rising,MISSING - needs Bloomberg BEst,3.8524365413224793,-9.621940393504369,1.2947749171186356,5.49746123690773,-6.5025017994095204
2026Q1,1Q26,2026-05-07,2026-05-08,True,140.4600067138672,138.125,141.49000549316406,0.7333039513482964,-1.6107801379421582,-1.662399688349625,-2.3790055034206725,2.436203071973986,0.8203044214498911,226.69994963112333,-5.783056222235627,-5.670275812707515,6.920948599025611,0.8203044214498911,-6.064235937672957,-4.053833627341962,5.1204039860381245,-5.140275684672457,156.2,9.15,-0.67,1.2300000000000004,19.18,9.03,17.87,63.6,-14.800000000000004,2620.0,LSEG,2.214,155.77,0.276,4.96,2026Q2,3460.0,LSEG,3570.0,3.179,15.310077519379849,-2.559922480620152,4,1,3,rising,MISSING - needs Bloomberg BEst,-1.8721967015352892,-5.140266256056369,-6.312458096689234,-3.3853702167417907,6.11128994115413
2026Q2,2Q26,2026-08-06,2026-08-07,True,151.63999938964844,164.6999969482422,178.07000732421875,17.42944344562858,16.256840829448272,8.612501721946897,7.8428942480635255,8.117796371409858,7.717879022916296,49.41352114204754,2.2518560857045733,2.736209662129563,,7.717879022916296,10.749168341352199,12.8216118654903,,4.426888475601554,148.3,10.34,1.19,2.91,15.74,5.3,16.54,34.7,3.6000000000000014,3580.0,LSEG,0.782,,,,2026Q3,4610.0,LSEG,4730.0,2.603,15.506715506715496,-1.0332844932845031,6,1,5,rising,MISSING - needs Bloomberg BEst,16.834445255175936,4.426887835402249,2.966278709039713,3.1973388504975304,
