source,series,freq,period,value,unit
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2023-10,156.46,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2023-09,169.03,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2023-08,196.88,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2023-07,195.73,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2023-06,174.36,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2023-05,204.99,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2023-04,171.76,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2023-03,140.59,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2023-02,143.16,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2023-01,136.93,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-12,143.33,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-11,144.41,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-10,143.76,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-09,156.27,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-08,188.17,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-07,185.19,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-06,160.47,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-05,186.92,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-04,157.06,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-03,129.2,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-02,131.62,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2022-01,126.06,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-12,134.54,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-11,134.85,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-10,131.85,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-09,142.83,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-08,167.35,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-07,166.23,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-06,143.08,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-05,166.01,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-04,138.5,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-03,115.57,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-02,114.52,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2021-01,117.12,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2020-12,121.32,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2020-11,119.08,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2020-10,115.09,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2020-09,127.99,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2020-08,154.79,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2020-07,153.5,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2020-06,138.11,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2020-04,131.8,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2020-03,129.39,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2020-02,137.63,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2020-01,135.37,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-12,138.18,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-11,135.84,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-10,134.8,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-09,144.24,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-08,170.34,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-07,165.99,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-06,150.46,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-05,137.64,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-04,131.8,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-03,126.93,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-02,135.53,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2019-01,133.53,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-12,137.36,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-11,134.56,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-10,132.01,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-09,143.26,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-08,166.89,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-07,164.72,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-06,148.93,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-05,138.14,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-04,127.82,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-03,127.07,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-02,132.55,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2018-01,131.52,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-12,132.83,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-11,131.49,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-10,130.15,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-09,139.62,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-08,163.19,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-07,160.33,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-06,145.27,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-05,133.05,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-04,127.05,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-03,118.24,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-02,124.73,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2017-01,121.51,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-12,122.47,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-11,120.92,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-10,121.61,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-09,132.92,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-08,155.08,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-07,150.37,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-06,136.5,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-05,125.4,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-04,118.21,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-03,114.91,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-02,119.34,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2016-01,116.85,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-12,119.64,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-11,115.71,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-10,116.93,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-09,124.31,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-08,146.93,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-07,141.9,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-06,129.61,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-05,119.49,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-04,114.15,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-03,108.43,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-02,113.37,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2015-01,111.07,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2014-12,114.18,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2014-11,110.85,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2014-10,111.05,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2014-09,119.98,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2014-08,143.32,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2014-07,137.65,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2014-06,123.78,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2014-05,112.48,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2014-04,110.64,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2014-03,104.48,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8076,M,2014-02,108.51,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2026-07,6.21,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2026-06,3.96,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2026-05,3.41,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2026-04,6.28,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2026-03,1.5,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2026-02,0.5,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2026-01,-1.59,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-12,-0.45,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-11,1.05,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-10,2.0,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-09,1.93,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-08,3.03,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-07,1.31,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-06,6.25,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-05,5.56,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-04,7.01,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-03,4.21,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-02,6.49,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2025-01,7.67,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-12,7.0,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-11,8.61,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-10,6.42,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-09,4.94,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-08,5.25,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-07,5.78,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-06,5.55,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-05,7.68,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-04,4.73,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-03,13.18,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-02,9.31,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2024-01,9.7,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-12,11.85,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-11,9.18,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-10,8.84,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-09,8.16,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-08,4.63,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-07,5.69,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-06,8.65,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-05,9.66,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-04,9.36,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-03,8.81,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-02,8.77,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2023-01,8.62,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-12,6.53,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-11,7.09,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-10,9.03,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-09,9.41,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-08,12.44,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-07,11.41,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-06,12.16,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-05,12.6,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-04,13.4,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-03,11.8,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-02,14.93,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2022-01,7.64,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2021-12,10.9,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2021-11,13.24,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2021-10,14.56,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2021-09,11.6,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2021-08,8.11,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2021-07,8.29,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2021-06,3.6,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2021-04,5.08,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2021-03,-10.68,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2021-02,-16.79,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2021-01,-13.48,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2020-12,-12.2,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2020-11,-12.34,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2020-10,-14.62,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2020-09,-11.26,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2020-08,-9.13,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2020-07,-7.53,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2020-06,-8.21,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2020-04,0.0,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2020-03,1.94,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2020-02,1.55,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2020-01,1.38,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-12,0.6,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-11,0.95,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-10,2.11,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-09,0.68,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-08,2.07,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-07,0.78,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-06,1.03,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-05,-0.36,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-04,3.12,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-03,-0.1,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-02,2.25,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2019-01,1.53,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-12,3.41,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-11,2.34,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-10,1.43,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-09,2.6,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-08,2.26,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-07,2.74,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-06,2.52,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-05,3.82,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-04,0.6,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-03,7.46,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-02,6.27,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2018-01,8.23,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-12,8.46,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-11,8.74,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-10,7.03,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-09,5.04,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-08,5.23,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-07,6.62,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-06,6.43,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-05,6.1,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-04,7.48,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-03,2.9,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-02,4.51,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2017-01,3.99,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-12,2.36,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-11,4.51,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-10,4.0,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-09,6.92,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-08,5.54,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-07,5.97,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-06,5.32,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-05,4.95,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-04,3.56,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-03,5.98,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-02,5.27,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2016-01,5.2,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-12,4.78,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-11,4.38,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-10,5.29,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-09,3.61,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-08,2.52,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-07,3.09,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-06,4.71,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-05,6.23,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-04,3.17,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-03,3.78,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-02,4.47,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2015-01,6.36,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2014-12,3.91,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2014-11,3.87,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2014-10,3.84,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2014-09,4.39,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2014-08,5.4,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2014-07,4.43,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2014-06,4.91,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2014-05,3.77,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2014-04,4.92,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2014-03,0.93,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8077,M,2014-02,1.27,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8094,M,2026-07,229.45,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8094,M,2026-06,187.76,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8094,M,2026-05,216.44,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8094,M,2026-04,213.59,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8094,M,2026-03,201.47,index_or_rate
ine_es,ine_hdpi_holiday_dwellings_EOT8094,M,2026-02,169.72,index_or_rate
