vintage_date,horizon_q,spec_id,n_pool,b_pt,b_pct,b_usd,n_eff,m,m_hat,a,ft_n,disp,disp_ref,disp_ratio,raw_pt,raw_usd,raw_pct
2021-08-12,1,ew,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-08-12,0,rw_hl4_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-08-12,1,rw_hl4_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-08-12,0,ew_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-08-12,1,ew_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-08-12,0,rw_hl4_med,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-08-12,1,rw_hl4_med,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-08-12,0,rw_hl4_from21,2,22.009028956518115,0.0,174.71542771865637,1.8408964152537144,0.45,,174.71542771865637,2,,,1.0,45.9202374027411,364.53102654427187,
2021-08-12,1,rw_hl4_from21,1,11.716854059073512,0.0,130.53058333333334,1.0,0.45,,130.53058333333334,1,,,1.0,35.150562177220536,391.59175,
2021-11-04,0,rw_hl4,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-11-04,1,rw_hl4,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-11-04,0,ew,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-11-04,1,ew,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-11-04,0,rw_hl4_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-11-04,1,rw_hl4_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-11-04,0,ew_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-11-04,1,ew_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-11-04,0,rw_hl4_med,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-11-04,1,rw_hl4_med,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2021-11-04,0,rw_hl4_from21,3,19.453014542305823,0.25851452841629574,229.81589043522823,2.548003196440262,0.45,,229.81589043522823,3,,,1.0,34.72223757113329,410.20490309918176,0.7755435852488872
2021-11-04,1,rw_hl4_from21,2,13.250622218594673,0.426103596536722,246.56622476380198,1.8408964152537144,0.45,,246.56622476380198,2,,,1.0,27.6464590606893,514.4424862641754,1.278310789610166
2022-02-15,0,rw_hl4,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2022-02-15,1,rw_hl4,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,0.2516713726808669,0.2871738334026794,0.8763729261083812,,,
2022-02-15,0,ew,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2022-02-15,1,ew,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,0.2516713726808669,0.28409832519733064,0.8858601067291036,,,
2022-02-15,0,rw_hl4_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2022-02-15,1,rw_hl4_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,0.2516713726808669,0.2871738334026794,0.8763729261083812,,,
2022-02-15,0,ew_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2022-02-15,1,ew_usd,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,0.2516713726808669,0.28409832519733064,0.8858601067291036,,,
2022-02-15,0,rw_hl4_med,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,,,1.0,,,
2022-02-15,1,rw_hl4_med,0,0.0,0.0,0.0,0.0,0.45,,0.0,0,0.2516713726808669,0.2871738334026794,0.8763729261083812,,,
2022-02-15,0,rw_hl4_from21,4,15.604380698804999,0.28934388936146355,191.28405941720234,3.1426067539416227,0.8367205708377919,1.328949603761172,68.12972383451823,4,,,1.0,25.535232326507487,313.0199776495958,0.6036949706759284
2022-02-15,1,rw_hl4_from21,3,10.93955704172867,0.42728656991027025,201.57132779483538,2.548003196440262,0.45,,201.57132779483538,3,0.2516713726808669,0.2871738334026794,0.8763729261083812,19.526325737319,359.79038189684326,0.8915023360661093
2022-05-03,0,rw_hl4,1,5.282727569383318,0.0,79.10440666666666,1.0,0.45,,79.10440666666666,1,0.16358069269216155,0.24140491923309731,0.6776195498079732,15.848182708149954,237.31322,
2022-05-03,1,rw_hl4,1,5.57355209147308,0.0,82.72321000000001,1.0,0.45,,82.72321000000001,1,0.1337990564425016,0.23836887975462684,0.5613109252358455,16.72065627441924,248.16963,
2022-05-03,0,ew,1,5.282727569383318,0.0,79.10440666666666,1.0,0.45,,79.10440666666666,1,0.16358069269216155,0.24723888724253007,0.6616301121420933,15.848182708149954,237.31322,
2022-05-03,1,ew,1,5.57355209147308,0.0,82.72321000000001,1.0,0.45,,82.72321000000001,1,0.1337990564425016,0.24652350800862335,0.5427436008975717,16.72065627441924,248.16963,
2022-05-03,0,rw_hl4_usd,1,5.282727569383318,0.0,79.10440666666666,1.0,0.45,,79.10440666666666,1,0.16358069269216155,0.24140491923309731,0.6776195498079732,15.848182708149954,237.31322,
2022-05-03,1,rw_hl4_usd,1,5.57355209147308,0.0,82.72321000000001,1.0,0.45,,82.72321000000001,1,0.1337990564425016,0.23836887975462684,0.5613109252358455,16.72065627441924,248.16963,
2022-05-03,0,ew_usd,1,5.282727569383318,0.0,79.10440666666666,1.0,0.45,,79.10440666666666,1,0.16358069269216155,0.24723888724253007,0.6616301121420933,15.848182708149954,237.31322,
2022-05-03,1,ew_usd,1,5.57355209147308,0.0,82.72321000000001,1.0,0.45,,82.72321000000001,1,0.1337990564425016,0.24652350800862335,0.5427436008975717,16.72065627441924,248.16963,
2022-05-03,0,rw_hl4_med,1,5.282727569383318,0.0,79.10440666666666,1.0,0.45,,79.10440666666666,1,0.16358069269216155,0.24140491923309731,0.6776195498079732,15.848182708149954,237.31322,
2022-05-03,1,rw_hl4_med,1,5.57355209147308,0.0,82.72321000000001,1.0,0.45,,82.72321000000001,1,0.1337990564425016,0.23836887975462684,0.5613109252358455,16.72065627441924,248.16963,
2022-05-03,0,rw_hl4_from21,5,14.767600109548445,0.26339371543375717,188.65428222724782,3.6426067539416223,0.824344301844924,1.235417280216636,55.96866871462561,5,0.16358069269216155,0.24140491923309731,0.6776195498079732,22.87585944529398,292.2363019020904,0.6036949706759283
2022-05-03,1,rw_hl4_from21,4,11.386811490880678,0.38896483161258444,198.15999570146795,3.1426067539416227,0.7563802112882275,1.1463497305784782,58.75042605565636,4,0.1337990564425016,0.23836887975462684,0.5613109252358455,18.633541598997923,324.2718583791162,0.8915023360661092
2022-08-02,0,rw_hl4,2,5.855516543883171,0.15637261374247124,111.0657226516579,1.8408964152537144,0.45,,111.0657226516579,2,0.0864059394968042,0.1920831326169751,0.5,12.217109184690347,231.7305484738655,0.46911784122741373
2022-08-02,1,rw_hl4,2,6.903348053898068,0.2712336729707445,137.38169301995742,1.8408964152537144,0.45,,137.38169301995742,2,0.1811743472948927,0.22266734063079896,0.8136547855722358,14.40333338354155,286.63690573220913,0.8137010189122336
2022-08-02,0,ew,2,6.252983795860111,0.15637261374247124,116.08733,2.0,0.45,,116.08733,2,0.0864059394968042,0.2070306503060986,0.5,12.505967591720221,232.17466,0.46911784122741373
2022-08-02,1,ew,2,7.293840286509091,0.2712336729707445,141.7883825,2.0,0.45,,141.7883825,2,0.1811743472948927,0.23345367586587723,0.7760612319464192,14.587680573018183,283.576765,0.8137010189122336
2022-08-02,0,rw_hl4_usd,2,5.855516543883171,0.15637261374247124,111.0657226516579,1.8408964152537144,0.45,,111.0657226516579,2,0.0864059394968042,0.1920831326169751,0.5,12.217109184690347,231.7305484738655,0.46911784122741373
2022-08-02,1,rw_hl4_usd,2,6.903348053898068,0.2712336729707445,137.38169301995742,1.8408964152537144,0.45,,137.38169301995742,2,0.1811743472948927,0.22266734063079896,0.8136547855722358,14.40333338354155,286.63690573220913,0.8137010189122336
2022-08-02,0,ew_usd,2,6.252983795860111,0.15637261374247124,116.08733,2.0,0.45,,116.08733,2,0.0864059394968042,0.2070306503060986,0.5,12.505967591720221,232.17466,0.46911784122741373
2022-08-02,1,ew_usd,2,7.293840286509091,0.2712336729707445,141.7883825,2.0,0.45,,141.7883825,2,0.1811743472948927,0.23345367586587723,0.7760612319464192,14.587680573018183,283.576765,0.8137010189122336
2022-08-02,0,rw_hl4_med,2,4.392078634310236,0.15637261374247124,108.81572878751423,1.8408964152537144,0.45,,108.81572878751423,2,0.0864059394968042,0.1920831326169751,0.5,9.16375247529049,227.03609999999998,0.46911784122741373
2022-08-02,1,rw_hl4_med,2,5.969393358318,0.2712336729707445,152.88522640224866,1.8408964152537144,0.45,,152.88522640224866,2,0.1811743472948927,0.22266734063079896,0.8136547855722358,12.454704871617125,318.9839,0.8137010189122336
2022-08-02,0,rw_hl4_from21,6,13.068291109280006,0.29173368896636226,185.08358601475098,4.063054961568479,0.7545034157997267,1.054281212241031,72.75143719473978,6,0.0864059394968042,0.1920831326169751,0.5,19.50103259709645,276.18921356122274,0.5452266537958684
2022-08-02,1,rw_hl4_from21,5,10.933922997182789,0.45892881465748964,208.39781227788527,3.6426067539416223,0.7752743773367702,1.1324629505856334,62.23156195100077,5,0.1811743472948927,0.22266734063079896,0.8136547855722358,16.937273748867042,322.8201621801252,0.8577008121096994
2022-11-01,0,rw_hl4,3,5.277891954391184,0.14381456669628512,122.56022163455843,2.548003196440262,0.45,,122.56022163455843,3,0.19245580641547794,0.1921854422605016,1.001406787901291,9.420659092018616,218.76121683408064,0.3000586285616177
2022-11-01,1,rw_hl4,3,6.165576392422773,0.23551261491986883,155.40590359400147,2.548003196440262,0.45,,155.40590359400147,3,0.2228067914142295,0.22270166228894775,1.0004720625980121,11.00511223055399,277.38840645044553,0.49137993365481264
2022-11-01,0,ew,3,6.0207361186635096,0.156753795973187,132.60679399999998,3.0,0.45,,132.60679399999998,3,0.19245580641547794,0.20411568152797446,0.9428761424638581,10.034560197772516,221.0113233333333,0.313507591946374
2022-11-01,1,ew,3,6.98400323391094,0.2585105768533485,166.045046,3.0,0.45,,166.045046,3,0.2228067914142295,0.23167919512393595,0.9617039255296091,11.640005389851567,276.7417433333333,0.517021153706697
2022-11-01,0,rw_hl4_usd,3,5.277891954391184,0.14381456669628512,122.56022163455843,2.548003196440262,0.45,,122.56022163455843,3,0.19245580641547794,0.1921854422605016,1.001406787901291,9.420659092018616,218.76121683408064,0.3000586285616177
2022-11-01,1,rw_hl4_usd,3,6.165576392422773,0.23551261491986883,155.40590359400147,2.548003196440262,0.45,,155.40590359400147,3,0.2228067914142295,0.22270166228894775,1.0004720625980121,11.00511223055399,277.38840645044553,0.49137993365481264
2022-11-01,0,ew_usd,3,6.0207361186635096,0.156753795973187,132.60679399999998,3.0,0.45,,132.60679399999998,3,0.19245580641547794,0.20411568152797446,0.9428761424638581,10.034560197772516,221.0113233333333,0.313507591946374
2022-11-01,1,ew_usd,3,6.98400323391094,0.2585105768533485,166.045046,3.0,0.45,,166.045046,3,0.2228067914142295,0.23167919512393595,0.9617039255296091,11.640005389851567,276.7417433333333,0.517021153706697
2022-11-01,0,rw_hl4_med,3,5.133960903260378,0.07567833668628124,127.19619655503234,2.548003196440262,0.45,,127.19619655503234,3,0.19245580641547794,0.1921854422605016,1.001406787901291,9.16375247529049,227.03609999999998,0.15789734266533428
2022-11-01,1,rw_hl4_med,3,6.977705699160312,0.10560698448499468,147.38501789480395,2.548003196440262,0.45,,147.38501789480395,3,0.2228067914142295,0.22270166228894775,1.0004720625980121,12.454704871617125,263.07169999999996,0.22034128850116041
2022-11-01,0,rw_hl4_from21,7,11.177109825120198,0.24580762292160646,178.0247384812592,4.416608352161753,0.7233173687433246,0.970853348345905,79.59884160550925,7,0.19245580641547794,0.1921854422605016,1.001406787901291,16.238509403214756,258.64077879378686,0.41328002980492656
2022-11-01,1,rw_hl4_from21,6,9.504194796301492,0.38099912822445187,206.4780226132598,4.063054961568479,0.7816732666844102,1.1081992623419958,63.105239819226966,6,0.2228067914142295,0.22270166228894775,1.0004720625980121,14.18254391350494,308.11485724448625,0.6405795279931973
2023-02-14,0,rw_hl4,4,4.805903191846771,0.15425101839918187,109.99851782476199,3.1426067539416227,0.5239738938061226,0.6181299872636836,68.76647731245077,4,0.18909014420618836,0.19142362680794411,0.9878098506403447,7.864448894912518,180.0031518355532,0.27532701910018675
2023-02-14,1,rw_hl4,4,5.740791341044264,0.23397417859962877,138.47762957570146,3.1426067539416227,0.5606400226021389,0.7014658163014216,78.1035578321854,4,0.060245543179561,0.18591865909830463,0.5,9.394313267606574,226.6067786663508,0.41762714962141323
2023-02-14,0,ew,4,5.772297168226285,0.1728115184987055,126.66563833333332,4.0,0.49984224523255294,0.5496844904651058,78.87349946786888,4,0.18909014420618836,0.20161142530767676,0.9378939904701342,8.658445752339428,189.99845749999997,0.2880191974978425
2023-02-14,1,ew,4,6.810503449984663,0.2674999823209473,158.00449166666667,4.0,0.5679301158279226,0.6858602316558453,84.64008955098089,4,0.060245543179561,0.20718867341759667,0.5,10.215755174976994,237.00673749999999,0.44583330386824555
2023-02-14,0,rw_hl4_usd,4,4.805903191846771,0.15425101839918187,109.99851782476199,3.1426067539416227,0.5239738938061226,0.6181299872636836,68.76647731245077,4,0.18909014420618836,0.19142362680794411,0.9878098506403447,7.864448894912518,180.0031518355532,0.27532701910018675
2023-02-14,1,rw_hl4_usd,4,5.740791341044264,0.23397417859962877,138.47762957570146,3.1426067539416227,0.5606400226021389,0.7014658163014216,78.1035578321854,4,0.060245543179561,0.18591865909830463,0.5,9.394313267606574,226.6067786663508,0.41762714962141323
2023-02-14,0,ew_usd,4,5.772297168226285,0.1728115184987055,126.66563833333332,4.0,0.49984224523255294,0.5496844904651058,78.87349946786888,4,0.18909014420618836,0.20161142530767676,0.9378939904701342,8.658445752339428,189.99845749999997,0.2880191974978425
2023-02-14,1,ew_usd,4,6.810503449984663,0.2674999823209473,158.00449166666667,4.0,0.5679301158279226,0.6858602316558453,84.64008955098089,4,0.060245543179561,0.20718867341759667,0.5,10.215755174976994,237.00673749999999,0.44583330386824555
2023-02-14,0,rw_hl4_med,4,3.1115257844995807,0.13280219663860957,121.41463519759827,3.1426067539416227,0.5239738938061226,0.6181299872636836,58.01231249008958,4,0.18909014420618836,0.19142362680794411,0.9878098506403447,5.091745409877106,198.68464999999992,0.2370424086007794
2023-02-14,1,rw_hl4_med,4,3.6317235731623825,0.17001108224128772,151.65451932785425,3.1426067539416227,0.5606400226021389,0.7014658163014216,64.08489225514458,4,0.060245543179561,0.18591865909830463,0.5,5.943004530353278,248.16963,0.3034576041913426
2023-02-14,0,rw_hl4_from21,8,9.657333168793038,0.22990129847558216,157.51305096566824,4.713910130912434,0.7544600822186898,1.0128104315154491,69.50959540321035,8,0.18909014420618836,0.19142362680794411,0.9878098506403447,13.75471003877751,224.3420937735674,0.36246841370516214
2023-02-14,1,rw_hl4_from21,7,8.477874842058581,0.34464913377141354,182.41872504066632,4.416608352161753,0.7033450290193505,0.9327926130645583,77.38685809216194,7,0.060245543179561,0.18591865909830463,0.5,12.316963194961323,265.0245213872587,0.5433828587803767
2023-05-09,0,rw_hl4,5,3.860150550225414,0.14529658738842163,90.61161925102358,3.6426067539416223,0.5258520713128215,0.6091463453716317,46.77269529034983,5,0.05402991228743438,0.1603152052397829,0.5,5.979594569840428,140.3625945123382,0.23776541900802087
2023-05-09,1,rw_hl4,5,4.770617805670252,0.22366253877196776,115.5731441566626,3.6426067539416223,0.6472544764038629,0.8638625153478595,47.957906320180655,5,0.036244385483308994,0.15416704112971505,0.5,7.389960560969338,179.02942805642874,0.36600458554026827
2023-05-09,0,ew,5,5.090349829938079,0.17022387890920324,113.65743142857141,5.0,0.5382987487477907,0.6089377477460233,59.53497195889262,5,0.05402991228743438,0.18052835201907072,0.5,7.1264897619133105,159.12040399999998,0.25533581836380487
2023-05-09,1,ew,5,6.136609323005225,0.2654829404481599,143.04687857142855,5.0,0.6760678715554553,0.8569221687998196,56.23593249049892,5,0.036244385483308994,0.1858206374258107,0.5,8.591253052207316,200.26563,0.39822441067223985
2023-05-09,0,rw_hl4_usd,5,3.860150550225414,0.14529658738842163,90.61161925102358,3.6426067539416223,0.5258520713128215,0.6091463453716317,46.77269529034983,5,0.05402991228743438,0.1603152052397829,0.5,5.979594569840428,140.3625945123382,0.23776541900802087
2023-05-09,1,rw_hl4_usd,5,4.770617805670252,0.22366253877196776,115.5731441566626,3.6426067539416223,0.6472544764038629,0.8638625153478595,47.957906320180655,5,0.036244385483308994,0.15416704112971505,0.5,7.389960560969338,179.02942805642874,0.36600458554026827
2023-05-09,0,ew_usd,5,5.090349829938079,0.17022387890920324,113.65743142857141,5.0,0.5382987487477907,0.6089377477460233,59.53497195889262,5,0.05402991228743438,0.18052835201907072,0.5,7.1264897619133105,159.12040399999998,0.25533581836380487
2023-05-09,1,ew_usd,5,6.136609323005225,0.2654829404481599,143.04687857142855,5.0,0.6760678715554553,0.8569221687998196,56.23593249049892,5,0.036244385483308994,0.1858206374258107,0.5,8.591253052207316,200.26563,0.39822441067223985
2023-05-09,0,rw_hl4_med,5,2.924425248168889,0.09648983078653404,62.592815040764066,3.6426067539416223,0.5258520713128215,0.6091463453716317,45.98773088976772,5,0.05402991228743438,0.1603152052397829,0.5,4.530102416040169,96.95985999999999,0.15789734266533428
2023-05-09,1,rw_hl4_med,5,3.8365297078071863,0.1560715553510814,76.0473588910285,3.6426067539416223,0.6472544764038629,0.8638625153478595,66.40909789481557,5,0.036244385483308994,0.15416704112971505,0.5,5.943004530353278,117.80171999999999,0.2553977310842228
2023-05-09,0,rw_hl4_from21,9,7.972690518251621,0.2052635583569192,132.81045718750113,4.963910130912434,0.8200541474000844,1.1182498339783695,39.940004069533515,9,0.05402991228743438,0.1603152052397829,0.5,11.184952750237732,186.32087687073934,0.3100805530118098
2023-05-09,1,rw_hl4_from21,8,7.125108620789633,0.3110283131639487,154.5416061116311,4.713910130912434,0.7674227346841745,1.036772574514688,48.29443391118527,8,0.036244385483308994,0.15416704112971505,0.5,10.148122816187746,220.10993551112168,0.46985364630826376
2023-08-03,0,rw_hl4,6,2.7427438489132476,0.10724903336459377,67.70904999901929,4.063054961568479,0.7098205227656444,0.9656088645165959,13.806540839900151,6,0.04911848170763491,0.136726142138441,0.5,4.0928333135433075,101.03818319532793,0.16613490307783738
2023-08-03,1,rw_hl4,6,3.627114493339397,0.17876289733476344,95.82594608786297,4.063054961568479,0.6901748952866589,0.9266224920417302,22.93503110243849,6,0.09970648945570489,0.14319574023229134,0.6962950803841061,5.412526961370204,142.99535284915908,0.27691397946369556
2023-08-03,0,ew,6,4.243253586964224,0.14259812733537586,97.02342124999998,6.0,0.7062180466827979,0.8770300778046631,29.168516211771774,6,0.04911848170763491,0.16410211823014126,0.5,5.657671449285632,129.36456166666665,0.19963737826952618
2023-08-03,1,ew,6,5.288975552997805,0.23348288354599303,129.24364375,6.0,0.747279320579164,0.9454655342986067,31.770077910045757,6,0.09970648945570489,0.17625239876246562,0.5657028792560082,7.051967403997073,172.3248583333333,0.32687603696439027
2023-08-03,0,rw_hl4_usd,6,2.7427438489132476,0.10724903336459377,67.70904999901929,4.063054961568479,0.7098205227656444,0.9656088645165959,13.806540839900151,6,0.04911848170763491,0.136726142138441,0.5,4.0928333135433075,101.03818319532793,0.16613490307783738
2023-08-03,1,rw_hl4_usd,6,3.627114493339397,0.17876289733476344,95.82594608786297,4.063054961568479,0.6901748952866589,0.9266224920417302,22.93503110243849,6,0.09970648945570489,0.14319574023229134,0.6962950803841061,5.412526961370204,142.99535284915908,0.27691397946369556
2023-08-03,0,ew_usd,6,4.243253586964224,0.14259812733537586,97.02342124999998,6.0,0.7062180466827979,0.8770300778046631,29.168516211771774,6,0.04911848170763491,0.16410211823014126,0.5,5.657671449285632,129.36456166666665,0.19963737826952618
2023-08-03,1,ew_usd,6,5.288975552997805,0.23348288354599303,129.24364375,6.0,0.747279320579164,0.9454655342986067,31.770077910045757,6,0.09970648945570489,0.17625239876246562,0.5657028792560082,7.051967403997073,172.3248583333333,0.32687603696439027
2023-08-03,0,rw_hl4_med,6,3.0357724306599088,0.10153638358178134,64.97602986334657,4.063054961568479,0.7098205227656444,0.9656088645165959,29.775029299838323,6,0.04911848170763491,0.136726142138441,0.5,4.530102416040169,96.95985999999999,0.15728568096169204
2023-08-03,1,rw_hl4_med,6,3.8496845639293538,0.16487299944106315,78.94285404984693,4.063054961568479,0.6901748952866589,0.9266224920417302,42.48839978208319,6,0.09970648945570489,0.14319574023229134,0.6962950803841061,5.744655023518334,117.80171999999999,0.2553977310842228
2023-08-03,0,rw_hl4_from21,10,6.27268358833898,0.15859031556149963,105.70107499797453,5.174134234725862,0.9292145831793327,1.2996839691207451,11.4044168155065,10,0.04911848170763491,0.136726142138441,0.5,8.69731476479369,146.55856736397027,0.23246557911112403
2023-08-03,1,rw_hl4_from21,9,5.683845032415712,0.25247274951917537,129.97252782876254,4.963910130912434,0.8154302280399489,1.1098998847440504,21.509435816473577,9,0.09970648945570489,0.14319574023229134,0.6962950803841061,7.973912693802218,182.33952255711867,0.3700807563119643
2023-11-01,0,rw_hl4,7,2.6059359145026564,0.10222724831237158,82.33905228365856,4.416608352161753,0.7533253806030029,1.0280387863814773,16.238517211806936,7,0.05117321955155648,0.11949115594195267,0.5,3.785997947047224,119.62515316392196,0.15254763495705942
2023-11-01,1,rw_hl4,7,3.3227585872993877,0.1557080565642579,101.14275194092347,4.416608352161753,0.6744271375584028,0.8776845873148924,31.326380473690644,7,0.10439673231409013,0.13569709289187176,0.7693365428047684,4.827423851844762,146.94384811075622,0.23235386029424202
2023-11-01,0,ew,7,4.075965596316876,0.13863949715914753,106.59076888888887,7.0,0.7310778212903629,0.8916937191705703,29.866711941457222,7,0.05117321955155648,0.1515544628214096,0.5,5.240527195264555,137.04527428571427,0.18485266287886337
2023-11-01,1,ew,7,5.015573344994085,0.21628049387576448,132.70927333333333,7.0,0.7466950944785569,0.9162351484663036,35.69748015500941,7,0.10439673231409013,0.16906683211762807,0.6174879543579324,6.448594300706681,170.62620857142858,0.28837399183435264
2023-11-01,0,rw_hl4_usd,7,2.6059359145026564,0.10222724831237158,82.33905228365856,4.416608352161753,0.7533253806030029,1.0280387863814773,16.238517211806936,7,0.05117321955155648,0.11949115594195267,0.5,3.785997947047224,119.62515316392196,0.15254763495705942
2023-11-01,1,rw_hl4_usd,7,3.3227585872993877,0.1557080565642579,101.14275194092347,4.416608352161753,0.6744271375584028,0.8776845873148924,31.326380473690644,7,0.10439673231409013,0.13569709289187176,0.7693365428047684,4.827423851844762,146.94384811075622,0.23235386029424202
2023-11-01,0,ew_usd,7,4.075965596316876,0.13863949715914753,106.59076888888887,7.0,0.7310778212903629,0.8916937191705703,29.866711941457222,7,0.05117321955155648,0.1515544628214096,0.5,5.240527195264555,137.04527428571427,0.18485266287886337
2023-11-01,1,ew_usd,7,5.015573344994085,0.21628049387576448,132.70927333333333,7.0,0.7466950944785569,0.9162351484663036,35.69748015500941,7,0.10439673231409013,0.16906683211762807,0.6174879543579324,6.448594300706681,170.62620857142858,0.28837399183435264
2023-11-01,0,rw_hl4_med,7,1.8843567720738457,0.10540237066393975,126.04969099994011,4.416608352161753,0.7533253806030029,1.0280387863814773,34.86175269491468,7,0.05117321955155648,0.11949115594195267,0.5,2.737661671138092,183.1295500000001,0.15728568096169204
2023-11-01,1,rw_hl4_med,7,1.9467822621935051,0.1476580323216191,110.42835632637443,4.416608352161753,0.6744271375584028,0.8776845873148924,52.03455862325073,7,0.10439673231409013,0.13569709289187176,0.7693365428047684,2.8283556809643287,160.4343100000001,0.22034128850116041
2023-11-01,0,rw_hl4_from21,11,5.52025509891477,0.14374606298717166,111.65865434174496,5.350910930022499,0.9321159766421514,1.292515155733046,11.730413374888665,11,0.05117321955155648,0.11949115594195267,0.5,7.58355055313066,153.3931013553399,0.20610395461410924
2023-11-01,1,rw_hl4_from21,10,5.03371368019283,0.216627842558515,128.45368141964408,5.174134234725862,0.8033893013885908,1.0765861574089404,27.140838394620474,10,0.10439673231409013,0.13569709289187176,0.7693365428047684,6.979435786283309,178.10592297052446,0.31060228087650016
