spec_id,quarter,point,hist_min,hist_max,n_hist,above_every_historical,q10,q90,band_width_pp
oracle_rw_hl4_revknown,2027Q3,52.342303733461485,50.085470085470085,53.98881365911098,4,False,49.07886131810242,55.60574614882055,6.5268848307181315
rw_hl4,2027Q3,52.342303733461485,50.085470085470085,53.98881365911098,4,False,49.17160709558326,55.51300037133971,6.341393275756445
rw_hl4_pin,2027Q3,49.87486087171229,50.085470085470085,53.98881365911098,4,False,46.42632118780145,53.32340055562314,6.897079367821689
rw_hl4_prorata,2027Q3,52.15353393690425,50.085470085470085,53.98881365911098,4,False,44.74077647133654,59.56629140247197,14.82551493113543
equal,2027Q4,34.846067776115994,26.603575184016822,33.27321911632101,4,True,31.9923988205926,37.69973673163939,5.707337911046789
last,2027Q4,27.96391439347957,26.603575184016822,33.27321911632101,4,False,24.13900754399841,31.78882124296073,7.649813698962319
last_pin,2027Q4,29.214963014587447,26.603575184016822,33.27321911632101,4,False,24.85494707670253,33.574978952472364,8.720031875769834
nocushion,2027Q4,26.27469458895408,26.603575184016822,33.27321911632101,4,False,22.86941140331374,29.679977774594413,6.810566371280672
nocushion_pin,2027Q4,26.27469458895408,26.603575184016822,33.27321911632101,4,False,22.919185484032557,29.6302036938756,6.7110182098430435
nov_sentence_pin,2027Q4,28.145913990893646,26.603575184016822,33.27321911632101,4,False,24.57741634173057,31.71441164005672,7.136995298326152
oracle_rw_hl4_revknown,2027Q4,30.55057014907132,26.603575184016822,33.27321911632101,4,False,27.28712773371225,33.814012564430385,6.526884830718135
rw_hl4,2027Q4,30.55057014907132,26.603575184016822,33.27321911632101,4,False,27.379873511193093,33.721266786949535,6.341393275756442
rw_hl4_pin,2027Q4,34.296801249283874,26.603575184016822,33.27321911632101,4,True,30.84826156537303,37.74534093319472,6.897079367821689
rw_hl4_prorata,2027Q4,30.837172644961395,26.603575184016822,33.27321911632101,4,False,23.424415179393684,38.24993011052911,14.825514931135423
