source_row,name,address,postal_code,city,classification,classification_date,rooms,website,address_cluster,name_address_key,paris_city_postcode,source_id,independent_status,airbnb_membership
549,B&B HOTEL PARIS NORD 18ÈME,1 impasse Marteau,75018,PARIS 18E ARRONDISSEMENT,4 étoiles,07/03/2022,187,https://www.hotel-bb.com/fr/hotel/paris-nord-18-eme,1 IMPASSE MARTEAU|75018,B B HOTEL PARIS NORD 18EME|1 IMPASSE MARTEAU|75018,True,HRE-FR-CLASSIFIED,unverified,unverified
551,B&B HOTEL PARIS PORTE DES LILAS,23 Avenue René Fonck,75019,PARIS 19E ARRONDISSEMENT,2 étoiles,11/12/2024,265,https://www.hotel-bb.com/fr/hotel/paris-porte-des-lilas,23 AVE RENE FONCK|75019,B B HOTEL PARIS PORTE DES LILAS|23 AVE RENE FONCK|75019,True,HRE-FR-CLASSIFIED,unverified,unverified
636,BABA HÔTEL,15 rue du roi d'Alger,75018,PARIS 18E ARRONDISSEMENT,2 étoiles,25/04/2023,16,https://www.baba-hotel.com/,15 RUE DU ROI D ALGER|75018,BABA HOTEL|15 RUE DU ROI D ALGER|75018,True,HRE-FR-CLASSIFIED,unverified,unverified
637,BABEL HÔTELS BELLEVILLE,3 rue lemon,75020,PARIS 20E ARRONDISSEMENT,3 étoiles,29/02/2024,31,https://www.babel-belleville.com/,3 RUE LEMON|75020,BABEL HOTELS BELLEVILLE|3 RUE LEMON|75020,True,HRE-FR-CLASSIFIED,unverified,unverified
646,BED & COWORKING,226 Boulevard Voltaire,75011,PARIS 11E ARRONDISSEMENT,3 étoiles,26/03/2024,14,https://deskopolitan.com/hotel-deskopolitan-house/,226 BLVD VOLTAIRE|75011,BED COWORKING|226 BLVD VOLTAIRE|75011,True,HRE-FR-CLASSIFIED,unverified,unverified
653,BELINDA HOTEL & SPA,73 RUE BOILEAU,75016,PARIS 16E ARRONDISSEMENT,4 étoiles,27/08/2025,73,https://www.belindahotel.com/,73 RUE BOILEAU|75016,BELINDA HOTEL SPA|73 RUE BOILEAU|75016,True,HRE-FR-CLASSIFIED,unverified,unverified
658,BERKELEY HÔTEL,2 rue d'Odessa,75014,PARIS 14E ARRONDISSEMENT,3 étoiles,02/01/2023,39,http://berkeleyhotel.fr,2 RUE D ODESSA|75014,BERKELEY HOTEL|2 RUE D ODESSA|75014,True,HRE-FR-CLASSIFIED,unverified,unverified
684,BEST WESTERN HÔTEL ALLÉGRO PARIS NATION,33 AVENUE DU DOCTEUR ARNOLD NETTER,75012,PARIS,4 étoiles,06/10/2023,49,www.hotelallegroparis.com,33 AVE DU DOCTEUR ARNOLD NETTER|75012,BEST WESTERN HOTEL ALLEGRO PARIS NATION|33 AVE DU DOCTEUR ARNOLD NETTER|75012,True,HRE-FR-CLASSIFIED,unverified,unverified
685,BEST WESTERN HÔTEL ANJOU LAFAYETTE,4 Rue Riboutté,75009,PARIS 9E ARRONDISSEMENT,3 étoiles,08/03/2023,39,http://www.hotelanjoulafayette.com,4 RUE RIBOUTTE|75009,BEST WESTERN HOTEL ANJOU LAFAYETTE|4 RUE RIBOUTTE|75009,True,HRE-FR-CLASSIFIED,unverified,unverified
686,BEST WESTERN HÔTEL ARAMIS SAINT-GERMAIN,124 rue de Rennes,75006,PARIS 6E ARRONDISSEMENT,3 étoiles,03/12/2021,42,https://www.hotel-aramis.com/,124 RUE DE RENNES|75006,BEST WESTERN HOTEL ARAMIS SAINT GERMAIN|124 RUE DE RENNES|75006,True,HRE-FR-CLASSIFIED,unverified,unverified
689,BEST WESTERN HÔTEL AU TROCADÉRO,3 avenue Raymond Poincaré,75116,PARIS 16E ARRONDISSEMENT,3 étoiles,16/01/2026,27,https://www.hotelautrocadero.com/,3 AVE RAYMOND POINCARE|75116,BEST WESTERN HOTEL AU TROCADERO|3 AVE RAYMOND POINCARE|75116,True,HRE-FR-CLASSIFIED,unverified,unverified
690,BEST WESTERN HÔTEL AULIVIA OPÉRA,4 rue des petites écuries,75010,PARIS,4 étoiles,15/11/2023,32,https://www.hotel-aulivia-opera-paris.com/,4 RUE DES PETITES ECURIES|75010,BEST WESTERN HOTEL AULIVIA OPERA|4 RUE DES PETITES ECURIES|75010,True,HRE-FR-CLASSIFIED,unverified,unverified
692,BEST WESTERN HÔTEL AURORE,13 rue Traversière,75012,PARIS 12E ARRONDISSEMENT,3 étoiles,15/03/2022,28,http://www.paris-hotel-aurore.com/fr/hotel-gare-lyon-site-officiel.php,13 RUE TRAVERSIERE|75012,BEST WESTERN HOTEL AURORE|13 RUE TRAVERSIERE|75012,True,HRE-FR-CLASSIFIED,unverified,unverified
728,BEST WESTERN HÔTEL EMPIRE ÉLYSÉES,3 rue de Montenotte,75017,PARIS,3 étoiles,15/04/2024,44,http://www.bestwestern-empire-elysees.com/,3 RUE DE MONTENOTTE|75017,BEST WESTERN HOTEL EMPIRE ELYSEES|3 RUE DE MONTENOTTE|75017,True,HRE-FR-CLASSIFIED,unverified,unverified
750,BEST WESTERN HÔTEL LE MONTMARTRE SAINT-PIERRE,10 rue de Clignancourt,75018,PARIS 18E ARRONDISSEMENT,3 étoiles,14/01/2022,48,https://www.hotel-lemontmartre.com/,10 RUE DE CLIGNANCOURT|75018,BEST WESTERN HOTEL LE MONTMARTRE SAINT PIERRE|10 RUE DE CLIGNANCOURT|75018,True,HRE-FR-CLASSIFIED,unverified,unverified
751,BEST WESTERN HÔTEL LE MONTPARNASSE,37 Boulevard Du Montparnasse,75006,PARIS 6E ARRONDISSEMENT,3 étoiles,25/01/2023,28,https://www.hotel-le-montparnasse.com/,37 BLVD DU MONTPARNASSE|75006,BEST WESTERN HOTEL LE MONTPARNASSE|37 BLVD DU MONTPARNASSE|75006,True,HRE-FR-CLASSIFIED,unverified,unverified
763,BEST WESTERN HÔTEL MAISON 46,46 rue de la Croix Nivert,75015,PARIS,3 étoiles,11/10/2021,33,https://www.maison46.com/,46 RUE DE LA CROIX NIVERT|75015,BEST WESTERN HOTEL MAISON 46|46 RUE DE LA CROIX NIVERT|75015,True,HRE-FR-CLASSIFIED,unverified,unverified
766,BEST WESTERN HÔTEL MONTCALM,50 avenue Félix Faure,75015,PARIS 15E ARRONDISSEMENT,3 étoiles,30/09/2022,41,http://montcalmhotel.com/fr/,50 AVE FELIX FAURE|75015,BEST WESTERN HOTEL MONTCALM|50 AVE FELIX FAURE|75015,True,HRE-FR-CLASSIFIED,unverified,unverified
771,BEST WESTERN HÔTEL NOUVEL ORLÉANS,25 avenue du général leclerc,75014,PARIS 14E ARRONDISSEMENT,4 étoiles,11/08/2022,42,https://www.paris-hotel-nouvelorleans.com/,25 AVE DU GENERAL LECLERC|75014,BEST WESTERN HOTEL NOUVEL ORLEANS|25 AVE DU GENERAL LECLERC|75014,True,HRE-FR-CLASSIFIED,unverified,unverified
773,BEST WESTERN HÔTEL OPÉRA DROUOT,4 rue de la Grange Batelière,75009,PARIS 9E ARRONDISSEMENT,3 étoiles,24/12/2021,39,https://www.hotel-operadrouot.com/,4 RUE DE LA GRANGE BATELIERE|75009,BEST WESTERN HOTEL OPERA DROUOT|4 RUE DE LA GRANGE BATELIERE|75009,True,HRE-FR-CLASSIFIED,unverified,unverified
777,BEST WESTERN HÔTEL PREMIER FAUBOURG 88,88 Rue du Faubourg Poissonnière,75010,PARIS,4 étoiles,04/01/2024,29,https://www.bestwestern.fr/fr/hotel-paris-10eme-BEST-WESTERN-PREMIER-Faubourg-88-93789,88 RUE DU FAUBOURG POISSONNIERE|75010,BEST WESTERN HOTEL PREMIER FAUBOURG 88|88 RUE DU FAUBOURG POISSONNIERE|75010,True,HRE-FR-CLASSIFIED,unverified,unverified
778,BEST WESTERN HÔTEL PREMIER KAPITAL OPÉRA,34 rue de Moscou,75008,PARIS 8E ARRONDISSEMENT,4 étoiles,04/02/2022,54,https://www.hotel-kapital-opera-paris.com/,34 RUE DE MOSCOU|75008,BEST WESTERN HOTEL PREMIER KAPITAL OPERA|34 RUE DE MOSCOU|75008,True,HRE-FR-CLASSIFIED,unverified,unverified
780,BEST WESTERN HÔTEL PREMIER TROCADÉRO LA TOUR,5 Bis Rue Massenet,75116,PARIS 16E ARRONDISSEMENT,4 étoiles,23/09/2022,41,http://www.trocaderolatour.com,5 BIS RUE MASSENET|75116,BEST WESTERN HOTEL PREMIER TROCADERO LA TOUR|5 BIS RUE MASSENET|75116,True,HRE-FR-CLASSIFIED,unverified,unverified
782,BEST WESTERN HÔTEL QUARTIER LATIN PANTHÉON,71 Rue Monge,75005,PARIS,3 étoiles,14/12/2023,37,www.bestwestern-quartier-latin.com,71 RUE MONGE|75005,BEST WESTERN HOTEL QUARTIER LATIN PANTHEON|71 RUE MONGE|75005,True,HRE-FR-CLASSIFIED,unverified,unverified
784,BEST WESTERN HÔTEL RONCERAY OPÉRA,10 Boulevard Montmarte,75009,PARIS 9E ARRONDISSEMENT,3 étoiles,28/10/2022,130,http://www.hotelroncerayopera.fr,10 BLVD MONTMARTE|75009,BEST WESTERN HOTEL RONCERAY OPERA|10 BLVD MONTMARTE|75009,True,HRE-FR-CLASSIFIED,unverified,unverified
803,BEST WESTERN PLUS HÔTEL 61 PARIS NATION,61 rue de la voûte,75012,PARIS 12E ARRONDISSEMENT,4 étoiles,03/07/2023,48,https://www.61-paris-nation-hotel.com/,61 RUE DE LA VOUTE|75012,BEST WESTERN PLUS HOTEL 61 PARIS NATION|61 RUE DE LA VOUTE|75012,True,HRE-FR-CLASSIFIED,unverified,unverified
815,BEST WESTERN PLUS HÔTEL LA DEMEURE,51 Boulevard Saint-Marcel,75013,PARIS 13E ARRONDISSEMENT,4 étoiles,16/05/2023,42,http://www.hotel-paris-lademeure.com,51 BLVD SAINT MARCEL|75013,BEST WESTERN PLUS HOTEL LA DEMEURE|51 BLVD SAINT MARCEL|75013,True,HRE-FR-CLASSIFIED,unverified,unverified
827,BEST WESTERN PLUS HÔTEL OPÉRA BATIGNOLLES,165 rue de Rome,75017,PARIS 17E ARRONDISSEMENT,4 étoiles,14/06/2022,44,https://www.bestwestern.fr/fr/hotel-paris-17eme-Best-Western-Hotel-Opera-Batignolles-93731,165 RUE DE ROME|75017,BEST WESTERN PLUS HOTEL OPERA BATIGNOLLES|165 RUE DE ROME|75017,True,HRE-FR-CLASSIFIED,unverified,unverified
834,BEST WESTERN PLUS HÔTEL SYDNEY OPÉRA,50 rue des Mathurins,75008,PARIS 8E ARRONDISSEMENT,3 étoiles,07/03/2022,36,https://www.paris-hotel-sydney.com/fr/,50 RUE DES MATHURINS|75008,BEST WESTERN PLUS HOTEL SYDNEY OPERA|50 RUE DES MATHURINS|75008,True,HRE-FR-CLASSIFIED,unverified,unverified
843,BEST WESTERN PREMIER HÔTEL OPÉRA FAUBOURG,49-51 rue La Fayette,75009,PARIS 9E ARRONDISSEMENT,4 étoiles,28/03/2022,103,https://www.hotel-opera-faubourg-paris.com/,49 51 RUE LA FAYETTE|75009,BEST WESTERN PREMIER HOTEL OPERA FAUBOURG|49 51 RUE LA FAYETTE|75009,True,HRE-FR-CLASSIFIED,unverified,unverified
863,BLOOM HOUSE HOTEL,23 RUE DU CHATEAU LANDON,75010,PARIS 10E ARRONDISSEMENT,4 étoiles,25/09/2023,91,https://bloomhouse-hotel.com/,23 RUE DU CHATEAU LANDON|75010,BLOOM HOUSE HOTEL|23 RUE DU CHATEAU LANDON|75010,True,HRE-FR-CLASSIFIED,unverified,unverified
865,BOB HÔTEL & COWORKING,30 rue Pernety,75014,PARIS 14E ARRONDISSEMENT,4 étoiles,15/04/2022,45,https://bobhotelparis.com,30 RUE PERNETY|75014,BOB HOTEL COWORKING|30 RUE PERNETY|75014,True,HRE-FR-CLASSIFIED,unverified,unverified
866,BOBO'S HÔTEL,108 boulevard Jourdan,75014,PARIS,4 étoiles,13/08/2025,67,https://leboboshotel.com/,108 BLVD JOURDAN|75014,BOBO S HOTEL|108 BLVD JOURDAN|75014,True,HRE-FR-CLASSIFIED,unverified,unverified
1020,BULGARI HOTEL PARIS,30 avenue George V,75008,PARIS 8E ARRONDISSEMENT,5 étoiles,16/12/2021,76,https://www.bulgarihotels.com/fr_FR/paris,30 AVE GEORGE V|75008,BULGARI HOTEL PARIS|30 AVE GEORGE V|75008,True,HRE-FR-CLASSIFIED,unverified,unverified
6615,CENTRAL HÔTEL PARIS,1 bis rue du Maine,75014,PARIS 14E ARRONDISSEMENT,3 étoiles,08/06/2022,44,https://www.central-hotel-paris.com/fr/,1 BIS RUE DU MAINE|75014,CENTRAL HOTEL PARIS|1 BIS RUE DU MAINE|75014,True,HRE-FR-CLASSIFIED,unverified,unverified
6643,CHALGRIN BOUTIQUE HÔTEL,1 rue d'Argentine,75116,PARIS 16E ARRONDISSEMENT,4 étoiles,20/05/2022,50,https://room-matehotels.com/fr/alain/,1 RUE D ARGENTINE|75116,CHALGRIN BOUTIQUE HOTEL|1 RUE D ARGENTINE|75116,True,HRE-FR-CLASSIFIED,unverified,unverified
6662,CHOUCHOU HÔTEL,11 rue du Helder,75009,PARIS 9E ARRONDISSEMENT,4 étoiles,22/04/2026,63,https://www.chouchouhotel.com/,11 RUE DU HELDER|75009,CHOUCHOU HOTEL|11 RUE DU HELDER|75009,True,HRE-FR-CLASSIFIED,unverified,unverified
6663,CHOUETTE HÔTEL,237 rue de la Convention,75015,PARIS,3 étoiles,28/08/2024,60,https://www.chouettehotel.com/fr/,237 RUE DE LA CONVENTION|75015,CHOUETTE HOTEL|237 RUE DE LA CONVENTION|75015,True,HRE-FR-CLASSIFIED,unverified,unverified
6708,CITIZEN HÔTEL,96 QUAI DE JEMMAPES,75010,PARIS 10E ARRONDISSEMENT,3 étoiles,25/01/2024,12,https://lecitizenhotel.com/,96 QUAI DE JEMMAPES|75010,CITIZEN HOTEL|96 QUAI DE JEMMAPES|75010,True,HRE-FR-CLASSIFIED,unverified,unverified
6709,CITIZENM PARIS OPERA,18 Rue du Croissont,75002,PARIS 2E ARRONDISSEMENT,4 étoiles,27/03/2023,84,https://www.citizenm.com/fr/hotels/europe/paris/hotel-paris-opera,18 RUE DU CROISSONT|75002,CITIZENM PARIS OPERA|18 RUE DU CROISSONT|75002,True,HRE-FR-CLASSIFIED,unverified,unverified
6727,CLARK HOTEL,16 BOULEVARD DU TEMPLE,75011,PARIS 11E ARRONDISSEMENT,4 étoiles,13/08/2024,44,https://www.leclarkhotelparis.com/,16 BLVD DU TEMPLE|75011,CLARK HOTEL|16 BLVD DU TEMPLE|75011,True,HRE-FR-CLASSIFIED,unverified,unverified
6728,CLASSICS HÔTEL BASTILLE,131 rue de Charonne,75011,PARIS 11E ARRONDISSEMENT,3 étoiles,27/06/2022,35,https://www.classics-hotel-paris-bastille.com/fr/page/hotel-bastille.2.html,131 RUE DE CHARONNE|75011,CLASSICS HOTEL BASTILLE|131 RUE DE CHARONNE|75011,True,HRE-FR-CLASSIFIED,unverified,unverified
6729,CLER HÔTEL,24 bis rue Cler,75007,PARIS,3 étoiles,04/02/2022,26,https://www.clerhotel.com/,24 BIS RUE CLER|75007,CLER HOTEL|24 BIS RUE CLER|75007,True,HRE-FR-CLASSIFIED,unverified,unverified
6732,"CLUBTROTTEUR PARIS, A TRIBUTE PORTFOLIO HOTEL",175 RUE LAFAYETTE,75010,PARIS,4 étoiles,28/10/2024,48,https://all.accor.com/hotel/8575/index.fr.shtml,175 RUE LAFAYETTE|75010,CLUBTROTTEUR PARIS A TRIBUTE PORTFOLIO HOTEL|175 RUE LAFAYETTE|75010,True,HRE-FR-CLASSIFIED,unverified,unverified
6735,COLOR DESIGN HÔTEL,35 rue de Citeaux,75012,PARIS 12E ARRONDISSEMENT,3 étoiles,22/03/2023,48,http://www.colordesign-hotel-paris.com,35 RUE DE CITEAUX|75012,COLOR DESIGN HOTEL|35 RUE DE CITEAUX|75012,True,HRE-FR-CLASSIFIED,unverified,unverified
6778,COQ HÔTEL,15 rue Édouard Manet,75013,PARIS 13E ARRONDISSEMENT,4 étoiles,22/10/2021,50,https://www.coqhotelparis.com,15 RUE EDOUARD MANET|75013,COQ HOTEL|15 RUE EDOUARD MANET|75013,True,HRE-FR-CLASSIFIED,unverified,unverified
6780,COSMOS HÔTEL,35 rue Jean-Pierre Timbaud,75011,PARIS 11E ARRONDISSEMENT,2 étoiles,17/03/2022,37,"https://www.cosmos-hotel-paris.com/fr,1,6436.html",35 RUE JEAN PIERRE TIMBAUD|75011,COSMOS HOTEL|35 RUE JEAN PIERRE TIMBAUD|75011,True,HRE-FR-CLASSIFIED,unverified,unverified
6802,DANDY HÔTEL & KITCHEN,86 rue Saint Denis,75001,PARIS 1ER ARRONDISSEMENT,4 étoiles,21/02/2022,36,https://www.dandyhotelparis.com/fr/,86 RUE SAINT DENIS|75001,DANDY HOTEL KITCHEN|86 RUE SAINT DENIS|75001,True,HRE-FR-CLASSIFIED,unverified,unverified
6869,DRAWING HÔTEL,17 rue de Richelieu,75001,PARIS 1ER ARRONDISSEMENT,4 étoiles,22/04/2026,48,https://www.drawinghotel.com/,17 RUE DE RICHELIEU|75001,DRAWING HOTEL|17 RUE DE RICHELIEU|75001,True,HRE-FR-CLASSIFIED,unverified,unverified
6870,DREAM HÔTEL OPÉRA,15 RUE LE PELETIER,75009,PARIS,4 étoiles,12/10/2023,26,https://www.dreamhotelopera.com/,15 RUE LE PELETIER|75009,DREAM HOTEL OPERA|15 RUE LE PELETIER|75009,True,HRE-FR-CLASSIFIED,unverified,unverified
6872,DUPLEIX HOTEL,4 rue de Lourmel,75015,PARIS,2 étoiles,11/03/2024,19,https://dupleixhotel.com/,4 RUE DE LOURMEL|75015,DUPLEIX HOTEL|4 RUE DE LOURMEL|75015,True,HRE-FR-CLASSIFIED,unverified,unverified
6893,ELSA HÔTEL PARIS,27 avenue Carnot,75017,PARIS 17E ARRONDISSEMENT,4 étoiles,28/04/2022,40,https://elsa-hotel-paris.com/,27 AVE CARNOT|75017,ELSA HOTEL PARIS|27 AVE CARNOT|75017,True,HRE-FR-CLASSIFIED,unverified,unverified
6895,ELYSÉE MONTMARTRE HOTEL,78 Boulevard Marguerite de Rochechouart,75018,PARIS 18E ARRONDISSEMENT,4 étoiles,10/03/2025,16,www.emhotel.fr,78 BLVD MARGUERITE DE ROCHECHOUART|75018,ELYSEE MONTMARTRE HOTEL|78 BLVD MARGUERITE DE ROCHECHOUART|75018,True,HRE-FR-CLASSIFIED,unverified,unverified
6896,ELYSÉES HÔTEL,100 rue de la Boétie,75008,PARIS 8E ARRONDISSEMENT,3 étoiles,17/07/2023,29,https://www.elyseeshotel.fr/,100 RUE DE LA BOETIE|75008,ELYSEES HOTEL|100 RUE DE LA BOETIE|75008,True,HRE-FR-CLASSIFIED,unverified,unverified
6913,EST HÔTEL PARIS,49 bd Magenta,75010,PARIS,3 étoiles,10/06/2024,74,https://www.est-hotel-paris.com/,49 BD MAGENTA|75010,EST HOTEL PARIS|49 BD MAGENTA|75010,True,HRE-FR-CLASSIFIED,unverified,unverified
6922,EUROPE HÔTEL PARIS,103 boulevard de Grenelle,75015,PARIS,3 étoiles,23/12/2021,37,http://www.europehotelparis.com/fr/,103 BLVD DE GRENELLE|75015,EUROPE HOTEL PARIS|103 BLVD DE GRENELLE|75015,True,HRE-FR-CLASSIFIED,unverified,unverified
6969,FIRST HÔTEL,2 Boulevard Garibaldi,75015,PARIS,4 étoiles,05/12/2023,43,https://www.firsthotelparis.com,2 BLVD GARIBALDI|75015,FIRST HOTEL|2 BLVD GARIBALDI|75015,True,HRE-FR-CLASSIFIED,unverified,unverified
6988,FM HÔTEL,28 rue Myrha,75018,PARIS 18E ARRONDISSEMENT,1 étoile,22/07/2026,30,https://fmhotel.wixsite.com/monsite,28 RUE MYRHA|75018,FM HOTEL|28 RUE MYRHA|75018,True,HRE-FR-CLASSIFIED,unverified,unverified
6989,FOLKESTONE OPÉRA HÔTEL,9 RUE DE CASTELLANE,75008,PARIS,3 étoiles,05/01/2024,45,www.hotelfolkestoneopera.com,9 RUE DE CASTELLANE|75008,FOLKESTONE OPERA HOTEL|9 RUE DE CASTELLANE|75008,True,HRE-FR-CLASSIFIED,unverified,unverified
6993,FOUR SEASONS HÔTEL GEORGE V,31 Avenue George V,75008,PARIS,5 étoiles,20/06/2024,244,https://www.fourseasons.com/fr/paris/,31 AVE GEORGE V|75008,FOUR SEASONS HOTEL GEORGE V|31 AVE GEORGE V|75008,True,HRE-FR-CLASSIFIED,unverified,unverified
6996,FRED HÔTEL,11 avenue Villemain,75014,PARIS 14E ARRONDISSEMENT,3 étoiles,21/03/2022,36,https://www.fred-hotel.com/fr/,11 AVE VILLEMAIN|75014,FRED HOTEL|11 AVE VILLEMAIN|75014,True,HRE-FR-CLASSIFIED,unverified,unverified
7000,GARBO HÔTEL,3 rue d'aix,75010,PARIS,4 étoiles,17/03/2026,36,https://garbohotel.com/,3 RUE D AIX|75010,GARBO HOTEL|3 RUE D AIX|75010,True,HRE-FR-CLASSIFIED,unverified,unverified
7003,GARDETTE PARK HÔTEL,1 rue du Général Blaise,75011,PARIS 11E ARRONDISSEMENT,4 étoiles,13/06/2022,40,https://hotelgardettepark.com/fr/,1 RUE DU GENERAL BLAISE|75011,GARDETTE PARK HOTEL|1 RUE DU GENERAL BLAISE|75011,True,HRE-FR-CLASSIFIED,unverified,unverified
7028,GRAND HOTEL DE PARIS,72 BOULEVARD DE STRASBOURG,75010,PARIS 10E ARRONDISSEMENT,2 étoiles,19/02/2024,49,https://www.grand-hotel-paris.com/,72 BLVD DE STRASBOURG|75010,GRAND HOTEL DE PARIS|72 BLVD DE STRASBOURG|75010,True,HRE-FR-CLASSIFIED,unverified,unverified
7035,GRAND HÔTEL AMELOT,54 rue Amelot,75011,PARIS 11E ARRONDISSEMENT,3 étoiles,25/03/2022,44,https://www.hotelamelot.com/,54 RUE AMELOT|75011,GRAND HOTEL AMELOT|54 RUE AMELOT|75011,True,HRE-FR-CLASSIFIED,unverified,unverified
7044,GRAND HÔTEL CHICAGO,99 bis rue de Rome,75017,PARIS,4 étoiles,23/04/2024,51,https://grandhotelchicago.paris/,99 BIS RUE DE ROME|75017,GRAND HOTEL CHICAGO|99 BIS RUE DE ROME|75017,True,HRE-FR-CLASSIFIED,unverified,unverified
7060,GRAND HÔTEL DE L'EUROPE,74 boulevard de Strasbourg,75010,PARIS 10E ARRONDISSEMENT,2 étoiles,08/02/2023,49,https://www.grandhoteldeleurope.fr/,74 BLVD DE STRASBOURG|75010,GRAND HOTEL DE L EUROPE|74 BLVD DE STRASBOURG|75010,True,HRE-FR-CLASSIFIED,unverified,unverified
