status,hotel_gbv_usd,monetary_base,assumed_adr_usd_same_room_value_basis,assumed_credit_cap_does_not_bind,assumed_commission_rate,credit_eligible_gbv_fraction,advertised_credit_rate,assumed_redemption_fraction,assumed_airbnb_funding_fraction,gross_fee_revenue_usd,expected_credit_economic_cost_usd,fees_less_expected_credit_cost_usd,assumed_other_variable_cost_gbv_rate,contribution_before_fixed_costs_usd,gbv_required_for_150m_fees_less_credit_usd,required_nights_at_assumed_200_adr,contribution_at_150m_cohort_fee_minus_credit_target_usd,nights_for_150m_contribution_target_at_200_adr,accounting_note
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.12,0.25,0.15,0.5,1,120000000.0,18750000.0,101250000.0,0.015,86250000.0,1481481481.4814816,7407407.407407408,127777777.77777776,8695652.173913043,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.12,0.25,0.15,0.75,1,120000000.0,28125000.0,91875000.0,0.015,76875000.0,1632653061.22449,8163265.306122449,125510204.08163266,9756097.56097561,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.12,0.5,0.15,0.25,1,120000000.0,18750000.0,101250000.0,0.015,86250000.0,1481481481.4814816,7407407.407407408,127777777.77777776,8695652.173913043,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.12,0.5,0.15,0.5,1,120000000.0,37500000.0,82500000.0,0.015,67499999.99999999,1818181818.1818185,9090909.090909092,122727272.72727272,11111111.111111112,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.12,0.5,0.15,0.75,1,120000000.0,56250000.0,63750000.0,0.015,48750000.0,2352941176.470588,11764705.88235294,114705882.35294117,15384615.384615384,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.12,1,0.15,0.25,1,120000000.0,37500000.0,82500000.0,0.015,67499999.99999999,1818181818.1818185,9090909.090909092,122727272.72727272,11111111.111111112,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.12,1,0.15,0.5,1,120000000.0,75000000.0,45000000.0,0.015,30000000.0,3333333333.3333335,16666666.666666668,100000000.0,25000000.0,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.12,1,0.15,0.75,1,120000000.0,112500000.0,7500000.0,0.015,-7499999.999999993,19999999999.99998,99999999.99999991,-149999999.9999997,,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.155,0.25,0.15,0.25,1,155000000.0,9375000.0,145625000.0,0.015,130624999.99999999,1030042918.4549356,5150214.592274678,134549356.22317597,5741626.794258374,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.155,0.25,0.15,0.5,1,155000000.0,18750000.0,136250000.0,0.015,121250000.00000001,1100917431.1926606,5504587.155963303,133486238.53211008,6185567.010309278,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.155,0.25,0.15,0.75,1,155000000.0,28125000.0,126875000.0,0.015,111875000.00000001,1182266009.8522167,5911330.049261084,132266009.85221677,6703910.614525138,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.155,0.5,0.15,0.25,1,155000000.0,18750000.0,136250000.0,0.015,121250000.00000001,1100917431.1926606,5504587.155963303,133486238.53211008,6185567.010309278,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.155,0.5,0.15,0.5,1,155000000.0,37500000.0,117500000.0,0.015,102500000.0,1276595744.6808512,6382978.723404256,130851063.82978724,7317073.1707317075,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.155,0.5,0.15,0.75,1,155000000.0,56250000.0,98750000.0,0.015,83750000.0,1518987341.772152,7594936.70886076,127215189.87341772,8955223.880597014,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.155,1,0.15,0.25,1,155000000.0,37500000.0,117500000.0,0.015,102500000.0,1276595744.6808512,6382978.723404256,130851063.82978724,7317073.1707317075,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.155,1,0.15,0.5,1,155000000.0,75000000.0,80000000.0,0.015,65000000.0,1875000000.0,9375000.0,121875000.0,11538461.538461538,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
illustrative analyst sensitivity; not observations,1000000000.0,Hotel room booking value excluding taxes and fees; not reported company GBV,200,True,0.155,1,0.15,0.75,1,155000000.0,112500000.0,42500000.0,0.015,27500000.00000001,3529411764.7058816,17647058.823529407,97058823.52941178,27272727.272727262,"Economic lifetime cost on originating cohort, not NTM recognized revenue or GAAP revenue timing. Monetary base and $200 ADR exclude taxes and fees; assume per-reservation credit cap does not bind. Excludes cross-sell, cannibalization and fixed expenses."
