license_nbr,business_name,dba_trade_name,business_unique_id,license_status,license_creation_date,lic_expir_dd,address_borough,address_city,address_zip,bin,bbl,latitude,longitude,street_address,address_cluster,current_status_candidate,source_id,rooms,independent_status,airbnb_membership
2128832-DCWP,EAST 54 HOTEL MANAGEMENT LLC,,BA-1731350-2025,Failed to Renew,2025-05-22T00:00:00.000,2025-06-23T00:00:00.000,Manhattan,NEW YORK,10022,1035733,1012890045,40.760098,-73.973158,60 E 54TH ST,60 E 54TH ST|10022,False,HRE-NYC-LICENSE,,unverified,unverified
2128836-DCWP,Joie de Vivre Hospitality LLC,,BA-1730924-2025,Failed to Renew,2025-05-22T00:00:00.000,2025-06-23T00:00:00.000,Manhattan,NEW YORK,10013,1090946,1002020023,40.715763,-73.996378,50 BOWERY,50 BOWERY|10013,False,HRE-NYC-LICENSE,,unverified,unverified
2129065-DCWP,NDBPW 44 LLC,,BA-1732899-2025,Surrendered,2025-05-30T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10036,1090067,1010340044,40.75891204536784,-73.98976305598336,324 W 44TH ST,324 W 44TH ST|10036,False,HRE-NYC-LICENSE,,unverified,unverified
2129131-DCWP,"TNNY HOTEL, LLC",,BA-1731412-2025,Failed to Renew,2025-06-03T00:00:00.000,2025-07-02T00:00:00.000,Manhattan,NEW YORK,10001,1080710,1008290050,40.74499608621223,-73.98877275011723,1170 BROADWAY,1170 BROADWAY|10001,False,HRE-NYC-LICENSE,,unverified,unverified
2129891-DCWP,"Knickerbocker Club, Inc.",SOCIAL CLUB,BA-1738755-2025,Voided,2025-07-10T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10065,1040868,1013760069,40.765935586470775,-73.97178406437618,807 5TH AVE,807 5TH AVE|10065,False,HRE-NYC-LICENSE,,unverified,unverified
2131431-DCWP,West 63 Empire Associates LLC,,BA-1742903-2025,Voided,2025-10-07T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10023,1027465,1011150057,40.771493,-73.982414,44 W 63RD ST,44 W 63RD ST|10023,False,HRE-NYC-LICENSE,,unverified,unverified
2131459-DCWP,12.18 San Carlos Operations LLC,,BA-1749587-2025,Voided,2025-10-08T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10022,1036447,1013040041,40.75623,-73.971752,150 E 50TH ST,150 E 50TH ST|10022,False,HRE-NYC-LICENSE,,unverified,unverified
2132041-DCWP,Nova Hospitality JFK LLC,,BA-1753399-2025,Voided,2025-11-12T00:00:00.000,2026-09-30T00:00:00.000,Queens,JAMAICA,11432,4216249,4101560014,40.705911,-73.793707,16636 JAMAICA AVE,16636 JAMAICA AVE|11432,False,HRE-NYC-LICENSE,,unverified,unverified
2134174-DCWP,88 SOHO HOTEL LLC,,BA-1768212-2026,Voided,2026-04-02T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10013,1090999,1001960024,40.718096,-74.001331,88 WALKER ST,88 WALKER ST|10013,False,HRE-NYC-LICENSE,,unverified,unverified
2134227-DCWP,Sela Ryerson Management LLC,,BA-1769009-2026,Active,2026-04-07T00:00:00.000,2028-09-30T00:00:00.000,Brooklyn,BROOKLYN,11205,3054155,3018770001,40.696876,-73.965629,29 RYERSON ST,29 RYERSON ST|11205,True,HRE-NYC-LICENSE,,unverified,unverified
2134239-DCWP,JG TIME HOTEL INC.,,BA-1738705-2025,Active,2026-04-08T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10036,1025055,1010370035,40.76029,-73.987572,765 8TH AVE,765 8TH AVE|10036,True,HRE-NYC-LICENSE,,unverified,unverified
2128656-DCWP,JG ASTORIA HOTEL LLC,,BA-1731495-2025,Ready for Renewal,2025-05-19T00:00:00.000,2026-09-30T00:00:00.000,Queens,ASTORIA,11103,4605306,4006540059,40.768526,-73.911226,2438 STEINWAY ST,2438 STEINWAY ST|11103,True,HRE-NYC-LICENSE,,unverified,unverified
2127837-DCWP,Jannat Rockaway LLC,,BA-1727537-2025,Active,2025-04-17T00:00:00.000,2028-09-30T00:00:00.000,Brooklyn,BROOKLYN,11212,3081061,3035210075,40.66737805691072,-73.91016034108713,524 ROCKAWAY AVE,524 ROCKAWAY AVE|11212,True,HRE-NYC-LICENSE,,unverified,unverified
2129882-DCWP,"RSVP 38th Street Venture, LP",,BA-1738816-2025,Active,2025-07-10T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10018,1015989,1008400006,40.751773,-73.984628,63 W 38TH ST,63 W 38TH ST|10018,True,HRE-NYC-LICENSE,,unverified,unverified
2127829-DCWP,KRISHNA HOSPITALITY LLC,,BA-1727665-2025,Active,2025-04-17T00:00:00.000,2028-09-30T00:00:00.000,Queens,LONG ISLAND CITY,11101,4004929,4004070037,40.75299757531758,-73.93840692766283,4034 CRESCENT ST,4034 CRESCENT ST|11101,True,HRE-NYC-LICENSE,,unverified,unverified
2132532-DCWP,Sherman Equities Inc,,BA-1756116-2025,Ready for Renewal,2025-12-12T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10036,1025056,1010370036,40.760595,-73.987947,302 W 47TH ST,302 W 47TH ST|10036,True,HRE-NYC-LICENSE,,unverified,unverified
2135998-DCWP,"Hersha Hospitality Mangement, L.P",,BA-1778634-2026,Ready for Renewal,2026-07-07T00:00:00.000,2026-09-30T00:00:00.000,Queens,FLUSHING,11354,4618933,4049497502,40.764614,-73.833354,3375 PRINCE ST,3375 PRINCE ST|11354,True,HRE-NYC-LICENSE,,unverified,unverified
2128679-DCWP,Sonder The William,,BA-1731392-2025,Ready for Renewal,2025-05-19T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10016,1017241,1008680051,40.750636,-73.980063,24 E 39TH ST,24 E 39TH ST|10016,True,HRE-NYC-LICENSE,,unverified,unverified
2129662-DCWP,39th Ave Holding L.L.C.,,BA-1737226-2025,Ready for Renewal,2025-06-27T00:00:00.000,2026-09-30T00:00:00.000,Queens,Long Island City,11101,4539251,4003860033,40.75427524002003,-73.93586473472486,27-05 39th Avenue,27 05 39TH AVE|11101,True,HRE-NYC-LICENSE,,unverified,unverified
2131341-DCWP,NLNY Associates LLC,,BA-1748643-2025,Surrendered,2025-09-30T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10012,1088694,1004790029,40.720687,-73.995173,30 KENMARE ST,30 KENMARE ST|10012,False,HRE-NYC-LICENSE,,unverified,unverified
2133751-DCWP,EAST 54 HOTEL LEASEHOLD LLC,,BA-1762839-2026,Ready for Renewal,2026-03-09T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10022,,,,,60 E 54TH ST,60 E 54TH ST|10022,True,HRE-NYC-LICENSE,,unverified,unverified
2128183-DCWP,Square Sky Hospitality LLC,,BA-1729387-2025,Ready for Renewal,2025-05-02T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10016,1016995,1008610052,40.746324,-73.98355,34 E 32ND ST,34 E 32ND ST|10016,True,HRE-NYC-LICENSE,,unverified,unverified
2133734-DCWP,THE LONDON - NYC,,BA-1764720-2026,Ready for Renewal,2026-03-06T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10019,1069590,1010070005,40.763245,-73.980582,151 W 54TH ST,151 W 54TH ST|10019,True,HRE-NYC-LICENSE,,unverified,unverified
2136529-DCWP,"Highgate Hotels, L.P.",,BA-1783120-2026,Active,2026-07-30T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10022,1036469,1013077501,40.757435,-73.9696,866 3RD AVE,866 3RD AVE|10022,True,HRE-NYC-LICENSE,,unverified,unverified
2128383-DCWP,"Flushing Center Management, LLC",,BA-1730174-2025,Ready for Renewal,2025-05-12T00:00:00.000,2026-09-30T00:00:00.000,Queens,FLUSHING,11354,4112316,4049760015,40.759846435220595,-73.83179906062928,13520 39TH AVE,13520 39TH AVE|11354,True,HRE-NYC-LICENSE,,unverified,unverified
2128264-DCWP,Maruti Management LLC,,BA-1729850-2025,Active,2025-05-06T00:00:00.000,2028-09-30T00:00:00.000,Queens,LONG ISLAND CITY,11101,4005311,4004620016,40.754131,-73.949068,808 QUEENS PLZ S,808 QUEENS PLZ S|11101,True,HRE-NYC-LICENSE,,unverified,unverified
2128387-DCWP,"PAWAR HOSPITALITY, LLC",,BA-1730465-2025,Active,2025-05-12T00:00:00.000,2028-09-30T00:00:00.000,Queens,Long Island City,11001,,,,,3823 28th Street,3823 28TH ST|11001,True,HRE-NYC-LICENSE,,unverified,unverified
2130569-DCWP,NYC 55 CORP.,,BA-1741882-2025,Active,2025-08-14T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10022,1036510,1013100012,40.759815,-73.970502,127 E 55TH ST,127 E 55TH ST|10022,True,HRE-NYC-LICENSE,,unverified,unverified
2133105-DCWP,17 JOHN STREET OWNER 18 LLC,,BA-1759728-2026,Active,2026-01-27T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10038,1001216,1000790010,40.70991555529198,-74.00894893844665,17 JOHN STREET,17 JOHN ST|10038,True,HRE-NYC-LICENSE,,unverified,unverified
2128018-DCWP,457 Hotel Group LLC,,BA-1727980-2025,Active,2025-04-24T00:00:00.000,2028-09-30T00:00:00.000,Brooklyn,BROOKLYN,11232,3400161,3007050050,40.651869344288386,-74.00489042476099,457 39TH ST,457 39TH ST|11232,True,HRE-NYC-LICENSE,,unverified,unverified
2129783-DCWP,THE HIGH LINE HOTEL LLC,,BA-1729061-2025,Ready for Renewal,2025-07-03T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10011,1088996,1007187502,40.746216,-74.005229,180 10TH AVE,180 10TH AVE|10011,True,HRE-NYC-LICENSE,,unverified,unverified
2132651-DCWP,Oasis Motel,,BA-1757074-2025,Active,2025-12-22T00:00:00.000,2028-09-30T00:00:00.000,Bronx,BRONX,10466,2066031,2049180006,40.881324,-73.838609,3801 BOSTON RD,3801 BOSTON RD|10466,True,HRE-NYC-LICENSE,,unverified,unverified
2128504-DCWP,"Real Hospitality Group, LLC",,BA-1729871-2025,Ready for Renewal,2025-05-15T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10001,1090747,1008300073,40.746223016279785,-73.98905404178254,44 W 29TH ST,44 W 29TH ST|10001,True,HRE-NYC-LICENSE,,unverified,unverified
2128799-DCWP,HERSHA HOSPITALITY MANAGEMENT L.P.,,BA-1729128-2025,Ready for Renewal,2025-05-21T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10011,1014958,1007990046,40.74380793864336,-73.99291227081535,108 W 24TH ST,108 W 24TH ST|10011,True,HRE-NYC-LICENSE,,unverified,unverified
2128555-DCWP,"East West United Realty Development Group, LLC",,BA-1730624-2025,Ready for Renewal,2025-05-16T00:00:00.000,2026-09-30T00:00:00.000,Queens,FRESH MEADOWS,11365,4540393,4070670063,40.73998994036349,-73.79099233621292,18315 HORACE HARDING EXPY,18315 HORACE HARDING EXPY|11365,True,HRE-NYC-LICENSE,,unverified,unverified
2128833-DCWP,THOMPSON HOTELS LLC,,BA-1731362-2025,Ready for Renewal,2025-05-22T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10038,1079072,1000907503,40.710962,-74.006864,123 NASSAU ST,123 NASSAU ST|10038,True,HRE-NYC-LICENSE,,unverified,unverified
2134638-DCWP,WS HOTEL LLC,,BA-1766660-2026,Active,2026-04-28T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10011,,,,,101-105 WAVERLY PL,101 105 WAVERLY PL|10011,True,HRE-NYC-LICENSE,,unverified,unverified
2128727-DCWP,EAST 26TH STREET & PARK AVENUE REALTY LLC,,BA-1731376-2025,Active,2025-05-20T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10016,1018122,1008820001,40.742218,-73.984872,365 PARK AVE S,365 PARK AVE S|10016,True,HRE-NYC-LICENSE,,unverified,unverified
2128638-DCWP,"The Ritz-Carlton New York, Central Park",,BA-1729977-2025,Active,2025-05-19T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10019,1035256,1012747503,40.765163,-73.975051,50 CENTRAL PARK S,50 CENTRAL PARK S|10019,True,HRE-NYC-LICENSE,,unverified,unverified
2128377-DCWP,New York Athletic Club of The City of New York,,BA-1730365-2025,Active,2025-05-12T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10019,1023750,1010110001,40.766725,-73.978737,180 CENTRAL PARK S,180 CENTRAL PARK S|10019,True,HRE-NYC-LICENSE,,unverified,unverified
2128769-DCWP,Mcsam Bronx LLC,,BA-1731282-2025,Active,2025-05-21T00:00:00.000,2028-09-30T00:00:00.000,Bronx,BRONX,10467,2017872,2033300048,40.870390849432496,-73.87815471563118,3070 WEBSTER AVE,3070 WEBSTER AVE|10467,True,HRE-NYC-LICENSE,,unverified,unverified
2129207-DCWP,3551 BOSTON ASSOCIATES LLC,,BA-1730090-2025,Active,2025-06-06T00:00:00.000,2028-09-30T00:00:00.000,Queens,JAMAICA,11432,,,,,8934 162ND ST,8934 162ND ST|11432,True,HRE-NYC-LICENSE,,unverified,unverified
2129762-DCWP,"9408 HOSPITALITY PARTNERS, LLC",,BA-1737967-2025,Active,2025-07-03T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10019,1024888,1010270063,40.765782,-73.983546,940 8TH AVE,940 8TH AVE|10019,True,HRE-NYC-LICENSE,,unverified,unverified
2130157-DCWP,Marriott Resorts Hospitality Corporation,,BA-1731054-2025,Ready for Renewal,2025-07-24T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10018,1084661,1008397503,40.750863847987794,-73.98439018547748,33 W 37TH ST,33 W 37TH ST|10018,True,HRE-NYC-LICENSE,,unverified,unverified
2132673-DCWP,CHURCH AVE CAPITAL LLC,,BA-1757915-2025,Active,2025-12-23T00:00:00.000,2028-09-30T00:00:00.000,Brooklyn,BROOKLYN,11226,3429200,3050890064,40.650438,-73.95789,2239 CHURCH AVE,2239 CHURCH AVE|11226,True,HRE-NYC-LICENSE,,unverified,unverified
2127949-DCWP,19 BOGART HOTEL REALTY LLC,,BA-1728127-2025,Active,2025-04-22T00:00:00.000,2028-09-30T00:00:00.000,Brooklyn,BROOKLYN,11206,3397431,3031180019,40.70393198892558,-73.93292684944684,19 BOGART ST,19 BOGART ST|11206,True,HRE-NYC-LICENSE,,unverified,unverified
2128214-DCWP,SHIV SHAKTI INC.,,BA-1729503-2025,Active,2025-05-05T00:00:00.000,2028-09-30T00:00:00.000,Queens,ELMHURST,11373,4617839,4024510001,40.738611968226124,-73.88717168672562,7602 QUEENS BLVD,7602 QUEENS BLVD|11373,True,HRE-NYC-LICENSE,,unverified,unverified
2129715-DCWP,BROADWAY 1460 LLC,,BA-1737512-2025,Active,2025-06-30T00:00:00.000,2028-09-30T00:00:00.000,Brooklyn,BROOKLYN,11221,3077130,3033730010,40.687768,-73.919014,1461 BROADWAY,1461 BROADWAY|11221,True,HRE-NYC-LICENSE,,unverified,unverified
2129156-DCWP,"Highgate Hotels, L.P.",,BA-1730972-2025,Surrendered,2025-06-03T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10016,1035312,1012750006,40.752058,-73.981466,3 E 40TH ST,3 E 40TH ST|10016,False,HRE-NYC-LICENSE,,unverified,unverified
2135217-DCWP,Hersha Hospitality Management L.P.,,BA-1775054-2026,Ready for Renewal,2026-05-28T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10038,1091784,1000690053,40.707682,-74.006586,5 PLATT ST,5 PLATT ST|10038,True,HRE-NYC-LICENSE,,unverified,unverified
2128592-DCWP,"Merritt Hospitality, LLC",,BA-1728976-2025,Active,2025-05-16T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10017,1037547,1013150044,40.750456,-73.973732,212 E 42ND ST,212 E 42ND ST|10017,True,HRE-NYC-LICENSE,,unverified,unverified
2128570-DCWP,"Merritt Hospitality, LLC",,BA-1729013-2025,Surrendered,2025-05-16T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10022,1036469,1013077501,40.757435,-73.9696,866 3RD AVE,866 3RD AVE|10022,False,HRE-NYC-LICENSE,,unverified,unverified
2129023-DCWP,"HOUSTON LODGING, LLC",,BA-1732920-2025,Ready for Renewal,2025-05-29T00:00:00.000,2026-09-30T00:00:00.000,Queens,JAMAICA,11434,4531388,4150010105,40.666410119907376,-73.78466244166636,15370 S CONDUIT AVE,15370 S CONDUIT AVE|11434,True,HRE-NYC-LICENSE,,unverified,unverified
2128535-DCWP,URBAN RESORT LLC,,BA-1730232-2025,Active,2025-05-16T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10019,1024921,1010300048,40.767236,-73.97996,230 CENTRAL PARK S,230 CENTRAL PARK S|10019,True,HRE-NYC-LICENSE,,unverified,unverified
2129100-DCWP,"Highgate Hotels, L.P.",,BA-1730959-2025,Active,2025-06-02T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10036,1081059,1012600007,40.75555423231374,-73.98175418063528,59 W 44TH ST,59 W 44TH ST|10036,True,HRE-NYC-LICENSE,,unverified,unverified
2128017-DCWP,"Queens Plaza South, LLC",,BA-1728437-2025,Ready for Renewal,2025-04-24T00:00:00.000,2026-09-30T00:00:00.000,Queens,LONG ISLAND CITY,11101,4619363,4003010024,40.737237,-73.936668,5209 31ST PL,5209 31ST PL|11101,True,HRE-NYC-LICENSE,,unverified,unverified
2128683-DCWP,Sonder Flatiron,,BA-1731382-2025,Surrendered,2025-05-19T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10010,1015645,1008280025,40.74390921174133,-73.98926012517997,9 W 26TH ST,9 W 26TH ST|10010,False,HRE-NYC-LICENSE,,unverified,unverified
2129157-DCWP,"Highgate Hotels, L.P.",,BA-1731068-2025,Active,2025-06-03T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10019,1022710,1010037501,40.76143902897089,-73.98216769312671,152 W 51ST ST,152 W 51ST ST|10019,True,HRE-NYC-LICENSE,,unverified,unverified
2129063-DCWP,SCLB 46TH STREET LLC,,BA-1732888-2025,Active,2025-05-30T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10036,1000000,1010180016,40.75903792324261,-73.98612812049444,223 W 46TH ST,223 W 46TH ST|10036,True,HRE-NYC-LICENSE,,unverified,unverified
2128138-DCWP,"340 Bowery Property, LLC",,BA-1729112-2025,Active,2025-05-01T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10012,1008488,1005300036,40.726022,-73.99194,338 BOWERY,338 BOWERY|10012,True,HRE-NYC-LICENSE,,unverified,unverified
2128922-DCWP,Hersha Hospitality Management L.P.,,BA-1729252-2025,Ready for Renewal,2025-05-23T00:00:00.000,2026-09-30T00:00:00.000,Queens,JAMAICA,11435,4619928,4099980110,40.700994,-73.805826,14818 ARCHER AVE,14818 ARCHER AVE|11435,True,HRE-NYC-LICENSE,,unverified,unverified
2128674-DCWP,Flatlands Hospitality LLC,,BA-1731405-2025,Ready for Renewal,2025-05-19T00:00:00.000,2026-09-30T00:00:00.000,Brooklyn,BROOKLYN,11207,3253012,3044110024,40.65228643319145,-73.88740056855416,12091 FLATLANDS AVE,12091 FLATLANDS AVE|11207,True,HRE-NYC-LICENSE,,unverified,unverified
2135201-DCWP,"Merritt Hospitality, LLC",,BA-1773879-2026,Active,2026-05-27T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10016,1035312,1012750006,40.752058,-73.981466,3 E 40TH ST,3 E 40TH ST|10016,True,HRE-NYC-LICENSE,,unverified,unverified
2129730-DCWP,"DREAM FLUSHING HOTEL, LLC",,BA-1736842-2025,Active,2025-07-01T00:00:00.000,2028-09-30T00:00:00.000,Queens,FLUSHING,11354,4112353,4049770050,40.763814,-73.82862,13772 NORTHERN BLVD,13772 NORTHERN BLVD|11354,True,HRE-NYC-LICENSE,,unverified,unverified
2128602-DCWP,JM2-7 LLC,,BA-1730613-2025,Ready for Renewal,2025-05-16T00:00:00.000,2026-09-30T00:00:00.000,Manhattan,NEW YORK,10018,1015235,1008127501,40.752465,-73.989544,485 7TH AVE,485 7TH AVE|10018,True,HRE-NYC-LICENSE,,unverified,unverified
2129581-DCWP,Brooklyn Hospitality Management LLC,,BA-1736852-2025,Active,2025-06-24T00:00:00.000,2028-09-30T00:00:00.000,Brooklyn,BROOKLYN,11215,3396867,3010330006,40.668959,-73.993093,531 3RD AVE,531 3RD AVE|11215,True,HRE-NYC-LICENSE,,unverified,unverified
2128491-DCWP,Trump International Management Corp.,,BA-1729772-2025,Active,2025-05-15T00:00:00.000,2028-09-30T00:00:00.000,Manhattan,NEW YORK,10023,1027191,1011137502,40.768529,-73.981588,1 CENTRAL PARK W,1 CENTRAL PARK W|10023,True,HRE-NYC-LICENSE,,unverified,unverified
