path,sha256,after_sha256,audit_information_date
data/processed/adrv3/K/K4_fee_lap_schedule.csv,2b5e6204fbdfc03a49d19385f250f935f68ad43c8f3c39f0656e8d695e0e318c,2b5e6204fbdfc03a49d19385f250f935f68ad43c8f3c39f0656e8d695e0e318c,2026-09-13
data/processed/adrv3/K/K2_expected_effect_prestated.csv,9f8e5d1075ee898b5d13fcea83fc3df76cf88c9a227c15e16d30b87478793e46,9f8e5d1075ee898b5d13fcea83fc3df76cf88c9a227c15e16d30b87478793e46,2026-09-13
data/processed/adrv3/L/L3_pass.csv,ad89bc0bc5e59773fb2cc7878e9fd3ed36975037270e9a62deb2eed2506a2d15,ad89bc0bc5e59773fb2cc7878e9fd3ed36975037270e9a62deb2eed2506a2d15,2026-09-13
data/processed/adrv3/M/M5_criterion.csv,ed68f358c6327ba5f6dfbef63174db0eb234b0b44d2bff64b70235e9c2a313d5,ed68f358c6327ba5f6dfbef63174db0eb234b0b44d2bff64b70235e9c2a313d5,2026-09-13
data/processed/adrv3/N/N1_fx_choice_card.csv,1e69d6fcab83ae5217f4e9f3ea97e49e813bf8acb5fcf613c3db630ae9a0c116,1e69d6fcab83ae5217f4e9f3ea97e49e813bf8acb5fcf613c3db630ae9a0c116,2026-09-13
data/processed/hotel_price_monitor_monthly.csv,1231cf683d737ce43d2464b25b0067a63f596bd63d5ed597a1b734224d5d20da,1231cf683d737ce43d2464b25b0067a63f596bd63d5ed597a1b734224d5d20da,2026-09-13
data/raw/fred/CUSR0000SEHB.csv,58e507e50b7604981a3b5689cbeb90d1a20cce441a4692cd2d899c3f6a48ab9f,58e507e50b7604981a3b5689cbeb90d1a20cce441a4692cd2d899c3f6a48ab9f,2026-09-13
data/raw/bea/bea_pce_travel_monthly_2015_2026.csv,6e11c73e881da1f112c6998decf78daaacb960a544566d640d22b2006bf01429,6e11c73e881da1f112c6998decf78daaacb960a544566d640d22b2006bf01429,2026-09-13
data/processed/hotel_13_market_panel/market_coverage.csv,5aaa3d080373e6a8ff0f20e8527322ed031408cce54253e7155de78ab46b0516,5aaa3d080373e6a8ff0f20e8527322ed031408cce54253e7155de78ab46b0516,2026-09-13
data/processed/hotel_13_market_panel/summary.json,499505096b8c020dfa19657c1256c5d1613ed4640af4ce2b43ec0ba4374c6d2e,499505096b8c020dfa19657c1256c5d1613ed4640af4ce2b43ec0ba4374c6d2e,2026-09-13
data/processed/hotel_13_market_panel/airbnb_registry_crosswalk_scoped.csv,05572bd543709b7bc712189c05d4fc6d47bdd50328458cb390494608faf1bfce,05572bd543709b7bc712189c05d4fc6d47bdd50328458cb390494608faf1bfce,2026-09-13
data/processed/hotel_13_market_panel/airbnb_page_observations_scoped.csv,0e683b5243fbcbd9c7f9d1b6b0c1df2d0df8abf6f2968ddfe762ad47932fb129,0e683b5243fbcbd9c7f9d1b6b0c1df2d0df8abf6f2968ddfe762ad47932fb129,2026-09-13
data/processed/hotel_13_market_panel/airbnb_property_clusters_scoped.csv,43963518b28d7758edddf14b87259b284f4cd9140239448c4472325c3c673c86,43963518b28d7758edddf14b87259b284f4cd9140239448c4472325c3c673c86,2026-09-13
