quarter,variant,fx,nights_case,metric,rebuilt,frozen,difference,tolerance,passed
4Q26,v3_without_K,baskets,N_case_A_team_baseline_top_of_band,gbv,23.2647101167,23.26,0.004710116694,0.005,True
4Q26,v3_without_K,baskets,N_case_A_team_baseline_top_of_band,revenue_comparison,3168.65351789,3169,-0.346482106278,0.5,True
4Q26,v3_without_K,baskets,N_case_A_team_baseline_top_of_band,central_lower,3.46281159435,3.46,0.00281159434557,0.005,True
4Q26,v3_without_K,baskets,N_case_A_team_baseline_top_of_band,central_upper,5.859720538,5.86,-0.000279462000814,0.005,True
4Q26,v3_without_K,midpoint,N_case_B_global_lap_baseline,exfx,3.69126606617,3.69,0.00126606617238,0.005,True
4Q26,v3_without_K,midpoint,N_case_B_global_lap_baseline,reported,3.84126606617,3.84,0.00126606617238,0.005,True
4Q26,v3_without_K,midpoint,N_case_B_global_lap_baseline,adr,173.944504787,173.94,0.00450478744537,0.005,True
4Q26,v3_without_K,midpoint,N_case_B_global_lap_baseline,gbv,22.925885731,22.93,-0.0041142690147,0.005,True
4Q26,v3_without_K,midpoint,N_case_B_global_lap_baseline,revenue_comparison,3122.50563656,3123,-0.494363439802,0.5,True
4Q26,v3_without_K,midpoint,N_case_B_global_lap_baseline,central_lower,2.64281159435,2.64,0.00281159434557,0.005,True
4Q26,v3_without_K,midpoint,N_case_B_global_lap_baseline,central_upper,5.039720538,5.04,-0.000279462000813,0.005,True
4Q26,v3_without_K,midpoint,N_case_A_team_baseline_top_of_band,exfx,3.69126606617,3.69,0.00126606617238,0.005,True
4Q26,v3_without_K,midpoint,N_case_A_team_baseline_top_of_band,reported,3.84126606617,3.84,0.00126606617238,0.005,True
4Q26,v3_without_K,midpoint,N_case_A_team_baseline_top_of_band,adr,173.944504787,173.94,0.00450478744537,0.005,True
4Q26,v3_without_K,midpoint,N_case_A_team_baseline_top_of_band,gbv,23.0824357853,23.08,0.002435785294,0.005,True
4Q26,v3_without_K,midpoint,N_case_A_team_baseline_top_of_band,revenue_comparison,3143.82775396,3144,-0.172246042958,0.5,True
4Q26,v3_without_K,midpoint,N_case_A_team_baseline_top_of_band,central_lower,2.64281159435,2.64,0.00281159434557,0.005,True
4Q26,v3_without_K,midpoint,N_case_A_team_baseline_top_of_band,central_upper,5.039720538,5.04,-0.000279462000813,0.005,True
4Q26,v3_with_K,eur_fit,N_case_B_global_lap_baseline,exfx,4.06576606617,4.07,-0.00423393382762,0.005,True
4Q26,v3_with_K,eur_fit,N_case_B_global_lap_baseline,reported,3.40576606617,3.41,-0.00423393382762,0.005,True
4Q26,v3_with_K,eur_fit,N_case_B_global_lap_baseline,adr,173.214998737,173.21,0.00499873744533,0.005,True
4Q26,v3_with_K,eur_fit,N_case_B_global_lap_baseline,gbv,22.8297368336,22.83,-0.0002631664047,0.005,True
4Q26,v3_with_K,eur_fit,N_case_B_global_lap_baseline,revenue_comparison,3109.41015674,3109,0.41015673568,0.5,True
4Q26,v3_with_K,eur_fit,N_case_B_global_lap_baseline,central_lower,1.95714111671,1.96,-0.00285888328563,0.005,True
4Q26,v3_with_K,eur_fit,N_case_B_global_lap_baseline,central_upper,4.85439101563,4.85,0.00439101563039,0.005,True
4Q26,v3_with_K,eur_fit,N_case_A_team_baseline_top_of_band,exfx,4.06576606617,4.07,-0.00423393382762,0.005,True
4Q26,v3_with_K,eur_fit,N_case_A_team_baseline_top_of_band,reported,3.40576606617,3.41,-0.00423393382762,0.005,True
4Q26,v3_with_K,eur_fit,N_case_A_team_baseline_top_of_band,adr,173.214998737,173.21,0.00499873744533,0.005,True
4Q26,v3_with_K,eur_fit,N_case_A_team_baseline_top_of_band,gbv,22.9856303325,22.99,-0.00436966754101,0.005,True
4Q26,v3_with_K,eur_fit,N_case_A_team_baseline_top_of_band,revenue_comparison,3130.64285128,3131,-0.357148719085,0.5,True
4Q26,v3_with_K,eur_fit,N_case_A_team_baseline_top_of_band,central_lower,1.95714111671,1.96,-0.00285888328563,0.005,True
4Q26,v3_with_K,eur_fit,N_case_A_team_baseline_top_of_band,central_upper,4.85439101563,4.85,0.00439101563039,0.005,True
4Q26,v3_with_K,baskets,N_case_B_global_lap_baseline,exfx,4.06576606617,4.07,-0.00423393382762,0.005,True
4Q26,v3_with_K,baskets,N_case_B_global_lap_baseline,reported,5.03576606617,5.04,-0.00423393382762,0.005,True
4Q26,v3_with_K,baskets,N_case_B_global_lap_baseline,adr,175.945411737,175.95,-0.00458826255465,0.005,True
4Q26,v3_with_K,baskets,N_case_B_global_lap_baseline,gbv,23.189605267,23.19,-0.000394733004704,0.005,True
4Q26,v3_with_K,baskets,N_case_B_global_lap_baseline,revenue_comparison,3158.42423736,3158,0.424237364759,0.5,True
4Q26,v3_with_K,baskets,N_case_B_global_lap_baseline,central_lower,3.58714111671,3.59,-0.00285888328563,0.005,True
4Q26,v3_with_K,baskets,N_case_B_global_lap_baseline,central_upper,6.48439101563,6.48,0.00439101563039,0.005,True
4Q26,v3_with_K,baskets,N_case_A_team_baseline_top_of_band,exfx,4.06576606617,4.07,-0.00423393382762,0.005,True
4Q26,v3_with_K,baskets,N_case_A_team_baseline_top_of_band,reported,5.03576606617,5.04,-0.00423393382762,0.005,True
4Q26,v3_with_K,baskets,N_case_A_team_baseline_top_of_band,adr,175.945411737,175.95,-0.00458826255465,0.005,True
4Q26,v3_with_K,baskets,N_case_A_team_baseline_top_of_band,gbv,23.3479561376,23.35,-0.00204386244101,0.005,True
4Q26,v3_with_K,baskets,N_case_A_team_baseline_top_of_band,revenue_comparison,3179.99162594,3180,-0.00837406446499,0.5,True
4Q26,v3_with_K,baskets,N_case_A_team_baseline_top_of_band,central_lower,3.58714111671,3.59,-0.00285888328563,0.005,True
4Q26,v3_with_K,baskets,N_case_A_team_baseline_top_of_band,central_upper,6.48439101563,6.48,0.00439101563039,0.005,True
4Q26,v3_with_K,midpoint,N_case_B_global_lap_baseline,exfx,4.06576606617,4.07,-0.00423393382762,0.005,True
4Q26,v3_with_K,midpoint,N_case_B_global_lap_baseline,reported,4.21576606617,4.22,-0.00423393382762,0.005,True
4Q26,v3_with_K,midpoint,N_case_B_global_lap_baseline,adr,174.571829737,174.57,0.00182973744535,0.005,True
4Q26,v3_with_K,midpoint,N_case_B_global_lap_baseline,gbv,23.0085671594,23.01,-0.0014328406047,0.005,True
4Q26,v3_with_K,midpoint,N_case_B_global_lap_baseline,revenue_comparison,3133.76684711,3134,-0.233152890361,0.5,True
4Q26,v3_with_K,midpoint,N_case_B_global_lap_baseline,central_lower,2.76714111671,2.77,-0.00285888328563,0.005,True
4Q26,v3_with_K,midpoint,N_case_B_global_lap_baseline,central_upper,5.66439101563,5.66,0.00439101563039,0.005,True
4Q26,v3_with_K,midpoint,N_case_A_team_baseline_top_of_band,exfx,4.06576606617,4.07,-0.00423393382762,0.005,True
4Q26,v3_with_K,midpoint,N_case_A_team_baseline_top_of_band,reported,4.21576606617,4.22,-0.00423393382762,0.005,True
4Q26,v3_with_K,midpoint,N_case_A_team_baseline_top_of_band,adr,174.571829737,174.57,0.00182973744535,0.005,True
4Q26,v3_with_K,midpoint,N_case_A_team_baseline_top_of_band,gbv,23.1656818062,23.17,-0.00431819384101,0.005,True
4Q26,v3_with_K,midpoint,N_case_A_team_baseline_top_of_band,revenue_comparison,3155.165862,3155,0.165861998855,0.5,True
4Q26,v3_with_K,midpoint,N_case_A_team_baseline_top_of_band,central_lower,2.76714111671,2.77,-0.00285888328563,0.005,True
4Q26,v3_with_K,midpoint,N_case_A_team_baseline_top_of_band,central_upper,5.66439101563,5.66,0.00439101563039,0.005,True
