model,window,n_S1,rmse_pp_S1,ratio_vs_naive_S1,ratio_vs_prior_year_S1,ratio_vs_ar1_S1,jackknife_ratio_min_S1,jackknife_ratio_max_S1,n_J3,rmse_pp_J3,ratio_vs_naive_J3,ratio_vs_prior_year_J3,ratio_vs_ar1_J3,jackknife_ratio_min_J3,jackknife_ratio_max_J3,diff_rmse_pp,diff_ratio_vs_naive,diff_ratio_vs_prior_year,diff_ratio_vs_ar1,diff_jackknife_ratio_min,diff_jackknife_ratio_max,max_abs_diff
v2_measured_trailing_4q,1Q24-2Q26,10,0.949012991526,1.0448289163,0.54340325819,0.829274655677,0.933182142512,1.22085270396,10,0.949012991526,1.0448289163,0.54340325819,0.829274655677,0.933182142512,1.22085270396,0,0,0,4.4408920985e-16,1.11022302463e-16,0,4.4408920985e-16
v2_measured_trailing_4q,2Q24-2Q26,9,0.996822058601,1.22085270396,0.550589451425,0.941924813234,1.08941650165,1.33456706099,9,0.996822058601,1.22085270396,0.550589451425,0.941924813234,1.08941650165,1.33456706099,1.11022302463e-16,0,0,2.22044604925e-16,0,0,2.22044604925e-16
v2_measured_trailing_8q,1Q24-2Q26,10,0.935153185674,1.02956977227,0.535467156445,0.817163561489,0.85157259072,1.20289554648,10,0.935153185674,1.02956977227,0.535467156445,0.817163561489,0.85157259072,1.20289554648,1.11022302463e-16,0,0,5.55111512313e-16,0,0,5.55111512313e-16
v2_measured_trailing_8q,2Q24-2Q26,9,0.982160100918,1.20289554648,0.542490995771,0.928070322723,0.993254948406,1.31505241563,9,0.982160100918,1.20289554648,0.542490995771,0.928070322723,0.993254948406,1.31505241563,1.11022302463e-16,0,0,3.33066907388e-16,0,0,3.33066907388e-16
v2_measured_ar1_residual,1Q24-2Q26,8,0.830819110642,0.914701736192,0.47572563887,0.72599346696,0.81275126251,1.01754144481,8,0.830819110642,0.914701736192,0.47572563887,0.72599346696,0.81275126251,1.01754144481,0,0,5.55111512313e-17,4.4408920985e-16,1.11022302463e-16,0,4.4408920985e-16
v2_measured_ar1_residual,2Q24-2Q26,8,0.830819110642,1.01754144481,0.458898591193,0.785064023083,0.922710351245,1.12040824446,8,0.830819110642,1.01754144481,0.458898591193,0.785064023083,0.922710351245,1.12040824446,0,0,5.55111512313e-17,3.33066907388e-16,1.11022302463e-16,0,3.33066907388e-16
v2_measured_blend,1Q24-2Q26,10,0.867686654912,0.955291566542,0.496835933309,0.758209380075,0.876312676212,1.0757126535,10,0.867686654912,0.955291566542,0.496835933309,0.758209380075,0.876312676212,1.0757126535,0,0,5.55111512313e-17,4.4408920985e-16,0,0,4.4408920985e-16
v2_measured_blend,2Q24-2Q26,9,0.878315703641,1.0757126535,0.485133085964,0.829944871278,0.979916405,1.17120857036,9,0.878315703641,1.0757126535,0.485133085964,0.829944871278,0.979916405,1.17120857036,0,0,5.55111512313e-17,4.4408920985e-16,0,0,4.4408920985e-16
v2_trailing4q_last_q,1Q24-2Q26,10,1.0154023301,1.11792117247,0.581417682876,0.887287555797,1.06832262598,1.15951220232,10,1.0154023301,1.11792117247,0.581417682876,0.887287555797,1.06832262598,1.15951220232,0,0,0,4.4408920985e-16,0,0,4.4408920985e-16
v2_trailing4q_last_q,2Q24-2Q26,9,0.925486438183,1.13348476871,0.51118759452,0.874517806779,1.06515992659,1.19546680202,9,0.925486438183,1.13348476871,0.51118759452,0.874517806779,1.06515992659,1.19546680202,1.11022302463e-16,0,0,3.33066907388e-16,0,0,3.33066907388e-16
v2_trailing4q_persistence,1Q24-2Q26,10,1.17050331731,1.28868173931,0.670228249798,1.02281922808,1.19437565496,1.37646583124,10,1.17050331731,1.28868173931,0.670228249798,1.02281922808,1.19437565496,1.37646583124,0,0,0,8.881784197e-16,0,0,8.881784197e-16
v2_trailing4q_persistence,2Q24-2Q26,9,1.12387964497,1.37646583124,0.620769044842,1.06198505095,1.26566462278,1.4948714039,9,1.12387964497,1.37646583124,0.620769044842,1.06198505095,1.26566462278,1.4948714039,0,0,0,4.4408920985e-16,0,0,4.4408920985e-16
v2_trailing4q_trailing_4q,1Q24-2Q26,10,1.23594901872,1.36073508515,0.707702349415,1.08000755109,1.18689393354,1.58249274715,10,1.23594901872,1.36073508515,0.707702349415,1.08000755109,1.18689393354,1.58249274715,0,0,0,6.66133814775e-16,0,0,6.66133814775e-16
v2_trailing4q_trailing_4q,2Q24-2Q26,9,1.29209991739,1.58249274715,0.713684632644,1.22094105249,1.41160899464,1.72376862006,9,1.29209991739,1.58249274715,0.713684632644,1.22094105249,1.41160899464,1.72376862006,2.22044604925e-16,0,0,4.4408920985e-16,0,0,4.4408920985e-16
v2_trailing4q_trailing_8q,1Q24-2Q26,10,1.19676246627,1.31759211082,0.685264194755,1.0457652224,1.1188490483,1.53147010019,10,1.19676246627,1.31759211082,0.685264194755,1.0457652224,1.1188490483,1.53147010019,0,0,0,6.66133814775e-16,0,0,6.66133814775e-16
v2_trailing4q_trailing_8q,2Q24-2Q26,9,1.2504401006,1.53147010019,0.690674050688,1.18157553603,1.32858708021,1.67715003506,9,1.2504401006,1.53147010019,0.690674050688,1.18157553603,1.32858708021,1.67715003506,0,0,0,2.22044604925e-16,2.22044604925e-16,0,2.22044604925e-16
v2_trailing4q_ar1_residual,1Q24-2Q26,8,1.10250706069,1.21382032462,0.631293706522,0.963402157085,0.942162054859,1.35028986826,8,1.10250706069,1.21382032462,0.631293706522,0.963402157085,0.942162054859,1.35028986826,0,0,0,5.55111512313e-16,1.11022302463e-16,2.22044604925e-16,5.55111512313e-16
v2_trailing4q_ar1_residual,2Q24-2Q26,8,1.10250706069,1.35028986826,0.608964009677,1.04178950322,1.06962944343,1.49084582145,8,1.10250706069,1.35028986826,0.608964009677,1.04178950322,1.06962944343,1.49084582145,0,2.22044604925e-16,0,4.4408920985e-16,2.22044604925e-16,6.66133814775e-16,6.66133814775e-16
v2_trailing4q_blend,1Q24-2Q26,10,1.14416688474,1.25968628135,0.655148052377,0.999805701133,1.12656539468,1.41795807622,10,1.14416688474,1.25968628135,0.655148052377,0.999805701133,1.12656539468,1.41795807622,0,0,0,6.66133814775e-16,0,0,6.66133814775e-16
v2_trailing4q_blend,2Q24-2Q26,9,1.15775792113,1.41795807622,0.63948153352,1.09399757381,1.2785762825,1.55131661082,9,1.15775792113,1.41795807622,0.63948153352,1.09399757381,1.2785762825,1.55131661082,0,0,0,4.4408920985e-16,0,0,4.4408920985e-16
h_route_a,1Q24-2Q26,9,1.29209991739,1.42255518997,0.739854260466,1.12907381001,1.24338801555,1.58249274715,9,1.29209991739,1.42255518997,0.739854260466,1.12907381001,1.24338801555,1.58249274715,2.22044604925e-16,2.22044604925e-16,0,6.66133814775e-16,0,0,6.66133814775e-16
h_route_a,2Q24-2Q26,9,1.29209991739,1.58249274715,0.713684632644,1.22094105249,1.41160899464,1.72376862006,9,1.29209991739,1.58249274715,0.713684632644,1.22094105249,1.41160899464,1.72376862006,2.22044604925e-16,0,0,4.4408920985e-16,2.22044604925e-16,0,4.4408920985e-16
