horizon_quarters,window,candidate,reference,deleted_unit,deleted_value,n,guide_rmse_ratio
2,W2,joint,guide_growth,year,2026,8,1.067634006752936
2,W2,joint,guide_growth,quarter,2024Q1,9,1.0567529337430028
2,W2,joint,guide_growth,quarter,2024Q2,9,1.0485650491857592
2,W2,joint,guide_growth,quarter,2024Q3,9,1.1497644878881064
2,W2,joint,guide_growth,quarter,2024Q4,9,1.0615873965348441
2,W2,joint,guide_growth,quarter,2025Q1,9,1.081328291983836
2,W2,joint,guide_growth,quarter,2025Q2,9,1.047911718805277
2,W2,joint,guide_growth,quarter,2025Q3,9,0.7596753631640666
2,W2,joint,guide_growth,quarter,2025Q4,9,1.0641342041418258
2,W2,joint,guide_growth,quarter,2026Q1,9,1.1920582304956466
2,W2,joint,guide_growth,quarter,2026Q2,9,0.9214138141146951
2,W2,joint,revenue_growth,year,2024,6,0.6205172433189968
2,W2,joint,revenue_growth,year,2025,6,0.39359023949419586
2,W2,joint,revenue_growth,year,2026,8,0.5165823354767631
2,W2,joint,revenue_growth,quarter,2024Q1,9,0.5137840624585641
2,W2,joint,revenue_growth,quarter,2024Q2,9,0.5247102243491898
2,W2,joint,revenue_growth,quarter,2024Q3,9,0.5969372216082289
2,W2,joint,revenue_growth,quarter,2024Q4,9,0.5132862304827587
2,W2,joint,revenue_growth,quarter,2025Q1,9,0.5169723762717149
2,W2,joint,revenue_growth,quarter,2025Q2,9,0.503181716102941
2,W2,joint,revenue_growth,quarter,2025Q3,9,0.40539698546540387
2,W2,joint,revenue_growth,quarter,2025Q4,9,0.5170195220670845
2,W2,joint,revenue_growth,quarter,2026Q1,9,0.5501154211228462
2,W2,joint,revenue_growth,quarter,2026Q2,9,0.4763090136473581
2,W1,fixed,guide_growth,year,2023,10,1.2562159544614573
2,W1,fixed,guide_growth,year,2024,10,1.0730172944260008
2,W1,fixed,guide_growth,year,2025,10,1.0123003303526428
2,W1,fixed,guide_growth,year,2026,12,1.2156053510747686
2,W1,fixed,guide_growth,quarter,2023Q1,13,1.0368290634150923
2,W1,fixed,guide_growth,quarter,2023Q2,13,1.3030015436710167
2,W1,fixed,guide_growth,quarter,2023Q3,13,1.1607925129696892
2,W1,fixed,guide_growth,quarter,2023Q4,13,1.1220016010292135
2,W1,fixed,guide_growth,quarter,2024Q1,13,1.116795267419933
2,W1,fixed,guide_growth,quarter,2024Q2,13,1.0263582362571897
2,W1,fixed,guide_growth,quarter,2024Q3,13,1.1777965549186542
2,W1,fixed,guide_growth,quarter,2024Q4,13,1.1387981569026602
2,W1,fixed,guide_growth,quarter,2025Q1,13,1.135217527287342
2,W1,fixed,guide_growth,quarter,2025Q2,13,1.0685721491132267
2,W1,fixed,guide_growth,quarter,2025Q3,13,1.0653088054834412
2,W1,fixed,guide_growth,quarter,2025Q4,13,1.1374180883041447
2,W1,fixed,guide_growth,quarter,2026Q1,13,1.210736008459795
2,W1,fixed,guide_growth,quarter,2026Q2,13,1.1263644505837427
2,W1,fixed,revenue_growth,year,2023,10,0.6198205061840709
2,W1,fixed,revenue_growth,year,2024,10,0.7865820939133028
2,W1,fixed,revenue_growth,year,2025,10,0.7119610501695144
2,W1,fixed,revenue_growth,year,2026,12,0.884185192793777
2,W1,fixed,revenue_growth,quarter,2023Q1,13,0.6843663286402334
2,W1,fixed,revenue_growth,quarter,2023Q2,13,0.720530400546505
2,W1,fixed,revenue_growth,quarter,2023Q3,13,0.734738115534935
2,W1,fixed,revenue_growth,quarter,2023Q4,13,0.7417985241161988
2,W1,fixed,revenue_growth,quarter,2024Q1,13,0.7364656652381671
2,W1,fixed,revenue_growth,quarter,2024Q2,13,0.6970245763272519
2,W1,fixed,revenue_growth,quarter,2024Q3,13,0.8482301089511414
2,W1,fixed,revenue_growth,quarter,2024Q4,13,0.7488462945609544
2,W1,fixed,revenue_growth,quarter,2025Q1,13,0.7440741272921839
2,W1,fixed,revenue_growth,quarter,2025Q2,13,0.7002442455949061
2,W1,fixed,revenue_growth,quarter,2025Q3,13,0.7715091501242258
2,W1,fixed,revenue_growth,quarter,2025Q4,13,0.750953765804651
2,W1,fixed,revenue_growth,quarter,2026Q1,13,0.8138059108970452
2,W1,fixed,revenue_growth,quarter,2026Q2,13,0.7965748331835901
2,W2,fixed,guide_growth,year,2024,6,1.1876719411188366
2,W2,fixed,guide_growth,year,2025,6,1.0381274962791882
2,W2,fixed,guide_growth,year,2026,8,1.5420684435955352
2,W2,fixed,guide_growth,quarter,2024Q1,9,1.240793072973873
2,W2,fixed,guide_growth,quarter,2024Q2,9,1.0617453337344693
2,W2,fixed,guide_growth,quarter,2024Q3,9,1.385734033032327
2,W2,fixed,guide_growth,quarter,2024Q4,9,1.284137174345222
2,W2,fixed,guide_growth,quarter,2025Q1,9,1.2817162292440667
2,W2,fixed,guide_growth,quarter,2025Q2,9,1.148196306829269
2,W2,fixed,guide_growth,quarter,2025Q3,9,1.1458311765407847
2,W2,fixed,guide_growth,quarter,2025Q4,9,1.2814028725783004
2,W2,fixed,guide_growth,quarter,2026Q1,9,1.4826148140978566
2,W2,fixed,guide_growth,quarter,2026Q2,9,1.2711729467904327
2,W2,fixed,revenue_growth,year,2024,6,0.602536943540394
2,W2,fixed,revenue_growth,year,2025,6,0.5075556061588442
2,W2,fixed,revenue_growth,year,2026,8,0.7461408244950587
2,W2,fixed,revenue_growth,quarter,2024Q1,9,0.6032627734894926
2,W2,fixed,revenue_growth,quarter,2024Q2,9,0.5313057427368283
2,W2,fixed,revenue_growth,quarter,2024Q3,9,0.7194484020685676
2,W2,fixed,revenue_growth,quarter,2024Q4,9,0.620890876996019
2,W2,fixed,revenue_growth,quarter,2025Q1,9,0.6127758698726734
2,W2,fixed,revenue_growth,quarter,2025Q2,9,0.5513359357714832
2,W2,fixed,revenue_growth,quarter,2025Q3,9,0.6114671178583289
2,W2,fixed,revenue_growth,quarter,2025Q4,9,0.6225815298269691
2,W2,fixed,revenue_growth,quarter,2026Q1,9,0.6842025430932932
2,W2,fixed,revenue_growth,quarter,2026Q2,9,0.6571109779189714
3,W1,joint,guide_growth,year,2024,6,1.0418535671882345
3,W1,joint,guide_growth,year,2025,6,0.8447451183317175
3,W1,joint,guide_growth,year,2026,8,1.0762420337542213
3,W1,joint,guide_growth,quarter,2024Q1,9,0.9400905415321689
3,W1,joint,guide_growth,quarter,2024Q2,9,0.9601245379258532
3,W1,joint,guide_growth,quarter,2024Q3,9,1.042148652796803
3,W1,joint,guide_growth,quarter,2024Q4,9,0.9556385570081186
3,W1,joint,guide_growth,quarter,2025Q1,9,0.9535044530920457
3,W1,joint,guide_growth,quarter,2025Q2,9,0.9379571452150233
3,W1,joint,guide_growth,quarter,2025Q3,9,0.9191167673238682
3,W1,joint,guide_growth,quarter,2025Q4,9,0.9077085457566516
3,W1,joint,guide_growth,quarter,2026Q1,9,0.953477814803867
3,W1,joint,guide_growth,quarter,2026Q2,9,1.0381832819799925
3,W1,joint,revenue_growth,year,2024,6,0.85547917573349
3,W1,joint,revenue_growth,year,2025,6,0.726846483788259
3,W1,joint,revenue_growth,year,2026,8,0.6986605516949681
3,W1,joint,revenue_growth,quarter,2024Q1,9,0.7347316392438406
3,W1,joint,revenue_growth,quarter,2024Q2,9,0.7714865954193662
3,W1,joint,revenue_growth,quarter,2024Q3,9,0.8021137120793806
3,W1,joint,revenue_growth,quarter,2024Q4,9,0.8067002034268004
3,W1,joint,revenue_growth,quarter,2025Q1,9,0.7666811543315164
3,W1,joint,revenue_growth,quarter,2025Q2,9,0.7580963587539622
3,W1,joint,revenue_growth,quarter,2025Q3,9,0.7319451316163064
3,W1,joint,revenue_growth,quarter,2025Q4,9,0.7578772188722375
3,W1,joint,revenue_growth,quarter,2026Q1,9,0.7028790841583176
3,W1,joint,revenue_growth,quarter,2026Q2,9,0.7915965996106321
3,W2,joint,guide_growth,year,2024,6,1.0418535671882345
3,W2,joint,guide_growth,year,2025,6,0.8447451183317175
3,W2,joint,guide_growth,year,2026,8,1.0762420337542213
3,W2,joint,guide_growth,quarter,2024Q1,9,0.9400905415321689
3,W2,joint,guide_growth,quarter,2024Q2,9,0.9601245379258532
3,W2,joint,guide_growth,quarter,2024Q3,9,1.042148652796803
3,W2,joint,guide_growth,quarter,2024Q4,9,0.9556385570081186
3,W2,joint,guide_growth,quarter,2025Q1,9,0.9535044530920457
3,W2,joint,guide_growth,quarter,2025Q2,9,0.9379571452150233
3,W2,joint,guide_growth,quarter,2025Q3,9,0.9191167673238682
3,W2,joint,guide_growth,quarter,2025Q4,9,0.9077085457566516
3,W2,joint,guide_growth,quarter,2026Q1,9,0.953477814803867
3,W2,joint,guide_growth,quarter,2026Q2,9,1.0381832819799925
3,W2,joint,revenue_growth,year,2024,6,0.85547917573349
3,W2,joint,revenue_growth,year,2025,6,0.726846483788259
3,W2,joint,revenue_growth,year,2026,8,0.6986605516949681
3,W2,joint,revenue_growth,quarter,2024Q1,9,0.7347316392438406
3,W2,joint,revenue_growth,quarter,2024Q2,9,0.7714865954193662
3,W2,joint,revenue_growth,quarter,2024Q3,9,0.8021137120793806
3,W2,joint,revenue_growth,quarter,2024Q4,9,0.8067002034268004
3,W2,joint,revenue_growth,quarter,2025Q1,9,0.7666811543315164
3,W2,joint,revenue_growth,quarter,2025Q2,9,0.7580963587539622
3,W2,joint,revenue_growth,quarter,2025Q3,9,0.7319451316163064
3,W2,joint,revenue_growth,quarter,2025Q4,9,0.7578772188722375
3,W2,joint,revenue_growth,quarter,2026Q1,9,0.7028790841583176
3,W2,joint,revenue_growth,quarter,2026Q2,9,0.7915965996106321
3,W1,fixed,guide_growth,year,2023,10,1.0037744017572778
3,W1,fixed,guide_growth,year,2024,9,1.1219369962153458
3,W1,fixed,guide_growth,year,2025,9,1.061604108699054
3,W1,fixed,guide_growth,year,2026,11,1.3167621445712248
3,W1,fixed,guide_growth,quarter,2023Q2,12,0.9571854289531485
3,W1,fixed,guide_growth,quarter,2023Q3,12,1.185585436970479
3,W1,fixed,guide_growth,quarter,2023Q4,12,1.1200920331321693
3,W1,fixed,guide_growth,quarter,2024Q1,12,1.1398751233257165
3,W1,fixed,guide_growth,quarter,2024Q2,12,1.0708960623056352
3,W1,fixed,guide_growth,quarter,2024Q3,12,1.1754536447523145
3,W1,fixed,guide_growth,quarter,2024Q4,12,1.1300713535257751
3,W1,fixed,guide_growth,quarter,2025Q1,12,1.1209032597565223
3,W1,fixed,guide_growth,quarter,2025Q2,12,1.1324601594176509
3,W1,fixed,guide_growth,quarter,2025Q3,12,1.1006014030633593
3,W1,fixed,guide_growth,quarter,2025Q4,12,1.1017869992271887
3,W1,fixed,guide_growth,quarter,2026Q1,12,1.187749843710262
3,W1,fixed,guide_growth,quarter,2026Q2,12,1.2333081826943884
3,W1,fixed,revenue_growth,year,2023,10,0.7988423043689048
3,W1,fixed,revenue_growth,year,2024,9,1.1152258477343644
3,W1,fixed,revenue_growth,year,2025,9,1.0467798996051296
3,W1,fixed,revenue_growth,year,2026,11,1.2245442470033001
3,W1,fixed,revenue_growth,quarter,2023Q2,12,0.801058441519609
3,W1,fixed,revenue_growth,quarter,2023Q3,12,1.073027676648116
3,W1,fixed,revenue_growth,quarter,2023Q4,12,1.0557068310739917
3,W1,fixed,revenue_growth,quarter,2024Q1,12,1.0552963921968366
3,W1,fixed,revenue_growth,quarter,2024Q2,12,1.0160497684585905
3,W1,fixed,revenue_growth,quarter,2024Q3,12,1.1007309812327726
3,W1,fixed,revenue_growth,quarter,2024Q4,12,1.0994457898568646
3,W1,fixed,revenue_growth,quarter,2025Q1,12,1.0545695961429933
3,W1,fixed,revenue_growth,quarter,2025Q2,12,1.0696927833882208
3,W1,fixed,revenue_growth,quarter,2025Q3,12,1.0282839085764717
3,W1,fixed,revenue_growth,quarter,2025Q4,12,1.0637857961433477
3,W1,fixed,revenue_growth,quarter,2026Q1,12,1.0773677976101002
3,W1,fixed,revenue_growth,quarter,2026Q2,12,1.1890585566020881
3,W2,fixed,guide_growth,year,2024,6,0.8992004455960592
3,W2,fixed,guide_growth,year,2025,6,0.841218735850072
3,W2,fixed,guide_growth,year,2026,8,1.4769966453645342
3,W2,fixed,guide_growth,quarter,2024Q1,9,1.0182872840606292
3,W2,fixed,guide_growth,quarter,2024Q2,9,0.8426010142615948
3,W2,fixed,guide_growth,quarter,2024Q3,9,1.076601591562665
3,W2,fixed,guide_growth,quarter,2024Q4,9,1.0018112811330444
3,W2,fixed,guide_growth,quarter,2025Q1,9,0.9814109704276857
3,W2,fixed,guide_growth,quarter,2025Q2,9,1.006501345619412
3,W2,fixed,guide_growth,quarter,2025Q3,9,0.9357769984405169
3,W2,fixed,guide_growth,quarter,2025Q4,9,0.9384968947623746
3,W2,fixed,guide_growth,quarter,2026Q1,9,1.1081719290722156
3,W2,fixed,guide_growth,quarter,2026Q2,9,1.2040059676431507
3,W2,fixed,revenue_growth,year,2024,6,0.7383448886140077
3,W2,fixed,revenue_growth,year,2025,6,0.7238122683170427
3,W2,fixed,revenue_growth,year,2026,8,0.9588171236003401
3,W2,fixed,revenue_growth,quarter,2024Q1,9,0.7958466258150549
3,W2,fixed,revenue_growth,quarter,2024Q2,9,0.6770531968632844
3,W2,fixed,revenue_growth,quarter,2024Q3,9,0.82863120987719
3,W2,fixed,revenue_growth,quarter,2024Q4,9,0.8456768077833268
3,W2,fixed,revenue_growth,quarter,2025Q1,9,0.7891198549111302
3,W2,fixed,revenue_growth,quarter,2025Q2,9,0.8134966603619388
3,W2,fixed,revenue_growth,quarter,2025Q3,9,0.7452126243777963
3,W2,fixed,revenue_growth,quarter,2025Q4,9,0.7835834749466192
3,W2,fixed,revenue_growth,quarter,2026Q1,9,0.816915567937424
3,W2,fixed,revenue_growth,quarter,2026Q2,9,0.918033497976896
4,W1,joint,guide_growth,year,2024,6,1.1851742559754121
4,W1,joint,guide_growth,year,2025,5,1.0117647384733683
4,W1,joint,guide_growth,year,2026,7,0.6671865712229966
4,W1,joint,guide_growth,quarter,2024Q2,8,1.048196143876083
4,W1,joint,guide_growth,quarter,2024Q3,8,1.0957049610067042
4,W1,joint,guide_growth,quarter,2024Q4,8,0.9869566989752815
4,W1,joint,guide_growth,quarter,2025Q1,8,0.9958211917751398
4,W1,joint,guide_growth,quarter,2025Q2,8,0.9903899378964032
4,W1,joint,guide_growth,quarter,2025Q3,8,1.0125516945657782
4,W1,joint,guide_growth,quarter,2025Q4,8,0.9892182394047747
4,W1,joint,guide_growth,quarter,2026Q1,8,0.8519044734960197
4,W1,joint,guide_growth,quarter,2026Q2,8,0.9592825716498663
4,W1,joint,revenue_growth,year,2024,6,0.9579610167013066
4,W1,joint,revenue_growth,year,2025,5,0.982522960505383
4,W1,joint,revenue_growth,year,2026,7,0.5681902398503146
4,W1,joint,revenue_growth,quarter,2024Q2,8,0.9135498414574651
4,W1,joint,revenue_growth,quarter,2024Q3,8,0.8928495878204993
4,W1,joint,revenue_growth,quarter,2024Q4,8,0.8894444117223159
4,W1,joint,revenue_growth,quarter,2025Q1,8,0.9819330357461117
4,W1,joint,revenue_growth,quarter,2025Q2,8,0.8808905766839991
4,W1,joint,revenue_growth,quarter,2025Q3,8,0.876465911895438
4,W1,joint,revenue_growth,quarter,2025Q4,8,0.8708423047297923
4,W1,joint,revenue_growth,quarter,2026Q1,8,0.88273745915583
4,W1,joint,revenue_growth,quarter,2026Q2,8,0.6916585269530088
4,W2,joint,guide_growth,year,2024,6,1.1851742559754121
4,W2,joint,guide_growth,year,2025,5,1.0117647384733683
4,W2,joint,guide_growth,year,2026,7,0.6671865712229966
4,W2,joint,guide_growth,quarter,2024Q2,8,1.048196143876083
4,W2,joint,guide_growth,quarter,2024Q3,8,1.0957049610067042
4,W2,joint,guide_growth,quarter,2024Q4,8,0.9869566989752815
4,W2,joint,guide_growth,quarter,2025Q1,8,0.9958211917751398
4,W2,joint,guide_growth,quarter,2025Q2,8,0.9903899378964032
4,W2,joint,guide_growth,quarter,2025Q3,8,1.0125516945657782
4,W2,joint,guide_growth,quarter,2025Q4,8,0.9892182394047747
4,W2,joint,guide_growth,quarter,2026Q1,8,0.8519044734960197
4,W2,joint,guide_growth,quarter,2026Q2,8,0.9592825716498663
4,W2,joint,revenue_growth,year,2024,6,0.9579610167013066
4,W2,joint,revenue_growth,year,2025,5,0.982522960505383
4,W2,joint,revenue_growth,year,2026,7,0.5681902398503146
4,W2,joint,revenue_growth,quarter,2024Q2,8,0.9135498414574651
4,W2,joint,revenue_growth,quarter,2024Q3,8,0.8928495878204993
4,W2,joint,revenue_growth,quarter,2024Q4,8,0.8894444117223159
4,W2,joint,revenue_growth,quarter,2025Q1,8,0.9819330357461117
4,W2,joint,revenue_growth,quarter,2025Q2,8,0.8808905766839991
4,W2,joint,revenue_growth,quarter,2025Q3,8,0.876465911895438
4,W2,joint,revenue_growth,quarter,2025Q4,8,0.8708423047297923
4,W2,joint,revenue_growth,quarter,2026Q1,8,0.88273745915583
4,W2,joint,revenue_growth,quarter,2026Q2,8,0.6916585269530088
4,W1,fixed,guide_growth,year,2023,10,0.9098313638002716
4,W1,fixed,guide_growth,year,2024,8,1.1865107371291346
4,W1,fixed,guide_growth,year,2025,8,1.112573735440965
4,W1,fixed,guide_growth,year,2026,10,1.1463493764474908
4,W1,fixed,guide_growth,quarter,2023Q3,11,0.8926881671463521
4,W1,fixed,guide_growth,quarter,2023Q4,11,1.121794539821089
4,W1,fixed,guide_growth,quarter,2024Q1,11,1.0897448528670493
4,W1,fixed,guide_growth,quarter,2024Q2,11,1.1335337374193113
4,W1,fixed,guide_growth,quarter,2024Q3,11,1.1603551814930972
4,W1,fixed,guide_growth,quarter,2024Q4,11,1.095532308556557
4,W1,fixed,guide_growth,quarter,2025Q1,11,1.0934449351782454
4,W1,fixed,guide_growth,quarter,2025Q2,11,1.0998845955548635
4,W1,fixed,guide_growth,quarter,2025Q3,11,1.1200709461210496
4,W1,fixed,guide_growth,quarter,2025Q4,11,1.1004443441585428
4,W1,fixed,guide_growth,quarter,2026Q1,11,1.0844940702274901
4,W1,fixed,guide_growth,quarter,2026Q2,11,1.16348185078795
4,W1,fixed,revenue_growth,year,2023,10,0.7945783731386787
4,W1,fixed,revenue_growth,year,2024,8,1.0984185315310604
4,W1,fixed,revenue_growth,year,2025,8,1.122963942762426
4,W1,fixed,revenue_growth,year,2026,10,1.091338440311899
4,W1,fixed,revenue_growth,quarter,2023Q3,11,0.7842190877843248
4,W1,fixed,revenue_growth,quarter,2023Q4,11,1.0581826390144955
4,W1,fixed,revenue_growth,quarter,2024Q1,11,1.0368773283546278
4,W1,fixed,revenue_growth,quarter,2024Q2,11,1.0638168931845793
4,W1,fixed,revenue_growth,quarter,2024Q3,11,1.053362660618961
4,W1,fixed,revenue_growth,quarter,2024Q4,11,1.0481390750474546
4,W1,fixed,revenue_growth,quarter,2025Q1,11,1.1128910610586225
4,W1,fixed,revenue_growth,quarter,2025Q2,11,1.0419435662504528
4,W1,fixed,revenue_growth,quarter,2025Q3,11,1.0433478630091368
4,W1,fixed,revenue_growth,quarter,2025Q4,11,1.0350747101522983
4,W1,fixed,revenue_growth,quarter,2026Q1,11,1.1405508096769261
4,W1,fixed,revenue_growth,quarter,2026Q2,11,0.9866673147144462
4,W2,fixed,guide_growth,year,2024,6,0.9731590636747932
4,W2,fixed,guide_growth,year,2025,6,0.9108166158352985
4,W2,fixed,guide_growth,year,2026,8,0.8311848904985691
4,W2,fixed,guide_growth,quarter,2024Q1,9,0.888878733299754
4,W2,fixed,guide_growth,quarter,2024Q2,9,0.9504974025968748
4,W2,fixed,guide_growth,quarter,2024Q3,9,0.9580383025546615
4,W2,fixed,guide_growth,quarter,2024Q4,9,0.8961205511045371
4,W2,fixed,guide_growth,quarter,2025Q1,9,0.8901955825002706
4,W2,fixed,guide_growth,quarter,2025Q2,9,0.9076434793738257
4,W2,fixed,guide_growth,quarter,2025Q3,9,0.9351590960342334
4,W2,fixed,guide_growth,quarter,2025Q4,9,0.9075967251412379
4,W2,fixed,guide_growth,quarter,2026Q1,9,0.8621910606257011
4,W2,fixed,guide_growth,quarter,2026Q2,9,0.9171893686042165
4,W2,fixed,revenue_growth,year,2024,6,0.7865918799280239
4,W2,fixed,revenue_growth,year,2025,6,0.870178620496036
4,W2,fixed,revenue_growth,year,2026,8,0.6927480428822576
4,W2,fixed,revenue_growth,quarter,2024Q1,9,0.7857919007049725
4,W2,fixed,revenue_growth,quarter,2024Q2,9,0.8174921946890753
4,W2,fixed,revenue_growth,quarter,2024Q3,9,0.7694333011612233
4,W2,fixed,revenue_growth,quarter,2024Q4,9,0.797233260353357
4,W2,fixed,revenue_growth,quarter,2025Q1,9,0.8642064882057158
4,W2,fixed,revenue_growth,quarter,2025Q2,9,0.7973552895678706
4,W2,fixed,revenue_growth,quarter,2025Q3,9,0.7995110897070021
4,W2,fixed,revenue_growth,quarter,2025Q4,9,0.7893040607881713
4,W2,fixed,revenue_growth,quarter,2026Q1,9,0.8775127610088226
4,W2,fixed,revenue_growth,quarter,2026Q2,9,0.6523300492288646
