label,q,season_name,unearned_fees_musd,funds_held_for_clients_musd,paid_backlog_musd,gbv_musd,revenue_musd,next_revenue_musd,cov_uf,cov_fp,cov_total,alloc_factor,booked_share_next,ledger_share_next,wedge_booked_minus_paid,implied_unpaid_share_u,kernel_fee_stock_musd,prepay_share_stock,unpaid_share_stock_u,inquarter_share_next,unearned_fees_yoy_pct,funds_held_yoy_pct,paid_backlog_yoy_pct,gbv_yoy_pct,revenue_yoy_pct,rnpl_era,single_fee_era
3Q23,2023Q3,Q3,1467.0,5986.0,7453.0,18300.0,3397.0,2218.0,0.6614066726780884,2.6988277727682597,3.360234445446348,0.5295687440031009,0.6697961398551479,0.3502603009254054,0.31953583892974247,0.4770643184041733,2805.316316383693,0.5229356815958266,0.4770643184041734,0.33020386014485215,20.22,24.57,23.686874553993718,17.31,17.79,False,False
4Q23,2023Q4,Q4,1427.0,5869.0,7296.0,15500.0,2218.0,2142.0,0.6661998132586368,2.7399626517273576,3.4061624649859943,0.451624373248992,0.5673603712392902,0.30087207312152736,0.2664882981177628,0.4696984696616546,2690.92189699988,0.5303015303383455,0.4696984696616545,0.4326396287607098,20.73,22.71,22.313495389773674,14.81,16.61,False,False
1Q24,2024Q1,Q1,2434.0,8737.0,11171.0,22900.0,2142.0,2748.0,0.8857350800582242,3.1794032023289667,4.065138282387191,0.41996519870750637,0.5911413829869197,0.3719779088988612,0.21916347408805847,0.3707462891206653,3868.0741295886337,0.6292537108793346,0.37074628912066543,0.40885861701308035,12.06,12.59,12.474828836085372,12.25,17.82,False,False
2Q24,2024Q2,Q2,2621.0,10342.0,12963.0,21200.0,2748.0,3732.0,0.7023043944265809,2.7711682743837085,3.4734726688102895,0.6026359646490504,0.6603528363756009,0.4232338862125298,0.23711895016307116,0.3590791726806496,4089.428659952159,0.6409208273193504,0.3590791726806496,0.33964716362439906,11.67,13.1,12.81002523714212,10.99,10.63,False,False
3Q24,2024Q3,Q3,1657.0,6573.0,8230.0,20100.0,3732.0,2480.0,0.6681451612903225,2.6504032258064516,3.318548387096774,0.5314636207128324,0.664923032188259,0.3550948465811142,0.3098281856071448,0.4659609768479541,3102.7695133960965,0.5340390231520459,0.4659609768479541,0.335076967811741,12.95,9.81,10.425332081041194,9.84,9.86,False,False
4Q24,2024Q4,Q4,1616.0,5931.0,7547.0,17600.0,2480.0,2272.0,0.7112676056338029,2.610475352112676,3.321742957746479,0.44666098337140625,0.5918948298391146,0.31769548817261994,0.2741993416664946,0.46325686227234986,3010.7511142880744,0.5367431377276501,0.46325686227234986,0.40810517016088543,13.24,1.06,3.4402412280701844,13.55,11.81,False,False
1Q25,2025Q1,Q1,2723.0,9175.0,11898.0,24500.0,2272.0,3096.0,0.8795219638242894,2.963501291989664,3.8430232558139537,0.429301925038012,0.5859307715733669,0.3775804721829802,0.20835029939038674,0.355588594247944,4225.561459177063,0.644411405752056,0.355588594247944,0.4140692284266331,11.87,5.01,6.50792229880941,6.99,6.07,False,False
2Q25,2025Q2,Q2,2857.0,11067.0,13924.0,23500.0,3096.0,4095.0,0.6976800976800976,2.7025641025641027,3.4002442002442,0.5964152432590785,0.6492236879387251,0.41610704517489305,0.23311664276383204,0.35906983539675463,4457.583926898756,0.6409301646032453,0.35906983539675474,0.3507763120612749,9.0,7.01,7.4134073902645925,10.85,12.66,False,False
3Q25,2025Q3,Q3,1820.0,7209.0,9029.0,22900.0,4095.0,2778.0,0.6551475881929446,2.5950323974082075,3.250179985601152,0.5282191139921929,0.6622038764361488,0.3460614785693993,0.31614239786674947,0.477409464239572,3482.650135161164,0.522590535760428,0.477409464239572,0.33779612356385125,9.84,9.68,9.70838396111786,13.93,9.73,True,False
4Q25,2025Q4,Q4,1743.0,6959.0,8702.0,20400.0,2778.0,2678.0,0.6508588498879762,2.5985810306198656,3.2494398805078415,0.44321625275755017,0.5706105650037395,0.28847122052143764,0.2821393444823019,0.4944516659632001,3447.741556345676,0.5055483340367998,0.4944516659632002,0.4293894349962605,7.86,17.33,15.3040943421227,15.91,12.02,True,True
1Q26,2026Q1,Q1,2733.0,10550.0,13283.0,29200.0,2678.0,3608.0,0.7574833702882483,2.9240576496674056,3.681541019955654,0.4243143540173688,0.5845219866875845,0.32141106694275745,0.26311091974482703,0.4501300648002051,4970.266284893292,0.5498699351997949,0.4501300648002051,0.4154780133124155,0.37,14.99,11.640611867540773,19.18,17.87,True,True
2Q26,2026Q2,Q2,2831.0,12224.0,15055.0,27200.0,3608.0,,,,,0.6009052256863466,,,,,5229.521361739346,0.5413497343585582,0.45865026564144185,,-0.91,10.45,8.122665900603266,15.74,16.54,True,True
