carried_w,train_window,W1_n,W1_rmse_pct,W1_mae_pct,W1_bias_pct,W2_n,W2_rmse_pct,W2_bias_pct
0.8,last3_ex_covid,12,2.1410331122803425,1.6653635838418115,0.26374315016297795,10,2.168429632570607,0.2958654387782489
0.85,all,12,2.2883956791391684,1.8009849344085742,0.30211618038957777,10,2.2181412367758235,0.39944788871738685
0.85,ex_covid,12,2.3397222188095492,1.9170864616471466,0.1536221619325475,10,2.28149180988039,0.22125506656895055
0.85,last3_ex_covid,12,2.3403267083683845,1.92007270161894,0.15063592196075393,10,2.282235686208784,0.2176715786027983
0.9,all,12,2.499427171743967,2.0665221169034043,0.13973388718442892,10,2.323155244939926,0.25997200349251015
0.9,ex_covid,12,2.5765405088542734,2.1756682721762752,0.04190741151297953,10,2.4221395625334803,0.1425802326867709
0.9,last3_ex_covid,12,2.5764787721061158,2.175384959072779,0.04219072461647544,10,2.4220607555562177,0.14292020841096598
0.95,all,12,2.743611065838639,2.3322897443070896,-0.01741030171072322,10,2.4567457900560195,0.12468714176641083
0.95,ex_covid,12,2.8391798371160832,2.4320930008399286,-0.06517742913867701,10,2.583766327907983,0.06736658885286624
0.95,last3_ex_covid,12,2.8383966907898595,2.428651795397815,-0.06173622369656336,10,2.582733588543635,0.07149603538340261
1.0,all,12,3.010999023478645,2.5953404362779637,-0.16948028547192714,10,2.6133489693746714,-0.0065492132220612564
1.0,ex_covid,12,3.1195229499589217,2.6865101251227195,-0.16777238070892206,10,2.761876683497823,-0.004499727506455065
1.0,last3_ex_covid,12,3.1180080212168764,2.6800170287349876,-0.16127928432119,10,2.759823095220375,0.003291988158823411
