sample,spec,spec_label,phi_group,n,n_params,phi_0,phi_1,phi_2,phi_3,phi_4,phi_1_plus_2,mean_lag_q,c_Q1,c_Q2,c_Q3,c_Q4,insample_rel_rmse_pct,loo_rel_rmse_pct,loo_mae_pct,loo_bias_pct,loo_n
ex_covid_nightsyoy_25,season,"season-specific phi_{s,k}",Q1,16,20,0.35177414652366684,2.2466532344483593e-08,0.6482257867256801,5.1439220676848506e-09,3.914019870024433e-08,0.6482258091922124,1.2964517679104537,10.604711942801398,15.068470930560892,17.193900813883722,12.927130621397668,0.6745143671295695,2.1029638250528557,1.8658301820997223,0.39872508819219005,16
ex_covid_nightsyoy_25,season,"season-specific phi_{s,k}",Q2,16,20,0.3301191294389485,0.12286606307546821,0.5067990505408062,3.477221336440782e-08,0.04021572217256377,0.6296651136162744,1.2973271571639755,10.604711942801398,15.068470930560892,17.193900813883722,12.927130621397668,0.6745143671295695,2.1029638250528557,1.8658301820997223,0.39872508819219005,16
ex_covid_nightsyoy_25,season,"season-specific phi_{s,k}",Q3,16,20,0.38478085520488825,5.451382470355682e-07,0.6152185665967929,1.5267135402222344e-08,1.7792936567557615e-08,0.6152191117350398,1.2304377953049852,10.604711942801398,15.068470930560892,17.193900813883722,12.927130621397668,0.6745143671295695,2.1029638250528557,1.8658301820997223,0.39872508819219005,16
ex_covid_nightsyoy_25,season,"season-specific phi_{s,k}",Q4,16,20,0.012388027786133331,0.2985715561938341,0.24259427808109849,0.12192257109886867,0.32452356684006534,0.5411658342749326,2.4476220930128987,10.604711942801398,15.068470930560892,17.193900813883722,12.927130621397668,0.6745143671295695,2.1029638250528557,1.8658301820997223,0.39872508819219005,16
ex_covid_nightsyoy_25,summer,summer(Q3) vs rest,Q1/Q2/Q4,16,12,0.38941813879616316,0.0963434777083633,0.4023499398399695,0.03417377459917132,0.07771466905633267,0.49869341754833274,1.3144233574111468,10.532116630660605,14.783765812984223,17.193900904698044,12.768229693946523,0.8446956721435244,1.808513218584328,1.6236584724819585,0.3480752354953161,16
ex_covid_nightsyoy_25,summer,summer(Q3) vs rest,Q3,16,12,0.38478105939772705,2.588541973530638e-07,0.61521864130229,2.709638464131746e-08,1.3349400959665264e-08,0.6152189001564873,1.2304376761455351,10.532116630660605,14.783765812984223,17.193900904698044,12.768229693946523,0.8446956721435244,1.808513218584328,1.6236584724819585,0.3480752354953161,16
ex_covid_nightsyoy_25,fixed_kernel_2/3-1/3,fixed_kernel_2/3-1/3,all (fixed),16,4,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,12.693760461377735,13.733234606111152,17.239361851242432,11.98188804484695,1.3265001491638384,1.7512070672462843,1.3417167579676272,0.023110304334454657,16
ex_covid_nightsyoy_25,seasonal_lambda_only_phi1=1,seasonal_lambda_only_phi1=1,all (fixed),16,4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,13.330640848714854,12.280385561041873,17.60488193797847,12.195459774016584,1.6836096855535836,2.2143777135189966,1.7148222497610313,0.03741585313143045,16
post2023_2023Q1+,pooled,"pooled (one phi, 4 c_s)",all,14,8,0.3899036794454623,0.041238623861564586,0.5688576776522882,7.836054645875083e-09,1.1204630150391929e-08,0.6100963015138529,1.1789540474928255,10.55966200470653,15.385047832651178,17.24691954457146,12.529607797867948,0.7474112208742115,1.3143524025635092,1.1125952465396691,0.10219899526528464,14
post2023_2023Q1+,season,"season-specific phi_{s,k}",Q1,14,20,0.35177398493909057,1.4652574397042918e-08,0.6482259743414802,1.2915097280791319e-08,1.3151757670328808e-08,0.6482259889940546,1.2964520546878575,10.604712369046135,14.547133404961867,17.19390090911323,12.922687932816432,0.6811605855918123,2.1827104051320494,1.8694118138089728,0.11322103103646373,14
post2023_2023Q1+,season,"season-specific phi_{s,k}",Q2,14,20,0.6259055706898602,2.4707267823039478e-08,0.374094378655795,1.0192763302166162e-08,1.5754313697857955e-08,0.3740944033630628,0.7481888756144024,10.604712369046135,14.547133404961867,17.19390090911323,12.922687932816432,0.6811605855918123,2.1827104051320494,1.8694118138089728,0.11322103103646373,14
post2023_2023Q1+,season,"season-specific phi_{s,k}",Q3,14,20,0.38478075866419226,7.930520877201452e-07,0.615218417066164,1.7577627646923545e-08,1.3639928455202254e-08,0.6152192101182516,1.2304377344770125,10.604712369046135,14.547133404961867,17.19390090911323,12.922687932816432,0.6811605855918123,2.1827104051320494,1.8694118138089728,0.11322103103646373,14
post2023_2023Q1+,season,"season-specific phi_{s,k}",Q4,14,20,0.007020885007940048,0.14337512784547032,0.5205316685225306,0.006723498972420737,0.32234881965163825,0.663906796368001,2.4940042404143465,10.604712369046135,14.547133404961867,17.19390090911323,12.922687932816432,0.6811605855918123,2.1827104051320494,1.8694118138089728,0.11322103103646373,14
post2023_2023Q1+,summer,summer(Q3) vs rest,Q1/Q2/Q4,14,12,0.39609927245807386,0.0438052302471487,0.5600954953713372,6.389789069173996e-10,1.2844613962893401e-09,0.6039007256184858,1.1639962280446055,10.547207878851104,15.340039439220718,17.193900022858426,12.544568049137306,0.7460877134104517,1.6694943602441952,1.3925384946061174,0.3415902408237549,14
post2023_2023Q1+,summer,summer(Q3) vs rest,Q3,14,12,0.3847807091718698,1.3973889244192995e-07,0.6152191420657768,5.545384169055638e-09,3.4780768323915737e-09,0.6152192818046692,1.2304384544189058,10.547207878851104,15.340039439220718,17.193900022858426,12.544568049137306,0.7460877134104517,1.6694943602441952,1.3925384946061174,0.3415902408237549,14
post2023_2023Q1+,fixed_kernel_2/3-1/3,fixed_kernel_2/3-1/3,all (fixed),14,4,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,1.3333333333333333,12.693760461377735,13.713589209498897,17.239361851242432,12.029792635176294,1.3568911601205613,1.8294207113500376,1.3887450971194897,0.024718743227414297,14
post2023_2023Q1+,seasonal_lambda_only_phi1=1,seasonal_lambda_only_phi1=1,all (fixed),14,4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,13.330640848714854,12.292342416418622,17.60488193797847,12.196510467919547,1.797187883165111,2.424917414216862,1.990906249782132,0.04371237109096323,14
