source,market_key,archive_vintage,held_vintage,review_month,ymi,n_archive,n_held,ratio,age_months,months_before_archive_dump
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2013-11,24166,2134,258,0.12089971883786317,136,17
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2013-12,24167,1672,202,0.12081339712918661,136,16
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-01,24168,2235,274,0.12259507829977628,136,15
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-02,24169,2455,308,0.12545824847250509,136,14
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-03,24170,3897,525,0.13471901462663588,136,13
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-04,24171,5506,655,0.11896113330911733,136,12
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-05,24172,7403,844,0.11400783466162366,136,11
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-06,24173,8287,1015,0.12248099432846628,136,10
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-07,24174,9229,1043,0.11301332755444794,136,9
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-08,24175,10949,1160,0.10594574847017993,136,8
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-09,24176,10968,1265,0.11533552151714077,136,7
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-10,24177,10647,1331,0.1250117403963558,136,6
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-11,24178,6278,881,0.14033131570563873,136,5
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2014-12,24179,4898,631,0.12882809309922416,136,4
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2015-01,24180,6082,744,0.12232818151923709,136,3
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2015-02,24181,5776,696,0.12049861495844875,136,2
montera34,spain_catalonia_barcelona,2015-04-30,2026-08-23,2015-03,24182,11161,1339,0.1199713287339844,136,1
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2010-01,24120,1,0,0.0,133,66
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2010-02,24121,2,0,0.0,133,65
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2010-04,24123,2,0,0.0,133,63
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2010-05,24124,4,0,0.0,133,62
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2010-06,24125,6,0,0.0,133,61
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2010-07,24126,8,0,0.0,133,60
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2010-08,24127,15,0,0.0,133,59
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2010-09,24128,31,0,0.0,133,58
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2010-10,24129,24,2,0.08333333333333333,133,57
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2010-11,24130,13,0,0.0,133,56
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2010-12,24131,8,0,0.0,133,55
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-01,24132,15,2,0.13333333333333333,133,54
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-02,24133,26,0,0.0,133,53
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-03,24134,37,2,0.05405405405405406,133,52
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-04,24135,70,5,0.07142857142857142,133,51
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-05,24136,110,9,0.08181818181818182,133,50
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-06,24137,157,15,0.09554140127388536,133,49
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-07,24138,180,17,0.09444444444444444,133,48
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-08,24139,203,14,0.06896551724137931,133,47
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-09,24140,299,21,0.07023411371237458,133,46
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-10,24141,261,12,0.04597701149425287,133,45
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-11,24142,219,13,0.0593607305936073,133,44
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2011-12,24143,142,10,0.07042253521126761,133,43
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-01,24144,199,11,0.05527638190954774,133,42
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-02,24145,180,9,0.05,133,41
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-03,24146,383,24,0.06266318537859007,133,40
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-04,24147,528,41,0.07765151515151515,133,39
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-05,24148,730,51,0.06986301369863014,133,38
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-06,24149,769,53,0.06892067620286085,133,37
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-07,24150,917,79,0.0861504907306434,133,36
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-08,24151,1006,68,0.06759443339960239,133,35
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-09,24152,990,78,0.07878787878787878,133,34
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-10,24153,1035,75,0.07246376811594203,133,33
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-11,24154,689,66,0.09579100145137881,133,32
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2012-12,24155,452,46,0.10176991150442478,133,31
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-01,24156,669,55,0.08221225710014948,133,30
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-02,24157,659,70,0.1062215477996965,133,29
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-03,24158,1330,168,0.12631578947368421,133,28
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-04,24159,1889,202,0.1069348861831657,133,27
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-05,24160,2931,325,0.11088365745479359,133,26
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-06,24161,2895,349,0.12055267702936097,133,25
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-07,24162,3234,375,0.11595547309833024,133,24
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-08,24163,3428,371,0.10822637106184364,133,23
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-09,24164,3758,432,0.11495476317189994,133,22
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-10,24165,3535,448,0.12673267326732673,133,21
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-11,24166,2072,258,0.12451737451737452,133,20
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2013-12,24167,1609,202,0.12554381603480422,133,19
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-01,24168,2167,274,0.12644208583294878,133,18
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-02,24169,2351,308,0.1310080816673756,133,17
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-03,24170,3731,525,0.14071294559099437,133,16
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-04,24171,5287,655,0.12388878380934368,133,15
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-05,24172,7157,844,0.11792650551907223,133,14
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-06,24173,8050,1015,0.12608695652173912,133,13
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-07,24174,8949,1043,0.1165493351212426,133,12
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-08,24175,10744,1160,0.10796723752792256,133,11
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-09,24176,10643,1265,0.11885746500046979,133,10
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-10,24177,10259,1331,0.12973974071546934,133,9
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-11,24178,6044,881,0.1457643944407677,133,8
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2014-12,24179,4702,631,0.13419821352615907,133,7
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2015-01,24180,5834,744,0.12752828248200207,133,6
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2015-02,24181,5470,696,0.12723948811700184,133,5
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2015-03,24182,10533,1339,0.1271242760846862,133,4
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2015-04,24183,14495,1688,0.11645394963780614,133,3
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2015-05,24184,19921,2109,0.10586817930826765,133,2
montera34,spain_catalonia_barcelona,2015-07-17,2026-08-23,2015-06,24185,21745,2112,0.09712577604046907,133,1
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2010-02,24121,2,0,0.0,131,67
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2010-04,24123,2,0,0.0,131,65
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2010-05,24124,4,0,0.0,131,64
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2010-06,24125,5,0,0.0,131,63
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2010-07,24126,6,0,0.0,131,62
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2010-08,24127,13,0,0.0,131,61
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2010-09,24128,26,0,0.0,131,60
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2010-10,24129,15,2,0.13333333333333333,131,59
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2010-11,24130,6,0,0.0,131,58
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2010-12,24131,5,0,0.0,131,57
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-01,24132,9,2,0.2222222222222222,131,56
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-02,24133,18,0,0.0,131,55
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-03,24134,30,2,0.06666666666666667,131,54
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-04,24135,62,5,0.08064516129032258,131,53
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-05,24136,97,9,0.09278350515463918,131,52
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-06,24137,136,15,0.11029411764705882,131,51
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-07,24138,161,17,0.10559006211180125,131,50
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-08,24139,178,14,0.07865168539325842,131,49
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-09,24140,278,21,0.07553956834532374,131,48
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-10,24141,237,12,0.05063291139240506,131,47
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-11,24142,187,13,0.06951871657754011,131,46
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2011-12,24143,115,10,0.08695652173913043,131,45
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-01,24144,164,11,0.06707317073170732,131,44
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-02,24145,148,9,0.060810810810810814,131,43
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-03,24146,331,24,0.07250755287009064,131,42
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-04,24147,467,41,0.08779443254817987,131,41
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-05,24148,650,51,0.07846153846153846,131,40
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-06,24149,696,53,0.07614942528735633,131,39
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-07,24150,826,79,0.09564164648910412,131,38
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-08,24151,892,68,0.07623318385650224,131,37
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-09,24152,905,78,0.0861878453038674,131,36
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-10,24153,930,75,0.08064516129032258,131,35
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-11,24154,595,66,0.11092436974789915,131,34
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2012-12,24155,410,46,0.11219512195121951,131,33
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-01,24156,567,55,0.09700176366843033,131,32
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-02,24157,586,70,0.11945392491467577,131,31
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-03,24158,1185,168,0.14177215189873418,131,30
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-04,24159,1698,202,0.11896348645465253,131,29
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-05,24160,2664,325,0.121996996996997,131,28
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-06,24161,2634,349,0.13249810174639332,131,27
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-07,24162,3004,375,0.1248335552596538,131,26
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-08,24163,3185,371,0.11648351648351649,131,25
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-09,24164,3526,432,0.12251843448667045,131,24
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-10,24165,3295,448,0.13596358118361154,131,23
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-11,24166,1966,258,0.13123092573753814,131,22
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2013-12,24167,1548,202,0.13049095607235142,131,21
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-01,24168,2040,274,0.13431372549019607,131,20
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-02,24169,2196,308,0.14025500910746813,131,19
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-03,24170,3508,525,0.14965792474344355,131,18
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-04,24171,4982,655,0.13147330389401846,131,17
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-05,24172,6733,844,0.12535274023466508,131,16
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-06,24173,7528,1015,0.13482996811902231,131,15
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-07,24174,8436,1043,0.12363679468942627,131,14
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-08,24175,10136,1160,0.11444356748224152,131,13
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-09,24176,10065,1265,0.12568306010928962,131,12
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-10,24177,9744,1331,0.1365968801313629,131,11
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-11,24178,5738,881,0.15353781805507144,131,10
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2014-12,24179,4479,631,0.14087966063853538,131,9
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2015-01,24180,5505,744,0.13514986376021798,131,8
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2015-02,24181,5176,696,0.13446676970633695,131,7
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2015-03,24182,9921,1339,0.13496623324261667,131,6
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2015-04,24183,13567,1688,0.12441954743126704,131,5
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2015-05,24184,18408,2109,0.11456975228161669,131,4
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2015-06,24185,19777,2112,0.10679071648885069,131,3
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2015-07,24186,21325,2052,0.0962250879249707,131,2
montera34,spain_catalonia_barcelona,2015-09-04,2026-08-23,2015-08,24187,20521,2032,0.0990205155694167,131,1
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2010-02,24121,2,0,0.0,130,68
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2010-04,24123,2,0,0.0,130,66
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2010-05,24124,4,0,0.0,130,65
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2010-06,24125,5,0,0.0,130,64
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2010-07,24126,6,0,0.0,130,63
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2010-08,24127,13,0,0.0,130,62
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2010-09,24128,26,0,0.0,130,61
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2010-10,24129,16,2,0.125,130,60
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2010-11,24130,8,0,0.0,130,59
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2010-12,24131,6,0,0.0,130,58
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-01,24132,11,2,0.18181818181818182,130,57
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-02,24133,18,0,0.0,130,56
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-03,24134,30,2,0.06666666666666667,130,55
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-04,24135,65,5,0.07692307692307693,130,54
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-05,24136,104,9,0.08653846153846154,130,53
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-06,24137,137,15,0.10948905109489052,130,52
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-07,24138,155,17,0.10967741935483871,130,51
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-08,24139,169,14,0.08284023668639054,130,50
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-09,24140,268,21,0.07835820895522388,130,49
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-10,24141,239,12,0.0502092050209205,130,48
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-11,24142,190,13,0.06842105263157895,130,47
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2011-12,24143,114,10,0.08771929824561403,130,46
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-01,24144,168,11,0.06547619047619048,130,45
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-02,24145,159,9,0.05660377358490566,130,44
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-03,24146,342,24,0.07017543859649122,130,43
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-04,24147,478,41,0.08577405857740586,130,42
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-05,24148,663,51,0.07692307692307693,130,41
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-06,24149,710,53,0.07464788732394366,130,40
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-07,24150,847,79,0.09327036599763873,130,39
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-08,24151,888,68,0.07657657657657657,130,38
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-09,24152,913,78,0.08543263964950712,130,37
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-10,24153,925,75,0.08108108108108109,130,36
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-11,24154,602,66,0.10963455149501661,130,35
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2012-12,24155,415,46,0.1108433734939759,130,34
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-01,24156,573,55,0.09598603839441536,130,33
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-02,24157,603,70,0.11608623548922056,130,32
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-03,24158,1205,168,0.13941908713692946,130,31
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-04,24159,1755,202,0.1150997150997151,130,30
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-05,24160,2690,325,0.120817843866171,130,29
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-06,24161,2652,349,0.13159879336349925,130,28
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-07,24162,3017,375,0.12429565793834936,130,27
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-08,24163,3193,371,0.11619166927654244,130,26
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-09,24164,3520,432,0.12272727272727273,130,25
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-10,24165,3327,448,0.13465584610760445,130,24
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-11,24166,1970,258,0.13096446700507614,130,23
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2013-12,24167,1562,202,0.1293213828425096,130,22
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2014-01,24168,2046,274,0.13391984359726294,130,21
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2014-02,24169,2220,308,0.13873873873873874,130,20
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2014-03,24170,3521,525,0.14910536779324055,130,19
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2014-04,24171,4999,655,0.13102620524104822,130,18
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2014-05,24172,6702,844,0.12593255744553863,130,17
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2014-06,24173,7495,1015,0.13542361574382922,130,16
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2014-07,24174,8265,1043,0.12619479733817301,130,15
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2014-08,24175,9945,1160,0.11664152840623429,130,14
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2014-09,24176,9984,1265,0.12670272435897437,130,13
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2014-10,24177,9699,1331,0.13723064233426127,130,12
montera34,spain_catalonia_barcelona,2015-10-02,2026-08-23,2014-11,24178,5712,881,0.15423669467787116,130,11
