source,market_key,archive_vintage,held_vintage,review_month,ymi,n_archive,n_held,ratio,age_months,months_before_archive_dump
montera34,spain_catalonia_barcelona,2015-04-30,2015-07-17,2014-11,24178,6278,6044,0.962726983115642,3,5
montera34,spain_catalonia_barcelona,2015-04-30,2015-07-17,2014-12,24179,4898,4702,0.9599836668027767,3,4
montera34,spain_catalonia_barcelona,2015-04-30,2015-07-17,2015-01,24180,6082,5834,0.9592239394935876,3,3
montera34,spain_catalonia_barcelona,2015-04-30,2015-07-17,2015-02,24181,5776,5470,0.9470221606648199,3,2
montera34,spain_catalonia_barcelona,2015-04-30,2015-07-17,2015-03,24182,11161,10533,0.9437326404444046,3,1
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2010-01,24120,1,0,0.0,5,63
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2010-02,24121,2,2,1.0,5,62
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2010-05,24124,4,4,1.0,5,59
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2010-06,24125,6,5,0.8333333333333334,5,58
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2010-07,24126,10,6,0.6,5,57
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2010-08,24127,21,13,0.6190476190476191,5,56
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2010-09,24128,38,26,0.6842105263157895,5,55
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2010-10,24129,31,15,0.4838709677419355,5,54
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2010-11,24130,17,6,0.35294117647058826,5,53
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2010-12,24131,10,5,0.5,5,52
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-01,24132,16,9,0.5625,5,51
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-02,24133,27,18,0.6666666666666666,5,50
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-03,24134,30,30,1.0,5,49
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-04,24135,75,62,0.8266666666666667,5,48
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-05,24136,120,97,0.8083333333333333,5,47
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-06,24137,155,136,0.8774193548387097,5,46
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-07,24138,180,161,0.8944444444444445,5,45
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-08,24139,213,178,0.8356807511737089,5,44
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-09,24140,303,278,0.9174917491749175,5,43
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-10,24141,261,237,0.9080459770114943,5,42
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-11,24142,217,187,0.8617511520737328,5,41
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2011-12,24143,143,115,0.8041958041958042,5,40
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-01,24144,209,164,0.784688995215311,5,39
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-02,24145,199,148,0.7437185929648241,5,38
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-03,24146,394,331,0.8401015228426396,5,37
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-04,24147,557,467,0.8384201077199281,5,36
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-05,24148,764,650,0.8507853403141361,5,35
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-06,24149,796,696,0.8743718592964824,5,34
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-07,24150,944,826,0.875,5,33
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-08,24151,1015,892,0.8788177339901477,5,32
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-09,24152,1046,905,0.8652007648183556,5,31
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-10,24153,1096,930,0.8485401459854015,5,30
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-11,24154,732,595,0.8128415300546448,5,29
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2012-12,24155,494,410,0.8299595141700404,5,28
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-01,24156,714,567,0.7941176470588235,5,27
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-02,24157,713,586,0.8218793828892006,5,26
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-03,24158,1395,1185,0.8494623655913979,5,25
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-04,24159,1997,1698,0.8502754131196795,5,24
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-05,24160,3010,2664,0.8850498338870432,5,23
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-06,24161,3009,2634,0.8753738783649053,5,22
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-07,24162,3308,3004,0.9081015719467956,5,21
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-08,24163,3529,3185,0.9025219608954378,5,20
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-09,24164,3853,3526,0.9151310667012718,5,19
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-10,24165,3641,3295,0.9049711617687448,5,18
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-11,24166,2134,1966,0.9212746016869728,5,17
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2013-12,24167,1672,1548,0.9258373205741627,5,16
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-01,24168,2235,2040,0.912751677852349,5,15
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-02,24169,2455,2196,0.8945010183299389,5,14
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-03,24170,3897,3508,0.9001796253528355,5,13
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-04,24171,5506,4982,0.9048310933527062,5,12
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-05,24172,7403,6733,0.9094961502093746,5,11
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-06,24173,8287,7528,0.9084107638469893,5,10
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-07,24174,9229,8436,0.9140751977462347,5,9
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-08,24175,10949,10136,0.9257466435290894,5,8
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-09,24176,10968,10065,0.9176695842450766,5,7
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-10,24177,10647,9744,0.9151873767258383,5,6
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-11,24178,6278,5738,0.9139853456514814,5,5
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2014-12,24179,4898,4479,0.9144548795426705,5,4
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2015-01,24180,6082,5505,0.9051298914830648,5,3
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2015-02,24181,5776,5176,0.8961218836565097,5,2
montera34,spain_catalonia_barcelona,2015-04-30,2015-09-04,2015-03,24182,11161,9921,0.8888988441895888,5,1
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2010-01,24120,1,0,0.0,6,63
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2010-02,24121,2,2,1.0,6,62
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2010-05,24124,4,4,1.0,6,59
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2010-06,24125,6,5,0.8333333333333334,6,58
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2010-07,24126,10,6,0.6,6,57
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2010-08,24127,21,13,0.6190476190476191,6,56
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2010-09,24128,38,26,0.6842105263157895,6,55
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2010-10,24129,31,16,0.5161290322580645,6,54
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2010-11,24130,17,8,0.47058823529411764,6,53
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2010-12,24131,10,6,0.6,6,52
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-01,24132,16,11,0.6875,6,51
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-02,24133,27,18,0.6666666666666666,6,50
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-03,24134,30,30,1.0,6,49
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-04,24135,75,65,0.8666666666666667,6,48
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-05,24136,120,104,0.8666666666666667,6,47
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-06,24137,155,137,0.8838709677419355,6,46
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-07,24138,180,155,0.8611111111111112,6,45
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-08,24139,213,169,0.7934272300469484,6,44
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-09,24140,303,268,0.8844884488448845,6,43
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-10,24141,261,239,0.9157088122605364,6,42
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-11,24142,217,190,0.8755760368663594,6,41
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2011-12,24143,143,114,0.7972027972027972,6,40
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-01,24144,209,168,0.8038277511961722,6,39
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-02,24145,199,159,0.7989949748743719,6,38
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-03,24146,394,342,0.868020304568528,6,37
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-04,24147,557,478,0.8581687612208259,6,36
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-05,24148,764,663,0.8678010471204188,6,35
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-06,24149,796,710,0.8919597989949749,6,34
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-07,24150,944,847,0.8972457627118644,6,33
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-08,24151,1015,888,0.8748768472906404,6,32
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-09,24152,1046,913,0.872848948374761,6,31
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-10,24153,1096,925,0.843978102189781,6,30
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-11,24154,732,602,0.8224043715846995,6,29
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2012-12,24155,494,415,0.840080971659919,6,28
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-01,24156,714,573,0.8025210084033614,6,27
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-02,24157,713,603,0.8457223001402524,6,26
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-03,24158,1395,1205,0.8637992831541219,6,25
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-04,24159,1997,1755,0.8788182273410116,6,24
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-05,24160,3010,2690,0.893687707641196,6,23
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-06,24161,3009,2652,0.8813559322033898,6,22
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-07,24162,3308,3017,0.912031438935913,6,21
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-08,24163,3529,3193,0.9047888920374043,6,20
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-09,24164,3853,3520,0.9135738385673501,6,19
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-10,24165,3641,3327,0.9137599560560286,6,18
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-11,24166,2134,1970,0.9231490159325211,6,17
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2013-12,24167,1672,1562,0.9342105263157895,6,16
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-01,24168,2235,2046,0.9154362416107382,6,15
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-02,24169,2455,2220,0.9042769857433809,6,14
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-03,24170,3897,3521,0.903515524762638,6,13
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-04,24171,5506,4999,0.9079186342172176,6,12
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-05,24172,7403,6702,0.9053086586518979,6,11
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-06,24173,8287,7495,0.9044286231446844,6,10
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-07,24174,9229,8265,0.8955466464405678,6,9
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-08,24175,10949,9945,0.9083021280482236,6,8
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-09,24176,10968,9984,0.9102844638949672,6,7
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-10,24177,10647,9699,0.9109608340377571,6,6
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-11,24178,6278,5712,0.9098438993309972,6,5
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2014-12,24179,4898,4465,0.9115965700285831,6,4
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2015-01,24180,6082,5497,0.9038145346925354,6,3
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2015-02,24181,5776,5185,0.8976800554016621,6,2
montera34,spain_catalonia_barcelona,2015-04-30,2015-10-02,2015-03,24182,11161,9930,0.8897052235462772,6,1
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2010-01,24120,1,0,0.0,9,63
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2010-02,24121,2,2,1.0,9,62
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2010-05,24124,4,4,1.0,9,59
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2010-06,24125,6,6,1.0,9,58
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2010-07,24126,10,6,0.6,9,57
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2010-08,24127,21,17,0.8095238095238095,9,56
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2010-09,24128,38,26,0.6842105263157895,9,55
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2010-10,24129,31,20,0.6451612903225806,9,54
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2010-11,24130,17,7,0.4117647058823529,9,53
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2010-12,24131,10,6,0.6,9,52
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-01,24132,16,16,1.0,9,51
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-02,24133,27,18,0.6666666666666666,9,50
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-03,24134,30,34,1.1333333333333333,9,49
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-04,24135,75,66,0.88,9,48
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-05,24136,120,102,0.85,9,47
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-06,24137,155,123,0.7935483870967742,9,46
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-07,24138,180,139,0.7722222222222223,9,45
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-08,24139,213,141,0.6619718309859155,9,44
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-09,24140,303,205,0.6765676567656765,9,43
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-10,24141,261,184,0.7049808429118773,9,42
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-11,24142,217,144,0.663594470046083,9,41
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2011-12,24143,143,73,0.5104895104895105,9,40
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-01,24144,209,123,0.5885167464114832,9,39
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-02,24145,199,102,0.5125628140703518,9,38
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-03,24146,394,256,0.649746192893401,9,37
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-04,24147,557,358,0.6427289048473968,9,36
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-05,24148,764,486,0.6361256544502618,9,35
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-06,24149,796,540,0.678391959798995,9,34
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-07,24150,944,633,0.6705508474576272,9,33
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-08,24151,1015,698,0.6876847290640394,9,32
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-09,24152,1046,680,0.6500956022944551,9,31
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-10,24153,1096,679,0.6195255474452555,9,30
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-11,24154,732,446,0.6092896174863388,9,29
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2012-12,24155,494,303,0.6133603238866396,9,28
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-01,24156,714,431,0.603641456582633,9,27
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-02,24157,713,445,0.6241234221598878,9,26
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-03,24158,1395,897,0.6430107526881721,9,25
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-04,24159,1997,1343,0.6725087631447171,9,24
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-05,24160,3010,2061,0.684717607973422,9,23
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-06,24161,3009,2026,0.6733133931538717,9,22
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-07,24162,3308,2304,0.6964933494558646,9,21
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-08,24163,3529,2463,0.6979314253329555,9,20
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-09,24164,3853,2654,0.6888139112379964,9,19
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-10,24165,3641,2551,0.7006316945893986,9,18
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-11,24166,2134,1524,0.7141518275538894,9,17
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2013-12,24167,1672,1204,0.7200956937799043,9,16
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-01,24168,2235,1566,0.7006711409395974,9,15
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-02,24169,2455,1740,0.7087576374745418,9,14
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-03,24170,3897,2771,0.7110597895817296,9,13
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-04,24171,5506,3994,0.7253904831093353,9,12
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-05,24172,7403,5403,0.729839254356342,9,11
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-06,24173,8287,6081,0.7337999275974417,9,10
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-07,24174,9229,6627,0.7180626286704952,9,9
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-08,24175,10949,7941,0.7252717143118093,9,8
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-09,24176,10968,7901,0.7203683442742523,9,7
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-10,24177,10647,7743,0.7272471118624965,9,6
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-11,24178,6278,4557,0.7258681108633322,9,5
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2014-12,24179,4898,3547,0.7241731318905675,9,4
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2015-01,24180,6082,4389,0.7216376192042091,9,3
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2015-02,24181,5776,4020,0.695983379501385,9,2
montera34,spain_catalonia_barcelona,2015-04-30,2016-01-03,2015-03,24182,11161,7947,0.712032971955918,9,1
montera34,spain_catalonia_barcelona,2015-04-30,2016-11-07,2010-01,24120,1,0,0.0,19,63
montera34,spain_catalonia_barcelona,2015-04-30,2016-11-07,2010-02,24121,2,2,1.0,19,62
montera34,spain_catalonia_barcelona,2015-04-30,2016-11-07,2010-05,24124,4,4,1.0,19,59
