source,market_key,archive_vintage,held_vintage,age_months,n_archive,n_held,ratio_2012_2014,annual_survival,implied_annual_attrition_pct,e_note_12m_ratio,e_note_12m_attrition_pct,country,region
montera34,spain_catalonia_barcelona,2016-01-03,2026-08-23,127,85078,13788,0.16206304802651683,0.8420240047185523,15.797599528144769,0.8824574127855103,11.754258721448974,spain,EMEA
chicagobooth,united-states_wa_seattle,2015-06-22,2026-08-29,134,34790,5944,0.1708536935901121,0.853649901413083,14.635009858691706,0.9194076156773396,8.059238432266035,united-states,NAM
chicagobooth,united-states_ca_los-angeles,2015-09-02,2026-08-10,131,107215,19013,0.17733526092431096,0.853468186621591,14.653181337840904,0.8984699838068924,10.153001619310764,united-states,NAM
chicagobooth,united-states_ca_oakland,2015-06-22,2026-08-29,134,9783,1741,0.17796177041807218,0.8567716335060334,14.322836649396663,0.914947818720372,8.505218127962799,united-states,NAM
chicagobooth,united-states_la_new-orleans,2015-09-02,2026-08-15,131,26675,4953,0.18567947516401126,0.8570704868136382,14.292951318636183,0.9098786189087762,9.01213810912238,united-states,NAM
chicagobooth,united-states_ca_san-francisco,2015-11-01,2026-08-10,129,68676,12964,0.1887704583842973,0.8563376249978504,14.366237500214963,0.9440775255133812,5.59224744866188,united-states,NAM
chicagobooth,united-kingdom_england_london,2015-09-02,2026-08-18,131,146452,27927,0.19069046513533444,0.8591637342076389,14.083626579236109,0.8695340276428155,13.04659723571845,united-kingdom,EMEA
chicagobooth,united-states_ca_san-diego,2015-06-22,2026-08-29,134,24354,4645,0.1907284224357395,0.8621038598674208,13.789614013257923,0.8982909390385722,10.170906096142785,united-states,NAM
chicagobooth,austria_vienna_vienna,2015-07-18,2026-08-25,133,29432,5716,0.19421038325631965,0.8625494052033575,13.745059479664246,0.8383991143803408,16.160088561965924,austria,EMEA
montera34,spain_catalonia_barcelona,2016-11-07,2026-08-23,117,66436,13788,0.20753808176289965,0.8510571967071414,14.89428032928586,0.8824574127855103,11.754258721448974,spain,EMEA
chicagobooth,united-states_tx_austin,2015-11-07,2026-08-25,129,25421,5351,0.2104952598245545,0.8650591362198308,13.494086378016924,0.8407956855258402,15.920431447415984,united-states,NAM
montera34,spain_catalonia_barcelona,2016-12-08,2026-08-23,116,65339,13788,0.21102251335343364,0.8513398810557639,14.866011894423615,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2017-01-04,2026-08-23,115,63902,13788,0.21576789458858878,0.8521243444988967,14.787565550110326,0.8824574127855103,11.754258721448974,spain,EMEA
chicagobooth,united-states_ca_santa-cruz-county,2015-10-15,2026-08-31,130,9822,2240,0.2280594583587864,0.8724547279329502,12.75452720670498,0.9363280970442998,6.367190295570024,united-states,NAM
montera34,spain_catalonia_barcelona,2017-03-06,2026-08-23,113,60001,13788,0.22979617006383227,0.8554172326172546,14.458276738274545,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2017-04-08,2026-08-23,112,59924,13788,0.23009144916894733,0.8543428599357474,14.565714006425257,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2017-02-09,2026-08-23,114,59703,13788,0.2309431686849907,0.8570389088558666,14.296109114413335,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2017-05-07,2026-08-23,111,59585,13788,0.23140052026516741,0.8536554756343255,14.634452436567447,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2017-06-05,2026-08-23,110,57852,13788,0.23833229620410704,0.8551775987271485,14.48224012728515,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2017-07-06,2026-08-23,109,54591,13788,0.2525691047974941,0.8594230496438549,14.057695035614515,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2017-08-06,2026-08-23,108,52857,13788,0.2608547590669164,0.8613019258173802,13.869807418261981,0.8824574127855103,11.754258721448974,spain,EMEA
chicagobooth,united-states_tn_nashville,2015-10-03,2026-08-27,130,13333,3491,0.2618315457886447,0.8836472923707058,11.635270762929418,0.8775496664057549,12.245033359424507,united-states,NAM
chicagobooth,italy_veneto_venice,2015-07-18,2026-08-13,133,40654,10710,0.2634427116642889,0.8866068546120238,11.339314538797618,0.9480287234703509,5.197127652964905,italy,EMEA
montera34,spain_catalonia_barcelona,2017-09-12,2026-08-23,107,50954,13788,0.2705970090670016,0.8636450512423399,13.635494875766007,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2017-10-07,2026-08-23,106,50537,13788,0.27282980786354555,0.8632541926039824,13.67458073960176,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2017-11-13,2026-08-23,105,48902,13788,0.2819516584188786,0.8652922571025254,13.470774289747457,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2017-12-09,2026-08-23,104,48835,13788,0.2823384867410669,0.8642259789689808,13.577402103101921,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2018-01-17,2026-08-23,103,46547,13788,0.2962167271789804,0.8678405744296245,13.215942557037552,0.8824574127855103,11.754258721448974,spain,EMEA
chicagobooth,italy_trentino-alto-adige-südtirol_trentino,2015-10-12,2026-08-31,130,1676,497,0.29653937947494036,0.8938592572150208,10.61407427849792,0.9442241179130563,5.577588208694372,italy,EMEA
montera34,spain_catalonia_barcelona,2018-04-12,2026-08-23,100,45838,13788,0.3007984641563768,0.8657511432805046,13.424885671949538,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2018-02-07,2026-08-23,102,45005,13788,0.3063659593378513,0.8700770369239429,12.992296307605711,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2018-05-14,2026-08-23,99,43561,13788,0.3165216592823856,0.8698469408686875,13.015305913131247,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2018-07-10,2026-08-23,97,42357,13788,0.3255188044479071,0.8703624255794667,12.963757442053325,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2018-06-09,2026-08-23,98,42275,13788,0.3261502069781195,0.871803260234465,12.819673976553503,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2018-08-18,2026-08-23,96,41677,13788,0.3308299541713655,0.8708645316906222,12.913546830937783,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2018-09-11,2026-08-23,95,41083,13788,0.3356132706959083,0.8711761849803723,12.882381501962769,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2018-10-10,2026-08-23,94,40330,13788,0.3418794941730722,0.8719557225793102,12.804427742068981,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2018-11-07,2026-08-23,93,39378,13788,0.35014475087612373,0.8733598873944267,12.664011260557329,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2018-12-10,2026-08-23,92,38968,13788,0.35382878259084377,0.8732667683925647,12.673323160743532,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2019-01-14,2026-08-23,91,37488,13788,0.367797695262484,0.8764308795580886,12.356912044191137,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2019-02-06,2026-08-23,90,36627,13788,0.37644360717503483,0.8778628220938369,12.213717790616307,0.8824574127855103,11.754258721448974,spain,EMEA
montera34,spain_catalonia_barcelona,2019-03-08,2026-08-23,89,36071,13788,0.3822461256965429,0.8783886370834971,12.161136291650287,0.8824574127855103,11.754258721448974,spain,EMEA
