listing_id,city,country,eea_flag,checkin,checkout,nights,nightly_price,cleaning_fee,service_fee,taxes,total,currency,captured_at,parse_status,http_status,bytes,stay_window,room_type,bedroom_bucket,host_class,notes,original_total,host_added_fees,search_offset,title,line_items
1599922369263482219,new-orleans,United States,0,2026-11-13,2026-11-16,3,306.22,,,,918.65,USD,2026-09-11T20:03:41+00:00,ok,200,1052981,W1,Hotel St. Marie,,,,,,0,Hotel St. Marie,3 nights x $306.22=$918.65
1040243375591270378,new-orleans,United States,0,2026-11-13,2026-11-16,3,316.8,,,,950.4,USD,2026-09-11T20:03:41+00:00,ok,200,1052981,W1,International House Hotel,,,,,54.0,0,International House Hotel,3 nights x $316.80=$950.40 | Resort fee=$54.00
1684233640674724065,new-orleans,United States,0,2026-11-13,2026-11-16,3,254.15,,,,762.45,USD,2026-09-11T20:03:41+00:00,ok,200,1052981,W1,The Pelham Hotel,,,,,36.48,0,The Pelham Hotel,3 nights x $254.15=$762.45 | Resort fee=$36.48
17014125,new-orleans,United States,0,2026-11-13,2026-11-16,3,253.33,,,,760.0,USD,2026-09-11T20:03:41+00:00,ok,200,1052981,W1,Apartment,,,,,,0,Apartment in Irish Channel,3 nights x $253.33=$760.00
1280495529763979077,new-orleans,United States,0,2026-11-13,2026-11-16,3,165.91,,,,498.0,USD,2026-09-11T20:03:41+00:00,ok,200,1052981,W1,Hotel room,,,,,,0,Hotel room in Central Business District,3 nights x $165.91=$497.73
1272106095902466202,new-orleans,United States,0,2026-11-13,2026-11-16,3,205.67,,,,617.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Guest suite,,,,755.0,,18,Guest suite in Bywater,3 nights x $205.67=$617.00
628143769242886487,new-orleans,United States,0,2026-11-13,2026-11-16,3,157.67,,,,466.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Apartment,,,,,,18,Apartment in Uptown and Carrollton,3 nights x $157.67=$473.00 | Early booking discount=-$7.46 | Price after discount=$465.54
53310066,new-orleans,United States,0,2026-11-13,2026-11-16,3,249.67,,,,749.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Apartment,,,,,,18,Apartment in Marigny,3 nights x $249.67=$749.00
31118634,new-orleans,United States,0,2026-11-13,2026-11-16,3,188.67,,,,567.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Apartment,,,,,,18,Apartment in Lower Garden District,3 nights x $188.67=$566.02
760865369832236819,new-orleans,United States,0,2026-11-13,2026-11-16,3,427.0,,,,1114.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Home,,,,1281.0,,18,Home in Treme - Lafitte,"3 nights x $427.00=$1,281.00 | Early booking discount=-$167.25 | Price after discount=$1,113.75"
52854869,new-orleans,United States,0,2026-11-13,2026-11-16,3,164.33,,,,493.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Home,,,,,,18,Home in New Orleans,3 nights x $164.33=$492.99
937936398515048284,new-orleans,United States,0,2026-11-13,2026-11-16,3,170.0,,,,510.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Home,,,,775.0,,18,Home in Uptown and Carrollton,3 nights x $170.00=$510.00
3145166,new-orleans,United States,0,2026-11-13,2026-11-16,3,209.6,,,,629.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Guest suite,,,,,,18,Guest suite in Uptown and Carrollton,3 nights x $209.60=$628.79
52285487,new-orleans,United States,0,2026-11-13,2026-11-16,3,134.0,,,,402.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Home,,,,,,18,Home in New Orleans,3 nights x $134.00=$402.00
9200240,new-orleans,United States,0,2026-11-13,2026-11-16,3,272.0,,,,816.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Apartment,,,,927.0,,18,Apartment in Marigny,3 nights x $272.00=$816.00
839072794035002250,new-orleans,United States,0,2026-11-13,2026-11-16,3,381.0,,,,1143.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Apartment,,,,,,18,Apartment in French Quarter,"3 nights x $381.00=$1,143.00"
875337717213099832,new-orleans,United States,0,2026-11-13,2026-11-16,3,160.33,,,,481.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Home,,,,584.0,,18,Home in Bywater,3 nights x $160.33=$481.00
1638336560988429102,new-orleans,United States,0,2026-11-13,2026-11-16,3,168.33,,,,505.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Apartment,,,,,,18,Apartment in Treme - Lafitte,3 nights x $168.33=$505.00
17364953,new-orleans,United States,0,2026-11-13,2026-11-16,3,208.33,,,,625.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Home,,,,,,18,Home in New Orleans,3 nights x $208.33=$625.00
14748905,new-orleans,United States,0,2026-11-13,2026-11-16,3,89.0,,,,178.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Room,,,,,,18,Room in Treme - Lafitte,2 nights x $89.00=$178.00
8986620,new-orleans,United States,0,2026-11-13,2026-11-16,3,77.0,,,,154.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Room,,,,,,18,Room in New Orleans,2 nights x $77.00=$154.00
1301655092784834119,new-orleans,United States,0,2026-11-13,2026-11-16,3,279.5,,,,559.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Apartment,,,,633.0,,18,Apartment in French Quarter,2 nights x $279.50=$559.00
1301570758227230805,new-orleans,United States,0,2026-11-13,2026-11-16,3,236.5,,,,473.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Apartment,,,,616.0,,18,Apartment in French Quarter,2 nights x $236.50=$473.00
48699462,new-orleans,United States,0,2026-11-13,2026-11-16,3,227.0,,,,454.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Apartment,,,,538.0,,18,Apartment in French Quarter,2 nights x $227.00=$454.00
570475134952745901,new-orleans,United States,0,2026-11-13,2026-11-16,3,289.0,,,,1156.0,USD,2026-09-11T20:03:45+00:00,ok,200,1077100,W1,Home,,,,1500.0,,18,Home in Mid-city,"4 nights x $289.00=$1,156.00"
1081925093351896152,new-orleans,United States,0,2026-11-13,2026-11-16,3,197.67,,,,593.0,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,Home,,,,766.0,,36,Home in New Orleans,3 nights x $197.67=$593.00
31118837,new-orleans,United States,0,2026-11-13,2026-11-16,3,132.67,,,,398.0,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,Apartment,,,,649.0,,36,Apartment in New Orleans,3 nights x $132.67=$398.00
53310073,new-orleans,United States,0,2026-11-13,2026-11-16,3,248.33,,,,745.0,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,Apartment,,,,,,36,Apartment in Marigny,3 nights x $248.33=$745.00
1120938633838212969,new-orleans,United States,0,2026-11-13,2026-11-16,3,249.0,,,,747.0,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,New Orleans Courtyard Hotel,,,,,,36,New Orleans Courtyard Hotel,3 nights x $249.00=$747.00
1307456024691915641,new-orleans,United States,0,2026-11-13,2026-11-16,3,271.67,,,,704.0,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,Room,,,,815.0,,36,Room in Marigny,3 nights x $271.67=$815.00 | Early booking discount=-$111.15 | Price after discount=$703.85
818100967773336820,new-orleans,United States,0,2026-11-13,2026-11-16,3,290.33,,,,858.0,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,Home,,,,,,36,Home in Bayou St. John,3 nights x $290.33=$871.00 | Early booking discount=-$13.54 | Price after discount=$857.46
52811614,new-orleans,United States,0,2026-11-13,2026-11-16,3,323.0,,,,969.0,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,Home,,,,1113.0,,36,Home in Warehouse District,3 nights x $323.00=$969.00
1624633383959719842,new-orleans,United States,0,2026-11-13,2026-11-16,3,217.03,,,,651.1,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,Maison Saint Charles Hotel & Suites,,,,,,36,Maison Saint Charles Hotel & Suites,3 nights x $217.03=$651.10
1591333702891088759,new-orleans,United States,0,2026-11-13,2026-11-16,3,213.0,,,,554.0,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,Condo,,,,639.0,,36,Condo in Treme - Lafitte,3 nights x $213.00=$639.00 | Early booking discount=-$85.65 | Price after discount=$553.35
1248145846194279894,new-orleans,United States,0,2026-11-13,2026-11-16,3,150.0,,,,416.0,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,Apartment,,,,,,36,Apartment in Treme - Lafitte,3 nights x $150.00=$450.00 | Long stay discount=-$34.00 | Price after discount=$416.00
52653561,new-orleans,United States,0,2026-11-13,2026-11-16,3,255.33,,,,755.0,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,Home,,,,,,36,Home in Treme - Lafitte,3 nights x $255.33=$766.00 | Early booking discount=-$11.44 | Price after discount=$754.56
1599922368973124632,new-orleans,United States,0,2026-11-13,2026-11-16,3,306.22,,,,918.65,USD,2026-09-11T20:03:49+00:00,ok,200,968188,W1,Hotel St. Marie,,,,,,36,Hotel St. Marie,3 nights x $306.22=$918.65
1721870253118404510,new-orleans,United States,0,2026-11-13,2026-11-16,3,331.96,,,,828.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Room,,,,996.0,,54,Room in New Orleans,3 nights x $331.96=$995.87 | Early booking discount=-$168.40 | Price after discount=$827.47
10684033,new-orleans,United States,0,2026-11-13,2026-11-16,3,99.66,,,,299.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Home,,,,,,54,Home in New Orleans,3 nights x $99.66=$298.99
15288342,new-orleans,United States,0,2026-11-13,2026-11-16,3,168.33,,,,505.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Rooms,,,,,,54,Rooms in New Orleans,3 nights x $168.33=$505.00
22910995,new-orleans,United States,0,2026-11-13,2026-11-16,3,118.33,,,,355.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Apartment,,,,,,54,Apartment in New Orleans,3 nights x $118.33=$355.00
1476097084417328428,new-orleans,United States,0,2026-11-13,2026-11-16,3,107.0,,,,321.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Tiny home,,,,399.0,,54,Tiny home in Arabi,3 nights x $107.00=$321.00
1218789565124041710,new-orleans,United States,0,2026-11-13,2026-11-16,3,302.33,,,,796.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Home,,,,907.0,,54,Home in New Orleans,3 nights x $302.33=$907.00 | Early booking discount=-$111.15 | Price after discount=$795.85
1502273901838538453,new-orleans,United States,0,2026-11-13,2026-11-16,3,307.33,,,,922.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Home,,,,,,54,Home in New Orleans,3 nights x $307.33=$922.00
719590596669401828,new-orleans,United States,0,2026-11-13,2026-11-16,3,223.0,,,,669.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Home,,,,940.0,,54,Home in New Orleans,3 nights x $223.00=$669.00
1547803097270188165,new-orleans,United States,0,2026-11-13,2026-11-16,3,391.67,,,,1175.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Apartment,,,,,,54,Apartment in New Orleans,"3 nights x $391.67=$1,175.00"
1592122608719194940,new-orleans,United States,0,2026-11-13,2026-11-16,3,223.0,,,,579.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Condo,,,,669.0,,54,Condo in New Orleans,3 nights x $223.00=$669.00 | Early booking discount=-$90.15 | Price after discount=$578.85
580332141333824663,new-orleans,United States,0,2026-11-13,2026-11-16,3,233.0,,,,699.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Condo,,,,,,54,Condo in New Orleans,3 nights x $233.00=$699.00
829193630203870026,new-orleans,United States,0,2026-11-13,2026-11-16,3,196.0,,,,588.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Home,,,,859.0,,54,Home in New Orleans,3 nights x $196.00=$588.00
48429573,new-orleans,United States,0,2026-11-13,2026-11-16,3,252.33,,,,757.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Apartment,,,,,,54,Apartment in New Orleans,3 nights x $252.33=$757.00
9885640,new-orleans,United States,0,2026-11-13,2026-11-16,3,180.69,,,,543.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Guest suite,,,,,,54,Guest suite in New Orleans,3 nights x $180.69=$542.06
13893464,new-orleans,United States,0,2026-11-13,2026-11-16,3,155.67,,,,467.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Home,,,,591.0,,54,Home in New Orleans,3 nights x $155.67=$467.00
1765481569047796257,new-orleans,United States,0,2026-11-13,2026-11-16,3,257.18,,,,772.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Hotel room,,,,,,54,Hotel room in New Orleans,3 nights x $257.18=$771.54
1162584133640158573,new-orleans,United States,0,2026-11-13,2026-11-16,3,345.0,,,,902.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Apartment,,,,1035.0,,54,Apartment in New Orleans,"3 nights x $345.00=$1,035.00 | Early booking discount=-$133.05 | Price after discount=$901.95"
1040243375465791152,new-orleans,United States,0,2026-11-13,2026-11-16,3,316.8,,,,950.4,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,International House Hotel,,,,,54.0,54,International House Hotel,3 nights x $316.80=$950.40 | Resort fee=$54.00
1039883498209462887,new-orleans,United States,0,2026-11-13,2026-11-16,3,224.16,,,,672.48,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Loft 523,,,,,54.0,54,Loft 523,3 nights x $224.16=$672.48 | Resort fee=$54.00
1710294937228535634,new-orleans,United States,0,2026-11-13,2026-11-16,3,209.0,,,,627.0,USD,2026-09-11T20:03:54+00:00,ok,200,1064180,W1,Sonesta ES Suites New Orleans Downtown,,,,,,54,Sonesta ES Suites New Orleans Downtown,3 nights x $209.00=$627.00
1259202431691648479,new-orleans,United States,0,2026-11-13,2026-11-16,3,235.0,,,,705.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Condo,,,,,,72,Condo in Central Business District,3 nights x $235.00=$705.00
1089055058725909346,new-orleans,United States,0,2026-11-13,2026-11-16,3,204.0,,,,612.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Condo,,,,,,72,Condo in Central Business District,3 nights x $204.00=$612.00
1593162925976886787,new-orleans,United States,0,2026-11-13,2026-11-16,3,270.0,,,,700.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Apartment,,,,810.0,,72,Apartment in New Orleans,3 nights x $270.00=$810.00 | Early booking discount=-$110.25 | Price after discount=$699.75
8816764,new-orleans,United States,0,2026-11-13,2026-11-16,3,138.84,,,,417.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Rooms,,,,465.0,,72,Rooms in Mid-city,3 nights x $138.84=$416.53
46728007,new-orleans,United States,0,2026-11-13,2026-11-16,3,184.67,,,,554.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Bed and breakfast,,,,,,72,Bed and breakfast in Treme - Lafitte,3 nights x $184.67=$554.00
1346537325046836155,new-orleans,United States,0,2026-11-13,2026-11-16,3,238.67,,,,506.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Apartment,,,,716.0,,72,Apartment in Uptown and Carrollton,3 nights x $238.67=$716.00 | Special offer=-$210.35 | Price after discount=$505.65
1562706988788783999,new-orleans,United States,0,2026-11-13,2026-11-16,3,231.0,,,,693.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Home,,,,,,72,Home in Bywater,3 nights x $231.00=$693.00
22505373,new-orleans,United States,0,2026-11-13,2026-11-16,3,194.33,,,,583.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Home,,,,760.0,,72,Home in Fairgrounds,3 nights x $194.33=$583.00
53080594,new-orleans,United States,0,2026-11-13,2026-11-16,3,288.67,,,,866.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Home,,,,,,72,Home in Marigny,3 nights x $288.67=$866.00
625381300008018328,new-orleans,United States,0,2026-11-13,2026-11-16,3,254.33,,,,763.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Apartment,,,,,,72,Apartment in Central Business District,3 nights x $254.33=$763.00
14587042,new-orleans,United States,0,2026-11-13,2026-11-16,3,153.67,,,,461.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Guest suite,,,,515.0,,72,Guest suite in Treme - Lafitte,3 nights x $153.67=$461.00
30207852,new-orleans,United States,0,2026-11-13,2026-11-16,3,327.14,,,,982.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Home,,,,1215.0,,72,Home in Treme - Lafitte,3 nights x $327.14=$981.41
1592126492204218641,new-orleans,United States,0,2026-11-13,2026-11-16,3,233.0,,,,606.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Condo,,,,699.0,,72,Condo in Treme - Lafitte,3 nights x $233.00=$699.00 | Early booking discount=-$93.75 | Price after discount=$605.25
1200755837067430243,new-orleans,United States,0,2026-11-13,2026-11-16,3,199.67,,,,599.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Apartment,,,,742.0,,72,Apartment in New Orleans,3 nights x $199.67=$599.00
1719904894304544034,new-orleans,United States,0,2026-11-13,2026-11-16,3,165.33,,,,457.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Apartment,,,,496.0,,72,Apartment in Marigny,3 nights x $165.33=$496.00 | Early booking discount=-$39.10 | Price after discount=$456.90
51296235,new-orleans,United States,0,2026-11-13,2026-11-16,3,272.0,,,,816.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Home,,,,912.0,,72,Home in Bywater,3 nights x $272.00=$816.00
1142046137283670170,new-orleans,United States,0,2026-11-13,2026-11-16,3,178.33,,,,535.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Boutique hotel,,,,671.0,,72,Boutique hotel in New Orleans,3 nights x $178.33=$535.00
14218123,new-orleans,United States,0,2026-11-13,2026-11-16,3,180.31,,,,541.0,USD,2026-09-11T20:03:58+00:00,ok,200,990287,W1,Room,,,,,,72,Room in Marigny,3 nights x $180.31=$540.92
1480658933910551573,new-orleans,United States,0,2026-11-13,2026-11-16,3,220.0,,,,660.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Apartment,,,,,,90,Apartment in Metairie,3 nights x $220.00=$660.00
825647172855617709,new-orleans,United States,0,2026-11-13,2026-11-16,3,162.43,,,,488.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Apartment,,,,,,90,Apartment in New Orleans,3 nights x $162.43=$487.28
50852030,new-orleans,United States,0,2026-11-13,2026-11-16,3,285.07,,,,757.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Condo,,,,856.0,,90,Condo in New Orleans,3 nights x $285.07=$855.20 | Long stay discount=-$98.29 | Price after discount=$756.91
53917876,new-orleans,United States,0,2026-11-13,2026-11-16,3,334.33,,,,880.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Home,,,,1003.0,,90,Home in New Orleans,"3 nights x $334.33=$1,003.00 | Early booking discount=-$123.75 | Price after discount=$879.25"
52516660,new-orleans,United States,0,2026-11-13,2026-11-16,3,202.67,,,,608.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Guesthouse,,,,,,90,Guesthouse in New Orleans,3 nights x $202.67=$608.00
42048211,new-orleans,United States,0,2026-11-13,2026-11-16,3,182.59,,,,548.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Home,,,,,,90,Home in New Orleans,3 nights x $182.59=$547.76
1343926719014531073,new-orleans,United States,0,2026-11-13,2026-11-16,3,235.0,,,,705.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Condo,,,,,,90,Condo in New Orleans,3 nights x $235.00=$705.00
1263456883503139955,new-orleans,United States,0,2026-11-13,2026-11-16,3,201.33,,,,604.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Apartment,,,,,,90,Apartment in New Orleans,3 nights x $201.33=$604.00
48447319,new-orleans,United States,0,2026-11-13,2026-11-16,3,285.0,,,,855.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Apartment,,,,1470.0,,90,Apartment in New Orleans,3 nights x $285.00=$855.00
1290673406418943485,new-orleans,United States,0,2026-11-13,2026-11-16,3,142.33,,,,427.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Apartment,,,,,,90,Apartment in New Orleans,3 nights x $142.33=$427.00
17677540,new-orleans,United States,0,2026-11-13,2026-11-16,3,206.33,,,,619.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Guest suite,,,,,,90,Guest suite in New Orleans,3 nights x $206.33=$619.00
24397858,new-orleans,United States,0,2026-11-13,2026-11-16,3,163.33,,,,490.0,USD,2026-09-11T20:04:01+00:00,ok,200,1014478,W1,Apartment,,,,,,90,Apartment in New Orleans,3 nights x $163.33=$490.00
