quarter,region,season,revenue_musd,kernel_base_musd,lambda_pct,lambda_sensitivity_lo,lambda_sensitivity_hi,annual_anchor_pct,annual_anchor_year,revenue_knowable_from,print_date,basis
2022Q1,apac,1,136.0,799.7523175466092,17.005264882158215,14.723173058145642,19.889198692582713,13.399396811719086,2022,2023-05-09,2026-09-12,same-cell accounting ratio; not predictive validation
2022Q3,na,3,1326.0,8447.28930984511,15.69734327027937,13.590773394181273,18.359465813192248,13.055882900204676,2022,2023-11-01,2026-09-12,same-cell accounting ratio; not predictive validation
2022Q4,apac,4,193.0,1292.0507815177928,14.937493383447345,13.37773710407718,16.85141745886354,13.399396811719086,2022,2024-02-16,2026-09-12,same-cell accounting ratio; not predictive validation
2022Q4,emea,4,556.0,5275.756253515724,10.538773462657336,9.399505439166127,11.939918472966257,13.608861584287443,2022,2024-02-16,2026-09-12,same-cell accounting ratio; not predictive validation
2022Q4,latam,4,189.0,1243.8048709244713,15.195309523070426,13.574880080400654,17.186307911081222,13.290615957007027,2022,2024-02-16,2026-09-12,same-cell accounting ratio; not predictive validation
2022Q4,na,4,964.0,8255.05476070868,11.677693582219709,10.438749908020773,13.199449467366819,13.055882900204676,2022,2024-02-16,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q1,apac,1,200.0,1122.071062524681,17.824183037925977,16.20380276175089,19.804647819917758,13.962765957446809,2023,2023-05-09,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q1,emea,1,458.0,4580.403937201669,9.999118118822691,9.0901073807479,11.110131243136324,13.776151823482337,2023,2023-05-09,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q1,latam,1,235.0,1128.1962914330384,20.8297086051845,18.936098731985904,23.14412067242722,13.610835811034027,2023,2023-05-09,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q1,na,1,925.0,7369.3287088406105,12.552025246076001,11.27842232595187,14.112501917323025,13.273804413153602,2023,2023-05-09,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q2,apac,2,188.0,1492.773635932823,12.594005914535074,11.449096285940975,13.993339905038969,13.962765957446809,2023,2023-08-03,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q2,emea,2,941.0,6538.362947176587,14.391981717783732,13.083619743439755,15.991090797537481,13.776151823482337,2023,2023-08-03,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q2,latam,2,163.0,1452.1187407936486,11.224977367271848,10.204524879338042,12.472197074746497,13.610835811034027,2023,2023-08-03,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q2,na,2,1192.0,8616.744676096941,13.833530466634771,12.340194423317158,15.669941998762049,13.273804413153602,2023,2023-08-03,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q3,apac,3,208.0,1498.542851447414,13.880150293940327,12.61831844903666,15.422389215489252,13.962765957446809,2023,2023-11-01,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q3,emea,3,1533.0,7295.165710652499,21.01391607542914,18.883152965070394,23.624545009543844,13.776151823482337,2023,2023-11-01,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q3,latam,3,178.0,1588.9708404792677,11.20221941557539,10.183835832341263,12.446910461750436,13.610835811034027,2023,2023-11-01,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q3,na,3,1478.0,9150.653930754152,16.15185112653682,14.400860807136738,18.305781868947033,13.273804413153602,2023,2023-11-01,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q4,apac,4,244.0,1600.2453035263275,15.247662309167069,13.861511190151882,16.941847010185633,13.962765957446809,2023,2024-02-16,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q4,emea,4,683.0,6469.825289615443,10.556699283615378,9.42722229140206,11.944782255900824,13.776151823482337,2023,2024-02-16,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q4,latam,4,248.0,1543.03123547549,16.07226051542489,14.611145923113536,17.858067239360988,13.610835811034027,2023,2024-02-16,2026-09-12,same-cell accounting ratio; not predictive validation
2023Q4,na,4,1043.0,8953.564838049404,11.648991422585429,10.392584182443187,13.193943888510072,13.273804413153602,2023,2024-02-16,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q1,apac,1,253.0,1365.8948041502329,18.522656300563312,16.838778455057557,20.58072922284812,13.920853213584058,2024,2024-05-08,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q1,emea,1,567.0,5642.6935315847695,10.048392612964683,8.974153062759234,11.368519019486746,13.899159663865547,2024,2024-05-08,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q1,latam,1,307.0,1393.6864199261581,22.0279106986108,20.025373362373454,24.47545633178978,13.663282571912013,2024,2024-05-08,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q1,na,1,1015.0,8031.058577672171,12.638433528823807,11.274909985803713,14.315138144293376,13.237782949016289,2024,2024-05-08,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q2,apac,2,207.0,1783.7946241432098,11.604474932164683,10.549522665604256,12.893861035738537,13.920853213584058,2024,2024-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q2,emea,2,1048.0,7565.505894888551,13.85234529667151,12.369243346411356,15.675105874517238,13.899159663865547,2024,2024-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q2,latam,2,185.0,1748.3488432370768,10.581412326013357,9.619465750921231,11.757124806681508,13.663282571912013,2024,2024-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q2,na,2,1308.0,9335.683971064494,14.010757048482825,12.489523291491912,15.882277038124991,13.237782949016289,2024,2024-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q3,apac,3,235.0,1768.15088560933,13.29072093974693,12.082473581588117,14.767467710829921,13.920853213584058,2024,2024-11-07,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q3,emea,3,1726.0,8162.888375213024,21.144476325819625,18.87026350607381,23.94042417145619,13.899159663865547,2024,2024-11-07,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q3,latam,3,199.0,1875.466182307975,10.610695190201074,9.646086536546429,11.789661322445637,13.663282571912013,2024,2024-11-07,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q3,na,3,1572.0,9960.161223536337,15.782877051079142,14.07386104985558,17.88499350291927,13.237782949016289,2024,2024-11-07,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q4,apac,4,297.0,1849.583254692129,16.05767132928747,14.59788302662497,17.841857032541633,13.920853213584058,2024,2025-02-13,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q4,emea,4,794.0,7204.559556384995,11.020798617679864,9.833845989353023,12.48019493250047,13.899159663865547,2024,2025-02-13,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q4,latam,4,278.0,1767.0826085871238,15.732145098879997,14.301950089890907,17.480161220977774,13.663282571912013,2024,2025-02-13,2026-09-12,same-cell accounting ratio; not predictive validation
2024Q4,na,4,1111.0,9645.441247002418,11.518394768567724,10.272964532763051,13.050128637538583,13.237782949016289,2024,2025-02-13,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q1,apac,1,278.0,1634.0656553371484,17.012780306103533,15.35271475760243,19.043813827855256,13.971476915639352,2025,2025-05-01,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q1,emea,1,597.0,6510.5090919407685,9.169789820876137,8.233831723821277,10.316887137006324,13.842866342719981,2025,2025-05-01,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q1,latam,1,343.0,1621.9630529229812,21.147214135480517,19.073183299363855,23.685108089754625,13.579957855303208,2025,2025-05-01,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q1,na,1,1054.0,8666.795533132434,12.161357631787276,10.912452705634268,13.692459879514049,12.894900111676387,2025,2025-05-01,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q2,apac,2,255.0,2065.8822776835573,12.343394527103822,11.115011721997275,13.847258258732541,13.971476915639352,2025,2025-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q2,emea,2,1233.0,8341.536742626988,14.781449006861212,13.312630891153129,16.57956971029114,13.842866342719981,2025,2025-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q2,latam,2,231.0,2006.7853357142408,11.510947179499103,10.33688161351915,12.94981557693649,13.579957855303208,2025,2025-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q2,na,2,1377.0,9785.795643975214,14.071415857204954,12.668984700965611,15.788456294942934,12.894900111676387,2025,2025-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q3,apac,3,272.0,2053.7667394532114,13.243957786190288,11.936168851190306,14.844592060544672,13.971476915639352,2025,2025-11-06,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q3,emea,3,1969.0,9231.673316026801,21.32874434130684,19.206845247317474,23.926476023901905,13.842866342719981,2025,2025-11-06,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q3,latam,3,235.0,2148.808215557801,10.936294746946379,9.845481976401029,12.271850362493659,13.579957855303208,2025,2025-11-06,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q3,na,3,1619.0,10399.085062295519,15.568677343260601,14.015931941858616,17.469802959434336,12.894900111676387,2025,2025-11-06,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q4,apac,4,351.0,2166.7810457522946,16.199144841519264,14.599542764692126,18.156936225874414,13.971476915639352,2025,2026-02-12,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q4,emea,4,930.0,8362.29692711126,11.121346301216152,10.014934490803565,12.475869248159142,13.842866342719981,2025,2026-02-12,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q4,latam,4,351.0,2168.464595653787,16.186568169178447,14.553657004488317,18.186773195623566,13.579957855303208,2025,2026-02-12,2026-09-12,same-cell accounting ratio; not predictive validation
2025Q4,na,4,1146.0,10402.457431482657,11.016627633886518,9.91972400503292,12.35955175432198,12.894900111676387,2025,2026-02-12,2026-09-12,same-cell accounting ratio; not predictive validation
2026Q1,apac,1,342.0,1908.4848925011343,17.919974181812748,16.150446950693304,20.08574104199284,13.971476915639352,2025,2026-05-07,2026-09-12,same-cell accounting ratio; not predictive validation
2026Q1,emea,1,747.0,7786.365481866946,9.593692997581858,8.64075363916537,10.760260350605494,13.842866342719981,2025,2026-05-07,2026-09-12,same-cell accounting ratio; not predictive validation
2026Q1,latam,1,451.0,2071.357367012796,21.77316223566041,19.600837681899353,24.432914513300155,13.579957855303208,2025,2026-05-07,2026-09-12,same-cell accounting ratio; not predictive validation
2026Q1,na,1,1138.0,9467.125591952456,12.020544028351738,10.824675154176091,13.484584647189447,12.894900111676387,2025,2026-05-07,2026-09-12,same-cell accounting ratio; not predictive validation
2026Q2,apac,2,298.0,2533.668040220711,11.761603938219185,10.601991870843099,13.180806950634627,13.971476915639352,2025,2026-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
2026Q2,emea,2,1425.0,10051.262172972978,14.17732395670375,12.767741540493759,15.90296436647053,13.842866342719981,2025,2026-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
2026Q2,latam,2,291.0,2587.4959894819995,11.246394243040214,10.13807884399347,12.602796967509455,13.579957855303208,2025,2026-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
2026Q2,na,2,1594.0,11094.240463990976,14.367815491053308,12.940903800369064,16.11459861849338,12.894900111676387,2025,2026-08-06,2026-09-12,same-cell accounting ratio; not predictive validation
