scale,nll,success,in_95_profile_set,window,guest_fee_share,driver_basis
1.1500000000000001,32.291706706952525,True,False,W1,0.0,nonUSD_normalized
1.175,32.746225360734876,True,False,W1,0.0,nonUSD_normalized
1.2000000000000002,33.18903416623251,True,False,W1,0.0,nonUSD_normalized
1.225,33.62110724563277,True,False,W1,0.0,nonUSD_normalized
1.25,34.04324908392208,True,False,W1,0.0,nonUSD_normalized
1.2750000000000001,34.45569934961643,True,False,W1,0.0,nonUSD_normalized
1.3,34.85871621723694,True,False,W1,0.0,nonUSD_normalized
1.3250000000000002,35.25256957328623,True,False,W1,0.0,nonUSD_normalized
1.35,35.63753573251263,True,False,W1,0.0,nonUSD_normalized
1.375,36.01389335229153,True,False,W1,0.0,nonUSD_normalized
1.4000000000000001,36.38192030567855,True,False,W1,0.0,nonUSD_normalized
1.425,36.741891309132626,True,False,W1,0.0,nonUSD_normalized
1.4500000000000002,37.09407615071819,True,False,W1,0.0,nonUSD_normalized
1.475,37.438738391429176,True,False,W1,0.0,nonUSD_normalized
1.5,37.77613443957952,True,False,W1,0.0,nonUSD_normalized
1.5250000000000001,38.106512918253316,True,False,W1,0.0,nonUSD_normalized
1.55,38.43011426151233,True,False,W1,0.0,nonUSD_normalized
1.5750000000000002,38.7471704903082,True,False,W1,0.0,nonUSD_normalized
1.6,39.05790512406616,True,False,W1,0.0,nonUSD_normalized
1.625,39.36253320170266,True,False,W1,0.0,nonUSD_normalized
1.6500000000000001,39.661261379356105,True,False,W1,0.0,nonUSD_normalized
1.675,39.95428809029152,True,False,W1,0.0,nonUSD_normalized
1.7000000000000002,40.241803749571034,True,False,W1,0.0,nonUSD_normalized
1.725,40.52399098816777,True,False,W1,0.0,nonUSD_normalized
1.75,40.80102491022733,True,False,W1,0.0,nonUSD_normalized
1.7750000000000001,41.07307336306078,True,False,W1,0.0,nonUSD_normalized
1.8,41.340297215788624,True,False,W1,0.0,nonUSD_normalized
1.8250000000000002,41.6028506395825,True,False,W1,0.0,nonUSD_normalized
1.85,41.86088138786884,True,False,W1,0.0,nonUSD_normalized
1.875,42.114531073260764,True,False,W1,0.0,nonUSD_normalized
1.9000000000000001,42.36393543628923,True,False,W1,0.0,nonUSD_normalized
1.925,42.609224613122706,True,False,W1,0.0,nonUSD_normalized
1.9500000000000002,42.85052338729036,True,False,W1,0.0,nonUSD_normalized
1.975,43.08795143816287,True,False,W1,0.0,nonUSD_normalized
2.0,43.32162357614628,True,False,W1,0.0,nonUSD_normalized
2.025,43.551649972794365,True,False,W1,0.0,nonUSD_normalized
2.0500000000000003,43.778136376385206,True,False,W1,0.0,nonUSD_normalized
2.075,44.001184320359044,True,False,W1,0.0,nonUSD_normalized
2.1,44.220891321566846,True,False,W1,0.0,nonUSD_normalized
2.125,44.437351069281185,True,False,W1,0.0,nonUSD_normalized
2.15,44.65065360482515,True,False,W1,0.0,nonUSD_normalized
2.1750000000000003,44.86088549269025,True,False,W1,0.0,nonUSD_normalized
2.2,45.06812998233666,True,False,W1,0.0,nonUSD_normalized
2.225,45.27246716362862,True,False,W1,0.0,nonUSD_normalized
2.25,45.47397411338616,True,False,W1,0.0,nonUSD_normalized
2.275,45.67272503286298,True,False,W1,0.0,nonUSD_normalized
2.3000000000000003,45.868791381039614,True,False,W1,0.0,nonUSD_normalized
2.325,46.06224199956086,True,False,W1,0.0,nonUSD_normalized
2.35,46.25314323168145,True,False,W1,0.0,nonUSD_normalized
2.375,46.44155903416346,True,False,W1,0.0,nonUSD_normalized
2.4000000000000004,46.62755108526276,True,False,W1,0.0,nonUSD_normalized
2.4250000000000003,46.81117888515056,True,False,W1,0.0,nonUSD_normalized
2.45,46.99249985424475,True,False,W1,0.0,nonUSD_normalized
2.475,47.17156942169169,True,False,W1,0.0,nonUSD_normalized
2.5,47.34844111397705,True,False,W1,0.0,nonUSD_normalized
0.0,32.543503510454684,True,False,W1,0.0,USD_inclusive_comparable_B4
0.025,32.228329733009595,True,False,W1,0.0,USD_inclusive_comparable_B4
0.05,31.907557225725235,True,False,W1,0.0,USD_inclusive_comparable_B4
0.07500000000000001,31.581011887455958,True,False,W1,0.0,USD_inclusive_comparable_B4
0.1,31.24858921305455,True,False,W1,0.0,USD_inclusive_comparable_B4
0.125,30.910194918325082,True,False,W1,0.0,USD_inclusive_comparable_B4
0.15000000000000002,30.565747958587355,True,False,W1,0.0,USD_inclusive_comparable_B4
0.17500000000000002,30.21518414897089,True,False,W1,0.0,USD_inclusive_comparable_B4
0.2,29.858460495559694,True,False,W1,0.0,USD_inclusive_comparable_B4
0.225,29.495560364179603,True,False,W1,0.0,USD_inclusive_comparable_B4
0.25,29.12649963267338,True,False,W1,0.0,USD_inclusive_comparable_B4
0.275,28.751333992827885,True,False,W1,0.0,USD_inclusive_comparable_B4
0.30000000000000004,28.3701675887315,True,False,W1,0.0,USD_inclusive_comparable_B4
0.325,27.983163197757857,True,False,W1,0.0,USD_inclusive_comparable_B4
0.35000000000000003,27.590554176400296,True,False,W1,0.0,USD_inclusive_comparable_B4
0.375,27.192658401620797,True,False,W1,0.0,USD_inclusive_comparable_B4
0.4,26.78989443506086,True,False,W1,0.0,USD_inclusive_comparable_B4
0.42500000000000004,26.38280011342418,True,False,W1,0.0,USD_inclusive_comparable_B4
0.45,25.972053714575182,True,False,W1,0.0,USD_inclusive_comparable_B4
0.47500000000000003,25.558497750916533,True,False,W1,0.0,USD_inclusive_comparable_B4
0.5,25.143165282716836,True,False,W1,0.0,USD_inclusive_comparable_B4
0.525,24.72730840351348,True,False,W1,0.0,USD_inclusive_comparable_B4
0.55,24.312428205335834,True,False,W1,0.0,USD_inclusive_comparable_B4
0.56,24.14713834048318,True,False,W1,0.0,USD_inclusive_comparable_B4
0.5750000000000001,23.90030506248054,True,False,W1,0.0,USD_inclusive_comparable_B4
0.6000000000000001,23.493027464969245,True,False,W1,0.0,USD_inclusive_comparable_B4
0.625,23.093016890165615,True,False,W1,0.0,USD_inclusive_comparable_B4
0.65,22.703045355773355,True,False,W1,0.0,USD_inclusive_comparable_B4
0.675,22.3262414281479,True,False,W1,0.0,USD_inclusive_comparable_B4
0.7000000000000001,21.966079702786868,True,True,W1,0.0,USD_inclusive_comparable_B4
0.7250000000000001,21.626348348343896,True,True,W1,0.0,USD_inclusive_comparable_B4
0.75,21.311089450075304,True,True,W1,0.0,USD_inclusive_comparable_B4
0.775,21.024507958832938,True,True,W1,0.0,USD_inclusive_comparable_B4
0.8,20.770847245244305,True,True,W1,0.0,USD_inclusive_comparable_B4
0.8250000000000001,20.554232782323503,True,True,W1,0.0,USD_inclusive_comparable_B4
0.8500000000000001,20.37849016991283,True,True,W1,0.0,USD_inclusive_comparable_B4
0.875,20.24694916339009,True,True,W1,0.0,USD_inclusive_comparable_B4
0.9,20.16225061647186,True,True,W1,0.0,USD_inclusive_comparable_B4
0.925,20.12617701251771,True,True,W1,0.0,USD_inclusive_comparable_B4
0.9307577922529977,20.124863130999447,True,True,W1,0.0,USD_inclusive_comparable_B4
0.9500000000000001,20.13919283131962,True,True,W1,0.0,USD_inclusive_comparable_B4
0.9750000000000001,20.18949113875751,True,True,W1,0.0,USD_inclusive_comparable_B4
1.0,20.27062918505036,True,True,W1,0.0,USD_inclusive_comparable_B4
1.0250000000000001,20.38154339964386,True,True,W1,0.0,USD_inclusive_comparable_B4
1.05,20.520821418087678,True,True,W1,0.0,USD_inclusive_comparable_B4
1.075,20.686760391108454,True,True,W1,0.0,USD_inclusive_comparable_B4
1.1,20.877432669658106,True,True,W1,0.0,USD_inclusive_comparable_B4
1.125,21.09075381612497,True,True,W1,0.0,USD_inclusive_comparable_B4
1.1500000000000001,21.32454845226702,True,True,W1,0.0,USD_inclusive_comparable_B4
1.175,21.576610430716865,True,True,W1,0.0,USD_inclusive_comparable_B4
1.2000000000000002,21.84475496750373,True,True,W1,0.0,USD_inclusive_comparable_B4
1.225,22.12686148807707,True,False,W1,0.0,USD_inclusive_comparable_B4
1.25,22.420906896513813,True,False,W1,0.0,USD_inclusive_comparable_B4
1.2750000000000001,22.72498969299082,True,False,W1,0.0,USD_inclusive_comparable_B4
1.3,23.037345847771782,True,False,W1,0.0,USD_inclusive_comparable_B4
1.3250000000000002,23.356357606324043,True,False,W1,0.0,USD_inclusive_comparable_B4
1.35,23.680556498538557,True,False,W1,0.0,USD_inclusive_comparable_B4
1.375,24.00862179970325,True,False,W1,0.0,USD_inclusive_comparable_B4
1.4000000000000001,24.339375593284657,True,False,W1,0.0,USD_inclusive_comparable_B4
1.425,24.671775429535483,True,False,W1,0.0,USD_inclusive_comparable_B4
1.4500000000000002,25.004905419968026,True,False,W1,0.0,USD_inclusive_comparable_B4
1.475,25.337966444113185,True,False,W1,0.0,USD_inclusive_comparable_B4
1.5,25.67026598440876,True,False,W1,0.0,USD_inclusive_comparable_B4
1.5250000000000001,26.001207989057836,True,False,W1,0.0,USD_inclusive_comparable_B4
1.55,26.330283038650578,True,False,W1,0.0,USD_inclusive_comparable_B4
1.5750000000000002,26.657059010967068,True,False,W1,0.0,USD_inclusive_comparable_B4
1.6,26.981172359029227,True,False,W1,0.0,USD_inclusive_comparable_B4
1.625,27.30232007126857,True,False,W1,0.0,USD_inclusive_comparable_B4
1.6500000000000001,27.62025233812944,True,False,W1,0.0,USD_inclusive_comparable_B4
1.675,27.93476591790377,True,False,W1,0.0,USD_inclusive_comparable_B4
1.7000000000000002,28.24569817911641,True,False,W1,0.0,USD_inclusive_comparable_B4
1.725,28.552921782702143,True,False,W1,0.0,USD_inclusive_comparable_B4
1.75,28.856339959941526,True,False,W1,0.0,USD_inclusive_comparable_B4
1.7750000000000001,29.155882332851927,True,False,W1,0.0,USD_inclusive_comparable_B4
1.8,29.451501232686326,True,False,W1,0.0,USD_inclusive_comparable_B4
1.8250000000000002,29.743168465154163,True,False,W1,0.0,USD_inclusive_comparable_B4
1.85,30.030872475152773,True,False,W1,0.0,USD_inclusive_comparable_B4
1.875,30.314615868748724,True,False,W1,0.0,USD_inclusive_comparable_B4
1.9000000000000001,30.594413251411638,True,False,W1,0.0,USD_inclusive_comparable_B4
1.925,30.870289345482142,True,False,W1,0.0,USD_inclusive_comparable_B4
1.9500000000000002,31.14227735443759,True,False,W1,0.0,USD_inclusive_comparable_B4
1.975,31.410417541559976,True,False,W1,0.0,USD_inclusive_comparable_B4
2.0,31.67475600242409,True,False,W1,0.0,USD_inclusive_comparable_B4
2.025,31.935343597746183,True,False,W1,0.0,USD_inclusive_comparable_B4
2.0500000000000003,32.192235036197744,True,False,W1,0.0,USD_inclusive_comparable_B4
2.075,32.445488080855675,True,False,W1,0.0,USD_inclusive_comparable_B4
2.1,32.69516286716922,True,False,W1,0.0,USD_inclusive_comparable_B4
2.125,32.941321317427594,True,False,W1,0.0,USD_inclusive_comparable_B4
2.15,33.184026636245285,True,False,W1,0.0,USD_inclusive_comparable_B4
2.1750000000000003,33.42339903126956,True,False,W1,0.0,USD_inclusive_comparable_B4
2.2,33.65973202087655,True,False,W1,0.0,USD_inclusive_comparable_B4
2.225,33.893088360394756,True,False,W1,0.0,USD_inclusive_comparable_B4
2.25,34.12350458060997,True,False,W1,0.0,USD_inclusive_comparable_B4
2.275,34.35101944332691,True,False,W1,0.0,USD_inclusive_comparable_B4
2.3000000000000003,34.57567352069497,True,False,W1,0.0,USD_inclusive_comparable_B4
2.325,34.79750882792699,True,False,W1,0.0,USD_inclusive_comparable_B4
2.35,35.01656850116941,True,False,W1,0.0,USD_inclusive_comparable_B4
2.375,35.2328965172966,True,False,W1,0.0,USD_inclusive_comparable_B4
2.4000000000000004,35.446537449904625,True,False,W1,0.0,USD_inclusive_comparable_B4
2.4250000000000003,35.65753625611818,True,False,W1,0.0,USD_inclusive_comparable_B4
2.45,35.86593809401502,True,False,W1,0.0,USD_inclusive_comparable_B4
2.475,36.07178816219348,True,False,W1,0.0,USD_inclusive_comparable_B4
2.5,36.275131563628605,True,False,W1,0.0,USD_inclusive_comparable_B4
0.0,21.557511181683353,True,False,W2,0.0,nonUSD_normalized
0.025,21.070159414714528,True,False,W2,0.0,nonUSD_normalized
0.05,20.56655235789487,True,False,W2,0.0,nonUSD_normalized
0.07500000000000001,20.042897233042993,True,False,W2,0.0,nonUSD_normalized
0.1,19.498198019928143,True,False,W2,0.0,nonUSD_normalized
0.125,18.931960299440476,True,False,W2,0.0,nonUSD_normalized
0.15000000000000002,18.34411058862128,True,False,W2,0.0,nonUSD_normalized
0.17500000000000002,17.735241619847237,True,False,W2,0.0,nonUSD_normalized
0.2,17.106967035421135,True,False,W2,0.0,nonUSD_normalized
0.225,16.462423172162758,True,False,W2,0.0,nonUSD_normalized
0.25,15.80695614458194,True,False,W2,0.0,nonUSD_normalized
0.275,15.1490155991617,True,False,W2,0.0,nonUSD_normalized
0.30000000000000004,14.501221411069425,True,False,W2,0.0,nonUSD_normalized
0.325,13.881444587129407,True,True,W2,0.0,nonUSD_normalized
0.35000000000000003,13.313516787074859,True,True,W2,0.0,nonUSD_normalized
0.375,12.826864885412968,True,True,W2,0.0,nonUSD_normalized
0.4,12.454119843420246,True,True,W2,0.0,nonUSD_normalized
0.42500000000000004,12.226026270198467,True,True,W2,0.0,nonUSD_normalized
0.44639864159334725,12.162527731822692,True,True,W2,0.0,nonUSD_normalized
0.45,12.164338103701954,True,True,W2,0.0,nonUSD_normalized
0.47500000000000003,12.272611657053544,True,True,W2,0.0,nonUSD_normalized
0.5,12.491345958619682,True,True,W2,0.0,nonUSD_normalized
0.525,12.78936965883653,True,True,W2,0.0,nonUSD_normalized
0.55,13.15267711230089,True,True,W2,0.0,nonUSD_normalized
0.56,13.313017050653576,True,True,W2,0.0,nonUSD_normalized
0.5750000000000001,13.566784497096748,True,True,W2,0.0,nonUSD_normalized
0.6000000000000001,14.018075725747131,True,True,W2,0.0,nonUSD_normalized
0.625,14.494598021273347,True,False,W2,0.0,nonUSD_normalized
0.65,14.98639076164358,True,False,W2,0.0,nonUSD_normalized
0.675,15.485490475274354,True,False,W2,0.0,nonUSD_normalized
0.7000000000000001,15.985748123134016,True,False,W2,0.0,nonUSD_normalized
0.7250000000000001,16.482561863799955,True,False,W2,0.0,nonUSD_normalized
0.75,16.972592291793223,True,False,W2,0.0,nonUSD_normalized
0.775,17.453497509339243,True,False,W2,0.0,nonUSD_normalized
0.8,17.92370482398783,True,False,W2,0.0,nonUSD_normalized
0.8250000000000001,18.382223318365497,True,False,W2,0.0,nonUSD_normalized
0.8500000000000001,18.82849492850233,True,False,W2,0.0,nonUSD_normalized
0.875,19.262278774245896,True,False,W2,0.0,nonUSD_normalized
0.9,19.68356277337569,True,False,W2,0.0,nonUSD_normalized
0.925,20.092496920092408,True,False,W2,0.0,nonUSD_normalized
0.9500000000000001,20.489343383452024,True,False,W2,0.0,nonUSD_normalized
0.9750000000000001,20.87443948569411,True,False,W2,0.0,nonUSD_normalized
1.0,21.248170435668364,True,False,W2,0.0,nonUSD_normalized
1.0250000000000001,21.61094939450892,True,False,W2,0.0,nonUSD_normalized
1.05,21.963203032965257,True,False,W2,0.0,nonUSD_normalized
1.075,22.305361176150576,True,False,W2,0.0,nonUSD_normalized
1.1,22.637849490382862,True,False,W2,0.0,nonUSD_normalized
1.125,22.96108441343813,True,False,W2,0.0,nonUSD_normalized
1.1500000000000001,23.27546974782661,True,False,W2,0.0,nonUSD_normalized
1.175,23.581394473288384,True,False,W2,0.0,nonUSD_normalized
1.2000000000000002,23.879231447973535,True,False,W2,0.0,nonUSD_normalized
1.225,24.16933675788389,True,False,W2,0.0,nonUSD_normalized
1.25,24.45204952980056,True,False,W2,0.0,nonUSD_normalized
1.2750000000000001,24.72769207396427,True,False,W2,0.0,nonUSD_normalized
1.3,24.996803135709083,True,False,W2,0.0,nonUSD_normalized
1.3250000000000002,25.259864236301944,True,False,W2,0.0,nonUSD_normalized
1.35,25.517085319885304,True,False,W2,0.0,nonUSD_normalized
1.375,25.768670940824613,True,False,W2,0.0,nonUSD_normalized
1.4000000000000001,26.014819614255998,True,False,W2,0.0,nonUSD_normalized
1.425,26.25572337727704,True,False,W2,0.0,nonUSD_normalized
1.4500000000000002,26.49156752950467,True,False,W2,0.0,nonUSD_normalized
1.475,26.722530507765526,True,False,W2,0.0,nonUSD_normalized
1.5,26.948783865264904,True,False,W2,0.0,nonUSD_normalized
1.5250000000000001,27.170492326342025,True,False,W2,0.0,nonUSD_normalized
1.55,27.387813905937442,True,False,W2,0.0,nonUSD_normalized
1.5750000000000002,27.60090006422218,True,False,W2,0.0,nonUSD_normalized
1.6,27.80989589701039,True,False,W2,0.0,nonUSD_normalized
1.625,28.014940346129066,True,False,W2,0.0,nonUSD_normalized
1.6500000000000001,28.216166421359326,True,False,W2,0.0,nonUSD_normalized
1.675,28.413701434635446,True,False,W2,0.0,nonUSD_normalized
1.7000000000000002,28.607667231077567,True,False,W2,0.0,nonUSD_normalized
1.725,28.798180425723785,True,False,W2,0.0,nonUSD_normalized
1.75,28.98535263235393,True,False,W2,0.0,nonUSD_normalized
1.7750000000000001,29.1692906947981,True,False,W2,0.0,nonUSD_normalized
1.8,29.350096903365543,True,False,W2,0.0,nonUSD_normalized
1.8250000000000002,29.5278692107762,True,False,W2,0.0,nonUSD_normalized
1.85,29.70270143771508,True,False,W2,0.0,nonUSD_normalized
1.875,29.874683471114345,True,False,W2,0.0,nonUSD_normalized
1.9000000000000001,30.043901452160707,True,False,W2,0.0,nonUSD_normalized
1.925,30.210437960325937,True,False,W2,0.0,nonUSD_normalized
1.9500000000000002,30.37437218326621,True,False,W2,0.0,nonUSD_normalized
1.975,30.535780082493208,True,False,W2,0.0,nonUSD_normalized
2.0,30.69473455046098,True,False,W2,0.0,nonUSD_normalized
2.025,30.85130555646222,True,False,W2,0.0,nonUSD_normalized
2.0500000000000003,31.005560292357018,True,False,W2,0.0,nonUSD_normalized
2.075,31.157563301703334,True,False,W2,0.0,nonUSD_normalized
2.1,31.307376609628886,True,False,W2,0.0,nonUSD_normalized
2.125,31.455059841631815,True,False,W2,0.0,nonUSD_normalized
2.15,31.60067033810213,True,False,W2,0.0,nonUSD_normalized
2.1750000000000003,31.74426326213566,True,False,W2,0.0,nonUSD_normalized
2.2,31.88589170179762,True,False,W2,0.0,nonUSD_normalized
2.225,32.025606766857926,True,False,W2,0.0,nonUSD_normalized
2.25,32.163457680448815,True,False,W2,0.0,nonUSD_normalized
2.275,32.29949186673501,True,False,W2,0.0,nonUSD_normalized
2.3000000000000003,32.43375503187381,True,False,W2,0.0,nonUSD_normalized
2.325,32.56629124286037,True,False,W2,0.0,nonUSD_normalized
2.35,32.69714300105102,True,False,W2,0.0,nonUSD_normalized
2.375,32.82635131248541,True,False,W2,0.0,nonUSD_normalized
2.4000000000000004,32.95395575437016,True,False,W2,0.0,nonUSD_normalized
2.4250000000000003,33.07999453743793,True,False,W2,0.0,nonUSD_normalized
2.45,33.2045045661047,True,False,W2,0.0,nonUSD_normalized
2.475,33.3275214953511,True,False,W2,0.0,nonUSD_normalized
2.5,33.44907978275894,True,False,W2,0.0,nonUSD_normalized
0.0,21.557511181683363,True,False,W2,0.0,USD_inclusive_comparable_B4
0.025,21.279379324385,True,False,W2,0.0,USD_inclusive_comparable_B4
0.05,20.996024503924275,True,False,W2,0.0,USD_inclusive_comparable_B4
0.07500000000000001,20.70674068483022,True,False,W2,0.0,USD_inclusive_comparable_B4
0.1,20.41070741809632,True,False,W2,0.0,USD_inclusive_comparable_B4
0.125,20.10774832673449,True,False,W2,0.0,USD_inclusive_comparable_B4
0.15000000000000002,19.797702496584357,True,False,W2,0.0,USD_inclusive_comparable_B4
0.17500000000000002,19.480431198618778,True,False,W2,0.0,USD_inclusive_comparable_B4
0.2,19.15582641041041,True,False,W2,0.0,USD_inclusive_comparable_B4
0.225,18.823821571500364,True,False,W2,0.0,USD_inclusive_comparable_B4
0.25,18.48440509935796,True,False,W2,0.0,USD_inclusive_comparable_B4
0.275,18.13763729535218,True,False,W2,0.0,USD_inclusive_comparable_B4
0.30000000000000004,17.783671377099537,True,False,W2,0.0,USD_inclusive_comparable_B4
0.325,17.422779489023185,True,False,W2,0.0,USD_inclusive_comparable_B4
0.35000000000000003,17.05538460955542,True,False,W2,0.0,USD_inclusive_comparable_B4
0.375,16.682099328973447,True,False,W2,0.0,USD_inclusive_comparable_B4
0.4,16.30377238912414,True,False,W2,0.0,USD_inclusive_comparable_B4
0.42500000000000004,15.921543642466364,True,False,W2,0.0,USD_inclusive_comparable_B4
0.45,15.536907572497118,True,False,W2,0.0,USD_inclusive_comparable_B4
0.47500000000000003,15.151784582360875,True,False,W2,0.0,USD_inclusive_comparable_B4
0.5,14.768597737757105,True,False,W2,0.0,USD_inclusive_comparable_B4
0.525,14.390350349205766,True,False,W2,0.0,USD_inclusive_comparable_B4
0.55,14.020696547353175,True,False,W2,0.0,USD_inclusive_comparable_B4
0.56,13.876192825543791,True,True,W2,0.0,USD_inclusive_comparable_B4
0.5750000000000001,13.663992768720075,True,True,W2,0.0,USD_inclusive_comparable_B4
0.6000000000000001,13.325313104785646,True,True,W2,0.0,USD_inclusive_comparable_B4
0.625,13.010406510230299,True,True,W2,0.0,USD_inclusive_comparable_B4
0.65,12.725570728781111,True,True,W2,0.0,USD_inclusive_comparable_B4
0.675,12.477419471746597,True,True,W2,0.0,USD_inclusive_comparable_B4
0.7000000000000001,12.272530101401532,True,True,W2,0.0,USD_inclusive_comparable_B4
0.7250000000000001,12.1169820463098,True,True,W2,0.0,USD_inclusive_comparable_B4
0.75,12.015830229759407,True,True,W2,0.0,USD_inclusive_comparable_B4
0.775,11.972593281505652,True,True,W2,0.0,USD_inclusive_comparable_B4
0.7806830130075775,11.971049909242188,True,True,W2,0.0,USD_inclusive_comparable_B4
0.8,11.986797655308159,True,True,W2,0.0,USD_inclusive_comparable_B4
0.8250000000000001,12.038709859600207,True,True,W2,0.0,USD_inclusive_comparable_B4
0.8500000000000001,12.122436090791766,True,True,W2,0.0,USD_inclusive_comparable_B4
0.875,12.236352411734757,True,True,W2,0.0,USD_inclusive_comparable_B4
0.9,12.37836696902755,True,True,W2,0.0,USD_inclusive_comparable_B4
0.925,12.54604207364188,True,True,W2,0.0,USD_inclusive_comparable_B4
0.9500000000000001,12.736719808989049,True,True,W2,0.0,USD_inclusive_comparable_B4
0.9750000000000001,12.94763978893744,True,True,W2,0.0,USD_inclusive_comparable_B4
1.0,13.17604127861744,True,True,W2,0.0,USD_inclusive_comparable_B4
1.0250000000000001,13.419245574794434,True,True,W2,0.0,USD_inclusive_comparable_B4
1.05,13.674717662007362,True,True,W2,0.0,USD_inclusive_comparable_B4
1.075,13.940108343078702,True,False,W2,0.0,USD_inclusive_comparable_B4
1.1,14.213279347865582,True,False,W2,0.0,USD_inclusive_comparable_B4
1.125,14.492314498776128,True,False,W2,0.0,USD_inclusive_comparable_B4
1.1500000000000001,14.775520092649177,True,False,W2,0.0,USD_inclusive_comparable_B4
1.175,15.061417414857553,True,False,W2,0.0,USD_inclusive_comparable_B4
1.2000000000000002,15.348729920271381,True,False,W2,0.0,USD_inclusive_comparable_B4
1.225,15.636367146547459,True,False,W2,0.0,USD_inclusive_comparable_B4
1.25,15.923406977315585,True,False,W2,0.0,USD_inclusive_comparable_B4
1.2750000000000001,16.20907745670242,True,False,W2,0.0,USD_inclusive_comparable_B4
1.3,16.49273900274484,True,False,W2,0.0,USD_inclusive_comparable_B4
1.3250000000000002,16.773867578245213,True,False,W2,0.0,USD_inclusive_comparable_B4
1.35,17.052039154476553,True,False,W2,0.0,USD_inclusive_comparable_B4
1.375,17.326915635248117,True,False,W2,0.0,USD_inclusive_comparable_B4
1.4000000000000001,17.59823229144887,True,False,W2,0.0,USD_inclusive_comparable_B4
1.425,17.865786672426704,True,False,W2,0.0,USD_inclusive_comparable_B4
1.4500000000000002,18.129428914823205,True,False,W2,0.0,USD_inclusive_comparable_B4
1.475,18.389053336483485,True,False,W2,0.0,USD_inclusive_comparable_B4
1.5,18.64459119077706,True,False,W2,0.0,USD_inclusive_comparable_B4
1.5250000000000001,18.896004453727045,True,False,W2,0.0,USD_inclusive_comparable_B4
1.55,19.14328052005878,True,False,W2,0.0,USD_inclusive_comparable_B4
1.5750000000000002,19.38642769189684,True,False,W2,0.0,USD_inclusive_comparable_B4
1.6,19.625471353958122,True,False,W2,0.0,USD_inclusive_comparable_B4
