quarter,USD,CAD,EUR,GBP,BRL,MXN,AUD,JPY,KRW,INR
2022Q3,0.0,-3.5295040304652137,-14.561450643192009,-14.605222072204803,-0.34547465994905213,-1.0058288800846027,-7.010471268966024,-20.360484091406526,-13.440884756206795,-7.115660130041956
2022Q4,0.0,-7.139707871510148,-10.614046078101047,-12.849730614429344,6.309257288817438,5.452364918455199,-9.769859746013632,-19.40698129241816,-12.754078371963962,-8.791689569020411
2023Q1,0.0,-6.376826322286167,-4.377271779789982,-9.417302255666327,0.3940924318901917,9.85877802070041,-5.691877477281448,-12.159422834720013,-5.453470014743367,-8.509198338302838
2023Q2,0.0,-4.928908547984845,2.2741397900749805,-0.30207594527355,-0.6959672055197319,13.442295134930404,-6.4348212034964325,-5.610052302906476,-4.15821174148906,-6.056176298982486
2023Q3,0.0,-2.6358046492429454,8.072209716917133,7.5971499421902955,7.445716586518292,18.61254431096986,-4.162971183676422,-4.33773163678044,2.037348258498395,-3.5248667288578894
2023Q4,0.0,-0.28050398451390235,5.324525364811583,5.685181766887504,6.1256802951237255,12.205563546473574,-0.9299724868517156,-4.526040248534957,2.6937668586967334,-1.3330264929016455
2024Q1,0.0,0.33495857122600725,1.2004089305147847,4.377211808127424,4.919537419195019,9.876142496334396,-3.753100759489103,-10.804939499088928,-4.038259934999844,-1.000579328308815
2024Q2,0.0,-1.8500564665720476,-1.0963821368004556,0.8006045080078961,-4.9792160135386005,2.718212181433599,-1.3512486615315344,-11.824037595042968,-4.0337220070068796,-1.483878017598561
2024Q3,0.0,-1.6823096972773177,0.9356616250930649,2.6938154248215884,-12.001796987500013,-9.757570989363206,2.30944663301087,-2.9898415767753206,-3.1352838550793183,-1.2875833046048446
2024Q4,0.0,-2.694172862977351,-0.8953409223557807,3.1772405770597256,-15.12533109271763,-12.730136472721709,0.12170031073956977,-3.0152337250955563,-5.4881534439088835,-1.4086781503663048
2025Q1,0.0,-6.051250212705317,-3.080761698410739,-0.6742094075932292,-15.381418354366726,-16.83481872386351,-4.600519238820045,-2.679381328595787,-8.50070691640996,-4.106594846842315
2025Q2,0.0,-1.134970337501584,5.365211004769654,5.828978755511027,-8.081874211581585,-11.762302298570692,-2.731111562405897,7.8591126978424075,-1.9894796558675654,-2.523514360135437
2025Q3,0.0,-0.9477826053415073,6.38719581579914,3.719511910920925,1.8061810522439492,1.4603005595284602,-2.3308462831075794,1.01257068540348,-2.2625498856884585,-4.072033283459476
2025Q4,0.0,0.35465879715046444,9.130590411040629,3.8248710617981185,8.087546950043079,9.793931385371168,0.6838639240873912,-1.1234199992444904,-3.5018865937103905,-5.230210544465875
2026Q1,0.0,4.614468433421526,11.20405384739871,6.999780454496407,11.263946352464483,16.284024946943298,10.73931782474784,-2.785846789549984,-0.8493794682139622,-5.348135240881158
2026Q2,0.0,0.001266715390935147,2.507085802628173,0.5176095514741741,12.258100696025398,12.175019410872245,10.747857555969919,-9.372053156067128,-6.857088875096318,-9.57302590044904
2026Q3,0.0,-1.3049032215309175,-1.2390431480537867,-0.04224125825024183,6.191555777143876,8.705784249822447,8.362143424468172,-7.36292023394366,-1.8013411831020787,-8.362331052811712
2026Q4,0.0,0.7502705731421644,-0.19666822421999797,1.6265745590209768,5.382755020293484,8.492562962326033,9.771847941694212,-1.3128459712792528,7.57022527928064,-5.711827676096282
