quarter,origin,destination,nights_m,origin_share_of_destination,cross_border_country_assumption,print_date,basis
2021Q1,na,na,16.547936228357216,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,apac,na,2.496317778966991,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,na,emea,7.424072539132653,0.1463949697363838,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,emea,emea,37.662957039892966,0.7426742434122298,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,latam,emea,3.295948962471827,0.06499267700718074,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,apac,emea,2.329641929693067,0.04593810984420575,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,na,latam,2.380718637406361,0.1463949697363838,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,emea,latam,3.295948962471827,0.20267424341222973,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,latam,latam,9.838571258554639,0.6049926770071807,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,apac,latam,0.7470592361900014,0.04593810984420575,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,na,apac,0.5986214570056655,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,emea,apac,0.47104419649622953,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,latam,apac,0.08160821831129096,0.007099753696758074,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q2,apac,apac,10.343240134856556,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,na,na,26.04042456617991,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,emea,na,3.902134440875033,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,latam,na,5.871428594173693,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,apac,na,2.619160957254218,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,na,emea,6.815271253998425,0.15617710544966532,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,emea,emea,31.3028245030893,0.7173279450063214,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,latam,emea,2.9110945572523783,0.06670993782899202,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,apac,emea,2.608903978519842,0.059785011715021444,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,na,latam,2.563872950908806,0.15617710544966532,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,emea,latam,2.911094557252378,0.1773279450063213,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,latam,latam,9.960020671202992,0.6067099378289921,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,apac,latam,0.9814573907269071,0.05978501171502144,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,na,apac,0.766200762204668,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,emea,apac,0.6029092645506036,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,latam,apac,0.10445378851778163,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q3,apac,apac,13.238747763293093,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,na,na,22.453120118302902,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,emea,na,3.3645800626662687,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,latam,na,5.062586101696567,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,apac,na,2.2583478020084082,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,na,emea,6.220039310657487,0.15428918703390798,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,emea,emea,29.33651569856616,0.7276975162815812,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,latam,emea,2.76141322763673,0.06849734875899278,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,apac,emea,1.9961939557922788,0.04951594792551808,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,na,latam,2.2699085762945703,0.15428918703390798,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,emea,latam,2.7614132276367296,0.18769751628158118,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,latam,latam,8.95223688162278,0.6084973487589929,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,apac,latam,0.7284805696382828,0.04951594792551808,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,na,apac,0.5538674923815057,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,emea,apac,0.4358281262072413,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,latam,apac,0.07550704824362721,0.007099753696758074,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2023Q4,apac,apac,9.569961800648466,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,na,na,27.026447782261876,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,emea,na,4.049889142078057,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,latam,na,6.093750810568802,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,apac,na,2.718335742363606,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,na,emea,7.7241038561601245,0.13837612970999452,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,emea,emea,40.95166395662424,0.7336427460102848,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,latam,emea,3.8438982873929657,0.06886284518094758,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,apac,emea,3.299960249743873,0.059118279098773145,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,na,latam,2.7468303304274797,0.13837612970999452,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,emea,latam,3.8438982873929657,0.1936427460102847,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,latam,latam,12.086209765502653,0.6088628451809476,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,apac,latam,1.173525249271791,0.05911827909877314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,na,apac,0.8875015939190191,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,emea,apac,0.6983586543787232,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,latam,apac,0.12099035706212004,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q1,apac,apac,15.334635934851704,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,na,na,26.1145950403305,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,emea,na,3.913248820402275,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
