quarter,region,guest_fee_share,inbound_purchasing_power_pp,raw_nights_differential_pp,centered_nights_differential_pp,base_nights_m,scenario_nights_m,nights_delta_m,gbv_mix_delta_musd,base_gbv_musd,weighted_nights_total_contribution_pp,basis
2026Q3,na,0.0,6.467241301202133,0.7113965431322347,0.7078809741088105,48.04769841247024,48.3878189280293,0.34012051555905776,84.80462034582696,11980.067758226174,0.2140123166003924,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q4,na,0.5,4.4179180920137116,0.4859709901215083,0.4597932217792067,41.972314890141625,42.16530074903032,0.19298585888869585,47.707612683154004,10375.8842939323,0.13310286266776974,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q4,emea,0.5,1.328715432442114,0.14615869756863253,0.11998092922633091,57.485572451109405,57.554544175107324,0.06897172399791676,10.920968542880487,9102.253677565102,0.04756998238170792,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q4,latam,0.5,-8.155384876795045,-0.897092336447455,-0.9232701047897567,27.398800714432966,27.145835778365687,-0.2529649360672818,-24.160261868068815,2616.81405503436,-0.17447059250358787,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q4,apac,0.5,-0.2128550441028798,-0.023414054851316778,-0.049591823193618406,18.13332569811226,18.12433305129293,-0.008992646819330801,-1.0372101398782048,2091.494268780333,-0.006202252545889802,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q3,na,0.8245614035087718,6.467241301202133,0.7113965431322347,0.7078809741088105,48.04769841247024,48.3878189280293,0.34012051555905776,84.80462034582696,11980.067758226174,0.2140123166003924,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q3,emea,0.8245614035087718,-2.595688639809695,-0.28552575037906647,-0.28904131940249067,57.56039337030206,57.39402004985127,-0.16637332045078485,-26.964466069952113,9328.931284182256,-0.10468624531997503,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q3,latam,0.8245614035087718,-5.386005806700417,-0.5924606387370458,-0.59597620776047,29.27611079521886,29.101632140321758,-0.17447865489709893,-16.93857711280073,2842.1565982393286,-0.10978632403420784,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q3,apac,0.8245614035087718,0.05961873502359527,0.0065580608525954796,0.0030424918291712504,24.04147093552759,24.042202395316416,0.0007314597888260079,0.08486800895734152,2789.4243837775193,0.00046025275379046133,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q4,na,0.8245614035087718,4.4179180920137116,0.4859709901215083,0.4597932217792067,41.972314890141625,42.16530074903032,0.19298585888869585,47.707612683154004,10375.8842939323,0.13310286266776974,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q4,emea,0.8245614035087718,1.328715432442114,0.14615869756863253,0.11998092922633091,57.485572451109405,57.554544175107324,0.06897172399791676,10.920968542880487,9102.253677565102,0.04756998238170792,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q4,latam,0.8245614035087718,-8.155384876795045,-0.897092336447455,-0.9232701047897567,27.398800714432966,27.145835778365687,-0.2529649360672818,-24.160261868068815,2616.81405503436,-0.17447059250358787,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
2026Q4,apac,0.8245614035087718,-0.2128550441028798,-0.023414054851316778,-0.049591823193618406,18.13332569811226,18.12433305129293,-0.008992646819330801,-1.0372101398782048,2091.494268780333,-0.006202252545889802,0.11 imposed scenario elasticity; zero-sum regional reallocation; not fitted total demand
