name,year,month,value,period
Total. National Total. Base data. ,2023,8,15489505.0,2023-08
Total. National Total. Base data. ,2023,7,14774158.0,2023-07
Total. National Total. Base data. ,2023,6,11471027.0,2023-06
Total. National Total. Base data. ,2023,5,11684198.0,2023-05
Total. National Total. Base data. ,2023,4,10446253.0,2023-04
Total. National Total. Base data. ,2023,3,7804622.0,2023-03
Total. National Total. Base data. ,2023,2,6652234.0,2023-02
Total. National Total. Base data. ,2023,1,6536295.0,2023-01
Total. National Total. Base data. ,2022,12,6886524.0,2022-12
Total. National Total. Base data. ,2022,11,6683915.0,2022-11
Total. National Total. Base data. ,2022,10,10108573.0,2022-10
Total. National Total. Base data. ,2022,9,10747336.0,2022-09
Total. National Total. Base data. ,2022,8,13296353.0,2022-08
Total. National Total. Base data. ,2022,7,13044946.0,2022-07
Total. National Total. Base data. ,2022,6,10214168.0,2022-06
Total. National Total. Base data. ,2022,5,9746051.0,2022-05
Total. National Total. Base data. ,2022,4,8619969.0,2022-04
Total. National Total. Base data. ,2022,3,6061508.0,2022-03
Total. National Total. Base data. ,2022,2,5305950.0,2022-02
Total. National Total. Base data. ,2022,1,4252809.0,2022-01
Total. National Total. Base data. ,2021,12,5062259.0,2021-12
Total. National Total. Base data. ,2021,11,5323293.0,2021-11
Total. National Total. Base data. ,2021,10,7429965.0,2021-10
Total. National Total. Base data. ,2021,9,7064833.0,2021-09
Total. National Total. Base data. ,2021,8,8581154.0,2021-08
Total. National Total. Base data. ,2021,7,6997238.0,2021-07
Total. National Total. Base data. ,2021,6,3942082.0,2021-06
Total. National Total. Base data. ,2021,5,2692002.0,2021-05
Total. National Total. Base data. ,2021,4,1246691.0,2021-04
Total. National Total. Base data. ,2021,3,1238091.0,2021-03
Total. National Total. Base data. ,2021,2,803020.0,2021-02
Total. National Total. Base data. ,2021,1,1250748.0,2021-01
Total. National Total. Base data. ,2020,12,1574148.0,2020-12
Total. National Total. Base data. ,2020,11,1000276.0,2020-11
Total. National Total. Base data. ,2020,10,2681899.0,2020-10
Total. National Total. Base data. ,2020,9,3014977.0,2020-09
Total. National Total. Base data. ,2020,8,5354768.0,2020-08
Total. National Total. Base data. ,2020,7,4763482.0,2020-07
Total. National Total. Base data. ,2020,6,656181.0,2020-06
Total. National Total. Base data. ,2020,5,0.0,2020-05
Total. National Total. Base data. ,2020,4,0.0,2020-04
Total. National Total. Base data. ,2020,3,3332035.0,2020-03
Total. National Total. Base data. ,2020,2,7174414.0,2020-02
Total. National Total. Base data. ,2020,1,6857790.0,2020-01
Total. National Total. Base data. ,2019,12,7335560.0,2019-12
Total. National Total. Base data. ,2019,11,7606142.0,2019-11
Total. National Total. Base data. ,2019,10,11034547.0,2019-10
Total. National Total. Base data. ,2019,9,12698879.0,2019-09
Total. National Total. Base data. ,2019,8,16155889.0,2019-08
Total. National Total. Base data. ,2019,7,14534938.0,2019-07
Total. National Total. Base data. ,2019,6,12305955.0,2019-06
Total. National Total. Base data. ,2019,5,11363709.0,2019-05
Total. National Total. Base data. ,2019,4,10721891.0,2019-04
Total. National Total. Base data. ,2019,3,8643169.0,2019-03
Total. National Total. Base data. ,2019,2,6984740.0,2019-02
Total. National Total. Base data. ,2019,1,6784666.0,2019-01
Total. National Total. Base data. ,2018,12,7231453.0,2018-12
Total. National Total. Base data. ,2018,11,7241009.0,2018-11
Total. National Total. Base data. ,2018,10,11153466.0,2018-10
Total. National Total. Base data. ,2018,9,12803621.0,2018-09
Total. National Total. Base data. ,2018,8,16121776.0,2018-08
Total. National Total. Base data. ,2018,7,14766107.0,2018-07
Total. National Total. Base data. ,2018,6,11780733.0,2018-06
Total. National Total. Base data. ,2018,5,11624018.0,2018-05
Total. National Total. Base data. ,2018,4,10301539.0,2018-04
Total. National Total. Base data. ,2018,3,8326310.0,2018-03
Total. National Total. Base data. ,2018,2,6615762.0,2018-02
Total. National Total. Base data. ,2018,1,6489874.0,2018-01
Total. National Total. Base data. ,2017,12,6937773.0,2017-12
Total. National Total. Base data. ,2017,11,6973620.0,2017-11
Total. National Total. Base data. ,2017,10,10535814.0,2017-10
Total. National Total. Base data. ,2017,9,12374962.0,2017-09
Total. National Total. Base data. ,2017,8,15835528.0,2017-08
Total. National Total. Base data. ,2017,7,15121496.0,2017-07
Total. National Total. Base data. ,2017,6,11485278.0,2017-06
Total. National Total. Base data. ,2017,5,11438274.0,2017-05
Total. National Total. Base data. ,2017,4,10660952.0,2017-04
Total. National Total. Base data. ,2017,3,7552469.0,2017-03
Total. National Total. Base data. ,2017,2,6600345.0,2017-02
Total. National Total. Base data. ,2017,1,6200774.0,2017-01
Total. National Total. Base data. ,2016,12,6879053.0,2016-12
Total. National Total. Base data. ,2016,11,6623135.0,2016-11
Total. National Total. Base data. ,2016,10,10238948.0,2016-10
Total. National Total. Base data. ,2016,9,11331574.0,2016-09
Total. National Total. Base data. ,2016,8,15765727.0,2016-08
Total. National Total. Base data. ,2016,7,14103246.0,2016-07
Total. National Total. Base data. ,2016,6,10882964.0,2016-06
Total. National Total. Base data. ,2016,5,10409297.0,2016-05
Total. National Total. Base data. ,2016,4,9254452.0,2016-04
Total. National Total. Base data. ,2016,3,7684502.0,2016-03
Total. National Total. Base data. ,2016,2,6254862.0,2016-02
Total. National Total. Base data. ,2016,1,6133318.0,2016-01
Total. National Total. Base data. ,2015,12,6417639.0,2015-12
Total. National Total. Base data. ,2015,11,6429628.0,2015-11
Total. National Total. Base data. ,2015,10,9940966.0,2015-10
Total. National Total. Annual variation rate. ,2026,7,1.96,2026-07
Total. National Total. Annual variation rate. ,2026,6,5.11,2026-06
Total. National Total. Annual variation rate. ,2026,5,7.44,2026-05
Total. National Total. Annual variation rate. ,2026,4,3.54,2026-04
Total. National Total. Annual variation rate. ,2026,3,2.92,2026-03
Total. National Total. Annual variation rate. ,2026,2,-0.49,2026-02
Total. National Total. Annual variation rate. ,2026,1,-0.09,2026-01
Total. National Total. Annual variation rate. ,2025,12,0.07,2025-12
Total. National Total. Annual variation rate. ,2025,11,1.55,2025-11
Total. National Total. Annual variation rate. ,2025,10,3.16,2025-10
Total. National Total. Annual variation rate. ,2025,9,2.91,2025-09
Total. National Total. Annual variation rate. ,2025,8,3.98,2025-08
Total. National Total. Annual variation rate. ,2025,7,2.18,2025-07
Total. National Total. Annual variation rate. ,2025,6,3.35,2025-06
Total. National Total. Annual variation rate. ,2025,5,2.64,2025-05
Total. National Total. Annual variation rate. ,2025,4,13.23,2025-04
Total. National Total. Annual variation rate. ,2025,3,5.34,2025-03
Total. National Total. Annual variation rate. ,2025,2,10.64,2025-02
Total. National Total. Annual variation rate. ,2025,1,12.28,2025-01
Total. National Total. Annual variation rate. ,2024,12,2.67,2024-12
Total. National Total. Annual variation rate. ,2024,11,12.34,2024-11
Total. National Total. Annual variation rate. ,2024,10,9.73,2024-10
Total. National Total. Annual variation rate. ,2024,9,6.42,2024-09
Total. National Total. Annual variation rate. ,2024,8,7.31,2024-08
Total. National Total. Annual variation rate. ,2024,7,8.01,2024-07
Total. National Total. Annual variation rate. ,2024,6,8.83,2024-06
Total. National Total. Annual variation rate. ,2024,5,12.02,2024-05
Total. National Total. Annual variation rate. ,2024,4,7.09,2024-04
Total. National Total. Annual variation rate. ,2024,3,19.87,2024-03
Total. National Total. Annual variation rate. ,2024,2,14.83,2024-02
Total. National Total. Annual variation rate. ,2024,1,10.83,2024-01
Total. National Total. Annual variation rate. ,2023,12,24.18,2023-12
Total. National Total. Annual variation rate. ,2023,11,20.58,2023-11
Total. National Total. Annual variation rate. ,2023,10,16.48,2023-10
Total. National Total. Annual variation rate. ,2023,9,16.37,2023-09
Total. National Total. Annual variation rate. ,2023,8,16.49,2023-08
Total. National Total. Annual variation rate. ,2023,7,13.26,2023-07
Total. National Total. Annual variation rate. ,2023,6,12.31,2023-06
Total. National Total. Annual variation rate. ,2023,5,19.89,2023-05
Total. National Total. Annual variation rate. ,2023,4,21.19,2023-04
Total. National Total. Annual variation rate. ,2023,3,28.76,2023-03
Total. National Total. Annual variation rate. ,2023,2,25.37,2023-02
Total. National Total. Annual variation rate. ,2023,1,53.69,2023-01
Total. National Total. Annual variation rate. ,2022,12,36.04,2022-12
Total. National Total. Annual variation rate. ,2022,11,25.56,2022-11
Total. National Total. Annual variation rate. ,2022,10,36.05,2022-10
Total. National Total. Annual variation rate. ,2022,9,52.12,2022-09
Total. National Total. Annual variation rate. ,2022,8,54.95,2022-08
Total. National Total. Annual variation rate. ,2022,7,86.43,2022-07
Total. National Total. Annual variation rate. ,2022,6,159.11,2022-06
Total. National Total. Annual variation rate. ,2022,5,262.04,2022-05
Total. National Total. Annual variation rate. ,2022,4,591.43,2022-04
Total. National Total. Annual variation rate. ,2022,3,389.58,2022-03
Total. National Total. Annual variation rate. ,2022,2,560.75,2022-02
Total. National Total. Annual variation rate. ,2022,1,240.02,2022-01
Total. National Total. Annual variation rate. ,2021,12,221.59,2021-12
Total. National Total. Annual variation rate. ,2021,11,432.18,2021-11
Total. National Total. Annual variation rate. ,2021,10,177.04,2021-10
Total. National Total. Annual variation rate. ,2021,9,134.32,2021-09
Total. National Total. Annual variation rate. ,2021,8,60.25,2021-08
Total. National Total. Annual variation rate. ,2021,7,46.89,2021-07
Total. National Total. Annual variation rate. ,2021,6,500.76,2021-06
Total. National Total. Annual variation rate. ,2021,5,,2021-05
Total. National Total. Annual variation rate. ,2021,4,,2021-04
Total. National Total. Annual variation rate. ,2021,3,-62.84,2021-03
Total. National Total. Annual variation rate. ,2021,2,-88.81,2021-02
Total. National Total. Annual variation rate. ,2021,1,-81.76,2021-01
Total. National Total. Annual variation rate. ,2020,12,-78.54,2020-12
Total. National Total. Annual variation rate. ,2020,11,-86.85,2020-11
Total. National Total. Annual variation rate. ,2020,10,-75.7,2020-10
Total. National Total. Annual variation rate. ,2020,9,-76.26,2020-09
Total. National Total. Annual variation rate. ,2020,8,-66.86,2020-08
Total. National Total. Annual variation rate. ,2020,7,-67.23,2020-07
Total. National Total. Annual variation rate. ,2020,6,-94.67,2020-06
Total. National Total. Annual variation rate. ,2020,5,-100.0,2020-05
Total. National Total. Annual variation rate. ,2020,4,-100.0,2020-04
Total. National Total. Annual variation rate. ,2020,3,-61.45,2020-03
Total. National Total. Annual variation rate. ,2020,2,2.72,2020-02
Total. National Total. Annual variation rate. ,2020,1,1.08,2020-01
Total. National Total. Annual variation rate. ,2019,12,1.44,2019-12
Total. National Total. Annual variation rate. ,2019,11,5.04,2019-11
Total. National Total. Annual variation rate. ,2019,10,-1.07,2019-10
Total. National Total. Annual variation rate. ,2019,9,-0.82,2019-09
Total. National Total. Annual variation rate. ,2019,8,0.21,2019-08
Total. National Total. Annual variation rate. ,2019,7,-1.57,2019-07
Total. National Total. Annual variation rate. ,2019,6,4.46,2019-06
Total. National Total. Annual variation rate. ,2019,5,-2.24,2019-05
Total. National Total. Annual variation rate. ,2019,4,4.08,2019-04
Total. National Total. Annual variation rate. ,2019,3,3.81,2019-03
Total. National Total. Annual variation rate. ,2019,2,5.58,2019-02
Total. National Total. Annual variation rate. ,2019,1,4.54,2019-01
Total. National Total. Annual variation rate. ,2018,12,4.23,2018-12
Total. National Total. Annual variation rate. ,2018,11,3.83,2018-11
Total. National Total. Annual variation rate. ,2018,10,5.86,2018-10
Total. National Total. Annual variation rate. ,2018,9,3.46,2018-09
Total. National Total. Annual variation rate. ,2018,8,1.81,2018-08
Total. National Total. Annual variation rate. ,2018,7,-2.35,2018-07
Total. National Total. Annual variation rate. ,2018,6,2.57,2018-06
Total. National Total. Annual variation rate. ,2018,5,1.62,2018-05
Total. National Total. Annual variation rate. ,2018,4,-3.37,2018-04
Total. National Total. Annual variation rate. ,2018,3,10.25,2018-03
Total. National Total. Annual variation rate. ,2018,2,0.23,2018-02
Total. National Total. Annual variation rate. ,2018,1,4.66,2018-01
Total. National Total. Annual variation rate. ,2017,12,0.85,2017-12
Total. National Total. Annual variation rate. ,2017,11,5.29,2017-11
Total. National Total. Annual variation rate. ,2017,10,2.9,2017-10
Total. National Total. Annual variation rate. ,2017,9,9.21,2017-09
Total. National Total. Annual variation rate. ,2017,8,0.44,2017-08
Total. National Total. Annual variation rate. ,2017,7,7.22,2017-07
Total. National Total. Annual variation rate. ,2017,6,5.53,2017-06
Total. National Total. Annual variation rate. ,2017,5,9.89,2017-05
Total. National Total. Annual variation rate. ,2017,4,15.2,2017-04
Total. National Total. Annual variation rate. ,2017,3,-1.72,2017-03
Total. National Total. Annual variation rate. ,2017,2,5.52,2017-02
Total. National Total. Annual variation rate. ,2017,1,1.1,2017-01
Total. National Total. Annual variation rate. ,2016,12,7.19,2016-12
Total. National Total. Annual variation rate. ,2016,11,3.01,2016-11
Total. National Total. Annual variation rate. ,2016,10,3.0,2016-10
Total. National Total. Annual variation rate. ,2016,9,7.14,2016-09
Total. National Total. Annual variation rate. ,2016,8,3.53,2016-08
Total. National Total. Annual variation rate. ,2016,7,7.05,2016-07
Total. National Total. Annual variation rate. ,2016,6,7.51,2016-06
Total. National Total. Annual variation rate. ,2016,5,4.27,2016-05
Total. National Total. Annual variation rate. ,2016,4,5.62,2016-04
Total. National Total. Annual variation rate. ,2016,3,10.56,2016-03
Total. National Total. Annual variation rate. ,2016,2,6.68,2016-02
Total. National Total. Annual variation rate. ,2016,1,3.99,2016-01
Total. National Total. Annual variation rate. ,2015,12,3.77,2015-12
Total. National Total. Annual variation rate. ,2015,11,4.37,2015-11
Total. National Total. Annual variation rate. ,2015,10,5.22,2015-10
Total. National Total. Year-to-date data. ,2026,7,84414227.0,2026-07
Total. National Total. Year-to-date data. ,2026,6,67788606.0,2026-06
Total. National Total. Year-to-date data. ,2026,5,54227163.0,2026-05
Total. National Total. Year-to-date data. ,2026,4,39794086.0,2026-04
Total. National Total. Year-to-date data. ,2026,3,26679224.0,2026-03
Total. National Total. Year-to-date data. ,2026,2,16536504.0,2026-02
Total. National Total. Year-to-date data. ,2026,1,8126338.0,2026-01
Total. National Total. Year-to-date data. ,2025,12,144037701.0,2025-12
Total. National Total. Year-to-date data. ,2025,11,135251990.0,2025-11
Total. National Total. Year-to-date data. ,2025,10,126058135.0,2025-10
Total. National Total. Year-to-date data. ,2025,9,112729557.0,2025-09
Total. National Total. Year-to-date data. ,2025,8,99032001.0,2025-08
Total. National Total. Year-to-date data. ,2025,7,81748760.0,2025-07
Total. National Total. Year-to-date data. ,2025,6,65442871.0,2025-06
Total. National Total. Year-to-date data. ,2025,5,52540636.0,2025-05
Total. National Total. Year-to-date data. ,2025,4,39106490.0,2025-04
Total. National Total. Year-to-date data. ,2025,3,26440026.0,2025-03
Total. National Total. Year-to-date data. ,2025,2,16584729.0,2025-02
Total. National Total. Year-to-date data. ,2025,1,8133401.0,2025-01
Total. National Total. Year-to-date data. ,2024,12,137640110.0,2024-12
Total. National Total. Year-to-date data. ,2024,11,128860160.0,2024-11
Total. National Total. Year-to-date data. ,2024,10,119806530.0,2024-10
Total. National Total. Year-to-date data. ,2024,9,106886844.0,2024-09
Total. National Total. Year-to-date data. ,2024,8,93576684.0,2024-08
Total. National Total. Year-to-date data. ,2024,7,76955117.0,2024-07
Total. National Total. Year-to-date data. ,2024,6,60997245.0,2024-06
Total. National Total. Year-to-date data. ,2024,5,48513377.0,2024-05
Total. National Total. Year-to-date data. ,2024,4,35424731.0,2024-04
Total. National Total. Year-to-date data. ,2024,3,24238324.0,2024-03
Total. National Total. Year-to-date data. ,2024,2,14882887.0,2024-02
Total. National Total. Year-to-date data. ,2024,1,7244153.0,2024-01
Total. National Total. Year-to-date data. ,2023,12,125750425.0,2023-12
Total. National Total. Year-to-date data. ,2023,11,117198713.0,2023-11
Total. National Total. Year-to-date data. ,2023,10,109139528.0,2023-10
Total. National Total. Year-to-date data. ,2023,9,97364971.0,2023-09
Total. National Total. Year-to-date data. ,2023,8,84858292.0,2023-08
Total. National Total. Year-to-date data. ,2023,7,69368787.0,2023-07
Total. National Total. Year-to-date data. ,2023,6,54594629.0,2023-06
Total. National Total. Year-to-date data. ,2023,5,43123602.0,2023-05
Total. National Total. Year-to-date data. ,2023,4,31439404.0,2023-04
Total. National Total. Year-to-date data. ,2023,3,20993151.0,2023-03
Total. National Total. Year-to-date data. ,2023,2,13188529.0,2023-02
Total. National Total. Year-to-date data. ,2023,1,6536295.0,2023-01
Total. National Total. Year-to-date data. ,2022,12,104968100.0,2022-12
Total. National Total. Year-to-date data. ,2022,11,98081576.0,2022-11
Total. National Total. Year-to-date data. ,2022,10,91397660.0,2022-10
Total. National Total. Year-to-date data. ,2022,9,81289087.0,2022-09
Total. National Total. Year-to-date data. ,2022,8,70541751.0,2022-08
Total. National Total. Year-to-date data. ,2022,7,57245399.0,2022-07
Total. National Total. Year-to-date data. ,2022,6,44200453.0,2022-06
Total. National Total. Year-to-date data. ,2022,5,33986285.0,2022-05
Total. National Total. Year-to-date data. ,2022,4,24240235.0,2022-04
Total. National Total. Year-to-date data. ,2022,3,15620266.0,2022-03
Total. National Total. Year-to-date data. ,2022,2,9558758.0,2022-02
Total. National Total. Year-to-date data. ,2022,1,4252809.0,2022-01
Total. National Total. Year-to-date data. ,2021,12,51631377.0,2021-12
Total. National Total. Year-to-date data. ,2021,11,46569117.0,2021-11
Total. National Total. Year-to-date data. ,2021,10,41245825.0,2021-10
Total. National Total. Year-to-date data. ,2021,9,33815859.0,2021-09
Total. National Total. Year-to-date data. ,2021,8,26751026.0,2021-08
Total. National Total. Year-to-date data. ,2021,7,18169872.0,2021-07
Total. National Total. Year-to-date data. ,2021,6,11172633.0,2021-06
Total. National Total. Year-to-date data. ,2021,5,7230551.0,2021-05
Total. National Total. Year-to-date data. ,2021,4,4538550.0,2021-04
Total. National Total. Year-to-date data. ,2021,3,3291859.0,2021-03
Total. National Total. Year-to-date data. ,2021,2,2053768.0,2021-02
Total. National Total. Year-to-date data. ,2021,1,1250748.0,2021-01
Total. National Total. Year-to-date data. ,2020,12,36409971.0,2020-12
Total. National Total. Year-to-date data. ,2020,11,34835823.0,2020-11
Total. National Total. Year-to-date data. ,2020,10,33835546.0,2020-10
Total. National Total. Year-to-date data. ,2020,9,31153648.0,2020-09
Total. National Total. Year-to-date data. ,2020,8,28138671.0,2020-08
Total. National Total. Year-to-date data. ,2020,7,22783903.0,2020-07
Total. National Total. Year-to-date data. ,2020,6,18020421.0,2020-06
Total. National Total. Year-to-date data. ,2020,5,17364239.0,2020-05
Total. National Total. Year-to-date data. ,2020,4,17364239.0,2020-04
Total. National Total. Year-to-date data. ,2020,3,17364239.0,2020-03
Total. National Total. Year-to-date data. ,2020,2,14032204.0,2020-02
Total. National Total. Year-to-date data. ,2020,1,6857790.0,2020-01
Total. National Total. Year-to-date data. ,2019,12,126170086.0,2019-12
Total. National Total. Year-to-date data. ,2019,11,118834526.0,2019-11
Total. National Total. Year-to-date data. ,2019,10,111228384.0,2019-10
Total. National Total. Year-to-date data. ,2019,9,100193836.0,2019-09
Total. National Total. Year-to-date data. ,2019,8,87494957.0,2019-08
Total. National Total. Year-to-date data. ,2019,7,71339068.0,2019-07
Total. National Total. Year-to-date data. ,2019,6,56804130.0,2019-06
Total. National Total. Year-to-date data. ,2019,5,44498175.0,2019-05
Total. National Total. Year-to-date data. ,2019,4,33134465.0,2019-04
Total. National Total. Year-to-date data. ,2019,3,22412574.0,2019-03
Total. National Total. Year-to-date data. ,2019,2,13769406.0,2019-02
Total. National Total. Year-to-date data. ,2019,1,6784666.0,2019-01
Total. National Total. Year-to-date data. ,2018,12,124455667.0,2018-12
Total. National Total. Year-to-date data. ,2018,11,117224214.0,2018-11
Total. National Total. Year-to-date data. ,2018,10,109983205.0,2018-10
Total. National Total. Year-to-date data. ,2018,9,98829739.0,2018-09
Total. National Total. Year-to-date data. ,2018,8,86026119.0,2018-08
Total. National Total. Year-to-date data. ,2018,7,69904343.0,2018-07
Total. National Total. Year-to-date data. ,2018,6,55138236.0,2018-06
Total. National Total. Year-to-date data. ,2018,5,43357503.0,2018-05
Total. National Total. Year-to-date data. ,2018,4,31733485.0,2018-04
Total. National Total. Year-to-date data. ,2018,3,21431945.0,2018-03
Total. National Total. Year-to-date data. ,2018,2,13105636.0,2018-02
Total. National Total. Year-to-date data. ,2018,1,6489874.0,2018-01
Total. National Total. Year-to-date data. ,2017,12,121717286.0,2017-12
Total. National Total. Year-to-date data. ,2017,11,114779512.0,2017-11
Total. National Total. Year-to-date data. ,2017,10,107805892.0,2017-10
Total. National Total. Year-to-date data. ,2017,9,97270078.0,2017-09
Total. National Total. Year-to-date data. ,2017,8,84895117.0,2017-08
Total. National Total. Year-to-date data. ,2017,7,69059588.0,2017-07
Total. National Total. Year-to-date data. ,2017,6,53938092.0,2017-06
Total. National Total. Year-to-date data. ,2017,5,42452814.0,2017-05
Total. National Total. Year-to-date data. ,2017,4,31014540.0,2017-04
Total. National Total. Year-to-date data. ,2017,3,20353589.0,2017-03
Total. National Total. Year-to-date data. ,2017,2,12801119.0,2017-02
Total. National Total. Year-to-date data. ,2017,1,6200774.0,2017-01
Total. National Total. Year-to-date data. ,2016,12,115561077.0,2016-12
Total. National Total. Year-to-date data. ,2016,11,108682024.0,2016-11
Total. National Total. Year-to-date data. ,2016,10,102058889.0,2016-10
Total. National Total. Year-to-date data. ,2016,9,91819942.0,2016-09
Total. National Total. Year-to-date data. ,2016,8,80488368.0,2016-08
Total. National Total. Year-to-date data. ,2016,7,64722641.0,2016-07
Total. National Total. Year-to-date data. ,2016,6,50619395.0,2016-06
Total. National Total. Year-to-date data. ,2016,5,39736431.0,2016-05
Total. National Total. Year-to-date data. ,2016,4,29327134.0,2016-04
Total. National Total. Year-to-date data. ,2016,3,20072683.0,2016-03
Total. National Total. Year-to-date data. ,2016,2,12388180.0,2016-02
Total. National Total. Year-to-date data. ,2016,1,6133318.0,2016-01
Total. National Total. Accumulated variation rate. ,2026,7,3.26,2026-07
Total. National Total. Accumulated variation rate. ,2026,6,3.58,2026-06
Total. National Total. Accumulated variation rate. ,2026,5,3.21,2026-05
Total. National Total. Accumulated variation rate. ,2026,4,1.76,2026-04
Total. National Total. Accumulated variation rate. ,2026,3,0.9,2026-03
Total. National Total. Accumulated variation rate. ,2026,2,-0.29,2026-02
Total. National Total. Accumulated variation rate. ,2026,1,-0.09,2026-01
Total. National Total. Accumulated variation rate. ,2025,12,4.65,2025-12
Total. National Total. Accumulated variation rate. ,2025,11,4.96,2025-11
Total. National Total. Accumulated variation rate. ,2025,10,5.22,2025-10
Total. National Total. Accumulated variation rate. ,2025,9,5.47,2025-09
Total. National Total. Accumulated variation rate. ,2025,8,5.83,2025-08
Total. National Total. Accumulated variation rate. ,2025,7,6.23,2025-07
Total. National Total. Accumulated variation rate. ,2025,6,7.29,2025-06
Total. National Total. Accumulated variation rate. ,2025,5,8.3,2025-05
Total. National Total. Accumulated variation rate. ,2025,4,10.39,2025-04
Total. National Total. Accumulated variation rate. ,2025,3,9.08,2025-03
Total. National Total. Accumulated variation rate. ,2025,2,11.43,2025-02
Total. National Total. Accumulated variation rate. ,2025,1,12.28,2025-01
Total. National Total. Accumulated variation rate. ,2024,12,9.45,2024-12
Total. National Total. Accumulated variation rate. ,2024,11,9.95,2024-11
Total. National Total. Accumulated variation rate. ,2024,10,9.77,2024-10
Total. National Total. Accumulated variation rate. ,2024,9,9.78,2024-09
Total. National Total. Accumulated variation rate. ,2024,8,10.27,2024-08
Total. National Total. Accumulated variation rate. ,2024,7,10.94,2024-07
Total. National Total. Accumulated variation rate. ,2024,6,11.73,2024-06
Total. National Total. Accumulated variation rate. ,2024,5,12.5,2024-05
Total. National Total. Accumulated variation rate. ,2024,4,12.68,2024-04
Total. National Total. Accumulated variation rate. ,2024,3,15.46,2024-03
Total. National Total. Accumulated variation rate. ,2024,2,12.85,2024-02
Total. National Total. Accumulated variation rate. ,2024,1,10.83,2024-01
Total. National Total. Accumulated variation rate. ,2023,12,19.8,2023-12
Total. National Total. Accumulated variation rate. ,2023,11,19.49,2023-11
Total. National Total. Accumulated variation rate. ,2023,10,19.41,2023-10
Total. National Total. Accumulated variation rate. ,2023,9,19.78,2023-09
Total. National Total. Accumulated variation rate. ,2023,8,20.3,2023-08
Total. National Total. Accumulated variation rate. ,2023,7,21.18,2023-07
Total. National Total. Accumulated variation rate. ,2023,6,23.52,2023-06
Total. National Total. Accumulated variation rate. ,2023,5,26.89,2023-05
Total. National Total. Accumulated variation rate. ,2023,4,29.7,2023-04
Total. National Total. Accumulated variation rate. ,2023,3,34.4,2023-03
Total. National Total. Accumulated variation rate. ,2023,2,37.97,2023-02
Total. National Total. Accumulated variation rate. ,2023,1,53.69,2023-01
Total. National Total. Accumulated variation rate. ,2022,12,103.3,2022-12
Total. National Total. Accumulated variation rate. ,2022,11,110.62,2022-11
Total. National Total. Accumulated variation rate. ,2022,10,121.59,2022-10
Total. National Total. Accumulated variation rate. ,2022,9,140.39,2022-09
Total. National Total. Accumulated variation rate. ,2022,8,163.7,2022-08
Total. National Total. Accumulated variation rate. ,2022,7,215.06,2022-07
Total. National Total. Accumulated variation rate. ,2022,6,295.61,2022-06
Total. National Total. Accumulated variation rate. ,2022,5,370.04,2022-05
Total. National Total. Accumulated variation rate. ,2022,4,434.1,2022-04
Total. National Total. Accumulated variation rate. ,2022,3,374.51,2022-03
Total. National Total. Accumulated variation rate. ,2022,2,365.43,2022-02
Total. National Total. Accumulated variation rate. ,2022,1,240.02,2022-01
Total. National Total. Accumulated variation rate. ,2021,12,41.81,2021-12
Total. National Total. Accumulated variation rate. ,2021,11,33.68,2021-11
Total. National Total. Accumulated variation rate. ,2021,10,21.9,2021-10
Total. National Total. Accumulated variation rate. ,2021,9,8.55,2021-09
