name,year,month,value,period
National. National. Hotel establishments. Travellers. Total.,2024,4,9386103.0,2024-04
National. National. Hotel establishments. Travellers. Total.,2024,3,8433226.0,2024-03
National. National. Hotel establishments. Travellers. Total.,2024,2,6512168.0,2024-02
National. National. Hotel establishments. Travellers. Total.,2024,1,5660859.0,2024-01
National. National. Hotel establishments. Travellers. Total.,2023,12,6586138.0,2023-12
National. National. Hotel establishments. Travellers. Total.,2023,11,6798815.0,2023-11
National. National. Hotel establishments. Travellers. Total.,2023,10,10390441.0,2023-10
National. National. Hotel establishments. Travellers. Total.,2023,9,11627872.0,2023-09
National. National. Hotel establishments. Travellers. Total.,2023,8,13266497.0,2023-08
National. National. Hotel establishments. Travellers. Total.,2023,7,12680483.0,2023-07
National. National. Hotel establishments. Travellers. Total.,2023,6,11535550.0,2023-06
National. National. Hotel establishments. Travellers. Total.,2023,5,10580202.0,2023-05
National. National. Hotel establishments. Travellers. Total.,2023,4,9829384.0,2023-04
National. National. Hotel establishments. Travellers. Total.,2023,3,7361364.0,2023-03
National. National. Hotel establishments. Travellers. Total.,2023,2,5967064.0,2023-02
National. National. Hotel establishments. Travellers. Total.,2023,1,5367962.0,2023-01
National. National. Hotel establishments. Travellers. Total.,2022,12,6054556.0,2022-12
National. National. Hotel establishments. Travellers. Total.,2022,11,6284698.0,2022-11
National. National. Hotel establishments. Travellers. Total.,2022,10,9743259.0,2022-10
National. National. Hotel establishments. Travellers. Total.,2022,9,11050305.0,2022-09
National. National. Hotel establishments. Travellers. Total.,2022,8,12889916.0,2022-08
National. National. Hotel establishments. Travellers. Total.,2022,7,12292936.0,2022-07
National. National. Hotel establishments. Travellers. Total.,2022,6,10990468.0,2022-06
National. National. Hotel establishments. Travellers. Total.,2022,5,9920671.0,2022-05
National. National. Hotel establishments. Travellers. Total.,2022,4,8689822.0,2022-04
National. National. Hotel establishments. Travellers. Total.,2022,3,6061398.0,2022-03
National. National. Hotel establishments. Travellers. Total.,2022,2,5133961.0,2022-02
National. National. Hotel establishments. Travellers. Total.,2022,1,3770578.0,2022-01
National. National. Hotel establishments. Travellers. Total.,2021,12,4881952.0,2021-12
National. National. Hotel establishments. Travellers. Total.,2021,11,5391958.0,2021-11
National. National. Hotel establishments. Travellers. Total.,2021,10,8131666.0,2021-10
National. National. Hotel establishments. Travellers. Total.,2021,9,8256057.0,2021-09
National. National. Hotel establishments. Travellers. Total.,2021,8,10408035.0,2021-08
National. National. Hotel establishments. Travellers. Total.,2021,7,8544001.0,2021-07
National. National. Hotel establishments. Travellers. Total.,2021,6,5676067.0,2021-06
National. National. Hotel establishments. Travellers. Total.,2021,5,3404118.0,2021-05
National. National. Hotel establishments. Travellers. Total.,2021,4,1955719.0,2021-04
National. National. Hotel establishments. Travellers. Total.,2021,3,1770722.0,2021-03
National. National. Hotel establishments. Travellers. Total.,2021,2,1179236.0,2021-02
National. National. Hotel establishments. Travellers. Total.,2021,1,1124601.0,2021-01
National. National. Hotel establishments. Travellers. Total.,2020,12,1417815.0,2020-12
National. National. Hotel establishments. Travellers. Total.,2020,11,1184922.0,2020-11
National. National. Hotel establishments. Travellers. Total.,2020,10,2406759.0,2020-10
National. National. Hotel establishments. Travellers. Total.,2020,9,3513294.0,2020-09
National. National. Hotel establishments. Travellers. Total.,2020,8,5924218.0,2020-08
National. National. Hotel establishments. Travellers. Total.,2020,7,4407783.0,2020-07
National. National. Hotel establishments. Travellers. Total.,2020,6,944923.0,2020-06
National. National. Hotel establishments. Travellers. Total.,2020,5,98561.0,2020-05
National. National. Hotel establishments. Travellers. Total.,2020,4,0.0,2020-04
National. National. Hotel establishments. Travellers. Total.,2020,3,2656776.0,2020-03
National. National. Hotel establishments. Travellers. Total.,2020,2,6456402.0,2020-02
National. National. Hotel establishments. Travellers. Total.,2020,1,5577618.0,2020-01
National. National. Hotel establishments. Travellers. Total.,2019,12,6240788.0,2019-12
National. National. Hotel establishments. Travellers. Total.,2019,11,6693210.0,2019-11
National. National. Hotel establishments. Travellers. Total.,2019,10,9772631.0,2019-10
National. National. Hotel establishments. Travellers. Total.,2019,9,11038778.0,2019-09
National. National. Hotel establishments. Travellers. Total.,2019,8,13028096.0,2019-08
National. National. Hotel establishments. Travellers. Total.,2019,7,12124664.0,2019-07
National. National. Hotel establishments. Travellers. Total.,2019,6,11371775.0,2019-06
National. National. Hotel establishments. Travellers. Total.,2019,5,10509949.0,2019-05
National. National. Hotel establishments. Travellers. Total.,2019,4,9138989.0,2019-04
National. National. Hotel establishments. Travellers. Total.,2019,3,7534311.0,2019-03
National. National. Hotel establishments. Travellers. Total.,2019,2,6011298.0,2019-02
National. National. Hotel establishments. Travellers. Total.,2019,1,5251558.0,2019-01
National. National. Hotel establishments. Travellers. Total.,2018,12,6071139.0,2018-12
National. National. Hotel establishments. Travellers. Total.,2018,11,6485702.0,2018-11
National. National. Hotel establishments. Travellers. Total.,2018,10,9666570.0,2018-10
National. National. Hotel establishments. Travellers. Total.,2018,9,11000902.0,2018-09
National. National. Hotel establishments. Travellers. Total.,2018,8,12500596.0,2018-08
National. National. Hotel establishments. Travellers. Total.,2018,7,11707840.0,2018-07
National. National. Hotel establishments. Travellers. Total.,2018,6,10846347.0,2018-06
National. National. Hotel establishments. Travellers. Total.,2018,5,10040281.0,2018-05
National. National. Hotel establishments. Travellers. Total.,2018,4,8499926.0,2018-04
National. National. Hotel establishments. Travellers. Total.,2018,3,7532288.0,2018-03
National. National. Hotel establishments. Travellers. Total.,2018,2,5826145.0,2018-02
National. National. Hotel establishments. Travellers. Total.,2018,1,5133729.0,2018-01
National. National. Hotel establishments. Travellers. Total.,2017,12,5805767.0,2017-12
National. National. Hotel establishments. Travellers. Total.,2017,11,6068289.0,2017-11
National. National. Hotel establishments. Travellers. Total.,2017,10,9458368.0,2017-10
National. National. Hotel establishments. Travellers. Total.,2017,9,10933324.0,2017-09
National. National. Hotel establishments. Travellers. Total.,2017,8,12338502.0,2017-08
National. National. Hotel establishments. Travellers. Total.,2017,7,11910574.0,2017-07
National. National. Hotel establishments. Travellers. Total.,2017,6,10640606.0,2017-06
National. National. Hotel establishments. Travellers. Total.,2017,5,9844007.0,2017-05
National. National. Hotel establishments. Travellers. Total.,2017,4,9209286.0,2017-04
National. National. Hotel establishments. Travellers. Total.,2017,3,6921086.0,2017-03
National. National. Hotel establishments. Travellers. Total.,2017,2,5689624.0,2017-02
National. National. Hotel establishments. Travellers. Total.,2017,1,4984634.0,2017-01
National. National. Hotel establishments. Travellers. Total.,2016,12,5540097.0,2016-12
National. National. Hotel establishments. Travellers. Total.,2016,11,5786675.0,2016-11
National. National. Hotel establishments. Travellers. Total.,2016,10,9274924.0,2016-10
National. National. Hotel establishments. Travellers. Total.,2016,9,10486719.0,2016-09
National. National. Hotel establishments. Travellers. Total.,2016,8,12187504.0,2016-08
National. National. Hotel establishments. Travellers. Total.,2016,7,11605320.0,2016-07
National. National. Hotel establishments. Travellers. Total.,2016,6,10180427.0,2016-06
National. National. Hotel establishments. Travellers. Total.,2016,5,9569945.0,2016-05
National. National. Hotel establishments. Travellers. Total.,2016,4,7735455.0,2016-04
National. National. Hotel establishments. Travellers. Total.,2016,3,7221796.0,2016-03
National. National. Hotel establishments. Travellers. Total.,2016,2,5561906.0,2016-02
National. National. Hotel establishments. Travellers. Total.,2016,1,4689264.0,2016-01
National. National. Hotel establishments. Travellers. Total.,2015,12,5318037.0,2015-12
National. National. Hotel establishments. Travellers. Total.,2015,11,5509265.0,2015-11
National. National. Hotel establishments. Travellers. Total.,2015,10,8685869.0,2015-10
National. National. Hotel establishments. Travellers. Total.,2015,9,9766395.0,2015-09
National. National. Hotel establishments. Travellers. Total.,2015,8,11747649.0,2015-08
National. National. Hotel establishments. Travellers. Total.,2015,7,10616662.0,2015-07
National. National. Hotel establishments. Travellers. Total.,2015,6,9481768.0,2015-06
National. National. Hotel establishments. Travellers. Total.,2015,5,9087139.0,2015-05
National. National. Hotel establishments. Travellers. Total.,2015,4,7668482.0,2015-04
National. National. Hotel establishments. Travellers. Total.,2015,3,6146078.0,2015-03
National. National. Hotel establishments. Travellers. Total.,2015,2,4937718.0,2015-02
National. National. Hotel establishments. Travellers. Total.,2015,1,4251906.0,2015-01
National. National. Hotel establishments. Travellers. Total.,2014,12,4998810.0,2014-12
National. National. Hotel establishments. Travellers. Total.,2014,11,5144062.0,2014-11
National. National. Hotel establishments. Travellers. Total.,2014,10,7988684.0,2014-10
National. National. Hotel establishments. Travellers. Total.,2014,9,9342635.0,2014-09
National. National. Hotel establishments. Travellers. Total.,2014,8,11228638.0,2014-08
National. National. Hotel establishments. Travellers. Total.,2014,7,9885449.0,2014-07
National. National. Hotel establishments. Travellers. Total.,2014,6,9038987.0,2014-06
National. National. Hotel establishments. Travellers. Total.,2014,5,8518421.0,2014-05
National. National. Hotel establishments. Travellers. Total.,2014,4,7301730.0,2014-04
National. National. Hotel establishments. Travellers. Total.,2014,3,5770836.0,2014-03
National. National. Hotel establishments. Travellers. Total.,2014,2,4657133.0,2014-02
National. National. Hotel establishments. Travellers. Total.,2014,1,3939144.0,2014-01
National. National. Hotel establishments. Travellers. Total.,2013,12,4659511.0,2013-12
National. National. Hotel establishments. Travellers. Total.,2013,11,5112181.0,2013-11
National. National. Hotel establishments. Travellers. Total.,2013,10,7468192.0,2013-10
National. National. Hotel establishments. Travellers. Total.,2013,9,8886542.0,2013-09
National. National. Hotel establishments. Travellers. Total.,2013,8,10715764.0,2013-08
National. National. Hotel establishments. Travellers. Total.,2013,7,9644412.0,2013-07
National. National. Hotel establishments. Travellers. Total.,2013,6,8725022.0,2013-06
National. National. Hotel establishments. Travellers. Total.,2013,5,8113029.0,2013-05
National. National. Hotel establishments. Travellers. Total.,2013,4,6283128.0,2013-04
National. National. Hotel establishments. Travellers. Total.,2013,3,6171037.0,2013-03
National. National. Hotel establishments. Travellers. Total.,2013,2,4347642.0,2013-02
National. National. Hotel establishments. Travellers. Total.,2013,1,3694459.0,2013-01
National. National. Hotel establishments. Travellers. Total.,2012,12,4334680.0,2012-12
National. National. Hotel establishments. Travellers. Total.,2012,11,4772075.0,2012-11
National. National. Hotel establishments. Travellers. Total.,2012,10,7258395.0,2012-10
National. National. Hotel establishments. Travellers. Total.,2012,9,8756163.0,2012-09
National. National. Hotel establishments. Travellers. Total.,2012,8,10239776.0,2012-08
National. National. Hotel establishments. Travellers. Total.,2012,7,9616052.0,2012-07
National. National. Hotel establishments. Travellers. Total.,2012,6,8587613.0,2012-06
National. National. Hotel establishments. Travellers. Total.,2012,5,7725234.0,2012-05
National. National. Hotel establishments. Travellers. Total.,2012,4,7103715.0,2012-04
National. National. Hotel establishments. Travellers. Total.,2012,3,5771561.0,2012-03
National. National. Hotel establishments. Travellers. Total.,2012,2,4762348.0,2012-02
National. National. Hotel establishments. Travellers. Total.,2012,1,4034869.0,2012-01
National. National. Hotel establishments. Travellers. Total.,2011,12,4594592.0,2011-12
National. National. Hotel establishments. Travellers. Total.,2011,11,4902197.0,2011-11
National. National. Hotel establishments. Travellers. Total.,2011,10,7673432.0,2011-10
National. National. Hotel establishments. Travellers. Total.,2011,9,8916593.0,2011-09
National. National. Hotel establishments. Travellers. Total.,2011,8,10608293.0,2011-08
National. National. Hotel establishments. Travellers. Total.,2011,7,10051429.0,2011-07
National. National. Hotel establishments. Travellers. Total.,2011,6,8809958.0,2011-06
National. National. Hotel establishments. Travellers. Total.,2011,5,7797227.0,2011-05
National. National. Hotel establishments. Travellers. Total.,2011,4,7423129.0,2011-04
National. National. Hotel establishments. Travellers. Total.,2011,3,5829113.0,2011-03
National. National. Hotel establishments. Travellers. Total.,2011,2,4831381.0,2011-02
National. National. Hotel establishments. Travellers. Total.,2011,1,3929632.0,2011-01
National. National. Hotel establishments. Travellers. Total.,2010,12,4650521.0,2010-12
National. National. Hotel establishments. Travellers. Total.,2010,11,4976017.0,2010-11
National. National. Hotel establishments. Travellers. Total.,2010,10,7679996.0,2010-10
National. National. Hotel establishments. Travellers. Total.,2010,9,8400100.0,2010-09
National. National. Hotel establishments. Travellers. Total.,2010,8,10014468.0,2010-08
National. National. Hotel establishments. Travellers. Total.,2010,7,9399554.0,2010-07
National. National. Hotel establishments. Travellers. Total.,2010,6,8087317.0,2010-06
National. National. Hotel establishments. Travellers. Total.,2010,5,7810020.0,2010-05
National. National. Hotel establishments. Travellers. Total.,2010,4,6786265.0,2010-04
National. National. Hotel establishments. Travellers. Total.,2010,3,5706500.0,2010-03
National. National. Hotel establishments. Travellers. Total.,2010,2,4610953.0,2010-02
National. National. Hotel establishments. Travellers. Total.,2010,1,3767159.0,2010-01
National. National. Hotel establishments. Travellers. Total.,2009,12,4435027.0,2009-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2026,7,5874768.0,2026-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2026,6,5483178.0,2026-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2026,5,4933839.0,2026-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2026,4,4704480.0,2026-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2026,3,4086410.0,2026-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2026,2,3291438.0,2026-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2026,1,2942666.0,2026-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,12,3740606.0,2025-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,11,3799363.0,2025-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,10,4637624.0,2025-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,9,5104235.0,2025-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,8,6421901.0,2025-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,7,5841647.0,2025-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,6,5446509.0,2025-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,5,4917999.0,2025-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,4,4593215.0,2025-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,3,3794808.0,2025-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,2,3423944.0,2025-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2025,1,2916184.0,2025-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,12,3645324.0,2024-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,11,3755355.0,2024-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,10,4523969.0,2024-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,9,4991258.0,2024-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,8,6363350.0,2024-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,7,5756518.0,2024-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,6,5419681.0,2024-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,5,4928517.0,2024-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,4,4181084.0,2024-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,3,4412670.0,2024-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,2,3422317.0,2024-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2024,1,2919329.0,2024-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,12,3736128.0,2023-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,11,3586759.0,2023-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,10,4589155.0,2023-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,9,5122862.0,2023-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,8,6381789.0,2023-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,7,6012479.0,2023-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,6,5455490.0,2023-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,5,4553381.0,2023-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,4,4983861.0,2023-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,3,3983218.0,2023-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,2,3337995.0,2023-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2023,1,2964949.0,2023-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,12,3567132.0,2022-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,11,3541109.0,2022-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,10,4657750.0,2022-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,9,5178258.0,2022-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,8,6526507.0,2022-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,7,6075062.0,2022-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,6,5422886.0,2022-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,5,4672236.0,2022-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,4,4733976.0,2022-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,3,3432900.0,2022-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,2,3164177.0,2022-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2022,1,2342492.0,2022-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,12,3164988.0,2021-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,11,3218059.0,2021-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,10,4590112.0,2021-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,9,4952050.0,2021-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,8,6935006.0,2021-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,7,5772248.0,2021-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,6,4179628.0,2021-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,5,2580060.0,2021-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,4,1559023.0,2021-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,3,1456708.0,2021-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,2,975226.0,2021-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2021,1,889575.0,2021-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,12,1097429.0,2020-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,11,925018.0,2020-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,10,1917987.0,2020-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,9,2905879.0,2020-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,8,4648568.0,2020-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,7,3271958.0,2020-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,6,824393.0,2020-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,5,84804.0,2020-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,4,0.0,2020-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,3,1455613.0,2020-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,2,3636463.0,2020-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2020,1,2926703.0,2020-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,12,3577792.0,2019-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,11,3585911.0,2019-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,10,4321124.0,2019-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,9,4809515.0,2019-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,8,6432729.0,2019-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,7,5669457.0,2019-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,6,5183371.0,2019-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,5,4578814.0,2019-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,4,4470668.0,2019-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,3,4033782.0,2019-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,2,3315368.0,2019-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2019,1,2755656.0,2019-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,12,3494108.0,2018-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,11,3551431.0,2018-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,10,4354922.0,2018-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,9,4840570.0,2018-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,8,6181557.0,2018-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,7,5380698.0,2018-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,6,4868754.0,2018-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,5,4250360.0,2018-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,4,4154873.0,2018-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,3,4136756.0,2018-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,2,3208522.0,2018-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2018,1,2743159.0,2018-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,12,3461708.0,2017-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,11,3340928.0,2017-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,10,4302582.0,2017-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,9,4762659.0,2017-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,8,5970747.0,2017-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,7,5453609.0,2017-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,6,4785681.0,2017-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,5,4177945.0,2017-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,4,4688384.0,2017-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,3,3706176.0,2017-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,2,3157734.0,2017-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2017,1,2655015.0,2017-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,12,3231853.0,2016-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,11,3186298.0,2016-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,10,4358634.0,2016-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,9,4672782.0,2016-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,8,5993466.0,2016-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,7,5504356.0,2016-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,6,4723090.0,2016-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,5,4197064.0,2016-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,4,3755761.0,2016-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,3,4110169.0,2016-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,2,3191750.0,2016-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2016,1,2618022.0,2016-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,12,3220404.0,2015-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,11,3055877.0,2015-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,10,4137843.0,2015-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,9,4504038.0,2015-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,8,5945162.0,2015-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,7,5175659.0,2015-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,6,4587906.0,2015-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,5,4102767.0,2015-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,4,4031142.0,2015-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,3,3490443.0,2015-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,2,2878965.0,2015-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2015,1,2393392.0,2015-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,12,3062373.0,2014-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,11,2962597.0,2014-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,10,3801189.0,2014-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,9,4271468.0,2014-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,8,5684286.0,2014-08
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,7,4798578.0,2014-07
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,6,4270431.0,2014-06
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,5,3901968.0,2014-05
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,4,3840663.0,2014-04
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,3,3161425.0,2014-03
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,2,2739686.0,2014-02
National. National. Hotel establishments. Travellers. Residents in Spain.,2014,1,2188084.0,2014-01
National. National. Hotel establishments. Travellers. Residents in Spain.,2013,12,2830104.0,2013-12
National. National. Hotel establishments. Travellers. Residents in Spain.,2013,11,2962040.0,2013-11
National. National. Hotel establishments. Travellers. Residents in Spain.,2013,10,3529310.0,2013-10
National. National. Hotel establishments. Travellers. Residents in Spain.,2013,9,4055351.0,2013-09
National. National. Hotel establishments. Travellers. Residents in Spain.,2013,8,5426618.0,2013-08
