series_id,desc,month,value
CUSR0000SEHB,"CPI lodging away from home, SA",2019-05,168.78
CUSR0000SEHB,"CPI lodging away from home, SA",2019-06,167.434
CUSR0000SEHB,"CPI lodging away from home, SA",2019-07,167.986
CUSR0000SEHB,"CPI lodging away from home, SA",2019-08,164.913
CUSR0000SEHB,"CPI lodging away from home, SA",2019-09,167.824
CUSR0000SEHB,"CPI lodging away from home, SA",2019-10,164.892
CUSR0000SEHB,"CPI lodging away from home, SA",2019-11,163.699
CUSR0000SEHB,"CPI lodging away from home, SA",2019-12,161.083
CUSR0000SEHB,"CPI lodging away from home, SA",2020-01,163.816
CUSR0000SEHB,"CPI lodging away from home, SA",2020-02,168.221
CUSR0000SEHB,"CPI lodging away from home, SA",2020-03,156.238
CUSR0000SEHB,"CPI lodging away from home, SA",2020-04,143.351
CUSR0000SEHB,"CPI lodging away from home, SA",2020-05,141.462
CUSR0000SEHB,"CPI lodging away from home, SA",2020-06,143.221
CUSR0000SEHB,"CPI lodging away from home, SA",2020-07,145.373
CUSR0000SEHB,"CPI lodging away from home, SA",2020-08,146.431
CUSR0000SEHB,"CPI lodging away from home, SA",2020-09,146.741
CUSR0000SEHB,"CPI lodging away from home, SA",2020-10,142.605
CUSR0000SEHB,"CPI lodging away from home, SA",2020-11,146.204
CUSR0000SEHB,"CPI lodging away from home, SA",2020-12,146.014
CUSR0000SEHB,"CPI lodging away from home, SA",2021-01,143.846
CUSR0000SEHB,"CPI lodging away from home, SA",2021-02,142.382
CUSR0000SEHB,"CPI lodging away from home, SA",2021-03,144.887
CUSR0000SEHB,"CPI lodging away from home, SA",2021-04,153.572
CUSR0000SEHB,"CPI lodging away from home, SA",2021-05,153.956
CUSR0000SEHB,"CPI lodging away from home, SA",2021-06,165.942
CUSR0000SEHB,"CPI lodging away from home, SA",2021-07,177.521
CUSR0000SEHB,"CPI lodging away from home, SA",2021-08,172.597
CUSR0000SEHB,"CPI lodging away from home, SA",2021-09,172.822
CUSR0000SEHB,"CPI lodging away from home, SA",2021-10,175.355
CUSR0000SEHB,"CPI lodging away from home, SA",2021-11,179.13
CUSR0000SEHB,"CPI lodging away from home, SA",2021-12,180.743
CUSR0000SEHB,"CPI lodging away from home, SA",2022-01,173.159
CUSR0000SEHB,"CPI lodging away from home, SA",2022-02,177.692
CUSR0000SEHB,"CPI lodging away from home, SA",2022-03,181.17
CUSR0000SEHB,"CPI lodging away from home, SA",2022-04,183.74
CUSR0000SEHB,"CPI lodging away from home, SA",2022-05,183.701
CUSR0000SEHB,"CPI lodging away from home, SA",2022-06,182.803
CUSR0000SEHB,"CPI lodging away from home, SA",2022-07,179.781
CUSR0000SEHB,"CPI lodging away from home, SA",2022-08,179.845
CUSR0000SEHB,"CPI lodging away from home, SA",2022-09,177.97
CUSR0000SEHB,"CPI lodging away from home, SA",2022-10,185.562
CUSR0000SEHB,"CPI lodging away from home, SA",2022-11,184.657
CUSR0000SEHB,"CPI lodging away from home, SA",2022-12,185.954
CUSR0000SEHB,"CPI lodging away from home, SA",2023-01,186.204
CUSR0000SEHB,"CPI lodging away from home, SA",2023-02,189.436
CUSR0000SEHB,"CPI lodging away from home, SA",2023-03,194.212
CUSR0000SEHB,"CPI lodging away from home, SA",2023-04,189.646
CUSR0000SEHB,"CPI lodging away from home, SA",2023-05,190.233
CUSR0000SEHB,"CPI lodging away from home, SA",2023-06,191.236
CUSR0000SEHB,"CPI lodging away from home, SA",2023-07,190.851
CUSR0000SEHB,"CPI lodging away from home, SA",2023-08,185.434
CUSR0000SEHB,"CPI lodging away from home, SA",2023-09,191.208
CUSR0000SEHB,"CPI lodging away from home, SA",2023-10,187.943
CUSR0000SEHB,"CPI lodging away from home, SA",2023-11,185.82
CUSR0000SEHB,"CPI lodging away from home, SA",2023-12,185.814
CUSR0000SEHB,"CPI lodging away from home, SA",2024-01,187.565
CUSR0000SEHB,"CPI lodging away from home, SA",2024-02,188.326
CUSR0000SEHB,"CPI lodging away from home, SA",2024-03,190.545
CUSR0000SEHB,"CPI lodging away from home, SA",2024-04,189.24
CUSR0000SEHB,"CPI lodging away from home, SA",2024-05,188.025
CUSR0000SEHB,"CPI lodging away from home, SA",2024-06,187.167
CUSR0000SEHB,"CPI lodging away from home, SA",2024-07,187.093
CUSR0000SEHB,"CPI lodging away from home, SA",2024-08,189.024
CUSR0000SEHB,"CPI lodging away from home, SA",2024-09,186.037
CUSR0000SEHB,"CPI lodging away from home, SA",2024-10,187.546
CUSR0000SEHB,"CPI lodging away from home, SA",2024-11,192.16
CUSR0000SEHB,"CPI lodging away from home, SA",2024-12,189.951
CUSR0000SEHB,"CPI lodging away from home, SA",2025-01,191.639
CUSR0000SEHB,"CPI lodging away from home, SA",2025-02,191.868
CUSR0000SEHB,"CPI lodging away from home, SA",2025-03,185.628
CUSR0000SEHB,"CPI lodging away from home, SA",2025-04,186.657
CUSR0000SEHB,"CPI lodging away from home, SA",2025-05,186.38
CUSR0000SEHB,"CPI lodging away from home, SA",2025-06,182.607
CUSR0000SEHB,"CPI lodging away from home, SA",2025-07,180.824
CUSR0000SEHB,"CPI lodging away from home, SA",2025-08,184.457
CUSR0000SEHB,"CPI lodging away from home, SA",2025-09,186.039
CUSR0000SEHB,"CPI lodging away from home, SA",2025-11,184.18
CUSR0000SEHB,"CPI lodging away from home, SA",2025-12,188.203
CUSR0000SEHB,"CPI lodging away from home, SA",2026-01,188.018
CUSR0000SEHB,"CPI lodging away from home, SA",2026-02,189.826
CUSR0000SEHB,"CPI lodging away from home, SA",2026-03,190.287
CUSR0000SEHB,"CPI lodging away from home, SA",2026-04,194.934
CUSR0000SEHB,"CPI lodging away from home, SA",2026-05,195.749
CUSR0000SEHB,"CPI lodging away from home, SA",2026-06,191.201
CUSR0000SEHB,"CPI lodging away from home, SA",2026-07,185.934
CUSR0000SEHB,"CPI lodging away from home, SA",2026-08,190.316
CUSR0000SETG01,"CPI airline fares, SA",2018-01,266.194
CUSR0000SETG01,"CPI airline fares, SA",2018-02,266.402
CUSR0000SETG01,"CPI airline fares, SA",2018-03,268.183
CUSR0000SETG01,"CPI airline fares, SA",2018-04,266.465
CUSR0000SETG01,"CPI airline fares, SA",2018-05,264.022
CUSR0000SETG01,"CPI airline fares, SA",2018-06,263.344
CUSR0000SETG01,"CPI airline fares, SA",2018-07,263.786
CUSR0000SETG01,"CPI airline fares, SA",2018-08,265.241
CUSR0000SETG01,"CPI airline fares, SA",2018-09,266.203
CUSR0000SETG01,"CPI airline fares, SA",2018-10,263.608
CUSR0000SETG01,"CPI airline fares, SA",2018-11,261.615
CUSR0000SETG01,"CPI airline fares, SA",2018-12,259.347
CUSR0000SETG01,"CPI airline fares, SA",2019-01,261.858
CUSR0000SETG01,"CPI airline fares, SA",2019-02,264.965
CUSR0000SETG01,"CPI airline fares, SA",2019-03,262.909
CUSR0000SETG01,"CPI airline fares, SA",2019-04,260.115
CUSR0000SETG01,"CPI airline fares, SA",2019-05,261.933
CUSR0000SETG01,"CPI airline fares, SA",2019-06,262.483
CUSR0000SETG01,"CPI airline fares, SA",2019-07,264.084
CUSR0000SETG01,"CPI airline fares, SA",2019-08,268.749
CUSR0000SETG01,"CPI airline fares, SA",2019-09,272.014
CUSR0000SETG01,"CPI airline fares, SA",2019-10,271.125
CUSR0000SETG01,"CPI airline fares, SA",2019-11,268.352
CUSR0000SETG01,"CPI airline fares, SA",2019-12,267.214
CUSR0000SETG01,"CPI airline fares, SA",2020-01,268.668
CUSR0000SETG01,"CPI airline fares, SA",2020-02,270.587
CUSR0000SETG01,"CPI airline fares, SA",2020-03,233.537
CUSR0000SETG01,"CPI airline fares, SA",2020-04,196.819
CUSR0000SETG01,"CPI airline fares, SA",2020-05,186.931
CUSR0000SETG01,"CPI airline fares, SA",2020-06,192.344
CUSR0000SETG01,"CPI airline fares, SA",2020-07,203.723
CUSR0000SETG01,"CPI airline fares, SA",2020-08,207.635
CUSR0000SETG01,"CPI airline fares, SA",2020-09,205.325
CUSR0000SETG01,"CPI airline fares, SA",2020-10,215.955
CUSR0000SETG01,"CPI airline fares, SA",2020-11,221.157
CUSR0000SETG01,"CPI airline fares, SA",2020-12,216.188
CUSR0000SETG01,"CPI airline fares, SA",2021-01,209.629
CUSR0000SETG01,"CPI airline fares, SA",2021-02,200.387
CUSR0000SETG01,"CPI airline fares, SA",2021-03,198.559
CUSR0000SETG01,"CPI airline fares, SA",2021-04,216.99
CUSR0000SETG01,"CPI airline fares, SA",2021-05,233.479
CUSR0000SETG01,"CPI airline fares, SA",2021-06,241.989
CUSR0000SETG01,"CPI airline fares, SA",2021-07,243.685
CUSR0000SETG01,"CPI airline fares, SA",2021-08,221.166
CUSR0000SETG01,"CPI airline fares, SA",2021-09,206.174
CUSR0000SETG01,"CPI airline fares, SA",2021-10,205.656
CUSR0000SETG01,"CPI airline fares, SA",2021-11,212.465
CUSR0000SETG01,"CPI airline fares, SA",2021-12,217.497
CUSR0000SETG01,"CPI airline fares, SA",2022-01,219.155
CUSR0000SETG01,"CPI airline fares, SA",2022-02,225.27
CUSR0000SETG01,"CPI airline fares, SA",2022-03,245.329
CUSR0000SETG01,"CPI airline fares, SA",2022-04,289.163
CUSR0000SETG01,"CPI airline fares, SA",2022-05,321.904
CUSR0000SETG01,"CPI airline fares, SA",2022-06,325.19
CUSR0000SETG01,"CPI airline fares, SA",2022-07,312.014
CUSR0000SETG01,"CPI airline fares, SA",2022-08,295.112
CUSR0000SETG01,"CPI airline fares, SA",2022-09,294.444
CUSR0000SETG01,"CPI airline fares, SA",2022-10,294.147
CUSR0000SETG01,"CPI airline fares, SA",2022-11,289.47
CUSR0000SETG01,"CPI airline fares, SA",2022-12,279.086
CUSR0000SETG01,"CPI airline fares, SA",2023-01,274.248
CUSR0000SETG01,"CPI airline fares, SA",2023-02,284.722
CUSR0000SETG01,"CPI airline fares, SA",2023-03,288.56
CUSR0000SETG01,"CPI airline fares, SA",2023-04,286.385
CUSR0000SETG01,"CPI airline fares, SA",2023-05,278.395
CUSR0000SETG01,"CPI airline fares, SA",2023-06,264.312
CUSR0000SETG01,"CPI airline fares, SA",2023-07,254.654
CUSR0000SETG01,"CPI airline fares, SA",2023-08,256.311
CUSR0000SETG01,"CPI airline fares, SA",2023-09,255.313
CUSR0000SETG01,"CPI airline fares, SA",2023-10,255.623
CUSR0000SETG01,"CPI airline fares, SA",2023-11,254.397
CUSR0000SETG01,"CPI airline fares, SA",2023-12,252.3
CUSR0000SETG01,"CPI airline fares, SA",2024-01,255.911
CUSR0000SETG01,"CPI airline fares, SA",2024-02,267.056
CUSR0000SETG01,"CPI airline fares, SA",2024-03,267.833
CUSR0000SETG01,"CPI airline fares, SA",2024-04,269.466
CUSR0000SETG01,"CPI airline fares, SA",2024-05,261.878
CUSR0000SETG01,"CPI airline fares, SA",2024-06,251.325
CUSR0000SETG01,"CPI airline fares, SA",2024-07,248.253
CUSR0000SETG01,"CPI airline fares, SA",2024-08,253.357
CUSR0000SETG01,"CPI airline fares, SA",2024-09,259.306
CUSR0000SETG01,"CPI airline fares, SA",2024-10,266.413
CUSR0000SETG01,"CPI airline fares, SA",2024-11,266.723
CUSR0000SETG01,"CPI airline fares, SA",2024-12,271.742
CUSR0000SETG01,"CPI airline fares, SA",2025-01,273.591
CUSR0000SETG01,"CPI airline fares, SA",2025-02,264.821
CUSR0000SETG01,"CPI airline fares, SA",2025-03,253.357
CUSR0000SETG01,"CPI airline fares, SA",2025-04,247.922
CUSR0000SETG01,"CPI airline fares, SA",2025-05,242.546
CUSR0000SETG01,"CPI airline fares, SA",2025-06,243.37
CUSR0000SETG01,"CPI airline fares, SA",2025-07,250.748
CUSR0000SETG01,"CPI airline fares, SA",2025-08,261.928
CUSR0000SETG01,"CPI airline fares, SA",2025-09,267.046
CUSR0000SETG01,"CPI airline fares, SA",2025-11,253.063
CUSR0000SETG01,"CPI airline fares, SA",2025-12,262.573
CUSR0000SETG01,"CPI airline fares, SA",2026-01,279.693
CUSR0000SETG01,"CPI airline fares, SA",2026-02,283.495
CUSR0000SETG01,"CPI airline fares, SA",2026-03,291.073
CUSR0000SETG01,"CPI airline fares, SA",2026-04,299.267
CUSR0000SETG01,"CPI airline fares, SA",2026-05,307.305
CUSR0000SETG01,"CPI airline fares, SA",2026-06,307.963
CUSR0000SETG01,"CPI airline fares, SA",2026-07,314.803
CUSR0000SETG01,"CPI airline fares, SA",2026-08,323.244
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-01,150.024
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-02,155.197
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-03,163.604
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-04,165.05
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-05,173.85
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-06,170.952
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-07,170.378
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-08,168.4
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-09,162.721
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-10,157.125
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-11,147.609
CUUR0000SEHB,"CPI lodging away from home, NSA",2018-12,147.956
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-01,153.869
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-02,161.33
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-03,168.321
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-04,171.822
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-05,176.575
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-06,177.637
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-07,178.155
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-08,171.827
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-09,170.792
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-10,160.34
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-11,152.399
CUUR0000SEHB,"CPI lodging away from home, NSA",2019-12,147.59
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-01,153.531
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-02,162.574
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-03,157.565
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-04,147.847
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-05,149.8
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-06,152.721
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-07,154.349
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-08,152.224
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-09,148.585
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-10,138.3
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-11,135.954
CUUR0000SEHB,"CPI lodging away from home, NSA",2020-12,133.538
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-01,136.034
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-02,138.283
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-03,147.47
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-04,158.737
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-05,163.276
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-06,175.746
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-07,187.487
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-08,178.758
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-09,174.644
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-10,169.076
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-11,166.08
CUUR0000SEHB,"CPI lodging away from home, NSA",2021-12,165.472
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-01,163.968
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-02,172.949
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-03,184.463
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-04,189.951
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-05,194.733
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-06,193.324
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-07,189.446
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-08,185.97
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-09,179.733
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-10,178.981
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-11,171.458
CUUR0000SEHB,"CPI lodging away from home, NSA",2022-12,170.729
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-01,176.578
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-02,184.583
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-03,197.855
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-04,196.239
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-05,201.364
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-06,202.106
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-07,200.893
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-08,191.511
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-09,192.906
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-10,181.157
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-11,172.922
CUUR0000SEHB,"CPI lodging away from home, NSA",2023-12,171.025
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-01,178.309
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-02,183.811
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-03,194.039
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-04,195.706
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-05,198.511
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-06,197.362
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-07,196.324
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-08,194.879
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-09,187.421
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-10,181.014
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-11,179.264
CUUR0000SEHB,"CPI lodging away from home, NSA",2024-12,175.444
CUUR0000SEHB,"CPI lodging away from home, NSA",2025-01,182.272
CUUR0000SEHB,"CPI lodging away from home, NSA",2025-02,187.567
CUUR0000SEHB,"CPI lodging away from home, NSA",2025-03,189.125
CUUR0000SEHB,"CPI lodging away from home, NSA",2025-04,192.99
CUUR0000SEHB,"CPI lodging away from home, NSA",2025-05,196.738
CUUR0000SEHB,"CPI lodging away from home, NSA",2025-06,192.347
CUUR0000SEHB,"CPI lodging away from home, NSA",2025-07,189.37
CUUR0000SEHB,"CPI lodging away from home, NSA",2025-08,189.898
CUUR0000SEHB,"CPI lodging away from home, NSA",2025-09,187.221
CUUR0000SEHB,"CPI lodging away from home, NSA",2025-11,171.916
CUUR0000SEHB,"CPI lodging away from home, NSA",2025-12,173.969
CUUR0000SEHB,"CPI lodging away from home, NSA",2026-01,178.665
CUUR0000SEHB,"CPI lodging away from home, NSA",2026-02,185.493
CUUR0000SEHB,"CPI lodging away from home, NSA",2026-03,193.981
CUUR0000SEHB,"CPI lodging away from home, NSA",2026-04,201.776
CUUR0000SEHB,"CPI lodging away from home, NSA",2026-05,207.012
CUUR0000SEHB,"CPI lodging away from home, NSA",2026-06,201.771
CUUR0000SEHB,"CPI lodging away from home, NSA",2026-07,195.002
CUUR0000SEHB,"CPI lodging away from home, NSA",2026-08,196.067
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-01,180.433
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-02,182.198
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-03,182.049
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-04,180.992
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-05,182.291
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-06,184.203
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-07,184.789
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-08,183.542
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-09,183.286
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-10,183.282
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-11,182.109
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2018-12,182.899
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-01,182.806
