freq,indic_to,c_resid,month,unit,geo,time,value
A,LSTY,DOM,M04,NR,EU27_2020,2023,7700949
A,LSTY,DOM,M04,NR,EU27_2020,2024,7322233
A,LSTY,DOM,M04,NR,EU27_2020,2025,9541833
A,LSTY,DOM,M05,NR,EU27_2020,2018,3532062
A,LSTY,DOM,M05,NR,EU27_2020,2019,4081271
A,LSTY,DOM,M05,NR,EU27_2020,2020,1730750
A,LSTY,DOM,M05,NR,EU27_2020,2021,4871484
A,LSTY,DOM,M05,NR,EU27_2020,2022,6170681
A,LSTY,DOM,M05,NR,EU27_2020,2023,7352355
A,LSTY,DOM,M05,NR,EU27_2020,2024,9484499
A,LSTY,DOM,M05,NR,EU27_2020,2025,10351509
A,LSTY,DOM,M06,NR,EU27_2020,2018,4191055
A,LSTY,DOM,M06,NR,EU27_2020,2019,5494925
A,LSTY,DOM,M06,NR,EU27_2020,2020,4404883
A,LSTY,DOM,M06,NR,EU27_2020,2021,6760731
A,LSTY,DOM,M06,NR,EU27_2020,2022,7894313
A,LSTY,DOM,M06,NR,EU27_2020,2023,8733134
A,LSTY,DOM,M06,NR,EU27_2020,2024,10125274
A,LSTY,DOM,M06,NR,EU27_2020,2025,11836536
A,LSTY,DOM,M07,NR,EU27_2020,2018,6818643
A,LSTY,DOM,M07,NR,EU27_2020,2019,8167628
A,LSTY,DOM,M07,NR,EU27_2020,2020,10026191
A,LSTY,DOM,M07,NR,EU27_2020,2021,12762512
A,LSTY,DOM,M07,NR,EU27_2020,2022,12673752
A,LSTY,DOM,M07,NR,EU27_2020,2023,13592092
A,LSTY,DOM,M07,NR,EU27_2020,2024,15399601
A,LSTY,DOM,M07,NR,EU27_2020,2025,16882764
A,LSTY,DOM,M08,NR,EU27_2020,2018,8973336
A,LSTY,DOM,M08,NR,EU27_2020,2019,11030261
A,LSTY,DOM,M08,NR,EU27_2020,2020,14168449
A,LSTY,DOM,M08,NR,EU27_2020,2021,15496563
A,LSTY,DOM,M08,NR,EU27_2020,2022,15224161
A,LSTY,DOM,M08,NR,EU27_2020,2023,16497798
A,LSTY,DOM,M08,NR,EU27_2020,2024,19811717
A,LSTY,DOM,M08,NR,EU27_2020,2025,21340891
A,LSTY,DOM,M09,NR,EU27_2020,2018,4555597
A,LSTY,DOM,M09,NR,EU27_2020,2019,5310250
A,LSTY,DOM,M09,NR,EU27_2020,2020,6456387
A,LSTY,DOM,M09,NR,EU27_2020,2021,7179846
A,LSTY,DOM,M09,NR,EU27_2020,2022,7679012
A,LSTY,DOM,M09,NR,EU27_2020,2023,8942750
A,LSTY,DOM,M09,NR,EU27_2020,2024,10084498
A,LSTY,DOM,M09,NR,EU27_2020,2025,10830576
A,LSTY,DOM,M10,NR,EU27_2020,2018,3522932
A,LSTY,DOM,M10,NR,EU27_2020,2019,4331382
A,LSTY,DOM,M10,NR,EU27_2020,2020,4704792
A,LSTY,DOM,M10,NR,EU27_2020,2021,5673057
A,LSTY,DOM,M10,NR,EU27_2020,2022,6374124
A,LSTY,DOM,M10,NR,EU27_2020,2023,7241839
A,LSTY,DOM,M10,NR,EU27_2020,2024,8415029
A,LSTY,DOM,M10,NR,EU27_2020,2025,9219710
A,LSTY,DOM,M11,NR,EU27_2020,2018,2716477
A,LSTY,DOM,M11,NR,EU27_2020,2019,3342586
A,LSTY,DOM,M11,NR,EU27_2020,2020,1777411
A,LSTY,DOM,M11,NR,EU27_2020,2021,3830877
A,LSTY,DOM,M11,NR,EU27_2020,2022,4579521
A,LSTY,DOM,M11,NR,EU27_2020,2023,5316641
A,LSTY,DOM,M11,NR,EU27_2020,2024,6637565
A,LSTY,DOM,M11,NR,EU27_2020,2025,6990348
A,LSTY,DOM,M12,NR,EU27_2020,2018,3272689
A,LSTY,DOM,M12,NR,EU27_2020,2019,4035065
A,LSTY,DOM,M12,NR,EU27_2020,2020,2576447
A,LSTY,DOM,M12,NR,EU27_2020,2021,4645862
A,LSTY,DOM,M12,NR,EU27_2020,2022,5754396
A,LSTY,DOM,M12,NR,EU27_2020,2023,7030162
A,LSTY,DOM,M12,NR,EU27_2020,2024,7872379
A,LSTY,DOM,M12,NR,EU27_2020,2025,8720361
A,LSTY,DOM,TOTAL,NR,EU27_2020,2018,48037497
A,LSTY,DOM,TOTAL,NR,EU27_2020,2019,58800715
A,LSTY,DOM,TOTAL,NR,EU27_2020,2020,56082196
A,LSTY,DOM,TOTAL,NR,EU27_2020,2021,72371879
A,LSTY,DOM,TOTAL,NR,EU27_2020,2022,86012608
A,LSTY,DOM,TOTAL,NR,EU27_2020,2023,97741587
A,LSTY,DOM,TOTAL,NR,EU27_2020,2024,114237861
A,LSTY,DOM,TOTAL,NR,EU27_2020,2025,126347620
A,LSTY,FOR,M01,NR,EU27_2020,2018,3875633
A,LSTY,FOR,M01,NR,EU27_2020,2019,4588363
A,LSTY,FOR,M01,NR,EU27_2020,2020,5421612
A,LSTY,FOR,M01,NR,EU27_2020,2021,1106579
A,LSTY,FOR,M01,NR,EU27_2020,2022,3917038
A,LSTY,FOR,M01,NR,EU27_2020,2023,6421728
A,LSTY,FOR,M01,NR,EU27_2020,2024,7313970
A,LSTY,FOR,M01,NR,EU27_2020,2025,8338423
A,LSTY,FOR,M01,NR,EU27_2020,2026,8927652
A,LSTY,FOR,M02,NR,EU27_2020,2018,4223732
A,LSTY,FOR,M02,NR,EU27_2020,2019,4931730
A,LSTY,FOR,M02,NR,EU27_2020,2020,5991567
A,LSTY,FOR,M02,NR,EU27_2020,2021,1029635
A,LSTY,FOR,M02,NR,EU27_2020,2022,4875899
A,LSTY,FOR,M02,NR,EU27_2020,2023,6984474
A,LSTY,FOR,M02,NR,EU27_2020,2024,8407215
A,LSTY,FOR,M02,NR,EU27_2020,2025,9139081
A,LSTY,FOR,M02,NR,EU27_2020,2026,9790259
A,LSTY,FOR,M03,NR,EU27_2020,2018,5488373
A,LSTY,FOR,M03,NR,EU27_2020,2019,5868858
A,LSTY,FOR,M03,NR,EU27_2020,2020,2876119
A,LSTY,FOR,M03,NR,EU27_2020,2021,1203681
A,LSTY,FOR,M03,NR,EU27_2020,2022,6112696
A,LSTY,FOR,M03,NR,EU27_2020,2023,7866443
A,LSTY,FOR,M03,NR,EU27_2020,2024,10283621
A,LSTY,FOR,M03,NR,EU27_2020,2025,10330437
A,LSTY,FOR,M03,NR,EU27_2020,2026,11192257
A,LSTY,FOR,M04,NR,EU27_2020,2018,6624321
A,LSTY,FOR,M04,NR,EU27_2020,2019,8407225
A,LSTY,FOR,M04,NR,EU27_2020,2020,542764
A,LSTY,FOR,M04,NR,EU27_2020,2021,1309561
A,LSTY,FOR,M04,NR,EU27_2020,2022,8633723
A,LSTY,FOR,M04,NR,EU27_2020,2023,11165933
A,LSTY,FOR,M04,NR,EU27_2020,2024,12001304
A,LSTY,FOR,M04,NR,EU27_2020,2025,14567512
A,LSTY,FOR,M05,NR,EU27_2020,2018,8547847
A,LSTY,FOR,M05,NR,EU27_2020,2019,9266332
A,LSTY,FOR,M05,NR,EU27_2020,2020,563670
A,LSTY,FOR,M05,NR,EU27_2020,2021,2268653
A,LSTY,FOR,M05,NR,EU27_2020,2022,9791372
A,LSTY,FOR,M05,NR,EU27_2020,2023,12930905
A,LSTY,FOR,M05,NR,EU27_2020,2024,16076752
A,LSTY,FOR,M05,NR,EU27_2020,2025,16779185
A,LSTY,FOR,M06,NR,EU27_2020,2018,10463902
A,LSTY,FOR,M06,NR,EU27_2020,2019,12640896
A,LSTY,FOR,M06,NR,EU27_2020,2020,1539929
A,LSTY,FOR,M06,NR,EU27_2020,2021,4208187
A,LSTY,FOR,M06,NR,EU27_2020,2022,13432257
A,LSTY,FOR,M06,NR,EU27_2020,2023,16078717
A,LSTY,FOR,M06,NR,EU27_2020,2024,18639705
A,LSTY,FOR,M06,NR,EU27_2020,2025,21264078
A,LSTY,FOR,M07,NR,EU27_2020,2018,15648793
A,LSTY,FOR,M07,NR,EU27_2020,2019,17407124
A,LSTY,FOR,M07,NR,EU27_2020,2020,6567708
A,LSTY,FOR,M07,NR,EU27_2020,2021,10644105
A,LSTY,FOR,M07,NR,EU27_2020,2022,20209600
A,LSTY,FOR,M07,NR,EU27_2020,2023,22912903
A,LSTY,FOR,M07,NR,EU27_2020,2024,26194292
A,LSTY,FOR,M07,NR,EU27_2020,2025,28328723
A,LSTY,FOR,M08,NR,EU27_2020,2018,15663058
A,LSTY,FOR,M08,NR,EU27_2020,2019,17782072
A,LSTY,FOR,M08,NR,EU27_2020,2020,8028352
A,LSTY,FOR,M08,NR,EU27_2020,2021,12455501
A,LSTY,FOR,M08,NR,EU27_2020,2022,19831937
A,LSTY,FOR,M08,NR,EU27_2020,2023,22540331
A,LSTY,FOR,M08,NR,EU27_2020,2024,26585972
A,LSTY,FOR,M08,NR,EU27_2020,2025,28638021
A,LSTY,FOR,M09,NR,EU27_2020,2018,11422830
A,LSTY,FOR,M09,NR,EU27_2020,2019,12777511
A,LSTY,FOR,M09,NR,EU27_2020,2020,4355558
A,LSTY,FOR,M09,NR,EU27_2020,2021,8781238
A,LSTY,FOR,M09,NR,EU27_2020,2022,14294658
A,LSTY,FOR,M09,NR,EU27_2020,2023,17418566
A,LSTY,FOR,M09,NR,EU27_2020,2024,19812233
A,LSTY,FOR,M09,NR,EU27_2020,2025,21481436
A,LSTY,FOR,M10,NR,EU27_2020,2018,8164174
A,LSTY,FOR,M10,NR,EU27_2020,2019,9508450
A,LSTY,FOR,M10,NR,EU27_2020,2020,2690961
A,LSTY,FOR,M10,NR,EU27_2020,2021,7114075
A,LSTY,FOR,M10,NR,EU27_2020,2022,10756386
A,LSTY,FOR,M10,NR,EU27_2020,2023,13286684
A,LSTY,FOR,M10,NR,EU27_2020,2024,15185917
A,LSTY,FOR,M10,NR,EU27_2020,2025,16432231
A,LSTY,FOR,M11,NR,EU27_2020,2018,4732416
A,LSTY,FOR,M11,NR,EU27_2020,2019,5461003
A,LSTY,FOR,M11,NR,EU27_2020,2020,1311778
A,LSTY,FOR,M11,NR,EU27_2020,2021,4539215
A,LSTY,FOR,M11,NR,EU27_2020,2022,6418891
A,LSTY,FOR,M11,NR,EU27_2020,2023,7637397
A,LSTY,FOR,M11,NR,EU27_2020,2024,8662742
A,LSTY,FOR,M11,NR,EU27_2020,2025,9402117
A,LSTY,FOR,M12,NR,EU27_2020,2018,5292497
A,LSTY,FOR,M12,NR,EU27_2020,2019,6139875
A,LSTY,FOR,M12,NR,EU27_2020,2020,1221702
A,LSTY,FOR,M12,NR,EU27_2020,2021,4269354
A,LSTY,FOR,M12,NR,EU27_2020,2022,6890800
A,LSTY,FOR,M12,NR,EU27_2020,2023,8442534
A,LSTY,FOR,M12,NR,EU27_2020,2024,9665787
A,LSTY,FOR,M12,NR,EU27_2020,2025,10762290
A,LSTY,FOR,TOTAL,NR,EU27_2020,2018,100147576
A,LSTY,FOR,TOTAL,NR,EU27_2020,2019,114779439
A,LSTY,FOR,TOTAL,NR,EU27_2020,2020,41111720
A,LSTY,FOR,TOTAL,NR,EU27_2020,2021,58929784
A,LSTY,FOR,TOTAL,NR,EU27_2020,2022,125165257
A,LSTY,FOR,TOTAL,NR,EU27_2020,2023,153686615
A,LSTY,FOR,TOTAL,NR,EU27_2020,2024,178829510
A,LSTY,FOR,TOTAL,NR,EU27_2020,2025,195463534
A,LSTY,TOTAL,M01,NR,EU27_2020,2018,5892119
A,LSTY,TOTAL,M01,NR,EU27_2020,2019,7037380
A,LSTY,TOTAL,M01,NR,EU27_2020,2020,8679506
A,LSTY,TOTAL,M01,NR,EU27_2020,2021,3423712
A,LSTY,TOTAL,M01,NR,EU27_2020,2022,7899208
A,LSTY,TOTAL,M01,NR,EU27_2020,2023,11050202
A,LSTY,TOTAL,M01,NR,EU27_2020,2024,12649774
A,LSTY,TOTAL,M01,NR,EU27_2020,2025,14607590
A,LSTY,TOTAL,M01,NR,EU27_2020,2026,15692056
A,LSTY,TOTAL,M02,NR,EU27_2020,2018,6622615
A,LSTY,TOTAL,M02,NR,EU27_2020,2019,7899026
A,LSTY,TOTAL,M02,NR,EU27_2020,2020,10103945
A,LSTY,TOTAL,M02,NR,EU27_2020,2021,4120031
A,LSTY,TOTAL,M02,NR,EU27_2020,2022,9742136
A,LSTY,TOTAL,M02,NR,EU27_2020,2023,12514435
A,LSTY,TOTAL,M02,NR,EU27_2020,2024,14776621
A,LSTY,TOTAL,M02,NR,EU27_2020,2025,16490291
A,LSTY,TOTAL,M02,NR,EU27_2020,2026,17548257
A,LSTY,TOTAL,M03,NR,EU27_2020,2018,8378245
A,LSTY,TOTAL,M03,NR,EU27_2020,2019,9071167
A,LSTY,TOTAL,M03,NR,EU27_2020,2020,5012774
A,LSTY,TOTAL,M03,NR,EU27_2020,2021,4224307
A,LSTY,TOTAL,M03,NR,EU27_2020,2022,10586290
A,LSTY,TOTAL,M03,NR,EU27_2020,2023,13041875
A,LSTY,TOTAL,M03,NR,EU27_2020,2024,17663477
A,LSTY,TOTAL,M03,NR,EU27_2020,2025,17343152
A,LSTY,TOTAL,M03,NR,EU27_2020,2026,18888187
A,LSTY,TOTAL,M04,NR,EU27_2020,2018,9773786
A,LSTY,TOTAL,M04,NR,EU27_2020,2019,12795950
A,LSTY,TOTAL,M04,NR,EU27_2020,2020,1272723
A,LSTY,TOTAL,M04,NR,EU27_2020,2021,4032353
A,LSTY,TOTAL,M04,NR,EU27_2020,2022,14974370
A,LSTY,TOTAL,M04,NR,EU27_2020,2023,18866882
A,LSTY,TOTAL,M04,NR,EU27_2020,2024,19323537
A,LSTY,TOTAL,M04,NR,EU27_2020,2025,24109345
A,LSTY,TOTAL,M05,NR,EU27_2020,2018,12079909
A,LSTY,TOTAL,M05,NR,EU27_2020,2019,13347603
A,LSTY,TOTAL,M05,NR,EU27_2020,2020,2294420
A,LSTY,TOTAL,M05,NR,EU27_2020,2021,7140137
A,LSTY,TOTAL,M05,NR,EU27_2020,2022,15962053
A,LSTY,TOTAL,M05,NR,EU27_2020,2023,20283260
A,LSTY,TOTAL,M05,NR,EU27_2020,2024,25561251
A,LSTY,TOTAL,M05,NR,EU27_2020,2025,27130694
A,LSTY,TOTAL,M06,NR,EU27_2020,2018,14654957
A,LSTY,TOTAL,M06,NR,EU27_2020,2019,18135821
A,LSTY,TOTAL,M06,NR,EU27_2020,2020,5944812
A,LSTY,TOTAL,M06,NR,EU27_2020,2021,10968918
A,LSTY,TOTAL,M06,NR,EU27_2020,2022,21326570
A,LSTY,TOTAL,M06,NR,EU27_2020,2023,24811851
A,LSTY,TOTAL,M06,NR,EU27_2020,2024,28764979
A,LSTY,TOTAL,M06,NR,EU27_2020,2025,33100614
A,LSTY,TOTAL,M07,NR,EU27_2020,2018,22467436
A,LSTY,TOTAL,M07,NR,EU27_2020,2019,25574752
A,LSTY,TOTAL,M07,NR,EU27_2020,2020,16593899
A,LSTY,TOTAL,M07,NR,EU27_2020,2021,23406617
A,LSTY,TOTAL,M07,NR,EU27_2020,2022,32883352
A,LSTY,TOTAL,M07,NR,EU27_2020,2023,36504995
A,LSTY,TOTAL,M07,NR,EU27_2020,2024,41593893
A,LSTY,TOTAL,M07,NR,EU27_2020,2025,45211487
A,LSTY,TOTAL,M08,NR,EU27_2020,2018,24636394
A,LSTY,TOTAL,M08,NR,EU27_2020,2019,28812333
A,LSTY,TOTAL,M08,NR,EU27_2020,2020,22196801
A,LSTY,TOTAL,M08,NR,EU27_2020,2021,27952064
A,LSTY,TOTAL,M08,NR,EU27_2020,2022,35056098
A,LSTY,TOTAL,M08,NR,EU27_2020,2023,39038129
A,LSTY,TOTAL,M08,NR,EU27_2020,2024,46397689
A,LSTY,TOTAL,M08,NR,EU27_2020,2025,49978912
A,LSTY,TOTAL,M09,NR,EU27_2020,2018,15978427
A,LSTY,TOTAL,M09,NR,EU27_2020,2019,18087761
A,LSTY,TOTAL,M09,NR,EU27_2020,2020,10811945
A,LSTY,TOTAL,M09,NR,EU27_2020,2021,15961084
A,LSTY,TOTAL,M09,NR,EU27_2020,2022,21973670
A,LSTY,TOTAL,M09,NR,EU27_2020,2023,26361316
A,LSTY,TOTAL,M09,NR,EU27_2020,2024,29896731
A,LSTY,TOTAL,M09,NR,EU27_2020,2025,32312012
A,LSTY,TOTAL,M10,NR,EU27_2020,2018,11687106
A,LSTY,TOTAL,M10,NR,EU27_2020,2019,13839832
A,LSTY,TOTAL,M10,NR,EU27_2020,2020,7395753
A,LSTY,TOTAL,M10,NR,EU27_2020,2021,12787132
A,LSTY,TOTAL,M10,NR,EU27_2020,2022,17130510
A,LSTY,TOTAL,M10,NR,EU27_2020,2023,20528523
A,LSTY,TOTAL,M10,NR,EU27_2020,2024,23600946
A,LSTY,TOTAL,M10,NR,EU27_2020,2025,25651941
A,LSTY,TOTAL,M11,NR,EU27_2020,2018,7448893
A,LSTY,TOTAL,M11,NR,EU27_2020,2019,8803589
A,LSTY,TOTAL,M11,NR,EU27_2020,2020,3089189
A,LSTY,TOTAL,M11,NR,EU27_2020,2021,8370092
A,LSTY,TOTAL,M11,NR,EU27_2020,2022,10998412
A,LSTY,TOTAL,M11,NR,EU27_2020,2023,12954038
A,LSTY,TOTAL,M11,NR,EU27_2020,2024,15300307
A,LSTY,TOTAL,M11,NR,EU27_2020,2025,16392465
A,LSTY,TOTAL,M12,NR,EU27_2020,2018,8565186
A,LSTY,TOTAL,M12,NR,EU27_2020,2019,10174940
A,LSTY,TOTAL,M12,NR,EU27_2020,2020,3798149
A,LSTY,TOTAL,M12,NR,EU27_2020,2021,8915216
A,LSTY,TOTAL,M12,NR,EU27_2020,2022,12645196
A,LSTY,TOTAL,M12,NR,EU27_2020,2023,15472696
A,LSTY,TOTAL,M12,NR,EU27_2020,2024,17538166
A,LSTY,TOTAL,M12,NR,EU27_2020,2025,19482651
A,LSTY,TOTAL,TOTAL,NR,EU27_2020,2018,148185073
A,LSTY,TOTAL,TOTAL,NR,EU27_2020,2019,173580154
A,LSTY,TOTAL,TOTAL,NR,EU27_2020,2020,97193916
A,LSTY,TOTAL,TOTAL,NR,EU27_2020,2021,131301663
A,LSTY,TOTAL,TOTAL,NR,EU27_2020,2022,211177865
A,LSTY,TOTAL,TOTAL,NR,EU27_2020,2023,251428202
A,LSTY,TOTAL,TOTAL,NR,EU27_2020,2024,293067371
A,LSTY,TOTAL,TOTAL,NR,EU27_2020,2025,321811154
A,NGT_SP,DOM,M01,NR,EU27_2020,2018,5058353
A,NGT_SP,DOM,M01,NR,EU27_2020,2019,6139233
A,NGT_SP,DOM,M01,NR,EU27_2020,2020,8160487
A,NGT_SP,DOM,M01,NR,EU27_2020,2021,5226765
A,NGT_SP,DOM,M01,NR,EU27_2020,2022,9873383
A,NGT_SP,DOM,M01,NR,EU27_2020,2023,11651018
A,NGT_SP,DOM,M01,NR,EU27_2020,2024,13617244
A,NGT_SP,DOM,M01,NR,EU27_2020,2025,16229782
A,NGT_SP,DOM,M01,NR,EU27_2020,2026,17863176
A,NGT_SP,DOM,M02,NR,EU27_2020,2018,6629552
A,NGT_SP,DOM,M02,NR,EU27_2020,2019,8225167
A,NGT_SP,DOM,M02,NR,EU27_2020,2020,11323808
A,NGT_SP,DOM,M02,NR,EU27_2020,2021,8092954
A,NGT_SP,DOM,M02,NR,EU27_2020,2022,13383191
A,NGT_SP,DOM,M02,NR,EU27_2020,2023,15365219
A,NGT_SP,DOM,M02,NR,EU27_2020,2024,17483402
A,NGT_SP,DOM,M02,NR,EU27_2020,2025,20408035
A,NGT_SP,DOM,M02,NR,EU27_2020,2026,21762035
A,NGT_SP,DOM,M03,NR,EU27_2020,2018,8066088
A,NGT_SP,DOM,M03,NR,EU27_2020,2019,8299602
A,NGT_SP,DOM,M03,NR,EU27_2020,2020,4940551
A,NGT_SP,DOM,M03,NR,EU27_2020,2021,7057007
A,NGT_SP,DOM,M03,NR,EU27_2020,2022,10951527
A,NGT_SP,DOM,M03,NR,EU27_2020,2023,12862152
A,NGT_SP,DOM,M03,NR,EU27_2020,2024,20307365
A,NGT_SP,DOM,M03,NR,EU27_2020,2025,17698494
A,NGT_SP,DOM,M03,NR,EU27_2020,2026,19674591
A,NGT_SP,DOM,M04,NR,EU27_2020,2018,8940032
A,NGT_SP,DOM,M04,NR,EU27_2020,2019,13061155
A,NGT_SP,DOM,M04,NR,EU27_2020,2020,1401432
A,NGT_SP,DOM,M04,NR,EU27_2020,2021,6483462
A,NGT_SP,DOM,M04,NR,EU27_2020,2022,17860043
A,NGT_SP,DOM,M04,NR,EU27_2020,2023,22173606
A,NGT_SP,DOM,M04,NR,EU27_2020,2024,19782391
A,NGT_SP,DOM,M04,NR,EU27_2020,2025,27619482
A,NGT_SP,DOM,M05,NR,EU27_2020,2018,9885171
A,NGT_SP,DOM,M05,NR,EU27_2020,2019,11127152
A,NGT_SP,DOM,M05,NR,EU27_2020,2020,4017678
A,NGT_SP,DOM,M05,NR,EU27_2020,2021,12834666
A,NGT_SP,DOM,M05,NR,EU27_2020,2022,16154670
A,NGT_SP,DOM,M05,NR,EU27_2020,2023,20014631
A,NGT_SP,DOM,M05,NR,EU27_2020,2024,26991040
A,NGT_SP,DOM,M05,NR,EU27_2020,2025,29144497
A,NGT_SP,DOM,M06,NR,EU27_2020,2018,11809517
A,NGT_SP,DOM,M06,NR,EU27_2020,2019,15708711
A,NGT_SP,DOM,M06,NR,EU27_2020,2020,11547010
A,NGT_SP,DOM,M06,NR,EU27_2020,2021,18212618
A,NGT_SP,DOM,M06,NR,EU27_2020,2022,21374551
A,NGT_SP,DOM,M06,NR,EU27_2020,2023,23441790
A,NGT_SP,DOM,M06,NR,EU27_2020,2024,27446020
A,NGT_SP,DOM,M06,NR,EU27_2020,2025,32802382
A,NGT_SP,DOM,M07,NR,EU27_2020,2018,21775387
A,NGT_SP,DOM,M07,NR,EU27_2020,2019,25892748
A,NGT_SP,DOM,M07,NR,EU27_2020,2020,31726664
A,NGT_SP,DOM,M07,NR,EU27_2020,2021,40099138
A,NGT_SP,DOM,M07,NR,EU27_2020,2022,38385234
A,NGT_SP,DOM,M07,NR,EU27_2020,2023,40689732
A,NGT_SP,DOM,M07,NR,EU27_2020,2024,46686802
A,NGT_SP,DOM,M07,NR,EU27_2020,2025,51742895
A,NGT_SP,DOM,M08,NR,EU27_2020,2018,29770853
A,NGT_SP,DOM,M08,NR,EU27_2020,2019,36329165
A,NGT_SP,DOM,M08,NR,EU27_2020,2020,46380086
A,NGT_SP,DOM,M08,NR,EU27_2020,2021,49587023
A,NGT_SP,DOM,M08,NR,EU27_2020,2022,47248947
A,NGT_SP,DOM,M08,NR,EU27_2020,2023,51160523
A,NGT_SP,DOM,M08,NR,EU27_2020,2024,62705191
A,NGT_SP,DOM,M08,NR,EU27_2020,2025,68165993
A,NGT_SP,DOM,M09,NR,EU27_2020,2018,11910983
A,NGT_SP,DOM,M09,NR,EU27_2020,2019,13612707
A,NGT_SP,DOM,M09,NR,EU27_2020,2020,16211739
A,NGT_SP,DOM,M09,NR,EU27_2020,2021,18240548
A,NGT_SP,DOM,M09,NR,EU27_2020,2022,19418471
A,NGT_SP,DOM,M09,NR,EU27_2020,2023,22745252
A,NGT_SP,DOM,M09,NR,EU27_2020,2024,25481229
A,NGT_SP,DOM,M09,NR,EU27_2020,2025,27648228
A,NGT_SP,DOM,M10,NR,EU27_2020,2018,9281405
A,NGT_SP,DOM,M10,NR,EU27_2020,2019,11374318
A,NGT_SP,DOM,M10,NR,EU27_2020,2020,12197844
A,NGT_SP,DOM,M10,NR,EU27_2020,2021,15037128
A,NGT_SP,DOM,M10,NR,EU27_2020,2022,16690122
A,NGT_SP,DOM,M10,NR,EU27_2020,2023,18830770
A,NGT_SP,DOM,M10,NR,EU27_2020,2024,22287296
A,NGT_SP,DOM,M10,NR,EU27_2020,2025,24836064
A,NGT_SP,DOM,M11,NR,EU27_2020,2018,6650570
A,NGT_SP,DOM,M11,NR,EU27_2020,2019,8125787
A,NGT_SP,DOM,M11,NR,EU27_2020,2020,3522025
A,NGT_SP,DOM,M11,NR,EU27_2020,2021,9252376
A,NGT_SP,DOM,M11,NR,EU27_2020,2022,11182653
A,NGT_SP,DOM,M11,NR,EU27_2020,2023,12893091
A,NGT_SP,DOM,M11,NR,EU27_2020,2024,16755005
A,NGT_SP,DOM,M11,NR,EU27_2020,2025,17388194
A,NGT_SP,DOM,M12,NR,EU27_2020,2018,9826464
A,NGT_SP,DOM,M12,NR,EU27_2020,2019,11840381
A,NGT_SP,DOM,M12,NR,EU27_2020,2020,6918391
A,NGT_SP,DOM,M12,NR,EU27_2020,2021,13355099
A,NGT_SP,DOM,M12,NR,EU27_2020,2022,16771638
A,NGT_SP,DOM,M12,NR,EU27_2020,2023,20832272
A,NGT_SP,DOM,M12,NR,EU27_2020,2024,23198931
A,NGT_SP,DOM,M12,NR,EU27_2020,2025,26223575
A,NGT_SP,DOM,TOTAL,NR,EU27_2020,2018,139604375
A,NGT_SP,DOM,TOTAL,NR,EU27_2020,2019,169736126
A,NGT_SP,DOM,TOTAL,NR,EU27_2020,2020,158347715
A,NGT_SP,DOM,TOTAL,NR,EU27_2020,2021,203478784
A,NGT_SP,DOM,TOTAL,NR,EU27_2020,2022,239294430
A,NGT_SP,DOM,TOTAL,NR,EU27_2020,2023,272660056
A,NGT_SP,DOM,TOTAL,NR,EU27_2020,2024,322741916
A,NGT_SP,DOM,TOTAL,NR,EU27_2020,2025,359907621
A,NGT_SP,FOR,M01,NR,EU27_2020,2018,10470696
A,NGT_SP,FOR,M01,NR,EU27_2020,2019,12320118
A,NGT_SP,FOR,M01,NR,EU27_2020,2020,14420183
A,NGT_SP,FOR,M01,NR,EU27_2020,2021,2216424
