fy,base,scenario,variant,revenue,adj_ebitda_musd,adj_ebitda_margin_pct,cor,ops,pd,sm,ga,cor_pct_rev,ops_pct_rev,pd_pct_rev,sm_pct_rev,ga_pct_rev,cons_revenue_musd,cons_ebitda_musd,cons_margin_pct,mgmt_fy26_floor_pct,fy25_actual_margin_pct,fy28_basis,withdrawn_growth_model_margin_pct
FY27,M1_b_elastic_rw,bear,flex,14948.333900000001,4845.687272509554,32.416236517900856,2512.669736798685,1325.2244717099097,1708.5967618342086,3594.3749427265248,1062.9549961832802,16.80902870920407,8.865365736243755,11.430014697719646,24.045321483797768,7.110859332512502,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M1_b_elastic_rw,bear,flex_dl,14164.807,5073.443359048782,35.81724310856323,2364.407054242958,1308.4675743657626,1505.6376630418688,2993.8385466707928,1010.3386545073952,16.692123332446094,9.237454307466122,10.629425893638146,21.13575247916045,7.132738585900924,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M1_b_elastic_rw,bear,flex_dl,14948.333900000001,4826.8800963027015,32.290421986778746,2485.9301948926804,1353.6595099210251,1739.620588022401,3513.8909644292626,1129.5268281940898,16.63014896190324,9.05558786000241,11.637555059045082,23.50690711042561,7.556205499223493,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M1_b_elastic_rw,bear,held,14164.807,5058.430668931858,35.711257265502155,2375.3087945644074,1307.0948541745518,1500.749474308675,3015.7938389466385,998.7552209514284,16.76908689659102,9.227763245729728,10.594916501923922,21.29075135966652,7.050962437761619,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M1_b_elastic_rw,bear,held,14948.333900000001,4676.552079963573,31.28477134139727,2590.842433040081,1357.9451371747555,1688.9036353002498,3678.9162988285802,1056.3485974549214,17.331981278797098,9.084257458115486,11.298273416947486,24.61087853294861,7.066664449172635,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M1_b_elastic_rw,bear,hold_disc,14164.807,5071.246988980073,35.801737284384274,2366.5232140781354,1303.064114612609,1500.749474308675,3015.7938389466385,998.7552209514284,16.707062892407468,9.199307231031167,10.594916501923922,21.29075135966652,7.050962437761619,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M1_b_elastic_rw,bear,hold_disc,14948.333900000001,4787.445441669815,32.02661563286203,2512.669736798685,1325.2244717099097,1688.9036353002498,3678.9162988285802,1056.3485974549214,16.80902870920407,8.865365736243755,11.298273416947486,24.61087853294861,7.066664449172635,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M1_b_elastic_rw,bull,cut,14391.9366,5265.952070027259,36.589600248984276,2385.4019867073403,1311.7224720100126,1498.312008381455,3025.582722462803,997.8284655594538,16.574572644430216,9.114287454615472,10.41077410236406,21.022762999545193,6.933246673414707,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M1_b_elastic_rw,bull,cut,16570.7436,6169.211787390322,37.2295410291082,2655.7895534285217,1384.9903259253592,1673.1468132880386,3748.7330457995786,1051.0272543515016,16.026978737565653,8.358045718149661,10.096992951408883,22.622600025019867,6.342668016126335,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M1_b_elastic_rw,bull,flex,14391.9366,5265.952070027259,36.589600248984276,2385.4019867073403,1311.7224720100126,1498.312008381455,3025.582722462803,997.8284655594538,16.574572644430216,9.114287454615472,10.41077410236406,21.022762999545193,6.933246673414707,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M1_b_elastic_rw,bull,flex,16570.7436,6169.211787390322,37.2295410291082,2655.7895534285217,1384.9903259253592,1673.1468132880386,3748.7330457995786,1051.0272543515016,16.026978737565653,8.358045718149661,10.096992951408883,22.622600025019867,6.342668016126335,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M1_b_elastic_rw,bull,flex_dl,14391.9366,5269.245492624514,36.612484053219866,2389.3005729961405,1305.3343773132626,1494.985413314186,3039.8995000245523,986.0343688756686,16.601661328859247,9.069900831228388,10.387659804686646,21.122240769352416,6.851297336007362,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M1_b_elastic_rw,bull,flex_dl,16570.7436,6175.5853064101375,37.268003509571756,2675.7727546706983,1363.2441706606085,1649.4646019607774,3816.686466681641,1002.1454797994579,16.147572005583974,8.226813494722158,9.954077148117705,23.032680722195476,6.047679597187527,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M1_b_elastic_rw,bull,held,14391.9366,5287.097542202622,36.73652607810002,2375.3087945644074,1307.0948541745518,1500.749474308675,3015.7938389466385,998.7552209514284,16.50444176195445,9.082133214612352,10.427710432720186,20.95474655541936,6.939686080547551,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M1_b_elastic_rw,bull,held,16570.7436,6309.942678384733,38.078814268689385,2590.842433040081,1357.9451371747555,1688.9036353002498,3678.9162988285802,1056.3485974549214,15.635040258785251,8.194835246710083,10.192081152593838,22.201274653894107,6.374780896705935,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M1_b_elastic_rw,bull,hold_disc,14391.9366,5272.376732224229,36.634240955621145,2385.4019867073403,1311.7224720100126,1500.749474308675,3015.7938389466385,998.7552209514284,16.574572644430216,9.114287454615472,10.427710432720186,20.95474655541936,6.939686080547551,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M1_b_elastic_rw,bull,hold_disc,16570.7436,6217.95036924569,37.52366531846941,2655.7895534285217,1384.9903259253592,1688.9036353002498,3678.9162988285802,1056.3485974549214,16.026978737565653,8.358045718149661,10.192081152593838,22.201274653894107,6.374780896705935,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M6_l0_rw,base,cut,14268.1433,5132.640876060968,35.9727314769888,2396.9213528566856,1317.4543321431595,1499.193992296539,3015.7938389466385,998.1641670127121,16.799111856808207,9.233537289628703,10.50728157668937,21.1365541790335,6.995753729307668,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,base,cut,15828.606600000001,5540.01231,35.0,2672.954280156683,1387.8229339439977,1680.3569846748262,3600.6583715327424,1053.933920160648,16.886857748784298,8.767814937949103,10.615950141023948,22.74779115132435,6.6584124982969,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY28,M6_l0_rw,base,cut,17137.441,5998.10435,35.0,,,,,,,,,,,17535.09557,6602.71735,37.65429919467499,,35.10334123029164,"FLAT roll-forward of this row's FY27 margin (R15, WS22 discussion). The growth-model value is in withdrawn_growth_model_margin_pct and in M6_cycle_flex_fy28_withdrawn.csv and must NOT be quoted. For a FY28 level use M1's.",31.3256504104659
FY26,M6_l0_rw,base,flex,14268.1433,5132.640876060968,35.9727314769888,2396.9213528566856,1317.4543321431595,1499.193992296539,3015.7938389466385,998.1641670127121,16.799111856808207,9.233537289628703,10.50728157668937,21.1365541790335,6.995753729307668,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,base,flex,15828.606600000001,5438.055180320554,34.35586794052077,2672.954280156683,1387.8229339439977,1698.4213992446969,3678.9162988285802,1059.5687079743861,16.886857748784298,8.767814937949103,10.730075250241526,23.24219934070874,6.6940112591741725,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY28,M6_l0_rw,base,flex,17137.441,5887.716598344661,34.35586794052077,,,,,,,,,,,17535.09557,6602.71735,37.65429919467499,,35.10334123029164,"FLAT roll-forward of this row's FY27 margin (R15, WS22 discussion). The growth-model value is in withdrawn_growth_model_margin_pct and in M6_cycle_flex_fy28_withdrawn.csv and must NOT be quoted. For a FY28 level use M1's.",31.3256504104659
FY26,M6_l0_rw,base,flex_dl,14268.1433,5132.640876060968,35.9727314769888,2396.9213528566856,1317.4543321431595,1499.193992296539,3015.7938389466385,998.1641670127121,16.799111856808207,9.233537289628703,10.50728157668937,21.1365541790335,6.995753729307668,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,base,flex_dl,15828.606600000001,5438.055180320554,34.35586794052077,2672.954280156683,1387.8229339439977,1698.4213992446969,3678.9162988285802,1059.5687079743861,16.886857748784298,8.767814937949103,10.730075250241526,23.24219934070874,6.6940112591741725,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY28,M6_l0_rw,base,flex_dl,17137.441,5887.716598344661,34.35586794052077,,,,,,,,,,,17535.09557,6602.71735,37.65429919467499,,35.10334123029164,"FLAT roll-forward of this row's FY27 margin (R15, WS22 discussion). The growth-model value is in withdrawn_growth_model_margin_pct and in M6_cycle_flex_fy28_withdrawn.csv and must NOT be quoted. For a FY28 level use M1's.",31.3256504104659
FY26,M6_l0_rw,base,held,14268.1433,5132.640876060968,35.9727314769888,2396.9213528566856,1317.4543321431595,1499.193992296539,3015.7938389466385,998.1641670127121,16.799111856808207,9.233537289628703,10.50728157668937,21.1365541790335,6.995753729307668,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,base,held,15828.606600000001,5438.055180320554,34.35586794052077,2672.954280156683,1387.8229339439977,1698.4213992446969,3678.9162988285802,1059.5687079743861,16.886857748784298,8.767814937949103,10.730075250241526,23.24219934070874,6.6940112591741725,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY28,M6_l0_rw,base,held,17137.441,5887.716598344661,34.35586794052077,,,,,,,,,,,17535.09557,6602.71735,37.65429919467499,,35.10334123029164,"FLAT roll-forward of this row's FY27 margin (R15, WS22 discussion). The growth-model value is in withdrawn_growth_model_margin_pct and in M6_cycle_flex_fy28_withdrawn.csv and must NOT be quoted. For a FY28 level use M1's.",31.3256504104659
FY26,M6_l0_rw,base,hold_disc,14268.1433,5132.640876060968,35.9727314769888,2396.9213528566856,1317.4543321431595,1499.193992296539,3015.7938389466385,998.1641670127121,16.799111856808207,9.233537289628703,10.50728157668937,21.1365541790335,6.995753729307668,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,base,hold_disc,15828.606600000001,5438.055180320554,34.35586794052077,2672.954280156683,1387.8229339439977,1698.4213992446969,3678.9162988285802,1059.5687079743861,16.886857748784298,8.767814937949103,10.730075250241526,23.24219934070874,6.6940112591741725,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY28,M6_l0_rw,base,hold_disc,17137.441,5887.716598344661,34.35586794052077,,,,,,,,,,,17535.09557,6602.71735,37.65429919467499,,35.10334123029164,"FLAT roll-forward of this row's FY27 margin (R15, WS22 discussion). The growth-model value is in withdrawn_growth_model_margin_pct and in M6_cycle_flex_fy28_withdrawn.csv and must NOT be quoted. For a FY28 level use M1's.",31.3256504104659
FY26,M6_l0_rw,bear,cut,14164.807,5047.377398653249,35.633223937701715,2387.9804259876787,1313.3617348415864,1501.3726452920575,3007.0486471484733,998.9919999545152,16.85854544991456,9.27200585819197,10.599315933440232,21.229012489534615,7.052634038391876,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,bear,cut,14948.333900000001,5231.916865000001,35.00000000000001,2592.085321974422,1354.3225633153636,1628.3067802963565,3204.732899943856,1038.1437512321618,17.340295843769063,9.060023494092299,10.892898106165239,21.438729703140066,6.944879330211922,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M6_l0_rw,bear,flex,14164.807,5047.377398653249,35.633223937701715,2387.9804259876787,1313.3617348415864,1501.3726452920575,3007.0486471484733,998.9919999545152,16.85854544991456,9.27200585819197,10.599315933440232,21.229012489534615,7.052634038391876,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,bear,flex,14948.333900000001,4724.277758556789,31.604042230798637,2592.085321974422,1354.3225633153636,1718.248536203962,3594.3749427265243,1066.1990589850993,17.340295843769063,9.060023494092299,11.494582257116706,24.045321483797764,7.13256116780412,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M6_l0_rw,bear,flex_dl,14164.807,5043.791081678093,35.607905435478884,2385.838396830633,1318.8484487468363,1504.0771158070797,2993.8385466707928,1009.7392621441234,16.84342325900122,9.310740688149412,10.618408819880706,21.13575247916045,7.128507025504289,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,bear,flex_dl,14948.333900000001,4705.353456597393,31.47744416250558,2564.3446503654422,1383.4363278474138,1749.4858235626334,3513.8909644292626,1132.996958960015,17.154718830340297,9.254786099254938,11.703550611500813,23.50690711042561,7.579419663351344,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M6_l0_rw,bear,held,14164.807,5028.605168621825,35.50069668172553,2396.9213528566856,1317.4543321431595,1499.193992296539,3015.7938389466385,998.1641670127121,16.921666160765096,9.300898573084401,10.583935187373458,21.29075135966652,7.046789744559965,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,bear,held,14948.333900000001,4551.824561613817,30.450380571267658,2672.954280156683,1387.8229339439977,1698.4213992446969,3678.9162988285802,1059.5687079743861,17.88128562044418,9.284131216416016,11.36194448563058,24.61087853294861,7.088206050671547,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M6_l0_rw,bear,hold_disc,14164.807,5041.638692792405,35.59271010746849,2387.9804259876787,1313.3617348415864,1499.193992296539,3015.7938389466385,998.1641670127121,16.85854544991456,9.27200585819197,10.583935187373458,21.29075135966652,7.046789744559965,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,bear,hold_disc,14948.333900000001,4666.193890424712,31.21547807026649,2592.085321974422,1354.3225633153636,1698.4213992446969,3678.9162988285802,1059.5687079743861,17.340295843769063,9.060023494092299,11.36194448563058,24.61087853294861,7.088206050671547,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M6_l0_rw,bull,cut,14391.9366,5235.862873629789,36.38053042583434,2407.202053834518,1322.1521596046578,1496.7615118738677,3025.582722462803,997.2384037426881,16.726046818706234,9.186756420290635,10.40000073286779,21.022762999545193,6.92914672610973,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,bull,cut,16570.7436,6041.746113211627,36.46031982060012,2740.1268400539834,1415.5074608186712,1682.5573365409439,3748.7330457995786,1054.2279837585177,16.535931676922353,8.542208454777317,10.153782939112906,22.622600025019867,6.361983560946038,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M6_l0_rw,bull,flex,14391.9366,5235.862873629789,36.38053042583434,2407.202053834518,1322.1521596046578,1496.7615118738677,3025.582722462803,997.2384037426881,16.726046818706234,9.186756420290635,10.40000073286779,21.022762999545193,6.92914672610973,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,bull,flex,16570.7436,6041.746113211627,36.46031982060012,2740.1268400539834,1415.5074608186712,1682.5573365409439,3748.7330457995786,1054.2279837585177,16.535931676922353,8.542208454777317,10.153782939112906,22.622600025019867,6.361983560946038,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M6_l0_rw,bull,flex_dl,14391.9366,5239.188623272001,36.403638849215056,2411.150083556249,1315.6665087882775,1493.4382732457066,3039.8995000245523,985.4567362615376,16.753479052681826,9.141691944281337,10.376909756854449,21.122240769352416,6.847283750968841,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,bull,flex_dl,16570.7436,6048.248131876321,36.499557762008465,2760.8416752185276,1393.239067611425,1658.7124947640427,3816.686466681641,1005.1709440313648,16.66094015973144,8.407824665221572,10.009885704610399,23.032680722195476,6.065937463611257,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M6_l0_rw,bull,held,14391.9366,5257.272041892589,36.5292885037625,2396.9213528566856,1317.4543321431595,1499.193992296539,3015.7938389466385,998.1641670127121,16.654613061988375,9.154114340269949,10.416902422267054,20.95474655541936,6.935579239646679,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,bull,held,16570.7436,6185.215160034977,37.326117097333984,2672.954280156683,1387.8229339439977,1698.4213992446969,3678.9162988285802,1059.5687079743861,16.130563266676113,8.37513974897299,10.249518309152384,22.201274653894107,6.394213401349027,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
FY26,M6_l0_rw,bull,hold_disc,14391.9366,5242.293513453258,36.42521266702396,2407.202053834518,1322.1521596046578,1499.193992296539,3015.7938389466385,998.1641670127121,16.726046818706234,9.186756420290635,10.416902422267054,20.95474655541936,6.935579239646679,14189.55705,5053.72214,35.61578506074649,35.5,35.10334123029164,,
FY27,M6_l0_rw,bull,hold_disc,16570.7436,6090.358073263003,36.75367998128341,2740.1268400539834,1415.5074608186712,1698.4213992446969,3678.9162988285802,1059.5687079743861,16.535931676922353,8.542208454777317,10.249518309152384,22.201274653894107,6.394213401349027,15819.33924,5766.09917,36.449684038762676,,35.10334123029164,,
