base,scenario,variant,quarter,horizon_q,revenue,revenue_base,cor,ops,pd,sm,ga,other_net,adj_ebitda_musd,adj_ebitda_margin_pct,total_cash_costs_musd,cons_revenue_musd,cons_ebitda_musd,cons_margin_pct,m1_base_margin_pct,mgmt_3q26_ceiling_margin_pct
M6_l0_rw,base,hold_disc,2027Q3,4,5280.7325,5280.7325,699.2516144151004,388.109175197029,423.5285747080856,886.6546449203443,288.1343970025208,35.74139575953723,2630.795489516457,49.818760740417304,2649.937010483543,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,base,hold_disc,2027Q4,5,3465.7641,3465.7641,608.8609125763494,337.9125526412039,429.05290063511524,946.2095223182937,291.43795288199766,23.457209072282367,875.7474680193224,25.268524999128545,2590.0166319806776,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,base,hold_disc,2028Q1,6,3309.9486,3309.9486,722.5824610790509,334.31119813210205,481.2288463843391,1036.3237607668468,254.5668658297381,22.402608512422507,503.3380763203455,15.206824550699835,2806.6105236796548,,,,,
M6_l0_rw,base,hold_disc,2028Q2,7,4361.7464,4361.7464,777.5249050378503,355.28193322406975,482.18934892391724,1191.9914534055854,256.31813359481947,29.52145451130819,1327.962080325066,30.44565085959757,3033.784319674934,,,,,
M6_l0_rw,base,hold_disc,2028Q3,8,5717.0633,5717.0633,768.2736923318105,404.292338272256,482.47052406960876,1069.9758863861634,306.69900475621165,38.69459814289512,2724.0464523268447,47.64765246392924,2993.016847673155,,,,,
M6_l0_rw,base,hold_disc,2028Q4,9,3748.6827,3748.6827,668.6154701793465,351.86091650277814,488.858291865186,1141.4050117686181,310.2468387629871,25.37207706651124,813.0682479875953,21.689439012472178,2935.6144520124044,,,,,
M6_l0_rw,base,cut,2026Q3,0,4804.0355,4804.0355,631.0145606050568,370.0976793505755,372.98104056209314,730.077912111324,271.1479695162945,32.51498424666773,2461.2313221013237,51.23257981963963,2342.8041778986762,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,base,cut,2026Q4,1,3178.1078,3178.1078,551.9067922516289,323.356652792584,377.2129517344457,781.7159268353145,274.01619749641765,21.510275070034734,891.4095539596445,28.048436681714964,2286.6982460403556,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,base,cut,2027Q1,2,3053.1293,3053.1293,657.1576067116113,320.7359467112609,418.0666080637071,840.0169413773758,237.9220560961982,20.66438749100411,599.894528530851,19.648513691537758,2453.234771469149,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,base,cut,2027Q2,3,4028.9807,4028.9807,707.6841464536221,341.065259394504,418.77696013248556,966.7659593403413,239.52168071592894,27.269208146073925,1382.435902109192,34.31229894224095,2646.544797890808,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,base,cut,2027Q3,4,5280.7325,5280.7325,699.2516144151004,388.109175197029,419.02392364851016,867.7937225447015,286.60209789182665,35.74139575953723,2655.6933620623695,50.29024594717437,2625.0391379376306,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,base,cut,2027Q4,5,3465.7641,3465.7641,608.8609125763494,337.9125526412039,424.48949283012354,926.0817482703242,289.88808545669434,23.457209072282367,901.988517297587,26.025675472187707,2563.775582702413,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,base,cut,2028Q1,6,3309.9486,3309.9486,722.5824610790509,334.31119813210205,481.2288463843391,1036.3237607668468,254.5668658297381,22.402608512422507,503.3380763203455,15.206824550699835,2806.6105236796548,,,,,
M6_l0_rw,base,cut,2028Q2,7,4361.7464,4361.7464,777.5249050378503,355.28193322406975,482.18934892391724,1191.9914534055854,256.31813359481947,29.52145451130819,1327.962080325066,30.44565085959757,3033.784319674934,,,,,
M6_l0_rw,base,cut,2028Q3,8,5717.0633,5717.0633,768.2736923318105,404.292338272256,482.47052406960876,1069.9758863861634,306.69900475621165,38.69459814289512,2724.0464523268447,47.64765246392924,2993.016847673155,,,,,
M6_l0_rw,base,cut,2028Q4,9,3748.6827,3748.6827,668.6154701793465,351.86091650277814,488.858291865186,1141.4050117686181,310.2468387629871,25.37207706651124,813.0682479875953,21.689439012472178,2935.6144520124044,,,,,
M6_l0_rw,bull,held,2026Q3,0,4878.0,4804.0355,631.0145606050568,370.0976793505755,372.98104056209314,730.077912111324,271.1479695162945,33.01559556652843,2535.696433421185,51.982296708101366,2342.303566578815,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,bull,held,2026Q4,1,3227.9366,3178.1078,551.9067922516289,323.356652792584,377.2129517344457,781.7159268353145,274.01619749641765,21.847529581794767,941.5756084714044,29.16958184591991,2286.3609915285956,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,bull,held,2027Q1,2,3119.9376,3053.1293,657.1576067116113,320.7359467112609,422.5609676520322,858.2741537931149,239.19409059159233,21.116563754490645,643.1313982948798,20.613598114746903,2476.8062017051207,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,bull,held,2027Q2,3,4189.9054,4028.9807,707.6841464536221,341.065259394504,423.2789562494638,987.7779777968274,240.80226749827523,28.358389124316012,1517.655181731623,36.22170519008909,2672.2502182683766,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,bull,held,2027Q3,4,5559.9477,5280.7325,699.2516144151004,388.109175197029,423.5285747080856,886.6546449203443,288.1343970025208,37.63119816200285,2911.9004919189224,52.37280364919481,2648.0472080810773,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,bull,held,2027Q4,5,3700.9529,3465.7641,608.8609125763494,337.9125526412039,429.05290063511524,946.2095223182937,291.43795288199766,25.049029142511387,1112.5280880895518,30.06058488584256,2588.4248119104486,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,bull,flex,2026Q3,0,4878.0,4804.0355,636.4522892178329,372.58374417126606,371.78261200719686,734.7609546017486,270.69169413842013,33.01559556652843,2524.744301430064,51.75777575707388,2353.255698569936,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,bull,flex,2026Q4,1,3227.9366,3178.1078,556.7497646166853,325.5684154333917,375.97889986667093,786.8217678610544,273.54670960426796,21.847529581794767,931.1185721997244,28.845627643359677,2296.8180278002756,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,bull,flex,2027Q1,2,3119.9376,3053.1293,665.1948432647193,323.79249760876826,420.63873905120084,866.0840548652516,238.62405749997922,21.116563754490645,626.7199714645719,20.087580324188917,2493.217628535428,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,bull,flex,2027Q2,3,4189.9054,4028.9807,723.4217279385282,346.9687778442381,419.80150729887436,1004.1007168779702,239.76495415517522,28.358389124316012,1484.20610500953,35.42337984550988,2705.6992949904698,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,bull,flex,2027Q3,4,5559.9477,5280.7325,719.7801938561122,396.97094626884325,418.95700081591383,905.9800307587276,286.50261457074345,37.63119816200285,2869.3881118916624,51.60818530526218,2690.5595881083373,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,bull,flex,2027Q4,5,3700.9529,3465.7641,631.730074994624,347.7752390968214,423.1600893749549,972.5682432976291,289.3363575326198,25.049029142511387,1061.4319248458626,28.679963066967495,2639.520975154138,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,bull,flex_dl,2026Q3,0,4878.0,4804.0355,635.316836864075,369.60909796883806,370.7965103944667,742.9405556957294,264.9559526058826,33.01559556652843,2527.3966420375373,51.81214928326234,2350.6033579624627,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,bull,flex_dl,2026Q4,1,3227.9366,3178.1078,561.8332466921739,322.05741081943944,373.6417628512398,792.9589443288228,267.500783655655,21.847529581794767,931.791981234464,28.866489547361738,2296.144618765536,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,bull,flex_dl,2027Q1,2,3119.9376,3053.1293,666.4324131164935,322.1405619424472,417.7902663980468,872.4436350734451,234.01659295559674,21.116563754490645,628.2306942684615,20.136001895309107,2491.7069057315384,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,bull,flex_dl,2027Q2,3,4189.9054,4028.9807,726.347169652753,341.7309892900262,415.1105891057898,1022.8766567766462,229.4296162364891,28.358389124316012,1482.7687680626113,35.3890750865786,2707.1366319373883,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,bull,flex_dl,2027Q3,4,5559.9477,5280.7325,728.776104379816,388.6460962010785,411.8085113375785,925.7177514512102,270.50212623592563,37.63119816200285,2872.128308556394,51.65746988153134,2687.8193914436056,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,bull,flex_dl,2027Q4,5,3700.9529,3465.7641,639.2859880694648,340.72142017787326,414.0031279226276,995.6484233803393,271.22260860335336,25.049029142511387,1065.1203609888532,28.779624863338658,2635.8325390111468,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,bull,hold_disc,2026Q3,0,4878.0,4804.0355,636.4522892178329,372.58374417126606,372.98104056209314,730.077912111324,271.1479695162945,33.01559556652843,2527.7726399877183,51.81985731832141,2350.2273600122817,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,bull,hold_disc,2026Q4,1,3227.9366,3178.1078,556.7497646166853,325.5684154333917,377.2129517344457,781.7159268353145,274.01619749641765,21.847529581794767,934.5208734655403,28.95102938098413,2293.4157265344597,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,bull,hold_disc,2027Q1,2,3119.9376,3053.1293,665.1948432647193,323.79249760876826,422.5609676520322,858.2741537931149,239.19409059159233,21.116563754490645,632.037610844264,20.2580208926058,2487.899989155736,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,bull,hold_disc,2027Q2,3,4189.9054,4028.9807,723.4217279385282,346.9687778442381,423.2789562494638,987.7779777968274,240.80226749827523,28.358389124316012,1496.0140817969827,35.70519949679491,2693.891318203017,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,bull,hold_disc,2027Q3,4,5559.9477,5280.7325,719.7801938561122,396.97094626884325,423.5285747080856,886.6546449203443,288.1343970025208,37.63119816200285,2882.5101414060964,51.84419525036353,2677.4375585939033,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
