ORACLE_NOT_A_FORECAST,method,object,window,n_params,n_train,knowable_from,notes,spec_id,target,horizon_q,prior_basis,quarter,vintage_date,point,actual,target_print_date,q05,q10,q25,q50,q75,q90,q95,sd,sigma_n,sigma_kind
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,pd_cash_musd,1,PIT,2023Q2,2023-02-14,238.49801025817018,260.0,2023-08-03,214.75097056353755,219.99602600920693,228.76028368537177,238.49801025817018,248.2357368309686,256.9999945071334,262.2450499528028,14.437175020031875,3.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,sm_cash_musd,1,PIT,2023Q2,2023-02-14,406.6495999447384,450.0,2023-08-03,309.2306835043694,330.7477915210902,366.7019355826401,406.6495999447384,446.5972643068367,482.5514083683866,504.06851638510744,59.22649580736412,3.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,ga_cash_ex_reserves_musd,1,PIT,2023Q2,2023-02-14,224.19447189601402,219.0,2023-08-03,209.78955803313403,212.9711997397411,218.2875835299183,224.19447189601402,230.10136026210975,235.41774405228696,238.59938575889404,8.757565796038453,3.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_margin_pct,1,PIT,2023Q2,2023-02-14,36.206878472052736,32.971014492753625,2023-08-03,34.19044934472237,34.63582201900568,35.38002023002067,36.206878472052736,37.0337367140848,37.77793492509979,38.223307599383105,1.225901864026384,3.0,additive
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_musd,1,PIT,2023Q2,2023-02-14,899.37886124579,819.0,2023-08-03,871.6237195429392,877.7540523762466,887.9975697514769,899.37886124579,910.7601527401031,921.0036701153332,927.1340029486407,16.87392801892743,3.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,total_cash_costs_musd,1,PIT,2023Q2,2023-02-14,1584.62113875421,1665.0,2023-08-03,1476.2338069388643,1500.173530470305,1540.1757588354842,1584.62113875421,1629.0665186729361,1669.0687470381151,1693.0084705695558,65.89481886982736,3.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,cor_cash_musd,2,PIT,2023Q3,2023-02-14,470.9661992167238,459.0,2023-11-01,393.499153121406,410.6094522242455,439.2000118106752,470.9661992167238,502.73238662277237,531.3229462092021,548.4332453120415,47.096619921672385,2.0,relative_fallback
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,ops_cash_musd,2,PIT,2023Q3,2023-02-14,315.1892178024125,299.0,2023-11-01,263.3452049945829,274.7960942506665,293.9300281244077,315.1892178024125,336.44840748041725,355.5823413541585,367.0332306102421,31.51892178024125,2.0,relative_fallback
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,pd_cash_musd,2,PIT,2023Q3,2023-02-14,238.5283559523474,244.0,2023-11-01,199.29393281044835,207.95971715259634,222.43986283024933,238.5283559523474,254.61684907444547,269.09699475209845,277.76277909424647,23.85283559523474,2.0,relative_fallback
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,sm_cash_musd,2,PIT,2023Q3,2023-02-14,413.83217904981126,370.0,2023-11-01,345.7628429838799,360.79745135640934,385.91962274277057,413.83217904981126,441.74473535685195,466.8669067432132,481.9015151157426,41.38321790498113,2.0,relative_fallback
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,ga_cash_ex_reserves_musd,2,PIT,2023Q3,2023-02-14,218.89118602447465,202.0,2023-11-01,182.886789900468,190.83915181111666,204.12719988629746,218.89118602447465,233.65517216265184,246.94322023783263,254.8955821484813,21.889118602447468,2.0,relative_fallback
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_margin_pct,2,PIT,2023Q3,2023-02-14,52.18042075752229,53.98881365911098,2023-11-01,47.24585987666788,48.33576606088849,50.15695150693405,52.18042075752229,54.203890008110534,56.025075454156095,57.114981638376705,3.0,2.0,additive_fallback
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_musd,2,PIT,2023Q3,2023-02-14,1772.5688931330321,1834.0,2023-11-01,1481.0072558439097,1545.4050491300025,1653.0109381395678,1772.5688931330321,1892.1268481264965,1999.7327371360618,2064.1305304221546,177.25688931330322,2.0,relative_fallback
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,4.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,total_cash_costs_musd,2,PIT,2023Q3,2023-02-14,1624.4311068669679,1563.0,2023-11-01,1357.2359670806752,1416.2518840544967,1514.8648937188234,1624.4311068669679,1733.9973200151123,1832.610329679439,1891.6262466532605,162.4431106866968,2.0,relative_fallback
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,cor_cash_musd,0,full_sample,2023Q1,2023-02-14,423.0777921098168,428.0,2023-05-09,395.06581257229624,401.2528736841897,411.59118152564145,423.0777921098168,434.5644026939922,444.90271053544393,451.0897716473374,17.030074335208315,42.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,ops_cash_musd,0,full_sample,2023Q1,2023-02-14,241.60554251376544,267.0,2023-05-09,216.75413182482362,222.24311186792607,231.4149568513373,241.60554251376544,251.79612817619358,260.9679731596048,266.45695320270727,15.108584910987348,42.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,pd_cash_musd,0,full_sample,2023Q1,2023-02-14,272.93665518254966,271.0,2023-05-09,251.92111490442835,256.56285869215435,264.31900904056624,272.93665518254966,281.554301324533,289.3104516729449,293.9521954606709,12.776541288400802,42.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,sm_cash_musd,0,full_sample,2023Q1,2023-02-14,408.13839643789447,422.0,2023-05-09,351.9816338935645,364.3850886812732,385.11071779238097,408.13839643789447,431.166075083408,451.89170419451574,464.29515898222445,34.14088744687233,42.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,ga_cash_ex_reserves_musd,0,full_sample,2023Q1,2023-02-14,176.15960955261656,191.0,2023-05-09,152.65724824308145,157.84826109174944,166.52221595786474,176.15960955261656,185.79700314736834,194.47095801348368,199.66197086215163,14.288421124190691,42.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_margin_pct,0,full_sample,2023Q1,2023-02-14,16.96296532244775,14.411441144114413,2023-05-09,13.153420522738688,13.994842188520117,15.400820899251391,16.96296532244775,18.52510974564411,19.931088456375385,20.772510122156813,2.3160387874570767,42.0,additive
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_musd,0,full_sample,2023Q1,2023-02-14,308.38670956210007,262.0,2023-05-09,258.36127566437114,269.41049181347125,287.8732475371139,308.38670956210007,328.9001715870862,347.3629273107289,358.412143459829,30.41330430747492,42.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,total_cash_costs_musd,0,full_sample,2023Q1,2023-02-14,1509.6132904378999,1556.0,2023-05-09,1425.6603473948464,1444.203199335565,1475.1874919026934,1509.6132904378999,1544.0390889731063,1575.023381540235,1593.5662334809533,51.03976528212403,42.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,cor_cash_musd,1,full_sample,2023Q2,2023-02-14,449.9712245143404,432.0,2023-08-03,419.2409780823615,426.0284281589807,437.3699596359665,449.9712245143404,462.57248939271426,473.9140208697001,480.70147094631926,18.682663264653833,39.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,ops_cash_musd,1,full_sample,2023Q2,2023-02-14,261.2656304010025,298.0,2023-08-03,234.8081697110281,240.6518811822267,250.41646682851038,261.2656304010025,272.1147939734946,281.87937961977826,287.72309109097694,16.084993981507015,39.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,pd_cash_musd,1,full_sample,2023Q2,2023-02-14,257.40547069584295,260.0,2023-08-03,237.71191328639392,242.06166811323996,249.32991771050527,257.40547069584295,265.48102368118066,272.7492732784459,277.099028105292,11.972832771721183,39.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,sm_cash_musd,1,full_sample,2023Q2,2023-02-14,437.802269335458,450.0,2023-08-03,377.5285908920493,390.8413570058644,413.0864054734311,437.802269335458,462.5181331974849,484.76318166505166,498.0759477788667,36.64379459412342,39.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,ga_cash_ex_reserves_musd,1,full_sample,2023Q2,2023-02-14,195.93047818463802,219.0,2023-08-03,170.05988151752712,175.77397117570948,185.32196445581246,195.93047818463802,206.53899191346355,216.0869851935666,221.80107485174892,15.728205989403914,39.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_margin_pct,1,full_sample,2023Q2,2023-02-14,36.16897329173924,32.971014492753625,2023-08-03,32.486823079504425,33.300106851747415,34.65906837610386,36.16897329173924,37.67887820737462,39.03783973173107,39.85112350397406,2.2385883776535263,39.0,additive
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_musd,1,full_sample,2023Q2,2023-02-14,898.4372965668027,819.0,2023-08-03,768.8358242536333,797.4611567946237,845.2928323705772,898.4372965668027,951.5817607630281,999.4134363389818,1028.0387688799724,78.79210051861537,39.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,total_cash_costs_musd,1,full_sample,2023Q2,2023-02-14,1585.5627034331974,1665.0,2023-08-03,1498.2574700426285,1517.5407489573531,1549.7622625334475,1585.5627034331974,1621.3631443329473,1653.5846579090417,1672.8679368237665,53.077813101447866,39.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,cor_cash_musd,2,full_sample,2023Q3,2023-02-14,462.08272286799786,459.0,2023-11-01,430.42605646271306,437.418126744143,449.1015696116351,462.08272286799786,475.0638761243606,486.7473189918527,493.73938927328265,19.245886616644665,36.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,ops_cash_musd,2,full_sample,2023Q3,2023-02-14,293.084698477916,299.0,2023-11-01,263.6667116922069,270.1643203952356,281.021539645273,293.084698477916,305.147857310559,316.00507656059636,322.50268526362504,17.884866047461973,36.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,pd_cash_musd,2,full_sample,2023Q3,2023-02-14,257.7139355963123,244.0,2023-11-01,237.99288050378433,242.34870879807016,249.6271068931314,257.7139355963123,265.8007642994932,273.07916239455443,277.4349906888403,11.989550176010768,36.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,sm_cash_musd,2,full_sample,2023Q3,2023-02-14,445.70172921819625,370.0,2023-11-01,384.9884210214974,398.39828902511533,420.80559049303463,445.70172921819625,470.59786794335787,493.0051694112772,506.4150374148951,36.91107050614785,36.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,ga_cash_ex_reserves_musd,2,full_sample,2023Q3,2023-02-14,191.2715687308627,202.0,2023-11-01,165.62733434019356,171.29142691638117,180.755877264632,191.2715687308627,201.7872601970934,211.25171054534422,216.9158031215318,15.590587496954038,36.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_margin_pct,2,full_sample,2023Q3,2023-02-14,52.10883545908938,53.98881365911098,2023-11-01,48.40557315095547,49.22351999341643,50.59027330365116,52.10883545908938,53.627397614527595,54.99415092476232,55.812097767223285,2.251423620591355,36.0,additive
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_musd,2,full_sample,2023Q3,2023-02-14,1770.1371405452662,1834.0,2023-11-01,1510.1178081190656,1567.5487903829141,1663.5134436395754,1770.1371405452662,1876.760837450957,1972.725490707618,2030.1564729714669,158.08052957764622,36.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,18.0,2023-02-14,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,total_cash_costs_musd,2,full_sample,2023Q3,2023-02-14,1626.8628594547338,1563.0,2023-11-01,1536.6552487243302,1556.5795814406001,1589.872267811572,1626.8628594547338,1663.8534510978955,1697.1461374688674,1717.0704701851375,54.84233323398624,36.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,5.0,2023-05-09,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,cor_cash_musd,0,PIT,2023Q2,2023-05-09,457.15762617558676,432.0,2023-08-03,420.2712638551254,428.41842737730536,442.03198040412616,457.15762617558676,472.28327194704735,485.89682497386815,494.04398849604803,22.425315977097316,6.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,5.0,2023-05-09,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,ops_cash_musd,0,PIT,2023Q2,2023-05-09,285.40775394350914,298.0,2023-08-03,257.31301376150816,263.51835438000967,273.8872064755242,285.40775394350914,296.9283014114941,307.29715350700866,313.50249412551005,17.080389234433582,6.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,5.0,2023-05-09,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,pd_cash_musd,0,PIT,2023Q2,2023-05-09,245.96718549557474,260.0,2023-08-03,228.12942310441952,232.06928482913932,238.65262102483456,245.96718549557474,253.28174996631492,259.86508616201013,263.80494788672996,10.844589511721635,6.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,5.0,2023-05-09,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,sm_cash_musd,0,PIT,2023Q2,2023-05-09,428.9431177301055,450.0,2023-08-03,340.78886122755847,360.259665549839,392.7945258597612,428.9431177301055,465.09170960044975,497.626569910372,517.0973742326524,53.59398250282595,6.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,5.0,2023-05-09,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,ga_cash_ex_reserves_musd,0,PIT,2023Q2,2023-05-09,218.20395185452062,219.0,2023-08-03,171.23499583774347,181.60912169516072,198.9438311412619,218.20395185452062,237.46407256777934,254.79878201388053,265.1729078712978,28.555097698163067,6.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,5.0,2023-05-09,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_margin_pct,0,PIT,2023Q2,2023-05-09,34.77697898812591,32.971014492753625,2023-08-03,29.543224199431236,30.69921393157228,32.63082208870816,34.77697898812591,36.923135887543665,38.85474404467954,40.01073377682059,3.181896980337866,6.0,additive
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,5.0,2023-05-09,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,adj_ebitda_musd,0,PIT,2023Q2,2023-05-09,863.8601580650477,819.0,2023-08-03,551.7443231839674,620.6819625897191,735.8737354121388,863.8601580650477,991.8465807179566,1107.0383535403764,1175.975992946128,189.7529541637984,6.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_margin,W1,12.0,5.0,2023-05-09,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,total_cash_costs_musd,0,PIT,2023Q2,2023-05-09,1620.1398419349523,1665.0,2023-08-03,1494.0016463200081,1521.862038113037,1568.4155312385706,1620.1398419349523,1671.864152631334,1718.4176457568676,1746.2780375498965,76.68657778912838,6.0,relative
actual revenue path fed in; diagnostic for the cost-vs-revenue error split only; NOT point-in-time; must never enter a scoreboard or a survivor table,cycle-flex,flex_lines,W1,12.0,5.0,2023-05-09,rev_leg=actual_oracle;scenario=backtest;,revknown_rw,cor_cash_musd,1,PIT,2023Q3,2023-05-09,469.52806149919695,459.0,2023-11-01,434.8649373371629,442.5210498668894,455.3140782158346,469.52806149919695,483.7420447825593,496.5350731315045,504.19118566123103,21.073683149714515,4.0,relative
