date,series,measure,value,yoy_pct,bea_line,bea_label
2022-08-01,accommodations,nominal_saar_musd,178243.000,25.741,249,Accommodations (104)
2022-09-01,accommodations,nominal_saar_musd,180364.000,25.198,249,Accommodations (104)
2022-10-01,accommodations,nominal_saar_musd,182268.000,27.117,249,Accommodations (104)
2022-11-01,accommodations,nominal_saar_musd,183739.000,20.621,249,Accommodations (104)
2022-12-01,accommodations,nominal_saar_musd,186326.000,16.032,249,Accommodations (104)
2023-01-01,accommodations,nominal_saar_musd,184981.000,29.472,249,Accommodations (104)
2023-02-01,accommodations,nominal_saar_musd,190245.000,20.540,249,Accommodations (104)
2023-03-01,accommodations,nominal_saar_musd,193149.000,15.053,249,Accommodations (104)
2023-04-01,accommodations,nominal_saar_musd,189795.000,10.225,249,Accommodations (104)
2023-05-01,accommodations,nominal_saar_musd,191701.000,10.295,249,Accommodations (104)
2023-06-01,accommodations,nominal_saar_musd,190480.000,8.007,249,Accommodations (104)
2023-07-01,accommodations,nominal_saar_musd,192230.000,9.260,249,Accommodations (104)
2023-08-01,accommodations,nominal_saar_musd,193222.000,8.404,249,Accommodations (104)
2023-09-01,accommodations,nominal_saar_musd,197411.000,9.451,249,Accommodations (104)
2023-10-01,accommodations,nominal_saar_musd,196442.000,7.776,249,Accommodations (104)
2023-11-01,accommodations,nominal_saar_musd,197787.000,7.646,249,Accommodations (104)
2023-12-01,accommodations,nominal_saar_musd,196764.000,5.602,249,Accommodations (104)
2024-01-01,accommodations,nominal_saar_musd,199942.000,8.088,249,Accommodations (104)
2024-02-01,accommodations,nominal_saar_musd,200690.000,5.490,249,Accommodations (104)
2024-03-01,accommodations,nominal_saar_musd,201039.000,4.085,249,Accommodations (104)
2024-04-01,accommodations,nominal_saar_musd,198378.000,4.522,249,Accommodations (104)
2024-05-01,accommodations,nominal_saar_musd,197280.000,2.910,249,Accommodations (104)
2024-06-01,accommodations,nominal_saar_musd,197536.000,3.704,249,Accommodations (104)
2024-07-01,accommodations,nominal_saar_musd,196420.000,2.180,249,Accommodations (104)
2024-08-01,accommodations,nominal_saar_musd,198380.000,2.669,249,Accommodations (104)
2024-09-01,accommodations,nominal_saar_musd,194697.000,-1.375,249,Accommodations (104)
2024-10-01,accommodations,nominal_saar_musd,194869.000,-0.801,249,Accommodations (104)
2024-11-01,accommodations,nominal_saar_musd,199984.000,1.111,249,Accommodations (104)
2024-12-01,accommodations,nominal_saar_musd,199088.000,1.181,249,Accommodations (104)
2025-01-01,accommodations,nominal_saar_musd,199316.000,-0.313,249,Accommodations (104)
2025-02-01,accommodations,nominal_saar_musd,199140.000,-0.772,249,Accommodations (104)
2025-03-01,accommodations,nominal_saar_musd,191243.000,-4.873,249,Accommodations (104)
2025-04-01,accommodations,nominal_saar_musd,196445.000,-0.974,249,Accommodations (104)
2025-05-01,accommodations,nominal_saar_musd,199817.000,1.286,249,Accommodations (104)
2025-06-01,accommodations,nominal_saar_musd,196531.000,-0.509,249,Accommodations (104)
2025-07-01,accommodations,nominal_saar_musd,197267.000,0.431,249,Accommodations (104)
2025-08-01,accommodations,nominal_saar_musd,197697.000,-0.344,249,Accommodations (104)
2025-09-01,accommodations,nominal_saar_musd,196874.000,1.118,249,Accommodations (104)
2025-10-01,accommodations,nominal_saar_musd,198683.000,1.957,249,Accommodations (104)
2025-11-01,accommodations,nominal_saar_musd,199129.000,-0.428,249,Accommodations (104)
2025-12-01,accommodations,nominal_saar_musd,202578.000,1.753,249,Accommodations (104)
2026-01-01,accommodations,nominal_saar_musd,202344.000,1.519,249,Accommodations (104)
2026-02-01,accommodations,nominal_saar_musd,204091.000,2.486,249,Accommodations (104)
2026-03-01,accommodations,nominal_saar_musd,204685.000,7.029,249,Accommodations (104)
2026-04-01,accommodations,nominal_saar_musd,207084.000,5.416,249,Accommodations (104)
2026-05-01,accommodations,nominal_saar_musd,208136.000,4.163,249,Accommodations (104)
2026-06-01,accommodations,nominal_saar_musd,209636.000,6.668,249,Accommodations (104)
2026-07-01,accommodations,nominal_saar_musd,207671.000,5.274,249,Accommodations (104)
2015-01-01,air_transportation,nominal_saar_musd,91210.000,,207,Air transportation (64)
2015-02-01,air_transportation,nominal_saar_musd,89804.000,,207,Air transportation (64)
2015-03-01,air_transportation,nominal_saar_musd,91040.000,,207,Air transportation (64)
2015-04-01,air_transportation,nominal_saar_musd,89593.000,,207,Air transportation (64)
2015-05-01,air_transportation,nominal_saar_musd,90401.000,,207,Air transportation (64)
2015-06-01,air_transportation,nominal_saar_musd,88816.000,,207,Air transportation (64)
2015-07-01,air_transportation,nominal_saar_musd,91055.000,,207,Air transportation (64)
2015-08-01,air_transportation,nominal_saar_musd,88785.000,,207,Air transportation (64)
2015-09-01,air_transportation,nominal_saar_musd,90255.000,,207,Air transportation (64)
2015-10-01,air_transportation,nominal_saar_musd,90273.000,,207,Air transportation (64)
2015-11-01,air_transportation,nominal_saar_musd,89517.000,,207,Air transportation (64)
2015-12-01,air_transportation,nominal_saar_musd,89108.000,,207,Air transportation (64)
2016-01-01,air_transportation,nominal_saar_musd,90025.000,-1.299,207,Air transportation (64)
2016-02-01,air_transportation,nominal_saar_musd,90769.000,1.075,207,Air transportation (64)
2016-03-01,air_transportation,nominal_saar_musd,87830.000,-3.526,207,Air transportation (64)
2016-04-01,air_transportation,nominal_saar_musd,89263.000,-0.368,207,Air transportation (64)
2016-05-01,air_transportation,nominal_saar_musd,88721.000,-1.858,207,Air transportation (64)
2016-06-01,air_transportation,nominal_saar_musd,88828.000,0.014,207,Air transportation (64)
2016-07-01,air_transportation,nominal_saar_musd,89934.000,-1.231,207,Air transportation (64)
2016-08-01,air_transportation,nominal_saar_musd,86172.000,-2.943,207,Air transportation (64)
2016-09-01,air_transportation,nominal_saar_musd,93119.000,3.173,207,Air transportation (64)
2016-10-01,air_transportation,nominal_saar_musd,88635.000,-1.814,207,Air transportation (64)
2016-11-01,air_transportation,nominal_saar_musd,90648.000,1.263,207,Air transportation (64)
2016-12-01,air_transportation,nominal_saar_musd,91584.000,2.779,207,Air transportation (64)
2017-01-01,air_transportation,nominal_saar_musd,91464.000,1.598,207,Air transportation (64)
2017-02-01,air_transportation,nominal_saar_musd,91548.000,0.858,207,Air transportation (64)
2017-03-01,air_transportation,nominal_saar_musd,91917.000,4.653,207,Air transportation (64)
2017-04-01,air_transportation,nominal_saar_musd,93902.000,5.197,207,Air transportation (64)
2017-05-01,air_transportation,nominal_saar_musd,92105.000,3.814,207,Air transportation (64)
2017-06-01,air_transportation,nominal_saar_musd,94082.000,5.915,207,Air transportation (64)
2017-07-01,air_transportation,nominal_saar_musd,97207.000,8.087,207,Air transportation (64)
2017-08-01,air_transportation,nominal_saar_musd,98053.000,13.788,207,Air transportation (64)
2017-09-01,air_transportation,nominal_saar_musd,98077.000,5.324,207,Air transportation (64)
2017-10-01,air_transportation,nominal_saar_musd,96569.000,8.951,207,Air transportation (64)
2017-11-01,air_transportation,nominal_saar_musd,95862.000,5.752,207,Air transportation (64)
2017-12-01,air_transportation,nominal_saar_musd,96202.000,5.042,207,Air transportation (64)
2018-01-01,air_transportation,nominal_saar_musd,97436.000,6.529,207,Air transportation (64)
2018-02-01,air_transportation,nominal_saar_musd,98932.000,8.066,207,Air transportation (64)
2018-03-01,air_transportation,nominal_saar_musd,100730.000,9.588,207,Air transportation (64)
2018-04-01,air_transportation,nominal_saar_musd,102797.000,9.473,207,Air transportation (64)
2018-05-01,air_transportation,nominal_saar_musd,104056.000,12.975,207,Air transportation (64)
2018-06-01,air_transportation,nominal_saar_musd,104512.000,11.086,207,Air transportation (64)
2018-07-01,air_transportation,nominal_saar_musd,104154.000,7.147,207,Air transportation (64)
2018-08-01,air_transportation,nominal_saar_musd,104605.000,6.682,207,Air transportation (64)
2018-09-01,air_transportation,nominal_saar_musd,105866.000,7.942,207,Air transportation (64)
2018-10-01,air_transportation,nominal_saar_musd,107938.000,11.773,207,Air transportation (64)
2018-11-01,air_transportation,nominal_saar_musd,109501.000,14.228,207,Air transportation (64)
2018-12-01,air_transportation,nominal_saar_musd,110554.000,14.919,207,Air transportation (64)
2019-01-01,air_transportation,nominal_saar_musd,111177.000,14.103,207,Air transportation (64)
2019-02-01,air_transportation,nominal_saar_musd,111949.000,13.158,207,Air transportation (64)
2019-03-01,air_transportation,nominal_saar_musd,112871.000,12.053,207,Air transportation (64)
2019-04-01,air_transportation,nominal_saar_musd,113943.000,10.843,207,Air transportation (64)
2019-05-01,air_transportation,nominal_saar_musd,114954.000,10.473,207,Air transportation (64)
2019-06-01,air_transportation,nominal_saar_musd,115904.000,10.900,207,Air transportation (64)
2019-07-01,air_transportation,nominal_saar_musd,116793.000,12.135,207,Air transportation (64)
2019-08-01,air_transportation,nominal_saar_musd,117893.000,12.703,207,Air transportation (64)
2019-09-01,air_transportation,nominal_saar_musd,119204.000,12.599,207,Air transportation (64)
2019-10-01,air_transportation,nominal_saar_musd,120729.000,11.850,207,Air transportation (64)
2019-11-01,air_transportation,nominal_saar_musd,121509.000,10.966,207,Air transportation (64)
2019-12-01,air_transportation,nominal_saar_musd,121542.000,9.939,207,Air transportation (64)
2020-01-01,air_transportation,nominal_saar_musd,122498.000,10.183,207,Air transportation (64)
2020-02-01,air_transportation,nominal_saar_musd,118908.000,6.216,207,Air transportation (64)
2020-03-01,air_transportation,nominal_saar_musd,50204.000,-55.521,207,Air transportation (64)
2020-04-01,air_transportation,nominal_saar_musd,6611.000,-94.198,207,Air transportation (64)
2020-05-01,air_transportation,nominal_saar_musd,14242.000,-87.611,207,Air transportation (64)
2020-06-01,air_transportation,nominal_saar_musd,28863.000,-75.097,207,Air transportation (64)
2020-07-01,air_transportation,nominal_saar_musd,31793.000,-72.778,207,Air transportation (64)
2020-08-01,air_transportation,nominal_saar_musd,33663.000,-71.446,207,Air transportation (64)
2020-09-01,air_transportation,nominal_saar_musd,36945.000,-69.007,207,Air transportation (64)
2020-10-01,air_transportation,nominal_saar_musd,43466.000,-63.997,207,Air transportation (64)
2020-11-01,air_transportation,nominal_saar_musd,46364.000,-61.843,207,Air transportation (64)
2020-12-01,air_transportation,nominal_saar_musd,48845.000,-59.812,207,Air transportation (64)
2021-01-01,air_transportation,nominal_saar_musd,48156.000,-60.688,207,Air transportation (64)
2021-02-01,air_transportation,nominal_saar_musd,50925.000,-57.173,207,Air transportation (64)
2021-03-01,air_transportation,nominal_saar_musd,55685.000,10.917,207,Air transportation (64)
2021-04-01,air_transportation,nominal_saar_musd,77397.000,1070.731,207,Air transportation (64)
2021-05-01,air_transportation,nominal_saar_musd,95171.000,568.242,207,Air transportation (64)
2021-06-01,air_transportation,nominal_saar_musd,108345.000,275.377,207,Air transportation (64)
2021-07-01,air_transportation,nominal_saar_musd,130466.000,310.361,207,Air transportation (64)
2021-08-01,air_transportation,nominal_saar_musd,130276.000,287.001,207,Air transportation (64)
2021-09-01,air_transportation,nominal_saar_musd,116875.000,216.349,207,Air transportation (64)
2021-10-01,air_transportation,nominal_saar_musd,124820.000,187.167,207,Air transportation (64)
2021-11-01,air_transportation,nominal_saar_musd,133600.000,188.155,207,Air transportation (64)
2021-12-01,air_transportation,nominal_saar_musd,140792.000,188.242,207,Air transportation (64)
2022-01-01,air_transportation,nominal_saar_musd,114766.000,138.321,207,Air transportation (64)
2022-02-01,air_transportation,nominal_saar_musd,125683.000,146.800,207,Air transportation (64)
2022-03-01,air_transportation,nominal_saar_musd,155644.000,179.508,207,Air transportation (64)
2022-04-01,air_transportation,nominal_saar_musd,160051.000,106.792,207,Air transportation (64)
2022-05-01,air_transportation,nominal_saar_musd,159489.000,67.582,207,Air transportation (64)
2022-06-01,air_transportation,nominal_saar_musd,160120.000,47.787,207,Air transportation (64)
2022-07-01,air_transportation,nominal_saar_musd,153924.000,17.980,207,Air transportation (64)
2022-08-01,air_transportation,nominal_saar_musd,156436.000,20.080,207,Air transportation (64)
2022-09-01,air_transportation,nominal_saar_musd,164757.000,40.969,207,Air transportation (64)
2022-10-01,air_transportation,nominal_saar_musd,166337.000,33.261,207,Air transportation (64)
2022-11-01,air_transportation,nominal_saar_musd,161921.000,21.198,207,Air transportation (64)
2022-12-01,air_transportation,nominal_saar_musd,157216.000,11.665,207,Air transportation (64)
2023-01-01,air_transportation,nominal_saar_musd,160732.000,40.052,207,Air transportation (64)
2023-02-01,air_transportation,nominal_saar_musd,157148.000,25.035,207,Air transportation (64)
2023-03-01,air_transportation,nominal_saar_musd,164014.000,5.378,207,Air transportation (64)
2023-04-01,air_transportation,nominal_saar_musd,165962.000,3.693,207,Air transportation (64)
2023-05-01,air_transportation,nominal_saar_musd,170866.000,7.133,207,Air transportation (64)
2023-06-01,air_transportation,nominal_saar_musd,169827.000,6.062,207,Air transportation (64)
2023-07-01,air_transportation,nominal_saar_musd,174261.000,13.212,207,Air transportation (64)
2023-08-01,air_transportation,nominal_saar_musd,168662.000,7.815,207,Air transportation (64)
2023-09-01,air_transportation,nominal_saar_musd,173681.000,5.416,207,Air transportation (64)
2023-10-01,air_transportation,nominal_saar_musd,170281.000,2.371,207,Air transportation (64)
2023-11-01,air_transportation,nominal_saar_musd,174363.000,7.684,207,Air transportation (64)
2023-12-01,air_transportation,nominal_saar_musd,172711.000,9.856,207,Air transportation (64)
2024-01-01,air_transportation,nominal_saar_musd,175934.000,9.458,207,Air transportation (64)
2024-02-01,air_transportation,nominal_saar_musd,181881.000,15.739,207,Air transportation (64)
2024-03-01,air_transportation,nominal_saar_musd,187568.000,14.361,207,Air transportation (64)
2024-04-01,air_transportation,nominal_saar_musd,187491.000,12.972,207,Air transportation (64)
2024-05-01,air_transportation,nominal_saar_musd,190485.000,11.482,207,Air transportation (64)
2024-06-01,air_transportation,nominal_saar_musd,189704.000,11.704,207,Air transportation (64)
2024-07-01,air_transportation,nominal_saar_musd,189084.000,8.506,207,Air transportation (64)
2024-08-01,air_transportation,nominal_saar_musd,189753.000,12.505,207,Air transportation (64)
2024-09-01,air_transportation,nominal_saar_musd,191509.000,10.265,207,Air transportation (64)
2024-10-01,air_transportation,nominal_saar_musd,190082.000,11.628,207,Air transportation (64)
2024-11-01,air_transportation,nominal_saar_musd,188618.000,8.175,207,Air transportation (64)
2024-12-01,air_transportation,nominal_saar_musd,207491.000,20.138,207,Air transportation (64)
2025-01-01,air_transportation,nominal_saar_musd,197588.000,12.308,207,Air transportation (64)
2025-02-01,air_transportation,nominal_saar_musd,192503.000,5.840,207,Air transportation (64)
2025-03-01,air_transportation,nominal_saar_musd,192855.000,2.819,207,Air transportation (64)
2025-04-01,air_transportation,nominal_saar_musd,191281.000,2.021,207,Air transportation (64)
2025-05-01,air_transportation,nominal_saar_musd,193257.000,1.455,207,Air transportation (64)
2025-06-01,air_transportation,nominal_saar_musd,190153.000,0.237,207,Air transportation (64)
2025-07-01,air_transportation,nominal_saar_musd,191577.000,1.318,207,Air transportation (64)
2025-08-01,air_transportation,nominal_saar_musd,195924.000,3.252,207,Air transportation (64)
2025-09-01,air_transportation,nominal_saar_musd,201062.000,4.988,207,Air transportation (64)
2025-10-01,air_transportation,nominal_saar_musd,201176.000,5.836,207,Air transportation (64)
2025-11-01,air_transportation,nominal_saar_musd,195850.000,3.834,207,Air transportation (64)
2025-12-01,air_transportation,nominal_saar_musd,202632.000,-2.342,207,Air transportation (64)
2026-01-01,air_transportation,nominal_saar_musd,210422.000,6.495,207,Air transportation (64)
2026-02-01,air_transportation,nominal_saar_musd,215731.000,12.066,207,Air transportation (64)
2026-03-01,air_transportation,nominal_saar_musd,218421.000,13.257,207,Air transportation (64)
2026-04-01,air_transportation,nominal_saar_musd,223982.000,17.096,207,Air transportation (64)
2026-05-01,air_transportation,nominal_saar_musd,230637.000,19.342,207,Air transportation (64)
2026-06-01,air_transportation,nominal_saar_musd,232712.000,22.381,207,Air transportation (64)
2026-07-01,air_transportation,nominal_saar_musd,232469.000,21.345,207,Air transportation (64)
2015-01-01,food_services,nominal_saar_musd,680209.000,,235,Food services
2015-02-01,food_services,nominal_saar_musd,677611.000,,235,Food services
2015-03-01,food_services,nominal_saar_musd,685023.000,,235,Food services
2015-04-01,food_services,nominal_saar_musd,692027.000,,235,Food services
2015-05-01,food_services,nominal_saar_musd,694201.000,,235,Food services
2015-06-01,food_services,nominal_saar_musd,693585.000,,235,Food services
2015-07-01,food_services,nominal_saar_musd,693919.000,,235,Food services
2015-08-01,food_services,nominal_saar_musd,697818.000,,235,Food services
2015-09-01,food_services,nominal_saar_musd,700112.000,,235,Food services
2015-10-01,food_services,nominal_saar_musd,706046.000,,235,Food services
2015-11-01,food_services,nominal_saar_musd,708843.000,,235,Food services
2015-12-01,food_services,nominal_saar_musd,719056.000,,235,Food services
2016-01-01,food_services,nominal_saar_musd,711004.000,4.527,235,Food services
2016-02-01,food_services,nominal_saar_musd,725403.000,7.053,235,Food services
2016-03-01,food_services,nominal_saar_musd,724209.000,5.720,235,Food services
2016-04-01,food_services,nominal_saar_musd,724131.000,4.639,235,Food services
2016-05-01,food_services,nominal_saar_musd,724441.000,4.356,235,Food services
2016-06-01,food_services,nominal_saar_musd,723775.000,4.353,235,Food services
2016-07-01,food_services,nominal_saar_musd,724595.000,4.421,235,Food services
2016-08-01,food_services,nominal_saar_musd,731643.000,4.847,235,Food services
2016-09-01,food_services,nominal_saar_musd,736033.000,5.131,235,Food services
2016-10-01,food_services,nominal_saar_musd,737524.000,4.458,235,Food services
2016-11-01,food_services,nominal_saar_musd,749011.000,5.667,235,Food services
2016-12-01,food_services,nominal_saar_musd,736096.000,2.370,235,Food services
2017-01-01,food_services,nominal_saar_musd,759554.000,6.828,235,Food services
2017-02-01,food_services,nominal_saar_musd,758190.000,4.520,235,Food services
2017-03-01,food_services,nominal_saar_musd,757725.000,4.628,235,Food services
2017-04-01,food_services,nominal_saar_musd,758496.000,4.746,235,Food services
2017-05-01,food_services,nominal_saar_musd,758359.000,4.682,235,Food services
2017-06-01,food_services,nominal_saar_musd,756772.000,4.559,235,Food services
2017-07-01,food_services,nominal_saar_musd,755231.000,4.228,235,Food services
2017-08-01,food_services,nominal_saar_musd,763712.000,4.383,235,Food services
2017-09-01,food_services,nominal_saar_musd,766999.000,4.207,235,Food services
2017-10-01,food_services,nominal_saar_musd,769822.000,4.379,235,Food services
2017-11-01,food_services,nominal_saar_musd,776246.000,3.636,235,Food services
2017-12-01,food_services,nominal_saar_musd,781516.000,6.170,235,Food services
2018-01-01,food_services,nominal_saar_musd,780382.000,2.742,235,Food services
2018-02-01,food_services,nominal_saar_musd,783748.000,3.371,235,Food services
2018-03-01,food_services,nominal_saar_musd,791608.000,4.472,235,Food services
2018-04-01,food_services,nominal_saar_musd,782160.000,3.120,235,Food services
2018-05-01,food_services,nominal_saar_musd,800984.000,5.621,235,Food services
2018-06-01,food_services,nominal_saar_musd,810644.000,7.119,235,Food services
2018-07-01,food_services,nominal_saar_musd,820848.000,8.688,235,Food services
2018-08-01,food_services,nominal_saar_musd,823255.000,7.797,235,Food services
2018-09-01,food_services,nominal_saar_musd,809964.000,5.602,235,Food services
2018-10-01,food_services,nominal_saar_musd,815215.000,5.897,235,Food services
2018-11-01,food_services,nominal_saar_musd,815154.000,5.012,235,Food services
2018-12-01,food_services,nominal_saar_musd,812722.000,3.993,235,Food services
2019-01-01,food_services,nominal_saar_musd,815027.000,4.439,235,Food services
2019-02-01,food_services,nominal_saar_musd,818162.000,4.391,235,Food services
2019-03-01,food_services,nominal_saar_musd,826225.000,4.373,235,Food services
2019-04-01,food_services,nominal_saar_musd,831010.000,6.246,235,Food services
2019-05-01,food_services,nominal_saar_musd,837149.000,4.515,235,Food services
2019-06-01,food_services,nominal_saar_musd,847350.000,4.528,235,Food services
2019-07-01,food_services,nominal_saar_musd,854866.000,4.144,235,Food services
2019-08-01,food_services,nominal_saar_musd,854779.000,3.829,235,Food services
2019-09-01,food_services,nominal_saar_musd,860764.000,6.272,235,Food services
2019-10-01,food_services,nominal_saar_musd,862924.000,5.852,235,Food services
2019-11-01,food_services,nominal_saar_musd,860512.000,5.564,235,Food services
2019-12-01,food_services,nominal_saar_musd,867635.000,6.757,235,Food services
2020-01-01,food_services,nominal_saar_musd,874482.000,7.295,235,Food services
