feature_id,period,revenue,revpar_per_night,annual,partial
23,2026Q2,396262,104.78,False,True
24,2023,2230004,45.59,True,False
24,2024Q2,553093,45.36,False,False
24,2024Q3,547648,44.42,False,False
24,2024Q4,579745,47.03,False,False
24,2025Q1,564215,46.78,False,False
24,2025Q2,568954,46.66,False,False
24,2025Q3,575474,46.68,False,False
24,2025Q4,584528,47.41,False,False
24,2026Q1,547814,45.42,False,False
24,2026Q2,364999,44.65,False,True
25,2023,309534,42.4,True,False
25,2024Q2,59948,32.94,False,False
25,2024Q3,76197,41.41,False,False
25,2024Q4,64099,34.84,False,False
25,2025Q1,81821,45.46,False,False
25,2025Q2,82132,45.13,False,False
25,2025Q3,85375,46.4,False,False
25,2025Q4,91872,49.93,False,False
25,2026Q1,129333,71.85,False,False
25,2026Q2,53363,43.74,False,True
26,2023,2244974,51.26,True,False
26,2024Q2,706375,64.69,False,False
26,2024Q3,903926,81.88,False,False
26,2024Q4,390283,35.35,False,False
26,2025Q1,366400,33.93,False,False
26,2025Q2,773306,70.82,False,False
26,2025Q3,869234,78.73,False,False
26,2025Q4,410428,37.18,False,False
26,2026Q1,460094,42.6,False,False
26,2026Q2,389932,53.27,False,True
27,2023,604718,27.16,True,False
27,2024Q2,176270,31.75,False,False
27,2024Q3,125456,22.35,False,False
27,2024Q4,152525,27.18,False,False
27,2025Q1,128738,23.45,False,False
27,2025Q2,146134,26.33,False,False
27,2025Q3,127377,22.7,False,False
27,2025Q4,99814,17.79,False,False
27,2026Q1,117151,21.34,False,False
27,2026Q2,80241,21.56,False,True
28,2023,392007,53.7,True,False
28,2024Q2,103920,57.1,False,False
28,2024Q3,92208,50.11,False,False
28,2024Q4,98244,53.39,False,False
28,2025Q1,120658,67.03,False,False
28,2025Q2,126453,69.48,False,False
28,2025Q3,176490,95.92,False,False
28,2025Q4,174125,94.63,False,False
28,2026Q1,150537,83.63,False,False
28,2026Q2,88902,72.87,False,True
29,2023,224998,30.82,True,False
29,2024Q2,67205,36.93,False,False
29,2024Q3,56010,30.44,False,False
29,2024Q4,92978,50.53,False,False
29,2025Q1,67577,37.54,False,False
29,2025Q2,52766,28.99,False,False
29,2025Q3,58052,31.55,False,False
29,2025Q4,53062,28.84,False,False
29,2026Q1,48140,26.74,False,False
29,2026Q2,29398,24.1,False,True
30,2023,501821,68.74,True,False
30,2024Q2,134242,73.76,False,False
30,2024Q3,139317,75.72,False,False
30,2024Q4,149834,81.43,False,False
30,2025Q1,140131,77.85,False,False
30,2025Q2,160030,87.93,False,False
30,2025Q3,184464,100.25,False,False
30,2025Q4,194967,105.96,False,False
30,2026Q1,185559,103.09,False,False
30,2026Q2,90634,74.29,False,True
31,2023,660613,90.49,True,False
31,2024Q2,162857,89.48,False,False
31,2024Q3,162871,88.52,False,False
31,2024Q4,157596,85.65,False,False
31,2025Q1,150795,83.77,False,False
31,2025Q2,163401,89.78,False,False
31,2025Q3,167237,90.89,False,False
31,2025Q4,148346,80.62,False,False
31,2026Q1,149820,83.23,False,False
31,2026Q2,90330,74.04,False,True
32,2023,10057897,104.78,True,False
32,2024Q2,6458921,269.88,False,False
32,2024Q3,2482027,102.58,False,False
32,2024Q4,2268345,93.75,False,False
32,2025Q1,2936407,124.06,False,False
32,2025Q2,2856121,119.34,False,False
32,2025Q3,1900236,78.54,False,False
32,2025Q4,2618310,108.21,False,False
32,2026Q1,3679855,155.46,False,False
32,2026Q2,2130504,132.8,False,True
33,2023,2438252,95.43,True,False
33,2024Q2,699368,109.79,False,False
33,2024Q3,635983,98.76,False,False
33,2024Q4,632024,98.14,False,False
33,2025Q1,640412,101.65,False,False
33,2025Q2,791444,124.25,False,False
33,2025Q3,3077867,477.93,False,False
33,2025Q4,670940,104.18,False,False
33,2026Q1,639951,101.58,False,False
33,2026Q2,450379,105.48,False,True
35,2023,98446,22.48,True,False
35,2024Q2,19481,17.84,False,False
35,2024Q3,20568,18.63,False,False
35,2024Q4,16539,14.98,False,False
35,2025Q1,26866,24.88,False,False
35,2025Q2,24016,21.99,False,False
35,2025Q3,36700,33.24,False,False
35,2025Q4,12302,11.14,False,False
35,2026Q1,46672,43.21,False,False
35,2026Q2,15522,21.2,False,True
38,2023,98816,12.31,True,False
38,2024Q2,21764,10.87,False,False
38,2024Q3,22098,10.92,False,False
38,2024Q4,22638,11.18,False,False
38,2025Q1,21208,10.71,False,False
38,2025Q2,22968,11.47,False,False
38,2025Q3,18808,9.29,False,False
38,2025Q4,18666,9.22,False,False
38,2026Q1,18304,9.24,False,False
38,2026Q2,11386,8.48,False,True
39,2023,623149,32.21,True,False
39,2024Q2,155125,32.16,False,False
39,2024Q3,131297,26.93,False,False
39,2024Q4,132669,27.21,False,False
39,2025Q1,107369,22.51,False,False
39,2025Q2,116411,24.14,False,False
39,2025Q3,94490,19.38,False,False
39,2025Q4,102377,21.0,False,False
39,2026Q1,99445,20.85,False,False
39,2026Q2,77958,24.11,False,True
40,2023,853476,49.75,True,False
40,2024Q2,279698,65.4,False,False
40,2024Q3,267098,61.77,False,False
40,2024Q4,296035,68.46,False,False
40,2025Q1,252740,59.75,False,False
40,2025Q2,238681,55.81,False,False
40,2025Q3,259200,59.94,False,False
40,2025Q4,240021,55.51,False,False
40,2026Q1,213034,50.36,False,False
40,2026Q2,198326,69.18,False,True
41,2023,487794,27.84,True,False
41,2024Q2,135588,31.04,False,False
41,2024Q3,167628,37.96,False,False
41,2024Q4,0,0.0,False,False
41,2025Q1,0,0.0,False,False
41,2025Q2,234498,53.69,False,False
41,2025Q3,274018,62.05,False,False
41,2025Q4,0,0.0,False,False
41,2026Q1,0,0.0,False,False
41,2026Q2,0,0.0,False,True
43,2023,429810,36.8,True,False
43,2024Q2,127909,43.92,False,False
43,2024Q3,238233,80.92,False,False
43,2024Q4,111681,37.94,False,False
43,2025Q1,100996,35.07,False,False
43,2025Q2,98335,33.77,False,False
43,2025Q3,95565,32.46,False,False
43,2025Q4,82571,28.05,False,False
43,2026Q1,97817,33.96,False,False
43,2026Q2,42067,21.55,False,True
44,2023,2836825,119.57,True,False
44,2024Q2,689599,116.58,False,False
44,2024Q3,441213,73.78,False,False
44,2024Q4,431376,72.14,False,False
44,2025Q1,485130,82.93,False,False
44,2025Q2,542812,91.77,False,False
44,2025Q3,502130,83.97,False,False
44,2025Q4,486066,81.28,False,False
44,2026Q1,362952,62.04,False,False
44,2026Q2,209570,52.85,False,True
45,2023,0,0.0,True,False
45,2024Q2,0,0.0,False,False
45,2024Q3,0,0.0,False,False
45,2024Q4,0,0.0,False,False
45,2025Q1,0,0.0,False,False
45,2025Q2,0,0.0,False,False
45,2025Q3,0,0.0,False,False
45,2025Q4,0,0.0,False,False
45,2026Q1,0,0.0,False,False
45,2026Q2,0,0.0,False,True
46,2023,791448,11.66,True,False
46,2024Q2,474499,28.03,False,False
46,2024Q3,301287,17.61,False,False
46,2024Q4,200895,11.74,False,False
46,2025Q1,239379,14.3,False,False
46,2025Q2,492724,29.11,False,False
46,2025Q3,98224,5.74,False,False
46,2025Q4,160331,9.37,False,False
46,2026Q1,278753,16.65,False,False
46,2026Q2,321580,28.34,False,True
47,2023,483984,27.06,True,False
47,2024Q2,122785,27.54,False,False
47,2024Q3,137598,30.52,False,False
47,2024Q4,119633,26.54,False,False
47,2025Q1,109723,24.88,False,False
47,2025Q2,101000,22.65,False,False
47,2025Q3,98923,21.94,False,False
47,2025Q4,78598,17.44,False,False
47,2026Q1,92166,20.9,False,False
47,2026Q2,67635,22.63,False,True
48,2023,345158,26.27,True,False
48,2024Q2,131177,40.04,False,False
48,2024Q3,133410,40.28,False,False
48,2024Q4,115879,34.99,False,False
48,2025Q1,114772,35.42,False,False
48,2025Q2,111979,34.18,False,False
48,2025Q3,104149,31.45,False,False
48,2025Q4,94673,28.58,False,False
48,2026Q1,99248,30.63,False,False
48,2026Q2,92263,42.01,False,True
49,2023,312675,21.97,True,False
49,2024Q2,108310,30.52,False,False
49,2024Q3,114050,31.79,False,False
49,2024Q4,88675,24.71,False,False
49,2025Q1,84125,23.97,False,False
49,2025Q2,90025,25.37,False,False
49,2025Q3,64349,17.93,False,False
49,2025Q4,59865,16.68,False,False
49,2026Q1,55540,15.82,False,False
49,2026Q2,35475,14.91,False,True
50,2023,202425,18.49,True,False
50,2024Q2,37571,13.76,False,False
50,2024Q3,47805,17.32,False,False
50,2024Q4,43644,15.81,False,False
50,2025Q1,23686,8.77,False,False
50,2025Q2,40348,14.78,False,False
50,2025Q3,46781,16.95,False,False
50,2025Q4,38010,13.77,False,False
50,2026Q1,39160,14.5,False,False
50,2026Q2,24150,13.2,False,True
51,2023,532458,41.68,True,False
51,2024Q2,142256,44.66,False,False
51,2024Q3,179722,55.81,False,False
51,2024Q4,160848,49.95,False,False
51,2025Q1,133624,42.42,False,False
51,2025Q2,134463,42.22,False,False
51,2025Q3,135045,41.94,False,False
51,2025Q4,134387,41.74,False,False
51,2026Q1,129023,40.96,False,False
51,2026Q2,85308,39.96,False,True
52,2023,1168856,59.3,True,False
52,2024Q2,302996,61.66,False,False
52,2024Q3,272375,54.83,False,False
52,2024Q4,315261,63.46,False,False
52,2025Q1,251530,51.76,False,False
52,2025Q2,212361,43.22,False,False
52,2025Q3,218962,44.07,False,False
52,2025Q4,218159,43.91,False,False
52,2026Q1,239763,49.33,False,False
52,2026Q2,180174,54.7,False,True
53,2023,2441226,72.7,True,False
53,2024Q2,741671,88.59,False,False
53,2024Q3,816684,96.49,False,False
53,2024Q4,676140,79.88,False,False
53,2025Q1,667046,80.56,False,False
53,2025Q2,654168,78.14,False,False
53,2025Q3,554770,65.54,False,False
53,2025Q4,512871,60.59,False,False
53,2026Q1,610012,73.67,False,False
53,2026Q2,406437,72.42,False,True
54,2023,697424,24.19,True,False
54,2024Q2,185011,25.74,False,False
54,2024Q3,166712,22.94,False,False
54,2024Q4,141192,19.43,False,False
54,2025Q1,109182,15.36,False,False
54,2025Q2,104397,14.52,False,False
54,2025Q3,85986,11.83,False,False
54,2025Q4,87922,12.1,False,False
54,2026Q1,90970,12.79,False,False
54,2026Q2,42478,8.81,False,True
56,2023,279372,20.69,True,False
56,2024Q2,60529,17.98,False,False
56,2024Q3,71629,21.04,False,False
56,2024Q4,57093,16.77,False,False
56,2025Q1,56968,17.11,False,False
56,2025Q2,57591,17.1,False,False
56,2025Q3,55201,16.22,False,False
56,2025Q4,67734,19.9,False,False
56,2026Q1,64638,19.41,False,False
56,2026Q2,32726,14.5,False,True
57,2023,3575449,108.84,True,False
57,2024Q2,966366,117.99,False,False
57,2024Q3,1013121,122.36,False,False
57,2024Q4,789344,95.33,False,False
57,2025Q1,585271,72.26,False,False
57,2025Q2,987685,120.6,False,False
57,2025Q3,1000023,120.78,False,False
57,2025Q4,931053,112.45,False,False
57,2026Q1,913308,112.75,False,False
57,2026Q2,718305,130.84,False,True
58,2023,1922309,66.67,True,False
58,2024Q2,664394,92.42,False,False
58,2024Q3,550681,75.77,False,False
58,2024Q4,637167,87.67,False,False
58,2025Q1,434593,61.12,False,False
58,2025Q2,597384,83.1,False,False
58,2025Q3,517855,71.25,False,False
58,2025Q4,562423,77.38,False,False
58,2026Q1,457063,64.28,False,False
58,2026Q2,507770,105.37,False,True
59,2023,2540706,112.27,True,False
59,2024Q2,604112,107.07,False,False
59,2024Q3,618977,108.52,False,False
59,2024Q4,489094,85.75,False,False
59,2025Q1,584949,104.83,False,False
59,2025Q2,623353,110.48,False,False
59,2025Q3,663997,116.41,False,False
59,2025Q4,616275,108.04,False,False
59,2026Q1,603364,108.13,False,False
59,2026Q2,445138,117.7,False,True
61,2023,377926,26.55,True,False
61,2024Q2,96114,27.08,False,False
61,2024Q3,85450,23.82,False,False
61,2024Q4,104835,29.22,False,False
61,2025Q1,130365,37.14,False,False
61,2025Q2,135589,38.2,False,False
61,2025Q3,138955,38.73,False,False
61,2025Q4,101285,28.23,False,False
61,2026Q1,149784,42.67,False,False
61,2026Q2,103772,43.62,False,True
64,2023,147879,3.38,True,False
64,2024Q2,0,0.0,False,False
64,2024Q3,0,0.0,False,False
64,2024Q4,0,0.0,False,False
64,2025Q1,0,0.0,False,False
64,2025Q2,0,0.0,False,False
64,2025Q3,0,0.0,False,False
64,2025Q4,0,0.0,False,False
64,2026Q1,0,0.0,False,False
64,2026Q2,0,0.0,False,True
65,2023,3226034,53.24,True,False
65,2024Q2,1056300,69.93,False,False
65,2024Q3,816757,53.48,False,False
65,2024Q4,768992,50.35,False,False
65,2025Q1,771788,51.66,False,False
65,2025Q2,722600,47.84,False,False
65,2025Q3,703064,46.04,False,False
65,2025Q4,706960,46.29,False,False
65,2026Q1,655115,43.85,False,False
65,2026Q2,480915,47.49,False,True
66,2023,4434680,120.3,True,False
66,2024Q2,1074158,116.87,False,False
66,2024Q3,1074471,115.63,False,False
66,2024Q4,1027434,110.57,False,False
66,2025Q1,1025040,112.77,False,False
66,2025Q2,1116425,121.47,False,False
66,2025Q3,1231421,132.52,False,False
66,2025Q4,1137539,122.42,False,False
66,2026Q1,1030835,113.4,False,False
66,2026Q2,730479,118.56,False,True
67,2023,847746,21.91,True,False
67,2024Q2,326495,33.85,False,False
67,2024Q3,412898,42.34,False,False
67,2024Q4,214551,22.0,False,False
67,2025Q1,344585,36.12,False,False
67,2025Q2,274456,28.45,False,False
67,2025Q3,210649,21.6,False,False
67,2025Q4,207570,21.28,False,False
67,2026Q1,416861,43.7,False,False
67,2026Q2,199704,30.89,False,True
68,2023,2900201,68.5,True,False
68,2024Q2,947565,89.77,False,False
68,2024Q3,897878,84.13,False,False
68,2024Q4,978062,91.65,False,False
68,2025Q1,691015,66.19,False,False
68,2025Q2,878547,83.23,False,False
68,2025Q3,649106,60.82,False,False
68,2025Q4,889050,83.31,False,False
68,2026Q1,630284,60.37,False,False
68,2026Q2,598809,84.63,False,True
70,2023,2349078,86.97,True,False
70,2024Q2,769954,114.34,False,False
70,2024Q3,695609,102.18,False,False
70,2024Q4,313462,46.04,False,False
70,2025Q1,347247,52.14,False,False
70,2025Q2,863435,128.22,False,False
70,2025Q3,918742,134.95,False,False
70,2025Q4,391069,57.44,False,False
70,2026Q1,460539,69.15,False,False
70,2026Q2,430302,95.33,False,True
71,2023,324938,24.73,True,False
71,2024Q2,105664,32.25,False,False
71,2024Q3,149871,45.25,False,False
71,2024Q4,71020,21.44,False,False
71,2025Q1,58759,18.14,False,False
71,2025Q2,58854,17.97,False,False
71,2025Q3,53517,16.16,False,False
71,2025Q4,70119,21.17,False,False
71,2026Q1,77634,23.96,False,False
71,2026Q2,38137,17.37,False,True
72,2023,2561804,100.27,True,False
72,2024Q2,590960,92.77,False,False
72,2024Q3,510239,79.23,False,False
72,2024Q4,491892,76.38,False,False
72,2025Q1,473128,75.1,False,False
72,2025Q2,623957,97.95,False,False
72,2025Q3,426983,66.3,False,False
72,2025Q4,447572,69.5,False,False
72,2026Q1,570989,90.63,False,False
72,2026Q2,380319,89.07,False,True
73,2023,1026797,80.38,True,False
73,2024Q2,211627,66.44,False,False
73,2024Q3,138853,43.12,False,False
73,2024Q4,119677,37.17,False,False
73,2025Q1,144540,45.89,False,False
73,2025Q2,131781,41.38,False,False
73,2025Q3,91263,28.34,False,False
73,2025Q4,132866,41.26,False,False
73,2026Q1,127798,40.57,False,False
73,2026Q2,79413,37.2,False,True
74,2023,864341,38.19,True,False
74,2024Q2,296468,52.55,False,False
74,2024Q3,344953,60.48,False,False
74,2024Q4,253264,44.4,False,False
74,2025Q1,205977,36.91,False,False
74,2025Q2,234869,41.63,False,False
74,2025Q3,151945,26.64,False,False
74,2025Q4,140205,24.58,False,False
74,2026Q1,183641,32.91,False,False
74,2026Q2,151518,40.06,False,True
75,2023,310643,16.37,True,False
75,2024Q2,62021,13.11,False,False
75,2024Q3,78400,16.39,False,False
75,2024Q4,88970,18.6,False,False
75,2025Q1,68233,14.58,False,False
75,2025Q2,66711,14.1,False,False
75,2025Q3,56801,11.87,False,False
75,2025Q4,81522,17.04,False,False
75,2026Q1,44810,9.57,False,False
75,2026Q2,27791,8.76,False,True
76,2023,893988,61.23,True,False
76,2024Q2,226550,62.24,False,False
76,2024Q3,353675,96.11,False,False
76,2024Q4,76996,20.92,False,False
76,2025Q1,177027,49.17,False,False
76,2025Q2,215129,59.1,False,False
76,2025Q3,382760,104.01,False,False
76,2025Q4,81778,22.22,False,False
76,2026Q1,214950,59.71,False,False
76,2026Q2,113825,46.65,False,True
77,2023,927483,24.2,True,False
77,2024Q2,258081,27.01,False,False
77,2024Q3,268916,27.84,False,False
77,2024Q4,242261,25.08,False,False
77,2025Q1,221508,23.44,False,False
77,2025Q2,210261,22.01,False,False
77,2025Q3,223086,23.09,False,False
77,2025Q4,219993,22.77,False,False
77,2026Q1,216261,22.88,False,False
77,2026Q2,132139,20.63,False,True
78,2023,593044,41.66,True,False
78,2024Q2,135833,38.27,False,False
78,2024Q3,134575,37.51,False,False
78,2024Q4,148226,41.31,False,False
78,2025Q1,130198,37.09,False,False
78,2025Q2,118196,33.3,False,False
78,2025Q3,101957,28.42,False,False
78,2025Q4,107893,30.07,False,False
78,2026Q1,105542,30.07,False,False
78,2026Q2,72441,30.45,False,True
79,2023,272083,23.29,True,False
79,2024Q2,79281,27.23,False,False
79,2024Q3,42916,14.58,False,False
79,2024Q4,29857,10.14,False,False
79,2025Q1,47303,16.42,False,False
79,2025Q2,51904,17.82,False,False
79,2025Q3,48486,16.47,False,False
79,2025Q4,48236,16.38,False,False
79,2026Q1,70081,24.33,False,False
79,2026Q2,28662,14.68,False,True
80,2023,4980952,48.39,True,False
80,2024Q2,1224330,47.71,False,False
80,2024Q3,1265487,48.78,False,False
80,2024Q4,1250953,48.22,False,False
80,2025Q1,1218481,48.01,False,False
80,2025Q2,1237624,48.23,False,False
80,2025Q3,1204383,46.42,False,False
80,2025Q4,1150292,44.34,False,False
80,2026Q1,1113640,43.88,False,False
80,2026Q2,756138,43.96,False,True
81,2023,7381357,47.7,True,False
81,2024Q2,1821912,47.22,False,False
81,2024Q3,1840592,47.18,False,False
81,2024Q4,1831430,46.95,False,False
81,2025Q1,1721967,45.12,False,False
81,2025Q2,1729800,44.83,False,False
81,2025Q3,1801562,46.18,False,False
81,2025Q4,1769750,45.37,False,False
81,2026Q1,1115635,29.24,False,False
81,2026Q2,1050536,40.62,False,True
82,2023,6636481,43.92,True,False
82,2024Q2,1692730,44.93,False,False
82,2024Q3,1707518,44.83,False,False
82,2024Q4,1690496,44.38,False,False
82,2025Q1,1660476,44.56,False,False
82,2025Q2,1615612,42.88,False,False
82,2025Q3,1568299,41.18,False,False
82,2025Q4,1610915,42.29,False,False
82,2026Q1,1584354,42.52,False,False
82,2026Q2,1082622,42.87,False,True
