feature_id,t12Revenue,t12Revpar,lastMonthRevenue,lastMonthRevpar,lastMonth
64,0.0,,0,,May 2026
65,2787738.0,46.01,259347,50.4,May 2026
66,4516219.0,122.51,386106,123.32,May 2026
67,1109536.0,28.68,107606,32.75,May 2026
68,3046986.0,71.96,302739,84.19,May 2026
70,2633785.0,97.51,244258,106.48,May 2026
71,260124.0,19.8,17148,15.37,May 2026
72,2069501.0,81.0,187837,86.56,May 2026
73,483707.0,37.86,24011,22.13,May 2026
74,710660.0,31.4,78306,40.74,May 2026
75,249843.0,13.16,15047,9.33,May 2026
76,894617.0,61.28,63435,51.16,May 2026
77,869601.0,22.69,66349,20.38,May 2026
78,433589.0,30.46,36527,30.21,May 2026
79,218707.0,18.72,14262,14.38,May 2026
80,4705940.0,45.72,379665,43.43,May 2026
81,6416746.0,41.46,537533,40.9,May 2026
82,6379180.0,42.22,545047,42.47,May 2026
83,5974681.0,40.12,467795,36.99,May 2026
88,318029.0,25.63,30836,29.26,May 2026
89,4877848.0,54.55,365781,48.16,May 2026
90,2681647.0,77.34,238951,81.14,May 2026
91,318872.0,19.86,27311,20.02,May 2026
92,91940.0,17.99,7205,16.6,May 2026
94,316424.0,29.89,28971,32.23,May 2026
95,373512.0,20.47,39185,25.28,May 2026
96,141060.0,14.86,11485,14.25,May 2026
97,476414.0,32.63,42480,34.26,May 2026
98,562693.0,36.71,58326,44.8,May 2026
99,406176.0,30.08,34852,30.39,May 2026
100,308675.0,14.58,34940,19.43,May 2026
101,2429224.0,54.11,203595,53.39,May 2026
102,0.0,,0,,May 2026
103,1175500.0,37.45,0,,May 2026
104,2232893.0,71.13,184951,69.37,May 2026
105,1017348.0,32.41,0,,May 2026
106,1847220.0,58.85,162820,61.07,May 2026
107,1240658.0,39.52,88039,33.02,May 2026
108,1305744.0,41.6,137457,51.56,May 2026
109,1810547.0,57.68,180798,67.82,May 2026
110,937201.0,29.86,0,,May 2026
111,1439697.0,45.86,110833,41.57,May 2026
112,1786933.0,56.93,147379,55.28,May 2026
113,1615595.0,51.47,132542,49.72,May 2026
114,1685439.0,38.8,195112,52.89,May 2026
115,2215105.0,45.63,216989,52.63,May 2026
116,2362792.0,47.25,202921,47.78,May 2026
117,2417884.0,53.42,179691,46.75,May 2026
118,5771328.0,107.56,588212,129.08,May 2026
119,4127046.0,120.29,351185,120.52,May 2026
120,1372892.0,67.17,119085,68.6,May 2026
121,6114185.0,83.76,799206,128.9,May 2026
123,684585.0,53.59,48173,44.4,May 2026
124,27189722.0,147.8,2786217,178.33,May 2026
125,286842.0,18.28,23488,17.62,May 2026
126,596352.0,28.66,44787,25.35,May 2026
127,284998.0,52.05,28503,61.3,May 2026
129,3666982.0,124.03,335695,133.69,May 2026
130,6865031.0,142.49,563033,137.59,May 2026
131,6822945.0,106.82,682453,125.8,May 2026
134,3249990.0,98.93,289503,103.76,May 2026
135,1110272.0,50.7,115394,62.04,May 2026
136,490496.0,38.39,46013,42.41,May 2026
137,1363493.0,30.62,0,,May 2026
138,0.0,,0,,May 2026
139,2663534.0,60.31,0,,May 2026
140,2246242.0,49.23,186505,48.13,May 2026
141,1977663.0,43.35,211546,54.59,May 2026
142,1904871.0,38.95,156768,37.74,May 2026
143,1398632.0,39.1,0,,May 2026
144,1736194.0,40.66,156786,43.23,May 2026
145,2384879.0,53.56,196712,52.01,May 2026
146,0.0,,0,,May 2026
147,1833708.0,41.18,179139,47.37,May 2026
148,2502834.0,56.21,206879,54.7,May 2026
149,0.0,,0,,May 2026
150,1082473.0,26.48,924963,266.41,May 2026
151,8785510.0,127.35,0,,May 2026
152,2428422.0,56.38,212421,58.07,May 2026
153,0.0,,0,,May 2026
159,206830.0,51.51,400,1.17,May 2026
160,2084160.0,203.93,270198,311.29,May 2026
161,478490.0,26.22,54000,34.84,May 2026
162,2782882.0,80.26,264710,89.88,May 2026
163,2288789.0,92.22,186986,88.7,May 2026
164,,,199252,58.43,May 2026
165,2357113.0,94.97,210594,99.9,May 2026
166,117902.0,10.09,16049,16.18,May 2026
167,882882.0,38.39,79879,40.9,May 2026
168,730782.0,41.71,69271,46.55,May 2026
169,113477.0,8.18,6636,5.63,May 2026
170,4475314.0,331.38,396067,345.31,May 2026
171,1206569.0,32.41,0,,May 2026
173,391819.0,10.03,49275,14.86,May 2026
174,5696897.0,102.68,672161,142.65,May 2026
175,932128.0,52.12,74149,48.81,May 2026
176,2171902.0,60.72,189197,62.28,May 2026
177,3375052.0,84.06,344815,101.12,May 2026
178,1423267.0,33.33,144261,39.77,May 2026
179,1506271.0,57.32,132693,59.45,May 2026
180,2354095.0,85.99,0,,May 2026
181,666867.0,36.54,59385,38.31,May 2026
182,388999.0,10.66,39045,12.6,May 2026
183,5800134.0,83.64,512403,87.0,May 2026
184,2313215.0,71.21,238464,86.43,May 2026
185,431732.0,23.19,47255,29.89,May 2026
186,964365.0,28.41,90767,31.48,May 2026
187,511537.0,35.04,24098,19.43,May 2026
188,508108.0,34.8,41386,33.38,May 2026
191,17869689.0,160.52,1423066,150.51,May 2026
192,331695.0,21.64,36755,28.23,May 2026
193,10348453.0,97.77,896037,99.67,May 2026
194,3215940.0,52.45,289303,55.55,May 2026
195,2347786.0,72.27,260907,94.57,May 2026
196,2710647.0,212.18,272697,251.33,May 2026
197,565590.0,21.52,49167,22.03,May 2026
198,252444.0,26.6,19458,24.14,May 2026
199,2758759.0,89.98,242735,93.22,May 2026
200,251122.0,10.58,19232,9.54,May 2026
201,1226865.0,61.11,127072,74.53,May 2026
202,54305.0,4.96,5390,5.8,May 2026
203,511812.0,36.9,47149,40.02,May 2026
204,1670946.0,55.83,155536,61.19,May 2026
205,849119.0,59.65,42486,35.14,May 2026
206,663033.0,35.62,64353,40.7,May 2026
208,1471166.0,45.8,174460,63.95,May 2026
209,2784746.0,108.99,269727,124.3,May 2026
210,1990259.0,89.39,187094,98.94,May 2026
211,747232.0,40.94,54239,34.99,May 2026
212,8003171.0,235.77,592468,205.5,May 2026
213,294552.0,23.74,14346,13.61,May 2026
214,161445.0,8.19,7589,4.53,May 2026
215,957021.0,19.14,87514,20.61,May 2026
216,2222898.0,66.2,0,,May 2026
217,701169.0,39.2,66330,43.67,May 2026
218,7318428.0,101.78,441879,72.36,May 2026
219,3312028.0,59.31,463535,97.73,May 2026
220,24260261.0,246.17,2247761,268.55,May 2026
221,24260261.0,371.32,2247761,405.07,May 2026
222,1273327.0,87.21,116514,93.96,May 2026
223,1606081.0,51.17,153085,57.42,May 2026
224,2333498.0,88.79,236042,105.75,May 2026
225,1358067.0,26.58,126318,29.11,May 2026
226,19871697.0,105.1,1726128,107.49,May 2026
227,73496.0,12.58,3974,8.01,May 2026
228,485191.0,11.08,35345,9.5,May 2026
229,350589.0,73.89,38618,95.83,May 2026
230,4477725.0,104.85,524772,144.68,May 2026
231,364034.0,24.93,27473,22.16,May 2026
232,506845.0,19.84,39481,18.19,May 2026
233,7110195.0,58.5,592442,57.39,May 2026
234,355731.0,1.95,2073,0.13,May 2026
235,8759269.0,48.0,844024,54.45,May 2026
236,3825826.0,50.39,339603,52.67,May 2026
237,11355169.0,61.6,630047,40.25,May 2026
238,9083356.0,49.77,823016,53.1,May 2026
239,2410002.0,13.21,145538,9.39,May 2026
240,0.0,,0,,May 2026
241,1764522.0,9.67,69075,4.46,May 2026
242,0.0,,0,,May 2026
243,3251546.0,17.82,289817,18.7,May 2026
244,0.0,,0,,May 2026
245,10560403.0,57.87,733138,47.3,May 2026
246,3218528.0,17.64,227499,14.68,May 2026
247,2765608.0,15.15,316944,20.45,May 2026
248,2820080.0,15.45,374571,24.17,May 2026
249,0.0,,0,,May 2026
250,7133379.0,50.63,218142,18.23,May 2026
251,,,240798,34.52,May 2026
252,86125.0,21.45,5800,17.01,May 2026
254,7302104.0,56.51,741765,67.59,May 2026
255,9329338.0,81.4,879954,90.4,May 2026
256,3492176.0,102.88,367705,127.54,May 2026
257,2139254.0,75.14,137232,56.75,May 2026
258,3264071.0,102.79,301213,111.68,May 2026
259,11480973.0,170.95,1044554,183.13,May 2026
261,1475777.0,62.2,154235,76.54,May 2026
262,147567.0,12.63,21559,21.73,May 2026
264,628967.0,40.07,84974,63.75,May 2026
265,115315.0,9.29,19125,18.15,May 2026
266,453303.0,24.35,78846,49.87,May 2026
267,1541843.0,62.12,155541,73.79,May 2026
268,220815.0,23.27,28072,34.83,May 2026
269,268254.0,18.37,20685,16.68,May 2026
270,426974.0,18.87,16417,8.54,May 2026
271,1561772.0,66.86,154037,77.64,May 2026
272,806284.0,28.69,50771,21.27,May 2026
273,192278.0,10.54,14171,9.14,May 2026
274,97012.0,9.49,10207,11.76,May 2026
275,2354433.0,65.16,197108,64.23,May 2026
276,3044604.0,75.83,249657,73.21,May 2026
277,216342.0,23.71,19303,24.91,May 2026
278,79120061.0,134.97,7669050,154.04,May 2026
279,216839.0,12.91,27976,19.62,May 2026
280,237849.0,6.52,9922,3.2,May 2026
281,1164914.0,67.91,107344,73.67,May 2026
282,619797.0,19.52,85019,31.52,May 2026
283,369159.0,10.54,45217,15.19,May 2026
284,260156.0,14.55,18835,12.4,May 2026
285,3881761.0,212.7,413025,266.47,May 2026
286,54958.0,9.41,3650,7.36,May 2026
287,242662.0,9.23,155100,69.49,May 2026
288,1602142.0,51.04,0,,May 2026
289,0.0,,0,,May 2026
290,5000541.0,249.09,504818,296.08,May 2026
291,1021560.0,38.34,111568,49.3,May 2026
292,931089.0,39.25,76563,38.0,May 2026
293,3755939.0,100.88,279364,88.35,May 2026
294,160747.0,22.02,14488,23.37,May 2026
295,786114.0,38.46,72315,41.66,May 2026
296,2384741.0,100.52,141843,70.39,May 2026
297,849485.0,42.32,74563,43.73,May 2026
299,684822.0,13.5,73668,17.1,May 2026
330,932527.0,44.82,73578,41.64,May 2026
331,16007048.0,146.18,1347789,144.92,May 2026
332,21872024.0,211.0,2113577,240.07,May 2026
333,4127709.0,87.67,381612,95.43,May 2026
334,2226697.0,78.21,234675,97.05,May 2026
335,3065052.0,79.22,270247,82.24,May 2026
336,4632556.0,111.33,453142,128.22,May 2026
337,275732.0,19.37,17219,14.24,May 2026
338,444070.0,19.62,31300,16.29,May 2026
339,3857764.0,66.47,357075,72.44,May 2026
340,91254.0,4.03,2271,1.18,May 2026
341,4584423.0,119.62,403841,124.07,May 2026
342,1910246.0,64.61,159658,63.58,May 2026
343,1913010.0,87.35,156124,83.94,May 2026
344,23876296.0,189.61,2427673,226.99,May 2026
345,695758.0,34.66,67447,39.56,May 2026
346,2432569.0,87.69,217898,92.49,May 2026
347,2276139.0,56.18,242345,70.43,May 2026
348,1275427.0,36.02,191784,63.78,May 2026
349,1843401.0,60.85,148319,57.64,May 2026
350,7755942.0,93.2,814799,115.28,May 2026
351,425286.0,23.78,35929,23.65,May 2026
352,311687.0,25.88,29477,28.81,May 2026
353,77212.0,13.22,0,,May 2026
354,2309752.0,107.26,229945,125.72,May 2026
355,8498847.0,172.48,774850,185.15,May 2026
356,95823.0,13.13,6536,10.54,May 2026
357,3757088.0,62.38,392659,76.77,May 2026
358,111665.0,15.3,9963,16.07,May 2026
359,4143650.0,90.1,376467,96.38,May 2026
361,47443.0,6.19,3638,5.59,May 2026
362,444213.0,26.46,29490,20.68,May 2026
363,0.0,,0,,May 2026
364,20426253.0,165.57,1503579,143.5,May 2026
365,7463631.0,102.24,679520,109.6,May 2026
366,380613.0,34.76,27942,30.05,May 2026
367,6562422.0,123.15,553992,122.4,May 2026
368,5548433.0,86.37,448146,82.14,May 2026
369,6835578.0,144.06,564054,139.96,May 2026
370,4739192.0,94.77,411538,96.9,May 2026
371,5380074.0,111.67,533338,130.34,May 2026
372,1914613.0,87.43,144655,77.77,May 2026
373,29516.0,5.78,0,,May 2026
374,339039.0,18.58,37860,24.43,May 2026
375,155325.0,32.73,16250,40.32,May 2026
376,,,68875,29.62,May 2026
377,102455.0,4.68,8437,4.54,May 2026
378,372622.0,23.74,95952,71.98,May 2026
379,690882.0,36.4,64587,40.07,May 2026
380,458576.0,31.41,37831,30.51,May 2026
382,5146150.0,70.5,410529,66.21,May 2026
385,5714198.0,42.08,492515,42.71,May 2026
386,2450159.0,70.66,212479,72.15,May 2026
387,225945.0,8.6,13390,6.0,May 2026
388,459449.0,25.18,27222,17.56,May 2026
389,333247.0,30.43,22402,24.09,May 2026
390,682773.0,30.67,70646,37.36,May 2026
391,6400393.0,243.55,592299,265.37,May 2026
392,1185514.0,41.64,101830,42.11,May 2026
393,849005.0,44.73,86657,53.76,May 2026
394,778815.0,42.67,44767,28.88,May 2026
395,228618.0,22.37,17110,19.71,May 2026
396,149958.0,18.67,16449,24.12,May 2026
397,103604.0,2.31,9739,2.55,May 2026
398,411052.0,36.33,33889,35.26,May 2026
399,379303.0,29.69,33221,30.62,May 2026
400,355313.0,25.62,28161,23.91,May 2026
401,1544350.0,59.59,145702,66.2,May 2026
402,112402.0,7.7,8720,7.03,May 2026
403,307809.0,13.18,45715,23.04,May 2026
404,5337320.0,113.35,532053,133.05,May 2026
405,397025.0,18.13,33070,17.78,May 2026
406,207791.0,15.81,20685,18.53,May 2026
407,285973.0,24.48,20495,20.66,May 2026
408,2450952.0,94.58,146910,66.75,May 2026
409,224884.0,22.0,21015,24.21,May 2026
410,377968.0,30.46,32433,30.77,May 2026
411,875437.0,47.97,49719,32.08,May 2026
412,208462.0,13.93,15289,12.03,May 2026
413,3308490.0,88.0,257100,80.52,May 2026
414,6257276.0,109.89,458807,94.87,May 2026
415,1575113.0,34.25,0,,May 2026
416,0.0,,0,,May 2026
417,1305088.0,39.29,339661,120.4,May 2026
418,0.0,,0,,May 2026
419,2112498.0,64.31,0,,May 2026
420,3612224.0,47.13,289614,44.49,May 2026
421,6545732.0,109.35,628851,123.69,May 2026
422,6346155.0,76.59,522780,74.29,May 2026
423,5678109.0,80.19,501923,83.46,May 2026
424,6116240.0,90.58,560135,97.67,May 2026
425,7789139.0,93.19,700603,98.69,May 2026
426,10995063.0,112.4,916516,110.32,May 2026
427,1981632.0,44.87,0,,May 2026
428,1084433.0,47.92,63622,33.1,May 2026
429,2355847.0,53.34,183459,48.91,May 2026
430,7807105.0,142.6,565891,121.7,May 2026
431,17934340.0,149.35,1650048,161.79,May 2026
432,5070185.0,84.7,489103,96.2,May 2026
433,4668598.0,95.45,362768,87.33,May 2026
434,0.0,,0,,May 2026
461,1120060.0,61.37,105605,68.13,May 2026
462,6265423.0,117.57,635793,140.48,May 2026
470,5301459.0,110.03,378209,92.43,May 2026
471,3277670.0,79.47,293826,83.88,May 2026
472,3474512.0,76.15,305824,78.92,May 2026
473,0.0,,0,,May 2026
474,577455.0,25.94,53918,28.51,May 2026
475,192157.0,26.32,15949,25.72,May 2026
476,4081617.0,93.19,338799,91.08,May 2026
477,422749.0,57.91,1,0.0,May 2026
479,5822871.0,52.31,584585,61.83,May 2026
480,4490587.0,106.98,410470,115.14,May 2026
481,2694930.0,78.55,248455,85.26,May 2026
482,4405878.0,124.44,405634,134.9,May 2026
483,3554826.0,78.54,343719,89.42,May 2026
484,899580.0,32.01,63472,26.59,May 2026
485,2418347.0,73.62,269121,96.46,May 2026
486,131448612.0,238.34,10444597,222.98,May 2026
487,10498691.0,1797.72,1100679,,May 2026
488,2607377.0,59.53,252282,67.82,May 2026
489,5769995.0,121.6,543198,134.79,May 2026
490,4299859.0,110.1,435218,131.21,May 2026
491,45932633.0,244.83,4562391,286.33,May 2026
492,1525638.0,56.48,131432,57.29,May 2026
493,1023321.0,26.7,83543,25.67,May 2026
494,1500725.0,73.42,88278,50.85,May 2026
495,228230.0,20.84,22494,24.19,May 2026
496,1210129.0,57.16,132775,73.85,May 2026
497,5292308.0,41.67,416762,38.63,May 2026
498,5765405.0,47.01,498644,47.87,May 2026
499,944416.0,43.12,0,,May 2026
500,1084751.0,52.14,74413,42.11,May 2026
501,11871943.0,131.15,0,,May 2026
502,964546.0,62.92,98319,75.51,May 2026
503,2297544.0,49.96,162782,41.67,May 2026
504,295700.0,20.25,25718,20.74,May 2026
505,137619.0,34.28,11298,33.13,May 2026
506,20307393.0,139.44,1559418,126.07,May 2026
507,4456151.0,83.05,383034,84.05,May 2026
508,5461682.0,101.79,516289,113.3,May 2026
509,4364893.0,99.66,411183,110.53,May 2026
510,4071464.0,74.86,350884,75.97,May 2026
511,2889139.0,53.12,239983,51.96,May 2026
512,25131187.0,142.85,2121953,142.01,May 2026
513,53395006.0,417.96,4455994,410.69,May 2026
514,5346154.0,112.67,680630,168.89,May 2026
515,25237603.0,137.74,2400907,154.28,May 2026
516,8503198.0,89.95,704913,87.8,May 2026
518,1173327.0,52.7,123217,65.16,May 2026
519,1910209.0,67.97,172513,72.27,May 2026
520,15225062.0,140.45,1065697,115.75,May 2026
521,868407.0,26.73,107030,38.79,May 2026
522,2520202.0,86.31,272267,109.79,May 2026
523,2204121.0,102.35,183535,100.35,May 2026
524,901805.0,44.92,86119,50.51,May 2026
525,2258223.0,44.19,189562,43.68,May 2026
526,2052833.0,76.0,217327,94.74,May 2026
527,111586.0,15.29,4681,7.55,May 2026
528,2427264.0,68.56,236148,78.53,May 2026
529,2697645.0,55.16,267008,64.28,May 2026
531,,,27792,18.68,May 2026
533,,,0,,May 2026
534,1657474.0,37.53,151800,40.47,May 2026
535,2155858.0,41.02,0,,May 2026
536,1794987.0,70.25,142546,65.69,May 2026
537,1835172.0,41.21,167351,44.25,May 2026
538,1756989.0,40.45,145033,39.31,May 2026
539,1864116.0,42.21,163360,43.55,May 2026
540,1893013.0,42.86,176780,47.13,May 2026
541,1660210.0,37.28,142160,37.59,May 2026
542,1994257.0,45.15,169627,45.22,May 2026
543,1613478.0,36.53,0,,May 2026
544,1542823.0,34.93,135597,36.15,May 2026
545,2020181.0,45.74,180341,48.08,May 2026
546,1573938.0,35.64,0,,May 2026
547,1643370.0,37.21,112932,30.11,May 2026
548,1769219.0,40.06,156262,41.66,May 2026
549,1603164.0,36.3,143595,38.28,May 2026
550,1675082.0,37.93,129577,34.54,May 2026
551,1533520.0,34.72,132370,35.29,May 2026
552,655095.0,40.79,59103,43.33,May 2026
553,22775029.0,173.33,2042539,183.02,May 2026
554,9319736.0,86.26,985156,107.36,May 2026
555,1330.0,0.16,0,,May 2026
556,92955.0,5.42,5286,3.63,May 2026
557,445243.0,13.12,47347,16.42,May 2026
560,171499.0,13.82,4568,4.33,May 2026
561,655037.0,44.87,73251,59.07,May 2026
562,2735653.0,45.42,260942,51.02,May 2026
563,2735653.0,45.42,260942,51.02,May 2026
564,236221.0,21.57,19427,20.89,May 2026
565,362266.0,33.08,28425,30.56,May 2026
566,2655326.0,139.9,83385,51.73,May 2026
568,635581.0,62.19,16519,19.03,May 2026
569,714114.0,24.46,60691,24.47,May 2026
570,225634.0,15.45,20513,16.54,May 2026
571,1120174.0,61.38,105518,68.08,May 2026
572,440409.0,25.14,38784,26.06,May 2026
573,3484150.0,88.39,330241,98.64,May 2026
574,1077389.0,44.06,86441,41.62,May 2026
577,0.0,,0,,May 2026
578,0.0,,0,,May 2026
579,0.0,,0,,May 2026
580,0.0,,0,,May 2026
581,0.0,,0,,May 2026
583,296357.0,11.28,18381,8.24,May 2026
584,6173490.0,89.02,580074,98.48,May 2026
585,661639.0,62.51,56798,63.18,May 2026
586,1233182.0,64.97,115253,71.5,May 2026
587,316151.0,10.19,17948,6.81,May 2026
588,530971.0,48.49,43693,46.98,May 2026
589,1757322.0,69.78,120333,56.26,May 2026
590,258675.0,23.62,22954,24.68,May 2026
591,1386650.0,29.22,72985,18.11,May 2026
592,2050237.0,87.77,154440,77.84,May 2026
593,1348271.0,49.92,127327,55.5,May 2026
594,1295168.0,49.98,107538,48.86,May 2026
595,1527040.0,63.39,121491,59.38,May 2026
596,1208536.0,39.89,115284,44.81,May 2026
597,3739939.0,89.88,299209,84.67,May 2026
598,3651139.0,91.77,305146,90.31,May 2026
599,2644312.0,80.5,218441,78.29,May 2026
600,2181350.0,54.33,257148,75.41,May 2026
601,295831.0,23.84,48716,46.22,May 2026
602,341792.0,25.31,30932,26.97,May 2026
604,0.0,,0,,May 2026
605,2467755.0,107.32,184684,94.56,May 2026
606,113715.0,28.32,8525,25.0,May 2026
607,293563.0,9.35,24324,9.12,May 2026
609,274503.0,1.94,0,,May 2026
610,86360.0,8.76,25652,30.65,May 2026
611,211844.0,11.84,14354,9.45,May 2026
612,295023.0,23.09,34251,31.57,May 2026
614,1952048.0,82.28,183347,90.99,May 2026
615,2489398.0,67.53,122626,39.17,May 2026
618,51554.0,11.77,2360,6.34,May 2026
620,96180.0,10.54,8555,11.04,May 2026
626,272085.0,53.25,21094,48.6,May 2026
632,233193.0,35.49,15503,27.78,May 2026
634,275434.0,41.92,26845,48.11,May 2026
636,607882.0,92.52,26056,46.7,May 2026
638,864592.0,60.74,48279,39.93,May 2026
639,253280.0,31.54,25860,37.92,May 2026
641,88882.0,12.18,0,,May 2026
642,57727.0,14.38,6504,19.07,May 2026
654,63480.0,15.81,4420,12.96,May 2026
660,70473.0,9.65,4267,6.88,May 2026
663,61834.0,3.68,2785,1.95,May 2026
714,527889.0,45.2,38625,38.94,May 2026
715,590260.0,8.09,47205,7.61,May 2026
716,667297.0,45.71,50509,40.73,May 2026
717,714114.0,48.91,41839,33.74,May 2026
718,9507116.0,162.79,926937,186.88,May 2026
719,186905.0,17.07,16447,17.68,May 2026
720,3719294.0,93.48,372525,110.25,May 2026
721,3181063.0,47.62,271361,47.83,May 2026
723,295978.0,13.74,0,,May 2026
725,45061.0,5.88,1605,2.47,May 2026
726,70882.0,12.95,5864,12.61,May 2026
727,127877.0,7.3,22794,15.32,May 2026
729,3230766.0,327.83,337391,403.1,May 2026
730,518889.0,21.87,29914,14.85,May 2026
731,1131448.0,49.2,112567,57.64,May 2026
732,4136484.0,96.04,309096,84.5,May 2026
733,2845181.0,78.74,217397,70.84,May 2026
734,228379.0,32.93,16484,27.99,May 2026
736,5162301.0,353.58,547943,441.89,May 2026
738,216975.0,49.54,14178,38.11,May 2026
741,710798.0,77.9,6320,8.15,May 2026
742,1926006.0,105.53,132863,85.72,May 2026
743,532394.0,97.24,29193,62.78,May 2026
744,608577.0,40.67,23322,18.35,May 2026
747,556095.0,101.57,61383,132.01,May 2026
751,1722279.0,205.16,112722,158.1,May 2026
752,156809.0,15.34,9906,11.41,May 2026
753,5620722.0,64.43,616907,83.26,May 2026
754,8483689.0,181.59,808536,203.76,May 2026
755,1491531.0,44.42,122212,42.85,May 2026
756,2474954.0,616.43,258744,758.78,May 2026
757,903670.0,38.09,61707,30.62,May 2026
758,818741.0,37.39,61253,32.93,May 2026
759,686610.0,31.35,46420,24.96,May 2026
760,2733383.0,39.21,238801,40.33,May 2026
761,256520.0,43.92,21150,42.64,May 2026
762,1725763.0,39.08,142954,38.11,May 2026
763,1504478.0,42.49,80133,26.65,May 2026
764,2709397.0,115.98,215758,108.75,May 2026
765,3206338.0,159.72,267066,156.64,May 2026
766,3377397.0,121.75,255331,108.37,May 2026
767,111609.0,15.29,15218,24.55,May 2026
768,9607162.0,156.67,805731,154.71,May 2026
769,2917365.0,76.12,239358,73.54,May 2026
770,1223749.0,145.77,152515,213.91,May 2026
771,5047867.0,55.32,365642,47.18,May 2026
772,677043.0,18.93,72116,23.74,May 2026
773,3707820.0,65.12,399548,82.62,May 2026
776,19916424.0,114.87,1805672,122.63,May 2026
777,130316.0,7.6,10798,7.41,May 2026
778,3206340.0,86.12,252109,79.73,May 2026
779,706579.0,38.72,42428,27.37,May 2026
780,591841.0,36.03,95639,68.56,May 2026
781,303320.0,33.24,22669,29.25,May 2026
782,151891.0,6.94,11465,6.16,May 2026
783,3863817.0,81.43,328721,81.57,May 2026
784,1104019.0,75.62,112452,90.69,May 2026
785,172354.0,13.12,22800,20.43,May 2026
786,121724.0,27.79,9432,25.35,May 2026
787,2713093.0,67.57,275153,80.69,May 2026
788,5502272.0,71.78,637497,97.93,May 2026
789,440316.0,25.67,32327,22.19,May 2026
790,151669.0,37.78,5843,17.13,May 2026
791,618786.0,42.38,93126,75.1,May 2026
792,645124.0,23.57,41123,17.69,May 2026
793,63481.0,5.8,2292,2.46,May 2026
795,1491619.0,38.92,157730,48.46,May 2026
797,23632351.0,133.5,2177844,144.85,May 2026
798,1135969.0,43.23,78523,35.18,May 2026
799,359843.0,28.17,26458,24.39,May 2026
800,327906.0,23.64,22990,19.52,May 2026
801,506960.0,39.68,32508,29.96,May 2026
802,101024.0,6.29,11542,8.46,May 2026
803,68521.0,11.73,5183,10.45,May 2026
804,533463.0,29.83,29138,19.18,May 2026
805,548044.0,30.03,33526,21.63,May 2026
806,4450074.0,70.07,418993,77.68,May 2026
807,906800.0,51.76,71503,48.05,May 2026
808,1522165.0,69.51,140577,75.58,May 2026
809,411739.0,21.69,31240,19.38,May 2026
810,559968.0,26.0,43118,23.57,May 2026
811,1450861.0,42.74,98105,34.03,May 2026
812,247137.0,27.08,22964,29.63,May 2026
813,246211.0,22.49,23044,24.78,May 2026
814,835279.0,36.32,78155,40.02,May 2026
