name,address,city,state,zip,rooms,revpar,adr,occupancy,revenue,bucket,photo,flagged,id,lastMonthRevpar,lastMonth,source,lon,lat,brand,parentCompany,market,submarket,hotelClass,scale,yearBuilt
COMFORT SUITES,5204 S EAST END BLVD,MARSHALL,TX,75672,65,85.0,,,227238.0,red,,False,15,112.77,May 2026,comptroller,-94.35701,32.495549,,,,,,,
PADRE SOUTH HOTEL,1500 GULF BLVD,SOUTH PADRE ISLAND,TX,78597,63,72.0,,,165563.0,red,,False,16,84.77,May 2026,comptroller,-97.16336059999999,26.0958996,,,,,,,
CORPORATE HOUSING ASSOCIATES LP,10200 GROGANS MILL RD STE 550,THE WOODLANDS,TX,77380,65,438.0,,,769471.0,red,,False,17,381.87,May 2026,comptroller,-95.47151149999999,30.1565372,,,,,,,
FREDERICKSBURG INN & SUITES,201 S WASHINGTON ST,FREDERICKSBURG,TX,78624,102,111.0,,,435835.0,red,,False,18,137.84,May 2026,comptroller,-98.8686111,30.2694444,,,,,,,
AMERICA'S BEST VALUE INN WALLER,19777 STOKES RD,WALLER,TX,77484,40,34.0,,,40532.0,yellow,,False,19,32.69,May 2026,comptroller,-95.9097785,30.0609929,,,,,,,
INTOWN SUITES ARLINGTON OAK VILLAGE,1727 OAK VILLAGE BLVD,ARLINGTON,TX,76017,132,44.0,,,177290.0,yellow,,False,20,43.33,May 2026,comptroller,-97.135643,32.667961,,,,,,,
INTOWN SUITES ROLLING CREEK,16909 ROLLING CREEK DR,HOUSTON,TX,77090,137,38.0,,,166247.0,yellow,,False,21,39.14,May 2026,comptroller,-95.45246999999999,30.011364,,,,,,,
SHRADDHA LP,7318 CALMONT AVE,FORT WORTH,TX,76116,68,68.0,,,178073.0,red,,False,22,84.47,May 2026,comptroller,-97.44310139999999,32.73449720000001,,,,,,,
SLEEP INN MAINSTAY SUITES,2409 N TIMBERLAND DR,LUFKIN,TX,75901,62,101.0,,,202410.0,red,,False,23,105.31,May 2026,comptroller,-94.7131666,31.3682638,,,,,,,
INTOWN SUITES BROOK HOLLOW,8201 BROOKRIVER DR,DALLAS,TX,75247,134,47.0,,,187622.0,yellow,,False,24,45.17,May 2026,comptroller,-96.8690589,32.8235409,,,,,,,
HIWAY INN & SUITE,4211 TEXAS AVE STE 101,LA MARQUE,TX,77568,20,53.0,,,29703.0,yellow,,False,25,47.91,May 2026,comptroller,-95.0044327,29.3774297,,,,,,,
GALVESTON BEACH HOTEL WEST,8710 SEAWALL BLVD,GALVESTON,TX,77554,120,57.0,,,221536.0,yellow,,False,26,59.55,May 2026,comptroller,-94.8514034,29.2532144,,,,,,,
SURESTAY PLUS BY BEST WESTERN,11355 SAN PEDRO AVE,SAN ANTONIO,TX,78216,61,22.0,,,46206.0,gray,,False,27,24.43,May 2026,comptroller,-98.4918519,29.5437793,,,,,,,
RIATA INN,1500 E US HIGHWAY 90,MARFA,TX,79843,20,86.0,,,37737.0,red,,False,28,60.87,May 2026,comptroller,-104.009941,30.310782,,,,,,,
RIATA INN,1531 N HIGHWAY 83,CRYSTAL CITY,TX,78839,20,29.0,,,14457.0,gray,,False,29,23.32,May 2026,comptroller,-99.835821,28.691259,,,,,,,
RIATA INN,99206 US HIGHWAY 67,PRESIDIO,TX,79845,20,99.0,,,46128.0,red,,False,30,74.4,May 2026,comptroller,-104.3746018,29.5824052,,,,,,,
RIATA INN,509 E HIGHWAY 67,RANKIN,TX,79778,20,86.0,,,43869.0,red,,False,31,70.76,May 2026,comptroller,-101.9342638,31.2253655,,,,,,,
CLUB QUARTERS IN HOUSTON,720 FANNIN ST,HOUSTON,TX,77002,263,115.0,,,1069386.0,red,,False,32,131.16,May 2026,comptroller,-95.3952159,29.71676949999999,,,,,,,
HOLIDAY INN EXPRESS,300 TUTTLE CIR,LONGVIEW,TX,75605,70,203.0,,,246145.0,red,,False,33,113.43,May 2026,comptroller,-94.75269840000001,32.5447677,,,,,,,
STITCHIN' HEAVEN INC,321 RICHARDS ST,QUITMAN,TX,75783,12,27.0,,,13202.0,gray,,False,35,35.49,May 2026,comptroller,-95.45841229999999,32.7897719,,,,,,,
CULEBRA MOTEL,5812 CULEBRA RD,SAN ANTONIO,TX,78228,22,10.0,,,5852.0,gray,,False,38,8.58,May 2026,comptroller,-98.60055559999999,29.4477778,,,,,,,
NORTHWEST HWY LLC,1901 PENDLETON DR,GARLAND,TX,75041,53,21.0,,,45715.0,gray,,False,39,27.82,May 2026,comptroller,-96.6548979,32.8619339,,,,,,,
BEST WESTERN INN,204 N COLLEGE AVE,LEVELLAND,TX,79336,47,55.0,,,96681.0,yellow,,False,40,66.36,May 2026,comptroller,-102.3684032,33.5951044,,,,,,,
THE CALLAWAY HOUSE,301 GEORGE BUSH DR W,COLLEGE STATION,TX,77840,48,29.0,,,0.0,gray,,True,41,,May 2026,comptroller,-96.3410621,30.6026936,,,,,,,
SYMPHONY INN & SUITES,6613 NORTH FWY,HOUSTON,TX,77076,32,32.0,,,17359.0,yellow,,False,43,17.5,May 2026,comptroller,-95.40348499999999,29.8595759,,,,,,,
HAMPTON INN & SUITES,2219 N BEDELL AVE,DEL RIO,TX,78840,65,80.0,,,96206.0,red,,False,44,47.74,May 2026,comptroller,-100.9007569,29.3924411,Hampton by Hilton,Hilton Worldwide,Texas West,Texas West Area,Upper Midscale,Upper Midscale,2005.0
AMERICAN AIRLINES INC,4200 AMERICAN BLVD,FORT WORTH,TX,76155,299,,,,0.0,gray,,True,45,,May 2026,comptroller,-97.070717,32.8247019,,,,,,,
CAMPUS ON LAKE AUSTIN,4907 RANCH ROAD #2222,AUSTIN,TX,78731,186,15.0,,,134162.0,gray,,False,46,23.27,May 2026,comptroller,-97.78585199999999,30.3482603,,,,,,,
DAYS INN,5370 BLUE MOUND RD,FORT WORTH,TX,76106,49,21.0,,,35508.0,gray,,False,47,23.38,May 2026,comptroller,-97.34260019999999,32.8372066,,,,,,,
CRYSTAL INN,9402 S SAM HOUSTON PKWY W,MISSOURI CITY,TX,77489,36,31.0,,,32550.0,yellow,,False,48,29.17,May 2026,comptroller,-95.5220495,29.63087909999999,,,,,,,
S J PATEL & SONS LTD,1204 US HIGHWAY 79 N,HENDERSON,TX,75652,39,19.0,,,14325.0,gray,,False,49,11.85,May 2026,comptroller,-94.7856649,32.166283,,,,,,,
EXECUTIVE INN,800 N US HIGHWAY 77,SCHULENBURG,TX,78956,30,15.0,,,11244.0,gray,,False,50,12.09,May 2026,comptroller,-96.903503,29.69717,,,,,,,
PALACE INN I-10 WEST,1340 W SAM HOUSTON PKWY,HOUSTON,TX,77043,35,42.0,,,41684.0,yellow,,False,51,38.42,May 2026,comptroller,-95.56225440000001,29.7960201,,,,,,,
COMFORT SUITES,2350 S DAY ST,BRENHAM,TX,77833,54,45.0,,,81652.0,yellow,,False,52,48.78,May 2026,comptroller,-96.39705,30.145549,,,,,,,
SPRINGHILL SUITES,1820 COUNTRY PLACE PKWY,PEARLAND,TX,77584,92,69.0,,,220433.0,red,,False,53,77.29,May 2026,comptroller,-95.3837561,29.5790358,,,,,,,
MOTEL 6,126 KENLEY PL,SAN ANTONIO,TX,78232,79,13.0,,,20062.0,gray,,False,54,8.19,May 2026,comptroller,-98.4746007,29.5819124,,,,,,,
CENTURY INN,2126 W NORTHWEST HWY,DALLAS,TX,75220,37,18.0,,,16470.0,gray,,False,56,14.36,May 2026,comptroller,-96.9037559,32.8653028,,,,,,,
CHATWORTH LTD_- HOLIDAY INN EXPRESS,2806 WOLFLIN AVE,AMARILLO,TX,79109,90,117.0,,,371063.0,red,,False,57,133.0,May 2026,comptroller,-101.8678687,35.1933603,,,,,,,
HAMPTON INN & SUITES,925 EAR RUDDER FRWY S,COLLEGE STATION,TX,77840,79,74.0,,,261785.0,red,,False,58,106.89,May 2026,comptroller,-96.30697579999999,30.6400167,,,,,,,
LA QUINTA INN & SUITES,5051 N EXPRESSWAY,BROWNSVILLE,TX,78520,62,111.0,,,226496.0,red,,False,59,117.84,May 2026,comptroller,-97.5199435,25.9795866,,,,,,,
RAMADA LIMITED,2201 N BRYANT BLVD,SAN ANGELO,TX,76903,39,37.0,,,56113.0,yellow,,False,61,46.41,May 2026,comptroller,-100.4563611,31.4793214,,,,,,,
BEST BUDGET SUITES,8401 WEST FWY # I-30,FORT WORTH,TX,76116,120,,,,0.0,gray,,True,64,,May 2026,comptroller,-97.464126,32.7371244,,,,,,,
LAQUINTA INN SUITES,4105 W AIRPORT FWY,IRVING,TX,75062,166,46.0,,,259347.0,yellow,,False,65,50.4,May 2026,comptroller,-97.0075803,32.838179,,,,,,,
LA QUINTA,7220 BOB BULLOCK LOOP,LAREDO,TX,78041,101,123.0,,,386106.0,red,,False,66,123.32,May 2026,comptroller,-99.44458159999999,27.5610735,,,,,,,
BEST WESTERN RELIANT PARK,2364 SOUTH LOOP W,HOUSTON,TX,77054,106,29.0,,,107606.0,gray,,False,67,32.75,May 2026,comptroller,-95.4107387,29.68490299999999,,,,,,,
HOLIDAY INN OF COLLEGE STATION,2500 EARL RUDDER FWY S,COLLEGE STATION,TX,77840,116,72.0,,,302739.0,red,,False,68,84.19,May 2026,comptroller,-96.2902926,30.6077158,,,,,,,
HOLIDAY INN EXPRESS,727 S 11TH ST,PORT ARANSAS,TX,78373,74,98.0,,,244258.0,red,,False,70,106.48,May 2026,comptroller,-97.06326600000001,27.8245314,,,,,,,
REGENCY INN & SUITES,7700 WILL CLAYTON PKWY,HUMBLE,TX,77338,36,20.0,,,17148.0,gray,,False,71,15.37,May 2026,comptroller,-95.2694339,29.9804076,,,,,,,
HOLIDAY INN EXPRESS,350 MEDICAL DR,JOURDANTON,TX,78026,70,81.0,,,187837.0,red,,False,72,86.56,May 2026,comptroller,-98.5464068,28.9180294,,,,,,,
SUNBRIDGE INN & SUITES,388 MEDICAL DR,JOURDANTON,TX,78026,35,38.0,,,24011.0,yellow,,True,73,22.13,May 2026,comptroller,-98.523743,28.9335476,,,,,,,
BEST WESTERN THE WOODLANDS,17081 INTERSTATE 45 SOUTH,THE WOODLANDS,TX,77385,62,31.0,,,78306.0,yellow,,False,74,40.74,May 2026,comptroller,-95.4551912,30.2090712,,,,,,,
THE EXECUTIVE INN,2007 STATE HIGHWAY 35 N,PORT LAVACA,TX,77979,52,13.0,,,15047.0,gray,,False,75,9.33,May 2026,comptroller,-96.6231061,28.6365119,,,,,,,
SUNCHASE CONDOMINIUMS,1010 PADRE BLVD,SOUTH PADRE ISLAND,TX,78597,40,61.0,,,63435.0,yellow,,False,76,51.16,May 2026,comptroller,-97.1632224,26.0924508,,,,,,,
TEXAN INN,4045 NORTH FWY,HOUSTON,TX,77022,105,23.0,,,66349.0,gray,,False,77,20.38,May 2026,comptroller,-95.380641,29.823403,,,,,,,
ECONO LODGE,9102 BURNET RD,AUSTIN,TX,78758,39,30.0,,,36527.0,yellow,,False,78,30.21,May 2026,comptroller,-97.726614,30.374959,,,,,,,
AIRPORT INN SUITES,849 LANTANA ST,CORPUS CHRISTI,TX,78408,32,19.0,,,14262.0,gray,,False,79,14.38,May 2026,comptroller,-97.4707617,27.803242,,,,,,,
BUDGET SUITES OF AMERICA TX-282,10222 N WALTON WALKER BLVD,DALLAS,TX,75220,282,46.0,,,379665.0,yellow,,False,80,43.43,May 2026,comptroller,-96.90045549999999,32.860982,,,,,,,
"BUDGET SUITES OF AMERICA, TX-424",2175 S HIGHWAY 121,LEWISVILLE,TX,75067,424,41.0,,,537533.0,yellow,,False,81,40.9,May 2026,comptroller,-96.8785479,33.0723997,,,,,,,
BUDGET SUITES OF AMERICA TX-414,1050 N HIGHWAY 360,GRAND PRAIRIE,TX,75050,414,42.0,,,545047.0,yellow,,False,82,42.47,May 2026,comptroller,-97.0604846,32.7646022,,,,,,,
"BUDGET SUITES OF AMERICA, TX-408",8150 STEMMONS FWY,DALLAS,TX,75247,408,40.0,,,467795.0,yellow,,False,83,36.99,May 2026,comptroller,-96.86961289999999,32.82479259999999,,,,,,,
PALACE INN,15707 EASTEX FWY,HUMBLE,TX,77396,34,26.0,,,30836.0,gray,,False,88,29.26,May 2026,comptroller,-95.293319,29.947649,,,,,,,
MCM GRANDE & FUN DOME,6201 E HWY 80,ODESSA,TX,79762,245,55.0,,,365781.0,yellow,,False,89,48.16,May 2026,comptroller,-102.3062802,31.8777429,,,,,,,
HAMPTON INN & SUITES - GAINESVILLE,4325 N INTERSTATE 35,GAINESVILLE,TX,76240,95,77.0,,,238951.0,red,,False,90,81.14,May 2026,comptroller,-97.15831519999999,33.6804284,Hampton by Hilton,Hilton Worldwide,Texas North,Texas North Area,Upper Midscale,Upper Midscale,2006.0
RED CROWN INN,9616 C F HAWN FWY,DALLAS,TX,75217,44,20.0,,,27311.0,gray,,False,91,20.02,May 2026,comptroller,-96.6559489,32.7029843,,,,,,,
WINNWAY MOTEL,1717 MARTIN L KING BLVD,DALLAS,TX,75215,14,18.0,,,7205.0,gray,,False,92,16.6,May 2026,comptroller,-96.7765261,32.762784,,,,,,,
PALACE INN,10901 EAST FWY,HOUSTON,TX,77029,29,30.0,,,28971.0,yellow,,False,94,32.23,May 2026,comptroller,-95.23750869999999,29.7745683,,,,,,,
KNIGHTS INN,104 TEXAS AVE S,COLLEGE STATION,TX,77840,50,20.0,,,39185.0,gray,,False,95,25.28,May 2026,comptroller,-96.3098617,30.6078049,,,,,,,
TOWER INN,5844 JACKSBORO HWY,FORT WORTH,TX,76114,26,15.0,,,11485.0,gray,,False,96,14.25,May 2026,comptroller,-97.41010159999999,32.8029709,,,,,,,
BEST WESTERN TROPIC INN,615 S HIGHWAY 77,ROBSTOWN,TX,78380,40,33.0,,,42480.0,yellow,,False,97,34.26,May 2026,comptroller,-97.6641788,27.7793042,,,,,,,
COMFORT INN,1005 S MAIN,VEGA,TX,79092,42,37.0,,,58326.0,yellow,,False,98,44.8,May 2026,comptroller,-102.4277542,35.237774,,,,,,,
FAIRWINDS EXECUTIVE INN,1415 W BUS 83,PHARR,TX,78577,37,30.0,,,34852.0,yellow,,False,99,30.39,May 2026,comptroller,-98.2017553,26.1973833,,,,,,,
QUALITY INN,1301 W EXPRESSWAY 83,PHARR,TX,78577,58,15.0,,,34940.0,gray,,False,100,19.43,May 2026,comptroller,-98.1975786,26.2024576,,,,,,,
EXTENDED STAY AMERICA #9828,2900 DALLAS PKWY,PLANO,TX,75093,123,54.0,,,203595.0,yellow,,True,101,53.39,May 2026,comptroller,-96.8283548,33.0408944,,,,,,,
EXTENDED STAY AMERICA #9834,8221 N IH 35,AUSTIN,TX,78753,118,,,,0.0,gray,,True,102,,May 2026,comptroller,-97.695943,30.3443242,,,,,,,
EXTENDED STAY AMERICA #6030,5555 S. IH 35,ROUND ROCK,TX,78664,86,37.0,,,0.0,yellow,,True,103,,May 2026,comptroller,-97.6927166,30.540415,,,,,,,
EXTENDED STAY AMERICA #6057,2330 SOUTHWEST FWY,HOUSTON,TX,77098,86,71.0,,,184951.0,red,,True,104,69.37,May 2026,comptroller,-95.4145458,29.7312486,,,,,,,
EXTENDED STAY AMERICA,1410 NASA PKWY,NASSAU BAY,TX,77058,86,32.0,,,0.0,yellow,,True,105,,May 2026,comptroller,-95.0969708,29.5481879,,,,,,,
EXTENDED STAY AMERICA # 6073,1900 LAKEPOINTE DR,LEWISVILLE,TX,75057,86,59.0,,,162820.0,yellow,,True,106,61.07,May 2026,comptroller,-96.9787776,33.0165794,,,,,,,
EXTENDED STAY AMERICA # 6081,6300 E HIGHWAY 290,AUSTIN,TX,78723,86,40.0,,,88039.0,yellow,,True,107,33.02,May 2026,comptroller,-97.7006318,30.3229191,,,,,,,
EXTENDED STAY AMERICA #6083,4331 SPECTRUM ONE,SAN ANTONIO,TX,78230,86,42.0,,,137457.0,yellow,,True,108,51.56,May 2026,comptroller,-98.5654577,29.5379151,,,,,,,
EXTENDED STAY AMERICA # 6178,5100 W HIGHWAY 290,AUSTIN,TX,78735,86,58.0,,,180798.0,yellow,,True,109,67.82,May 2026,comptroller,-97.82678279999999,30.2381772,,,,,,,
EXTENDED STAY AMERICA #6195,13858 N US HIGHWAY 183,AUSTIN,TX,78750,86,30.0,,,0.0,yellow,,True,110,,May 2026,comptroller,-97.7974461,30.4663315,,,,,,,
EXTENDED STAY AMERICA # 6197,16950 N IH 35,AUSTIN,TX,78728,86,46.0,,,110833.0,yellow,,False,111,41.57,May 2026,comptroller,-97.67384469999999,30.4769992,,,,,,,
EXTENDED STAY AMERICA #6026,16939 STATE HIGHWAY 249,HOUSTON,TX,77064,86,57.0,,,147379.0,yellow,,True,112,55.28,May 2026,comptroller,-95.5375254,29.9511589,,,,,,,
EXTENDED STAY AMERICA #6068,11175 KATY FWY,HOUSTON,TX,77079,86,51.0,,,132542.0,yellow,,True,113,49.72,May 2026,comptroller,-95.5790071,29.782826,,,,,,,
EXTENDED STAY AMERICA #9706,7825 HEATHROW DR,IRVING,TX,75063,119,39.0,,,195112.0,yellow,,True,114,52.89,May 2026,comptroller,-97.014589,32.9164766,,,,,,,
EXTENDED STAY AMERICA #9708,12121 COIT RD,DALLAS,TX,75251,133,46.0,,,216989.0,yellow,,False,115,52.63,May 2026,comptroller,-96.7699253,32.9145,,,,,,,
EXTENDED STAY AMERICA #9711,901 E CAMPBELL RD,RICHARDSON,TX,75081,137,47.0,,,202921.0,yellow,,True,116,47.78,May 2026,comptroller,-96.7087646,32.9767574,,,,,,,
EXTENDED STAY AMERICA #9502,1311 AIRPORT COMMERCE DR,AUSTIN,TX,78741,124,53.0,,,179691.0,yellow,,True,117,46.75,May 2026,comptroller,-97.68572119999999,30.223008,,,,,,,
LA QUINTA INN & SUITES,7000 PADRE BLVD,SOUTH PADRE ISLAND,TX,78597,147,108.0,,,588212.0,red,,False,118,129.08,May 2026,comptroller,-97.169556,26.1378765,,,,,,,
HOLIDAY INN EXPRESS,5309 W LOOP 250 N,MIDLAND,TX,79707,94,120.0,,,351185.0,red,,False,119,120.52,May 2026,comptroller,-102.155902,32.0168157,,,,,,,
BEST WESTERN,314 E HIGHWAY ST,FREDERICKSBURG,TX,78624,56,67.0,,,119085.0,red,,False,120,68.6,May 2026,comptroller,-98.8727716,30.2625137,,,,,,,
HOTEL DON QUIXOTE,600 N EL PASO ST,EL PASO,TX,79901,200,84.0,,,799206.0,red,,False,121,128.9,May 2026,comptroller,-106.4875976,31.754174,DoubleTree by Hilton,Hilton Worldwide,"El Paso, TX",El Paso CBD/Airport,Upscale,Upscale,1970.0
BEST WESTERN WINDWOOD INN & SUITES,1172 E RILEY ST,FREER,TX,78357,35,54.0,,,48173.0,yellow,,False,123,44.4,May 2026,comptroller,-98.6026114,27.8836374,,,,,,,
RENAISSANCE WORTHINGTON HOTEL,200 MAIN ST,FORT WORTH,TX,76102,504,148.0,,,2786217.0,red,,False,124,178.33,May 2026,comptroller,-97.3323475,32.7557667,,,,,,,
SUPER 8 MOTEL,12845 MURPHY RD,STAFFORD,TX,77477,43,18.0,,,23488.0,gray,,False,125,17.62,May 2026,comptroller,-95.564394,29.6368735,,,,,,,
BEST WESTERN WINDSOR INN,1701 S DUMAS AVE,DUMAS,TX,79029,57,29.0,,,44787.0,gray,,False,126,25.35,May 2026,comptroller,-101.9726718,35.8459763,,,,,,,
INN ON THE CREEK,602 CENTER CIR,SALADO,TX,76571,15,52.0,,,28503.0,yellow,,False,127,61.3,May 2026,comptroller,-97.5329005,30.9452279,,,,,,,
HAMPTON INN & SUITES TEXARKANA,4601 COWHORN CREEK RD,TEXARKANA,TX,75503,81,124.0,,,335695.0,red,,False,129,133.69,May 2026,comptroller,-94.0766841,33.4581237,Hampton by Hilton,Hilton Worldwide,Texas East,Texas East Area,Upper Midscale,Upper Midscale,2004.0
HOTEL VESPER HOUSTON,5160 HIDALGO ST,HOUSTON,TX,77056,132,142.0,,,563033.0,red,,False,130,137.59,May 2026,comptroller,-95.4653642,29.7366479,,,,,,,
MCM ELEGANTE'SUITES,4250 RIDGEMONT DR,ABILENE,TX,79606,175,107.0,,,682453.0,red,,False,131,125.8,May 2026,comptroller,-99.76496709999999,32.3997316,,,,,,,
EL PASO HOLIDAY INN EXPRESS,11825 GATEWAY BLVD W,EL PASO,TX,79936,90,99.0,,,289503.0,red,,False,134,103.76,May 2026,comptroller,-106.3109509,31.7279067,,,,,,,
BEST WESTERN HERITAGE INN,10521 EAST FWY,HOUSTON,TX,77029,60,51.0,,,115394.0,yellow,,False,135,62.04,May 2026,comptroller,-95.2425809,29.774565,,,,,,,
DAY'S INN,650 S HIGHWAY 77,ROBSTOWN,TX,78380,35,38.0,,,46013.0,yellow,,False,136,42.41,May 2026,comptroller,-97.6648147,27.7769473,,,,,,,
SONESTA SIMPLY SUITES AUSTIN SOUTH,4320 S INTERSTATE 35,AUSTIN,TX,78745,122,31.0,,,0.0,yellow,,True,137,,May 2026,comptroller,-97.755308,30.2126709,,,,,,,
SONESTA ES SUITES SAN ANTONIO NORTHWEST,4320 SPECTRUM ONE,SAN ANTONIO,TX,78230,118,,,,0.0,gray,,True,138,,May 2026,comptroller,-98.5651754,29.5365725,,,,,,,
STAYBRIDGE SUITES AUSTIN ARBORETUM,10201 STONELAKE BLVD,AUSTIN,TX,78759,121,60.0,,,0.0,yellow,,True,139,,May 2026,comptroller,-97.7391193,30.3933129,,,,,,,
SONESTA SIMPLY SUITES AUSTIN ARBORETUM,9701 STONELAKE BLVD,AUSTIN,TX,78759,125,49.0,,,186505.0,yellow,,True,140,48.13,May 2026,comptroller,-97.73728249999999,30.3884775,,,,,,,
SONESTA SIMPLY SUITES ARLINGTON,2221 BROOKHOLLOW PLAZA DR,ARLINGTON,TX,76006,125,43.0,,,211546.0,yellow,,False,141,54.59,May 2026,comptroller,-97.07094819999999,32.7640555,,,,,,,
CANDLEWOOD SUITES DALLAS BY THE GALLERIA,13939 NOEL RD,DALLAS,TX,75240,134,39.0,,,156768.0,yellow,,True,142,37.74,May 2026,comptroller,-96.8187971,32.9375749,,,,,,,
CANDLEWOOD SUITES DALLAS-FORT WORTH /FOSSIL CREEK,5201 ENDICOTT AVE,FORT WORTH,TX,76137,98,39.0,,,0.0,yellow,,True,143,,May 2026,comptroller,-97.29420309999999,32.8359801,,,,,,,
CANDLEWOOD SUITES DALLAS-LAS COLINAS,5300 GREEN PARK DR,IRVING,TX,75038,117,41.0,,,156786.0,yellow,,True,144,43.23,May 2026,comptroller,-96.9531262,32.8831685,,,,,,,
CANDLEWOOD SUITES DALLAS - PLANO,4701 LEGACY DR,PLANO,TX,75024,122,54.0,,,196712.0,yellow,,True,145,52.01,May 2026,comptroller,-96.7922732,33.0713486,,,,,,,
CANDLEWOOD SUITES HOUSTON BY THE GALLERIA,4900 LOOP CENTRAL DR,HOUSTON,TX,77081,122,,,,0.0,gray,,True,146,,May 2026,comptroller,-95.4576731,29.7252207,,,,,,,
CANDLEWOOD SUITES HOUSTON -CLEAR LAKE,2737 BAY AREA BLVD,HOUSTON,TX,77058,122,41.0,,,179139.0,yellow,,True,147,47.37,May 2026,comptroller,-95.10837959999999,29.5785181,,,,,,,
CANDLWOOD SUITES HOUSTON - TOWN & COUNTRY,10503 TOWN AND COUNTRY WAY,HOUSTON,TX,77024,122,56.0,,,206879.0,yellow,,True,148,54.7,May 2026,comptroller,-95.55693819999999,29.7811868,,,,,,,
CANDLEWOOD SUITES HOUSTON - WESTCHASE,4033 W SAM HOUSTON PKWY S # 5,HOUSTON,TX,77042,123,,,,0.0,gray,,True,149,,May 2026,comptroller,-95.5559907,29.7208411,,,,,,,
CANDLEWOOD SUITES SAN ANTONIO,9350 W INTERSTATE 10,SAN ANTONIO,TX,78230,112,26.0,,,924963.0,gray,,False,150,266.41,May 2026,comptroller,-98.55880599999999,29.52510359999999,,,,,,,
INTERCONTINENTAL AUSTIN,701 CONGRESS AVE,AUSTIN,TX,78701,189,127.0,,,0.0,red,,True,151,,May 2026,comptroller,-97.74198849999999,30.2690545,,,,,,,
STAYBRIDGE SUITES DALLAS - COLLINAS,1201 EXECUTIVE CIR,IRVING,TX,75038,118,56.0,,,212421.0,yellow,,True,152,58.07,May 2026,comptroller,-96.9675425,32.8857499,,,,,,,
"CANDLEWOOD SUITES DALLAS, NORTH RICHARDSON",12525 GREENVILLE AVE,DALLAS,TX,75243,122,,,,0.0,gray,,True,153,,May 2026,comptroller,-96.7431774,32.9180919,,,,,,,
501 RANCH,824 BARKLEY,UVALDE,TX,78801,11,52.0,,,400.0,yellow,,False,159,1.17,May 2026,comptroller,-99.8290157,29.1267473,,,,,,,
