event_index,prediction_id,issuing_fiscal_period,guided_fiscal_period,guidance_cutoff_utc,guidance_midpoint_usd_mm,prior_year_midpoint_usd_mm,guidance_yoy_growth,guidance_acceleration_pp,feature_id,feature_value,feature_change_pp,feature_reference_period,assumed_availability_utc_for_diagnostic,strict_pit_eligible,diagnostic_eligible,acceleration_direction_match,evidence_status,weight_fiscal_year,us_revenue_usd_mm,emea_revenue_usd_mm,us_weight,emea_weight,weight_available_at_utc,weight_source_url
3,ABNB-2021Q2-GUIDE,2021Q2,2021Q3,2021-08-12T20:01:10Z,,,,,EU_PLATFORM_T3M_YOY,-0.5655736035571968,0.048494402158621885,2021-03,2021-07-29T00:00:00Z,false,true,,current_snapshot_diagnostic_only,,,,,,,
3,ABNB-2021Q2-GUIDE,2021Q2,2021Q3,2021-08-12T20:01:10Z,,,,,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
3,ABNB-2021Q2-GUIDE,2021Q2,2021Q3,2021-08-12T20:01:10Z,,,,,US_EU_50_50_COMPOSITE,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
3,ABNB-2021Q2-GUIDE,2021Q2,2021Q3,2021-08-12T20:01:10Z,,,,,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
3,ABNB-2021Q2-GUIDE,2021Q2,2021Q3,2021-08-12T20:01:10Z,,,,,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
4,ABNB-2021Q3-GUIDE,2021Q3,2021Q4,2021-11-04T20:01:21Z,1435.0,,,,US_SFO_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
4,ABNB-2021Q3-GUIDE,2021Q3,2021Q4,2021-11-04T20:01:21Z,1435.0,,,,EU_PLATFORM_T3M_YOY,1.4155282769732027,1.9811018805303995,2021-06,2021-10-28T00:00:00Z,false,true,,current_snapshot_diagnostic_only,,,,,,,
4,ABNB-2021Q3-GUIDE,2021Q3,2021Q4,2021-11-04T20:01:21Z,1435.0,,,,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
4,ABNB-2021Q3-GUIDE,2021Q3,2021Q4,2021-11-04T20:01:21Z,1435.0,,,,US_EU_50_50_COMPOSITE,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
4,ABNB-2021Q3-GUIDE,2021Q3,2021Q4,2021-11-04T20:01:21Z,1435.0,,,,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
4,ABNB-2021Q3-GUIDE,2021Q3,2021Q4,2021-11-04T20:01:21Z,1435.0,,,,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
5,ABNB-2021Q4-GUIDE,2021Q4,2022Q1,2022-02-15T21:02:10Z,1445.0,,,,US_SFO_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
5,ABNB-2021Q4-GUIDE,2021Q4,2022Q1,2022-02-15T21:02:10Z,1445.0,,,,EU_PLATFORM_T3M_YOY,0.3328758507486749,-1.0826524262245278,2021-09,2022-01-28T00:00:00Z,false,true,,current_snapshot_diagnostic_only,,,,,,,
5,ABNB-2021Q4-GUIDE,2021Q4,2022Q1,2022-02-15T21:02:10Z,1445.0,,,,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
5,ABNB-2021Q4-GUIDE,2021Q4,2022Q1,2022-02-15T21:02:10Z,1445.0,,,,US_EU_50_50_COMPOSITE,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
5,ABNB-2021Q4-GUIDE,2021Q4,2022Q1,2022-02-15T21:02:10Z,1445.0,,,,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
5,ABNB-2021Q4-GUIDE,2021Q4,2022Q1,2022-02-15T21:02:10Z,1445.0,,,,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,,,,,,,
6,ABNB-2022Q1-GUIDE,2022Q1,2022Q2,2022-05-03T20:00:59Z,2080.0,,,,US_SFO_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
6,ABNB-2022Q1-GUIDE,2022Q1,2022Q2,2022-05-03T20:00:59Z,2080.0,,,,EU_PLATFORM_T3M_YOY,1.2838845631719704,0.9510087124232955,2021-12,2022-04-30T00:00:00Z,false,true,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
6,ABNB-2022Q1-GUIDE,2022Q1,2022Q2,2022-05-03T20:00:59Z,2080.0,,,,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
6,ABNB-2022Q1-GUIDE,2022Q1,2022Q2,2022-05-03T20:00:59Z,2080.0,,,,US_EU_50_50_COMPOSITE,,,,,false,false,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
6,ABNB-2022Q1-GUIDE,2022Q1,2022Q2,2022-05-03T20:00:59Z,2080.0,,,,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,,,,,false,false,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
6,ABNB-2022Q1-GUIDE,2022Q1,2022Q2,2022-05-03T20:00:59Z,2080.0,,,,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
7,ABNB-2022Q2-GUIDE,2022Q2,2022Q3,2022-08-02T20:01:20Z,2830.0,,,,US_SFO_T3M_YOY,1.3340685412823663,,2022-05,2022-07-30T00:00:00Z,false,true,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
7,ABNB-2022Q2-GUIDE,2022Q2,2022Q3,2022-08-02T20:01:20Z,2830.0,,,,EU_PLATFORM_T3M_YOY,1.6578389662363944,0.37395440306442396,2022-03,2022-07-29T00:00:00Z,false,true,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
7,ABNB-2022Q2-GUIDE,2022Q2,2022Q3,2022-08-02T20:01:20Z,2830.0,,,,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
7,ABNB-2022Q2-GUIDE,2022Q2,2022Q3,2022-08-02T20:01:20Z,2830.0,,,,US_EU_50_50_COMPOSITE,1.4959537537593803,,US:2022-05|EU:2022-03,2022-07-30T00:00:00Z,false,true,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
7,ABNB-2022Q2-GUIDE,2022Q2,2022Q3,2022-08-02T20:01:20Z,2830.0,,,,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,1.4609613138795305,,US:2022-05|EU:2022-03,2022-07-30T00:00:00Z,false,true,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
7,ABNB-2022Q2-GUIDE,2022Q2,2022Q3,2022-08-02T20:01:20Z,2830.0,,,,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
8,ABNB-2022Q3-GUIDE,2022Q3,2022Q4,2022-11-01T20:04:23Z,1840.0,1435.0,0.2822299651567943,,US_SFO_T3M_YOY,0.6255529795592949,-0.7085155617230714,2022-08,2022-10-30T00:00:00Z,false,true,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
8,ABNB-2022Q3-GUIDE,2022Q3,2022Q4,2022-11-01T20:04:23Z,1840.0,1435.0,0.2822299651567943,,EU_PLATFORM_T3M_YOY,1.5367193414967404,-0.12111962473965399,2022-06,2022-10-28T00:00:00Z,false,true,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
8,ABNB-2022Q3-GUIDE,2022Q3,2022Q4,2022-11-01T20:04:23Z,1840.0,1435.0,0.2822299651567943,,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
8,ABNB-2022Q3-GUIDE,2022Q3,2022Q4,2022-11-01T20:04:23Z,1840.0,1435.0,0.2822299651567943,,US_EU_50_50_COMPOSITE,1.0811361605280176,-0.4148175932313627,US:2022-08|EU:2022-06,2022-10-30T00:00:00Z,false,true,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
8,ABNB-2022Q3-GUIDE,2022Q3,2022Q4,2022-11-01T20:04:23Z,1840.0,1435.0,0.2822299651567943,,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.9826591790521317,-0.4783021348273988,US:2022-08|EU:2022-06,2022-10-30T00:00:00Z,false,true,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
8,ABNB-2022Q3-GUIDE,2022Q3,2022Q4,2022-11-01T20:04:23Z,1840.0,1435.0,0.2822299651567943,,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
9,ABNB-2022Q4-GUIDE,2022Q4,2023Q1,2023-02-14T21:02:02Z,1785.0,1445.0,0.23529411764705888,-0.04693584750973545,US_SFO_T3M_YOY,0.45011190196769624,-0.17544107759159866,2022-11,2023-01-29T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
9,ABNB-2022Q4-GUIDE,2022Q4,2023Q1,2023-02-14T21:02:02Z,1785.0,1445.0,0.23529411764705888,-0.04693584750973545,EU_PLATFORM_T3M_YOY,0.34838002995985806,-1.1883393115368823,2022-09,2023-01-28T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
9,ABNB-2022Q4-GUIDE,2022Q4,2023Q1,2023-02-14T21:02:02Z,1785.0,1445.0,0.23529411764705888,-0.04693584750973545,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
9,ABNB-2022Q4-GUIDE,2022Q4,2023Q1,2023-02-14T21:02:02Z,1785.0,1445.0,0.23529411764705888,-0.04693584750973545,US_EU_50_50_COMPOSITE,0.39924596596377715,-0.6818901945642405,US:2022-11|EU:2022-09,2023-01-29T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
9,ABNB-2022Q4-GUIDE,2022Q4,2023Q1,2023-02-14T21:02:02Z,1785.0,1445.0,0.23529411764705888,-0.04693584750973545,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.41024093690840346,-0.5724182421437283,US:2022-11|EU:2022-09,2023-01-29T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
9,ABNB-2022Q4-GUIDE,2022Q4,2023Q1,2023-02-14T21:02:02Z,1785.0,1445.0,0.23529411764705888,-0.04693584750973545,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,2021,2996,1931,0.6080779378932413,0.3919220621067587,2022-02-25T21:09:12Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm
10,ABNB-2023Q1-GUIDE,2023Q1,2023Q2,2023-05-09T20:01:26Z,2400.0,2080.0,0.15384615384615374,-0.08144796380090513,US_SFO_T3M_YOY,0.4108151603910315,-0.03929674157666474,2023-02,2023-04-29T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
10,ABNB-2023Q1-GUIDE,2023Q1,2023Q2,2023-05-09T20:01:26Z,2400.0,2080.0,0.15384615384615374,-0.08144796380090513,EU_PLATFORM_T3M_YOY,0.3870293145448256,0.038649284584967525,2022-12,2023-04-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
10,ABNB-2023Q1-GUIDE,2023Q1,2023Q2,2023-05-09T20:01:26Z,2400.0,2080.0,0.15384615384615374,-0.08144796380090513,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
10,ABNB-2023Q1-GUIDE,2023Q1,2023Q2,2023-05-09T20:01:26Z,2400.0,2080.0,0.15384615384615374,-0.08144796380090513,US_EU_50_50_COMPOSITE,0.39892223746792854,-0.0003237284958486075,US:2023-02|EU:2022-12,2023-04-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
10,ABNB-2023Q1-GUIDE,2023Q1,2023Q2,2023-05-09T20:01:26Z,2400.0,2080.0,0.15384615384615374,-0.08144796380090513,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.40060826088203444,-0.009632676026369025,US:2023-02|EU:2022-12,2023-04-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
10,ABNB-2023Q1-GUIDE,2023Q1,2023Q2,2023-05-09T20:01:26Z,2400.0,2080.0,0.15384615384615374,-0.08144796380090513,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
11,ABNB-2023Q2-GUIDE,2023Q2,2023Q3,2023-08-03T20:01:02Z,3350.0,2830.0,0.18374558303886923,0.029899429192715488,US_SFO_T3M_YOY,0.20076673880115092,-0.21004842158988057,2023-05,2023-07-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
11,ABNB-2023Q2-GUIDE,2023Q2,2023Q3,2023-08-03T20:01:02Z,3350.0,2830.0,0.18374558303886923,0.029899429192715488,EU_PLATFORM_T3M_YOY,0.33883088411362405,-0.04819843043120153,2023-03,2023-07-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
11,ABNB-2023Q2-GUIDE,2023Q2,2023Q3,2023-08-03T20:01:02Z,3350.0,2830.0,0.18374558303886923,0.029899429192715488,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
11,ABNB-2023Q2-GUIDE,2023Q2,2023Q3,2023-08-03T20:01:02Z,3350.0,2830.0,0.18374558303886923,0.029899429192715488,US_EU_50_50_COMPOSITE,0.2697988114573875,-0.12912342601054105,US:2023-05|EU:2023-03,2023-07-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
11,ABNB-2023Q2-GUIDE,2023Q2,2023Q3,2023-08-03T20:01:02Z,3350.0,2830.0,0.18374558303886923,0.029899429192715488,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.26001234503738097,-0.14059591584465347,US:2023-05|EU:2023-03,2023-07-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
11,ABNB-2023Q2-GUIDE,2023Q2,2023Q3,2023-08-03T20:01:02Z,3350.0,2830.0,0.18374558303886923,0.029899429192715488,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
12,ABNB-2023Q3-GUIDE,2023Q3,2023Q4,2023-11-01T20:01:04Z,2150.0,1840.0,0.1684782608695652,-0.015267322169304043,US_SFO_T3M_YOY,0.15655373228457736,-0.04421300651657356,2023-08,2023-10-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
12,ABNB-2023Q3-GUIDE,2023Q3,2023Q4,2023-11-01T20:01:04Z,2150.0,1840.0,0.1684782608695652,-0.015267322169304043,EU_PLATFORM_T3M_YOY,0.250164986790939,-0.08866589732268504,2023-06,2023-10-28T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
12,ABNB-2023Q3-GUIDE,2023Q3,2023Q4,2023-11-01T20:01:04Z,2150.0,1840.0,0.1684782608695652,-0.015267322169304043,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
12,ABNB-2023Q3-GUIDE,2023Q3,2023Q4,2023-11-01T20:01:04Z,2150.0,1840.0,0.1684782608695652,-0.015267322169304043,US_EU_50_50_COMPOSITE,0.2033593595377582,-0.0664394519196293,US:2023-08|EU:2023-06,2023-10-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
12,ABNB-2023Q3-GUIDE,2023Q3,2023Q4,2023-11-01T20:01:04Z,2150.0,1840.0,0.1684782608695652,-0.015267322169304043,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.19672386850069146,-0.06328847653668951,US:2023-08|EU:2023-06,2023-10-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
12,ABNB-2023Q3-GUIDE,2023Q3,2023Q4,2023-11-01T20:01:04Z,2150.0,1840.0,0.1684782608695652,-0.015267322169304043,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
13,ABNB-2023Q4-GUIDE,2023Q4,2024Q1,2024-02-13T21:09:06Z,2050.0,1785.0,0.14845938375350132,-0.02001887711606387,US_SFO_T3M_YOY,0.12068907184578026,-0.0358646604387971,2023-11,2024-01-29T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
13,ABNB-2023Q4-GUIDE,2023Q4,2024Q1,2024-02-13T21:09:06Z,2050.0,1785.0,0.14845938375350132,-0.02001887711606387,EU_PLATFORM_T3M_YOY,0.13788859848409585,-0.11227638830684317,2023-09,2024-01-28T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
13,ABNB-2023Q4-GUIDE,2023Q4,2024Q1,2024-02-13T21:09:06Z,2050.0,1785.0,0.14845938375350132,-0.02001887711606387,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
13,ABNB-2023Q4-GUIDE,2023Q4,2024Q1,2024-02-13T21:09:06Z,2050.0,1785.0,0.14845938375350132,-0.02001887711606387,US_EU_50_50_COMPOSITE,0.12928883516493805,-0.07407052437282013,US:2023-11|EU:2023-09,2024-01-29T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
