date,abnb_close,spy_close,abnb_volume,spy_volume,provider
2021-10-27,169.1,453.94,3009842,72438000,Nasdaq public historical table
2021-10-28,171.7,458.32,2143659,51437940,Nasdaq public historical table
2021-10-29,170.66,459.25,2294417,70162420,Nasdaq public historical table
2021-11-01,174.6,460.04,4401097,48433640,Nasdaq public historical table
2021-11-02,172.87,461.9,3292058,48908420,Nasdaq public historical table
2021-11-03,172.87,464.72,2827068,52509830,Nasdaq public historical table
2021-11-04,178.45,466.91,9664613,52847090,Nasdaq public historical table
2021-11-05,201.62,468.53,27330520,66390560,Nasdaq public historical table
2021-11-08,200.32,468.93,12855320,50405190,Nasdaq public historical table
2021-11-09,194.68,467.38,9056091,51149150,Nasdaq public historical table
2021-11-10,192.22,463.62,6704083,69429650,Nasdaq public historical table
2021-11-11,191.61,463.77,5899031,34848500,Nasdaq public historical table
2021-11-12,206.54,467.27,12057830,53466650,Nasdaq public historical table
2021-11-15,207.21,467.43,7479309,46980500,Nasdaq public historical table
2021-11-16,207.04,469.28,4431316,48857500,Nasdaq public historical table
2021-11-17,199.11,468.14,6383375,47858290,Nasdaq public historical table
2021-11-18,204.33,469.73,4601086,50625610,Nasdaq public historical table
2021-11-19,196.42,468.89,8185488,57315570,Nasdaq public historical table
2021-11-22,181.73,467.57,12626360,72761950,Nasdaq public historical table
2021-11-23,178.27,468.19,6456729,73206540,Nasdaq public historical table
2021-11-24,179.89,469.44,4763328,61858810,Nasdaq public historical table
2021-11-26,173.86,458.97,6044126,112669600,Nasdaq public historical table
2021-11-29,180.08,464.6,5317368,86268820,Nasdaq public historical table
2021-11-30,172.54,455.56,10682740,148559600,Nasdaq public historical table
2021-12-01,163.08,450.5,7657589,132485800,Nasdaq public historical table
2021-12-02,169.6,457.4,5687601,127637800,Nasdaq public historical table
2021-12-03,166.75,453.42,6460855,137331600,Nasdaq public historical table
2021-12-06,180.85,458.79,9813848,98977530,Nasdaq public historical table
2021-12-07,183.14,468.28,6264558,95484690,Nasdaq public historical table
2021-12-08,186.49,469.52,4218671,72238780,Nasdaq public historical table
2021-12-09,181.46,466.35,3518025,61272570,Nasdaq public historical table
2021-12-10,180.42,470.74,3980441,77159760,Nasdaq public historical table
2021-12-13,171.04,466.57,7263664,87724680,Nasdaq public historical table
2021-12-14,167.96,463.36,5660417,97264130,Nasdaq public historical table
2021-12-15,168.14,470.6,6678543,116899300,Nasdaq public historical table
2021-12-16,156.38,466.45,9415120,116568600,Nasdaq public historical table
2021-12-17,157.91,459.87,24062440,135636500,Nasdaq public historical table
2021-12-20,157.23,454.98,4639263,107134800,Nasdaq public historical table
2021-12-21,165.66,463.06,6293459,69806260,Nasdaq public historical table
2021-12-22,169.29,467.69,4802483,58890220,Nasdaq public historical table
2021-12-23,171.31,470.6,4017435,56439750,Nasdaq public historical table
2021-12-27,171.68,477.26,2726288,56808620,Nasdaq public historical table
2021-12-28,169.71,476.87,2297204,47274590,Nasdaq public historical table
2021-12-29,167.44,477.48,1995405,54502960,Nasdaq public historical table
2021-12-30,168.78,476.16,2181120,55329040,Nasdaq public historical table
2021-12-31,166.49,474.96,2595979,65237430,Nasdaq public historical table
2022-01-03,172.68,477.71,4241965,72668230,Nasdaq public historical table
2022-01-04,170.8,477.55,4079976,71178680,Nasdaq public historical table
2022-01-05,162.25,468.38,4804571,104538900,Nasdaq public historical table
2022-01-06,159.75,467.94,5049594,86858900,Nasdaq public historical table
2022-01-07,166.05,466.09,5624579,85111590,Nasdaq public historical table
2022-01-10,160.71,465.51,6973588,119362000,Nasdaq public historical table
2022-01-11,168.61,469.75,5331629,74303060,Nasdaq public historical table
2022-01-12,169.54,471.02,3534275,67605440,Nasdaq public historical table
2022-01-13,166,464.53,4893757,91173120,Nasdaq public historical table
2022-01-14,163.99,464.72,4144039,95890950,Nasdaq public historical table
2022-01-18,154.69,456.49,5814071,109872400,Nasdaq public historical table
2022-01-19,154.58,451.75,5127374,109357600,Nasdaq public historical table
2022-01-20,158,446.75,4941879,122379700,Nasdaq public historical table
2022-01-21,156.73,437.98,7242250,202271200,Nasdaq public historical table
2022-01-24,147.9,439.84,14627350,252496700,Nasdaq public historical table
2022-01-25,144.56,434.47,5704888,167997300,Nasdaq public historical table
2022-01-26,142.14,433.38,6990314,186391100,Nasdaq public historical table
2022-01-27,138.41,431.24,4493776,149878300,Nasdaq public historical table
2022-01-28,142.77,441.95,5604415,164457400,Nasdaq public historical table
2022-01-31,153.97,449.91,5463016,152251400,Nasdaq public historical table
2022-02-01,156.94,452.95,3799303,123155400,Nasdaq public historical table
2022-02-02,151.76,457.35,3678315,117361000,Nasdaq public historical table
2022-02-03,149.57,446.6,4577057,118024400,Nasdaq public historical table
2022-02-04,155.56,448.7,4687701,118454400,Nasdaq public historical table
2022-02-07,157.91,447.26,4690668,84472860,Nasdaq public historical table
2022-02-08,162.26,450.94,4309070,81012040,Nasdaq public historical table
2022-02-09,169.53,457.54,4868311,92589930,Nasdaq public historical table
2022-02-10,171.95,449.32,8261379,140103700,Nasdaq public historical table
2022-02-11,166.53,440.46,6464397,153214600,Nasdaq public historical table
2022-02-14,169.66,439.02,4847552,123006300,Nasdaq public historical table
2022-02-15,180.07,446.1,11733940,88659500,Nasdaq public historical table
2022-02-16,186.64,446.6,22252850,84863590,Nasdaq public historical table
2022-02-17,183.6,437.06,7779201,102259100,Nasdaq public historical table
2022-02-18,174.9,434.23,8848753,132642900,Nasdaq public historical table
2022-02-22,165.24,429.57,8392599,124391800,Nasdaq public historical table
2022-02-23,150.04,421.95,9778477,132578000,Nasdaq public historical table
2022-02-24,158.26,428.3,10354650,213942900,Nasdaq public historical table
2022-02-25,155.09,437.75,6173207,121804500,Nasdaq public historical table
2022-02-28,151.49,436.63,11078500,145615000,Nasdaq public historical table
2022-03-01,151.01,429.98,5165768,137785900,Nasdaq public historical table
2022-03-02,157.53,437.89,5028250,117726500,Nasdaq public historical table
2022-03-03,151.69,435.71,4045757,105501700,Nasdaq public historical table
2022-03-04,142.7,432.17,8397063,114083300,Nasdaq public historical table
2022-03-07,131.59,419.43,9177270,137896600,Nasdaq public historical table
2022-03-08,142.13,416.25,9586994,164772700,Nasdaq public historical table
2022-03-09,148.31,427.41,7023908,116990800,Nasdaq public historical table
2022-03-10,151.8,425.48,5302511,93972660,Nasdaq public historical table
2022-03-11,145.14,420.07,4577255,95636280,Nasdaq public historical table
2022-03-14,138.5,417,6330206,95729190,Nasdaq public historical table
2022-03-15,143.95,426.17,5488743,106219100,Nasdaq public historical table
2022-03-16,155.75,435.62,7105370,144954800,Nasdaq public historical table
2022-03-17,157.55,441.07,5031682,102676900,Nasdaq public historical table
2022-03-18,167,444.52,8467518,106345500,Nasdaq public historical table
2022-03-21,161.8,444.39,4584370,88349760,Nasdaq public historical table
2022-03-22,166.44,449.59,4099851,74650390,Nasdaq public historical table
2022-03-23,164.16,443.8,2814305,79426100,Nasdaq public historical table
2022-03-24,170.83,450.49,4223466,64736890,Nasdaq public historical table
2022-03-25,167.22,452.69,2956870,77101320,Nasdaq public historical table
2022-03-28,167.65,455.91,3829793,68529770,Nasdaq public historical table
2022-03-29,175.52,461.55,5452762,86581540,Nasdaq public historical table
2022-03-30,173.63,458.7,3707406,79666940,Nasdaq public historical table
2022-03-31,171.76,451.64,3232222,121699900,Nasdaq public historical table
2022-04-01,173.07,452.92,3644935,89048770,Nasdaq public historical table
2022-04-04,177.02,456.8,3500522,59601000,Nasdaq public historical table
2022-04-05,171.21,451.03,4064959,74214500,Nasdaq public historical table
2022-04-06,164.66,446.52,4287691,106898000,Nasdaq public historical table
2022-04-07,165.91,448.77,4146557,78097210,Nasdaq public historical table
2022-04-08,162.56,447.57,3448377,79272710,Nasdaq public historical table
2022-04-11,160.25,439.92,3877215,89770540,Nasdaq public historical table
2022-04-12,160.11,438.29,4113036,84363640,Nasdaq public historical table
2022-04-13,171.85,443.31,7211893,74070390,Nasdaq public historical table
2022-04-14,170.7,437.79,5125142,97869450,Nasdaq public historical table
2022-04-18,165.74,437.97,3339887,66002500,Nasdaq public historical table
2022-04-19,170.12,445.04,2857124,77821010,Nasdaq public historical table
2022-04-20,164.55,444.71,3997912,65224450,Nasdaq public historical table
2022-04-21,157.91,438.06,4714572,85417330,Nasdaq public historical table
2022-04-22,156.09,426.04,3863419,132471800,Nasdaq public historical table
2022-04-25,158.39,428.51,3868115,119647700,Nasdaq public historical table
2022-04-26,153.04,416.1,4075004,103996300,Nasdaq public historical table
2022-04-27,152.23,417.27,4825954,122030000,Nasdaq public historical table
2022-04-28,159.74,427.81,4854490,105449100,Nasdaq public historical table
2022-04-29,153.21,412,4033057,145491100,Nasdaq public historical table
2022-05-02,152.78,414.48,5945287,158312500,Nasdaq public historical table
2022-05-03,145,416.38,16774660,100028200,Nasdaq public historical table
2022-05-04,156.18,429.06,20598070,144247900,Nasdaq public historical table
2022-05-05,143.09,413.81,11367230,172929100,Nasdaq public historical table
2022-05-06,135.84,411.34,9573058,151770800,Nasdaq public historical table
2022-05-09,119.37,398.17,14430890,155586100,Nasdaq public historical table
2022-05-10,116.13,399.09,13638470,132497200,Nasdaq public historical table
2022-05-11,116.15,392.75,13661360,142361000,Nasdaq public historical table
2022-05-12,115.94,392.34,9264303,125090800,Nasdaq public historical table
2022-05-13,121.45,401.72,8595379,104174400,Nasdaq public historical table
2022-05-16,114.44,400.09,7588370,78622440,Nasdaq public historical table
2022-05-17,117.5,408.32,6962904,83029710,Nasdaq public historical table
2022-05-18,108.03,391.86,9718744,117674500,Nasdaq public historical table
2022-05-19,114.17,389.46,8926616,98510720,Nasdaq public historical table
2022-05-20,112.55,389.63,6961860,131432200,Nasdaq public historical table
2022-05-23,113.28,396.92,6000751,76414880,Nasdaq public historical table
2022-05-24,106.24,393.89,6415752,91448830,Nasdaq public historical table
2022-05-25,110.4,397.37,6203324,91472870,Nasdaq public historical table
2022-05-26,114.3,405.31,6883200,82168340,Nasdaq public historical table
2022-05-27,120.5,415.26,7391500,84768710,Nasdaq public historical table
2022-05-31,120.87,412.93,9117555,95936980,Nasdaq public historical table
2022-06-01,116.72,409.59,6879606,86585810,Nasdaq public historical table
2022-06-02,121.26,417.39,5177244,79609630,Nasdaq public historical table
2022-06-03,119.83,410.54,4584611,71874280,Nasdaq public historical table
2022-06-06,122.02,411.79,4160239,57508860,Nasdaq public historical table
2022-06-07,122.9,415.74,3331236,59272370,Nasdaq public historical table
2022-06-08,123.77,411.22,3775619,64349970,Nasdaq public historical table
2022-06-09,115.72,401.44,5315873,86289800,Nasdaq public historical table
2022-06-10,108.91,389.8,6941056,132893900,Nasdaq public historical table
2022-06-13,98.93,375,9587311,170004900,Nasdaq public historical table
2022-06-14,98.87,373.87,5915344,104011800,Nasdaq public historical table
2022-06-15,101.47,379.2,6260439,125666800,Nasdaq public historical table
2022-06-16,93.26,366.65,9435656,134473300,Nasdaq public historical table
2022-06-17,99.49,365.86,11293110,111113900,Nasdaq public historical table
2022-06-21,102.27,375.07,6532713,76811860,Nasdaq public historical table
2022-06-22,99.53,374.39,8986027,90059420,Nasdaq public historical table
2022-06-23,95.72,378.06,12340820,79292140,Nasdaq public historical table
2022-06-24,103.51,390.08,28797400,98050330,Nasdaq public historical table
2022-06-27,101.5,388.59,7352143,66009620,Nasdaq public historical table
2022-06-28,97.53,380.65,7747662,86689820,Nasdaq public historical table
2022-06-29,93.93,380.34,6522572,65676000,Nasdaq public historical table
2022-06-30,89.08,377.25,9007783,112508300,Nasdaq public historical table
2022-07-01,91.41,381.24,5995434,74839730,Nasdaq public historical table
2022-07-05,95.94,381.96,7653996,81437970,Nasdaq public historical table
2022-07-06,92.88,383.25,5702961,70426240,Nasdaq public historical table
2022-07-07,97.5,388.99,7480538,64525920,Nasdaq public historical table
2022-07-08,97.35,388.67,5669474,72397770,Nasdaq public historical table
2022-07-11,95.1,384.23,6043682,58366950,Nasdaq public historical table
2022-07-12,96.55,380.83,4170185,62219180,Nasdaq public historical table
2022-07-13,95.64,378.83,6967800,84224650,Nasdaq public historical table
2022-07-14,91.05,377.91,8334633,89704820,Nasdaq public historical table
2022-07-15,94.66,385.13,7497187,79060380,Nasdaq public historical table
2022-07-18,97.67,381.95,7171484,63203630,Nasdaq public historical table
2022-07-19,102.2,392.27,5603808,78505970,Nasdaq public historical table
2022-07-20,107.73,394.77,6834133,71843770,Nasdaq public historical table
2022-07-21,108.14,398.79,4284851,64903860,Nasdaq public historical table
2022-07-22,103.97,395.09,4243932,72197330,Nasdaq public historical table
2022-07-25,104.95,395.57,3142931,53631490,Nasdaq public historical table
2022-07-26,101.91,390.89,4190993,52946390,Nasdaq public historical table
2022-07-27,107.36,401.04,5362726,82342110,Nasdaq public historical table
2022-07-28,108.84,406.07,4471883,73966560,Nasdaq public historical table
2022-07-29,110.98,411.99,4637779,87003670,Nasdaq public historical table
2022-08-01,111.2,410.77,6019506,69997470,Nasdaq public historical table
2022-08-02,116.34,408.06,15208220,63435420,Nasdaq public historical table
2022-08-03,115.02,414.45,23354940,67820560,Nasdaq public historical table
2022-08-04,119.22,414.17,9180317,45656570,Nasdaq public historical table
2022-08-05,117.11,413.47,6494951,56814930,Nasdaq public historical table
2022-08-08,115.82,412.99,5382935,54025970,Nasdaq public historical table
2022-08-09,114.44,411.35,4201213,44931770,Nasdaq public historical table
2022-08-10,118.73,419.99,5529014,68665710,Nasdaq public historical table
2022-08-11,121.5,419.99,8110104,59489700,Nasdaq public historical table
2022-08-12,124.51,427.1,5012478,61694540,Nasdaq public historical table
2022-08-15,126.04,428.86,4884711,54048280,Nasdaq public historical table
2022-08-16,124.18,429.7,4371514,59289040,Nasdaq public historical table
2022-08-17,121.87,426.65,4336182,63563390,Nasdaq public historical table
2022-08-18,121.27,427.89,3373946,49023210,Nasdaq public historical table
2022-08-19,114.76,422.14,5288830,68016900,Nasdaq public historical table
2022-08-22,111.39,413.35,6057435,77695640,Nasdaq public historical table
2022-08-23,111.6,412.35,5447183,49105250,Nasdaq public historical table
2022-08-24,114.51,413.67,3633950,49177800,Nasdaq public historical table
2022-08-25,117.03,419.51,4021587,50942250,Nasdaq public historical table
2022-08-26,112.82,405.31,3778708,103087000,Nasdaq public historical table
2022-08-29,113.54,402.63,4620614,65370810,Nasdaq public historical table
2022-08-30,112.56,398.21,4507191,85652440,Nasdaq public historical table
2022-08-31,113.12,395.18,6191562,76029670,Nasdaq public historical table
2022-09-01,113.4,396.42,5661493,78740080,Nasdaq public historical table
2022-09-02,113.64,392.24,4121736,99632150,Nasdaq public historical table
2022-09-06,113.7,390.76,4067119,76637400,Nasdaq public historical table
2022-09-07,116.07,397.78,4619318,70964230,Nasdaq public historical table
2022-09-08,118.58,400.38,4063966,80821680,Nasdaq public historical table
2022-09-09,123.48,406.6,5418591,76706920,Nasdaq public historical table
2022-09-12,124.79,410.97,6993308,69256260,Nasdaq public historical table
2022-09-13,121.54,393.1,7126468,122947100,Nasdaq public historical table
2022-09-14,126.8,394.6,5690127,85023750,Nasdaq public historical table
2022-09-15,125.04,390.12,6606137,87633840,Nasdaq public historical table
