cdid,name,month,value
d7cx,cpi_112_accommodation_index,2012-05,93.4
d7cx,cpi_112_accommodation_index,2012-06,92.6
d7cx,cpi_112_accommodation_index,2012-07,92.9
d7cx,cpi_112_accommodation_index,2012-08,92.9
d7cx,cpi_112_accommodation_index,2012-09,93.9
d7cx,cpi_112_accommodation_index,2012-10,93.3
d7cx,cpi_112_accommodation_index,2012-11,94.6
d7cx,cpi_112_accommodation_index,2012-12,93.8
d7cx,cpi_112_accommodation_index,2013-01,93.6
d7cx,cpi_112_accommodation_index,2013-02,93.6
d7cx,cpi_112_accommodation_index,2013-03,93.8
d7cx,cpi_112_accommodation_index,2013-04,93.4
d7cx,cpi_112_accommodation_index,2013-05,94.1
d7cx,cpi_112_accommodation_index,2013-06,94.2
d7cx,cpi_112_accommodation_index,2013-07,94.7
d7cx,cpi_112_accommodation_index,2013-08,94.1
d7cx,cpi_112_accommodation_index,2013-09,95.0
d7cx,cpi_112_accommodation_index,2013-10,95.4
d7cx,cpi_112_accommodation_index,2013-11,94.9
d7cx,cpi_112_accommodation_index,2013-12,94.0
d7cx,cpi_112_accommodation_index,2014-01,92.6
d7cx,cpi_112_accommodation_index,2014-02,93.6
d7cx,cpi_112_accommodation_index,2014-03,94.9
d7cx,cpi_112_accommodation_index,2014-04,95.1
d7cx,cpi_112_accommodation_index,2014-05,96.3
d7cx,cpi_112_accommodation_index,2014-06,97.4
d7cx,cpi_112_accommodation_index,2014-07,98.7
d7cx,cpi_112_accommodation_index,2014-08,97.4
d7cx,cpi_112_accommodation_index,2014-09,98.1
d7cx,cpi_112_accommodation_index,2014-10,98.1
d7cx,cpi_112_accommodation_index,2014-11,97.4
d7cx,cpi_112_accommodation_index,2014-12,97.1
d7cx,cpi_112_accommodation_index,2015-01,96.8
d7cx,cpi_112_accommodation_index,2015-02,97.0
d7cx,cpi_112_accommodation_index,2015-03,97.9
d7cx,cpi_112_accommodation_index,2015-04,98.7
d7cx,cpi_112_accommodation_index,2015-05,99.6
d7cx,cpi_112_accommodation_index,2015-06,101.3
d7cx,cpi_112_accommodation_index,2015-07,101.5
d7cx,cpi_112_accommodation_index,2015-08,101.1
d7cx,cpi_112_accommodation_index,2015-09,101.7
d7cx,cpi_112_accommodation_index,2015-10,102.0
d7cx,cpi_112_accommodation_index,2015-11,102.6
d7cx,cpi_112_accommodation_index,2015-12,99.8
d7cx,cpi_112_accommodation_index,2016-01,98.2
d7cx,cpi_112_accommodation_index,2016-02,100.1
d7cx,cpi_112_accommodation_index,2016-03,101.4
d7cx,cpi_112_accommodation_index,2016-04,102.3
d7cx,cpi_112_accommodation_index,2016-05,104.3
d7cx,cpi_112_accommodation_index,2016-06,104.2
d7cx,cpi_112_accommodation_index,2016-07,106.1
d7cx,cpi_112_accommodation_index,2016-08,103.4
d7cx,cpi_112_accommodation_index,2016-09,106.8
d7cx,cpi_112_accommodation_index,2016-10,105.0
d7cx,cpi_112_accommodation_index,2016-11,104.8
d7cx,cpi_112_accommodation_index,2016-12,104.2
d7cx,cpi_112_accommodation_index,2017-01,103.6
d7cx,cpi_112_accommodation_index,2017-02,105.6
d7cx,cpi_112_accommodation_index,2017-03,105.4
d7cx,cpi_112_accommodation_index,2017-04,106.8
d7cx,cpi_112_accommodation_index,2017-05,108.0
d7cx,cpi_112_accommodation_index,2017-06,108.8
d7cx,cpi_112_accommodation_index,2017-07,109.6
d7cx,cpi_112_accommodation_index,2017-08,109.5
d7cx,cpi_112_accommodation_index,2017-09,109.9
d7cx,cpi_112_accommodation_index,2017-10,108.6
d7cx,cpi_112_accommodation_index,2017-11,108.9
d7cx,cpi_112_accommodation_index,2017-12,107.6
d7cx,cpi_112_accommodation_index,2018-01,106.9
d7cx,cpi_112_accommodation_index,2018-02,106.6
d7cx,cpi_112_accommodation_index,2018-03,107.6
d7cx,cpi_112_accommodation_index,2018-04,109.4
d7cx,cpi_112_accommodation_index,2018-05,110.0
d7cx,cpi_112_accommodation_index,2018-06,110.7
d7cx,cpi_112_accommodation_index,2018-07,111.2
d7cx,cpi_112_accommodation_index,2018-08,111.0
d7cx,cpi_112_accommodation_index,2018-09,111.7
d7cx,cpi_112_accommodation_index,2018-10,110.4
d7cx,cpi_112_accommodation_index,2018-11,112.0
d7cx,cpi_112_accommodation_index,2018-12,112.6
d7cx,cpi_112_accommodation_index,2019-01,109.3
d7cx,cpi_112_accommodation_index,2019-02,109.3
d7cx,cpi_112_accommodation_index,2019-03,110.6
d7cx,cpi_112_accommodation_index,2019-04,111.0
d7cx,cpi_112_accommodation_index,2019-05,114.3
d7cx,cpi_112_accommodation_index,2019-06,113.0
d7cx,cpi_112_accommodation_index,2019-07,116.5
d7cx,cpi_112_accommodation_index,2019-08,114.5
d7cx,cpi_112_accommodation_index,2019-09,117.5
d7cx,cpi_112_accommodation_index,2019-10,115.4
d7cx,cpi_112_accommodation_index,2019-11,113.1
d7cx,cpi_112_accommodation_index,2019-12,110.1
d7cx,cpi_112_accommodation_index,2020-01,108.7
d7cx,cpi_112_accommodation_index,2020-02,110.4
d7cx,cpi_112_accommodation_index,2020-03,110.1
d7cx,cpi_112_accommodation_index,2020-04,111.4
d7cx,cpi_112_accommodation_index,2020-05,114.3
d7cx,cpi_112_accommodation_index,2020-06,113.0
d7cx,cpi_112_accommodation_index,2020-07,112.1
d7cx,cpi_112_accommodation_index,2020-08,112.5
d7cx,cpi_112_accommodation_index,2020-09,110.3
d7cx,cpi_112_accommodation_index,2020-10,107.9
d7cx,cpi_112_accommodation_index,2020-11,114.4
d7cx,cpi_112_accommodation_index,2020-12,104.9
d7cx,cpi_112_accommodation_index,2021-01,110.9
d7cx,cpi_112_accommodation_index,2021-02,112.5
d7cx,cpi_112_accommodation_index,2021-03,112.4
d7cx,cpi_112_accommodation_index,2021-04,114.6
d7cx,cpi_112_accommodation_index,2021-05,118.2
d7cx,cpi_112_accommodation_index,2021-06,117.3
d7cx,cpi_112_accommodation_index,2021-07,118.5
d7cx,cpi_112_accommodation_index,2021-08,125.5
d7cx,cpi_112_accommodation_index,2021-09,121.9
d7cx,cpi_112_accommodation_index,2021-10,122.2
d7cx,cpi_112_accommodation_index,2021-11,123.8
d7cx,cpi_112_accommodation_index,2021-12,121.1
d7cx,cpi_112_accommodation_index,2022-01,118.0
d7cx,cpi_112_accommodation_index,2022-02,120.9
d7cx,cpi_112_accommodation_index,2022-03,124.7
d7cx,cpi_112_accommodation_index,2022-04,126.2
d7cx,cpi_112_accommodation_index,2022-05,128.2
d7cx,cpi_112_accommodation_index,2022-06,132.6
d7cx,cpi_112_accommodation_index,2022-07,135.5
d7cx,cpi_112_accommodation_index,2022-08,137.1
d7cx,cpi_112_accommodation_index,2022-09,140.1
d7cx,cpi_112_accommodation_index,2022-10,141.8
d7cx,cpi_112_accommodation_index,2022-11,138.7
d7cx,cpi_112_accommodation_index,2022-12,140.9
d7cx,cpi_112_accommodation_index,2023-01,137.3
d7cx,cpi_112_accommodation_index,2023-02,139.3
d7cx,cpi_112_accommodation_index,2023-03,143.6
d7cx,cpi_112_accommodation_index,2023-04,143.5
d7cx,cpi_112_accommodation_index,2023-05,146.6
d7cx,cpi_112_accommodation_index,2023-06,147.5
d7cx,cpi_112_accommodation_index,2023-07,152.1
d7cx,cpi_112_accommodation_index,2023-08,146.7
d7cx,cpi_112_accommodation_index,2023-09,151.7
d7cx,cpi_112_accommodation_index,2023-10,148.0
d7cx,cpi_112_accommodation_index,2023-11,147.6
d7cx,cpi_112_accommodation_index,2023-12,149.4
d7cx,cpi_112_accommodation_index,2024-01,143.5
d7cx,cpi_112_accommodation_index,2024-02,146.7
d7cx,cpi_112_accommodation_index,2024-03,152.3
d7cx,cpi_112_accommodation_index,2024-04,153.7
d7cx,cpi_112_accommodation_index,2024-05,156.8
d7cx,cpi_112_accommodation_index,2024-06,162.0
d7cx,cpi_112_accommodation_index,2024-07,158.1
d7cx,cpi_112_accommodation_index,2024-08,152.2
d7cx,cpi_112_accommodation_index,2024-09,156.2
d7cx,cpi_112_accommodation_index,2024-10,155.8
d7cx,cpi_112_accommodation_index,2024-11,155.1
d7cx,cpi_112_accommodation_index,2024-12,153.5
d7cx,cpi_112_accommodation_index,2025-01,147.6
d7cx,cpi_112_accommodation_index,2025-02,148.7
d7cx,cpi_112_accommodation_index,2025-03,151.4
d7cx,cpi_112_accommodation_index,2025-04,151.9
d7cx,cpi_112_accommodation_index,2025-05,155.2
d7cx,cpi_112_accommodation_index,2025-06,158.9
d7cx,cpi_112_accommodation_index,2025-07,159.3
d7cx,cpi_112_accommodation_index,2025-08,155.7
d7cx,cpi_112_accommodation_index,2025-09,160.7
d7cx,cpi_112_accommodation_index,2025-10,157.1
d7cx,cpi_112_accommodation_index,2025-11,153.7
d7cx,cpi_112_accommodation_index,2025-12,153.3
d7cx,cpi_112_accommodation_index,2026-01,149.2
d7cx,cpi_112_accommodation_index,2026-02,150.9
d7cx,cpi_112_accommodation_index,2026-03,153.4
d7cx,cpi_112_accommodation_index,2026-04,157.6
d7cx,cpi_112_accommodation_index,2026-05,160.1
d7cx,cpi_112_accommodation_index,2026-06,164.9
d7cx,cpi_112_accommodation_index,2026-07,164.0
l7ie,cpi_11201_hotels_index,2015-01,96.7
l7ie,cpi_11201_hotels_index,2015-02,96.9
l7ie,cpi_11201_hotels_index,2015-03,97.8
l7ie,cpi_11201_hotels_index,2015-04,98.7
l7ie,cpi_11201_hotels_index,2015-05,99.6
l7ie,cpi_11201_hotels_index,2015-06,101.4
l7ie,cpi_11201_hotels_index,2015-07,101.7
l7ie,cpi_11201_hotels_index,2015-08,101.2
l7ie,cpi_11201_hotels_index,2015-09,101.9
l7ie,cpi_11201_hotels_index,2015-10,101.9
l7ie,cpi_11201_hotels_index,2015-11,102.6
l7ie,cpi_11201_hotels_index,2015-12,99.6
l7ie,cpi_11201_hotels_index,2016-01,97.9
l7ie,cpi_11201_hotels_index,2016-02,99.9
l7ie,cpi_11201_hotels_index,2016-03,101.4
l7ie,cpi_11201_hotels_index,2016-04,102.3
l7ie,cpi_11201_hotels_index,2016-05,104.5
l7ie,cpi_11201_hotels_index,2016-06,104.4
l7ie,cpi_11201_hotels_index,2016-07,106.4
l7ie,cpi_11201_hotels_index,2016-08,103.5
l7ie,cpi_11201_hotels_index,2016-09,107.1
l7ie,cpi_11201_hotels_index,2016-10,105.1
l7ie,cpi_11201_hotels_index,2016-11,104.8
l7ie,cpi_11201_hotels_index,2016-12,104.2
l7ie,cpi_11201_hotels_index,2017-01,103.5
l7ie,cpi_11201_hotels_index,2017-02,105.8
l7ie,cpi_11201_hotels_index,2017-03,105.6
l7ie,cpi_11201_hotels_index,2017-04,107.1
l7ie,cpi_11201_hotels_index,2017-05,108.4
l7ie,cpi_11201_hotels_index,2017-06,109.3
l7ie,cpi_11201_hotels_index,2017-07,110.2
l7ie,cpi_11201_hotels_index,2017-08,109.9
l7ie,cpi_11201_hotels_index,2017-09,110.3
l7ie,cpi_11201_hotels_index,2017-10,108.4
l7ie,cpi_11201_hotels_index,2017-11,108.7
l7ie,cpi_11201_hotels_index,2017-12,107.2
l7ie,cpi_11201_hotels_index,2018-01,106.5
l7ie,cpi_11201_hotels_index,2018-02,106.1
l7ie,cpi_11201_hotels_index,2018-03,107.3
l7ie,cpi_11201_hotels_index,2018-04,109.4
l7ie,cpi_11201_hotels_index,2018-05,110.1
l7ie,cpi_11201_hotels_index,2018-06,110.9
l7ie,cpi_11201_hotels_index,2018-07,111.4
l7ie,cpi_11201_hotels_index,2018-08,111.1
l7ie,cpi_11201_hotels_index,2018-09,111.9
l7ie,cpi_11201_hotels_index,2018-10,110.1
l7ie,cpi_11201_hotels_index,2018-11,111.9
l7ie,cpi_11201_hotels_index,2018-12,112.6
l7ie,cpi_11201_hotels_index,2019-01,108.8
l7ie,cpi_11201_hotels_index,2019-02,108.8
l7ie,cpi_11201_hotels_index,2019-03,110.2
l7ie,cpi_11201_hotels_index,2019-04,110.6
l7ie,cpi_11201_hotels_index,2019-05,114.1
l7ie,cpi_11201_hotels_index,2019-06,112.6
l7ie,cpi_11201_hotels_index,2019-07,116.6
l7ie,cpi_11201_hotels_index,2019-08,114.3
l7ie,cpi_11201_hotels_index,2019-09,117.7
l7ie,cpi_11201_hotels_index,2019-10,114.9
l7ie,cpi_11201_hotels_index,2019-11,112.3
l7ie,cpi_11201_hotels_index,2019-12,108.9
l7ie,cpi_11201_hotels_index,2020-01,107.2
l7ie,cpi_11201_hotels_index,2020-02,109.2
l7ie,cpi_11201_hotels_index,2020-03,108.8
l7ie,cpi_11201_hotels_index,2020-04,110.3
l7ie,cpi_11201_hotels_index,2020-05,113.6
l7ie,cpi_11201_hotels_index,2020-06,112.2
l7ie,cpi_11201_hotels_index,2020-07,111.1
l7ie,cpi_11201_hotels_index,2020-08,111.7
l7ie,cpi_11201_hotels_index,2020-09,109.2
l7ie,cpi_11201_hotels_index,2020-10,106.3
l7ie,cpi_11201_hotels_index,2020-11,113.8
l7ie,cpi_11201_hotels_index,2020-12,102.9
l7ie,cpi_11201_hotels_index,2021-01,109.8
l7ie,cpi_11201_hotels_index,2021-02,111.7
l7ie,cpi_11201_hotels_index,2021-03,111.5
l7ie,cpi_11201_hotels_index,2021-04,114.1
l7ie,cpi_11201_hotels_index,2021-05,118.2
l7ie,cpi_11201_hotels_index,2021-06,117.2
l7ie,cpi_11201_hotels_index,2021-07,118.5
l7ie,cpi_11201_hotels_index,2021-08,126.2
l7ie,cpi_11201_hotels_index,2021-09,121.9
l7ie,cpi_11201_hotels_index,2021-10,121.9
l7ie,cpi_11201_hotels_index,2021-11,123.8
l7ie,cpi_11201_hotels_index,2021-12,120.5
l7ie,cpi_11201_hotels_index,2022-01,116.9
l7ie,cpi_11201_hotels_index,2022-02,120.2
l7ie,cpi_11201_hotels_index,2022-03,124.6
l7ie,cpi_11201_hotels_index,2022-04,126.3
l7ie,cpi_11201_hotels_index,2022-05,128.5
l7ie,cpi_11201_hotels_index,2022-06,133.6
l7ie,cpi_11201_hotels_index,2022-07,136.9
l7ie,cpi_11201_hotels_index,2022-08,138.7
l7ie,cpi_11201_hotels_index,2022-09,142.1
l7ie,cpi_11201_hotels_index,2022-10,143.5
l7ie,cpi_11201_hotels_index,2022-11,139.8
l7ie,cpi_11201_hotels_index,2022-12,142.4
l7ie,cpi_11201_hotels_index,2023-01,138.1
l7ie,cpi_11201_hotels_index,2023-02,140.4
l7ie,cpi_11201_hotels_index,2023-03,145.4
l7ie,cpi_11201_hotels_index,2023-04,145.1
l7ie,cpi_11201_hotels_index,2023-05,148.7
l7ie,cpi_11201_hotels_index,2023-06,149.7
l7ie,cpi_11201_hotels_index,2023-07,155.0
l7ie,cpi_11201_hotels_index,2023-08,148.5
l7ie,cpi_11201_hotels_index,2023-09,154.3
l7ie,cpi_11201_hotels_index,2023-10,148.4
l7ie,cpi_11201_hotels_index,2023-11,148.0
l7ie,cpi_11201_hotels_index,2023-12,150.0
l7ie,cpi_11201_hotels_index,2024-01,143.0
l7ie,cpi_11201_hotels_index,2024-02,146.7
l7ie,cpi_11201_hotels_index,2024-03,153.3
l7ie,cpi_11201_hotels_index,2024-04,154.9
l7ie,cpi_11201_hotels_index,2024-05,158.6
l7ie,cpi_11201_hotels_index,2024-06,164.6
l7ie,cpi_11201_hotels_index,2024-07,160.0
l7ie,cpi_11201_hotels_index,2024-08,153.1
l7ie,cpi_11201_hotels_index,2024-09,157.8
l7ie,cpi_11201_hotels_index,2024-10,156.4
l7ie,cpi_11201_hotels_index,2024-11,155.6
l7ie,cpi_11201_hotels_index,2024-12,153.7
l7ie,cpi_11201_hotels_index,2025-01,146.7
l7ie,cpi_11201_hotels_index,2025-02,148.1
l7ie,cpi_11201_hotels_index,2025-03,151.2
l7ie,cpi_11201_hotels_index,2025-04,151.8
l7ie,cpi_11201_hotels_index,2025-05,155.8
l7ie,cpi_11201_hotels_index,2025-06,160.1
l7ie,cpi_11201_hotels_index,2025-07,160.5
l7ie,cpi_11201_hotels_index,2025-08,156.1
l7ie,cpi_11201_hotels_index,2025-09,162.1
l7ie,cpi_11201_hotels_index,2025-10,156.6
l7ie,cpi_11201_hotels_index,2025-11,152.5
l7ie,cpi_11201_hotels_index,2025-12,152.2
l7ie,cpi_11201_hotels_index,2026-01,147.3
l7ie,cpi_11201_hotels_index,2026-02,149.3
l7ie,cpi_11201_hotels_index,2026-03,152.4
l7ie,cpi_11201_hotels_index,2026-04,157.6
l7ie,cpi_11201_hotels_index,2026-05,160.5
l7ie,cpi_11201_hotels_index,2026-06,166.4
l7ie,cpi_11201_hotels_index,2026-07,165.3
l7ik,cpi_11203_other_establishments_index,2015-01,98.9
l7ik,cpi_11203_other_establishments_index,2015-02,98.9
l7ik,cpi_11203_other_establishments_index,2015-03,98.9
l7ik,cpi_11203_other_establishments_index,2015-04,98.9
l7ik,cpi_11203_other_establishments_index,2015-05,98.9
l7ik,cpi_11203_other_establishments_index,2015-06,98.9
l7ik,cpi_11203_other_establishments_index,2015-07,98.9
l7ik,cpi_11203_other_establishments_index,2015-08,98.9
l7ik,cpi_11203_other_establishments_index,2015-09,98.9
l7ik,cpi_11203_other_establishments_index,2015-10,103.4
