source,url,access_utc,http_status,bytes,sha256,last_period,cache_file,note
portugal_ine_flash,https://www.ine.pt/ngt_server/attachfileu.jsp?look_parentBoui=801040375&att_display=n&att_download=y,2026-09-12T22:36:16Z,200,969561,,,,"May 2026 flash PDF (ADR, RevPAR y/y); July 2026 flash published late Aug 2026, PDF"
mexico_inegi,https://www.inegi.org.mx/app/api/indicadores/desarrolladores/jsonxml/INDICATOR/628229/es/0700/false/BIE/2.0/TOKEN?type=json,2026-09-12T22:36:16Z,400,0,,,,free registration token required; not held
mexico_banxico,https://www.banxico.org.mx/SieAPIRest/service/v1/series/SP30578/datos/oportuno,2026-09-12T22:36:17Z,400,0,,,,free registration token required; not held
lvcva,https://www.lvcva.com/research/visitor-statistics/,2026-09-12T22:36:18Z,200,227121,,,,monthly Las Vegas hotel ADR (hotel class); site returns 403 to fetchers
singapore_stb,https://www.stb.gov.sg/statistics-and-market-insights/hotel-statistics,2026-09-12T22:36:20Z,404,0,,,,"monthly hotel ARR; Tableau dashboard, page moved (404), data.gov.sg search does not list it"
hongkong_hktb,https://partnernet.hktb.com/en/research_statistics/latest_statistics/index.html,2026-09-12T22:36:21Z,200,19530,,,,monthly hotel achieved room rate; PartnerNet login
nz_mbie_adp,https://www.mbie.govt.nz/immigration-and-tourism/tourism-research-and-data/tourism-data-releases/accommodation-data-programme,2026-09-12T22:36:22Z,200,212,,,,"guest nights, occupancy, capacity; no price measure"
croatia_evisitor,https://www.htz.hr/en-GB/tourism-in-numbers/evisitor,2026-09-12T22:36:23Z,404,0,,,,arrivals and nights; no price
japan_mlit_minpaku,https://www.mlit.go.jp/kankocho/minpaku/business/host/index.html,2026-09-12T22:36:24Z,200,27064,,,,"minpaku notification-system nights and guests, bimonthly; no price"
ons_stl_pilot,https://www.ons.gov.uk/businessindustryandtrade/tourismindustry/datasets/shorttermletsinenglandscotlandandwales,2026-09-12T22:36:25Z,404,0,,,,short-term lets nights and guests from platform data; no price
florida_dor_tdt,https://floridarevenue.com/taxes/taxesfees/Pages/local_option.aspx,2026-09-12T22:36:25Z,200,75430,,,,"tourist development tax collections, dollars by county; no nights"
vermont_tax_mr,https://tax.vermont.gov/data-and-statistics,2026-09-12T22:36:27Z,200,48355,,,,"meals and rooms tax receipts incl short-term rental line, dollars; no nights"
texas_comptroller_hot,https://comptroller.texas.gov/transparency/local/hotel-receipts/,2026-09-12T22:36:27Z,200,127130,,,,"hotel occupancy tax receipts by city, dollars; no nights"
nyc_dof_hotel_tax,https://www.nyc.gov/site/finance/business/business-hotel-room-occupancy-tax.page,2026-09-12T22:36:28Z,200,30259,,,,"hotel room occupancy tax collections, dollars; no nights"
colorado_dor,https://cdor.colorado.gov/data-and-reports,2026-09-12T22:36:28Z,403,0,,,,"sales and lodging tax collections, dollars; no nights"
italy_mef_tourist_tax,https://www.finanze.gov.it/it/fiscalita-regionale-e-locale/,2026-09-12T22:36:29Z,404,0,,,,"imposta di soggiorno, annual municipal collections, dollars; no nights"
france_tourist_tax,https://www.data.gouv.fr/fr/datasets/?q=taxe+de+sejour,2026-09-12T22:36:30Z,200,246984,,,,"taxe de sejour, annual collections by commune; no nights"
us_census_qss_721,https://www.census.gov/services/qss/qss-current.html,2026-09-12T22:36:31Z,404,0,,,,"NAICS 721 accommodation revenue, quarterly; revenue not price; 3Q26 advance 19 Nov"
eurostat_hicp,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_minr?coicop18=CP112&coicop18=CP11201&coicop18=CP11202&coicop18=CP11209&unit=RCH_A&sinceTimePeriod=2015-01&lang=EN,2026-09-12T22:39:15Z,200,189883,89f4330cf8f6e115b51494d78c7283288753f99d9ce26d84e0084c9b9b5c93d2,2026-07,,
eurostat_hicp,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/prc_hicp_minr?coicop18=CP112&coicop18=CP11201&coicop18=CP11202&coicop18=CP11209&unit=I15&sinceTimePeriod=2015-01&lang=EN,2026-09-12T22:39:18Z,200,234705,0fc2365e664a5ddac8e92607b837962571c85240878d67907c43ee2902ed3c18,2026-07,,
eurostat_sppi,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/sts_sepp_q?nace_r2=I55&unit=PCH_SM&s_adj=NSA&sinceTimePeriod=2015-Q1&lang=EN,2026-09-12T22:39:20Z,200,23262,5882f6773c0ee2bf30bac9998c836d24a91c5bf68a0842522ba0e3e18a4ed8d2,2026-Q2,,
eurostat_sppi,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/sts_sepp_q?nace_r2=I55&unit=I21&s_adj=NSA&sinceTimePeriod=2015-Q1&lang=EN,2026-09-12T22:39:21Z,200,19934,63ad51f98332ca72b80ab979a50ed78d23aea8762378bada69bcf9a1185d5db3,2026-Q2,,
bls,https://api.bls.gov/publicAPI/v2/timeseries/data/#2012-2021,2026-09-12T22:39:22Z,200,42113,649b03ac313a5373e1b27ea96f02e186ed5620094d793e295c2fb96769189d62,2021-12,,
bls,https://api.bls.gov/publicAPI/v2/timeseries/data/#2022-2026,2026-09-12T22:39:23Z,200,21157,55e75d5ae8a42a47836fd2a4dc777d4b04e60f3114eb3b225760953f21631f25,2026-08,,
japan_estat,https://www.e-stat.go.jp/en/stat-search/file-download?statInfId=000040491332&fileKind=4,2026-09-12T22:39:23Z,cached,1211630,6ebe8bb598e23c665f2d5833380bcba554b44d81bdf784558b4011e4093b4efc,,jp_000040491332.xlsx,served from session cache
japan_estat,https://www.e-stat.go.jp/en/stat-search/file-download?statInfId=000040491331&fileKind=4,2026-09-12T22:39:25Z,cached,2412879,c4e2134f74b39d8db36e44ec468641770f839a2ba8a492f7124acdf22a4759ec,2026-07,jp_000040491331.xlsx,宿泊料 column 223 in sheet am0413
abs,"https://data.api.abs.gov.au/rest/data/ABS,CPI,2.0.0/1.30033.10.50.Q?startPeriod=2015-Q1&format=csv",2026-09-12T22:42:01Z,200,2650,c144d0f69cf9adfb603c55a3a3a8d9d0ea8660c8381b00fa6b7264ac43c65890,2026-Q2,,
abs,"https://data.api.abs.gov.au/rest/data/ABS,CPI,2.0.0/1.40101.10.50.Q?startPeriod=2015-Q1&format=csv",2026-09-12T22:42:03Z,200,2653,eafb95eada04cd00610e592cfbadaf35739efc81955ad07dc3a440645029bfc0,2026-Q2,,
abs,"https://data.api.abs.gov.au/rest/data/ABS,CPI,2.0.0/1.40102.10.50.Q?startPeriod=2015-Q1&format=csv",2026-09-12T22:42:05Z,200,2644,8ff719270516a041e3f5936014f105825bfb0d398281afc64950bb00c9c96b74,2026-Q2,,
abs,"https://data.api.abs.gov.au/rest/data/ABS,CPI_M,1.2.0/1.30033.10.50.M?startPeriod=2017-01&format=csv",2026-09-12T22:42:07Z,200,5719,44a2dffe229368e92e5747f8e0173f52c5694d67abebd739a2d6c691f5232624,2026-Q2,,
abs,"https://data.api.abs.gov.au/rest/data/ABS,CPI_M,1.2.0/1.40101.10.50.M?startPeriod=2017-01&format=csv",2026-09-12T22:42:10Z,404,0,,,,body[:120]=b'NoRecordsFound'
abs,"https://data.api.abs.gov.au/rest/data/ABS,CPI_M,1.2.0/1.40102.10.50.M?startPeriod=2017-01&format=csv",2026-09-12T22:42:13Z,404,0,,,,body[:120]=b'NoRecordsFound'
abs,"https://data.api.abs.gov.au/rest/data/ABS,CPI,2.0.0/1.30033.10.50.M?startPeriod=2017-01&format=csv",2026-09-12T22:42:15Z,200,5998,3132371a8240ded7e6ab7615d27165bc42abbaba9f8722010c536d7d4290cff3,2026-Q2,,
abs,"https://data.api.abs.gov.au/rest/data/ABS,CPI,2.0.0/1.40101.10.50.M?startPeriod=2017-01&format=csv",2026-09-12T22:42:18Z,200,6008,b75f55f7fb7cd5877149129797fa0e9d71add1a1235db258e1643a0c868bc1bd,2026-Q2,,
abs,"https://data.api.abs.gov.au/rest/data/ABS,CPI,2.0.0/1.40102.10.50.M?startPeriod=2017-01&format=csv",2026-09-12T22:42:20Z,200,6006,82348f46d6712525f9f134d2091df62ba1fec5305f669b42ad1c6ab65713526c,2026-Q2,,
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2023-06.pdf,2026-09-12T22:42:20Z,cached,391487,7bb5ad110c849fe8e57a4a78ea7d835b34344d1e0c018f56d27c39f59d167282,2023-06,hi_2023-06.pdf,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2023-07.pdf,2026-09-12T22:42:21Z,cached,321893,c9115256b01531ae6633a056fa33f35911aa331d64d32f2ec592619536e73de5,2023-07,hi_2023-07.pdf,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2023-08.pdf,2026-09-12T22:42:21Z,cached,315196,24c592c37957459a80a9c0cd024b90c2c52329d7c9e42ba964f1eb7a79b6dcd1,2023-08,hi_2023-08.pdf,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2023-09.pdf,2026-09-12T22:42:22Z,cached,392995,7bacc19947a096e4d796ad79f49984eccbbd23a8c893961769da37dde2379dbe,2023-09,hi_2023-09.pdf,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2023-10.pdf,2026-09-12T22:42:22Z,cached,316988,9c37d68429fd9f0ffeaed43250b75a50ec8697c5e8b4443023d4733ecf1bb902,2023-10,hi_2023-10.pdf,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2023-11.pdf,2026-09-12T22:42:23Z,cached,318676,f0a65077c39984da4ac50d3ffc40db1f74e06ba5687167cb067e511786b8e7d4,2023-11,hi_2023-11.pdf,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2023-12.pdf,2026-09-12T22:42:24Z,cached,394259,5bd1be645a5454c8ac9f3e1fff48c2b96b2c02ce59ce78bd367290c76e7bbcff,2023-12,hi_2023-12.pdf,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-01.xlsx,2026-09-12T22:42:24Z,cached,3585629,4df4782884dce6799f0f2ef43ab404794b02bc80fad42b41e674fe5e7379ead9,2024-01,hi_2024-01.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-02.xlsx,2026-09-12T22:42:31Z,cached,3591626,5f7f1c83e44b5f704d0abf11de18dbafd5f6f68c7a143dde7299c4d8683f37a3,2024-02,hi_2024-02.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-03.xlsx,2026-09-12T22:42:38Z,cached,321549,3bbae0ef3c976af38433ddf1d4e6fc65e5c628b9475a001cef55b08c8f2e5968,2024-03,hi_2024-03.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-04.xlsx,2026-09-12T22:42:38Z,cached,318998,b58858ae8496c06cdc49262ea267d274ff6f987b5624f0debf2d7337793d4632,2024-04,hi_2024-04.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-05.xlsx,2026-09-12T22:42:39Z,cached,356400,1dc7dfa533c8c2c25c5f18077789947650b5892b1f4b713e56fd7b3f351930a0,2024-05,hi_2024-05.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-06.xlsx,2026-09-12T22:42:39Z,cached,323387,621acd5c03823e0ffdcd5e607fb323abcb1dc5e53932067acc9225e6fc537cda,2024-06,hi_2024-06.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-07.xlsx,2026-09-12T22:42:40Z,cached,352434,4f6d6ae16b8445642e3fa296c63b2b24c541e38c6ca59f09e28175363af33dfa,2024-07,hi_2024-07.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-08.xlsx,2026-09-12T22:42:40Z,cached,3594590,ecf9193e11e1196ce3ee4049d9083b703a794467ea2e344e967e58e526bd6722,2024-08,hi_2024-08.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-09.xlsx,2026-09-12T22:42:46Z,cached,3571639,1a702d16fb72e13e447f4bc417520eccfd754e26982d21fe546a47c20acf09b9,2024-09,hi_2024-09.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-10.xlsx,2026-09-12T22:42:52Z,cached,3588328,4cfd27c21cabf3a2c28fa17aae87356bd930bad01dc749aa854aa01af1f21aac,2024-10,hi_2024-10.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-11.xlsx,2026-09-12T22:42:57Z,cached,3572926,9db863861f2f84647259dcf0c647ad8fdaa584c1885d70ad32f39443c4a4c4e8,2024-11,hi_2024-11.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/visitor/vacation-rental/hawaii-vacation-rental-performance-2024-12.xlsx,2026-09-12T22:43:03Z,cached,3585801,6d1eb87fc36a0d46e73d5ed0c55961d090942ad4be475f193906c6f6c4e39fe4,2024-12,hi_2024-12.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-01.xlsx,2026-09-12T22:43:08Z,cached,3587297,007349c6c4afaad9798b2e9d545a2ddf58db9b92ba60c566cfd9747c844a6bbd,2025-01,hi_2025-01.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-02.xlsx,2026-09-12T22:43:14Z,cached,3567019,2840bf8261d6a9e92781e9f566bcccc40bbebf4ef53cc37d27e9e9d1f5d86636,2025-02,hi_2025-02.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-03.xlsx,2026-09-12T22:43:19Z,cached,321851,50ae5339f9af36ff11081b698da85752a4f8b404f9dc8309e33d3f71aedcc445,2025-03,hi_2025-03.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-04.xlsx,2026-09-12T22:43:20Z,cached,348556,0bd6e620efdfe9d409dae5d9a1ee9cf7f7a49b0dccf01fe7594209a0d9b858e1,2025-04,hi_2025-04.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-05.xlsx,2026-09-12T22:43:20Z,cached,350383,8425fcc9496afa2e0aa49d9e03eb33f55e8688eda1cab9108e3b5dcc63a2daad,2025-05,hi_2025-05.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-06.xlsx,2026-09-12T22:43:21Z,cached,321783,48bb178a3f86a0f45adb43b92147a104be29e701c3371e35350d7d374f9315fb,2025-06,hi_2025-06.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-07.xlsx,2026-09-12T22:43:22Z,cached,352403,d7e3453b316b33275620815db949f520850fff0cdd277fb3f056a78ebe92d0cc,2025-07,hi_2025-07.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-08.xlsx,2026-09-12T22:43:22Z,cached,3539258,b7113599f25b9de1d63a0e8a247710a82c7e7f156b8f496fce43d9dff15d7fe2,2025-08,hi_2025-08.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-09.xlsx,2026-09-12T22:43:29Z,cached,3160482,36d4b99b8c2fea2437817e79d8eed159a00fbb4819cd5b28103e0a98425d1698,2025-09,hi_2025-09.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-10.xlsx,2026-09-12T22:43:34Z,cached,3145788,37718339df20f485bb40af372e492c836ac93cc5bfa1e43bbd8f70df04d5abd6,2025-10,hi_2025-10.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-11.xlsx,2026-09-12T22:43:41Z,cached,3147509,073e406930c1671713600206c3a2467b86adfff04c488b699f857284ca2a12a0,2025-11,hi_2025-11.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2025-12.xlsx,2026-09-12T22:43:46Z,cached,3177901,26e77826c56eebfdd76971186c85310d2d3fdb28ad3afe01d775d55990e1b143,2025-12,hi_2025-12.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2026-01.xlsx,2026-09-12T22:43:52Z,cached,3165082,27086c37e8a7bfef97daec60ef33a8d6d47b55a6d487c8047dc24eb744d51b66,2026-01,hi_2026-01.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2026-02.xlsx,2026-09-12T22:43:57Z,cached,3127539,1da7cac0f3b7d2002d8167bccc653e9bbda399b758c4d4b5e1c2f839e3866065,2026-02,hi_2026-02.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2026-03.xlsx,2026-09-12T22:44:03Z,cached,346561,17aa6ce91a1fbfe9f080309b3aac88cc1b7282b13b45e7ece5efe6da1b8db80e,2026-03,hi_2026-03.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2026-04.xlsx,2026-09-12T22:44:04Z,cached,341250,de09e03a0e639e4bf95a185b2b9ef59fe4da3c93d2685d74dabbd79106f65031,2026-04,hi_2026-04.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2026-05.xlsx,2026-09-12T22:44:04Z,cached,337876,357dff62bbd1a4ef8d12e607b50ab73b054164f15d370c922da78d6937e99860,2026-05,hi_2026-05.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2026-06.xlsx,2026-09-12T22:44:05Z,cached,347506,a0916c2919c248e738c1c06040e187521920811018360cd53d167a1a82a4d9fb,2026-06,hi_2026-06.xlsx,5 region rows parsed
hawaii_dbedt,https://files.hawaii.gov/dbedt/economic/tourism/vacation-rental/hawaii-vacation-rental-performance-2026-07.xlsx,2026-09-12T22:44:06Z,cached,342571,dc6d04b702e5dc0967ae18ffb4de758056e26f92631559c2a837ae41af4cbf26,2026-07,hi_2026-07.xlsx,5 region rows parsed
