vintage,region,year_cur,year_cmp,supply_cur,supply_cmp,demand_cur,demand_cmp,occ_cur,occ_cmp,adr_cur,adr_cmp,adr_pct_change_reported,file_type,month,parse_ok
2023-10,State of Hawai‘i,2023,2022,760967.0,650323.0,387317.0,376624.0,0.509,0.579,264.63,289.32,-0.085,pdf,2023-10,True
2023-10,O‘ahu,2023,2022,225859.0,185320.0,121120.0,106734.0,0.536,0.5760000000000001,224.56,216.83,0.036000000000000004,pdf,2023-10,True
2023-10,Maui County,2023,2022,193861.0,211890.0,98450.0,134934.0,0.508,0.637,278.93,343.13,-0.187,pdf,2023-10,True
2023-10,Island of Hawai‘i,2023,2022,211694.0,156086.0,93769.0,80545.0,0.44299999999999995,0.516,228.95,240.42,-0.048,pdf,2023-10,True
2023-10,Kaua‘i,2023,2022,129553.0,97027.0,73978.0,54411.0,0.5710000000000001,0.561,356.45,370.43,-0.038,pdf,2023-10,True
2023-11,State of Hawai‘i,2023,2022,788411.0,639260.0,398281.0,365018.0,0.505,0.5710000000000001,293.95,292.73,0.004,pdf,2023-11,True
2023-11,O‘ahu,2023,2022,223226.0,182081.0,118206.0,104256.0,0.53,0.573,237.91,223.54,0.064,pdf,2023-11,True
2023-11,Maui County,2023,2022,235355.0,198324.0,122906.0,126837.0,0.522,0.64,359.6,355.8,0.011000000000000001,pdf,2023-11,True
2023-11,Island of Hawai‘i,2023,2022,201389.0,161965.0,95204.0,82491.0,0.473,0.509,231.65,235.33,-0.016,pdf,2023-11,True
2023-11,Kaua‘i,2023,2022,128441.0,96890.0,61965.0,51434.0,0.48200000000000004,0.531,366.35,369.53,-0.009000000000000001,pdf,2023-11,True
2023-12,State of Hawai‘i,2023,2022,768335.0,664176.0,410769.0,384761.0,0.535,0.579,318.15,322.92,-0.015,pdf,2023-12,True
2023-12,O‘ahu,2023,2022,212666.0,188642.0,117567.0,110005.0,0.5529999999999999,0.583,257.51,254.56,0.012,pdf,2023-12,True
2023-12,Maui County,2023,2022,233344.0,209578.0,127862.0,129765.0,0.5479999999999999,0.619,394.21,390.99,0.008,pdf,2023-12,True
2023-12,Island of Hawai‘i,2023,2022,194007.0,161459.0,100479.0,90684.0,0.518,0.562,249.77,268.25,-0.069,pdf,2023-12,True
2023-12,Kaua‘i,2023,2022,128318.0,104497.0,64861.0,54307.0,0.505,0.52,384.07,390.02,-0.015,pdf,2023-12,True
2024-01,State of Hawai‘i,2024,2023,728283.0,633967.0,430298.0,393415.0,0.590839000773051,0.620560691644833,332.994236552343,329.536314070384,0.010493297200685661,xlsx,2024-01,True
2024-01,O‘ahu,2024,2023,209173.0,187435.0,126045.0,115461.0,0.602587332017039,0.616005548590178,262.907699631084,255.780055603191,0.02786630103384833,xlsx,2024-01,True
2024-01,Maui County,2024,2023,208877.0,186491.0,129103.0,125551.0,0.618081454635982,0.673228198679829,426.151948444265,426.47662702806,-0.0007613045199161315,xlsx,2024-01,True
2024-01,Island of Hawai‘i,2024,2023,185861.0,157600.0,109144.0,98838.0,0.587234546246927,0.627144670050762,263.519341420509,256.778445537142,0.02625179800144869,xlsx,2024-01,True
2024-01,Kaua‘i,2024,2023,124372.0,102441.0,66006.0,53565.0,0.530714308686843,0.522886344334788,399.501605914614,395.554429198171,0.009978845956659644,xlsx,2024-01,True
2024-02,State of Hawai‘i,2024,2023,665711.0,537499.0,404575.0,357268.0,0.607733686239224,0.664685887787698,338.983565469938,332.540283484667,0.019375944224718625,xlsx,2024-02,True
2024-02,O‘ahu,2024,2023,197922.0,168775.0,123262.0,111767.0,0.622780691383474,0.662224855576952,264.846854667294,251.182075210035,0.05440188933001165,xlsx,2024-02,True
2024-02,Maui County,2024,2023,185636.0,151798.0,119165.0,107502.0,0.641928289771381,0.708191148763488,440.096622330382,459.654164573682,-0.04254838474364561,xlsx,2024-02,True
2024-02,Island of Hawai‘i,2024,2023,170381.0,137185.0,99730.0,90186.0,0.585335219302622,0.657404235156905,267.569146696079,248.457310447298,0.07692201213308601,xlsx,2024-02,True
2024-02,Kaua‘i,2024,2023,111772.0,79741.0,62418.0,47813.0,0.55844039652149,0.599603717033897,406.452273382678,395.520506975091,0.02763893708367308,xlsx,2024-02,True
2024-03,State of Hawai‘i,2024,2023,783160.0,687822.0,449524.0,431011.0,0.573987435517646,0.62663159945451,337.188728521725,325.710633835331,0.03524015949751571,xlsx,2024-03,True
2024-03,O‘ahu,2024,2023,226956.0,202331.0,130950.0,123066.0,0.576984085020885,0.608240951707845,265.018037418862,244.888799505956,0.08219746249528415,xlsx,2024-03,True
2024-03,Maui County,2024,2023,225941.0,206838.0,140630.0,143520.0,0.622419127117256,0.693876367011864,423.922640972765,418.389994425864,0.013223658836519669,xlsx,2024-03,True
2024-03,Island of Hawai‘i,2024,2023,201175.0,172854.0,106786.0,104133.0,0.530811482540077,0.602433267381721,270.835109471279,253.662787012763,0.0676974445512655,xlsx,2024-03,True
2024-03,Kaua‘i,2024,2023,129088.0,105799.0,71158.0,60292.0,0.551236365889936,0.569873061182053,398.165701677956,394.503118158296,0.009284042003922492,xlsx,2024-03,True
2024-04,State of Hawai‘i,2024,2023,823150.0,739337.0,423334.0,418273.0,0.514285367187025,0.565740656831729,312.060151086376,306.846071823905,0.016992491484340337,xlsx,2024-04,True
2024-04,O‘ahu,2024,2023,233482.0,208406.0,128691.0,118173.0,0.551181675675213,0.567032619022485,249.856493461081,234.578135445491,0.06513121091432762,xlsx,2024-04,True
2024-04,Maui County,2024,2023,246500.0,235448.0,132407.0,150071.0,0.537148073022312,0.63738490027522,376.822426306766,372.630294993703,0.011250108671743475,xlsx,2024-04,True
2024-04,Island of Hawai‘i,2024,2023,208544.0,185372.0,92782.0,91193.0,0.444903713365045,0.49194592495091,253.392662369856,241.873301678857,0.04762559824107266,xlsx,2024-04,True
2024-04,Kaua‘i,2024,2023,134624.0,110111.0,69454.0,58836.0,0.515910981697171,0.534333536158967,382.226869582745,384.908423414236,-0.006966732002653827,xlsx,2024-04,True
2024-05,State of Hawai‘i,2024,2023,864393.0,827617.0,439428.0,445322.0,0.508365986304841,0.538077395703568,305.868545017614,292.249601412012,0.0466003838492908,xlsx,2024-05,True
2024-05,O‘ahu,2024,2023,240371.0,227305.0,139162.0,129194.0,0.578946711541742,0.568372891049471,254.120341759963,230.883036363918,0.10064535602961469,xlsx,2024-05,True
2024-05,Maui County,2024,2023,262607.0,268167.0,130059.0,161355.0,0.495260979334138,0.601695958115652,359.835543868552,344.15400204518,0.04556547862347208,xlsx,2024-05,True
2024-05,Island of Hawai‘i,2024,2023,219966.0,207094.0,97121.0,90118.0,0.441527326950529,0.435155050363603,247.343458160439,227.847022792339,0.08556809357947663,xlsx,2024-05,True
2024-05,Kaua‘i,2024,2023,141449.0,125051.0,73086.0,64655.0,0.51669506323834,0.517029052146724,386.137057712831,375.104585878896,0.029411722088348136,xlsx,2024-05,True
2024-06,State of Hawai‘i,2024,2023,820493.0,768118.0,419362.0,417605.0,0.51110978399572,0.543672977329004,319.664273348563,302.644491804456,0.05623687859848372,xlsx,2024-06,True
2024-06,O‘ahu,2024,2023,222859.0,211261.0,136450.0,119246.0,0.612270538771151,0.564448715096492,267.697493587395,242.182094158295,0.10535625896612584,xlsx,2024-06,True
2024-06,Maui County,2024,2023,256819.0,246240.0,126508.0,146306.0,0.492595952791655,0.594160168940871,380.485360609606,355.708658564926,0.06965448112688441,xlsx,2024-06,True
2024-06,Island of Hawai‘i,2024,2023,210131.0,194192.0,89325.0,90250.0,0.425091966439983,0.464746230534729,257.569146375595,244.621063711911,0.052931184531733,xlsx,2024-06,True
2024-06,Kaua‘i,2024,2023,130684.0,116425.0,67079.0,61803.0,0.513291604174956,0.530839596306635,393.355893796866,378.416015403783,0.03948003727363822,xlsx,2024-06,True
2024-07,State of Hawai‘i,2024,2023,836093.0,792832.0,459861.0,454683.0,0.550011780986087,0.573492240474653,333.653347424548,303.963436064247,0.09767593018663467,xlsx,2024-07,True
2024-07,O‘ahu,2024,2023,219408.0,212046.0,144338.0,132182.0,0.657852038211916,0.623364741612669,284.699427732129,247.422213311949,0.15066235937830286,xlsx,2024-07,True
2024-07,Maui County,2024,2023,266357.0,249956.0,141413.0,158834.0,0.530915275363516,0.635447838819632,388.438057321463,359.012566578944,0.0819622862311383,xlsx,2024-07,True
2024-07,Island of Hawai‘i,2024,2023,214525.0,204605.0,98271.0,98645.0,0.458086470108379,0.482124092764106,268.054258122946,236.63525774241,0.13277396056819754,xlsx,2024-07,True
2024-07,Kaua‘i,2024,2023,135803.0,126225.0,75839.0,65022.0,0.558448635155335,0.515127748068925,409.671343240285,386.576189597367,0.059742824996470864,xlsx,2024-07,True
2024-08,State of Hawai‘i,2024,2023,865038.0,746520.0,431029.0,405852.0,0.498277532316499,0.543658575791673,318.998603342235,279.471524102382,0.14143508669374355,xlsx,2024-08,True
2024-08,O‘ahu,2024,2023,230186.0,222367.0,137127.0,135353.0,0.59572258955801,0.608691937202912,273.449152974979,242.628630322195,0.12702755899770088,xlsx,2024-08,True
2024-08,Maui County,2024,2023,277958.0,177618.0,132723.0,84445.0,0.477493002539952,0.475430418088257,370.348198880375,312.021434069513,0.18693191698448433,xlsx,2024-08,True
2024-08,Island of Hawai‘i,2024,2023,215965.0,212145.0,94371.0,103087.0,0.436973583682541,0.485927078177662,252.994956077609,227.168808870178,0.11368703008074531,xlsx,2024-08,True
2024-08,Kaua‘i,2024,2023,140929.0,134390.0,66808.0,82967.0,0.474054311036054,0.61735992261329,403.713267872111,371.433979775091,0.08690451023507748,xlsx,2024-08,True
2024-09,State of Hawai‘i,2024,2023,845571.0,707670.0,381092.0,373180.0,0.4506918993,0.5273361878,301.1987315399,260.1075057613,0.15797785480404136,xlsx,2024-09,True
2024-09,O‘ahu,2024,2023,230457.0,223513.0,118338.0,125077.0,0.5134927557,0.5595960861,251.3377275262,225.5918514195,0.11412591343480845,xlsx,2024-09,True
2024-09,Maui County,2024,2023,263935.0,148351.0,120431.0,71690.0,0.4562903745,0.4832458157,352.3211631557,266.1404379969,0.3238167255131812,xlsx,2024-09,True
2024-09,Island of Hawai‘i,2024,2023,214611.0,209053.0,81771.0,93047.0,0.3810196122,0.4450880877,240.6121607905,213.8880673208,0.12494429354779243,xlsx,2024-09,True
2024-09,Kaua‘i,2024,2023,136568.0,126753.0,60552.0,83366.0,0.4433835159,0.6577043541,378.7841194345,358.291341794,0.05719584943886901,xlsx,2024-09,True
2024-10,State of Hawai‘i,2024,2023,836205.0,760967.0,395299.0,387317.0,0.472729773201547,0.508980021472679,309.325062800564,264.634085258329,0.16887838729696839,xlsx,2024-10,True
2024-10,O‘ahu,2024,2023,229382.0,225859.0,115926.0,121120.0,0.505384031876956,0.536263775187174,253.878362058555,224.559379128137,0.1305622728574082,xlsx,2024-10,True
2024-10,Maui County,2024,2023,259480.0,193861.0,127123.0,98450.0,0.489914444273162,0.507838090178014,359.49501663743,278.931081767395,0.28883096985662754,xlsx,2024-10,True
2024-10,Island of Hawai‘i,2024,2023,210191.0,211694.0,88892.0,93769.0,0.422910590843566,0.442945950286735,265.401408450704,228.947743923898,0.1592226413854647,xlsx,2024-10,True
2024-10,Kaua‘i,2024,2023,137152.0,129553.0,63358.0,73978.0,0.461954619692021,0.571024985913101,371.738975346444,356.453026575468,0.042883487111420766,xlsx,2024-10,True
2024-11,State of Hawai‘i,2024,2023,803057.0,788411.0,388760.0,398281.0,0.484100132369184,0.505169258166109,313.046445107521,293.947067522679,0.06497556769593699,xlsx,2024-11,True
2024-11,O‘ahu,2024,2023,222854.0,223226.0,112300.0,118206.0,0.50391736293717,0.529535089998477,260.39089047195,237.908160330271,0.09450171911071835,xlsx,2024-11,True
2024-11,Maui County,2024,2023,239842.0,235355.0,128049.0,122906.0,0.533888976909799,0.52221537677126,370.52269053253,359.595471335818,0.03038753284661739,xlsx,2024-11,True
2024-11,Island of Hawai‘i,2024,2023,203475.0,201389.0,85926.0,95204.0,0.422292664946554,0.472736842627949,255.89126690408,231.648953825469,0.10465107948156703,xlsx,2024-11,True
2024-11,Kaua‘i,2024,2023,136886.0,128441.0,62485.0,61965.0,0.45647473079789,0.482439407977203,368.492694246619,366.352166545631,0.005842814364034582,xlsx,2024-11,True
2024-12,State of Hawai‘i,2024,2023,794681.0,768335.0,413086.0,410769.0,0.519813610744437,0.534622267630656,354.086045036627,318.151408699293,0.11294822325083076,xlsx,2024-12,True
2024-12,O‘ahu,2024,2023,212413.0,212666.0,116517.0,117567.0,0.54853987279498,0.552824617005069,294.199747676305,257.50772750857,0.14248900614648105,xlsx,2024-12,True
2024-12,Maui County,2024,2023,247357.0,233344.0,132731.0,127862.0,0.53659690245273,0.547954950630828,425.20485794577,394.210101515697,0.07862496752594977,xlsx,2024-12,True
2024-12,Island of Hawai‘i,2024,2023,196393.0,194007.0,97045.0,100479.0,0.494136756401705,0.517914302061266,290.031037147715,249.77184287264,0.16118387810271853,xlsx,2024-12,True
2024-12,Kaua‘i,2024,2023,138518.0,128318.0,66793.0,64861.0,0.482197259561934,0.505470783522187,410.294312278233,384.067590693946,0.06828673447009605,xlsx,2024-12,True
2025-01,State of Hawai‘i,2025,2024,742045.0,728283.0,437132.0,430298.0,0.589090958095533,0.590839000773051,371.929506419114,332.994236552343,0.11692475602547185,xlsx,2025-01,True
2025-01,O‘ahu,2025,2024,204459.0,209173.0,123784.0,126045.0,0.60542211396906,0.602587332017039,295.59720157694,262.907699631084,0.1243383209838526,xlsx,2025-01,True
2025-01,Maui County,2025,2024,224102.0,208877.0,134902.0,129103.0,0.601966961472901,0.618081454635982,473.984225585981,426.151948444265,0.11224230539443808,xlsx,2025-01,True
2025-01,Island of Hawai‘i,2025,2024,181885.0,185861.0,107687.0,109144.0,0.592060917612777,0.587234546246927,297.853826367157,263.519341420509,0.13029208695485844,xlsx,2025-01,True
2025-01,Kaua‘i,2025,2024,131599.0,124372.0,70759.0,66006.0,0.537686456584017,0.530714308686843,423.630633558982,399.501605914614,0.06039782390643293,xlsx,2025-01,True
2025-02,State of Hawai‘i,2025,2024,647650.0,665711.0,410286.0,404575.0,0.633499575387941,0.607733686239224,375.995176535392,338.983565469938,0.10918408688676164,xlsx,2025-02,True
2025-02,O‘ahu,2025,2024,186384.0,197922.0,120199.0,123262.0,0.644899776804876,0.622780691383474,291.937353888135,264.846854667294,0.10228741154911075,xlsx,2025-02,True
2025-02,Maui County,2025,2024,187871.0,185636.0,120710.0,119165.0,0.642515342974701,0.64192828977138,489.548604092453,440.096622330382,0.11236619245159131,xlsx,2025-02,True
2025-02,Island of Hawai‘i,2025,2024,159813.0,170381.0,100731.0,99730.0,0.630305419458993,0.585335219302622,301.331685379873,267.569146696079,0.12618248068094173,xlsx,2025-02,True
2025-02,Kaua‘i,2025,2024,113582.0,111772.0,68646.0,62418.0,0.604373932489303,0.55844039652149,433.06419893366,406.452273382678,0.06547367869173328,xlsx,2025-02,True
2025-03,State of Hawai‘i,2025,2024,807133.0,783160.0,464065.0,449524.0,0.574954809182625,0.573987435517646,367.276241474793,337.188728521725,0.08923048254007529,xlsx,2025-03,True
2025-03,O‘ahu,2025,2024,222894.0,226956.0,131031.0,130950.0,0.587862391989017,0.576984085020885,288.008059161573,265.018037418862,0.0867488944021391,xlsx,2025-03,True
2025-03,Maui County,2025,2024,244994.0,225941.0,149005.0,140630.0,0.608198568128199,0.622419127117256,458.513707593705,423.922640972765,0.08159759181902795,xlsx,2025-03,True
2025-03,Island of Hawai‘i,2025,2024,199766.0,201175.0,106459.0,106786.0,0.532918514662155,0.530811482540077,299.669844728957,270.835109471279,0.10646601658835453,xlsx,2025-03,True
2025-03,Kaua‘i,2025,2024,139479.0,129088.0,77570.0,71158.0,0.556141067831,0.551236365889936,418.701534098234,398.165701677956,0.05157609591618656,xlsx,2025-03,True
2025-04,State of Hawai‘i,2025,2024,839145.0,823150.0,425499.0,423334.0,0.507062545805552,0.514285367187025,356.251652765341,312.060151086376,0.14161212678107418,xlsx,2025-04,True
2025-04,O‘ahu,2025,2024,230144.0,233482.0,127418.0,128691.0,0.553644674638487,0.551181675675213,286.855091117425,249.856493461081,0.14807939206954054,xlsx,2025-04,True
2025-04,Maui County,2025,2024,261863.0,246500.0,135516.0,132407.0,0.517507246155432,0.537148073022312,433.820427108238,376.822426306766,0.15125957698459996,xlsx,2025-04,True
2025-04,Island of Hawai‘i,2025,2024,205299.0,208544.0,91095.0,92782.0,0.443718673739278,0.444903713365045,289.023250452824,253.392662369856,0.14061412729844971,xlsx,2025-04,True
2025-04,Kaua‘i,2025,2024,141839.0,134624.0,71470.0,69454.0,0.503881161034694,0.515910981697171,418.581754582342,382.226869582745,0.09511336824458085,xlsx,2025-04,True
2025-05,State of Hawai‘i,2025,2024,896414.0,864393.0,418057.0,439428.0,0.466365987144333,0.508365986304841,357.574782864538,305.868545017614,0.16904725474123666,xlsx,2025-05,True
2025-05,O‘ahu,2025,2024,243711.0,240371.0,128996.0,139162.0,0.52929904682185,0.578946711541742,301.292133089398,254.120341759963,0.1856277659739359,xlsx,2025-05,True
2025-05,Maui County,2025,2024,281833.0,262607.0,128295.0,130059.0,0.455216387009328,0.495260979334138,416.723520012471,359.835543868552,0.15809437703769524,xlsx,2025-05,True
2025-05,Island of Hawai‘i,2025,2024,222291.0,219966.0,88706.0,97121.0,0.399053492943934,0.441527326950529,297.465289833833,247.343458160439,0.20264061983350518,xlsx,2025-05,True
2025-05,Kaua‘i,2025,2024,148579.0,141449.0,72060.0,73086.0,0.484994514702616,0.51669506323834,427.014446294754,386.137057712831,0.10586238167361654,xlsx,2025-05,True
2025-06,State of Hawai‘i,2025,2024,836513.0,820493.0,390417.0,419362.0,0.466719584752419,0.51110978399572,398.249443543698,319.664273348563,0.24583657526671904,xlsx,2025-06,True
2025-06,O‘ahu,2025,2024,224700.0,222859.0,119285.0,136450.0,0.530863373386738,0.612270538771151,337.455254223079,267.697493587395,0.26058428751373514,xlsx,2025-06,True
2025-06,Maui County,2025,2024,266298.0,256819.0,120689.0,126508.0,0.453210313258079,0.492595952791655,463.7170578926,380.485360609606,0.21875137889573948,xlsx,2025-06,True
2025-06,Island of Hawai‘i,2025,2024,208602.0,210131.0,82350.0,89325.0,0.39477090344292,0.425091966439983,335.886290224651,257.569146375595,0.3040625981453992,xlsx,2025-06,True
2025-06,Kaua‘i,2025,2024,136913.0,130684.0,68093.0,67079.0,0.497345029325192,0.513291604174956,464.133156124712,393.355893796866,0.17993187198663482,xlsx,2025-06,True
2025-07,State of Hawai‘i,2025,2024,880093.0,836093.0,438429.0,459861.0,0.498162126048043,0.550011780986087,425.330210820908,333.653347424548,0.2747668024433405,xlsx,2025-07,True
2025-07,O‘ahu,2025,2024,230371.0,219408.0,130927.0,144338.0,0.568331083339483,0.657852038211916,372.059735577841,284.699427732129,0.3068510131601267,xlsx,2025-07,True
2025-07,Maui County,2025,2024,280660.0,266357.0,133899.0,141413.0,0.477086154065417,0.530915275363516,489.905368972136,388.438057321463,0.26121877024706874,xlsx,2025-07,True
2025-07,Island of Hawai‘i,2025,2024,217232.0,214525.0,92993.0,98271.0,0.428081498121824,0.458086470108379,347.065768391169,268.054258122946,0.2947593924509996,xlsx,2025-07,True
2025-07,Kaua‘i,2025,2024,151830.0,135803.0,80610.0,75839.0,0.530922742541,0.558448635155335,494.87542488525,409.671343240285,0.20798155167760946,xlsx,2025-07,True
2025-08,State of Hawai‘i,2025,2024,908358.0,865038.0,427217.0,431029.0,0.470317870267009,0.498277532316499,433.309666984226,488.067863113619,-0.11219381620429629,xlsx,2025-08,True
2025-08,O‘ahu,2025,2024,237827.0,230186.0,129416.0,137127.0,0.544160250938708,0.59572258955801,385.428246893738,418.377204051719,-0.07875418841870722,xlsx,2025-08,True
2025-08,Maui County,2025,2024,289908.0,277958.0,127189.0,132723.0,0.43872193937387,0.477493002539952,497.088388146774,566.632744286974,-0.12273268151439362,xlsx,2025-08,True
2025-08,Island of Hawai‘i,2025,2024,223121.0,215965.0,91616.0,94371.0,0.410611282667252,0.436973583682541,350.805536150891,387.082282798741,-0.09371843729337438,xlsx,2025-08,True
2025-08,Kaua‘i,2025,2024,157502.0,140929.0,78996.0,66808.0,0.50155553580272,0.474054311036054,504.748329029318,617.68129984433,-0.18283372160282949,xlsx,2025-08,True
2025-09,State of Hawai‘i,2025,2024,889063.0,845571.0,379004.0,381092.0,0.426295999271143,0.450691899320104,405.924887336281,460.834059256033,-0.11915172244082164,xlsx,2025-09,True
2025-09,O‘ahu,2025,2024,236033.0,230457.0,114849.0,118338.0,0.486580266318693,0.51349275569846,353.102003500248,384.546723115145,-0.08177086872609117,xlsx,2025-09,True
2025-09,Maui County,2025,2024,283971.0,263935.0,113861.0,120431.0,0.400959957178726,0.456290374524031,466.807045432589,539.051379628169,-0.13402123976644537,xlsx,2025-09,True
2025-09,Island of Hawai‘i,2025,2024,217672.0,214611.0,79907.0,81771.0,0.367098202800544,0.381019612228637,328.408312162889,368.136606009466,-0.10791726005524009,xlsx,2025-09,True
2025-09,Kaua‘i,2025,2024,151387.0,136568.0,70387.0,60552.0,0.464947452555371,0.443383515904165,481.630187392558,579.53970273484,-0.1689435855390896,xlsx,2025-09,True
2025-10,State of Hawai‘i,2025,2024,891877.0,836205.0,404175.0,395299.0,0.453173475714701,0.472729773201548,439.489483515804,473.267346084863,-0.07137163138020972,xlsx,2025-10,True
2025-10,O‘ahu,2025,2024,238113.0,229382.0,118926.0,115926.0,0.49945194088521,0.505384031876956,371.791214704943,388.433893949589,-0.042845589697190226,xlsx,2025-10,True
2025-10,Maui County,2025,2024,282646.0,259480.0,119804.0,127123.0,0.423865895855593,0.489914444273162,505.382491402624,550.027375455268,-0.081168476415725,xlsx,2025-10,True
2025-10,Island of Hawai‘i,2025,2024,216409.0,210191.0,88587.0,88892.0,0.40934988840575,0.422910590843566,368.983620621536,406.064154929578,-0.09131693565631954,xlsx,2025-10,True
2025-10,Kaua‘i,2025,2024,154709.0,137152.0,76858.0,63358.0,0.496790749083764,0.461954619692021,522.795597075126,568.760632280059,-0.08081613352996571,xlsx,2025-10,True
2025-11,State of Hawai‘i,2025,2024,860614.0,803057.0,387890.0,388760.0,0.450713095534119,0.484100132369184,460.087627935755,478.961061014508,-0.03940494252033011,xlsx,2025-11,True
2025-11,O‘ahu,2025,2024,234484.0,222854.0,112651.0,112300.0,0.4804208389485,0.50391736293717,387.685320148068,398.398062422084,-0.026889544112959,xlsx,2025-11,True
2025-11,Maui County,2025,2024,264416.0,239842.0,122715.0,128049.0,0.464098239138328,0.533888976909799,537.114541824553,566.899716514772,-0.05254046495795486,xlsx,2025-11,True
2025-11,Island of Hawai‘i,2025,2024,209100.0,203475.0,86386.0,85926.0,0.413132472501196,0.422292664946554,371.899555483527,391.513638363243,-0.050098083330415655,xlsx,2025-11,True
2025-11,Kaua‘i,2025,2024,152614.0,136886.0,66138.0,62485.0,0.433367843055028,0.45647473079789,555.67638876289,563.793822197327,-0.014397875809990492,xlsx,2025-11,True
2025-12,State of Hawai‘i,2025,2024,859196.0,794681.0,447700.0,413086.0,0.521068533838612,0.519813610744437,514.858548134912,541.751648906039,-0.049641013230753164,xlsx,2025-12,True
2025-12,O‘ahu,2025,2024,218899.0,212413.0,124879.0,116517.0,0.570486845531501,0.54853987279498,432.080974383203,450.125613944746,-0.04008800877471959,xlsx,2025-12,True
2025-12,Maui County,2025,2024,276342.0,247357.0,140084.0,132731.0,0.506922581438942,0.53659690245273,632.045629764998,650.563432657028,-0.02846425415643123,xlsx,2025-12,True
2025-12,Island of Hawai‘i,2025,2024,208814.0,196393.0,107651.0,97045.0,0.515535356824734,0.494136756401705,408.323489795729,443.747486836004,-0.07982917783457022,xlsx,2025-12,True
2025-12,Kaua‘i,2025,2024,155141.0,138518.0,75086.0,66793.0,0.483985535738457,0.482197259561934,586.639586607357,627.750297785696,-0.06548895527943425,xlsx,2025-12,True
2026-01,State of Hawai‘i,2026,2025,812792.0,742045.0,458569.0,437132.0,0.564189854230849,0.589090958095533,533.630221406157,569.052144821244,-0.0622472364570633,xlsx,2026-01,True
2026-01,O‘ahu,2026,2025,216009.0,204459.0,126966.0,123784.0,0.587781064677861,0.60542211396906,430.98881590347,452.263718412719,-0.04704092245983416,xlsx,2026-01,True
2026-01,Maui County,2026,2025,253863.0,224102.0,140053.0,134902.0,0.551687327416756,0.601966961472901,675.410980128951,725.195865146551,-0.06865026044727825,xlsx,2026-01,True
2026-01,Island of Hawai‘i,2026,2025,194615.0,181885.0,112460.0,107687.0,0.577858849523418,0.592060917612777,414.700586875333,455.71635434175,-0.09000284294308765,xlsx,2026-01,True
