freq,unit,coicop18,geo,time,value
M,RCH_A,CP112,BE,2020-10,-2.4
M,RCH_A,CP112,BE,2020-11,-2.4
M,RCH_A,CP112,BE,2020-12,-2.3
M,RCH_A,CP112,BE,2021-01,-3.2
M,RCH_A,CP112,BE,2021-02,-2.8
M,RCH_A,CP112,BE,2021-03,-3.0
M,RCH_A,CP112,BE,2021-04,-2.2
M,RCH_A,CP112,BE,2021-05,-2.7
M,RCH_A,CP112,BE,2021-06,-2.5
M,RCH_A,CP112,BE,2021-07,-4.4
M,RCH_A,CP112,BE,2021-08,0.7
M,RCH_A,CP112,BE,2021-09,-5.8
M,RCH_A,CP112,BE,2021-10,-1.0
M,RCH_A,CP112,BE,2021-11,4.2
M,RCH_A,CP112,BE,2021-12,9.5
M,RCH_A,CP112,BE,2022-01,1.1
M,RCH_A,CP112,BE,2022-02,7.7
M,RCH_A,CP112,BE,2022-03,5.7
M,RCH_A,CP112,BE,2022-04,19.5
M,RCH_A,CP112,BE,2022-05,18.8
M,RCH_A,CP112,BE,2022-06,10.9
M,RCH_A,CP112,BE,2022-07,13.0
M,RCH_A,CP112,BE,2022-08,11.9
M,RCH_A,CP112,BE,2022-09,14.5
M,RCH_A,CP112,BE,2022-10,12.4
M,RCH_A,CP112,BE,2022-11,3.2
M,RCH_A,CP112,BE,2022-12,10.4
M,RCH_A,CP112,BE,2023-01,16.7
M,RCH_A,CP112,BE,2023-02,13.5
M,RCH_A,CP112,BE,2023-03,15.9
M,RCH_A,CP112,BE,2023-04,6.2
M,RCH_A,CP112,BE,2023-05,24.8
M,RCH_A,CP112,BE,2023-06,16.4
M,RCH_A,CP112,BE,2023-07,17.8
M,RCH_A,CP112,BE,2023-08,18.5
M,RCH_A,CP112,BE,2023-09,25.3
M,RCH_A,CP112,BE,2023-10,21.2
M,RCH_A,CP112,BE,2023-11,17.5
M,RCH_A,CP112,BE,2023-12,16.8
M,RCH_A,CP112,BE,2024-01,7.9
M,RCH_A,CP112,BE,2024-02,6.0
M,RCH_A,CP112,BE,2024-03,14.5
M,RCH_A,CP112,BE,2024-04,0.0
M,RCH_A,CP112,BE,2024-05,-0.9
M,RCH_A,CP112,BE,2024-06,5.7
M,RCH_A,CP112,BE,2024-07,1.6
M,RCH_A,CP112,BE,2024-08,-1.6
M,RCH_A,CP112,BE,2024-09,-0.1
M,RCH_A,CP112,BE,2024-10,-1.5
M,RCH_A,CP112,BE,2024-11,6.3
M,RCH_A,CP112,BE,2024-12,2.5
M,RCH_A,CP112,BE,2025-01,2.8
M,RCH_A,CP112,BE,2025-02,1.4
M,RCH_A,CP112,BE,2025-03,-1.9
M,RCH_A,CP112,BE,2025-04,7.0
M,RCH_A,CP112,BE,2025-05,0.0
M,RCH_A,CP112,BE,2025-06,5.6
M,RCH_A,CP112,BE,2025-07,3.6
M,RCH_A,CP112,BE,2025-08,6.4
M,RCH_A,CP112,BE,2025-09,4.0
M,RCH_A,CP112,BE,2025-10,5.4
M,RCH_A,CP112,BE,2025-11,5.3
M,RCH_A,CP112,BE,2025-12,4.0
M,RCH_A,CP112,BE,2026-01,6.3
M,RCH_A,CP112,BE,2026-02,10.0
M,RCH_A,CP112,BE,2026-03,7.6
M,RCH_A,CP112,BE,2026-04,10.0
M,RCH_A,CP112,BE,2026-05,16.6
M,RCH_A,CP112,BE,2026-06,5.6
M,RCH_A,CP112,BE,2026-07,9.8
M,RCH_A,CP112,CH,2015-01,-3.1
M,RCH_A,CP112,CH,2015-02,-1.5
M,RCH_A,CP112,CH,2015-03,-2.4
M,RCH_A,CP112,CH,2015-04,-3.2
M,RCH_A,CP112,CH,2015-05,-2.1
M,RCH_A,CP112,CH,2015-06,-2.9
M,RCH_A,CP112,CH,2015-07,-1.3
M,RCH_A,CP112,CH,2015-08,-1.1
M,RCH_A,CP112,CH,2015-09,-1.1
M,RCH_A,CP112,CH,2015-10,-1.0
M,RCH_A,CP112,CH,2015-11,-2.0
M,RCH_A,CP112,CH,2015-12,-2.1
M,RCH_A,CP112,CH,2016-01,-1.9
M,RCH_A,CP112,CH,2016-02,-2.4
M,RCH_A,CP112,CH,2016-03,-1.2
M,RCH_A,CP112,CH,2016-04,-2.0
M,RCH_A,CP112,CH,2016-05,-4.6
M,RCH_A,CP112,CH,2016-06,-0.9
M,RCH_A,CP112,CH,2016-07,-3.0
M,RCH_A,CP112,CH,2016-08,-2.4
M,RCH_A,CP112,CH,2016-09,-1.9
M,RCH_A,CP112,CH,2016-10,-2.8
M,RCH_A,CP112,CH,2016-11,-3.7
M,RCH_A,CP112,CH,2016-12,-2.2
M,RCH_A,CP112,CH,2017-01,-1.7
M,RCH_A,CP112,CH,2017-02,-1.1
M,RCH_A,CP112,CH,2017-03,-2.3
M,RCH_A,CP112,CH,2017-04,1.2
M,RCH_A,CP112,CH,2017-05,3.2
M,RCH_A,CP112,CH,2017-06,0.3
M,RCH_A,CP112,CH,2017-07,1.8
M,RCH_A,CP112,CH,2017-08,-2.2
M,RCH_A,CP112,CH,2017-09,-1.9
M,RCH_A,CP112,CH,2017-10,-1.0
M,RCH_A,CP112,CH,2017-11,-0.8
M,RCH_A,CP112,CH,2017-12,0.7
M,RCH_A,CP112,CH,2018-01,0.6
M,RCH_A,CP112,CH,2018-02,0.1
M,RCH_A,CP112,CH,2018-03,1.4
M,RCH_A,CP112,CH,2018-04,-4.3
M,RCH_A,CP112,CH,2018-05,-3.2
M,RCH_A,CP112,CH,2018-06,-2.3
M,RCH_A,CP112,CH,2018-07,0.3
M,RCH_A,CP112,CH,2018-08,2.6
M,RCH_A,CP112,CH,2018-09,1.2
M,RCH_A,CP112,CH,2018-10,0.7
M,RCH_A,CP112,CH,2018-11,1.0
M,RCH_A,CP112,CH,2018-12,-1.1
M,RCH_A,CP112,CH,2019-01,0.9
M,RCH_A,CP112,CH,2019-02,-0.1
M,RCH_A,CP112,CH,2019-03,-0.1
M,RCH_A,CP112,CH,2019-04,2.4
M,RCH_A,CP112,CH,2019-05,-0.5
M,RCH_A,CP112,CH,2019-06,0.5
M,RCH_A,CP112,CH,2019-07,-0.5
M,RCH_A,CP112,CH,2019-08,0.5
M,RCH_A,CP112,CH,2019-09,1.0
M,RCH_A,CP112,CH,2019-10,-0.8
M,RCH_A,CP112,CH,2019-11,-0.4
M,RCH_A,CP112,CH,2019-12,0.4
M,RCH_A,CP112,CH,2020-01,3.4
M,RCH_A,CP112,CH,2020-02,1.8
M,RCH_A,CP112,CH,2020-03,-2.9
M,RCH_A,CP112,CH,2020-04,-2.5
M,RCH_A,CP112,CH,2020-05,-3.1
M,RCH_A,CP112,CH,2020-06,-5.6
M,RCH_A,CP112,CH,2020-07,-3.7
M,RCH_A,CP112,CH,2020-08,-2.0
M,RCH_A,CP112,CH,2020-09,-3.8
M,RCH_A,CP112,CH,2020-10,-0.5
M,RCH_A,CP112,CH,2020-11,-2.3
M,RCH_A,CP112,CH,2020-12,-2.8
M,RCH_A,CP112,CH,2021-01,-7.6
M,RCH_A,CP112,CH,2021-02,-5.3
M,RCH_A,CP112,CH,2021-03,-2.1
M,RCH_A,CP112,CH,2021-04,3.5
M,RCH_A,CP112,CH,2021-05,5.3
M,RCH_A,CP112,CH,2021-06,5.1
M,RCH_A,CP112,CH,2021-07,3.0
M,RCH_A,CP112,CH,2021-08,2.7
M,RCH_A,CP112,CH,2021-09,5.2
M,RCH_A,CP112,CH,2021-10,4.5
M,RCH_A,CP112,CH,2021-11,4.5
M,RCH_A,CP112,CH,2021-12,5.5
M,RCH_A,CP112,CH,2022-01,7.7
M,RCH_A,CP112,CH,2022-02,10.1
M,RCH_A,CP112,CH,2022-03,4.5
M,RCH_A,CP112,CH,2022-04,-0.3
M,RCH_A,CP112,CH,2022-05,-1.3
M,RCH_A,CP112,CH,2022-06,1.8
M,RCH_A,CP112,CH,2022-07,7.7
M,RCH_A,CP112,CH,2022-08,4.3
M,RCH_A,CP112,CH,2022-09,0.6
M,RCH_A,CP112,CH,2022-10,-0.4
M,RCH_A,CP112,CH,2022-11,0.0
M,RCH_A,CP112,CH,2022-12,3.7
M,RCH_A,CP112,CH,2023-01,3.2
M,RCH_A,CP112,CH,2023-02,7.1
M,RCH_A,CP112,CH,2023-03,3.9
M,RCH_A,CP112,CH,2023-04,3.5
M,RCH_A,CP112,CH,2023-05,4.2
M,RCH_A,CP112,CH,2023-06,4.5
M,RCH_A,CP112,CH,2023-07,5.0
M,RCH_A,CP112,CH,2023-08,4.7
M,RCH_A,CP112,CH,2023-09,3.7
M,RCH_A,CP112,CH,2023-10,3.6
M,RCH_A,CP112,CH,2023-11,3.1
M,RCH_A,CP112,CH,2023-12,4.9
M,RCH_A,CP112,CH,2024-01,5.4
M,RCH_A,CP112,CH,2024-02,0.5
M,RCH_A,CP112,CH,2024-03,5.5
M,RCH_A,CP112,CH,2024-04,6.1
M,RCH_A,CP112,CH,2024-05,6.9
M,RCH_A,CP112,CH,2024-06,7.6
M,RCH_A,CP112,CH,2024-07,3.3
M,RCH_A,CP112,CH,2024-08,2.9
M,RCH_A,CP112,CH,2024-09,7.7
M,RCH_A,CP112,CH,2024-10,6.5
M,RCH_A,CP112,CH,2024-11,7.9
M,RCH_A,CP112,CH,2024-12,2.6
M,RCH_A,CP112,CH,2025-01,3.8
M,RCH_A,CP112,CH,2025-02,0.9
M,RCH_A,CP112,CH,2025-03,1.6
M,RCH_A,CP112,CH,2025-04,2.4
M,RCH_A,CP112,CH,2025-05,0.7
M,RCH_A,CP112,CH,2025-06,1.7
M,RCH_A,CP112,CH,2025-07,2.8
M,RCH_A,CP112,CH,2025-08,4.2
M,RCH_A,CP112,CH,2025-09,1.8
M,RCH_A,CP112,CH,2025-10,1.3
M,RCH_A,CP112,CH,2025-11,-2.3
M,RCH_A,CP112,CH,2025-12,-0.4
M,RCH_A,CP112,CH,2026-01,-8.9
M,RCH_A,CP112,CH,2026-02,-0.3
M,RCH_A,CP112,CH,2026-03,-7.1
M,RCH_A,CP112,CH,2026-04,-8.3
M,RCH_A,CP112,CH,2026-05,-5.2
M,RCH_A,CP112,CH,2026-06,-6.4
M,RCH_A,CP112,CH,2026-07,-4.3
M,RCH_A,CP112,CZ,2015-01,0.2
M,RCH_A,CP112,CZ,2015-02,-0.3
M,RCH_A,CP112,CZ,2015-03,0.5
M,RCH_A,CP112,CZ,2015-04,0.2
M,RCH_A,CP112,CZ,2015-05,1.1
M,RCH_A,CP112,CZ,2015-06,0.3
M,RCH_A,CP112,CZ,2015-07,0.1
M,RCH_A,CP112,CZ,2015-08,0.4
M,RCH_A,CP112,CZ,2015-09,-0.8
M,RCH_A,CP112,CZ,2015-10,0.6
M,RCH_A,CP112,CZ,2015-11,0.0
M,RCH_A,CP112,CZ,2015-12,-0.4
M,RCH_A,CP112,CZ,2016-01,0.6
M,RCH_A,CP112,CZ,2016-02,1.4
M,RCH_A,CP112,CZ,2016-03,1.2
M,RCH_A,CP112,CZ,2016-04,0.7
M,RCH_A,CP112,CZ,2016-05,-0.7
M,RCH_A,CP112,CZ,2016-06,-0.7
M,RCH_A,CP112,CZ,2016-07,0.8
M,RCH_A,CP112,CZ,2016-08,0.5
M,RCH_A,CP112,CZ,2016-09,0.4
M,RCH_A,CP112,CZ,2016-10,0.1
M,RCH_A,CP112,CZ,2016-11,1.2
M,RCH_A,CP112,CZ,2016-12,2.7
M,RCH_A,CP112,CZ,2017-01,1.9
M,RCH_A,CP112,CZ,2017-02,2.2
M,RCH_A,CP112,CZ,2017-03,1.8
M,RCH_A,CP112,CZ,2017-04,1.4
M,RCH_A,CP112,CZ,2017-05,3.1
M,RCH_A,CP112,CZ,2017-06,2.9
M,RCH_A,CP112,CZ,2017-07,1.6
M,RCH_A,CP112,CZ,2017-08,1.9
M,RCH_A,CP112,CZ,2017-09,1.3
M,RCH_A,CP112,CZ,2017-10,1.0
M,RCH_A,CP112,CZ,2017-11,1.7
M,RCH_A,CP112,CZ,2017-12,1.8
M,RCH_A,CP112,CZ,2018-01,1.1
M,RCH_A,CP112,CZ,2018-02,0.7
M,RCH_A,CP112,CZ,2018-03,1.3
M,RCH_A,CP112,CZ,2018-04,1.6
M,RCH_A,CP112,CZ,2018-05,1.6
M,RCH_A,CP112,CZ,2018-06,1.8
M,RCH_A,CP112,CZ,2018-07,4.0
M,RCH_A,CP112,CZ,2018-08,2.5
M,RCH_A,CP112,CZ,2018-09,3.6
M,RCH_A,CP112,CZ,2018-10,4.0
M,RCH_A,CP112,CZ,2018-11,3.6
M,RCH_A,CP112,CZ,2018-12,2.5
M,RCH_A,CP112,CZ,2019-01,2.6
M,RCH_A,CP112,CZ,2019-02,2.2
M,RCH_A,CP112,CZ,2019-03,2.8
M,RCH_A,CP112,CZ,2019-04,4.2
M,RCH_A,CP112,CZ,2019-05,3.7
M,RCH_A,CP112,CZ,2019-06,4.0
M,RCH_A,CP112,CZ,2019-07,3.6
M,RCH_A,CP112,CZ,2019-08,4.4
M,RCH_A,CP112,CZ,2019-09,5.0
M,RCH_A,CP112,CZ,2019-10,4.8
M,RCH_A,CP112,CZ,2019-11,5.1
M,RCH_A,CP112,CZ,2019-12,5.2
M,RCH_A,CP112,CZ,2020-01,5.4
M,RCH_A,CP112,CZ,2020-02,7.7
M,RCH_A,CP112,CZ,2020-03,6.4
M,RCH_A,CP112,CZ,2020-04,2.9
M,RCH_A,CP112,CZ,2020-05,2.9
M,RCH_A,CP112,CZ,2020-06,2.3
M,RCH_A,CP112,CZ,2020-07,2.7
M,RCH_A,CP112,CZ,2020-08,2.8
M,RCH_A,CP112,CZ,2020-09,0.0
M,RCH_A,CP112,CZ,2020-10,-2.0
M,RCH_A,CP112,CZ,2020-11,-0.4
M,RCH_A,CP112,CZ,2020-12,-0.4
M,RCH_A,CP112,CZ,2021-01,0.3
M,RCH_A,CP112,CZ,2021-02,-1.7
M,RCH_A,CP112,CZ,2021-03,-2.5
M,RCH_A,CP112,CZ,2021-04,-2.4
M,RCH_A,CP112,CZ,2021-05,-3.2
M,RCH_A,CP112,CZ,2021-06,-2.7
M,RCH_A,CP112,CZ,2021-07,-2.3
M,RCH_A,CP112,CZ,2021-08,-1.2
M,RCH_A,CP112,CZ,2021-09,0.0
M,RCH_A,CP112,CZ,2021-10,2.7
M,RCH_A,CP112,CZ,2021-11,2.7
M,RCH_A,CP112,CZ,2021-12,3.4
M,RCH_A,CP112,CZ,2022-01,4.3
M,RCH_A,CP112,CZ,2022-02,7.0
M,RCH_A,CP112,CZ,2022-03,11.4
M,RCH_A,CP112,CZ,2022-04,16.5
M,RCH_A,CP112,CZ,2022-05,20.9
M,RCH_A,CP112,CZ,2022-06,24.6
M,RCH_A,CP112,CZ,2022-07,22.9
M,RCH_A,CP112,CZ,2022-08,22.3
M,RCH_A,CP112,CZ,2022-09,23.7
M,RCH_A,CP112,CZ,2022-10,22.4
M,RCH_A,CP112,CZ,2022-11,22.6
M,RCH_A,CP112,CZ,2022-12,24.1
M,RCH_A,CP112,CZ,2023-01,22.2
M,RCH_A,CP112,CZ,2023-02,22.3
M,RCH_A,CP112,CZ,2023-03,21.4
M,RCH_A,CP112,CZ,2023-04,19.3
M,RCH_A,CP112,CZ,2023-05,16.0
M,RCH_A,CP112,CZ,2023-06,14.9
M,RCH_A,CP112,CZ,2023-07,14.9
M,RCH_A,CP112,CZ,2023-08,14.7
M,RCH_A,CP112,CZ,2023-09,13.5
M,RCH_A,CP112,CZ,2023-10,13.8
M,RCH_A,CP112,CZ,2023-11,13.2
M,RCH_A,CP112,CZ,2023-12,12.4
M,RCH_A,CP112,CZ,2024-01,13.0
M,RCH_A,CP112,CZ,2024-02,10.5
M,RCH_A,CP112,CZ,2024-03,9.5
M,RCH_A,CP112,CZ,2024-04,9.5
M,RCH_A,CP112,CZ,2024-05,10.9
M,RCH_A,CP112,CZ,2024-06,8.2
M,RCH_A,CP112,CZ,2024-07,9.6
M,RCH_A,CP112,CZ,2024-08,9.1
M,RCH_A,CP112,CZ,2024-09,9.1
M,RCH_A,CP112,CZ,2024-10,9.8
M,RCH_A,CP112,CZ,2024-11,9.6
M,RCH_A,CP112,CZ,2024-12,9.9
M,RCH_A,CP112,CZ,2025-01,9.6
M,RCH_A,CP112,CZ,2025-02,9.7
M,RCH_A,CP112,CZ,2025-03,8.9
M,RCH_A,CP112,CZ,2025-04,9.1
M,RCH_A,CP112,CZ,2025-05,8.5
M,RCH_A,CP112,CZ,2025-06,8.5
M,RCH_A,CP112,CZ,2025-07,6.9
M,RCH_A,CP112,CZ,2025-08,6.6
M,RCH_A,CP112,CZ,2025-09,6.8
M,RCH_A,CP112,CZ,2025-10,6.9
M,RCH_A,CP112,CZ,2025-11,7.2
M,RCH_A,CP112,CZ,2025-12,6.9
M,RCH_A,CP112,CZ,2026-01,7.2
M,RCH_A,CP112,CZ,2026-02,7.1
M,RCH_A,CP112,CZ,2026-03,6.4
M,RCH_A,CP112,CZ,2026-04,6.5
M,RCH_A,CP112,CZ,2026-05,7.0
M,RCH_A,CP112,CZ,2026-06,6.7
M,RCH_A,CP112,CZ,2026-07,7.1
M,RCH_A,CP112,DE,2015-01,2.9
M,RCH_A,CP112,DE,2015-02,2.3
M,RCH_A,CP112,DE,2015-03,2.6
M,RCH_A,CP112,DE,2015-04,3.4
M,RCH_A,CP112,DE,2015-05,2.3
M,RCH_A,CP112,DE,2015-06,2.3
M,RCH_A,CP112,DE,2015-07,1.8
M,RCH_A,CP112,DE,2015-08,1.9
M,RCH_A,CP112,DE,2015-09,1.8
M,RCH_A,CP112,DE,2015-10,1.8
M,RCH_A,CP112,DE,2015-11,1.5
M,RCH_A,CP112,DE,2015-12,2.1
M,RCH_A,CP112,DE,2016-01,1.8
M,RCH_A,CP112,DE,2016-02,1.3
M,RCH_A,CP112,DE,2016-03,1.0
