freq,indic_bt,nace_r2,s_adj,unit,geo,time,value
Q,PRC_PRR,I55,NSA,PCH_SM,EA20,2024-Q3,5.8
Q,PRC_PRR,I55,NSA,PCH_SM,EA20,2024-Q4,4.7
Q,PRC_PRR,I55,NSA,PCH_SM,EA20,2025-Q1,4.8
Q,PRC_PRR,I55,NSA,PCH_SM,EA20,2025-Q2,4.6
Q,PRC_PRR,I55,NSA,PCH_SM,EA20,2025-Q3,3.0
Q,PRC_PRR,I55,NSA,PCH_SM,EA20,2025-Q4,3.5
Q,PRC_PRR,I55,NSA,PCH_SM,EA20,2026-Q1,5.6
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2022-Q1,14.1
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2022-Q2,21.6
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2022-Q3,20.3
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2022-Q4,15.5
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2023-Q1,7.4
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2023-Q2,13.2
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2023-Q3,6.8
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2023-Q4,2.6
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2024-Q1,0.1
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2024-Q2,5.0
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2024-Q3,5.5
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2024-Q4,11.5
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2025-Q1,14.7
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2025-Q2,3.0
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2025-Q3,-3.9
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2025-Q4,-6.8
Q,PRC_PRR,I55,NSA,PCH_SM,EL,2026-Q1,0.8
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2022-Q1,19.8
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2022-Q2,22.0
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2022-Q3,13.3
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2022-Q4,9.2
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2023-Q1,10.5
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2023-Q2,8.6
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2023-Q3,6.8
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2023-Q4,8.9
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2024-Q1,8.4
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2024-Q2,6.7
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2024-Q3,6.8
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2024-Q4,6.1
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2025-Q1,5.0
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2025-Q2,5.9
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2025-Q3,5.4
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2025-Q4,4.1
Q,PRC_PRR,I55,NSA,PCH_SM,ES,2026-Q1,3.9
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2015-Q1,3.0
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2015-Q2,3.6
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2015-Q3,7.1
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2015-Q4,3.3
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2016-Q1,1.5
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2016-Q2,1.4
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2016-Q3,-2.3
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2016-Q4,1.4
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2017-Q1,1.9
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2017-Q2,3.9
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2017-Q3,4.7
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2017-Q4,3.4
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2018-Q1,3.5
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2018-Q2,2.4
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2018-Q3,3.9
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2018-Q4,1.9
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2019-Q1,0.2
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2019-Q2,2.9
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2019-Q3,1.0
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2019-Q4,2.2
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2020-Q1,2.0
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2020-Q2,-3.7
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2020-Q3,-7.3
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2022-Q1,9.7
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2022-Q2,15.1
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2022-Q3,14.2
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2022-Q4,12.8
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2023-Q1,11.5
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2023-Q2,12.5
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2023-Q3,10.0
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2023-Q4,8.3
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2024-Q1,6.2
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2024-Q2,5.6
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2024-Q3,5.8
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2024-Q4,4.5
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2025-Q1,4.7
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2025-Q2,4.6
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2025-Q3,3.2
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2025-Q4,3.6
Q,PRC_PRR,I55,NSA,PCH_SM,EU27_2020,2026-Q1,5.4
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2015-Q1,7.4
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2015-Q2,5.3
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2015-Q3,12.6
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2015-Q4,5.6
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2016-Q1,-2.9
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2016-Q2,1.5
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2016-Q3,-10.2
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2016-Q4,0.9
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2017-Q1,1.7
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2017-Q2,-1.3
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2017-Q3,1.4
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2017-Q4,2.4
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2018-Q1,4.2
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2018-Q2,3.6
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2018-Q3,7.8
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2018-Q4,1.6
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2019-Q1,-1.5
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2019-Q2,2.5
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2019-Q3,-0.3
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2019-Q4,2.9
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2020-Q1,1.1
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2020-Q2,-7.0
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2020-Q3,-6.6
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2020-Q4,-6.6
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2021-Q1,-3.7
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2021-Q2,2.7
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2021-Q3,8.2
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2021-Q4,5.1
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2022-Q1,5.4
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2022-Q2,11.3
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2022-Q3,7.8
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2022-Q4,10.8
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2023-Q1,7.7
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2023-Q2,9.8
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2023-Q3,4.2
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2023-Q4,7.7
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2024-Q1,4.3
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2024-Q2,2.8
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2024-Q3,8.7
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2024-Q4,1.8
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2025-Q1,3.0
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2025-Q2,3.1
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2025-Q3,-0.4
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2025-Q4,1.9
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2026-Q1,2.3
Q,PRC_PRR,I55,NSA,PCH_SM,FR,2026-Q2,4.7
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2016-Q1,-2.3
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2016-Q2,-1.6
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2016-Q3,-3.5
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2016-Q4,-2.3
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2017-Q1,-4.6
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2017-Q2,-0.4
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2017-Q3,3.0
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2017-Q4,2.9
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2018-Q1,5.6
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2018-Q2,3.0
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2018-Q3,4.5
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2018-Q4,-0.6
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2019-Q1,-1.9
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2019-Q2,0.4
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2019-Q3,-2.1
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2019-Q4,2.5
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2020-Q1,-0.2
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2020-Q2,-9.6
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2020-Q3,-13.6
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2020-Q4,-6.3
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2021-Q1,-1.6
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2021-Q2,-1.4
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2021-Q3,21.7
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2021-Q4,10.8
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2022-Q1,14.4
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2022-Q2,31.5
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2022-Q3,18.7
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2022-Q4,19.5
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2023-Q1,19.5
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2023-Q2,56.4
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2023-Q3,75.7
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2023-Q4,12.8
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2024-Q1,7.0
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2024-Q2,-2.2
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2024-Q3,2.8
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2024-Q4,7.6
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2025-Q1,16.1
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2025-Q2,9.8
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2025-Q3,10.2
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2025-Q4,3.8
Q,PRC_PRR,I55,NSA,PCH_SM,HR,2026-Q1,-0.4
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2022-Q1,10.6
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2022-Q2,17.7
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2022-Q3,18.1
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2022-Q4,15.3
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2023-Q1,14.0
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2023-Q2,13.1
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2023-Q3,6.8
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2023-Q4,6.7
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2024-Q1,6.0
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2024-Q2,4.0
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2024-Q3,2.8
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2024-Q4,0.5
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2025-Q1,-2.5
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2025-Q2,0.4
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2025-Q3,1.8
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2025-Q4,1.9
Q,PRC_PRR,I55,NSA,PCH_SM,IE,2026-Q1,9.1
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2022-Q1,11.9
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2022-Q2,14.6
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2022-Q3,18.1
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2022-Q4,15.6
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2023-Q1,13.2
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2023-Q2,17.6
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2023-Q3,16.4
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2023-Q4,12.7
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2024-Q1,10.8
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2024-Q2,11.3
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2024-Q3,8.7
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2024-Q4,8.5
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2025-Q1,8.7
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2025-Q2,9.6
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2025-Q3,7.7
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2025-Q4,8.7
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2026-Q1,14.9
Q,PRC_PRR,I55,NSA,PCH_SM,IT,2026-Q2,9.3
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2022-Q1,7.6
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2022-Q2,14.1
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2022-Q3,13.1
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2022-Q4,14.0
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2023-Q1,11.7
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2023-Q2,4.1
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2023-Q3,5.9
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2023-Q4,2.7
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2024-Q1,8.6
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2024-Q2,8.5
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2024-Q3,8.4
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2024-Q4,7.8
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2025-Q1,0.7
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2025-Q2,4.1
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2025-Q3,0.0
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2025-Q4,3.4
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2026-Q1,-3.3
Q,PRC_PRR,I55,NSA,PCH_SM,NL,2026-Q2,-3.1
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2022-Q1,9.4
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2022-Q2,18.1
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2022-Q3,11.9
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2022-Q4,6.7
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2023-Q1,6.9
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2023-Q2,0.0
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2023-Q3,-0.9
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2023-Q4,3.9
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2024-Q1,5.1
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2024-Q2,2.5
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2024-Q3,1.0
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2024-Q4,2.6
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2025-Q1,2.0
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2025-Q2,2.4
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2025-Q3,6.2
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2025-Q4,2.5
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2026-Q1,3.6
Q,PRC_PRR,I55,NSA,PCH_SM,NO,2026-Q2,4.2
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2022-Q1,12.5
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2022-Q2,16.5
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2022-Q3,15.6
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2022-Q4,17.8
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2023-Q1,17.5
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2023-Q2,14.8
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2023-Q3,12.3
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2023-Q4,11.4
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2024-Q1,7.6
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2024-Q2,6.5
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2024-Q3,6.7
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2024-Q4,5.3
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2025-Q1,5.3
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2025-Q2,6.0
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2025-Q3,4.8
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2025-Q4,5.0
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2026-Q1,3.8
Q,PRC_PRR,I55,NSA,PCH_SM,PL,2026-Q2,3.8
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2022-Q1,12.3
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2022-Q2,33.6
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2022-Q3,42.1
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2022-Q4,30.6
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2023-Q1,21.1
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2023-Q2,24.1
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2023-Q3,13.5
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2023-Q4,10.3
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2024-Q1,5.9
