statInfId,sheet,month,value
000040491331,am0413,1981-07,41.6
000040491331,am0413,1981-08,43.0
000040491331,am0413,1981-09,42.3
000040491331,am0413,1981-10,42.3
000040491331,am0413,1981-11,42.3
000040491331,am0413,1981-12,42.0
000040491331,am0413,1982-01,43.2
000040491331,am0413,1982-02,42.0
000040491331,am0413,1982-03,41.7
000040491331,am0413,1982-04,42.0
000040491331,am0413,1982-05,42.8
000040491331,am0413,1982-06,42.7
000040491331,am0413,1982-07,42.7
000040491331,am0413,1982-08,44.6
000040491331,am0413,1982-09,42.8
000040491331,am0413,1982-10,43.6
000040491331,am0413,1982-11,43.2
000040491331,am0413,1982-12,43.0
000040491331,am0413,1983-01,43.4
000040491331,am0413,1983-02,43.2
000040491331,am0413,1983-03,43.1
000040491331,am0413,1983-04,43.8
000040491331,am0413,1983-05,43.9
000040491331,am0413,1983-06,44.2
000040491331,am0413,1983-07,44.5
000040491331,am0413,1983-08,46.4
000040491331,am0413,1983-09,44.6
000040491331,am0413,1983-10,45.5
000040491331,am0413,1983-11,45.5
000040491331,am0413,1983-12,44.8
000040491331,am0413,1984-01,45.5
000040491331,am0413,1984-02,45.1
000040491331,am0413,1984-03,45.0
000040491331,am0413,1984-04,44.9
000040491331,am0413,1984-05,46.4
000040491331,am0413,1984-06,45.8
000040491331,am0413,1984-07,45.7
000040491331,am0413,1984-08,47.5
000040491331,am0413,1984-09,45.9
000040491331,am0413,1984-10,46.1
000040491331,am0413,1984-11,46.3
000040491331,am0413,1984-12,45.5
000040491331,am0413,1985-01,49.3
000040491331,am0413,1985-02,46.4
000040491331,am0413,1985-03,46.0
000040491331,am0413,1985-04,46.0
000040491331,am0413,1985-05,46.2
000040491331,am0413,1985-06,46.4
000040491331,am0413,1985-07,46.2
000040491331,am0413,1985-08,47.7
000040491331,am0413,1985-09,46.8
000040491331,am0413,1985-10,47.3
000040491331,am0413,1985-11,47.5
000040491331,am0413,1985-12,46.6
000040491331,am0413,1986-01,46.6
000040491331,am0413,1986-02,46.8
000040491331,am0413,1986-03,46.9
000040491331,am0413,1986-04,48.0
000040491331,am0413,1986-05,48.2
000040491331,am0413,1986-06,48.0
000040491331,am0413,1986-07,48.0
000040491331,am0413,1986-08,50.2
000040491331,am0413,1986-09,48.8
000040491331,am0413,1986-10,49.7
000040491331,am0413,1986-11,49.1
000040491331,am0413,1986-12,48.5
000040491331,am0413,1987-01,48.0
000040491331,am0413,1987-02,48.1
000040491331,am0413,1987-03,48.7
000040491331,am0413,1987-04,48.5
000040491331,am0413,1987-05,49.3
000040491331,am0413,1987-06,49.4
000040491331,am0413,1987-07,49.2
000040491331,am0413,1987-08,51.4
000040491331,am0413,1987-09,49.6
000040491331,am0413,1987-10,50.1
000040491331,am0413,1987-11,50.4
000040491331,am0413,1987-12,49.7
000040491331,am0413,1988-01,49.6
000040491331,am0413,1988-02,49.5
000040491331,am0413,1988-03,49.6
000040491331,am0413,1988-04,50.0
000040491331,am0413,1988-05,50.9
000040491331,am0413,1988-06,50.9
000040491331,am0413,1988-07,50.6
000040491331,am0413,1988-08,53.3
000040491331,am0413,1988-09,51.4
000040491331,am0413,1988-10,51.8
000040491331,am0413,1988-11,51.5
000040491331,am0413,1988-12,50.7
000040491331,am0413,1989-01,51.4
000040491331,am0413,1989-02,51.1
000040491331,am0413,1989-03,51.0
000040491331,am0413,1989-04,52.5
000040491331,am0413,1989-05,54.2
000040491331,am0413,1989-06,53.9
000040491331,am0413,1989-07,53.9
000040491331,am0413,1989-08,56.3
000040491331,am0413,1989-09,54.1
000040491331,am0413,1989-10,55.1
000040491331,am0413,1989-11,54.7
000040491331,am0413,1989-12,54.1
000040491331,am0413,1990-01,57.4
000040491331,am0413,1990-02,55.2
000040491331,am0413,1990-03,54.9
000040491331,am0413,1990-04,55.7
000040491331,am0413,1990-05,57.4
000040491331,am0413,1990-06,56.1
000040491331,am0413,1990-07,56.4
000040491331,am0413,1990-08,59.9
000040491331,am0413,1990-09,57.2
000040491331,am0413,1990-10,57.7
000040491331,am0413,1990-11,58.1
000040491331,am0413,1990-12,57.6
000040491331,am0413,1991-01,64.4
000040491331,am0413,1991-02,58.1
000040491331,am0413,1991-03,58.2
000040491331,am0413,1991-04,58.9
000040491331,am0413,1991-05,59.4
000040491331,am0413,1991-06,59.7
000040491331,am0413,1991-07,59.8
000040491331,am0413,1991-08,61.9
000040491331,am0413,1991-09,59.7
000040491331,am0413,1991-10,60.1
000040491331,am0413,1991-11,60.6
000040491331,am0413,1991-12,59.9
000040491331,am0413,1992-01,60.3
000040491331,am0413,1992-02,60.5
000040491331,am0413,1992-03,60.4
000040491331,am0413,1992-04,61.2
000040491331,am0413,1992-05,62.2
000040491331,am0413,1992-06,62.1
000040491331,am0413,1992-07,62.1
000040491331,am0413,1992-08,64.4
000040491331,am0413,1992-09,62.5
000040491331,am0413,1992-10,63.6
000040491331,am0413,1992-11,63.6
000040491331,am0413,1992-12,62.5
000040491331,am0413,1993-01,62.6
000040491331,am0413,1993-02,62.4
000040491331,am0413,1993-03,62.4
000040491331,am0413,1993-04,63.5
000040491331,am0413,1993-05,63.9
000040491331,am0413,1993-06,64.2
000040491331,am0413,1993-07,63.9
000040491331,am0413,1993-08,65.5
000040491331,am0413,1993-09,63.5
000040491331,am0413,1993-10,64.8
000040491331,am0413,1993-11,64.3
000040491331,am0413,1993-12,63.2
000040491331,am0413,1994-01,63.5
000040491331,am0413,1994-02,62.6
000040491331,am0413,1994-03,62.3
000040491331,am0413,1994-04,63.0
000040491331,am0413,1994-05,64.1
000040491331,am0413,1994-06,63.9
000040491331,am0413,1994-07,63.5
000040491331,am0413,1994-08,65.3
000040491331,am0413,1994-09,63.8
000040491331,am0413,1994-10,65.1
000040491331,am0413,1994-11,64.2
000040491331,am0413,1994-12,63.2
000040491331,am0413,1995-01,63.3
000040491331,am0413,1995-02,63.0
000040491331,am0413,1995-03,62.6
000040491331,am0413,1995-04,61.6
000040491331,am0413,1995-05,63.1
000040491331,am0413,1995-06,62.6
000040491331,am0413,1995-07,62.0
000040491331,am0413,1995-08,63.7
000040491331,am0413,1995-09,62.7
000040491331,am0413,1995-10,62.9
000040491331,am0413,1995-11,63.0
000040491331,am0413,1995-12,62.2
000040491331,am0413,1996-01,64.7
000040491331,am0413,1996-02,62.7
000040491331,am0413,1996-03,62.0
000040491331,am0413,1996-04,63.5
000040491331,am0413,1996-05,64.3
000040491331,am0413,1996-06,64.1
000040491331,am0413,1996-07,63.4
000040491331,am0413,1996-08,65.3
000040491331,am0413,1996-09,64.1
000040491331,am0413,1996-10,64.1
000040491331,am0413,1996-11,65.1
000040491331,am0413,1996-12,63.5
000040491331,am0413,1997-01,63.5
000040491331,am0413,1997-02,63.4
000040491331,am0413,1997-03,63.3
000040491331,am0413,1997-04,66.9
000040491331,am0413,1997-05,67.5
000040491331,am0413,1997-06,67.1
000040491331,am0413,1997-07,66.7
000040491331,am0413,1997-08,68.3
000040491331,am0413,1997-09,67.3
000040491331,am0413,1997-10,68.9
000040491331,am0413,1997-11,67.6
000040491331,am0413,1997-12,66.5
000040491331,am0413,1998-01,65.9
000040491331,am0413,1998-02,66.1
000040491331,am0413,1998-03,66.0
000040491331,am0413,1998-04,66.1
000040491331,am0413,1998-05,66.4
000040491331,am0413,1998-06,65.7
000040491331,am0413,1998-07,65.5
000040491331,am0413,1998-08,66.9
000040491331,am0413,1998-09,65.7
000040491331,am0413,1998-10,66.8
000040491331,am0413,1998-11,66.4
000040491331,am0413,1998-12,65.5
000040491331,am0413,1999-01,65.2
000040491331,am0413,1999-02,64.9
000040491331,am0413,1999-03,65.1
000040491331,am0413,1999-04,65.1
000040491331,am0413,1999-05,65.2
000040491331,am0413,1999-06,65.8
000040491331,am0413,1999-07,65.9
000040491331,am0413,1999-08,66.7
000040491331,am0413,1999-09,65.9
000040491331,am0413,1999-10,67.2
000040491331,am0413,1999-11,66.7
000040491331,am0413,1999-12,65.3
000040491331,am0413,2000-01,65.4
000040491331,am0413,2000-02,65.0
000040491331,am0413,2000-03,65.4
000040491331,am0413,2000-04,64.7
000040491331,am0413,2000-05,69.9
000040491331,am0413,2000-06,65.0
000040491331,am0413,2000-07,65.0
000040491331,am0413,2000-08,66.3
000040491331,am0413,2000-09,65.3
000040491331,am0413,2000-10,66.0
000040491331,am0413,2000-11,65.8
000040491331,am0413,2000-12,65.4
000040491331,am0413,2001-01,65.2
000040491331,am0413,2001-02,64.1
000040491331,am0413,2001-03,63.9
000040491331,am0413,2001-04,63.6
000040491331,am0413,2001-05,66.9
000040491331,am0413,2001-06,65.4
000040491331,am0413,2001-07,63.6
000040491331,am0413,2001-08,65.3
000040491331,am0413,2001-09,63.6
000040491331,am0413,2001-10,64.6
000040491331,am0413,2001-11,64.4
000040491331,am0413,2001-12,63.6
000040491331,am0413,2002-01,66.5
000040491331,am0413,2002-02,63.6
000040491331,am0413,2002-03,63.7
000040491331,am0413,2002-04,63.0
000040491331,am0413,2002-05,63.2
000040491331,am0413,2002-06,63.2
000040491331,am0413,2002-07,63.0
000040491331,am0413,2002-08,64.8
000040491331,am0413,2002-09,63.2
000040491331,am0413,2002-10,63.6
000040491331,am0413,2002-11,64.3
000040491331,am0413,2002-12,63.0
000040491331,am0413,2003-01,62.5
000040491331,am0413,2003-02,62.4
000040491331,am0413,2003-03,62.6
000040491331,am0413,2003-04,62.3
000040491331,am0413,2003-05,63.4
000040491331,am0413,2003-06,64.0
000040491331,am0413,2003-07,65.0
000040491331,am0413,2003-08,69.2
000040491331,am0413,2003-09,65.2
000040491331,am0413,2003-10,67.1
000040491331,am0413,2003-11,65.2
000040491331,am0413,2003-12,63.4
000040491331,am0413,2004-01,62.8
000040491331,am0413,2004-02,62.4
000040491331,am0413,2004-03,62.7
000040491331,am0413,2004-04,62.7
000040491331,am0413,2004-05,63.8
000040491331,am0413,2004-06,64.4
000040491331,am0413,2004-07,65.1
000040491331,am0413,2004-08,69.2
000040491331,am0413,2004-09,65.5
000040491331,am0413,2004-10,66.7
000040491331,am0413,2004-11,65.0
000040491331,am0413,2004-12,63.1
000040491331,am0413,2005-01,62.6
000040491331,am0413,2005-02,62.6
000040491331,am0413,2005-03,62.5
000040491331,am0413,2005-04,62.0
000040491331,am0413,2005-05,64.2
000040491331,am0413,2005-06,64.4
000040491331,am0413,2005-07,65.0
000040491331,am0413,2005-08,68.8
000040491331,am0413,2005-09,64.3
000040491331,am0413,2005-10,66.4
000040491331,am0413,2005-11,65.1
000040491331,am0413,2005-12,63.0
000040491331,am0413,2006-01,63.3
000040491331,am0413,2006-02,62.8
000040491331,am0413,2006-03,63.1
000040491331,am0413,2006-04,63.0
000040491331,am0413,2006-05,65.9
000040491331,am0413,2006-06,64.9
000040491331,am0413,2006-07,64.7
000040491331,am0413,2006-08,68.8
000040491331,am0413,2006-09,65.3
000040491331,am0413,2006-10,66.2
000040491331,am0413,2006-11,65.1
000040491331,am0413,2006-12,63.5
000040491331,am0413,2007-01,64.6
000040491331,am0413,2007-02,64.0
000040491331,am0413,2007-03,63.7
000040491331,am0413,2007-04,63.4
000040491331,am0413,2007-05,67.2
000040491331,am0413,2007-06,64.4
000040491331,am0413,2007-07,64.5
000040491331,am0413,2007-08,70.9
000040491331,am0413,2007-09,64.9
000040491331,am0413,2007-10,66.2
000040491331,am0413,2007-11,65.9
000040491331,am0413,2007-12,64.2
000040491331,am0413,2008-01,67.1
000040491331,am0413,2008-02,64.3
000040491331,am0413,2008-03,63.9
000040491331,am0413,2008-04,63.5
000040491331,am0413,2008-05,63.8
000040491331,am0413,2008-06,64.0
000040491331,am0413,2008-07,64.1
000040491331,am0413,2008-08,69.4
000040491331,am0413,2008-09,64.5
000040491331,am0413,2008-10,66.5
000040491331,am0413,2008-11,65.4
000040491331,am0413,2008-12,63.7
000040491331,am0413,2009-01,62.9
000040491331,am0413,2009-02,62.6
000040491331,am0413,2009-03,62.7
000040491331,am0413,2009-04,62.5
000040491331,am0413,2009-05,62.8
000040491331,am0413,2009-06,62.7
000040491331,am0413,2009-07,62.8
000040491331,am0413,2009-08,67.6
000040491331,am0413,2009-09,63.5
000040491331,am0413,2009-10,65.2
000040491331,am0413,2009-11,64.6
000040491331,am0413,2009-12,62.7
000040491331,am0413,2010-01,60.6
000040491331,am0413,2010-02,61.6
000040491331,am0413,2010-03,61.3
000040491331,am0413,2010-04,61.9
000040491331,am0413,2010-05,60.6
000040491331,am0413,2010-06,62.1
000040491331,am0413,2010-07,62.7
000040491331,am0413,2010-08,67.3
000040491331,am0413,2010-09,62.7
000040491331,am0413,2010-10,64.7
000040491331,am0413,2010-11,63.5
000040491331,am0413,2010-12,61.9
000040491331,am0413,2011-01,61.4
000040491331,am0413,2011-02,61.2
000040491331,am0413,2011-03,61.2
000040491331,am0413,2011-04,59.4
000040491331,am0413,2011-05,60.4
000040491331,am0413,2011-06,59.2
000040491331,am0413,2011-07,61.0
000040491331,am0413,2011-08,65.2
000040491331,am0413,2011-09,61.0
000040491331,am0413,2011-10,61.9
000040491331,am0413,2011-11,60.6
000040491331,am0413,2011-12,60.7
000040491331,am0413,2012-01,59.8
000040491331,am0413,2012-02,59.5
000040491331,am0413,2012-03,60.3
000040491331,am0413,2012-04,60.7
000040491331,am0413,2012-05,61.8
000040491331,am0413,2012-06,60.4
000040491331,am0413,2012-07,60.9
000040491331,am0413,2012-08,70.2
000040491331,am0413,2012-09,61.9
000040491331,am0413,2012-10,62.8
000040491331,am0413,2012-11,62.1
000040491331,am0413,2012-12,59.7
000040491331,am0413,2013-01,61.7
000040491331,am0413,2013-02,59.8
000040491331,am0413,2013-03,59.9
000040491331,am0413,2013-04,61.3
000040491331,am0413,2013-05,59.9
000040491331,am0413,2013-06,60.1
000040491331,am0413,2013-07,61.4
000040491331,am0413,2013-08,68.7
000040491331,am0413,2013-09,61.2
000040491331,am0413,2013-10,62.6
000040491331,am0413,2013-11,63.1
000040491331,am0413,2013-12,61.8
000040491331,am0413,2014-01,59.9
000040491331,am0413,2014-02,60.5
000040491331,am0413,2014-03,61.8
000040491331,am0413,2014-04,65.8
000040491331,am0413,2014-05,62.5
000040491331,am0413,2014-06,63.3
000040491331,am0413,2014-07,66.0
000040491331,am0413,2014-08,73.0
000040491331,am0413,2014-09,66.3
000040491331,am0413,2014-10,68.8
000040491331,am0413,2014-11,66.9
000040491331,am0413,2014-12,66.4
000040491331,am0413,2015-01,63.8
000040491331,am0413,2015-02,65.7
000040491331,am0413,2015-03,66.4
000040491331,am0413,2015-04,66.8
000040491331,am0413,2015-05,64.8
000040491331,am0413,2015-06,66.2
000040491331,am0413,2015-07,68.5
000040491331,am0413,2015-08,74.4
000040491331,am0413,2015-09,68.3
000040491331,am0413,2015-10,70.5
000040491331,am0413,2015-11,70.6
000040491331,am0413,2015-12,68.2
000040491331,am0413,2016-01,65.5
000040491331,am0413,2016-02,67.9
000040491331,am0413,2016-03,67.6
000040491331,am0413,2016-04,68.5
000040491331,am0413,2016-05,68.7
000040491331,am0413,2016-06,68.6
000040491331,am0413,2016-07,69.1
000040491331,am0413,2016-08,74.1
000040491331,am0413,2016-09,69.8
000040491331,am0413,2016-10,72.2
000040491331,am0413,2016-11,71.5
000040491331,am0413,2016-12,69.2
000040491331,am0413,2017-01,67.2
000040491331,am0413,2017-02,68.0
000040491331,am0413,2017-03,68.8
000040491331,am0413,2017-04,70.9
000040491331,am0413,2017-05,70.5
000040491331,am0413,2017-06,68.8
000040491331,am0413,2017-07,69.4
000040491331,am0413,2017-08,75.4
000040491331,am0413,2017-09,70.3
000040491331,am0413,2017-10,72.9
000040491331,am0413,2017-11,72.5
000040491331,am0413,2017-12,69.7
000040491331,am0413,2018-01,67.9
000040491331,am0413,2018-02,71.5
000040491331,am0413,2018-03,69.1
000040491331,am0413,2018-04,69.3
000040491331,am0413,2018-05,69.2
000040491331,am0413,2018-06,70.2
000040491331,am0413,2018-07,70.7
000040491331,am0413,2018-08,83.1
000040491331,am0413,2018-09,70.9
000040491331,am0413,2018-10,72.7
000040491331,am0413,2018-11,73.5
000040491331,am0413,2018-12,71.1
000040491331,am0413,2019-01,71.9
000040491331,am0413,2019-02,74.0
000040491331,am0413,2019-03,69.7
000040491331,am0413,2019-04,72.0
000040491331,am0413,2019-05,69.1
000040491331,am0413,2019-06,71.7
000040491331,am0413,2019-07,71.0
000040491331,am0413,2019-08,81.4
000040491331,am0413,2019-09,71.5
000040491331,am0413,2019-10,74.8
000040491331,am0413,2019-11,74.8
000040491331,am0413,2019-12,73.8
000040491331,am0413,2020-01,70.3
000040491331,am0413,2020-02,71.8
000040491331,am0413,2020-03,71.7
000040491331,am0413,2020-04,72.4
000040491331,am0413,2020-05,72.6
000040491331,am0413,2020-06,67.5
000040491331,am0413,2020-07,63.7
000040491331,am0413,2020-08,53.6
000040491331,am0413,2020-09,48.7
000040491331,am0413,2020-10,44.3
000040491331,am0413,2020-11,44.1
000040491331,am0413,2020-12,48.4
000040491331,am0413,2021-01,69.0
000040491331,am0413,2021-02,67.7
000040491331,am0413,2021-03,67.7
000040491331,am0413,2021-04,68.3
000040491331,am0413,2021-05,70.6
000040491331,am0413,2021-06,67.8
000040491331,am0413,2021-07,74.7
000040491331,am0413,2021-08,78.6
000040491331,am0413,2021-09,69.7
000040491331,am0413,2021-10,70.4
000040491331,am0413,2021-11,69.5
000040491331,am0413,2021-12,69.7
000040491331,am0413,2022-01,69.4
000040491331,am0413,2022-02,71.7
000040491331,am0413,2022-03,71.5
000040491331,am0413,2022-04,72.5
000040491331,am0413,2022-05,74.2
000040491331,am0413,2022-06,70.3
000040491331,am0413,2022-07,74.9
000040491331,am0413,2022-08,80.9
000040491331,am0413,2022-09,74.3
000040491331,am0413,2022-10,63.3
000040491331,am0413,2022-11,55.6
000040491331,am0413,2022-12,56.6
000040491331,am0413,2023-01,67.3
000040491331,am0413,2023-02,67.3
000040491331,am0413,2023-03,71.1
000040491331,am0413,2023-04,78.3
000040491331,am0413,2023-05,81.1
000040491331,am0413,2023-06,74.1
000040491331,am0413,2023-07,86.2
000040491331,am0413,2023-08,95.6
000040491331,am0413,2023-09,87.6
000040491331,am0413,2023-10,90.3
000040491331,am0413,2023-11,90.5
000040491331,am0413,2023-12,90.0
000040491331,am0413,2024-01,85.4
000040491331,am0413,2024-02,89.7
000040491331,am0413,2024-03,90.8
000040491331,am0413,2024-04,93.0
000040491331,am0413,2024-05,92.9
000040491331,am0413,2024-06,88.9
000040491331,am0413,2024-07,95.0
000040491331,am0413,2024-08,104.7
000040491331,am0413,2024-09,93.5
000040491331,am0413,2024-10,97.3
000040491331,am0413,2024-11,97.8
000040491331,am0413,2024-12,94.6
000040491331,am0413,2025-01,90.4
000040491331,am0413,2025-02,94.4
000040491331,am0413,2025-03,97.0
000040491331,am0413,2025-04,100.7
000040491331,am0413,2025-05,100.8
000040491331,am0413,2025-06,94.6
000040491331,am0413,2025-07,100.5
000040491331,am0413,2025-08,108.3
000040491331,am0413,2025-09,98.9
000040491331,am0413,2025-10,106.3
000040491331,am0413,2025-11,106.5
000040491331,am0413,2025-12,101.4
000040491331,am0413,2026-01,95.4
000040491331,am0413,2026-02,99.8
000040491331,am0413,2026-03,101.4
000040491331,am0413,2026-04,104.4
000040491331,am0413,2026-05,104.5
000040491331,am0413,2026-06,96.1
000040491331,am0413,2026-07,101.4
