series_id,month,value
PCU721110721110,2015-08,141.6
PCU721110721110,2015-07,145.3
PCU721110721110,2015-06,139.6
PCU721110721110,2015-05,136.3
PCU721110721110,2015-04,135.6
PCU721110721110,2015-03,138.0
PCU721110721110,2015-02,134.8
PCU721110721110,2015-01,129.4
PCU721110721110,2014-12,129.1
PCU721110721110,2014-11,131.5
PCU721110721110,2014-10,138.5
PCU721110721110,2014-09,135.5
PCU721110721110,2014-08,139.4
PCU721110721110,2014-07,137.4
PCU721110721110,2014-06,135.6
PCU721110721110,2014-05,133.4
PCU721110721110,2014-04,132.5
PCU721110721110,2014-03,132.2
PCU721110721110,2014-02,129.9
PCU721110721110,2014-01,125.6
PCU721110721110,2013-12,123.0
PCU721110721110,2013-11,126.1
PCU721110721110,2013-10,129.6
PCU721110721110,2013-09,130.9
PCU721110721110,2013-08,131.8
PCU721110721110,2013-07,134.7
PCU721110721110,2013-06,131.1
PCU721110721110,2013-05,128.0
PCU721110721110,2013-04,127.6
PCU721110721110,2013-03,130.0
PCU721110721110,2013-02,125.0
PCU721110721110,2013-01,120.4
PCU721110721110,2012-12,120.3
PCU721110721110,2012-11,123.3
PCU721110721110,2012-10,127.9
PCU721110721110,2012-09,127.3
PCU721110721110,2012-08,128.1
PCU721110721110,2012-07,128.6
PCU721110721110,2012-06,126.9
PCU721110721110,2012-05,125.5
PCU721110721110,2012-04,126.9
PCU721110721110,2012-03,128.7
PCU721110721110,2012-02,123.6
PCU721110721110,2012-01,120.9
PCU7211--7211--,2021-12,176.641
PCU7211--7211--,2021-11,172.837
PCU7211--7211--,2021-10,171.55
PCU7211--7211--,2021-09,171.021
PCU7211--7211--,2021-08,175.581
PCU7211--7211--,2021-07,177.156
PCU7211--7211--,2021-06,166.0
PCU7211--7211--,2021-05,159.1
PCU7211--7211--,2021-04,157.8
PCU7211--7211--,2021-03,157.9
PCU7211--7211--,2021-02,156.1
PCU7211--7211--,2021-01,154.5
PCU7211--7211--,2020-12,150.4
PCU7211--7211--,2020-11,148.7
PCU7211--7211--,2020-10,152.1
PCU7211--7211--,2020-09,153.3
PCU7211--7211--,2020-08,153.7
PCU7211--7211--,2020-07,154.1
PCU7211--7211--,2020-06,154.1
PCU7211--7211--,2020-05,154.0
PCU7211--7211--,2020-04,150.3
PCU7211--7211--,2020-03,164.9
PCU7211--7211--,2020-02,164.3
PCU7211--7211--,2020-01,167.6
PCU7211--7211--,2019-12,165.8
PCU7211--7211--,2019-11,168.6
PCU7211--7211--,2019-10,173.0
PCU7211--7211--,2019-09,171.9
PCU7211--7211--,2019-08,177.5
PCU7211--7211--,2019-07,177.5
PCU7211--7211--,2019-06,175.2
PCU7211--7211--,2019-05,173.3
PCU7211--7211--,2019-04,170.3
PCU7211--7211--,2019-03,173.4
PCU7211--7211--,2019-02,170.6
PCU7211--7211--,2019-01,163.7
PCU7211--7211--,2018-12,163.4
PCU7211--7211--,2018-11,164.6
PCU7211--7211--,2018-10,170.4
PCU7211--7211--,2018-09,168.3
PCU7211--7211--,2018-08,173.0
PCU7211--7211--,2018-07,175.3
PCU7211--7211--,2018-06,169.2
PCU7211--7211--,2018-05,165.9
PCU7211--7211--,2018-04,164.5
PCU7211--7211--,2018-03,172.8
PCU7211--7211--,2018-02,166.9
PCU7211--7211--,2018-01,160.2
PCU7211--7211--,2017-12,157.2
PCU7211--7211--,2017-11,159.8
PCU7211--7211--,2017-10,165.0
PCU7211--7211--,2017-09,163.8
PCU7211--7211--,2017-08,166.2
PCU7211--7211--,2017-07,172.8
PCU7211--7211--,2017-06,166.2
PCU7211--7211--,2017-05,162.7
PCU7211--7211--,2017-04,163.8
PCU7211--7211--,2017-03,163.0
PCU7211--7211--,2017-02,158.2
PCU7211--7211--,2017-01,155.0
PCU7211--7211--,2016-12,154.6
PCU7211--7211--,2016-11,155.5
PCU7211--7211--,2016-10,162.9
PCU7211--7211--,2016-09,162.1
PCU7211--7211--,2016-08,165.6
PCU7211--7211--,2016-07,167.4
PCU7211--7211--,2016-06,165.1
PCU7211--7211--,2016-05,159.3
PCU7211--7211--,2016-04,159.0
PCU7211--7211--,2016-03,161.4
PCU7211--7211--,2016-02,156.3
PCU7211--7211--,2016-01,153.9
PCU7211--7211--,2015-12,151.2
PCU7211--7211--,2015-11,152.8
PCU7211--7211--,2015-10,160.0
PCU7211--7211--,2015-09,157.8
PCU7211--7211--,2015-08,161.1
PCU7211--7211--,2015-07,164.1
PCU7211--7211--,2015-06,159.6
PCU7211--7211--,2015-05,156.7
PCU7211--7211--,2015-04,155.9
PCU7211--7211--,2015-03,158.5
PCU7211--7211--,2015-02,154.8
PCU7211--7211--,2015-01,151.1
PCU7211--7211--,2014-12,149.8
PCU7211--7211--,2014-11,152.2
PCU7211--7211--,2014-10,159.0
PCU7211--7211--,2014-09,156.0
PCU7211--7211--,2014-08,158.7
PCU7211--7211--,2014-07,156.8
PCU7211--7211--,2014-06,155.8
PCU7211--7211--,2014-05,154.6
PCU7211--7211--,2014-04,152.8
PCU7211--7211--,2014-03,152.3
PCU7211--7211--,2014-02,150.4
PCU7211--7211--,2014-01,147.1
PCU7211--7211--,2013-12,144.7
PCU7211--7211--,2013-11,147.9
PCU7211--7211--,2013-10,150.9
PCU7211--7211--,2013-09,151.4
PCU7211--7211--,2013-08,151.5
PCU7211--7211--,2013-07,154.5
PCU7211--7211--,2013-06,150.9
PCU7211--7211--,2013-05,149.2
PCU7211--7211--,2013-04,149.8
PCU7211--7211--,2013-03,150.7
PCU7211--7211--,2013-02,145.6
PCU7211--7211--,2013-01,142.2
PCU7211--7211--,2012-12,142.1
PCU7211--7211--,2012-11,144.2
PCU7211--7211--,2012-10,148.2
PCU7211--7211--,2012-09,148.4
PCU7211--7211--,2012-08,148.7
PCU7211--7211--,2012-07,148.0
PCU7211--7211--,2012-06,147.2
PCU7211--7211--,2012-05,146.0
PCU7211--7211--,2012-04,147.6
PCU7211--7211--,2012-03,149.0
PCU7211--7211--,2012-02,143.9
PCU7211--7211--,2012-01,142.4
CUUR0000SEHB02,2021-12,335.955
CUUR0000SEHB02,2021-11,337.364
CUUR0000SEHB02,2021-10,344.218
CUUR0000SEHB02,2021-09,357.078
CUUR0000SEHB02,2021-08,366.772
CUUR0000SEHB02,2021-07,387.224
CUUR0000SEHB02,2021-06,360.319
CUUR0000SEHB02,2021-05,331.65
CUUR0000SEHB02,2021-04,321.218
CUUR0000SEHB02,2021-03,295.285
CUUR0000SEHB02,2021-02,274.134
CUUR0000SEHB02,2021-01,268.995
CUUR0000SEHB02,2020-12,263.245
CUUR0000SEHB02,2020-11,268.801
CUUR0000SEHB02,2020-10,274.203
CUUR0000SEHB02,2020-09,297.994
CUUR0000SEHB02,2020-08,306.78
CUUR0000SEHB02,2020-07,311.901
CUUR0000SEHB02,2020-06,308.264
CUUR0000SEHB02,2020-05,301.547
CUUR0000SEHB02,2020-04,297.071
CUUR0000SEHB02,2020-03,319.437
CUUR0000SEHB02,2020-02,330.966
CUUR0000SEHB02,2020-01,310.149
CUUR0000SEHB02,2019-12,296.495
CUUR0000SEHB02,2019-11,307.752
CUUR0000SEHB02,2019-10,326.134
CUUR0000SEHB02,2019-09,350.397
CUUR0000SEHB02,2019-08,353.131
CUUR0000SEHB02,2019-07,368.157
CUUR0000SEHB02,2019-06,367.028
CUUR0000SEHB02,2019-05,364.595
CUUR0000SEHB02,2019-04,353.615
CUUR0000SEHB02,2019-03,345.501
CUUR0000SEHB02,2019-02,329.316
CUUR0000SEHB02,2019-01,312.038
CUUR0000SEHB02,2018-12,298.37
CUUR0000SEHB02,2018-11,297.568
CUUR0000SEHB02,2018-10,319.628
CUUR0000SEHB02,2018-09,332.696
CUUR0000SEHB02,2018-08,346.162
CUUR0000SEHB02,2018-07,351.275
CUUR0000SEHB02,2018-06,352.657
CUUR0000SEHB02,2018-05,359.393
CUUR0000SEHB02,2018-04,339.004
CUUR0000SEHB02,2018-03,335.665
CUUR0000SEHB02,2018-02,316.211
CUUR0000SEHB02,2018-01,304.237
CUUR0000SEHB02,2017-12,296.948
CUUR0000SEHB02,2017-11,303.984
CUUR0000SEHB02,2017-10,330.512
CUUR0000SEHB02,2017-09,332.373
CUUR0000SEHB02,2017-08,338.992
CUUR0000SEHB02,2017-07,333.952
CUUR0000SEHB02,2017-06,348.338
CUUR0000SEHB02,2017-05,344.43
CUUR0000SEHB02,2017-04,334.89
CUUR0000SEHB02,2017-03,328.265
CUUR0000SEHB02,2017-02,323.189
CUUR0000SEHB02,2017-01,309.9
CUUR0000SEHB02,2016-12,295.946
CUUR0000SEHB02,2016-11,302.843
CUUR0000SEHB02,2016-10,326.552
CUUR0000SEHB02,2016-09,330.261
CUUR0000SEHB02,2016-08,339.335
CUUR0000SEHB02,2016-07,344.564
CUUR0000SEHB02,2016-06,349.978
CUUR0000SEHB02,2016-05,337.11
CUUR0000SEHB02,2016-04,325.636
CUUR0000SEHB02,2016-03,328.317
CUUR0000SEHB02,2016-02,319.064
CUUR0000SEHB02,2016-01,304.414
CUUR0000SEHB02,2015-12,286.493
CUUR0000SEHB02,2015-11,297.375
CUUR0000SEHB02,2015-10,314.194
CUUR0000SEHB02,2015-09,320.675
CUUR0000SEHB02,2015-08,331.093
CUUR0000SEHB02,2015-07,344.673
CUUR0000SEHB02,2015-06,330.056
CUUR0000SEHB02,2015-05,328.04
CUUR0000SEHB02,2015-04,325.703
CUUR0000SEHB02,2015-03,324.805
CUUR0000SEHB02,2015-02,307.8
CUUR0000SEHB02,2015-01,298.098
CUUR0000SEHB02,2014-12,281.985
CUUR0000SEHB02,2014-11,289.43
CUUR0000SEHB02,2014-10,308.487
CUUR0000SEHB02,2014-09,315.285
CUUR0000SEHB02,2014-08,326.272
CUUR0000SEHB02,2014-07,334.808
CUUR0000SEHB02,2014-06,328.863
CUUR0000SEHB02,2014-05,326.102
CUUR0000SEHB02,2014-04,308.36
CUUR0000SEHB02,2014-03,307.58
CUUR0000SEHB02,2014-02,289.162
CUUR0000SEHB02,2014-01,277.054
CUUR0000SEHB02,2013-12,262.821
CUUR0000SEHB02,2013-11,271.652
CUUR0000SEHB02,2013-10,281.028
CUUR0000SEHB02,2013-09,298.872
CUUR0000SEHB02,2013-08,312.14
CUUR0000SEHB02,2013-07,325.191
CUUR0000SEHB02,2013-06,319.653
CUUR0000SEHB02,2013-05,309.899
CUUR0000SEHB02,2013-04,299.124
CUUR0000SEHB02,2013-03,298.174
CUUR0000SEHB02,2013-02,285.292
CUUR0000SEHB02,2013-01,274.183
CUUR0000SEHB02,2012-12,261.272
CUUR0000SEHB02,2012-11,269.979
CUUR0000SEHB02,2012-10,289.756
CUUR0000SEHB02,2012-09,295.879
CUUR0000SEHB02,2012-08,305.878
CUUR0000SEHB02,2012-07,317.505
CUUR0000SEHB02,2012-06,319.66
CUUR0000SEHB02,2012-05,304.53
CUUR0000SEHB02,2012-04,295.767
CUUR0000SEHB02,2012-03,295.734
CUUR0000SEHB02,2012-02,284.183
CUUR0000SEHB02,2012-01,270.786
CUSR0000SEHB02,2021-12,371.265
CUSR0000SEHB02,2021-11,367.624
CUSR0000SEHB02,2021-10,358.977
CUSR0000SEHB02,2021-09,353.239
CUSR0000SEHB02,2021-08,352.749
CUSR0000SEHB02,2021-07,364.034
CUSR0000SEHB02,2021-06,337.416
CUSR0000SEHB02,2021-05,309.882
CUSR0000SEHB02,2021-04,309.113
CUSR0000SEHB02,2021-03,289.217
CUSR0000SEHB02,2021-02,283.548
CUSR0000SEHB02,2021-01,287.046
CUSR0000SEHB02,2020-12,292.12
CUSR0000SEHB02,2020-11,292.616
CUSR0000SEHB02,2020-10,284.399
CUSR0000SEHB02,2020-09,294.03
CUSR0000SEHB02,2020-08,293.519
CUSR0000SEHB02,2020-07,290.997
CUSR0000SEHB02,2020-06,286.105
CUSR0000SEHB02,2020-05,282.107
CUSR0000SEHB02,2020-04,286.543
CUSR0000SEHB02,2020-03,316.293
CUSR0000SEHB02,2020-02,343.961
CUSR0000SEHB02,2020-01,333.896
CUSR0000SEHB02,2019-12,327.896
CUSR0000SEHB02,2019-11,334.133
CUSR0000SEHB02,2019-10,336.954
CUSR0000SEHB02,2019-09,343.795
CUSR0000SEHB02,2019-08,337.19
CUSR0000SEHB02,2019-07,344.344
CUSR0000SEHB02,2019-06,343.109
CUSR0000SEHB02,2019-05,346.305
CUSR0000SEHB02,2019-04,342.887
CUSR0000SEHB02,2019-03,340.074
CUSR0000SEHB02,2019-02,340.431
CUSR0000SEHB02,2019-01,333.603
CUSR0000SEHB02,2018-12,329.744
CUSR0000SEHB02,2018-11,322.692
CUSR0000SEHB02,2018-10,328.099
CUSR0000SEHB02,2018-09,326.239
CUSR0000SEHB02,2018-08,331.177
CUSR0000SEHB02,2018-07,328.769
CUSR0000SEHB02,2018-06,329.966
CUSR0000SEHB02,2018-05,343.154
CUSR0000SEHB02,2018-04,330.363
CUSR0000SEHB02,2018-03,331.205
CUSR0000SEHB02,2018-02,324.64
CUSR0000SEHB02,2018-01,324.044
CUSR0000SEHB02,2017-12,329.715
CUSR0000SEHB02,2017-11,329.937
CUSR0000SEHB02,2017-10,337.416
CUSR0000SEHB02,2017-09,327.155
CUSR0000SEHB02,2017-08,324.909
CUSR0000SEHB02,2017-07,312.857
CUSR0000SEHB02,2017-06,326.102
CUSR0000SEHB02,2017-05,328.549
CUSR0000SEHB02,2017-04,327.586
CUSR0000SEHB02,2017-03,322.992
CUSR0000SEHB02,2017-02,330.557
CUSR0000SEHB02,2017-01,329.576
CUSR0000SEHB02,2016-12,329.741
CUSR0000SEHB02,2016-11,328.988
CUSR0000SEHB02,2016-10,332.495
CUSR0000SEHB02,2016-09,326.632
CUSR0000SEHB02,2016-08,325.56
CUSR0000SEHB02,2016-07,322.222
CUSR0000SEHB02,2016-06,326.719
CUSR0000SEHB02,2016-05,321.734
CUSR0000SEHB02,2016-04,318.848
CUSR0000SEHB02,2016-03,322.815
CUSR0000SEHB02,2016-02,325.736
CUSR0000SEHB02,2016-01,324.14
CUSR0000SEHB02,2015-12,320.601
CUSR0000SEHB02,2015-11,323.163
CUSR0000SEHB02,2015-10,319.205
CUSR0000SEHB02,2015-09,317.65
CUSR0000SEHB02,2015-08,316.816
CUSR0000SEHB02,2015-07,319.91
CUSR0000SEHB02,2015-06,307.239
CUSR0000SEHB02,2015-05,313.432
CUSR0000SEHB02,2015-04,319.421
CUSR0000SEHB02,2015-03,319.309
CUSR0000SEHB02,2015-02,315.834
CUSR0000SEHB02,2015-01,318.228
CUSR0000SEHB02,2014-12,315.986
CUSR0000SEHB02,2014-11,314.175
CUSR0000SEHB02,2014-10,313.349
CUSR0000SEHB02,2014-09,312.361
CUSR0000SEHB02,2014-08,311.616
CUSR0000SEHB02,2014-07,309.535
CUSR0000SEHB02,2014-06,305.964
CUSR0000SEHB02,2014-05,312.115
CUSR0000SEHB02,2014-04,303.273
CUSR0000SEHB02,2014-03,302.335
CUSR0000SEHB02,2014-02,297.254
CUSR0000SEHB02,2014-01,295.977
CUSR0000SEHB02,2013-12,294.512
CUSR0000SEHB02,2013-11,294.858
CUSR0000SEHB02,2013-10,285.456
CUSR0000SEHB02,2013-09,295.808
CUSR0000SEHB02,2013-08,297.079
CUSR0000SEHB02,2013-07,299.754
CUSR0000SEHB02,2013-06,297.188
CUSR0000SEHB02,2013-05,297.163
CUSR0000SEHB02,2013-04,294.861
CUSR0000SEHB02,2013-03,293.666
CUSR0000SEHB02,2013-02,294.042
CUSR0000SEHB02,2013-01,293.41
CUSR0000SEHB02,2012-12,291.205
CUSR0000SEHB02,2012-11,292.108
CUSR0000SEHB02,2012-10,294.006
CUSR0000SEHB02,2012-09,292.701
CUSR0000SEHB02,2012-08,291.176
CUSR0000SEHB02,2012-07,292.269
CUSR0000SEHB02,2012-06,297.901
CUSR0000SEHB02,2012-05,293.993
CUSR0000SEHB02,2012-04,291.86
CUSR0000SEHB02,2012-03,291.93
CUSR0000SEHB02,2012-02,292.687
CUSR0000SEHB02,2012-01,288.716
PCU721110721110,2026-08,183.402
PCU721110721110,2026-07,189.908
PCU721110721110,2026-06,192.103
PCU721110721110,2026-05,184.478
PCU721110721110,2026-04,184.133
PCU721110721110,2026-03,187.943
PCU721110721110,2026-02,185.941
PCU721110721110,2026-01,178.763
PCU721110721110,2025-12,179.239
PCU721110721110,2025-11,176.692
PCU721110721110,2025-10,185.776
PCU721110721110,2025-09,179.719
PCU721110721110,2025-08,178.424
PCU721110721110,2025-07,182.498
PCU721110721110,2025-06,181.862
PCU721110721110,2025-05,175.578
PCU721110721110,2025-04,173.129
PCU721110721110,2025-03,182.34
PCU721110721110,2025-02,176.628
PCU721110721110,2025-01,176.595
PCU721110721110,2024-12,169.996
PCU721110721110,2024-11,172.232
PCU721110721110,2024-10,179.732
PCU721110721110,2024-09,176.775
PCU721110721110,2024-08,179.012
PCU721110721110,2024-07,180.459
PCU721110721110,2024-06,185.787
PCU721110721110,2024-05,175.697
PCU721110721110,2024-04,173.171
PCU721110721110,2024-03,171.944
PCU721110721110,2024-02,166.662
PCU721110721110,2024-01,165.996
PCU721110721110,2023-12,165.895
PCU721110721110,2023-11,166.913
PCU721110721110,2023-10,171.287
PCU721110721110,2023-09,173.047
PCU721110721110,2023-08,176.539
PCU721110721110,2023-07,182.072
PCU721110721110,2023-06,181.413
PCU721110721110,2023-05,170.247
PCU721110721110,2023-04,175.059
PCU721110721110,2023-03,175.428
PCU721110721110,2023-02,164.414
PCU721110721110,2023-01,161.106
PCU721110721110,2022-12,168.524
PCU721110721110,2022-11,168.199
PCU721110721110,2022-10,169.568
PCU721110721110,2022-09,163.426
PCU721110721110,2022-08,169.885
PCU721110721110,2022-07,177.998
PCU721110721110,2022-06,175.541
PCU721110721110,2022-05,162.905
PCU721110721110,2022-04,165.921
PCU721110721110,2022-03,173.27
PCU721110721110,2022-02,154.947
PCU721110721110,2022-01,152.252
PCU7211--7211--,2026-08,205.107
PCU7211--7211--,2026-07,210.436
PCU7211--7211--,2026-06,211.483
PCU7211--7211--,2026-05,206.039
PCU7211--7211--,2026-04,203.886
PCU7211--7211--,2026-03,208.525
PCU7211--7211--,2026-02,204.858
PCU7211--7211--,2026-01,199.884
PCU7211--7211--,2025-12,200.44
PCU7211--7211--,2025-11,198.378
PCU7211--7211--,2025-10,206.981
PCU7211--7211--,2025-09,200.4
PCU7211--7211--,2025-08,199.611
PCU7211--7211--,2025-07,202.935
PCU7211--7211--,2025-06,200.991
PCU7211--7211--,2025-05,197.607
PCU7211--7211--,2025-04,197.247
PCU7211--7211--,2025-03,203.707
PCU7211--7211--,2025-02,197.799
PCU7211--7211--,2025-01,198.821
PCU7211--7211--,2024-12,192.01
PCU7211--7211--,2024-11,194.3
PCU7211--7211--,2024-10,202.355
PCU7211--7211--,2024-09,199.059
PCU7211--7211--,2024-08,201.019
PCU7211--7211--,2024-07,201.115
PCU7211--7211--,2024-06,206.073
PCU7211--7211--,2024-05,198.361
PCU7211--7211--,2024-04,195.786
PCU7211--7211--,2024-03,194.41
PCU7211--7211--,2024-02,190.846
PCU7211--7211--,2024-01,188.685
PCU7211--7211--,2023-12,188.88
PCU7211--7211--,2023-11,191.09
PCU7211--7211--,2023-10,194.346
PCU7211--7211--,2023-09,195.514
PCU7211--7211--,2023-08,197.144
PCU7211--7211--,2023-07,201.875
PCU7211--7211--,2023-06,201.789
PCU7211--7211--,2023-05,192.074
PCU7211--7211--,2023-04,195.716
PCU7211--7211--,2023-03,197.262
PCU7211--7211--,2023-02,186.536
PCU7211--7211--,2023-01,183.975
PCU7211--7211--,2022-12,189.735
PCU7211--7211--,2022-11,189.629
PCU7211--7211--,2022-10,193.019
PCU7211--7211--,2022-09,187.105
PCU7211--7211--,2022-08,190.174
PCU7211--7211--,2022-07,198.04
PCU7211--7211--,2022-06,195.365
PCU7211--7211--,2022-05,185.318
PCU7211--7211--,2022-04,186.435
PCU7211--7211--,2022-03,193.656
PCU7211--7211--,2022-02,177.291
PCU7211--7211--,2022-01,175.064
CUUR0000SEHB02,2026-08,398.27
CUUR0000SEHB02,2026-07,396.9
CUUR0000SEHB02,2026-06,413.607
CUUR0000SEHB02,2026-05,426.241
CUUR0000SEHB02,2026-04,413.627
CUUR0000SEHB02,2026-03,394.902
CUUR0000SEHB02,2026-02,374.522
CUUR0000SEHB02,2026-01,358.125
CUUR0000SEHB02,2025-12,346.866
CUUR0000SEHB02,2025-11,341.837
CUUR0000SEHB02,2025-09,379.813
CUUR0000SEHB02,2025-08,386.866
CUUR0000SEHB02,2025-07,386.911
CUUR0000SEHB02,2025-06,394.725
CUUR0000SEHB02,2025-05,405.722
CUUR0000SEHB02,2025-04,396.428
CUUR0000SEHB02,2025-03,386.89
CUUR0000SEHB02,2025-02,383.062
CUUR0000SEHB02,2025-01,369.935
CUUR0000SEHB02,2024-12,353.109
CUUR0000SEHB02,2024-11,362.689
CUUR0000SEHB02,2024-10,367.129
CUUR0000SEHB02,2024-09,382.978
CUUR0000SEHB02,2024-08,401.881
CUUR0000SEHB02,2024-07,406.609
CUUR0000SEHB02,2024-06,409.738
CUUR0000SEHB02,2024-05,412.909
CUUR0000SEHB02,2024-04,405.968
CUUR0000SEHB02,2024-03,401.913
CUUR0000SEHB02,2024-02,376.645
CUUR0000SEHB02,2024-01,363.076
CUUR0000SEHB02,2023-12,345.125
CUUR0000SEHB02,2023-11,349.76
CUUR0000SEHB02,2023-10,369.497
CUUR0000SEHB02,2023-09,397.591
CUUR0000SEHB02,2023-08,394.762
CUUR0000SEHB02,2023-07,418.196
CUUR0000SEHB02,2023-06,421.719
CUUR0000SEHB02,2023-05,419.997
CUUR0000SEHB02,2023-04,407.751
CUUR0000SEHB02,2023-03,411.613
CUUR0000SEHB02,2023-02,379.878
CUUR0000SEHB02,2023-01,360.746
CUUR0000SEHB02,2022-12,346.782
CUUR0000SEHB02,2022-11,348.569
CUUR0000SEHB02,2022-10,366.396
CUUR0000SEHB02,2022-09,368.23
CUUR0000SEHB02,2022-08,383.319
CUUR0000SEHB02,2022-07,392.209
CUUR0000SEHB02,2022-06,401.798
CUUR0000SEHB02,2022-05,405.186
CUUR0000SEHB02,2022-04,393.879
CUUR0000SEHB02,2022-03,380.905
CUUR0000SEHB02,2022-02,353.679
CUUR0000SEHB02,2022-01,332.464
CUSR0000SEHB02,2026-08,384.746
CUSR0000SEHB02,2026-07,374.681
CUSR0000SEHB02,2026-06,387.577
CUSR0000SEHB02,2026-05,398.591
CUSR0000SEHB02,2026-04,396.784
CUSR0000SEHB02,2026-03,385.793
CUSR0000SEHB02,2026-02,384.899
CUSR0000SEHB02,2026-01,380.753
CUSR0000SEHB02,2025-12,382.476
CUSR0000SEHB02,2025-11,372.673
CUSR0000SEHB02,2025-09,377.625
CUSR0000SEHB02,2025-08,373.728
CUSR0000SEHB02,2025-07,365.253
CUSR0000SEHB02,2025-06,369.883
CUSR0000SEHB02,2025-05,379.402
CUSR0000SEHB02,2025-04,380.286
CUSR0000SEHB02,2025-03,377.966
CUSR0000SEHB02,2025-02,393.675
CUSR0000SEHB02,2025-01,393.309
CUSR0000SEHB02,2024-12,389.259
CUSR0000SEHB02,2024-11,394.963
CUSR0000SEHB02,2024-10,383.828
CUSR0000SEHB02,2024-09,380.247
CUSR0000SEHB02,2024-08,387.734
CUSR0000SEHB02,2024-07,383.354
CUSR0000SEHB02,2024-06,383.904
CUSR0000SEHB02,2024-05,386.405
CUSR0000SEHB02,2024-04,389.578
CUSR0000SEHB02,2024-03,393.043
CUSR0000SEHB02,2024-02,387.756
CUSR0000SEHB02,2024-01,386.087
CUSR0000SEHB02,2023-12,380.695
CUSR0000SEHB02,2023-11,380.895
CUSR0000SEHB02,2023-10,386.149
CUSR0000SEHB02,2023-09,394.065
CUSR0000SEHB02,2023-08,380.486
CUSR0000SEHB02,2023-07,393.852
CUSR0000SEHB02,2023-06,395.257
CUSR0000SEHB02,2023-05,392.947
CUSR0000SEHB02,2023-04,391.682
CUSR0000SEHB02,2023-03,402.729
CUSR0000SEHB02,2023-02,391.438
CUSR0000SEHB02,2023-01,383.854
CUSR0000SEHB02,2022-12,382.988
CUSR0000SEHB02,2022-11,380.062
CUSR0000SEHB02,2022-10,382.349
CUSR0000SEHB02,2022-09,364.525
CUSR0000SEHB02,2022-08,369.042
CUSR0000SEHB02,2022-07,369.039
CUSR0000SEHB02,2022-06,376.488
CUSR0000SEHB02,2022-05,378.7
CUSR0000SEHB02,2022-04,378.915
CUSR0000SEHB02,2022-03,372.96
CUSR0000SEHB02,2022-02,364.863
CUSR0000SEHB02,2022-01,354.291
