family,series,transform,lag,target,available_before_print,n,first_q,last_q,pearson_r,pearson_p,spearman_rho,spearman_p,perm_p,rmse_loo_ols,rmse_loo_mean,rmse_naive_last,rmse_seasonal_naive,rmse_zero,r_half1,r_half2,sign_stable,n_ex2021,first_q_ex2021,last_q_ex2021,pearson_r_ex2021,pearson_p_ex2021,spearman_rho_ex2021,spearman_p_ex2021,perm_p_ex2021,rmse_loo_ols_ex2021,rmse_loo_mean_ex2021,rmse_naive_last_ex2021,rmse_seasonal_naive_ex2021,rmse_zero_ex2021,r_half1_ex2021,r_half2_ex2021,sign_stable_ex2021,n_post2022,first_q_post2022,last_q_post2022,pearson_r_post2022,pearson_p_post2022,spearman_rho_post2022,spearman_p_post2022,perm_p_post2022,rmse_loo_ols_post2022,rmse_loo_mean_post2022,rmse_naive_last_post2022,rmse_seasonal_naive_post2022,rmse_zero_post2022,r_half1_post2022,r_half2_post2022,sign_stable_post2022,flag_r_gt_0.5_perm_lt_0.05,bh_q,bonferroni_sig,ols_beats_naive_last,ols_beats_seasonal,ols_beats_loo_mean,flag_r_gt_0.5_perm_lt_0.05_ex2021,bh_q_ex2021,bonferroni_sig_ex2021,ols_beats_naive_last_ex2021,ols_beats_seasonal_ex2021,ols_beats_loo_mean_ex2021,flag_r_gt_0.5_perm_lt_0.05_post2022,bh_q_post2022,bonferroni_sig_post2022,ols_beats_naive_last_post2022,ols_beats_seasonal_post2022,ols_beats_loo_mean_post2022,bh_q_within_target,survives_all_windows,note
macro,cpi_lodging_sa,level,1,gbv_yoy,yes (prior quarter),22,2021Q1,2026Q2,-0.1889,0.3999,0.2419,0.2780,0.3247,76.1139,67.8646,84.5520,72.4377,,-0.4363,-0.2201,True,18.0000,2022Q1,2026Q2,0.7814,0.0001,0.4674,0.0505,0.0010,11.8437,13.7808,11.7213,72.4377,,0.7694,-0.7390,False,14.0000,2023Q1,2026Q2,0.0819,0.7807,-0.0397,0.8927,0.7912,3.7942,3.5990,3.3806,14.7503,,0.5969,-0.8635,False,False,0.6043,False,True,False,False,True,0.0013,False,False,True,True,False,0.8943,False,False,True,False,0.5982,False,
macro,cpi_lodging_sa,level,1,adr_yoy,yes (prior quarter),18,2022Q1,2026Q2,-0.0146,0.9543,-0.2711,0.2766,0.9560,2.7924,2.6109,2.5209,3.8025,,0.4935,-0.6775,False,18.0000,2022Q1,2026Q2,-0.0146,0.9543,-0.2711,0.2766,0.9610,2.7924,2.6109,2.5209,3.8025,,0.4935,-0.6775,False,14.0000,2023Q1,2026Q2,-0.4716,0.0887,-0.5176,0.0580,0.0879,2.5311,2.6740,1.9306,3.8025,,-0.0541,-0.7672,True,False,0.9819,False,False,True,False,False,0.9884,False,False,True,False,False,0.4408,False,False,True,True,0.9932,False,
macro,cpi_lodging_sa,level,1,adr_exfx_yoy,yes (prior quarter),17,2022Q2,2026Q2,0.6474,0.0050,0.0623,0.8122,0.0200,2.6511,2.9151,2.3651,4.0000,,0.7027,-0.5749,False,17.0000,2022Q2,2026Q2,0.6474,0.0050,0.0623,0.8122,0.0230,2.6511,2.9151,2.3651,4.0000,,0.7027,-0.5749,False,14.0000,2023Q1,2026Q2,-0.4859,0.0781,-0.5235,0.0547,0.0759,1.1522,1.1942,1.0522,4.0000,,-0.4064,-0.6207,True,True,0.0221,False,False,True,True,True,0.0239,False,False,True,True,False,0.4188,False,False,True,True,0.0146,False,
macro,cpi_lodging_sa,level,1,adr_fx_effect,yes (prior quarter),17,2022Q2,2026Q2,-0.6799,0.0027,-0.6061,0.0099,0.0050,2.7469,3.4714,2.0447,4.8081,,-0.6117,-0.6100,True,17.0000,2022Q2,2026Q2,-0.6799,0.0027,-0.6061,0.0099,0.0020,2.7469,3.4714,2.0447,4.8081,,-0.6117,-0.6100,True,14.0000,2023Q1,2026Q2,-0.2977,0.3012,-0.4207,0.1342,0.2877,2.3605,2.2868,2.1058,4.8081,,0.1927,-0.7324,False,True,0.0136,False,False,True,True,True,0.0144,False,False,True,True,False,0.6244,False,False,True,False,0.0069,False,
macro,cpi_lodging_sa,level,1,rev_beat_pct,yes (prior quarter),19,2021Q4,2026Q2,0.3742,0.1145,0.3257,0.1736,0.1029,1.6901,1.5940,1.8683,1.9051,2.9659,0.2710,-0.0265,False,18.0000,2022Q1,2026Q2,0.1634,0.5170,0.2397,0.3381,0.5185,1.3865,1.2299,1.8683,1.9051,2.5915,-0.1708,-0.3740,True,14.0000,2023Q1,2026Q2,0.2386,0.4113,0.2489,0.3908,0.3986,1.2299,1.1923,1.7746,1.7501,2.4629,0.3916,-0.4804,False,False,0.2456,False,True,True,False,False,0.7580,False,True,True,False,False,0.6986,False,True,True,False,0.2279,False,
macro,cpi_lodging_sa,level,1,excess_1d_pct,yes (prior quarter),22,2021Q1,2026Q2,-0.0180,0.9366,-0.0909,0.6874,0.9381,8.8212,8.6157,11.8178,11.7731,,-0.0460,-0.1477,True,18.0000,2022Q1,2026Q2,-0.1034,0.6830,-0.1785,0.4784,0.6883,9.3262,8.9334,12.2433,11.7731,,0.0477,-0.0733,False,14.0000,2023Q1,2026Q2,-0.2152,0.4600,-0.2352,0.4183,0.4725,9.2408,8.9779,12.1966,11.5384,,0.7261,-0.1640,False,False,0.9704,False,True,True,False,False,0.8810,False,True,True,False,False,0.7219,False,True,True,False,0.9451,False,
macro,cpi_lodging_sa,diff1,0,nights_yoy,yes: month-3 CPI out ~2 weeks after quarter end (4Q25 uses Nov-Dec only; Oct 2025 CPI not published),22,2021Q1,2026Q2,0.7154,0.0002,0.3538,0.1062,0.0210,45.3490,41.8582,55.3297,44.3333,,0.7649,0.0919,True,18.0000,2022Q1,2026Q2,-0.1669,0.5081,0.0301,0.9055,0.4336,12.7168,12.6420,8.5277,44.3333,,0.0236,0.6987,True,14.0000,2023Q1,2026Q2,0.3426,0.2304,0.3389,0.2358,0.2278,3.4615,3.1986,3.0237,12.3664,,0.5018,0.7153,True,True,0.0016,False,True,False,False,False,0.7512,False,False,True,False,False,0.5672,False,False,True,False,0.0007,False,
macro,cpi_lodging_sa,diff1,0,nights_accel,yes: month-3 CPI out ~2 weeks after quarter end (4Q25 uses Nov-Dec only; Oct 2025 CPI not published),21,2021Q2,2026Q2,0.4047,0.0688,0.4287,0.0525,0.1009,75.1275,58.0960,91.2916,67.6587,,0.4200,0.5677,True,18.0000,2022Q1,2026Q2,0.4197,0.0829,0.4940,0.0372,0.0799,10.5729,8.5570,14.0929,67.6587,,0.3196,0.5042,True,14.0000,2023Q1,2026Q2,0.6016,0.0228,0.6341,0.0149,0.0210,2.8348,3.1641,4.9135,7.7828,,0.5953,0.5051,True,False,0.1696,False,True,False,False,False,0.2171,False,True,True,False,True,0.2633,False,True,True,True,0.1189,False,
macro,cpi_lodging_sa,diff1,0,gbv_yoy,yes: month-3 CPI out ~2 weeks after quarter end (4Q25 uses Nov-Dec only; Oct 2025 CPI not published),22,2021Q1,2026Q2,0.7419,0.0001,0.4070,0.0601,0.0090,71.6703,67.8646,84.5520,72.4377,,0.7869,0.3306,True,18.0000,2022Q1,2026Q2,-0.1619,0.5210,0.1386,0.5834,0.4346,13.9866,13.7808,11.7213,72.4377,,-0.0362,0.5838,False,14.0000,2023Q1,2026Q2,0.4543,0.1027,0.5386,0.0469,0.1139,3.5336,3.5990,3.3806,14.7503,,0.4004,0.5720,True,True,0.0009,False,True,True,False,False,0.7601,False,False,True,False,False,0.4514,False,False,True,True,0.0004,False,
macro,cpi_lodging_sa,diff1,0,adr_yoy,yes: month-3 CPI out ~2 weeks after quarter end (4Q25 uses Nov-Dec only; Oct 2025 CPI not published),18,2022Q1,2026Q2,0.0067,0.9790,0.0942,0.7102,0.9790,2.8553,2.6109,2.5209,3.8025,,-0.4150,0.3488,False,18.0000,2022Q1,2026Q2,0.0067,0.9790,0.0942,0.7102,0.9740,2.8553,2.6109,2.5209,3.8025,,-0.4150,0.3488,False,14.0000,2023Q1,2026Q2,0.2272,0.4347,0.1718,0.5570,0.4216,2.7577,2.6740,1.9306,3.8025,,-0.3463,0.3146,False,False,0.9913,False,False,True,False,False,0.9970,False,False,True,False,False,0.7132,False,False,True,False,0.9932,False,
macro,cpi_lodging_sa,diff1,0,adr_exfx_yoy,yes: month-3 CPI out ~2 weeks after quarter end (4Q25 uses Nov-Dec only; Oct 2025 CPI not published),17,2022Q2,2026Q2,-0.6122,0.0090,0.0723,0.7828,0.0360,3.0663,2.9151,2.3651,4.0000,,-0.7353,0.6980,False,17.0000,2022Q2,2026Q2,-0.6122,0.0090,0.0723,0.7828,0.0200,3.0663,2.9151,2.3651,4.0000,,-0.7353,0.6980,False,14.0000,2023Q1,2026Q2,0.6043,0.0221,0.6028,0.0225,0.0200,1.0061,1.1942,1.0522,4.0000,,0.3865,0.7610,True,True,0.0351,False,False,True,False,True,0.0406,False,False,True,False,True,0.2588,False,True,True,True,0.0224,False,
macro,cpi_lodging_sa,diff1,0,adr_fx_effect,yes: month-3 CPI out ~2 weeks after quarter end (4Q25 uses Nov-Dec only; Oct 2025 CPI not published),17,2022Q2,2026Q2,0.5055,0.0384,0.2564,0.3204,0.0280,3.2367,3.4714,2.0447,4.8081,,0.4656,0.1166,True,17.0000,2022Q2,2026Q2,0.5055,0.0384,0.2564,0.3204,0.0360,3.2367,3.4714,2.0447,4.8081,,0.4656,0.1166,True,14.0000,2023Q1,2026Q2,-0.0499,0.8655,-0.0374,0.8989,0.8751,2.4345,2.2868,2.1058,4.8081,,-0.3955,0.0302,False,True,0.1100,False,False,True,True,True,0.1251,False,False,True,True,False,0.9371,False,False,True,False,0.0683,False,
macro,cpi_lodging_sa,diff1,0,rev_beat_pct,yes: month-3 CPI out ~2 weeks after quarter end (4Q25 uses Nov-Dec only; Oct 2025 CPI not published),19,2021Q4,2026Q2,0.1644,0.5011,0.0685,0.7806,0.4995,1.6439,1.5940,1.8683,1.9051,2.9659,0.4351,-0.1720,False,18.0000,2022Q1,2026Q2,-0.0124,0.9610,-0.0651,0.7975,0.9540,1.2788,1.2299,1.8683,1.9051,2.5915,0.2441,0.0183,True,14.0000,2023Q1,2026Q2,-0.4156,0.1394,-0.3106,0.2798,0.1449,1.1127,1.1923,1.7746,1.7501,2.4629,-0.6032,-0.0564,True,False,0.6951,False,True,True,False,False,0.9913,False,True,True,False,False,0.4891,False,True,True,True,0.5971,False,
macro,cpi_lodging_sa,diff1,0,excess_1d_pct,yes: month-3 CPI out ~2 weeks after quarter end (4Q25 uses Nov-Dec only; Oct 2025 CPI not published),22,2021Q1,2026Q2,0.3728,0.0875,0.5121,0.0148,0.0679,9.1138,8.6157,11.8178,11.7731,,0.3617,0.6747,True,18.0000,2022Q1,2026Q2,0.4311,0.0741,0.3622,0.1396,0.0789,8.4936,8.9334,12.2433,11.7731,,0.2815,0.7880,True,14.0000,2023Q1,2026Q2,0.3833,0.1761,0.1956,0.5028,0.1768,9.5032,8.9779,12.1966,11.5384,,-0.6886,0.8688,False,False,0.2001,False,True,True,False,False,0.1999,False,True,True,True,False,0.5241,False,True,True,False,0.6711,False,
macro,cpi_lodging_sa,diff1,1,nights_yoy,yes (prior quarter),22,2021Q1,2026Q2,0.0938,0.6781,0.2745,0.2164,0.4885,42.0939,41.8582,55.3297,44.3333,,0.0360,0.2811,True,18.0000,2022Q1,2026Q2,0.0766,0.7625,0.0925,0.7150,0.7223,14.1000,12.6420,8.5277,44.3333,,0.2531,0.1503,True,14.0000,2023Q1,2026Q2,0.1446,0.6218,0.2453,0.3980,0.5964,3.3589,3.1986,3.0237,12.3664,,0.2668,0.1069,True,False,0.8370,False,True,True,False,False,0.9171,False,False,True,False,False,0.8272,False,False,True,False,0.8775,False,
macro,cpi_lodging_sa,diff1,1,nights_accel,yes (prior quarter),21,2021Q2,2026Q2,-0.4730,0.0303,-0.1520,0.5106,0.0859,65.1577,58.0960,91.2916,67.6587,,-0.4915,-0.0193,True,18.0000,2022Q1,2026Q2,-0.0555,0.8268,-0.1664,0.5093,0.7742,8.8148,8.5570,14.0929,67.6587,,-0.1434,-0.3902,True,14.0000,2023Q1,2026Q2,-0.4222,0.1326,-0.3827,0.1769,0.1239,3.5526,3.1641,4.9135,7.7828,,-0.5458,-0.4559,True,False,0.0928,False,True,True,False,False,0.9507,False,True,True,False,False,0.4891,False,True,True,False,0.0646,False,
macro,cpi_lodging_sa,diff1,1,gbv_yoy,yes (prior quarter),22,2021Q1,2026Q2,0.1126,0.6178,0.2448,0.2723,0.4056,68.0544,67.8646,84.5520,72.4377,,0.0627,0.0173,True,18.0000,2022Q1,2026Q2,0.1006,0.6912,-0.0176,0.9448,0.6144,15.1020,13.7808,11.7213,72.4377,,0.2651,-0.1706,False,14.0000,2023Q1,2026Q2,-0.0329,0.9110,0.0574,0.8455,0.9061,3.9081,3.5990,3.3806,14.7503,,0.1660,-0.3199,False,False,0.7923,False,True,True,False,False,0.8844,False,False,True,False,False,0.9643,False,False,True,False,0.7636,False,
macro,cpi_lodging_sa,diff1,1,adr_yoy,yes (prior quarter),18,2022Q1,2026Q2,0.1236,0.6251,-0.0704,0.7815,0.6214,2.9296,2.6109,2.5209,3.8025,,0.2409,-0.2507,False,18.0000,2022Q1,2026Q2,0.1236,0.6251,-0.0704,0.7815,0.6134,2.9296,2.6109,2.5209,3.8025,,0.2409,-0.2507,False,14.0000,2023Q1,2026Q2,-0.2269,0.4354,-0.3590,0.2074,0.4605,2.7418,2.6740,1.9306,3.8025,,-0.5676,-0.3813,True,False,0.7959,False,False,True,False,False,0.8404,False,False,True,False,False,0.7132,False,False,True,False,0.9932,False,
macro,cpi_lodging_sa,diff1,1,adr_exfx_yoy,yes (prior quarter),17,2022Q2,2026Q2,-0.4276,0.0869,-0.1682,0.5186,0.1009,3.0159,2.9151,2.3651,4.0000,,-0.4056,0.0621,False,17.0000,2022Q2,2026Q2,-0.4276,0.0869,-0.1682,0.5186,0.0679,3.0159,2.9151,2.3651,4.0000,,-0.4056,0.0621,False,14.0000,2023Q1,2026Q2,0.1276,0.6639,0.1564,0.5935,0.6603,1.2685,1.1942,1.0522,4.0000,,0.0932,0.1015,True,False,0.1998,False,False,True,False,False,0.2241,False,False,True,False,False,0.8378,False,False,True,False,0.1351,False,
macro,cpi_lodging_sa,diff1,1,adr_fx_effect,yes (prior quarter),17,2022Q2,2026Q2,0.4054,0.1065,0.0123,0.9627,0.1069,3.3519,3.4714,2.0447,4.8081,,0.4360,-0.3607,False,17.0000,2022Q2,2026Q2,0.4054,0.1065,0.0123,0.9627,0.1129,3.3519,3.4714,2.0447,4.8081,,0.4360,-0.3607,False,14.0000,2023Q1,2026Q2,-0.3319,0.2464,-0.3745,0.1872,0.2537,2.2929,2.2868,2.1058,4.8081,,-0.3537,-0.5826,True,False,0.2329,False,False,True,True,False,0.2633,False,False,True,True,False,0.5816,False,False,True,False,0.1569,False,
macro,cpi_lodging_sa,diff1,1,rev_beat_pct,yes (prior quarter),19,2021Q4,2026Q2,0.2551,0.2918,0.1738,0.4766,0.2927,1.8619,1.5940,1.8683,1.9051,2.9659,0.4982,-0.5859,False,18.0000,2022Q1,2026Q2,-0.0988,0.6965,0.0279,0.9125,0.7183,1.3296,1.2299,1.8683,1.9051,2.5915,0.0409,-0.1640,False,14.0000,2023Q1,2026Q2,-0.1413,0.6298,0.0727,0.8050,0.6444,1.4323,1.1923,1.7746,1.7501,2.4629,-0.0344,-0.3164,True,False,0.4822,False,True,True,False,False,0.8853,False,True,True,False,False,0.8291,False,True,True,False,0.4417,False,
macro,cpi_lodging_sa,diff1,1,excess_1d_pct,yes (prior quarter),22,2021Q1,2026Q2,0.2908,0.1892,0.4297,0.0459,0.1888,9.1906,8.6157,11.8178,11.7731,,0.3251,0.4487,True,18.0000,2022Q1,2026Q2,-0.0179,0.9438,0.3086,0.2128,0.9500,11.2455,8.9334,12.2433,11.7731,,-0.2846,0.4931,False,14.0000,2023Q1,2026Q2,0.3411,0.2326,0.3890,0.1692,0.2288,8.7185,8.9779,12.1966,11.5384,,0.3333,0.4030,True,False,0.3613,False,True,True,False,False,0.9884,False,True,True,False,False,0.5672,False,True,True,True,0.6711,False,
macro,cpi_lodging_nsa,level,0,nights_yoy,yes: same as CPI SA,22,2021Q1,2026Q2,0.4447,0.0381,0.7831,0.0000,0.0509,38.6216,41.8582,55.3297,44.3333,,0.2827,0.4212,True,18.0000,2022Q1,2026Q2,0.8911,0.0000,0.7932,0.0001,0.0010,8.2748,12.6420,8.5277,44.3333,,0.8798,0.4180,True,14.0000,2023Q1,2026Q2,0.7815,0.0010,0.6980,0.0055,0.0020,2.4359,3.1986,3.0237,12.3664,,0.9115,0.3936,True,False,0.1098,False,True,True,True,True,0.0000,True,True,True,True,True,0.0407,False,True,True,True,0.0909,False,
macro,cpi_lodging_nsa,level,0,nights_accel,yes: same as CPI SA,21,2021Q2,2026Q2,-0.1189,0.6076,-0.0170,0.9418,0.5275,62.8378,58.0960,91.2916,67.6587,,-0.1849,0.1157,False,18.0000,2022Q1,2026Q2,-0.4356,0.0708,-0.1758,0.4854,0.0879,11.3986,8.5570,14.0929,67.6587,,-0.3412,0.1524,False,14.0000,2023Q1,2026Q2,-0.0321,0.9134,-0.0556,0.8502,0.9071,3.3791,3.1641,4.9135,7.7828,,0.0646,0.1244,True,False,0.7848,False,True,True,False,False,0.1932,False,True,True,False,False,0.9643,False,True,True,False,0.7079,False,
macro,cpi_lodging_nsa,level,0,gbv_yoy,yes: same as CPI SA,22,2021Q1,2026Q2,0.3501,0.1102,0.5992,0.0032,0.1439,65.6934,67.8646,84.5520,72.4377,,0.1724,0.1447,True,18.0000,2022Q1,2026Q2,0.8433,0.0000,0.6494,0.0035,0.0030,10.7572,13.7808,11.7213,72.4377,,0.8497,0.1190,True,14.0000,2023Q1,2026Q2,0.4506,0.1059,0.4172,0.1377,0.1209,3.4136,3.5990,3.3806,14.7503,,0.8995,0.0331,True,False,0.2386,False,True,True,True,True,0.0002,True,True,True,True,False,0.4524,False,False,True,True,0.2208,False,
macro,cpi_lodging_nsa,level,0,adr_yoy,yes: same as CPI SA,18,2022Q1,2026Q2,-0.0274,0.9140,-0.1945,0.4393,0.9281,2.9485,2.6109,2.5209,3.8025,,0.2761,-0.0733,False,18.0000,2022Q1,2026Q2,-0.0274,0.9140,-0.1945,0.4393,0.9281,2.9485,2.6109,2.5209,3.8025,,0.2761,-0.0733,False,14.0000,2023Q1,2026Q2,-0.2820,0.3286,-0.3480,0.2227,0.3407,2.7093,2.6740,1.9306,3.8025,,-0.3372,-0.1615,True,False,0.9585,False,False,True,False,False,0.9765,False,False,True,False,False,0.6434,False,False,True,False,0.9932,False,
macro,cpi_lodging_nsa,level,0,adr_exfx_yoy,yes: same as CPI SA,17,2022Q2,2026Q2,0.3766,0.1362,0.2767,0.2824,0.1029,2.7488,2.9151,2.3651,4.0000,,0.2708,0.3168,True,17.0000,2022Q2,2026Q2,0.3766,0.1362,0.2767,0.2824,0.1049,2.7488,2.9151,2.3651,4.0000,,0.2708,0.3168,True,14.0000,2023Q1,2026Q2,0.0410,0.8892,-0.0567,0.8475,0.8921,1.3095,1.1942,1.0522,4.0000,,-0.0657,0.3465,False,False,0.2805,False,False,True,True,False,0.3162,False,False,True,True,False,0.9512,False,False,True,False,0.1884,False,
