folder,date,ticker,type,sha
20150313_BKE,20150313,BKE,tree,b6b0e1ff8f2c904c8a0eacaa1a2c1490c267e5db
20150313_RGEN,20150313,RGEN,tree,90ac30c059f4ec797b04198463e85f3298729c91
20150317_DSW,20150317,DSW,tree,ca3e79ffd1d1f4bb5ac1d06d4b8b8626d8156c9a
20150317_FDS,20150317,FDS,tree,35ec327e0c476c21471229aca4cd7211aa8175ba
20150324_GIII,20150324,GIII,tree,22a98801891dc269d9c1503ee53cf19a8cd5d326
20150325_PAYX,20150325,PAYX,tree,97deb8d6d1e0b0afa7e6204461f747284f217fa6
20150325_REX,20150325,REX,tree,527df3b65980903c2b937387420dc622c19cc5e9
20150326_SCHL,20150326,SCHL,tree,b726987b3e914331f8d89abe657233bbd0d4502f
20150327_CCL,20150327,CCL,tree,3ee05500b91053081f685ffe3a2f3922f26b0863
20150331_MOV,20150331,MOV,tree,af2d6b9ad28c0f7d5b6be0839961d33af95e85bb
20150401_MU,20150401,MU,tree,6453e80ef013f42ed3e2cbbf11a703211c4d5191
20150402_PERY,20150402,PERY,tree,7a15c745ea127be692c67b5218a3247bb45f93d4
20150414_WFC,20150414,WFC,tree,afc0d2ad4de3965300cba135a97478348e859fcf
20150415_WSO,20150415,WSO,tree,22a519fc4ba33ca8367c142beb01b19efa116c03
20150420_CBU,20150420,CBU,tree,572916e6c172e6143a098caa121fe3e74d72e135
20150420_LII,20150420,LII,tree,d591e3ef59a426fd9cb4a902aec78ae8d10fab72
20150420_LRCX,20150420,LRCX,tree,10460bd85d61fa14ffd3c6af7249fb3acb8db269
20150420_RMBS,20150420,RMBS,tree,a063d380bce900a132fff574015e6b37238a1818
20150420_SANM,20150420,SANM,tree,8294264866fa177a9c54c614548dff7d453a7d4d
20150421_ABG,20150421,ABG,tree,2061a24b769a837b403470a3a597f5afe994d923
20150421_AMGN,20150421,AMGN,tree,09021c144ff6e1d3f340f8cf8871e525cf167c0a
20150421_BMI,20150421,BMI,tree,7981bc709f0a8e3205741b563c3d9450919d85c0
20150421_CMG,20150421,CMG,tree,768347a42a24c7112ef498fd6657ca1913d8f589
20150421_IBKR,20150421,IBKR,tree,ad8fb0d99aa1a744d5a95891225ab855de43fd00
20150421_KMB,20150421,KMB,tree,666f1cfb1eb4f09733351847fad314f9717d6455
20150421_MAN,20150421,MAN,tree,5aacc2ca89625839769cdba2387aeab5316d0570
20150421_NTRS,20150421,NTRS,tree,00ac540af57839e269aed789d7a9674dda7ec337
20150421_OMC,20150421,OMC,tree,d55385c0d577d8302ec6c3c1132115e085ed64d2
20150421_RF,20150421,RF,tree,242596621b169309fc8439f654a3d397d50ec324
20150421_SBNY,20150421,SBNY,tree,709928a331bba58c7964d26aea5d7df3b687f008
20150421_STBA,20150421,STBA,tree,d936be6f08a8bb767e45866ec6c4f2777afd6dc1
20150421_SYK,20150421,SYK,tree,2fe36716812d6a337c17d2874dfced1df5abace3
20150422_AN,20150422,AN,tree,9adfceba572ddbc3c87bce4d74fdbaf527b0b2e8
20150422_AZZ,20150422,AZZ,tree,59a58fc1283a61c781e9f0b909ef8ac561881995
20150422_BA,20150422,BA,tree,53b02d3554dc8c1cc46409bca9d10641198e7c84
20150422_CATY,20150422,CATY,tree,be5a9e68246ae7acd3804e17a2e00121ba061837
20150422_CLW,20150422,CLW,tree,0a5e4b8a8fcadf61428a086a8f79dae4a17a5635
20150422_EXPO,20150422,EXPO,tree,6fccf467e5e4df3ba762c193c968aab9f678e68e
20150422_LAD,20150422,LAD,tree,7ff3915d3b0beef8fce5552c04fd0806b224cd79
20150422_MPWR,20150422,MPWR,tree,2d48a391c204d7dff8a149f27f8d18d006fe1c9c
20150422_PCH,20150422,PCH,tree,4796075aad8177e661a4e7939238f4d8eea2f91e
20150422_R,20150422,R,tree,ee9c8cf4c9c09c3f645e5f761a9036b1a7afd4dd
20150422_SEIC,20150422,SEIC,tree,bdabe8b1144fc7f520a774a407ee9c70879f36b6
20150422_SNBR,20150422,SNBR,tree,5df8f159780d855451726a0db48df7802bed1ce0
20150422_TMO,20150422,TMO,tree,68cb43b472e04afe740cd37c43eac4819545a6b8
20150422_TUP,20150422,TUP,tree,6a6e4da7d2c6985db09a5960577ef81d34a40174
20150422_XLNX,20150422,XLNX,tree,c9ac4d48c6c6453b85e21b2a89aa2bf5d93b71ba
20150423_ATGE,20150423,ATGE,tree,7604c0aa6a9e278eaf0fa8db979c446b1d3df8df
20150423_AVT,20150423,AVT,tree,88e8d688f51551cf589e8ee967a32c38f09911d5
20150423_BBT,20150423,BBT,tree,d3d4b1b9e9123c56a7ec6350d53dd32c4b0e9da9
20150423_CMS,20150423,CMS,tree,9d0dfb827facfca6bc82c45a42d4e2f34ac3cf76
20150423_COL,20150423,COL,tree,6745e8da826e4d43d01be5315fe8f8f005022d8d
20150423_DAN,20150423,DAN,tree,431c51d2306306438c71a8515d6fb1ebd20c9e20
20150423_EFII,20150423,EFII,tree,ced190057c2b5814598d68a6ca60c468658a65a1
20150423_FAF,20150423,FAF,tree,6787f8c8132ec5a4743e6ee05ffea9d00477c27e
20150423_GHL,20150423,GHL,tree,458609d712bdf370adc3eddcf199a2b83d8fdb24
20150423_HAFC,20150423,HAFC,tree,def5107a0896c829adffd74787129f3b0c5ade89
20150423_HSY,20150423,HSY,tree,d0acbafbe65eb492e76dff871c474ed3802200bf
20150423_HZO,20150423,HZO,tree,ac396078d06d8470cda5456a871949defe6d3b17
20150423_JNPR,20150423,JNPR,tree,e37ddacf62292aa90d2e7ecfc15834f47a7476aa
20150423_LSTR,20150423,LSTR,tree,986d617a9c829becc083657b9b4bf419f7bc8f93
20150423_MDP,20150423,MDP,tree,8db3ad2becf0659137b41bf2f8a512ae7ce7334a
20150423_MSFT,20150423,MSFT,tree,df8a7281a55bf0bc0c20dd52ceaaef34154c3121
20150423_MTH,20150423,MTH,tree,0703a9ff8a17dd4c7fde31203af7d3a98e762b6c
20150423_NTGR,20150423,NTGR,tree,c30bba37e20f3adcfd21b7ad103c3b03557cf43f
20150423_NUE,20150423,NUE,tree,b347f2a8d323bf34b6b2aa6534572e9fcadc952b
20150423_PII,20150423,PII,tree,64acd982ecb001a10090a254172bdd60ea843dc9
20150423_POOL,20150423,POOL,tree,129ede25bbaae364e6063cbb639874e61b72d4b5
20150423_PTEN,20150423,PTEN,tree,19513e175925d40b0cad0b5f42b3ba3df44ef98e
20150423_RMD,20150423,RMD,tree,3365169f413356e4dc0942396c41251e9e8ef29a
20150423_SFNC,20150423,SFNC,tree,47339d9abf5c3e3dbe013f19b6f6455e8e16052a
20150423_SRCL,20150423,SRCL,tree,2f899e32869413a8a58aa0d6ddcccb5697699321
20150423_TBI,20150423,TBI,tree,f43604f0b6ee553e225b094822316e34fb1dbe88
20150423_UAL,20150423,UAL,tree,51b80a58c56b7c68bc19298f870ac4c7ab26284b
20150423_UFI,20150423,UFI,tree,95a3db5e186e5329cc807e59040922dd7bb15f49
20150424_PFS,20150424,PFS,tree,0f0e092be289bd66d414194ac23c5e6ca1c4f314
20150424_SPG,20150424,SPG,tree,f25bdd80a63c4874f2704a366b3788622d64a9e4
20150424_XRX,20150424,XRX,tree,d01efb6f6c8e728da8ee03fc6ee73514c77a69af
20150427_OSIS,20150427,OSIS,tree,21fdcc5540073aa9e6ba77a44f2bf1d568f5e460
20150427_ROP,20150427,ROP,tree,38db3a2c1b9d5378da1b467e571d377375711a51
20150427_WRB,20150427,WRB,tree,123383ad0de37cca67748217edd2f3e1c47fe257
20150428_AET,20150428,AET,tree,2fff3b018e6fbabf2536cf5c28cda42793f2b22b
20150428_AKAM,20150428,AKAM,tree,a69843272626529c6195a47db114ab3c55caab25
20150428_BGFV,20150428,BGFV,tree,4f829463e82061bff8580bbaa8ecc055b95f6b04
20150428_CIR,20150428,CIR,tree,ed4216feb693b1ccf314df31bab4d05b25103ac3
20150428_CNC,20150428,CNC,tree,5a8e671d40fc4d8d44a4ee242fc8dd36e4e77c4a
20150428_CRUS,20150428,CRUS,tree,544319bbea74fa42a3c1bf8f75f5d5d6e4cf4a23
20150428_EPR,20150428,EPR,tree,b2b1d94f50fe469040bec92ff37014586e767949
20150428_HELE,20150428,HELE,tree,116667ac7feed66b796ebf802b15b660bf9daf55
20150428_HLIT,20150428,HLIT,tree,c7f43958c0ac92294608dc81f56e4c0a93fb5e1a
20150428_IDXX,20150428,IDXX,tree,2698320777e046a2c4eebf49ed55205b1f8e010a
20150428_IIVI,20150428,IIVI,tree,c0fab2fc87f6218ffc53beb5480f638a979778de
20150428_LOGM,20150428,LOGM,tree,250a9890f7dd832dfca74b06466ff81a78d3bb5e
20150428_MAS,20150428,MAS,tree,5dd4adeaf855730ea28b2eb6d254eaf7aeb55a98
20150428_MRCY,20150428,MRCY,tree,62e8765025a9e6f96071761f9285bc69547152f8
20150428_MSTR,20150428,MSTR,tree,533c8da2e5b7264c53d6fe0848ceb55649b1b63f
20150428_NATI,20150428,NATI,tree,f9297e57a438403f422938280665f5ccc82c7a8e
20150428_NOV,20150428,NOV,tree,3b4183d2468ef24c27763689059afc0bc9e864e3
20150428_OMI,20150428,OMI,tree,a8e2f9ffc82b2fa4bc0f442b7f205f0f4e05a921
20150428_WDC,20150428,WDC,tree,e4301911af431487c70c239a5356c82a3cf3bd2c
20150428_WWW,20150428,WWW,tree,7ef5b30dd21aab30bcc4193aee352c345dc20275
20150428_WYND,20150428,WYND,tree,f008c4ca1d652788855784afc6c4aa154f081666
20150429_AMED,20150429,AMED,tree,5f3cea5ed30a0423a112df85df9fe8f554043c4b
20150429_ASGN,20150429,ASGN,tree,0a0227332c0d69c124a906cadb2c8dfb61d478da
20150429_BEN,20150429,BEN,tree,8d3eca72b82796cc678694f0312d5d4bdd6305d4
20150429_CFR,20150429,CFR,tree,7e24ca16535b2f611568c6d0dc37c77ba3192a4f
20150429_EQIX,20150429,EQIX,tree,771a86a65844e84df1f440372e4f393276b8eaf1
20150429_GPRE,20150429,GPRE,tree,e161d31230e7c68bfc5e0128b5a408e7196bc7ac
20150429_HF,20150429,HF,tree,2fb7557729b581a97e234d6a4b5299d51cd7192c
20150429_LL,20150429,LL,tree,59c0f9c844e5166ecbdb90f06f8bd3392e9061e1
20150429_NOC,20150429,NOC,tree,4fbd18ec0d52c252747539956e42efb00a343975
20150429_PKE,20150429,PKE,tree,08471f4738a444a3ad33e727990a24e1996f7770
20150429_PX,20150429,PX,tree,f8aec09087d8712bb60f81a685b12b79a9bdb5c1
20150430_ABC,20150430,ABC,tree,44d007ca8ff883f4c1430f164a0d09ce57fd2f67
20150430_APD,20150430,APD,tree,518ec8b4491d831ab28e6f1ac283408d39fd73f7
20150430_ARW,20150430,ARW,tree,c37af53b35f0252fd615f46af457e37e7087a42e
20150430_CHSP,20150430,CHSP,tree,dde356078e7e4b68050b3b20ebeebc1a2d30a7ac
20150430_COP,20150430,COP,tree,7b82f96e0f40db1093492cba5d21c83fdeab6abb
20150430_CRR,20150430,CRR,tree,617e5f715d41b7b2bf404776f6995810ed5ddbc7
20150430_CYTK,20150430,CYTK,tree,b53b5de1d6f33d9b913190ae17e6325211e39dab
20150430_FSS,20150430,FSS,tree,8e587363e6e69bc72f31dcc85622feed31fc8937
20150430_GEO,20150430,GEO,tree,301f79daa9bada8707f7a89ce631da66e4037126
20150430_HST,20150430,HST,tree,9bce8614faa18cb3d7f4b035921be422181b8600
20150430_INCY,20150430,INCY,tree,72e0c750f15683ae92e113bd632504a3b7b3b419
20150430_LLL,20150430,LLL,tree,b948c713ff62a4dfe0e52940e9f2c05652c25149
20150430_LYV,20150430,LYV,tree,f827580dad7b78963d1ca1a3f75cf1cffd824ce1
20150430_NI,20150430,NI,tree,471175f42c7d145964430413301fd22b07affa33
20150430_NTRI,20150430,NTRI,tree,903b8c1a8f904b61511a95e556cd355b568b0b88
20150430_ODFL,20150430,ODFL,tree,1a9a5673464c7624b0059eb3de53e6df207b34c6
20150430_OIS,20150430,OIS,tree,c879651b3b9b6f2c23e6ff7230e67d3bf0d3c241
20150430_PBI,20150430,PBI,tree,cf902d88dba332c520f4226b33745867a257547a
20150430_PKI,20150430,PKI,tree,8d1e1a7704e5fefedf33ed9d8ff35ed7811daaf8
20150430_RGS,20150430,RGS,tree,97f37b44b38fb4b46cbb9199cf6f8601027fc5a8
20150430_SKYW,20150430,SKYW,tree,036dfe9152476ebfbfde53afd8e18ebf180652ae
20150430_SWKS,20150430,SWKS,tree,7bebd24ffbb1f4e71dd0937c04ec80a4f054a794
20150430_TFX,20150430,TFX,tree,580a67f32da48578f031364d3c80fdb44f85f92f
20150430_WRLD,20150430,WRLD,tree,a7a03269426d2bd20fc70f8db1cde0a8b8e1992f
20150430_WU,20150430,WU,tree,b0e3ef65a85f7f70a97095ea297be93b6c0d02a2
20150430_XOM,20150430,XOM,tree,d9b6fd73e239e5742d5ee3b9b62910c528492b6c
20150430_XYL,20150430,XYL,tree,e03f4e70ffbf952eb9c21b6e00170e84c000aa1f
20150501_AXL,20150501,AXL,tree,4e47b86a850bbba93498dfb4c296e9e7072ec244
20150501_CBOE,20150501,CBOE,tree,76aaa3ed450feb4c70695cf6cbe13847280ee4d4
20150501_CTB,20150501,CTB,tree,6479be7239a8b1de31a96af2136747dc3978fe80
20150501_FE,20150501,FE,tree,92918e23f650df464e4f09b8cd0b2c8462b017d0
20150501_GWR,20150501,GWR,tree,86fec0957983f1cacf92a1a13950c112f4981239
20150501_LM,20150501,LM,tree,2336050d5426158423224cd7e1cfc7d7c581a568
20150501_LPNT,20150501,LPNT,tree,812b76e6d4d630adb55088f6031ca7f2cf728075
20150501_MCO,20150501,MCO,tree,41255d1c78b3d47876f742fb839c2d2da3757fe2
20150501_NSP,20150501,NSP,tree,2f8f99c1b9a1ec9cc30f7632ccb25eb8aef6937c
20150501_PEG,20150501,PEG,tree,c528feb29ce8ea927c1dc6035c640953e4cbc3e5
20150501_TDS,20150501,TDS,tree,30b68cfc1b8c506355402cd79de3875ea00c80a2
20150501_VFC,20150501,VFC,tree,27cc51a5771c0b7b0db7d9aef768bb47ed606643
20150504_CEVA,20150504,CEVA,tree,affd08896e88218780b079b74066a5a154394fff
20150504_CHUY,20150504,CHUY,tree,91b52eaac6c314e927c7d8f9e73421eabb881146
20150504_CMCSA,20150504,CMCSA,tree,b43051eec6921cdd3dd7ddff75b456fb59ade469
20150504_DO,20150504,DO,tree,ec85331ddb06a074d6e9191646741a8349cccdc7
20150504_FN,20150504,FN,tree,a39eee0353229c9d52774ec83cbb54bb8cdb0bed
20150504_L,20150504,L,tree,af4f941a78d906ee5ba71ad7240e6592a390ee0c
20150504_NUVA,20150504,NUVA,tree,1daacd82c77a21d8ef505028a278169df193120a
20150504_TXRH,20150504,TXRH,tree,5221346413386f4719b87c23cf3ddd116e1a6d90
20150505_ABMD,20150505,ABMD,tree,cde22a8c84f1c06582ca262dc0eeb246d3c8247f
20150505_ACLS,20150505,ACLS,tree,32220088352c0a4fd9f1e735a3ba0d25ba98a04e
20150505_CRAY,20150505,CRAY,tree,82e376716b2829e90ad7850f41f0cad270e16b6d
20150505_CTL,20150505,CTL,tree,e59496fea5726db11484e406685f34ff8b5fb297
20150505_CVLT,20150505,CVLT,tree,990c21f8e8a75a28816dd68919acf95d00fe4585
20150505_DIS,20150505,DIS,tree,3904109adebbe77a86477626de8a683c14c695b5
20150505_ESE,20150505,ESE,tree,91400d137e5f0cd0746b9c56d68768d9e2c12eb2
20150505_HCA,20150505,HCA,tree,e5d98acc5f4f900cc2c4cb76c55c82d1c7a9211d
20150505_ICUI,20150505,ICUI,tree,2e2fb60dc101c358948b30d9914e19ccdf9ef387
20150505_K,20150505,K,tree,ac3cabcd79dc061c236066c356da4ed205832060
20150505_KLIC,20150505,KLIC,tree,4ce039d191e7113391372ba85638f290117f3689
20150505_KMT,20150505,KMT,tree,cc51518cf8418babbef0b7cd013f506adc1d0f3c
20150505_MDC,20150505,MDC,tree,02b2e0d878600d6caef7a0b6696a0f9c1036b5fe
20150505_MDCO,20150505,MDCO,tree,cdd608c52fe7e45e76f94a21b4e424332da7fb04
20150505_MYGN,20150505,MYGN,tree,24d944fbc4bd552175f41a39d00617991bbb7a98
20150505_NWN,20150505,NWN,tree,7e57ea2f02500015ef1c42c7db94f8a42d331811
20150505_SMG,20150505,SMG,tree,f13e8356d63e9ed13aa6b0d7a6506b97af998c12
20150506_ANDE,20150506,ANDE,tree,dec386ccdfa619432b2933af090446cd54be79bd
20150506_CLH,20150506,CLH,tree,619e14f18df9670d4a880c26f9c1ee8f28263bb6
20150506_CRZO,20150506,CRZO,tree,3e8224f6d52d949755ec79f3bb04b5df936a3f24
20150506_DDD,20150506,DDD,tree,d237f6219a20edc1893703eac4fd2fdaa518839b
20150506_HFC,20150506,HFC,tree,b537c957418f571680cf6b31430dcdd02b485c21
20150506_HSC,20150506,HSC,tree,fce235246ab49977a60f82ae2ed1a3b546ce2c61
20150506_LAMR,20150506,LAMR,tree,8455a54babb93866edadbdac4134fad81ece60f7
20150506_MSI,20150506,MSI,tree,5ed4a1ff86e65685f97a8e5c13af0a9372f76fe7
20150506_NSIT,20150506,NSIT,tree,bbc0a4ed7b774eb1e77ffe9fc8f4cd875c2d37d3
20150506_RDC,20150506,RDC,tree,20435518528e74c3002c4774b3f12da566184146
20150506_SNH,20150506,SNH,tree,d2c53af2a99e99224ca7482350c95675fead8c68
20150506_VECO,20150506,VECO,tree,e3580d860928b80728bab9ac63d399558ff14232
20150506_VSI,20150506,VSI,tree,e27a2da9b82af665e0c3f276babec293e0b6ba0b
20150506_WD,20150506,WD,tree,e4a53990fcb1ecca6eab8380f1b46ab2dc0e8ffb
20150507_ALEX,20150507,ALEX,tree,ec3d0a70f4a7eb0eb0387c9e2a26f99c93e9dae0
20150507_BKNG,20150507,BKNG,tree,164a60c58a85b3b224dd1147647db20c74597e16
20150507_CBB,20150507,CBB,tree,943b05f2654a92d0833b27bb2d9cb48f26594f55
20150507_CNK,20150507,CNK,tree,27f809166f21a5795c78b80f42f1dbcdce23466a
20150507_CNSL,20150507,CNSL,tree,15ee26e66d35d3f9d4eeb034fda7b2debc29a469
20150507_CUTR,20150507,CUTR,tree,1fceafc71d5c723bb9e4c995f6c798df67a51bc5
20150507_EBS,20150507,EBS,tree,556b764486455c00001667d4297a4e6ba70cf01d
20150507_GDOT,20150507,GDOT,tree,0aba66050b3f8a3f42f8f2df7c5e279189347742
20150507_ILG,20150507,ILG,tree,c6f9380037f47fe10ee794f8da47b46f79652957
20150507_JCOM,20150507,JCOM,tree,39c61c4f8b4798c101d65aa6b9eef97d070d3af3
20150507_MTD,20150507,MTD,tree,349d6065d2b5f187ed34bd5480fcdffb0c47fe1b
20150507_NVDA,20150507,NVDA,tree,b9b4ca4c98b3493f40dc058dfca53efe1450ca5f
20150507_ROCK,20150507,ROCK,tree,bd0756fc47261bc241ef4f50080fd80f8c39faec
20150507_SPPI,20150507,SPPI,tree,184cdbb7723ad02987d1430d0e1e91df13a842f5
20150507_TAP,20150507,TAP,tree,fb9ef196108a5a3e9e913c309056bb496d4681d6
20150508_CROX,20150508,CROX,tree,11da6405a5682bc1159e42d88ae1478469899bdb
20150508_EBIX,20150508,EBIX,tree,1d062041cad353af65d6128ca924a0ce903ba732
20150508_SSP,20150508,SSP,tree,40a2d8a726983efefe416c12ca4b6e6658f813b9
20150508_TREX,20150508,TREX,tree,2fe2e92ac742624b84e8b55eb604b055872421fd
20150508_WELL,20150508,WELL,tree,3e5213ab9f82995c34494c12fc5207d3d8749cb0
20150511_BID,20150511,BID,tree,fb0710ad71eab83cd0726fd998dfd8b29b8d4a83
20150511_ENDP,20150511,ENDP,tree,bb9ffe3a6de39b08f6771900c7002a7e73a68295
20150511_GTY,20150511,GTY,tree,da3a2ad2af248752c4838ba744bbdc2dbcf52fc9
20150511_RBC,20150511,RBC,tree,ed0407cda7379aadad643750a073c0b7699c1292
20150512_IFF,20150512,IFF,tree,18570cddb7d94fcee193a562bf868f837c7f5013
20150512_MCK,20150512,MCK,tree,3338cf891d895c49b0b1021d3d0d144a21568203
20150513_JCP,20150513,JCP,tree,4defa922680fecf83d131d3351b4bd1dd2701f09
20150514_JACK,20150514,JACK,tree,b4144f31c6213a653a7d008f6b59da23863f4e25
20150514_JWN,20150514,JWN,tree,eacd725490b583d59617fae6b10f5667bfee8d75
20150514_PERY,20150514,PERY,tree,d27164c1cf9f8d81395db1ba6aa04e66fc32c06b
20150519_HD,20150519,HD,tree,97b92e14a901504c858d3196ae66ca4e537f9c0a
20150519_RRGB,20150519,RRGB,tree,b99eccee526cd4f3450f5064ac15bfccb72dc30e
20150519_VSAT,20150519,VSAT,tree,d9680ee9646cfa66b000ccd57e97017403f58e9b
20150521_GPS,20150521,GPS,tree,c7753db6cb64a867741a8550f2feea90cfc493ef
20150521_HPQ,20150521,HPQ,tree,7fff42aaad7c9379e17488affad597518a3275fe
20150521_MNRO,20150521,MNRO,tree,16349424f1752c5f1702cf3ca758187547e562c5
20150521_ROST,20150521,ROST,tree,5481524b39dcf311337290ceeb64eb4db422d5f2
20150521_TTC,20150521,TTC,tree,4d57033765904ff852c20b18e428c3812c6322f1
20150527_CHS,20150527,CHS,tree,0250db94ca733a406bf8da9b43461ff97f4a4cb1
20150527_MOV,20150527,MOV,tree,cfb762a1b6e1b86b8fc0432e80d815f769f65be9
20150529_BIG,20150529,BIG,tree,ad2632bfecdf2f83c1eb24077abfbfe59aa08be4
20150602_ASNA,20150602,ASNA,tree,f5149fac281c283b1c4271f89da2d59ef221149c
20150602_CBRL,20150602,CBRL,tree,b0422b2a7da4335991418294f5fa8e89e11e0738
20150602_CRVL,20150602,CRVL,tree,54e4e9bf01067394c9c7e9f9f3f2ea75b9976949
20150602_DAKT,20150602,DAKT,tree,d5450437cb8baa38b2b36144178b72326fa975a4
20150602_GES,20150602,GES,tree,6c74ea40d7d4a63f9f4bd2c0e232c16268602cf7
20150602_MDT,20150602,MDT,tree,c0b176b8f6387d1c4b3ede255edac5fcb23da771
20150604_COO,20150604,COO,tree,92f4f7d0f79f4627598981d9059969cea0928ef2
20150605_LABL,20150605,LABL,tree,0823590b3e65483b0011eea8177d9cc87ee6da4d
20150608_HRB,20150608,HRB,tree,69bf9f9e67b17d78ad36901ff4af11e370e53ce0
20150608_UNFI,20150608,UNFI,tree,502631f93f278acc8d210d487a3ec51529aaab69
20150619_KMX,20150619,KMX,tree,b51c1c95b80afd6eb73086470c9185ada7465cc5
20150622_SONC,20150622,SONC,tree,d1d6612e36cc9c119327bfc261b4e6bda498de83
20150623_CCL,20150623,CCL,tree,889b3d589072f3bf0e7d6460ce67b0fc1514aa34
20150624_BBBY,20150624,BBBY,tree,870236939ca0b57c501eaa9adb4cb41831e753dd
20150624_MON,20150624,MON,tree,a5342c35ff5eec53d19454a9787e7b187c2e7b52
20150625_BKS,20150625,BKS,tree,506271eb4742aa864a00e8a5f6c2c43a378e2364
20150701_AYI,20150701,AYI,tree,b3555f85b3807b736fa5dea680477aa5d8968cd7
20150701_GIS,20150701,GIS,tree,8cbca9789a4c42b8501bffe12a427603f00690ca
20150701_STZ,20150701,STZ,tree,7f5b73a045b2a0b44d0400c277c3bdb35a8a98c8
20150707_MSM,20150707,MSM,tree,10c33c92ed04a1a3b674cafe51422c5d7d47aeb2
20150709_HELE,20150709,HELE,tree,ea82e8a4eba3072406606ce455dc3e6563e7ee13
20150714_AIR,20150714,AIR,tree,9eea91ef45b7cbcb338fcbb231be43276dcd6530
20150714_FAST,20150714,FAST,tree,bd498adc0470ad2b5338b94c22c610739c8dee50
20150714_WFC,20150714,WFC,tree,749f87881245a3f27dad5d179824d883eb22db1d
20150715_PNC,20150715,PNC,tree,66017b537b7c0e4dfd2f7fabe1692a72c1658a67
20150716_AMD,20150716,AMD,tree,77639437d84c38aefafc2f3c937c59bd38dd1ed4
20150716_ANGO,20150716,ANGO,tree,9d5b4ece354189f6098c71e2bd8ae5695eebb8a8
20150716_BBT,20150716,BBT,tree,09ae2a36f6d29e0b21d6923994c1007cb0820dc1
20150716_GS,20150716,GS,tree,ea143298a1a0e9b1c433742c702373c52c6a1304
20150716_IIIN,20150716,IIIN,tree,bea94effea6c3fdd064dd58294415cbd8fafb680
20150716_PM,20150716,PM,tree,23b9a7629f2e3c6835392c8a7a1b9d885acc932e
20150716_SHW,20150716,SHW,tree,b9391cfa789497141153d9d98914b713f35c9b38
20150716_UFPI,20150716,UFPI,tree,9b9ce67738093b17643410fd91196c294471613a
20150716_WBS,20150716,WBS,tree,56ac98ab0cc812ad1ad06723da93646e8987442f
20150717_GWW,20150717,GWW,tree,85caeb82235799f570d52b92fcfdc35495526aad
20150717_KSU,20150717,KSU,tree,9ba3b133a5912093b4b9dfbcd4f02f79b94bc72f
20150720_EFII,20150720,EFII,tree,2e6c6980403d2dac37304ce7d42c6ad0557a1380
20150720_RMBS,20150720,RMBS,tree,f238349ad243e0dc387a6a27158e810e6bc4eaae
20150721_AAPL,20150721,AAPL,tree,bef0e4d572062d62b47ced0ed94c1f76313c4953
