period,line,value,letter,method,vintage_order
1Q19,recon_lodging,23.025000000000002,424B4,rows,-1
1Q19,recon_lodging,23.025000000000002,4Q20,rows,84
1Q19,recon_lodging,23.025000000000002,1Q21,rows,85
1Q19,recon_lodging,23.025000000000002,3Q21,block,87
1Q19,recon_lodging,23.025000000000002,4Q21,block,88
1Q19,recon_lodging,23.0,1Q22,block,89
1Q19,recon_lodging,23.0,4Q22,block,92
1Q19,recon_lodging,23.0,1Q23,block,93
1Q19,recon_lodging,23.0,2Q23,block,94
1Q19,recon_lodging,23.0,3Q23,block,95
1Q19,recon_lodging,23.0,4Q23,block,96
1Q19,recon_net_income,-292.027,424B4,rows,-1
1Q19,recon_net_income,-292.027,4Q20,rows,84
1Q19,recon_net_income,-292.027,1Q21,rows,85
1Q19,recon_net_income,-292.027,3Q21,block,87
1Q19,recon_net_income,-292.027,4Q21,block,88
1Q19,recon_net_income,-292.0,1Q22,block,89
1Q19,recon_net_income,-292.0,4Q22,block,92
1Q19,recon_net_income,-292.0,1Q23,block,93
1Q19,recon_net_income,-292.0,2Q23,block,94
1Q19,recon_net_income,-292.0,3Q23,block,95
1Q19,recon_net_income,-292.0,4Q23,block,96
1Q19,recon_other,-6.531,424B4,rows,-1
1Q19,recon_other,-6.531,4Q20,rows,84
1Q19,recon_other,-6.531,1Q21,rows,85
1Q19,recon_other,-6.531,3Q21,block,87
1Q19,recon_other,-6.531,4Q21,block,88
1Q19,recon_other,-6.5,1Q22,block,89
1Q19,recon_other,-7.0,4Q22,block,92
1Q19,recon_other,-7.0,1Q23,block,93
1Q19,recon_other,-7.0,2Q23,block,94
1Q19,recon_other,-7.0,3Q23,block,95
1Q19,recon_other,-7.0,4Q23,block,96
1Q19,recon_restr,0.0,424B4,rows,-1
1Q19,recon_restr,0.0,4Q20,rows,84
1Q19,recon_restr,0.0,1Q21,rows,85
1Q19,recon_restr,0.0,3Q21,block,87
1Q19,recon_restr,0.0,4Q21,block,88
1Q19,recon_restr,0.0,1Q22,block,89
1Q19,recon_restr,0.0,4Q22,block,92
1Q19,recon_restr,0.0,1Q23,block,93
1Q19,recon_restr,0.0,2Q23,block,94
1Q19,recon_restr,0.0,3Q23,block,95
1Q19,recon_restr,0.0,4Q23,block,96
1Q19,recon_revenue,839.004,3Q21,block,87
1Q19,recon_revenue,839.004,4Q21,block,88
1Q19,recon_revenue,839.0,1Q22,block,89
1Q19,recon_revenue,839.0,4Q22,block,92
1Q19,recon_revenue,839.0,1Q23,block,93
1Q19,recon_revenue,839.0,2Q23,block,94
1Q19,recon_revenue,839.0,3Q23,block,95
1Q19,recon_revenue,839.0,4Q23,block,96
1Q19,recon_sbc,14.063,424B4,rows,-1
1Q19,recon_sbc,14.063,4Q20,rows,84
1Q19,recon_sbc,14.063,1Q21,rows,85
1Q19,recon_sbc,14.063,3Q21,block,87
1Q19,recon_sbc,14.063,4Q21,block,88
1Q19,recon_sbc,14.0,1Q22,block,89
1Q19,recon_sbc,14.0,4Q22,block,92
1Q19,recon_sbc,14.0,1Q23,block,93
1Q19,recon_sbc,14.0,2Q23,block,94
1Q19,recon_sbc,14.0,3Q23,block,95
1Q19,recon_sbc,14.0,4Q23,block,96
1Q19,recon_tax,13.065,424B4,rows,-1
1Q19,recon_tax,13.065,4Q20,rows,84
1Q19,recon_tax,13.065,1Q21,rows,85
1Q19,recon_tax,13.065,3Q21,block,87
1Q19,recon_tax,13.065,4Q21,block,88
1Q19,recon_tax,13.1,1Q22,block,89
1Q19,recon_tax,13.0,4Q22,block,92
1Q19,recon_tax,13.0,1Q23,block,93
1Q19,recon_tax,13.0,2Q23,block,94
1Q19,recon_tax,13.0,3Q23,block,95
1Q19,recon_tax,13.0,4Q23,block,96
1Q20,fcf_capex,-15.667,424B4,rows,-1
1Q20,fcf_capex,-15.667,4Q20,block,84
1Q20,fcf_capex,-15.667,1Q21,block,85
1Q20,fcf_capex,-15.667,2Q21,block,86
1Q20,fcf_capex,-15.667,3Q21,rows,87
1Q20,fcf_capex,-15.667,4Q21,rows,88
1Q20,fcf_capex,-15.7,1Q22,rows,89
1Q20,fcf_capex,-15.7,2Q22,block,90
1Q20,fcf_cfo,-569.83,424B4,rows,-1
1Q20,fcf_cfo,-569.83,4Q20,block,84
1Q20,fcf_cfo,-569.83,1Q21,block,85
1Q20,fcf_cfo,-569.83,2Q21,block,86
1Q20,fcf_cfo,-569.83,3Q21,rows,87
1Q20,fcf_cfo,-569.83,4Q21,rows,88
1Q20,fcf_cfo,-562.9,1Q22,rows,89
1Q20,fcf_cfo,-562.9,2Q22,block,90
1Q20,fcf_fcf,-585.497,424B4,rows,-1
1Q20,fcf_fcf,-585.497,4Q20,block,84
1Q20,fcf_fcf,-585.497,1Q21,block,85
1Q20,fcf_fcf,-585.497,2Q21,block,86
1Q20,fcf_fcf,-585.497,3Q21,rows,87
1Q20,fcf_fcf,-585.497,4Q21,rows,88
1Q20,fcf_fcf,-578.6,1Q22,rows,89
1Q20,fcf_fcf,-578.6,2Q22,block,90
1Q20,recon_acq,0.0,4Q20,rows,84
1Q20,recon_acq,0.0,1Q21,rows,85
1Q20,recon_acq,0.0,2Q21,rows,86
1Q20,recon_acq,0.0,3Q21,block,87
1Q20,recon_acq,0.0,4Q21,block,88
1Q20,recon_acq,0.0,1Q22,block,89
1Q20,recon_acq,0.0,2Q22,block,90
1Q20,recon_adj_ebitda,-334.271,424B4,rows,-1
1Q20,recon_adj_ebitda,-334.271,4Q20,rows,84
1Q20,recon_adj_ebitda,-334.271,1Q21,rows,85
1Q20,recon_adj_ebitda,-334.271,2Q21,rows,86
1Q20,recon_adj_ebitda,-334.271,3Q21,block,87
1Q20,recon_adj_ebitda,-334.271,4Q21,block,88
1Q20,recon_adj_ebitda,-334.3,1Q22,block,89
1Q20,recon_adj_ebitda,-334.3,2Q22,block,90
1Q20,recon_da,33.872,424B4,rows,-1
1Q20,recon_da,33.872,4Q20,rows,84
1Q20,recon_da,33.872,1Q21,rows,85
1Q20,recon_da,33.872,2Q21,rows,86
1Q20,recon_da,33.872,3Q21,block,87
1Q20,recon_da,33.872,4Q21,block,88
1Q20,recon_da,33.9,1Q22,block,89
1Q20,recon_da,33.9,2Q22,block,90
1Q20,recon_int_exp,-1.51,424B4,rows,-1
1Q20,recon_int_exp,-1.51,4Q20,rows,84
1Q20,recon_int_exp,-1.51,1Q21,rows,85
1Q20,recon_int_exp,-1.51,2Q21,rows,86
1Q20,recon_int_exp,-1.51,3Q21,block,87
1Q20,recon_int_exp,-1.51,4Q21,block,88
1Q20,recon_int_exp,-1.5,1Q22,block,89
1Q20,recon_int_exp,-1.5,2Q22,block,90
1Q20,recon_int_inc,-13.649000000000001,424B4,rows,-1
1Q20,recon_int_inc,-13.649000000000001,4Q20,rows,84
1Q20,recon_int_inc,-13.649000000000001,1Q21,rows,85
1Q20,recon_int_inc,-13.649000000000001,2Q21,rows,86
1Q20,recon_int_inc,-13.649000000000001,3Q21,block,87
1Q20,recon_int_inc,-13.649000000000001,4Q21,block,88
1Q20,recon_int_inc,-13.7,1Q22,block,89
1Q20,recon_int_inc,-13.7,2Q22,block,90
1Q20,recon_ipo,0.0,4Q20,rows,84
1Q20,recon_ipo,0.0,1Q21,rows,85
1Q20,recon_ipo,0.0,2Q21,rows,86
1Q20,recon_ipo,0.0,3Q21,block,87
1Q20,recon_ipo,0.0,4Q21,block,88
1Q20,recon_ipo,0.0,1Q22,block,89
1Q20,recon_ipo,0.0,2Q22,block,90
1Q20,recon_lodging,-84.28,424B4,rows,-1
1Q20,recon_lodging,-84.28,4Q20,rows,84
1Q20,recon_lodging,-84.28,1Q21,rows,85
1Q20,recon_lodging,-84.28,2Q21,rows,86
1Q20,recon_lodging,-84.28,3Q21,block,87
1Q20,recon_lodging,-84.28,4Q21,block,88
1Q20,recon_lodging,-84.3,1Q22,block,89
1Q20,recon_lodging,-84.3,2Q22,block,90
1Q20,recon_net_income,-340.605,424B4,rows,-1
1Q20,recon_net_income,-340.605,4Q20,rows,84
1Q20,recon_net_income,-340.605,1Q21,rows,85
1Q20,recon_net_income,-340.605,2Q21,rows,86
1Q20,recon_net_income,-340.605,3Q21,block,87
1Q20,recon_net_income,-340.605,4Q21,block,88
1Q20,recon_net_income,-340.6,1Q22,block,89
1Q20,recon_net_income,-340.6,2Q22,block,90
1Q20,recon_other,46.76,424B4,rows,-1
1Q20,recon_other,46.76,4Q20,rows,84
1Q20,recon_other,46.76,1Q21,rows,85
1Q20,recon_other,46.76,2Q21,rows,86
1Q20,recon_other,46.76,3Q21,block,87
1Q20,recon_other,46.76,4Q21,block,88
1Q20,recon_other,46.8,1Q22,block,89
1Q20,recon_other,46.8,2Q22,block,90
1Q20,recon_restr,0.0,424B4,rows,-1
1Q20,recon_restr,0.0,4Q20,rows,84
1Q20,recon_restr,0.0,1Q21,rows,85
1Q20,recon_restr,0.0,2Q21,rows,86
1Q20,recon_restr,0.0,3Q21,block,87
1Q20,recon_restr,0.0,4Q21,block,88
1Q20,recon_restr,0.0,1Q22,block,89
1Q20,recon_restr,0.0,2Q22,block,90
1Q20,recon_revenue,841.83,3Q21,block,87
1Q20,recon_revenue,841.83,4Q21,block,88
1Q20,recon_revenue,841.8,1Q22,block,89
1Q20,recon_revenue,841.8,2Q22,block,90
1Q20,recon_sbc,41.626,424B4,rows,-1
1Q20,recon_sbc,41.626,4Q20,rows,84
1Q20,recon_sbc,41.626,1Q21,rows,85
1Q20,recon_sbc,41.626,2Q21,rows,86
1Q20,recon_sbc,41.626,3Q21,block,87
1Q20,recon_sbc,41.626,4Q21,block,88
1Q20,recon_sbc,41.6,1Q22,block,89
1Q20,recon_sbc,41.6,2Q22,block,90
1Q20,recon_tax,-16.485,424B4,rows,-1
1Q20,recon_tax,-16.485,4Q20,rows,84
1Q20,recon_tax,-16.485,1Q21,rows,85
1Q20,recon_tax,-16.485,2Q21,rows,86
1Q20,recon_tax,-16.485,3Q21,block,87
1Q20,recon_tax,-16.485,4Q21,block,88
1Q20,recon_tax,-16.5,1Q22,block,89
1Q20,recon_tax,-16.5,2Q22,block,90
1Q21,fcf_capex,-7.706,1Q21,block,85
1Q21,fcf_capex,-7.706,2Q21,block,86
1Q21,fcf_capex,-7.706,3Q21,rows,87
1Q21,fcf_capex,-7.706,4Q21,rows,88
1Q21,fcf_capex,-7.7,1Q22,rows,89
1Q21,fcf_capex,-7.7,2Q22,block,90
1Q21,fcf_capex,-7.7,3Q22,block,91
1Q21,fcf_capex,-7.0,4Q22,block,92
1Q21,fcf_cfo,494.368,1Q21,block,85
1Q21,fcf_cfo,494.368,2Q21,block,86
1Q21,fcf_cfo,494.368,3Q21,rows,87
1Q21,fcf_cfo,494.368,4Q21,rows,88
1Q21,fcf_cfo,618.4,1Q22,rows,89
1Q21,fcf_cfo,606.4,2Q22,block,90
1Q21,fcf_cfo,606.4,3Q22,block,91
1Q21,fcf_cfo,606.0,4Q22,block,92
1Q21,fcf_fcf,486.66200000000003,1Q21,block,85
1Q21,fcf_fcf,486.66200000000003,2Q21,block,86
1Q21,fcf_fcf,486.66200000000003,3Q21,rows,87
1Q21,fcf_fcf,486.66200000000003,4Q21,rows,88
1Q21,fcf_fcf,610.7,1Q22,rows,89
1Q21,fcf_fcf,598.7,2Q22,block,90
1Q21,fcf_fcf,598.7,3Q22,block,91
1Q21,fcf_fcf,599.0,4Q22,block,92
1Q21,recon_acq,7.989,1Q21,rows,85
1Q21,recon_acq,7.989,2Q21,rows,86
1Q21,recon_acq,7.989,3Q21,block,87
1Q21,recon_acq,7.989,4Q21,block,88
1Q21,recon_acq,8.0,1Q22,block,89
1Q21,recon_acq,8.0,2Q22,block,90
1Q21,recon_acq,8.0,3Q22,block,91
1Q21,recon_acq,8.0,4Q22,block,92
1Q21,recon_adj_ebitda,-58.638,1Q21,rows,85
1Q21,recon_adj_ebitda,-58.638,2Q21,rows,86
1Q21,recon_adj_ebitda,-58.638,3Q21,block,87
1Q21,recon_adj_ebitda,-58.638,4Q21,block,88
1Q21,recon_adj_ebitda,-58.6,1Q22,block,89
1Q21,recon_adj_ebitda,-58.6,2Q22,block,90
1Q21,recon_adj_ebitda,-58.6,3Q22,block,91
1Q21,recon_adj_ebitda,-59.0,4Q22,block,92
1Q21,recon_da,38.252,1Q21,rows,85
1Q21,recon_da,38.252,2Q21,rows,86
1Q21,recon_da,38.252,3Q21,block,87
1Q21,recon_da,38.252,4Q21,block,88
1Q21,recon_da,38.3,1Q22,block,89
1Q21,recon_da,38.3,2Q22,block,90
1Q21,recon_da,38.3,3Q22,block,91
1Q21,recon_da,38.0,4Q22,block,92
1Q21,recon_int_exp,421.911,1Q21,rows,85
1Q21,recon_int_exp,421.911,2Q21,rows,86
1Q21,recon_int_exp,421.911,3Q21,block,87
1Q21,recon_int_exp,421.911,4Q21,block,88
1Q21,recon_int_exp,421.9,1Q22,block,89
1Q21,recon_int_exp,421.9,2Q22,block,90
1Q21,recon_int_exp,421.9,3Q22,block,91
1Q21,recon_int_exp,422.0,4Q22,block,92
1Q21,recon_int_inc,-3.052,1Q21,rows,85
1Q21,recon_int_inc,-3.052,2Q21,rows,86
1Q21,recon_int_inc,-3.052,3Q21,block,87
1Q21,recon_int_inc,-3.052,4Q21,block,88
1Q21,recon_int_inc,-3.1,1Q22,block,89
1Q21,recon_int_inc,-3.1,2Q22,block,90
1Q21,recon_int_inc,-3.1,3Q22,block,91
1Q21,recon_int_inc,-3.0,4Q22,block,92
1Q21,recon_ipo,0.0,1Q21,rows,85
1Q21,recon_ipo,0.0,2Q21,rows,86
1Q21,recon_ipo,0.0,3Q21,block,87
1Q21,recon_ipo,0.0,4Q21,block,88
1Q21,recon_ipo,0.0,1Q22,block,89
1Q21,recon_ipo,0.0,2Q22,block,90
1Q21,recon_lodging,0.599,1Q21,rows,85
1Q21,recon_lodging,0.599,2Q21,rows,86
1Q21,recon_lodging,0.599,3Q21,block,87
1Q21,recon_lodging,0.599,4Q21,block,88
1Q21,recon_lodging,0.6,1Q22,block,89
1Q21,recon_lodging,0.6,2Q22,block,90
1Q21,recon_lodging,0.6,3Q22,block,91
1Q21,recon_lodging,1.0,4Q22,block,92
1Q21,recon_net_income,-1172.211,1Q21,rows,85
1Q21,recon_net_income,-1172.211,2Q21,rows,86
1Q21,recon_net_income,-1172.211,3Q21,block,87
1Q21,recon_net_income,-1172.211,4Q21,block,88
1Q21,recon_net_income,-1172.2,1Q22,block,89
1Q21,recon_net_income,-1172.2,2Q22,block,90
1Q21,recon_net_income,-1172.2,3Q22,block,91
1Q21,recon_net_income,-1172.0,4Q22,block,92
1Q21,recon_other,300.098,1Q21,rows,85
1Q21,recon_other,300.098,2Q21,rows,86
1Q21,recon_other,300.098,3Q21,block,87
1Q21,recon_other,300.098,4Q21,block,88
1Q21,recon_other,300.1,1Q22,block,89
1Q21,recon_other,300.1,2Q22,block,90
1Q21,recon_other,300.1,3Q22,block,91
1Q21,recon_other,300.0,4Q22,block,92
1Q21,recon_restr,111.982,1Q21,rows,85
1Q21,recon_restr,111.982,2Q21,rows,86
1Q21,recon_restr,111.982,3Q21,block,87
1Q21,recon_restr,111.982,4Q21,block,88
1Q21,recon_restr,112.0,1Q22,block,89
1Q21,recon_restr,112.0,2Q22,block,90
1Q21,recon_restr,112.0,3Q22,block,91
1Q21,recon_restr,112.0,4Q22,block,92
1Q21,recon_revenue,886.936,3Q21,block,87
1Q21,recon_revenue,886.936,4Q21,block,88
1Q21,recon_revenue,886.9,1Q22,block,89
1Q21,recon_revenue,886.9,2Q22,block,90
1Q21,recon_revenue,886.9,3Q22,block,91
1Q21,recon_revenue,887.0,4Q22,block,92
1Q21,recon_sbc,229.485,1Q21,rows,85
1Q21,recon_sbc,229.485,2Q21,rows,86
1Q21,recon_sbc,229.485,3Q21,block,87
1Q21,recon_sbc,229.485,4Q21,block,88
1Q21,recon_sbc,229.5,1Q22,block,89
1Q21,recon_sbc,229.5,2Q22,block,90
1Q21,recon_sbc,229.5,3Q22,block,91
1Q21,recon_sbc,229.0,4Q22,block,92
1Q21,recon_tax,6.309,1Q21,rows,85
1Q21,recon_tax,6.309,2Q21,rows,86
1Q21,recon_tax,6.309,3Q21,block,87
1Q21,recon_tax,6.309,4Q21,block,88
1Q21,recon_tax,6.3,1Q22,block,89
1Q21,recon_tax,6.3,2Q22,block,90
1Q21,recon_tax,6.3,3Q22,block,91
1Q21,recon_tax,6.0,4Q22,block,92
1Q22,fcf_capex,-6.0,1Q22,rows,89
1Q22,fcf_capex,-6.0,2Q22,block,90
1Q22,fcf_capex,-6.0,3Q22,block,91
1Q22,fcf_capex,-6.0,4Q22,block,92
1Q22,fcf_capex,-6.0,1Q23,block,93
1Q22,fcf_capex,-6.0,2Q23,block,94
1Q22,fcf_capex,-6.0,3Q23,block,95
1Q22,fcf_capex,-6.0,4Q23,block,96
1Q22,fcf_capex,-6.0,1Q24,block,97
1Q22,fcf_capex,-6.0,3Q24,block,99
1Q22,fcf_capex,-6.0,4Q24,block,100
1Q22,fcf_cfo,1202.0,1Q22,rows,89
1Q22,fcf_cfo,1202.0,2Q22,block,90
1Q22,fcf_cfo,1202.0,3Q22,block,91
1Q22,fcf_cfo,1202.0,4Q22,block,92
1Q22,fcf_cfo,1202.0,1Q23,block,93
1Q22,fcf_cfo,1202.0,2Q23,block,94
1Q22,fcf_cfo,1202.0,3Q23,block,95
1Q22,fcf_cfo,1202.0,4Q23,block,96
1Q22,fcf_cfo,1202.0,1Q24,block,97
1Q22,fcf_cfo,1202.0,3Q24,block,99
1Q22,fcf_cfo,1202.0,4Q24,block,100
1Q22,fcf_fcf,1196.0,1Q22,rows,89
1Q22,fcf_fcf,1196.0,2Q22,block,90
1Q22,fcf_fcf,1196.0,3Q22,block,91
1Q22,fcf_fcf,1196.0,4Q22,block,92
1Q22,fcf_fcf,1196.0,1Q23,block,93
1Q22,fcf_fcf,1196.0,2Q23,block,94
1Q22,fcf_fcf,1196.0,3Q23,block,95
1Q22,fcf_fcf,1196.0,4Q23,block,96
1Q22,fcf_fcf,1196.0,1Q24,block,97
1Q22,fcf_fcf,1196.0,3Q24,block,99
1Q22,fcf_fcf,1196.0,4Q24,block,100
1Q22,recon_acq,11.4,1Q22,block,89
1Q22,recon_acq,11.4,2Q22,block,90
1Q22,recon_acq,11.4,3Q22,block,91
1Q22,recon_acq,11.0,4Q22,block,92
1Q22,recon_acq,11.0,1Q23,block,93
1Q22,recon_acq,11.0,2Q23,block,94
1Q22,recon_acq,11.0,3Q23,block,95
1Q22,recon_acq,11.0,4Q23,block,96
1Q22,recon_acq,11.0,1Q24,block,97
1Q22,recon_acq,11.0,3Q24,rows,99
1Q22,recon_adj_ebitda,229.1,1Q22,block,89
1Q22,recon_adj_ebitda,229.1,2Q22,block,90
1Q22,recon_adj_ebitda,229.1,3Q22,block,91
1Q22,recon_adj_ebitda,229.0,4Q22,block,92
1Q22,recon_adj_ebitda,229.0,1Q23,block,93
1Q22,recon_adj_ebitda,229.0,2Q23,block,94
1Q22,recon_adj_ebitda,229.0,3Q23,block,95
1Q22,recon_adj_ebitda,229.0,4Q23,block,96
1Q22,recon_adj_ebitda,229.0,1Q24,block,97
1Q22,recon_adj_ebitda,229.0,3Q24,rows,99
1Q22,recon_da,29.2,1Q22,block,89
1Q22,recon_da,29.2,2Q22,block,90
1Q22,recon_da,29.2,3Q22,block,91
1Q22,recon_da,29.0,4Q22,block,92
1Q22,recon_da,29.0,1Q23,block,93
1Q22,recon_da,29.0,2Q23,block,94
1Q22,recon_da,29.0,3Q23,block,95
1Q22,recon_da,29.0,4Q23,block,96
1Q22,recon_da,29.0,1Q24,block,97
1Q22,recon_da,29.0,3Q24,rows,99
1Q22,recon_int_exp,5.8,1Q22,block,89
1Q22,recon_int_exp,5.8,2Q22,block,90
1Q22,recon_int_exp,5.8,3Q22,block,91
1Q22,recon_int_exp,6.0,4Q22,block,92
1Q22,recon_int_exp,6.0,1Q23,block,93
1Q22,recon_int_exp,6.0,2Q23,block,94
1Q22,recon_int_exp,6.0,3Q23,block,95
1Q22,recon_int_exp,6.0,4Q23,block,96
1Q22,recon_int_inc,-4.7,1Q22,block,89
1Q22,recon_int_inc,-4.7,2Q22,block,90
1Q22,recon_int_inc,-4.7,3Q22,block,91
1Q22,recon_int_inc,-5.0,4Q22,block,92
1Q22,recon_int_inc,-5.0,1Q23,block,93
1Q22,recon_int_inc,-5.0,2Q23,block,94
1Q22,recon_int_inc,-5.0,3Q23,block,95
1Q22,recon_int_inc,-5.0,4Q23,block,96
1Q22,recon_int_inc,-5.0,1Q24,block,97
1Q22,recon_int_inc,-5.0,3Q24,rows,99
1Q22,recon_ipo,0.0,1Q22,block,89
1Q22,recon_ipo,0.0,2Q22,block,90
1Q22,recon_lodging,-1.6,1Q22,block,89
1Q22,recon_lodging,-1.6,2Q22,block,90
1Q22,recon_lodging,-1.6,3Q22,block,91
1Q22,recon_lodging,-1.0,4Q22,block,92
1Q22,recon_lodging,-1.0,1Q23,block,93
1Q22,recon_lodging,-1.0,2Q23,block,94
1Q22,recon_lodging,-1.0,3Q23,block,95
1Q22,recon_lodging,-1.0,4Q23,block,96
1Q22,recon_lodging,-1.0,1Q24,block,97
1Q22,recon_lodging,-1.0,3Q24,rows,99
1Q22,recon_net_income,-18.8,1Q22,block,89
1Q22,recon_net_income,-18.8,2Q22,block,90
1Q22,recon_net_income,-18.8,3Q22,block,91
1Q22,recon_net_income,-19.0,4Q22,block,92
1Q22,recon_net_income,-19.0,1Q23,block,93
1Q22,recon_net_income,-19.0,2Q23,block,94
1Q22,recon_net_income,-19.0,3Q23,block,95
1Q22,recon_net_income,-19.0,4Q23,block,96
1Q22,recon_net_income,-19.0,1Q24,block,97
1Q22,recon_net_income,-19.0,3Q24,rows,99
1Q22,recon_other,1.9,1Q22,block,89
1Q22,recon_other,1.9,2Q22,block,90
1Q22,recon_other,1.9,3Q22,block,91
1Q22,recon_other,2.0,4Q22,block,92
1Q22,recon_other,2.0,1Q23,block,93
1Q22,recon_other,2.0,2Q23,block,94
1Q22,recon_other,2.0,3Q23,block,95
1Q22,recon_other,2.0,4Q23,block,96
1Q22,recon_other,8.0,1Q24,block,97
1Q22,recon_other,8.0,3Q24,rows,99
1Q22,recon_restr,0.3,1Q22,block,89
1Q22,recon_restr,0.3,2Q22,block,90
