period,line,value,source,source_detail,vintage
1Q18,tax_provision_letter,14.036,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
1Q18,interest_expense_letter,5.083,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
1Q18,other_income_expense_letter,-1.651,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
1Q18,interest_income_letter,10.013,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
1Q18,nonop_ex_interest_income,-6.734,derived,"pretax income - operating income - interest income (interest expense plus other income (expense), net)",
1Q18,other_income_expense,-1.651,derived,nonop_ex_interest_income + interest expense,
1Q18,sbc_ops,1.084,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
1Q18,sbc_pd,9.934,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
1Q18,sbc_sm,2.958,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
1Q18,sbc_ga,-1.548,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
1Q18,sbc_restr,0.0,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
1Q18,sbc_total_footnote,12.428,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
1Q18,sbc_total_is,12.428,letter/424B4,income statement footnote total (XBRL AllocatedShareBasedCompensationExpense not available),
1Q18,cor_cash,202.845,derived,cor_gaap minus nothing (no SBC in cost of revenue),
1Q18,ops_cash,126.705,derived,ops_gaap minus sbc_ops,
1Q18,pd_cash,112.959,derived,pd_gaap minus sbc_pd,
1Q18,sm_cash,229.019,derived,sm_gaap minus sbc_sm,
1Q18,ga_cash,94.357,derived,ga_gaap minus sbc_ga,
1Q18,cfo_letter,319.233,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4)",
1Q18,capex,31.964,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4) (purchases of property and equipment, shown positive)",
1Q18,fcf_reported,287.269,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4)",
1Q18,cfo,319.233,letter,letter FCF reconciliation (XBRL YTD not available),
1Q18,buybacks,0.0,derived,no repurchase programme before Aug 2022,
2Q18,revenue,903.431,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,cor_gaap,218.252,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,ops_gaap,153.877,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,pd_gaap,154.397,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,sm_gaap,263.86,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,ga_gaap,101.68,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,restr_gaap,0.0,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,total_costs,892.066,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,op_income,11.365,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,interest_income,16.029,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,interest_expense,5.653,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,pretax_income,21.907,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,tax_provision,11.693,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,net_income,10.214,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
2Q18,other_income_expense,0.166,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table,
2Q18,adj_ebitda_reported,49.457,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,da,19.933,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,sbc_recon,13.361,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,ipo_settlement,0.0,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,acq_impacts,0.0,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,lodging_tax_reserves,4.798,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,restr_recon,0.0,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,net_income_letter,10.214,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,tax_provision_letter,11.693,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,interest_expense_letter,5.653,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,other_income_expense_letter,0.166,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,interest_income_letter,16.029,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,nonop_ex_interest_income,-5.487,derived,"pretax income - operating income - interest income (interest expense plus other income (expense), net)",
2Q18,other_income_expense,0.166,derived,nonop_ex_interest_income + interest expense,
2Q18,sbc_ops,0.025,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
2Q18,sbc_pd,7.894,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
2Q18,sbc_sm,3.085,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
2Q18,sbc_ga,2.357,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
2Q18,sbc_restr,0.0,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
2Q18,sbc_total_footnote,13.361,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
2Q18,sbc_total_is,13.361,letter/424B4,income statement footnote total (XBRL AllocatedShareBasedCompensationExpense not available),
2Q18,cor_cash,218.252,derived,cor_gaap minus nothing (no SBC in cost of revenue),
2Q18,ops_cash,153.852,derived,ops_gaap minus sbc_ops,
2Q18,pd_cash,146.503,derived,pd_gaap minus sbc_pd,
2Q18,sm_cash,260.775,derived,sm_gaap minus sbc_sm,
2Q18,ga_cash,99.323,derived,ga_gaap minus sbc_ga,
2Q18,cfo_letter,282.253,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,capex,14.142,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4) (purchases of property and equipment, shown positive)",
2Q18,fcf_reported,268.111,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4)",
2Q18,cfo,282.253,letter,letter FCF reconciliation (XBRL YTD not available),
2Q18,buybacks,0.0,derived,no repurchase programme before Aug 2022,
3Q18,revenue,1265.127,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,cor_gaap,227.283,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,ops_gaap,170.037,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,pd_gaap,141.978,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,sm_gaap,306.374,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,ga_gaap,98.177,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,restr_gaap,0.0,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,total_costs,943.849,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,op_income,321.278,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,interest_income,19.711,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,interest_expense,4.948,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,pretax_income,330.317,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,tax_provision,-7.579,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,net_income,337.896,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
3Q18,other_income_expense,-5.724,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table,
3Q18,adj_ebitda_reported,360.005,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,da,20.186,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,sbc_recon,13.4,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,ipo_settlement,0.0,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,acq_impacts,0.0,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,lodging_tax_reserves,5.141,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,restr_recon,0.0,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,net_income_letter,337.896,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,tax_provision_letter,-7.579,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,interest_expense_letter,4.948,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,other_income_expense_letter,-5.724,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,interest_income_letter,19.711,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,nonop_ex_interest_income,-10.672,derived,"pretax income - operating income - interest income (interest expense plus other income (expense), net)",
3Q18,other_income_expense,-5.724,derived,nonop_ex_interest_income + interest expense,
3Q18,sbc_ops,0.029,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
3Q18,sbc_pd,7.927,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
3Q18,sbc_sm,3.059,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
3Q18,sbc_ga,2.385,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
3Q18,sbc_restr,0.0,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
3Q18,sbc_total_footnote,13.4,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
3Q18,sbc_total_is,13.4,letter/424B4,income statement footnote total (XBRL AllocatedShareBasedCompensationExpense not available),
3Q18,cor_cash,227.283,derived,cor_gaap minus nothing (no SBC in cost of revenue),
3Q18,ops_cash,170.008,derived,ops_gaap minus sbc_ops,
3Q18,pd_cash,134.051,derived,pd_gaap minus sbc_pd,
3Q18,sm_cash,303.315,derived,sm_gaap minus sbc_sm,
3Q18,ga_cash,95.792,derived,ga_gaap minus sbc_ga,
3Q18,cfo_letter,96.229,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,capex,21.314,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4) (purchases of property and equipment, shown positive)",
3Q18,fcf_reported,74.915,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4)",
3Q18,cfo,96.229,letter,letter FCF reconciliation (XBRL YTD not available),
3Q18,buybacks,0.0,derived,no repurchase programme before Aug 2022,
4Q18,revenue,840.587,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,cor_gaap,215.652,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,ops_gaap,157.499,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,pd_gaap,159.925,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,sm_gaap,299.116,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,ga_gaap,186.821,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,restr_gaap,0.0,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,total_costs,1019.013,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,op_income,-178.426,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,interest_income,21.04,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,interest_expense,10.459,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,pretax_income,-172.997,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,tax_provision,45.743,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,net_income,-218.74,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
4Q18,other_income_expense,-5.152,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table,
4Q18,adj_ebitda_reported,-143.754,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,da,20.451,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,sbc_recon,14.704,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,ipo_settlement,0.0,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,acq_impacts,0.0,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,lodging_tax_reserves,-0.483,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,restr_recon,0.0,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,net_income_letter,-218.74,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,tax_provision_letter,45.743,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,interest_expense_letter,10.459,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,other_income_expense_letter,-5.152,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,interest_income_letter,21.04,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Adjusted EBITDA reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,nonop_ex_interest_income,-15.611,derived,"pretax income - operating income - interest income (interest expense plus other income (expense), net)",
4Q18,other_income_expense,-5.152,derived,nonop_ex_interest_income + interest expense,
4Q18,sbc_ops,0.83,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
4Q18,sbc_pd,8.14,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
4Q18,sbc_sm,3.363,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
4Q18,sbc_ga,2.371,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
4Q18,sbc_restr,0.0,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
4Q18,sbc_total_footnote,14.704,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly SBC-by-function table (in thousands),
4Q18,sbc_total_is,14.704,letter/424B4,income statement footnote total (XBRL AllocatedShareBasedCompensationExpense not available),
4Q18,cor_cash,215.652,derived,cor_gaap minus nothing (no SBC in cost of revenue),
4Q18,ops_cash,156.669,derived,ops_gaap minus sbc_ops,
4Q18,pd_cash,151.785,derived,pd_gaap minus sbc_pd,
4Q18,sm_cash,295.753,derived,sm_gaap minus sbc_sm,
4Q18,ga_cash,184.45,derived,ga_gaap minus sbc_ga,
4Q18,cfo_letter,-102.158,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,capex,23.204,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4) (purchases of property and equipment, shown positive)",
4Q18,fcf_reported,-125.362,letter,"424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) Free Cash Flow reconciliation (1 vintages, latest 424B4, first 424B4)",
4Q18,cfo,-102.158,letter,letter FCF reconciliation (XBRL YTD not available),
4Q18,buybacks,0.0,derived,no repurchase programme before Aug 2022,
1Q19,revenue,839.004,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,cor_gaap,280.568,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,ops_gaap,166.755,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,pd_gaap,185.101,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,sm_gaap,366.546,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,ga_gaap,146.013,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,restr_gaap,0.0,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,total_costs,1144.983,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,op_income,-305.979,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,interest_income,22.304,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,interest_expense,1.818,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,pretax_income,-278.962,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,tax_provision,13.065,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
1Q19,net_income,-292.027,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly consolidated statements of operations (in thousands),
