arm,horizon_quarters,model,window,comparison,n_origins,n_paired,n_years,measurement_status,model_rmse_musd,street_rmse_musd,rmse_ratio,model_mae_musd,street_mae_musd,model_bias_musd,street_bias_musd,gap_sign_accuracy,actual_gap_mean_musd,predicted_gap_mean_musd,rmse_ratio_year_bootstrap90_lo,rmse_ratio_year_bootstrap90_hi
calendar_minus16,3,joint,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,3,revenue_growth,W1,guide_common_cushion_proxy,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,3,revenue_growth,W1,revenue_same_object,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,3,revenue_growth,W1,guide_vs_raw_revenue_different_objects,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,3,revenue_growth,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,3,revenue_growth,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,3,revenue_growth,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,fixed,W1,guide_common_cushion_proxy,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,fixed,W1,revenue_same_object,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,fixed,W1,guide_vs_raw_revenue_different_objects,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,fixed,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,fixed,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,fixed,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,guide_growth,W1,guide_common_cushion_proxy,12,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,guide_growth,W1,revenue_same_object,12,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,guide_growth,W1,guide_vs_raw_revenue_different_objects,12,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,guide_growth,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,guide_growth,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,guide_growth,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,joint,W1,guide_common_cushion_proxy,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,joint,W1,revenue_same_object,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,joint,W1,guide_vs_raw_revenue_different_objects,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,joint,W2,guide_common_cushion_proxy,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,joint,W2,revenue_same_object,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,joint,W2,guide_vs_raw_revenue_different_objects,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,revenue_growth,W1,guide_common_cushion_proxy,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,revenue_growth,W1,revenue_same_object,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,revenue_growth,W1,guide_vs_raw_revenue_different_objects,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,revenue_growth,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,revenue_growth,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
calendar_minus16,4,revenue_growth,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,fixed,W1,guide_common_cushion_proxy,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,fixed,W1,revenue_same_object,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,fixed,W1,guide_vs_raw_revenue_different_objects,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,fixed,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,fixed,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,fixed,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,guide_growth,W1,guide_common_cushion_proxy,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,guide_growth,W1,revenue_same_object,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,guide_growth,W1,guide_vs_raw_revenue_different_objects,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,guide_growth,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,guide_growth,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,guide_growth,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,joint,W1,guide_common_cushion_proxy,11,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,joint,W1,revenue_same_object,11,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,joint,W1,guide_vs_raw_revenue_different_objects,11,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,joint,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,joint,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,joint,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,revenue_growth,W1,guide_common_cushion_proxy,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,revenue_growth,W1,revenue_same_object,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,revenue_growth,W1,guide_vs_raw_revenue_different_objects,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,revenue_growth,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,revenue_growth,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,2,revenue_growth,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,fixed,W1,guide_common_cushion_proxy,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,fixed,W1,revenue_same_object,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,fixed,W1,guide_vs_raw_revenue_different_objects,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,fixed,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,fixed,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,fixed,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,guide_growth,W1,guide_common_cushion_proxy,13,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,guide_growth,W1,revenue_same_object,13,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,guide_growth,W1,guide_vs_raw_revenue_different_objects,13,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,guide_growth,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,guide_growth,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,guide_growth,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,joint,W1,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,joint,W1,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,joint,W1,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,joint,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,joint,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,joint,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,revenue_growth,W1,guide_common_cushion_proxy,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,revenue_growth,W1,revenue_same_object,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,revenue_growth,W1,guide_vs_raw_revenue_different_objects,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,revenue_growth,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,revenue_growth,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,3,revenue_growth,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,fixed,W1,guide_common_cushion_proxy,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,fixed,W1,revenue_same_object,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,fixed,W1,guide_vs_raw_revenue_different_objects,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,fixed,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,fixed,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,fixed,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,guide_growth,W1,guide_common_cushion_proxy,12,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,guide_growth,W1,revenue_same_object,12,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,guide_growth,W1,guide_vs_raw_revenue_different_objects,12,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,guide_growth,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,guide_growth,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,guide_growth,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,joint,W1,guide_common_cushion_proxy,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,joint,W1,revenue_same_object,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,joint,W1,guide_vs_raw_revenue_different_objects,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,joint,W2,guide_common_cushion_proxy,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,joint,W2,revenue_same_object,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,joint,W2,guide_vs_raw_revenue_different_objects,9,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,revenue_growth,W1,guide_common_cushion_proxy,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,revenue_growth,W1,revenue_same_object,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,revenue_growth,W1,guide_vs_raw_revenue_different_objects,14,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,revenue_growth,W2,guide_common_cushion_proxy,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,revenue_growth,W2,revenue_same_object,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
release_day,4,revenue_growth,W2,guide_vs_raw_revenue_different_objects,10,0,0,UNAVAILABLE: no paired quarterly consensus,,,,,,,,,,,,
