check,passed,max_abs_error
model_matrix:W1:2024Q4:share-plus-residual,True,1.1102230246251565e-16
model_matrix:W1:2024Q4:nonnegative,True,0.0
model_matrix:W1:2025Q1:lags,True,0.0
model_matrix:W1:2025Q1:booking-denominators,True,0.0
model_matrix:W1:2025Q1:dollars,True,2.2737367544323206e-13
model_matrix:W1:2025Q1:backward,True,1.1102230246251565e-16
model_matrix:W1:2025Q1:actual-revenue-share,True,5.551115123125783e-17
model_matrix:W1:2025Q1:forward,True,6.938893903907228e-17
model_matrix:W1:2025Q1:residual,True,0.0
model_matrix:W1:2025Q1:share-plus-residual,True,2.220446049250313e-16
model_matrix:W1:2025Q1:nonnegative,True,0.0
model_matrix:W1:2025Q2:lags,True,0.0
model_matrix:W1:2025Q2:booking-denominators,True,0.0
model_matrix:W1:2025Q2:dollars,True,2.4158453015843406e-13
model_matrix:W1:2025Q2:backward,True,1.6653345369377348e-16
model_matrix:W1:2025Q2:actual-revenue-share,True,1.1102230246251565e-16
model_matrix:W1:2025Q2:forward,True,7.936359902593892e-17
model_matrix:W1:2025Q2:residual,True,4.547473508864641e-13
model_matrix:W1:2025Q2:share-plus-residual,True,1.1102230246251565e-16
model_matrix:W1:2025Q2:nonnegative,True,0.0
model_matrix:W1:2025Q3:lags,True,0.0
model_matrix:W1:2025Q3:booking-denominators,True,0.0
model_matrix:W1:2025Q3:dollars,True,2.5579538487363607e-13
model_matrix:W1:2025Q3:backward,True,1.1102230246251565e-16
model_matrix:W1:2025Q3:actual-revenue-share,True,5.551115123125783e-17
model_matrix:W1:2025Q3:forward,True,8.326672684688674e-17
model_matrix:W1:2025Q3:residual,True,9.094947017729282e-13
model_matrix:W1:2025Q3:share-plus-residual,True,2.220446049250313e-16
model_matrix:W1:2025Q3:nonnegative,True,0.0
model_matrix:W1:2025Q4:lags,True,0.0
model_matrix:W1:2025Q4:booking-denominators,True,0.0
model_matrix:W1:2025Q4:dollars,True,2.2737367544323206e-13
model_matrix:W1:2025Q4:backward,True,5.551115123125783e-17
model_matrix:W1:2025Q4:actual-revenue-share,True,3.122502256758253e-17
model_matrix:W1:2025Q4:forward,True,9.128982292327947e-17
model_matrix:W1:2025Q4:residual,True,0.0
model_matrix:W1:2025Q4:share-plus-residual,True,0.0
model_matrix:W1:2025Q4:nonnegative,True,0.0
model_matrix:W1:2026Q1:lags,True,0.0
model_matrix:W1:2026Q1:booking-denominators,True,0.0
model_matrix:W1:2026Q1:dollars,True,4.547473508864641e-13
model_matrix:W1:2026Q1:backward,True,1.1102230246251565e-16
model_matrix:W1:2026Q1:actual-revenue-share,True,1.6653345369377348e-16
model_matrix:W1:2026Q1:forward,True,7.632783294297951e-17
model_matrix:W1:2026Q1:residual,True,0.0
model_matrix:W1:2026Q1:share-plus-residual,True,2.220446049250313e-16
model_matrix:W1:2026Q1:nonnegative,True,0.0
model_matrix:W1:2026Q2:lags,True,0.0
model_matrix:W1:2026Q2:booking-denominators,True,0.0
model_matrix:W1:2026Q2:dollars,True,2.7711166694643907e-13
model_matrix:W1:2026Q2:backward,True,1.1102230246251565e-16
model_matrix:W1:2026Q2:actual-revenue-share,True,2.0816681711721685e-17
model_matrix:W1:2026Q2:forward,True,7.958043946043603e-17
model_matrix:W1:2026Q2:residual,True,4.547473508864641e-13
model_matrix:W1:2026Q2:share-plus-residual,True,2.220446049250313e-16
model_matrix:W1:2026Q2:nonnegative,True,0.0
model_matrix:W2:2024Q1:lags,True,0.0
model_matrix:W2:2024Q1:booking-denominators,True,0.0
model_matrix:W2:2024Q1:dollars,True,2.2737367544323206e-13
model_matrix:W2:2024Q1:backward,True,2.220446049250313e-16
model_matrix:W2:2024Q1:actual-revenue-share,True,1.1102230246251565e-16
model_matrix:W2:2024Q1:forward,True,6.938893903907228e-18
model_matrix:W2:2024Q1:residual,True,4.547473508864641e-13
model_matrix:W2:2024Q1:share-plus-residual,True,0.0
model_matrix:W2:2024Q1:nonnegative,True,0.0
model_matrix:W2:2024Q2:lags,True,0.0
model_matrix:W2:2024Q2:booking-denominators,True,0.0
model_matrix:W2:2024Q2:dollars,True,0.0
model_matrix:W2:2024Q2:backward,True,0.0
model_matrix:W2:2024Q2:actual-revenue-share,True,0.0
model_matrix:W2:2024Q2:forward,True,2.7755575615628914e-17
model_matrix:W2:2024Q2:residual,True,0.0
model_matrix:W2:2024Q2:share-plus-residual,True,0.0
model_matrix:W2:2024Q2:nonnegative,True,0.0
model_matrix:W2:2024Q3:lags,True,0.0
model_matrix:W2:2024Q3:booking-denominators,True,0.0
model_matrix:W2:2024Q3:dollars,True,2.2737367544323206e-13
model_matrix:W2:2024Q3:backward,True,1.1102230246251565e-16
model_matrix:W2:2024Q3:actual-revenue-share,True,0.0
model_matrix:W2:2024Q3:forward,True,1.3877787807814457e-17
model_matrix:W2:2024Q3:residual,True,0.0
model_matrix:W2:2024Q3:share-plus-residual,True,0.0
model_matrix:W2:2024Q3:nonnegative,True,0.0
model_matrix:W2:2024Q4:lags,True,0.0
model_matrix:W2:2024Q4:booking-denominators,True,0.0
model_matrix:W2:2024Q4:dollars,True,2.2737367544323206e-13
model_matrix:W2:2024Q4:backward,True,1.1102230246251565e-16
model_matrix:W2:2024Q4:actual-revenue-share,True,1.1102230246251565e-16
model_matrix:W2:2024Q4:forward,True,6.245004513516506e-17
model_matrix:W2:2024Q4:residual,True,0.0
model_matrix:W2:2024Q4:share-plus-residual,True,1.1102230246251565e-16
model_matrix:W2:2024Q4:nonnegative,True,0.0
model_matrix:W2:2025Q1:lags,True,0.0
model_matrix:W2:2025Q1:booking-denominators,True,0.0
model_matrix:W2:2025Q1:dollars,True,0.0
model_matrix:W2:2025Q1:backward,True,5.551115123125783e-17
model_matrix:W2:2025Q1:actual-revenue-share,True,0.0
model_matrix:W2:2025Q1:forward,True,9.020562075079397e-17
model_matrix:W2:2025Q1:residual,True,0.0
model_matrix:W2:2025Q1:share-plus-residual,True,2.220446049250313e-16
model_matrix:W2:2025Q1:nonnegative,True,0.0
model_matrix:W2:2025Q2:lags,True,0.0
model_matrix:W2:2025Q2:booking-denominators,True,0.0
model_matrix:W2:2025Q2:dollars,True,2.2737367544323206e-13
model_matrix:W2:2025Q2:backward,True,1.1102230246251565e-16
model_matrix:W2:2025Q2:actual-revenue-share,True,1.1102230246251565e-16
model_matrix:W2:2025Q2:forward,True,2.7755575615628914e-17
model_matrix:W2:2025Q2:residual,True,4.547473508864641e-13
model_matrix:W2:2025Q2:share-plus-residual,True,1.1102230246251565e-16
model_matrix:W2:2025Q2:nonnegative,True,0.0
model_matrix:W2:2025Q3:lags,True,0.0
model_matrix:W2:2025Q3:booking-denominators,True,0.0
model_matrix:W2:2025Q3:dollars,True,2.2737367544323206e-13
model_matrix:W2:2025Q3:backward,True,5.551115123125783e-17
model_matrix:W2:2025Q3:actual-revenue-share,True,5.551115123125783e-17
model_matrix:W2:2025Q3:forward,True,8.326672684688674e-17
model_matrix:W2:2025Q3:residual,True,0.0
model_matrix:W2:2025Q3:share-plus-residual,True,1.1102230246251565e-16
model_matrix:W2:2025Q3:nonnegative,True,0.0
model_matrix:W2:2025Q4:lags,True,0.0
model_matrix:W2:2025Q4:booking-denominators,True,0.0
model_matrix:W2:2025Q4:dollars,True,0.0
model_matrix:W2:2025Q4:backward,True,0.0
model_matrix:W2:2025Q4:actual-revenue-share,True,1.1102230246251565e-16
model_matrix:W2:2025Q4:forward,True,5.551115123125783e-17
model_matrix:W2:2025Q4:residual,True,4.547473508864641e-13
model_matrix:W2:2025Q4:share-plus-residual,True,2.220446049250313e-16
model_matrix:W2:2025Q4:nonnegative,True,0.0
model_matrix:W2:2026Q1:lags,True,0.0
model_matrix:W2:2026Q1:booking-denominators,True,0.0
model_matrix:W2:2026Q1:dollars,True,2.2737367544323206e-13
model_matrix:W2:2026Q1:backward,True,0.0
model_matrix:W2:2026Q1:actual-revenue-share,True,1.1102230246251565e-16
model_matrix:W2:2026Q1:forward,True,6.938893903907228e-18
model_matrix:W2:2026Q1:residual,True,4.5430326167661406e-13
model_matrix:W2:2026Q1:share-plus-residual,True,1.1102230246251565e-16
model_matrix:W2:2026Q1:nonnegative,True,0.0
model_matrix:W2:2026Q2:lags,True,0.0
model_matrix:W2:2026Q2:booking-denominators,True,0.0
model_matrix:W2:2026Q2:dollars,True,0.0
model_matrix:W2:2026Q2:backward,True,0.0
model_matrix:W2:2026Q2:actual-revenue-share,True,5.551115123125783e-17
model_matrix:W2:2026Q2:forward,True,2.7755575615628914e-17
model_matrix:W2:2026Q2:residual,True,1.7763568394002505e-15
model_matrix:W2:2026Q2:share-plus-residual,True,1.1102230246251565e-16
model_matrix:W2:2026Q2:nonnegative,True,0.0
realized_conditional_matrix:W1:2023Q1:lags,True,0.0
realized_conditional_matrix:W1:2023Q1:booking-denominators,True,0.0
realized_conditional_matrix:W1:2023Q1:dollars,True,1.1368683772161603e-13
realized_conditional_matrix:W1:2023Q1:backward,True,2.949029909160572e-17
realized_conditional_matrix:W1:2023Q1:actual-revenue-share,True,2.949029909160572e-17
realized_conditional_matrix:W1:2023Q1:forward,True,8.326672684688674e-17
realized_conditional_matrix:W1:2023Q1:residual,True,0.0
realized_conditional_matrix:W1:2023Q1:share-plus-residual,True,0.0
realized_conditional_matrix:W1:2023Q1:nonnegative,True,0.0
realized_conditional_matrix:W1:2023Q2:lags,True,0.0
realized_conditional_matrix:W1:2023Q2:booking-denominators,True,0.0
realized_conditional_matrix:W1:2023Q2:dollars,True,4.547473508864641e-13
realized_conditional_matrix:W1:2023Q2:backward,True,8.673617379884035e-18
realized_conditional_matrix:W1:2023Q2:actual-revenue-share,True,1.6653345369377348e-16
realized_conditional_matrix:W1:2023Q2:forward,True,8.326672684688674e-17
realized_conditional_matrix:W1:2023Q2:residual,True,9.094947017729282e-13
realized_conditional_matrix:W1:2023Q2:share-plus-residual,True,0.0
realized_conditional_matrix:W1:2023Q2:nonnegative,True,0.0
realized_conditional_matrix:W1:2023Q3:lags,True,0.0
realized_conditional_matrix:W1:2023Q3:booking-denominators,True,0.0
realized_conditional_matrix:W1:2023Q3:dollars,True,4.547473508864641e-13
realized_conditional_matrix:W1:2023Q3:backward,True,1.6653345369377348e-16
realized_conditional_matrix:W1:2023Q3:actual-revenue-share,True,1.6653345369377348e-16
realized_conditional_matrix:W1:2023Q3:forward,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2023Q3:residual,True,0.0
realized_conditional_matrix:W1:2023Q3:share-plus-residual,True,4.440892098500626e-16
realized_conditional_matrix:W1:2023Q3:nonnegative,True,0.0
realized_conditional_matrix:W1:2023Q4:lags,True,0.0
realized_conditional_matrix:W1:2023Q4:booking-denominators,True,0.0
realized_conditional_matrix:W1:2023Q4:dollars,True,2.2737367544323206e-13
realized_conditional_matrix:W1:2023Q4:backward,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2023Q4:actual-revenue-share,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2023Q4:forward,True,8.565197162635485e-17
realized_conditional_matrix:W1:2023Q4:residual,True,0.0
realized_conditional_matrix:W1:2023Q4:share-plus-residual,True,0.0
realized_conditional_matrix:W1:2023Q4:nonnegative,True,0.0
realized_conditional_matrix:W1:2024Q1:lags,True,0.0
realized_conditional_matrix:W1:2024Q1:booking-denominators,True,0.0
realized_conditional_matrix:W1:2024Q1:dollars,True,2.2737367544323206e-13
realized_conditional_matrix:W1:2024Q1:backward,True,5.551115123125783e-17
realized_conditional_matrix:W1:2024Q1:actual-revenue-share,True,5.551115123125783e-17
realized_conditional_matrix:W1:2024Q1:forward,True,8.901299836105991e-17
realized_conditional_matrix:W1:2024Q1:residual,True,0.0
realized_conditional_matrix:W1:2024Q1:share-plus-residual,True,0.0
realized_conditional_matrix:W1:2024Q1:nonnegative,True,0.0
realized_conditional_matrix:W1:2024Q2:lags,True,0.0
realized_conditional_matrix:W1:2024Q2:booking-denominators,True,0.0
realized_conditional_matrix:W1:2024Q2:dollars,True,2.2737367544323206e-13
realized_conditional_matrix:W1:2024Q2:backward,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2024Q2:actual-revenue-share,True,5.551115123125783e-17
realized_conditional_matrix:W1:2024Q2:forward,True,8.326672684688674e-17
realized_conditional_matrix:W1:2024Q2:residual,True,4.547473508864641e-13
realized_conditional_matrix:W1:2024Q2:share-plus-residual,True,2.220446049250313e-16
realized_conditional_matrix:W1:2024Q2:nonnegative,True,0.0
realized_conditional_matrix:W1:2024Q3:lags,True,0.0
realized_conditional_matrix:W1:2024Q3:booking-denominators,True,0.0
realized_conditional_matrix:W1:2024Q3:dollars,True,2.3447910280083306e-13
realized_conditional_matrix:W1:2024Q3:backward,True,5.551115123125783e-17
realized_conditional_matrix:W1:2024Q3:actual-revenue-share,True,5.551115123125783e-17
realized_conditional_matrix:W1:2024Q3:forward,True,8.326672684688674e-17
realized_conditional_matrix:W1:2024Q3:residual,True,0.0
realized_conditional_matrix:W1:2024Q3:share-plus-residual,True,0.0
realized_conditional_matrix:W1:2024Q3:nonnegative,True,0.0
realized_conditional_matrix:W1:2024Q4:lags,True,0.0
realized_conditional_matrix:W1:2024Q4:booking-denominators,True,0.0
realized_conditional_matrix:W1:2024Q4:dollars,True,2.2737367544323206e-13
realized_conditional_matrix:W1:2024Q4:backward,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2024Q4:actual-revenue-share,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2024Q4:forward,True,9.020562075079397e-17
realized_conditional_matrix:W1:2024Q4:residual,True,0.0
realized_conditional_matrix:W1:2024Q4:share-plus-residual,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2024Q4:nonnegative,True,0.0
realized_conditional_matrix:W1:2025Q1:lags,True,0.0
realized_conditional_matrix:W1:2025Q1:booking-denominators,True,0.0
realized_conditional_matrix:W1:2025Q1:dollars,True,2.2737367544323206e-13
realized_conditional_matrix:W1:2025Q1:backward,True,1.8214596497756474e-17
realized_conditional_matrix:W1:2025Q1:actual-revenue-share,True,1.8214596497756474e-17
realized_conditional_matrix:W1:2025Q1:forward,True,8.098990228466718e-17
realized_conditional_matrix:W1:2025Q1:residual,True,0.0
realized_conditional_matrix:W1:2025Q1:share-plus-residual,True,0.0
realized_conditional_matrix:W1:2025Q1:nonnegative,True,0.0
realized_conditional_matrix:W1:2025Q2:lags,True,0.0
realized_conditional_matrix:W1:2025Q2:booking-denominators,True,0.0
realized_conditional_matrix:W1:2025Q2:dollars,True,4.547473508864641e-13
realized_conditional_matrix:W1:2025Q2:backward,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2025Q2:actual-revenue-share,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2025Q2:forward,True,8.673617379884035e-17
realized_conditional_matrix:W1:2025Q2:residual,True,0.0
realized_conditional_matrix:W1:2025Q2:share-plus-residual,True,2.220446049250313e-16
realized_conditional_matrix:W1:2025Q2:nonnegative,True,0.0
realized_conditional_matrix:W1:2025Q3:lags,True,0.0
realized_conditional_matrix:W1:2025Q3:booking-denominators,True,0.0
realized_conditional_matrix:W1:2025Q3:dollars,True,4.547473508864641e-13
realized_conditional_matrix:W1:2025Q3:backward,True,2.220446049250313e-16
realized_conditional_matrix:W1:2025Q3:actual-revenue-share,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2025Q3:forward,True,7.871307772244762e-17
realized_conditional_matrix:W1:2025Q3:residual,True,4.547473508864641e-13
realized_conditional_matrix:W1:2025Q3:share-plus-residual,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2025Q3:nonnegative,True,0.0
realized_conditional_matrix:W1:2025Q4:lags,True,0.0
realized_conditional_matrix:W1:2025Q4:booking-denominators,True,0.0
realized_conditional_matrix:W1:2025Q4:dollars,True,2.2737367544323206e-13
realized_conditional_matrix:W1:2025Q4:backward,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2025Q4:actual-revenue-share,True,1.1102230246251565e-16
realized_conditional_matrix:W1:2025Q4:forward,True,4.163336342344337e-17
realized_conditional_matrix:W1:2025Q4:residual,True,0.0
realized_conditional_matrix:W1:2025Q4:share-plus-residual,True,0.0
realized_conditional_matrix:W1:2025Q4:nonnegative,True,0.0
realized_conditional_matrix:W1:2026Q1:lags,True,0.0
realized_conditional_matrix:W1:2026Q1:booking-denominators,True,0.0
realized_conditional_matrix:W1:2026Q1:dollars,True,2.2737367544323206e-13
realized_conditional_matrix:W1:2026Q1:backward,True,5.551115123125783e-17
realized_conditional_matrix:W1:2026Q1:actual-revenue-share,True,5.551115123125783e-17
realized_conditional_matrix:W1:2026Q1:forward,True,5.887217796596289e-17
realized_conditional_matrix:W1:2026Q1:residual,True,0.0
realized_conditional_matrix:W1:2026Q1:share-plus-residual,True,2.220446049250313e-16
realized_conditional_matrix:W1:2026Q1:nonnegative,True,0.0
realized_conditional_matrix:W1:2026Q2:lags,True,0.0
realized_conditional_matrix:W1:2026Q2:booking-denominators,True,0.0
realized_conditional_matrix:W1:2026Q2:dollars,True,4.547473508864641e-13
realized_conditional_matrix:W1:2026Q2:backward,True,2.220446049250313e-16
realized_conditional_matrix:W1:2026Q2:actual-revenue-share,True,2.220446049250313e-16
realized_conditional_matrix:W1:2026Q2:forward,True,6.938893903907228e-17
realized_conditional_matrix:W1:2026Q2:residual,True,0.0
realized_conditional_matrix:W1:2026Q2:share-plus-residual,True,2.220446049250313e-16
realized_conditional_matrix:W1:2026Q2:nonnegative,True,0.0
realized_conditional_matrix:W2:2024Q1:lags,True,0.0
realized_conditional_matrix:W2:2024Q1:booking-denominators,True,0.0
realized_conditional_matrix:W2:2024Q1:dollars,True,2.2737367544323206e-13
realized_conditional_matrix:W2:2024Q1:backward,True,1.1102230246251565e-16
realized_conditional_matrix:W2:2024Q1:actual-revenue-share,True,1.1102230246251565e-16
realized_conditional_matrix:W2:2024Q1:forward,True,1.3877787807814457e-17
realized_conditional_matrix:W2:2024Q1:residual,True,0.0
realized_conditional_matrix:W2:2024Q1:share-plus-residual,True,0.0
realized_conditional_matrix:W2:2024Q1:nonnegative,True,0.0
realized_conditional_matrix:W2:2024Q2:lags,True,0.0
realized_conditional_matrix:W2:2024Q2:booking-denominators,True,0.0
realized_conditional_matrix:W2:2024Q2:dollars,True,2.2737367544323206e-13
realized_conditional_matrix:W2:2024Q2:backward,True,0.0
realized_conditional_matrix:W2:2024Q2:actual-revenue-share,True,0.0
realized_conditional_matrix:W2:2024Q2:forward,True,8.326672684688674e-17
realized_conditional_matrix:W2:2024Q2:residual,True,0.0
realized_conditional_matrix:W2:2024Q2:share-plus-residual,True,0.0
realized_conditional_matrix:W2:2024Q2:nonnegative,True,0.0
realized_conditional_matrix:W2:2024Q3:lags,True,0.0
realized_conditional_matrix:W2:2024Q3:booking-denominators,True,0.0
realized_conditional_matrix:W2:2024Q3:dollars,True,0.0
realized_conditional_matrix:W2:2024Q3:backward,True,0.0
realized_conditional_matrix:W2:2024Q3:actual-revenue-share,True,0.0
realized_conditional_matrix:W2:2024Q3:forward,True,5.551115123125783e-17
realized_conditional_matrix:W2:2024Q3:residual,True,0.0
realized_conditional_matrix:W2:2024Q3:share-plus-residual,True,0.0
realized_conditional_matrix:W2:2024Q3:nonnegative,True,0.0
realized_conditional_matrix:W2:2024Q4:lags,True,0.0
realized_conditional_matrix:W2:2024Q4:booking-denominators,True,0.0
realized_conditional_matrix:W2:2024Q4:dollars,True,2.2737367544323206e-13
realized_conditional_matrix:W2:2024Q4:backward,True,1.1102230246251565e-16
realized_conditional_matrix:W2:2024Q4:actual-revenue-share,True,5.551115123125783e-17
realized_conditional_matrix:W2:2024Q4:forward,True,6.938893903907228e-17
realized_conditional_matrix:W2:2024Q4:residual,True,4.547473508864641e-13
realized_conditional_matrix:W2:2024Q4:share-plus-residual,True,0.0
realized_conditional_matrix:W2:2024Q4:nonnegative,True,0.0
realized_conditional_matrix:W2:2025Q1:lags,True,0.0
realized_conditional_matrix:W2:2025Q1:booking-denominators,True,0.0
realized_conditional_matrix:W2:2025Q1:dollars,True,0.0
realized_conditional_matrix:W2:2025Q1:backward,True,5.551115123125783e-17
realized_conditional_matrix:W2:2025Q1:actual-revenue-share,True,5.551115123125783e-17
realized_conditional_matrix:W2:2025Q1:forward,True,9.71445146547012e-17
realized_conditional_matrix:W2:2025Q1:residual,True,0.0
realized_conditional_matrix:W2:2025Q1:share-plus-residual,True,0.0
realized_conditional_matrix:W2:2025Q1:nonnegative,True,0.0
realized_conditional_matrix:W2:2025Q2:lags,True,0.0
realized_conditional_matrix:W2:2025Q2:booking-denominators,True,0.0
realized_conditional_matrix:W2:2025Q2:dollars,True,0.0
realized_conditional_matrix:W2:2025Q2:backward,True,0.0
realized_conditional_matrix:W2:2025Q2:actual-revenue-share,True,0.0
realized_conditional_matrix:W2:2025Q2:forward,True,9.71445146547012e-17
realized_conditional_matrix:W2:2025Q2:residual,True,0.0
realized_conditional_matrix:W2:2025Q2:share-plus-residual,True,0.0
realized_conditional_matrix:W2:2025Q2:nonnegative,True,0.0
realized_conditional_matrix:W2:2025Q3:lags,True,0.0
realized_conditional_matrix:W2:2025Q3:booking-denominators,True,0.0
realized_conditional_matrix:W2:2025Q3:dollars,True,4.547473508864641e-13
realized_conditional_matrix:W2:2025Q3:backward,True,1.1102230246251565e-16
realized_conditional_matrix:W2:2025Q3:actual-revenue-share,True,1.1102230246251565e-16
realized_conditional_matrix:W2:2025Q3:forward,True,4.163336342344337e-17
realized_conditional_matrix:W2:2025Q3:residual,True,0.0
realized_conditional_matrix:W2:2025Q3:share-plus-residual,True,0.0
realized_conditional_matrix:W2:2025Q3:nonnegative,True,0.0
realized_conditional_matrix:W2:2025Q4:lags,True,0.0
realized_conditional_matrix:W2:2025Q4:booking-denominators,True,0.0
realized_conditional_matrix:W2:2025Q4:dollars,True,2.2737367544323206e-13
realized_conditional_matrix:W2:2025Q4:backward,True,1.1102230246251565e-16
realized_conditional_matrix:W2:2025Q4:actual-revenue-share,True,0.0
realized_conditional_matrix:W2:2025Q4:forward,True,1.3877787807814457e-17
realized_conditional_matrix:W2:2025Q4:residual,True,4.547473508864641e-13
realized_conditional_matrix:W2:2025Q4:share-plus-residual,True,1.1102230246251565e-16
realized_conditional_matrix:W2:2025Q4:nonnegative,True,0.0
realized_conditional_matrix:W2:2026Q1:lags,True,0.0
realized_conditional_matrix:W2:2026Q1:booking-denominators,True,0.0
