id,last_scraped,name,host_id,host_since,street,neighbourhood_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,calculated_host_listings_count,reviews_per_month
472065,2015-05-04,HOUSE BY UNION SQUARE/MOSCONE CENTE,2341144,2012-05-10,"Jones St, San Francisco, CA 94102, United States",Downtown/Civic Center,San Francisco,CA,94102.0,37.78648564915675,-122.41244974306896,House,Entire home/apt,8,2.0,3.0,4.0,$550.00,"$3,450.00","$12,500.00",3,120,today,8.0,17.0,27.0,222.0,52,2012-07-21,2015-04-26,97.0,1,1.5
325478,2015-05-05,Luxury 2br flat near Dolores Park,1579337,2012-01-07,"Guerrero St, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.76065417055848,-122.42413536603496,Apartment,Entire home/apt,4,1.0,2.0,2.0,$350.00,"$2,300.00","$8,000.00",4,90,4 days ago,0.0,0.0,1.0,243.0,42,2012-02-26,2015-04-12,98.0,2,1.1
3354004,2015-05-05,1 Bedroom North Beach SF,12265488,2014-02-15,"Pacific Avenue, San Francisco, CA 94133, United States",Russian Hill,San Francisco,CA,94133.0,37.79759757236948,-122.4097438234294,Apartment,Private room,2,1.0,1.0,1.0,$100.00,,,2,1125,7 weeks ago,30.0,60.0,90.0,365.0,0,,,,1,
1709713,2015-05-04,Luxury modern home in Noe Valley,296831,2010-11-23,"Day Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74366215195723,-122.42976174124642,House,Entire home/apt,8,3.0,4.0,3.0,$450.00,,,1,1125,today,0.0,2.0,4.0,135.0,13,2013-10-16,2015-04-26,97.0,1,0.7
3105361,2015-05-04,Beautiful Condo in the Heart of SF,15396421,2014-05-11,"Noe Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75229277677364,-122.43124596762831,Apartment,Entire home/apt,4,1.0,2.0,1.0,$225.00,"$1,300.00",,1,1125,a week ago,0.0,4.0,25.0,40.0,18,2014-07-03,2015-02-15,97.0,1,1.8
4768479,2015-05-04,3 Bd with Priv Garden by Dolores Pk,16648327,2014-06-11,"Chattanooga Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75544893215295,-122.42759758797104,House,Entire home/apt,8,2.5,3.0,5.0,$550.00,"$3,500.00",,3,21,3 weeks ago,0.0,7.0,36.0,36.0,1,2015-04-12,2015-04-12,100.0,2,1.0
2935856,2015-05-04,Convenient Bedroom in Noe Valley,1523300,2011-12-20,"Valley Street, San Francisco, CA 94110, United States",Noe Valley,San Francisco,CA,94110.0,37.74553616165931,-122.42521058913977,Apartment,Private room,1,1.0,1.0,1.0,$75.00,$500.00,,2,8,today,12.0,42.0,72.0,347.0,14,2014-05-28,2015-03-04,86.0,1,1.2
4416566,2015-05-04,"Panoramic views,Luxurious Apartment",19935364,2014-08-13,"a Duncan Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74639560106505,-122.43206102118172,Apartment,Entire home/apt,2,1.0,1.0,1.0,$189.00,,,1,1125,today,7.0,19.0,36.0,270.0,0,,,,2,
1763420,2015-05-04,Stunning 2 bed condo (Noe Valley),6030147,2013-04-21,"Valley Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.742993875685066,-122.4316957351537,Apartment,Entire home/apt,5,1.0,2.0,2.0,$150.00,"$1,000.00",,2,1125,19 months ago,0.0,0.0,0.0,0.0,1,2014-01-04,2014-01-04,100.0,1,0.1
2578363,2015-05-04,A Charming Noe Valley/ Mission Flat,10919331,2013-12-30,"Vicksburg Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.752054435158506,-122.42897666657122,Apartment,Entire home/apt,3,1.0,1.0,1.0,$168.00,,,2,1125,3 days ago,28.0,54.0,84.0,359.0,5,2014-10-12,2015-03-29,90.0,1,0.7
4264469,2015-05-04,Turn of century Victorian house,22137233,2014-10-05,"Alvarado Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75377582136891,-122.44239259554978,House,Private room,2,1.0,1.0,2.0,$99.00,$595.00,"$2,100.00",1,1125,today,30.0,58.0,88.0,363.0,2,2014-10-17,2015-05-04,90.0,1,0.3
110941,2015-05-04,Walk to 24th St. in Noe Valley!,569199,2011-05-09,"Dolores St, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.749692845092994,-122.42632844536249,Apartment,Entire home/apt,4,1.0,1.0,2.0,$215.00,"$1,500.00","$5,000.00",3,30,today,3.0,11.0,21.0,249.0,31,2011-11-12,2015-04-09,96.0,2,0.7
730996,2015-05-05,Stylish San Francisco Victorian ,3762896,2012-10-04,"26th St, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.748865611936345,-122.42743038917192,Apartment,Private room,2,,1.0,1.0,$120.00,$800.00,"$2,400.00",5,60,a week ago,25.0,55.0,85.0,360.0,10,2012-10-14,2014-02-24,93.0,1,0.3
898833,2015-05-05,Private Rm in 1870s Edwardian House,4501070,2012-12-27,"29th Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.744736436169966,-122.42730965254852,House,Private room,1,2.0,1.0,1.0,$90.00,$700.00,"$1,590.00",3,105,3 days ago,4.0,16.0,16.0,250.0,9,2013-04-18,2014-11-23,91.0,1,0.4
5247898,2015-05-04,Private room in Victorian House ,26932354,2015-01-30,"Dolores Street, San Francisco, CA 94110, United States",Noe Valley,San Francisco,CA,94110.0,37.745980956520974,-122.42502941111424,Apartment,Private room,2,1.0,1.0,1.0,$140.00,,,1,3,3 months ago,2.0,32.0,62.0,62.0,0,,,,1,
5671939,2015-05-04,Golden Gate Park at your doorstep,811377,2011-07-12,"Fulton Street, San Francisco, CA 94121, United States",Golden Gate Park,San Francisco,CA,94121.0,37.77223559774459,-122.4800170084842,Apartment,Entire home/apt,4,1.0,1.0,2.0,$145.00,$972.00,"$3,500.00",4,1125,2 days ago,10.0,23.0,45.0,45.0,1,2015-04-21,2015-04-21,,2,1.0
5783585,2015-05-04,2BR/1BA in Sunny House by the Beach,27014779,2015-01-31,"San Francisco, CA 94116, United States",Parkside,San Francisco,CA,94116.0,37.74365498655771,-122.4987409756423,House,Entire home/apt,4,1.0,2.0,1.0,$199.00,,,2,30,a week ago,1.0,8.0,8.0,24.0,0,,,,3,
255071,2015-05-04,Union Square-A  warm cozy studio! ,1223992,2011-09-29,"Mason Street, San Francisco, CA 94102, United States",Financial District,San Francisco,CA,94102.0,37.78993409614679,-122.4065913239525,Apartment,Entire home/apt,3,1.0,1.0,2.0,$170.00,,"$6,000.00",2,90,3 weeks ago,30.0,60.0,90.0,365.0,17,2012-01-31,2015-04-26,94.0,1,0.4
5242714,2015-05-05,Luxury 2 Bd/2bath walk to Moscone,919364,2011-08-04,"2nd St, San Francisco, CA 94105, United States",Financial District,San Francisco,CA,94105.0,37.786052569626506,-122.39899486574076,Apartment,Entire home/apt,3,2.0,2.0,2.0,$300.00,"$2,350.00","$8,000.00",3,1125,today,18.0,37.0,67.0,215.0,4,2015-03-02,2015-04-10,75.0,3,1.8
5173999,2015-05-05,2 Penthouse Suites w/Expansive View,19131795,2014-07-29,"Louisburg Street, San Francisco, CA 94112, United States",Ocean View,San Francisco,CA,94112.0,37.71929188846652,-122.45167647051234,House,Entire home/apt,6,2.0,2.0,2.0,$158.00,"$1,190.00","$3,950.00",3,1125,yesterday,0.0,0.0,1.0,180.0,2,2015-02-17,2015-04-29,20.0,3,0.8
5717696,2015-05-05,Little blue room ,24466896,2014-12-04,"Vernon St, San Francisco, CA 94132, United States",Ocean View,San Francisco,CA,94132.0,37.71903654765206,-122.4675443611189,House,Shared room,1,1.0,1.0,1.0,$100.00,$700.00,,1,1125,7 weeks ago,30.0,60.0,90.0,365.0,0,,,,1,
892836,2015-05-04,Brenda's Hilltop B&B,4613555,2013-01-07,"Shields Street, San Francisco, CA 94132, United States",Ocean View,San Francisco,CA,94132.0,37.718323373358814,-122.46487937183528,Bed & Breakfast,Entire home/apt,2,1.0,1.0,1.0,$120.00,,,3,21,yesterday,9.0,22.0,44.0,315.0,65,2013-02-16,2015-04-20,95.0,1,2.4
4531864,2015-05-04,Charming Studio in the Mission,3926117,2012-10-20,"14th Street, San Francisco, CA 94103, United States",Mission,San Francisco,CA,94103.0,37.76706386803964,-122.42304311278028,Apartment,Entire home/apt,3,1.0,0.0,2.0,$100.00,$650.00,,1,1125,2 weeks ago,0.0,0.0,0.0,151.0,2,2015-03-11,2015-04-20,100.0,1,1.1
1160508,2015-05-05,Family Friendly 3 bd Mission Home,2801755,2012-07-02,"Shotwell Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75888043126173,-122.41780999825252,Apartment,Entire home/apt,6,1.0,3.0,3.0,$300.00,"$2,000.00","$7,500.00",3,30,a week ago,0.0,3.0,14.0,150.0,2,2013-06-25,2013-08-02,99.0,1,0.1
3727061,2015-05-05,Beautiful 3 bedroom apartment,6334749,2013-05-11,"Shotwell Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.7551067848281,-122.415147929031,Apartment,Entire home/apt,6,2.0,3.0,3.0,$425.00,,,1,1125,3 days ago,9.0,16.0,37.0,285.0,29,2014-08-04,2015-04-22,94.0,1,3.2
1009718,2015-05-05,Great Apt. Near Jazz Club!,5013949,2013-02-08,"Mission Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.74974600300346,-122.41794177686658,Apartment,Entire home/apt,4,1.0,1.0,2.0,$165.00,,,1,28,today,15.0,36.0,59.0,332.0,130,2013-04-18,2015-05-02,87.0,2,5.2
604948,2015-05-05,Trendy Valencia Corridor Apartment,2834322,2012-07-04,"San Jose Ave, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75341098452736,-122.42247981733816,Apartment,Entire home/apt,4,1.0,1.0,1.0,$169.00,"$1,430.00",,2,21,2 weeks ago,12.0,35.0,65.0,340.0,112,2012-07-30,2015-04-18,86.0,2,3.3
62651,2015-05-05,GORGEOUS SAN FRANCISCO HOME,185923,2010-07-30,"17th St, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.76245499615136,-122.42432107362411,House,Entire home/apt,6,2.5,3.0,4.0,$650.00,"$5,200.00",,2,1125,today,23.0,53.0,83.0,358.0,27,2011-07-18,2015-02-09,95.0,2,0.6
2695877,2015-05-04,Misión Amor ❤ ,1024867,2011-08-26,"Capp Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.751264076178025,-122.4179460907856,Other,Entire home/apt,2,1.0,0.0,1.0,$92.00,,,3,1125,today,4.0,6.0,6.0,6.0,60,2014-05-05,2015-04-26,93.0,2,4.9
2108200,2015-05-05,Super Central Sunny 1bdrm Apartment,3209334,2012-08-09,"Guerrero Street, San Francisco, CA 94103, United States",Mission,San Francisco,CA,94103.0,37.770135768215965,-122.42494611958024,Apartment,Entire home/apt,2,1.0,1.0,1.0,$160.00,$900.00,"$3,000.00",3,1125,today,3.0,6.0,8.0,186.0,2,2015-01-23,2015-04-17,100.0,1,0.6
2075954,2015-05-04,Room in Beautiful Victorian House,320555,2010-12-16,"Guerrero Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.74899030809283,-122.42273893417295,Apartment,Private room,2,1.0,1.0,1.0,$140.00,,,1,1125,17 months ago,30.0,60.0,90.0,365.0,0,,,,1,
5524665,2015-05-04,Mission Concourse 4 BR Apartment,27955772,2015-02-18,"21st Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75834765330447,-122.41098217405012,Apartment,Entire home/apt,8,2.0,4.0,5.0,$388.00,,,3,29,today,7.0,9.0,20.0,153.0,3,2015-03-14,2015-04-27,100.0,3,1.7
1665339,2015-05-05,1Bd Sunlit & Beautiful Mission Apt,1091811,2011-08-31,"Capp Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75142589253351,-122.41642637602878,Apartment,Entire home/apt,2,1.0,1.0,1.0,$140.00,,,1,1125,3 weeks ago,0.0,0.0,0.0,0.0,16,2013-09-22,2014-09-30,91.0,22,0.8
1223107,2015-05-05,Sunny Mission Condo Masterbedroom,6229756,2013-05-04,"20th Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75862867507109,-122.41178925636146,Apartment,Private room,2,1.0,1.0,1.0,$129.00,"$1,043.00","$3,600.00",3,30,3 days ago,4.0,31.0,61.0,336.0,29,2013-07-23,2015-03-08,95.0,2,1.3
6246035,2015-05-04,Spacious Apt. in Mission Victorian,25136754,2014-12-23,"24th Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75119117801446,-122.42148909882152,Apartment,Entire home/apt,2,1.0,1.0,1.0,$168.00,"$1,158.00","$3,563.00",1,1125,today,10.0,10.0,10.0,10.0,0,,,,3,
428916,2015-05-04,A Little Bit of SanFrancisco $349/d,1776403,2012-02-19,"Florida Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75632477656365,-122.40963060456244,Apartment,Entire home/apt,4,1.5,1.0,3.0,$349.00,"$1,459.00","$5,000.00",1,29,2 weeks ago,5.0,5.0,5.0,271.0,1,2014-03-09,2014-03-09,100.0,5,0.1
4637928,2015-05-04,Weekend in the Mission,764158,2011-06-30,"Bryant Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.750140951110126,-122.40924832484856,House,Private room,1,1.0,1.0,1.0,$97.00,,,1,1125,5 months ago,0.0,0.0,0.0,138.0,0,,,,1,
5536503,2015-05-05,Mission / Potrero 1BD with backyard,3876876,2012-10-15,"Florida Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75100344153639,-122.40970617332744,Apartment,Entire home/apt,2,1.0,1.0,1.0,$160.00,"$1,000.00","$3,500.00",2,30,3 weeks ago,5.0,6.0,24.0,173.0,0,,,,1,
4350720,2015-05-04,Studio Apartment | Mission District,4338459,2012-12-06,"Mission Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.76442067895744,-122.41970375679,Apartment,Entire home/apt,3,1.0,0.0,1.0,$168.00,,"$2,400.00",2,1125,today,12.0,18.0,30.0,204.0,5,2015-02-27,2015-04-05,60.0,2,2.2
622134,2015-05-05,PRIVATE Mission Oasis PRIVADO,3083707,2012-07-28,"York St, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75516977940214,-122.40376556103224,Apartment,Entire home/apt,4,1.0,1.0,2.0,$150.00,$900.00,,2,14,4 weeks ago,4.0,5.0,25.0,266.0,13,2012-09-03,2014-05-26,92.0,1,0.4
3482655,2015-05-04,Beautiful 1bd w/ View of Skyline,14932001,2014-04-30,"20th Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75818020492836,-122.42457864196304,Apartment,Entire home/apt,1,1.0,1.0,1.0,$175.00,"$1,150.00","$3,900.00",3,90,a week ago,0.0,0.0,0.0,200.0,12,2014-07-25,2015-04-05,90.0,1,1.3
3073304,2015-05-04,Big Bright Mission-Dolores Flat,7341265,2013-07-07,"Albion Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.76299791744532,-122.42170494519716,Apartment,Private room,2,1.0,1.0,1.0,$95.00,,,1,21,today,7.0,7.0,7.0,247.0,31,2014-05-27,2015-03-29,96.0,5,2.7
8775,2015-05-04,Hidden gem in Mission district,27037,2009-07-23,"24th St, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75174004606522,-122.4094205953428,Apartment,Entire home/apt,4,2.5,3.0,3.0,$275.00,,,3,1125,2 weeks ago,0.0,0.0,2.0,178.0,12,2010-12-26,2015-04-20,95.0,1,0.2
1356129,2015-05-05,Private garden room in Victorian!,7361147,2013-07-08,"Fair Oaks Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.750835474194346,-122.42341140070398,House,Private room,2,1.0,1.0,1.0,$115.00,$750.00,"$2,250.00",2,365,yesterday,6.0,6.0,6.0,49.0,13,2013-10-18,2015-04-22,98.0,1,0.7
934264,2015-05-04,Brand new apartment in the Mission!,1582521,2012-01-08,"23rd Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.75328746006518,-122.41119064041192,Apartment,Entire home/apt,3,1.0,1.0,1.0,$149.00,"$1,100.00","$3,500.00",1,365,4 days ago,1.0,1.0,1.0,241.0,53,2013-02-26,2015-04-18,94.0,2,2.0
1307717,2015-05-05,Nice private room in the Mission,7108948,2013-06-25,"26th Street, San Francisco, CA 94110, United States",Mission,San Francisco,CA,94110.0,37.74823982093742,-122.4168485120592,Apartment,Private room,2,1.0,1.0,1.0,$135.00,$725.00,"$3,090.00",2,1125,6 days ago,9.0,39.0,65.0,330.0,37,2013-07-15,2015-04-20,98.0,2,1.7
3829016,2015-05-04,Last minute listing-- Spacious room,1742161,2012-02-12,"Dorantes Avenue and Montalvo Avenue, San Francisco, CA 94116, United States",West of Twin Peaks,San Francisco,CA,94116.0,37.74570907905672,-122.46589286301388,House,Private room,3,1.0,1.0,1.0,$385.00,,,1,1125,9 months ago,0.0,0.0,0.0,242.0,0,,,,1,
1641060,2015-05-04,Perfect West Portal Private Suite! ,6869592,2013-06-12,"Portola Drive, San Francisco, CA 94127, United States",West of Twin Peaks,San Francisco,CA,94127.0,37.73931556209762,-122.4621113350344,Apartment,Entire home/apt,4,1.0,2.0,3.0,$225.00,,,3,1125,today,11.0,17.0,40.0,310.0,9,2013-10-20,2014-09-30,96.0,2,0.5
3013520,2015-05-04,small studio in a grate location ,3509116,2012-09-08,"Anza Street apt, San Francisco, CA 94118, United States",Inner Richmond,San Francisco,CA,94118.0,37.78031012435651,-122.45099908024493,Apartment,Entire home/apt,2,1.0,0.0,1.0,$65.00,$490.00,"$1,450.00",28,365,5 weeks ago,0.0,0.0,0.0,188.0,11,2014-06-29,2015-03-31,80.0,2,1.1
1361149,2015-05-04,APT 5 blocks from Golden Gate Park,1089874,2011-08-30,"16th Avenue, San Francisco, CA 94118, United States",Inner Richmond,San Francisco,CA,94118.0,37.78328561669069,-122.47680367351629,Apartment,Entire home/apt,4,1.0,2.0,2.0,$350.00,,,1,1125,12 months ago,0.0,0.0,0.0,265.0,1,2013-08-12,2013-08-12,100.0,1,0.0
5861266,2015-05-05,SUPER Master Bed En-suite @GG Park,10829039,2013-12-26,"Cabrillo Street, San Francisco, CA 94118, United States",Inner Richmond,San Francisco,CA,94118.0,37.775278927226665,-122.46232918642444,House,Private room,2,1.0,1.0,1.0,$250.00,"$1,250.00","$4,501.00",1,1125,3 days ago,0.0,0.0,2.0,125.0,0,,,,4,
5697110,2015-05-05,Contmp Remodel  1 bdm 1ba w/parking,785720,2011-07-06,"Blake Street, San Francisco, CA 94118, United States",Inner Richmond,San Francisco,CA,94118.0,37.7805916924172,-122.45199230076958,Apartment,Entire home/apt,4,1.0,1.0,1.0,$180.00,"$1,400.00","$4,700.00",3,60,a week ago,24.0,54.0,83.0,83.0,1,2015-04-20,2015-04-20,80.0,1,1.0
5616539,2015-05-05,Lovely Luxury Cow Hollow House,6423757,2013-05-16,"Greenwich Street, San Francisco, CA 94123, United States",Marina,San Francisco,CA,94123.0,37.79871858910673,-122.44117212044549,House,Entire home/apt,5,1.0,2.0,2.0,$325.00,,,5,1125,today,12.0,38.0,49.0,98.0,0,,,,1,
4110344,2015-05-05,Hotel Pac Hgts Queen Free Car Park7,20850212,2014-09-02,"Union Street, San Francisco, CA 94123, United States",Marina,San Francisco,CA,94123.0,37.79782036926189,-122.42587349601284,Bed & Breakfast,Entire home/apt,2,1.0,1.0,1.0,$148.00,,,1,1125,2 days ago,7.0,7.0,7.0,203.0,12,2014-10-20,2015-04-16,87.0,12,1.8
5039411,2015-05-04,Cow Hollow 3BR House Near Presidio,13723402,2014-03-31,"Baker Street, San Francisco, CA 94123, United States",Marina,San Francisco,CA,94123.0,37.79834901377088,-122.4459845840274,House,Entire home/apt,4,1.5,3.0,3.0,$550.00,,,3,13,2 weeks ago,30.0,60.0,89.0,362.0,0,,,,1,
731216,2015-05-04,Amazing 2 Bdr. Marina Apt. by GGB,1603887,2012-01-13,"Bay St, San Francisco, CA 94123, United States",Marina,San Francisco,CA,94123.0,37.80162051857966,-122.4453622163132,Apartment,Entire home/apt,5,1.0,2.0,2.0,$215.00,"$4,995.00","$9,995.00",2,25,a week ago,14.0,44.0,74.0,349.0,7,2013-04-11,2014-07-17,100.0,2,0.3
134015,2015-05-04,Marina + Private Deck + GGB!,657837,2011-06-02,"Lombard St, San Francisco, CA 94123, United States",Marina,San Francisco,CA,94123.0,37.80356039109715,-122.42588865524272,Apartment,Entire home/apt,4,1.0,2.0,2.0,$350.00,"$2,200.00","$7,500.00",2,30,yesterday,22.0,44.0,74.0,349.0,39,2011-07-09,2015-04-27,97.0,1,0.8
4449039,2015-05-04,View on the Golden Gate Bridge,23089417,2014-10-28,"Laguna Street, San Francisco, CA 94123, United States",Marina,San Francisco,CA,94123.0,37.802834502117406,-122.43021513796958,Apartment,Entire home/apt,4,1.0,1.0,2.0,$199.00,"$1,250.00",,2,15,3 days ago,7.0,12.0,12.0,12.0,4,2014-11-24,2015-01-17,90.0,1,0.7
1142127,2015-05-05,1 BR Garden Apt in Heart of Marina,1809415,2012-02-25,"Mallorca Way, San Francisco, CA 94123, United States",Marina,San Francisco,CA,94123.0,37.804726406110575,-122.43911498261562,Apartment,Entire home/apt,3,,1.0,2.0,$250.00,,,2,30,a week ago,11.0,21.0,43.0,311.0,21,2013-06-18,2015-04-23,97.0,2,0.9
2050412,2015-05-04,Attic Apartment - marble bath/kitch,10508562,2013-12-08,"Green Street, San Francisco, CA 94123, United States",Marina,San Francisco,CA,94123.0,37.79782086283426,-122.43112882243317,Loft,Entire home/apt,2,1.0,1.0,1.0,$200.00,"$1,400.00","$3,500.00",3,29,17 months ago,30.0,60.0,90.0,365.0,0,,,,1,
939189,2015-05-04,Brand New Condo in Heart of SF,906366,2011-08-01,"Green Street, San Francisco, CA 94123, United States",Marina,San Francisco,CA,94123.0,37.79729323985986,-122.43075171473438,Apartment,Entire home/apt,6,1.0,3.0,4.0,$425.00,"$2,750.00","$9,000.00",3,180,today,12.0,19.0,25.0,170.0,55,2013-02-18,2015-04-20,97.0,3,2.0
741637,2015-05-04,San Francisco House in Marina Dist.,2233400,2012-04-26,"Greenwich St, San Francisco, CA 94123, United States",Marina,San Francisco,CA,94123.0,37.800504711754726,-122.4325247640774,House,Private room,1,1.0,1.0,1.0,$125.00,$800.00,"$2,800.00",1,21,today,18.0,18.0,18.0,141.0,2,2012-11-07,2015-03-19,100.0,1,0.1
3201397,2015-05-04,Amazing deal in Sanfrancisco,6745400,2013-06-04,"Arleta Avenue, San Francisco, CA 94134, United States",Visitacion Valley,San Francisco,CA,94134.0,37.71314430694213,-122.40561240031612,House,Private room,1,1.0,1.0,1.0,$50.00,$270.00,$850.00,20,40,9 months ago,0.0,6.0,36.0,311.0,1,2014-08-16,2014-08-16,60.0,1,0.1
338508,2015-05-04,View Victorian in Pacific Heights,694377,2011-06-12,"Broadway Street, San Francisco, CA 94115, United States",Pacific Heights,San Francisco,CA,94115.0,37.79564450535835,-122.43160993996668,Apartment,Entire home/apt,4,1.0,1.0,1.0,$260.00,,"$6,000.00",2,1125,2 days ago,17.0,36.0,46.0,311.0,24,2014-04-19,2015-04-18,94.0,3,1.9
