price,cdf_decomp,cdf_anchor,cdf_final
79.75,4.25e-05,0.000247425888785,0.00011422406107474999
80.0,4.75e-05,0.000261268404277,0.00012231894149695
80.25,5.25e-05,0.0002757817998577,0.000130648629950195
80.5,5.5e-05,0.0002909930333539,0.00013759756167386502
80.75,5.5e-05,0.0003069298838077,0.00014317545933269498
81.0,5.75e-05,0.0003236209658079,0.000150642338032765
81.25,6e-05,0.0003410957436897,0.000158383510291395
81.5,6.25e-05,0.0003593845455867,0.00016640959095534497
81.75,7e-05,0.0003785185773195,0.000177981502061825
82.0,7.5e-05,0.000398529936107,0.00018823547763745
82.25,8e-05,0.0004194516240838,0.00019880806842933
82.5,8.25e-05,0.0004413175616081,0.00020808614656283502
82.75,8.25e-05,0.0004641626003463,0.00021608191012120498
83.0,8.5e-05,0.0004880225361155,0.000226057887640425
83.25,9.25e-05,0.0005129341214715,0.000239651942515025
83.5,0.0001025,0.0005389350780247,0.000255252277308645
83.75,0.000115,0.0005660641084679,0.00027287243796376504
84.0,0.00012,0.0005943609083021,0.00028602631790573504
84.25,0.0001275,0.0006238661772426,0.00030122816203490997
84.5,0.0001375,0.0006546216302913,0.000318492570601955
84.75,0.0001425,0.0006866700084586,0.00033295950296051
85.0,0.000155,0.0007200550891201,0.000352769281192035
85.25,0.0001575,0.0007548216959923,0.00036656259359730495
85.5,0.00017,0.0007910157087125,0.000387355498049375
85.75,0.0001775,0.0008286840720075,0.000405414425202625
86.0,0.00018,0.000867874804436,0.00042075618155260004
86.25,0.000195,0.0009086370066903,0.00044477295234160495
86.5,0.0002,0.0009510208694428,0.00046285730430498
86.75,0.000225,0.0009950776807226,0.00049452718825291
87.0,0.000235,0.001040859832808,0.0005170509414827999
87.25,0.000275,0.0010884208286216,0.00055969729001756
87.5,0.0002925,0.0011378152876142,0.00058836035066497
87.75,0.0003125,0.0011890989511239,0.0006193096328933651
88.0,0.0003325,0.0012423286871974,0.00065094004051909
88.25,0.0003475,0.0012975624948612,0.0006800218732014199
88.5,0.0003775,0.0013548595078306,0.00071957582774071
88.75,0.00039,0.0014142799976431,0.000748497999175085
89.0,0.0004125,0.0014758853762063,0.000784684881672205
89.25,0.0004225,0.0015397381977481,0.000813533369211835
89.5,0.0004575,0.0016059021601584,0.00085944075605544
89.75,0.0004875,0.0016744421057119,0.0009029297369991649
90.0,0.0005225,0.0017454240211624,0.0009505234074068399
90.25,0.000565,0.0018189150371987,0.001003870263019545
90.5,0.0006025,0.0018949834272523,0.0010548691995383049
90.75,0.000625,0.0019736986056498,0.00109704451197743
91.0,0.0006675,0.0020551311251005,0.001153170893785175
91.25,0.0007,0.0021393526735118,0.0012037734357291299
91.5,0.00073,0.0022264360701255,0.001253752624543925
91.75,0.00077,0.0023164552609683,0.001311259341338905
92.0,0.0008125,0.0024094853136096,0.0013714448597633598
92.25,0.0008475,0.0025056024112223,0.001427835843927805
92.5,0.0009075,0.0026048838459396,0.00150158434607886
92.75,0.0009725,0.0027074080115057,0.001579717804026995
93.0,0.0010275,0.0028132543952138,0.00165251403832483
93.25,0.001065,0.0029225035691295,0.001715126249195325
93.5,0.00112,0.0030352371805966,0.0017903330132088098
93.75,0.0011625,0.0031515379420225,0.001858663279707875
94.0,0.0012425,0.0032714896199414,0.00195264636697949
94.25,0.0013,0.0033951770233544,0.00203331195817404
94.5,0.00136,0.0035226859913463,0.0021169400969712053
94.75,0.0014225,0.0036541033799781,0.002203561182992335
95.0,0.0014775,0.0037895170484562,0.0022867059669596703
95.25,0.00155,0.0039290158445799,0.0023826555456029647
95.5,0.0016375,0.0040726895894681,0.002489816356313835
95.75,0.00171,0.0042206290615684,0.00258872017154894
96.0,0.0017775,0.0043729259799507,0.002685899092982745
96.25,0.0018525,0.0045296729868889,0.002789510545411115
96.5,0.0019525,0.0046909636297362,0.00291096227040767
96.75,0.0020375,0.0048568923420954,0.00302428731973339
97.0,0.0021175,0.0050275544242938,0.0031360190485028297
97.25,0.0022075,0.0052030460231643,0.0032559411081075048
97.5,0.0023425,0.005383464111142,0.0034068374388997
97.75,0.00246,0.005568906464682,0.0035481172626387
98.0,0.0025775,0.0057594716420058,0.0036911900747020297
98.25,0.0026425,0.0059552589601848,0.00380196563606468
98.5,0.0027625,0.0061563684715696,0.00395035396504936
98.75,0.0028625,0.0063629009395732,0.0040876403288506195
99.0,0.0030025,0.0065749578138195,0.004252860234836825
99.25,0.00313,0.0067926412046657,0.004411924421632994
99.5,0.003265,0.0070160538571098,0.00457786884998843
99.75,0.00342,0.0072452991240949,0.004758854693433215
100.0,0.0035625,0.007480480939221,0.00493379332872735
100.25,0.0037125,0.0077217037888783,0.005115721326107405
100.5,0.0038825,0.0079690726838119,0.005312800439334166
100.75,0.004015,0.0082226931301334,0.005487692595546691
101.0,0.0041875,0.0084826710997926,0.005690809884927411
101.25,0.00435,0.0087491130005213,0.005889689550182454
101.5,0.0045325,0.0090221256452669,0.006103868975843415
101.75,0.0046925,0.0093018162211277,0.006305760677394695
102.0,0.00489,0.0095882922578072,0.00653440229023252
102.25,0.0050725,0.0098816615956013,0.006755706558460455
102.5,0.00525,0.0101820323529364,0.00697621132352774
102.75,0.00543,0.0104895128934724,0.0072008295127153395
103.0,0.00565,0.01080421179279,0.0074539741274765
103.25,0.0058425,0.011126237804677,0.007691808231636949
103.5,0.006055,0.0114556998270316,0.00794524493946106
103.75,0.006265,0.0117927068674019,0.008199697403590665
104.0,0.00647,0.0121373680081774,0.008453578802862089
104.25,0.0067,0.0124897923714511,0.008726427330007884
104.5,0.0069425,0.0128500890835727,0.009010156179250444
104.75,0.0071675,0.0132183672394088,0.009285303533793081
105.0,0.0074075,0.0135947358663304,0.00957303255321564
105.25,0.00769,0.0139793038879476,0.009891256360781659
105.5,0.0079625,0.0143721800876084,0.01020588803066294
105.75,0.0082575,0.0147734730716848,0.010538090575089679
106.0,0.00853,0.0151832912326611,0.010858651931431384
106.25,0.00886,0.0156017427120486,0.011219609949217009
106.5,0.0091225,0.0160289353631447,0.011539752377100646
106.75,0.0094,0.0164649767136552,0.01187274184977932
107.0,0.009695,0.0169099739282017,0.012220240874870596
107.25,0.0100675,0.0173640337707356,0.01262128681975746
107.5,0.010455,0.0178272625668736,0.01303529189840576
107.75,0.01079,0.018299766166182,0.013418418158163699
108.0,0.0111025,0.0187816499044239,0.013790202466548364
108.25,0.011435,0.019273018565794,0.014178306498027902
108.5,0.0118125,0.0197739763451585,0.014599016720805474
108.75,0.0121925,0.0202846268103233,0.015024744383613155
109.0,0.01263,0.0208050728643457,0.015491275502520996
109.25,0.0130175,0.0213354167079169,0.015928770847770914
109.5,0.013445,0.021875759801829,0.01639576593064015
109.75,0.013865,0.0224262028295496,0.01686142099034236
110.0,0.014315,0.0229868456599243,0.017350145980973508
110.25,0.01475,0.0235577873100256,0.017832725558508962
110.5,0.015245,0.0241391259081675,0.018357944067858623
110.75,0.0157375,0.0247309586571084,0.018885210529987942
111.0,0.0162075,0.0253333817974575,0.019401558629110124
111.25,0.0167675,0.0259464905713071,0.019980146699957485
111.5,0.0173225,0.0265703791861088,0.020559257715138078
111.75,0.01792,0.0272051407788115,0.02116979927258402
112.0,0.0184275,0.0278508673802828,0.02172567858309898
112.25,0.018985,0.0285076498800273,0.022317927458009555
112.5,0.01954,0.0291755779912261,0.022912452296929134
112.75,0.0201225,0.0298547402161083,0.023528784075637903
113.0,0.02073,0.0305452238116818,0.024165328334088628
113.25,0.0213325,0.031247114755829,0.024802615164540152
113.5,0.021985,0.031960497713795,0.02547642419982825
113.75,0.022575,0.0326854560050791,0.026113659601777684
114.0,0.023235,0.033422071570748,0.0268004750497618
114.25,0.02398,0.0341704249411881,0.027546648729415833
114.5,0.0245825,0.0349305952043098,0.02820433332150843
114.75,0.025235,0.0357026599742225,0.028898680990977872
115.0,0.0259575,0.0364866953603931,0.029642718376137585
115.25,0.0267225,0.0372827759373073,0.030418596578057552
115.5,0.0275325,0.0380909747146393,0.031227966150123757
115.75,0.0282825,0.0389113631079567,0.03200260208778484
116.0,0.029025,0.0397440109099624,0.03277665381848684
116.25,0.029855,0.0405889862622952,0.03361189519180332
116.5,0.030645,0.041446355627899,0.03442547446976465
116.75,0.0314475,0.0423161837639724,0.03525153931739034
117.0,0.032305,0.0431985336955135,0.03611773679342972
117.25,0.03316,0.0440934666894726,0.03698671334131541
117.5,0.0340425,0.0450010422295181,0.037877989780331335
117.75,0.034925,0.045921317991436,0.0387737112970026
118.0,0.03577,0.0468543498191673,0.03964952243670856
118.25,0.0367,0.0478001917014959,0.04058506709552357
118.5,0.03765,0.0487588957493968,0.04153811351228888
118.75,0.0385625,0.0497305121740558,0.04247130426091953
119.0,0.0395925,0.0507150892655662,0.043485406242948166
119.25,0.0405475,0.0517126733723185,0.04445531068031147
119.5,0.04166,0.0527233088810823,0.04553215810837881
119.75,0.0427825,0.0537470381977972,0.04662008836922902
120.0,0.043925,0.0547839017290757,0.04772561560517649
120.25,0.0451075,0.0558339378644275,0.04886175325254963
120.5,0.0461775,0.0568971829592128,0.049929389035724484
120.75,0.047355,0.0579736713183294,0.051071534961415296
121.0,0.0484875,0.0590634351806434,0.05218907731322519
121.25,0.0496275,0.0601665047041667,0.05331615164645834
121.5,0.0507925,0.0612829079519893,0.05446414278319625
121.75,0.052055,0.0624126708789744,0.05568018480764103
122.0,0.053275,0.0635558173192154,0.05687328606172539
122.25,0.0545025,0.0647123689742678,0.05807595414099373
122.5,0.0556575,0.0658823454021562,0.05923619589075467
122.75,0.056915,0.0670657640071634,0.060467767402507186
123.0,0.0582025,0.068262640030407,0.06172354901064245
123.25,0.059625,0.0694729865412085,0.06307179528942297
123.5,0.06096,0.0706968144292575,0.06436788505024013
123.75,0.0622025,0.0719341323975808,0.06560857133915328
124.0,0.063575,0.0731849469563137,0.06693848143470979
124.25,0.0650125,0.0744492624172904,0.06831536684605163
124.5,0.0664575,0.0757270808894425,0.06970185331130488
124.75,0.06789,0.0770184022750297,0.0710849407962604
125.0,0.069355,0.0783232242666909,0.07249387849334182
125.25,0.0708325,0.0796415423453358,0.07391566482086753
125.5,0.0722975,0.0809733497788711,0.07533404742260488
125.75,0.0737575,0.0823186376217801,0.07675389816762304
126.0,0.075255,0.0836773947155518,0.07820283815044313
126.25,0.07683,0.0850496076899761,0.07970686269149163
126.5,0.07837,0.0864352609653104,0.08119284133785865
126.75,0.08001,0.0878343367553196,0.08274851786436185
127.0,0.0816725,0.0892468150712186,0.0843235102749265
127.25,0.08329,0.0906726737265015,0.08587393580427552
127.5,0.0849725,0.0921118883426972,0.08747128591994402
127.75,0.0865475,0.0935644323560418,0.08900342632461464
128.0,0.0882875,0.0950302770250942,0.09064747195878298
128.25,0.09004,0.0965093914393092,0.09230428700375823
128.5,0.09182,0.0980017425285789,0.09398360988500262
128.75,0.0936775,0.0995072950737689,0.09571792827581911
129.0,0.095475,0.1010260117182577,0.0974178541013902
129.25,0.0972925,0.1025578529805176,0.09913537354318117
129.5,0.0990775,0.1041027772677408,0.10083634704370928
129.75,0.10095,0.105660740890551,0.10259875931169285
130.0,0.10289,0.107231698078818,0.10440959432758629
130.25,0.10478,0.1088156009986099,0.10619246034951346
130.5,0.1068,0.1104123997703109,0.10806433991960882
130.75,0.108735,0.1120220424879404,0.10988546487077913
131.0,0.1106675,0.1136444752397046,0.11170944133389663
131.25,0.1127125,0.1152796421298231,0.11361099974543809
131.5,0.1148625,0.1169274853016718,0.11558524485558513
131.75,0.1168775,0.1185879449622777,0.11747615573679718
132.0,0.1190425,0.1202609594082217,0.1194689607928776
132.25,0.1211075,0.121946465052988,0.1214011377685458
132.5,0.12323,0.1236443964558163,0.1233750387595357
132.75,0.12537,0.12535468635211,0.1253646402232385
133.0,0.1275975,0.1270772656854545,0.12741541798990907
133.25,0.129775,0.1288120636413064,0.12943797227445725
133.5,0.132005,0.1305590076824166,0.13149890268884581
133.75,0.1344425,0.1323180235860434,0.13369893325511517
134.0,0.1366275,0.1340890354830381,0.13573903741906335
134.25,0.138975,0.1358719658988535,0.1378889380645987
134.5,0.14126,0.1376667357965619,0.14000235752879667
134.75,0.1435825,0.1394732646219511,0.14214426761768287
135.0,0.1457925,0.1412914703507725,0.14421713962277036
135.25,0.148215,0.1431212695382202,0.1464321943383771
135.5,0.150605,0.1449625773707246,0.1486301520797536
135.75,0.1529225,0.1468153077201397,0.15078498270204888
136.0,0.1552725,0.1486793732003997,0.1529649056201399
136.25,0.1576725,0.1505546852267435,0.15518126482936023
136.5,0.16006,0.1524411540775732,0.15739340392715062
136.75,0.1625425,0.1543386889590452,0.15967116613566584
137.0,0.1649675,0.1562471980724703,0.16191539432536461
137.25,0.1674875,0.1581665886846101,0.16422518103961353
137.5,0.17007,0.1600967672009439,0.16657936852033037
137.75,0.1726425,0.1620376392420039,0.16893079873470135
138.0,0.1751875,0.1639891097228388,0.17126806340299358
138.25,0.177875,0.1659510829356912,0.17370162902749192
138.5,0.1804675,0.167923462635968,0.1760770869225888
138.75,0.183005,0.1699061521315513,0.17842040324604297
139.0,0.18562,0.1718990543755472,0.18081766903144153
139.25,0.1884325,0.173902072062498,0.1833468502218743
139.5,0.1912475,0.1759151077281327,0.18588116270484645
139.75,0.19391,0.1779380638526997,0.18831982234844488
140.0,0.19667,0.1799708429679098,0.19082529503876844
140.25,0.1995725,0.1820133477675359,0.19342679671863758
140.5,0.2025075,0.1840654812216792,0.19605279342758775
140.75,0.2054975,0.18612714669472,0.198717876343152
141.0,0.20834,0.1881982480669519,0.20129038682343317
141.25,0.2111775,0.1902786898598915,0.203862916450962
141.5,0.21407,0.1923683773652428,0.20647443207783497
141.75,0.2169375,0.1944672167774621,0.20907290087211175
142.0,0.21989,0.1965751153299098,0.21172979036546843
142.25,0.22291,0.1986919814344837,0.2144336935020693
142.5,0.225685,0.2008177248246755,0.21698145368863642
142.75,0.228655,0.2029522567019564,0.21965903984568474
143.0,0.23166,0.2050954898853556,0.22236242145987445
143.25,0.2344525,0.2072473389641158,0.22493069363744056
143.5,0.23743,0.2094077204532749,0.2276222021586462
143.75,0.240545,0.211576552951984,0.23040604353319438
144.0,0.243525,0.2137537573043846,0.2331050650565346
144.25,0.2465225,0.215939256762841,0.23581836486699434
144.5,0.249515,0.2181329771532535,0.2385312920036387
144.75,0.252535,0.2203348470422583,0.2412649464647904
145.0,0.2556725,0.2225447979059707,0.24407780426708975
145.25,0.2586975,0.2247627643000202,0.2468203425050071
145.5,0.2616425,0.2269886840305344,0.24951366441068704
145.75,0.26475,0.2292224983257211,0.25231537441400237
146.0,0.2679275,0.2314641520076916,0.25516532820269205
146.25,0.2711675,0.2337135936641276,0.2580586327824447
146.5,0.274195,0.2359707758193851,0.2608165215367848
146.75,0.2774225,0.2382356551045825,0.2637071042866039
147.0,0.280605,0.2405081924262402,0.26657111734918404
147.25,0.283735,0.2427883531329692,0.2694036735965393
147.5,0.2869975,0.2450761071797305,0.2723250125129057
147.75,0.29027,0.2473714292891297,0.2752555002511954
148.0,0.29334,0.2496742991092188,0.2780570046882266
148.25,0.2966625,0.2519847013672449,0.2810252704785357
148.5,0.29994,0.254302626018785,0.28396691910657473
148.75,0.3033075,0.2566280683916611,0.28696969893708135
149.0,0.3067675,0.2589610293240523,0.29003523526341835
149.25,0.3099325,0.2613015152961865,0.29291165535366526
149.5,0.3131925,0.2636495385549752,0.2958524634942413
149.75,0.316655,0.2660051172309924,0.2989275410308474
150.0,0.3199975,0.2683682754471131,0.3019272714064896
150.25,0.3233325,0.2707390434182119,0.3049247901963742
150.5,0.326625,0.2731174575412489,0.30789736013943714
150.75,0.330085,0.2755035604751087,0.31098149616628806
151.0,0.3332875,0.2778974012095478,0.3139009654233417
151.25,0.3366975,0.2802990351226018,0.3169580372929106
151.5,0.34006,0.2827085240258497,0.31998698340904735
151.75,0.3436225,0.2851259361968713,0.32314870266890494
152.0,0.3469525,0.2875513463983282,0.3261620962394149
152.25,0.35038,0.2899848358830545,0.3292416925590691
152.5,0.35395,0.2924264923845868,0.33241677233460537
152.75,0.3572925,0.2948764100925825,0.3354468685324039
153.0,0.3606325,0.2973346896125878,0.33847826636440576
153.25,0.3640175,0.2998014379096626,0.3415418782683819
153.5,0.3673725,0.3022767682353842,0.34458899388238445
153.75,0.370865,0.3047608000377891,0.3477285300132262
154.0,0.374365,0.3072536588538376,0.35087603059884315
154.25,0.3777975,0.3097554761840507,0.35398279166441776
154.5,0.3812775,0.31226638934897,0.3571236112721395
154.75,0.3848575,0.3147865413271855,0.36033266446451495
155.0,0.3884075,0.3173160805746474,0.36352550320112664
155.25,0.3919,0.319855160825127,0.3666843062887945
155.5,0.395495,0.3224039408716268,0.36991312930506937
155.75,0.39893,0.324962584328707,0.3730414045150474
156.0,0.4023875,0.3275312593756501,0.37618781578147753
156.25,0.4059875,0.3301101384805103,0.37943042346817857
156.5,0.4093575,0.3326993981051281,0.3825271643367948
156.75,0.41278,0.3352992183912272,0.38566172643692953
157.0,0.4162025,0.3379097828278289,0.3888000489897401
157.25,0.419805,0.3405312779002073,0.39205919726507255
157.5,0.42335,0.3431638927207481,0.39528486245226185
157.75,0.4266975,0.3458078186420585,0.3983861115247205
158.0,0.430025,0.3484632488528217,0.4014783870984876
158.25,0.43341,0.3511303779568684,0.404612132284904
158.5,0.43684,0.3538094015360727,0.40777929053762546
158.75,0.4403875,0.3565005156977037,0.41102705549419627
159.0,0.4438825,0.3592039166069333,0.4142449958124267
159.25,0.4472775,0.3619198000052697,0.4174023050018444
159.5,0.4507475,0.3646483607157414,0.4206128012505095
159.75,0.4540525,0.3673897921357112,0.42372055224749894
160.0,0.4575575,0.3701442857182712,0.4269628750013949
160.25,0.461065,0.3729120304432073,0.43021146065512256
160.5,0.46453,0.3756932122785904,0.43343712429750664
160.75,0.468,0.3784880136340892,0.4366708047719312
161.0,0.471625,0.3812966128071632,0.4400100644825071
161.25,0.47493,0.3841191834233216,0.4431462141981626
161.5,0.4783925,0.3869558938716834,0.44638968785508915
161.75,0.4818725,0.389806906737133,0.4496495423579965
162.0,0.485235,0.3926723782303616,0.45283808238062656
162.25,0.4886125,0.3955524576171376,0.4560414851659982
162.5,0.4920325,0.3984472866481998,0.4592776753268699
162.75,0.49554,0.4013569989911311,0.46257594964689586
163.0,0.4990575,0.4042817196656662,0.46588597688298317
163.25,0.5023725,0.4072215644838168,0.46906967256933585
163.5,0.5058475,0.4101766394963008,0.4723626988237053
163.75,0.5092325,0.4131470404466735,0.4756025891563357
164.0,0.512635,0.4161328522346469,0.47885924828212645
164.25,0.5161175,0.4191341483900079,0.4821733269365027
164.5,0.5196525,0.4221509905585923,0.4855269716955073
164.75,0.52305,0.4251834280017188,0.4887966998006016
165.0,0.52645,0.4282314971105079,0.49207352398867776
165.25,0.52992,0.4312952209364412,0.4954013273277544
165.5,0.5332775,0.4343746087395388,0.4986614880588386
165.75,0.5365975,0.4374696555554569,0.5019027544444099
166.0,0.540035,0.4405803417828174,0.5052258696239862
166.25,0.543325,0.44370663279199,0.5084585714771965
166.5,0.5466925,0.4468484785565366,0.5117470924947878
166.75,0.5499825,0.4500058133084792,0.5149906596579678
167.0,0.5533125,0.4531785552184787,0.5182656193264675
167.25,0.556635,0.456366606101958,0.5215410621356853
167.5,0.559765,0.459569851152171,0.5246966979032599
167.75,0.56317,0.4627881587011096,0.5280363555453883
168.0,0.5664025,0.4660213800091131,0.5312691080031896
168.25,0.56978,0.46926934908395,0.5346012721793825
168.5,0.573025,0.4725318825300677,0.5378524088855237
168.75,0.576315,0.4758087794286507,0.5411378228000278
169.0,0.5795675,0.479099821249029,0.5444038124371602
169.25,0.582975,0.4824047717918976,0.5477754201271642
169.5,0.586295,0.4857233771647384,0.5510949320076585
169.75,0.58956,0.489055365789762,0.5543833780264167
170.0,0.592725,0.4924004484445439,0.5576114069555903
170.25,0.5960675,0.4957583183355403,0.5609592864174391
170.5,0.599235,0.4991286512044753,0.5641977779215663
170.75,0.602255,0.5025111054675939,0.5673446369136579
171.0,0.6054675,0.5059053223876461,0.5706207378356761
171.25,0.608645,0.5093109262783696,0.5738780741974294
171.5,0.611735,0.5127275247411899,0.5770823836594166
171.75,0.6148925,0.5161547089337399,0.580334273126809
172.0,0.6179725,0.5195920538697454,0.583539343854411
172.25,0.621115,0.5230391187497105,0.5867884415623987
172.5,0.6242925,0.5264954473217801,0.590063531562623
172.75,0.6272325,0.5299605682720796,0.5931873238952279
173.0,0.6303825,0.5334339956437257,0.5964505234753039
173.25,0.6333875,0.5369152292836745,0.5996222052492861
173.5,0.6365375,0.540403755316468,0.6028906893607637
173.75,0.6395,0.5438990466438869,0.6060396663253603
174.0,0.642565,0.5474005634694531,0.6092574472143086
174.25,0.6456175,0.5509077538466599,0.6124690888463309
174.5,0.6486675,0.5544200542497398,0.6156808939874089
174.75,0.6515375,0.5579368901657894,0.6187772865580263
175.0,0.654485,0.5614576767069029,0.6219254368474161
175.25,0.657515,0.5649818192410504,0.6251283867343675
175.5,0.660465,0.5685087140402938,0.6282802999141028
175.75,0.66346,0.5720377489449777,0.6314622121307423
176.0,0.666315,0.5755683040424151,0.6345536564148453
176.25,0.6692525,0.5790997523586571,0.63769903832553
176.5,0.6720525,0.582631460561816,0.6407551361966357
176.75,0.674895,0.586162789675457,0.6438387263864099
177.0,0.677775,0.5896930958005571,0.646946333530195
177.25,0.68067,0.5932217308444565,0.6500631057955598
177.5,0.683395,0.596748043255317,0.653068565139361
177.75,0.686285,0.6002713787605254,0.6561802325661839
178.0,0.689105,0.6037910811074988,0.6592451283876246
178.25,0.6919,0.6073064928054033,0.6622922724818912
178.5,0.6947925,0.6108169558662442,0.6654010595531855
178.75,0.6976925,0.6143218125438392,0.6685127593903437
179.0,0.70043,0.617820406069199,0.6715166421242196
179.25,0.70318,0.6213120813808632,0.6745262284833022
179.5,0.70594,0.6247961858487759,0.6775396650470715
179.75,0.7086075,0.6282720699902836,0.6804900994965992
180.0,0.711505,0.6317390881769328,0.6835869308619265
180.25,0.714205,0.6351965993307008,0.6865520597657453
180.5,0.716795,0.6386439676084528,0.6894421386629584
180.75,0.7195325,0.6420805630732972,0.6924243220756541
181.0,0.722165,0.645505762351739,0.6953342668231086
181.25,0.7249125,0.6489189492754549,0.6983147572464092
181.5,0.7274725,0.652319515506587,0.7011689554273054
181.75,0.730025,0.6557068611455757,0.7040136514009515
182.0,0.732525,0.6590803953205071,0.7068193883621775
182.25,0.73505,0.66243953675709,0.7096363378649815
182.5,0.7377825,0.6657837143283912,0.7125829250149369
182.75,0.7401,0.6691123675835379,0.7152543286542383
183.0,0.74255,0.6724249472546528,0.7180062315391285
183.25,0.74504,0.6757209157413395,0.7207783205094689
183.5,0.747425,0.6789997475721282,0.7234761616502449
183.75,0.7499125,0.6822609298423236,0.7262344504448133
184.0,0.75235,0.6855039626277686,0.728953886919719
184.25,0.754875,0.688728359374132,0.7317236757809462
