price,cdf_decomp,cdf_anchor,cdf_final
79.5,2e-05,2.44488668371438e-05,2.155710339300033e-05
79.75,2e-05,2.628797762170136e-05,2.2200792167595475e-05
80.0,2.25e-05,2.8251294625281597e-05,2.451295311884856e-05
80.25,3e-05,3.0346180102250862e-05,3.01211630357878e-05
80.5,3.25e-05,3.2580365330290525e-05,3.252812786560168e-05
80.75,4e-05,3.496196515832055e-05,3.823668780541219e-05
81.0,4.25e-05,3.7499492923606285e-05,4.07498225232622e-05
81.25,4.75e-05,4.020187573793684e-05,4.49456565082779e-05
81.5,5.25e-05,4.3078470142316974e-05,4.920246454981094e-05
81.75,5.25e-05,4.613907812907815e-05,5.0273677345177354e-05
82.0,6e-05,4.9393963529855586e-05,5.6287887235449455e-05
82.25,6.25e-05,5.285386876731425e-05,5.912385406855999e-05
82.5,6.25e-05,5.6530031968006e-05,6.04105111888021e-05
82.75,6.25e-05,6.0434204433167136e-05,6.17769715516085e-05
83.0,6.75e-05,6.45786684637238e-05,6.647753396230334e-05
83.25,7e-05,6.8976255535197e-05,6.964168943731894e-05
83.5,7.75e-05,7.364036481762181e-05,7.614912768616763e-05
83.75,8e-05,7.8584982034979e-05,7.950474371224266e-05
84.0,8.5e-05,8.382469865809224e-05,8.458864453033229e-05
84.25,9e-05,8.937473142425782e-05,8.978115599849023e-05
84.5,0.0001,9.525094217633688e-05,9.83378297617179e-05
84.75,0.00011,0.00010146985801335129,0.00010701445030467295
85.0,0.0001225,0.00010804869174402992,0.00011744204211041047
85.25,0.0001325,0.0001150053626341167,0.00012637687692194086
85.5,0.0001425,0.0001223585174375867,0.00013545048110315535
85.75,0.0001475,0.000130127551701295,0.00014141964309545327
86.0,0.00016,0.00013833263133195098,0.00015241642096618286
86.25,0.0001725,0.0001469947144136325,0.00016357315004477137
86.5,0.0001825,0.00015613557326340152,0.00017327245064219053
86.75,0.00019,0.00016577781671201806,0.00018152223584920634
87.0,0.0002025,0.00017594491259598883,0.00019320571940859607
87.25,0.0002125,0.0001866612104466173,0.00020345642365631605
87.5,0.0002275,0.000197951964361102,0.0002171581875263857
87.75,0.00024,0.00020984335604000304,0.00022944517461400104
88.0,0.0002575,0.000222362517974916,0.0002452018812912206
88.25,0.0002925,0.0002355375567694086,0.000272563144869293
88.5,0.000315,0.00024939757657582034,0.0002920391518015371
88.75,0.0003425,0.0002639727026297792,0.00031501544592042274
89.0,0.0003575,0.0002792941048638378,0.00033012793670234323
89.25,0.000395,0.00029539402158096785,0.00036013790755333875
89.5,0.0004175,0.00031230578316804823,0.0003806820241088169
89.75,0.00044,0.000330063835829103,0.00040152234254018607
90.0,0.00047,0.00034870376531722454,0.00042754631786102857
90.25,0.000485,0.0003682623206439663,0.00044414181222538824
90.5,0.0005225,0.00038877743774405263,0.00047569710321041837
90.75,0.000555,0.00041028826307320946,0.0005043508920756234
91.0,0.00059,0.0004328351771160534,0.0005349923119906188
91.25,0.0006325,0.0004564598177808704,0.0005708859362233046
91.5,0.000675,0.00048120510365737143,0.00060717178628008
91.75,0.0007,0.0005071152571133874,0.0006324903399896856
92.0,0.000725,0.0005342358272059487,0.000658232539522082
92.25,0.0007625,0.000562613712381758,0.0006925397993336154
92.5,0.0008225,0.0005922971829419501,0.0007419290140296826
92.75,0.00087,0.0006233359032454417,0.0007836675661359046
93.0,0.0009275,0.0006557809536253,0.000832398333768855
93.25,0.0009875,0.0006896848519916794,0.0008832646981970879
93.5,0.0010425,0.000725101575095441,0.0009314105512834045
93.75,0.0011075,0.0007620865794256014,0.0009866053027989606
94.0,0.00114,0.0008006968217141629,0.0010212438875999569
94.25,0.00121,0.0008409907790213469,0.0010808467726574713
94.5,0.00127,0.0008830284683744882,0.0011345599639310709
94.75,0.0013275,0.000926871465933399,0.0011872800130766897
95.0,0.001425,0.0009725829256553207,0.0012666540239793622
95.25,0.00149,0.001020227597432227,0.0013255796591012795
95.5,0.0015575,0.0010698718446736112,0.001386830145635764
95.75,0.0016225,0.0011215836613076091,0.0014471792814576632
96.0,0.0017125,0.001175432688173568,0.0015245264408607487
96.25,0.00179,0.0012314902287794039,0.0015945215800727912
96.5,0.001885,0.001289829264396752,0.0016766902425388631
96.75,0.0019725,0.0013505244684678566,0.00175480856396375
97.0,0.0020775,0.0014136522202975526,0.0018451532771041434
97.25,0.00217,0.0014792906180045745,0.0019282517163016011
97.5,0.002265,0.0015475194907062862,0.0020138818217472
97.75,0.002375,0.0016184204099116053,0.0021101971434690616
98.0,0.0024875,0.0016920767000967777,0.002209101845033872
98.25,0.002605,0.0017685734484394408,0.0023122507069538046
98.5,0.0027325,0.0018479975136869164,0.002422924129790421
98.75,0.0028625,0.001930437534134316,0.0025362781369470105
99.0,0.002985,0.0020159839346897035,0.002645844377141396
99.25,0.003105,0.00210472893300311,0.0027549051265510884
99.5,0.00328,0.002196766544637097,0.002900868290622984
99.75,0.0034475,0.002292192587257384,0.0030431424055400846
100.0,0.0035925,0.002391104683821937,0.003172011639337678
100.25,0.0036975,0.002493602264748481,0.0032761357926619685
100.5,0.003875,0.002599786569040391,0.003428675299164137
100.75,0.0040525,0.002709760644351629,0.0035825412255230697
101.0,0.0042325,0.0028236293459724775,0.003739395271090367
101.25,0.0044175,0.0029414993347185114,0.003900899767151479
101.5,0.00457,0.0030634790737054276,0.004042717675796901
101.75,0.0047525,0.00318967882399421,0.004205512588397973
102.0,0.00493,0.003320210639090414,0.004366573723681645
102.25,0.005125,0.0034551883582845146,0.004540565925399581
102.5,0.0053275,0.0035947275988179,0.004721029659586265
102.75,0.00552,0.0037389457468636365,0.004896631011402273
103.0,0.005725,0.0038879619473087463,0.005082036681558062
103.25,0.0059475,0.00404189709232813,0.005280538982314845
103.5,0.006175,0.004200873808739451,0.0054840558330588075
103.75,0.0064375,0.004365016444130937,0.005712130755445828
104.0,0.006715,0.004534451051752735,0.005951807868113457
104.25,0.0069875,0.004709305374166853,0.006190131880958398
104.5,0.0072825,0.0048897088256475985,0.00644502308897666
104.75,0.0075575,0.005075792473329205,0.006688902365665222
105.0,0.00784,0.005267689017095765,0.006939691155983517
105.25,0.0080775,0.0054655327682117385,0.007163311468874108
105.5,0.008375,0.005669459626689373,0.0074280608693412815
105.75,0.0086425,0.00587960705739496,0.007675487470088236
106.0,0.00903,0.006096114064891585,0.008003139922712054
106.25,0.0093425,0.006319121167022247,0.008284317408457786
106.5,0.009675,0.0065487703672337085,0.008580819628531798
106.75,0.010075,0.006785205125646648,0.008923571793976327
107.0,0.0103975,0.007028570328875578,0.009218374615106453
107.25,0.0107375,0.007279012258604875,0.009527029290511706
107.5,0.01114,0.0075366785589273426,0.00987883749562457
107.75,0.0115425,0.007801718202454595,0.010233226370859109
108.0,0.011985,0.008074281455206136,0.010616248509322149
108.25,0.0124025,0.008354519840290058,0.01098570694410152
108.5,0.01282,0.008642586100384498,0.011357905135134575
108.75,0.01319,0.008938634159032384,0.011702021955661335
109.0,0.013595,0.009242819080764688,0.01207173667826764
109.25,0.01403,0.009555297030064327,0.012463853960522516
109.5,0.01457,0.009876225229187758,0.012927178830215715
109.75,0.015035,0.010205761914859775,0.013344766670200922
110.0,0.0155375,0.010544066293860661,0.01378979820285123
110.25,0.0160825,0.01089129849752184,0.014265579474132643
110.5,0.0166775,0.011247619535152567,0.014777041837303398
110.75,0.01722,0.011613191246414639,0.015257616936245123
111.0,0.017845,0.011988176252671038,0.015795111688434865
111.25,0.0184325,0.012372737907326367,0.01631158326756423
111.5,0.01901,0.012767040245185967,0.01682496408581509
111.75,0.019585,0.013171247930856096,0.017340186775799633
112.0,0.020195,0.01358552620621123,0.01788168417217393
112.25,0.0207575,0.01401004083695461,0.018395889292934113
112.5,0.02149,0.014444958058296993,0.019024235320403947
112.75,0.022235,0.014890444519785063,0.019664405581924775
113.0,0.02296,0.015346667229303746,0.020295333530256313
113.25,0.023665,0.015813793496285096,0.020917077723699783
113.5,0.0243875,0.016291990874151716,0.0215540718059531
113.75,0.0251325,0.016781427102025893,0.02220962448570906
114.0,0.0259075,0.01728227004573704,0.022888669516007966
114.25,0.026735,0.01779468763815655,0.023605890673354793
114.5,0.0275075,0.018318847818896946,0.02429147173661393
114.75,0.02841,0.01885491847340478,0.025065721465691672
115.0,0.02921,0.01940306737148333,0.025777573580019166
115.25,0.0300275,0.019963462105278416,0.026505086736847445
115.5,0.030915,0.020536270026763514,0.027282444509367232
115.75,0.0317575,0.021121658184758068,0.028034955364665326
116.0,0.03265,0.021719793261515408,0.02882442764153039
116.25,0.0336675,0.02233084150891758,0.029699669528121156
116.5,0.0346225,0.02295496868431159,0.030538864039509055
116.75,0.035505,0.02359233998602634,0.03133556899510922
117.0,0.03647,0.024243119988606395,0.032190591996012236
117.25,0.037465,0.024907472577798868,0.0330698654022296
117.5,0.0385025,0.02558556088533541,0.0339815713098674
117.75,0.039515,0.02627754722354146,0.03488189152823951
118.0,0.040565,0.02698359301981744,0.0358115075569361
118.25,0.0416975,0.027703858751024085,0.03679972556285843
118.5,0.0428525,0.028438503877816396,0.03780760135723574
118.75,0.0438925,0.029187686778959783,0.038745815372635925
119.0,0.0450725,0.029951564685670562,0.03978017263998469
119.25,0.0462375,0.03073029361601649,0.04080997776560577
119.5,0.047495,0.031524028309420325,0.041905159908297115
119.75,0.04879,0.03233292216130014,0.043030022756455046
120.0,0.0501225,0.0331571271578882,0.04418461950526087
120.25,0.05141,0.033996793811267,0.04531537783394345
120.5,0.0527,0.034852071094657565,0.04645322488313015
120.75,0.053995,0.03572310637800242,0.04759983723230085
121.0,0.0554475,0.03661004536387727,0.048854390877357046
121.25,0.0568725,0.03751303202377358,0.05009668620832076
121.5,0.058235,0.03843220853478472,0.05130402298717465
121.75,0.059585,0.03936771521673581,0.052508950325857534
122.0,0.06105,0.04031969046979346,0.05379439166442771
122.25,0.062535,0.04128827071259108,0.05509864474940687
122.5,0.063955,0.0422735903209088,0.05636650661231808
122.75,0.0654125,0.043275781566938155,0.05766464854842836
123.0,0.0670325,0.04429497455917441,0.05907436609571104
123.25,0.06862,0.045331297182962325,0.06046895401403682
123.5,0.0701575,0.046384875041738556,0.06183708126460849
123.75,0.0717575,0.04745583139899716,0.06325191598964901
124.0,0.0733725,0.04854428712101914,0.06468262549235669
124.25,0.074925,0.04965036062038833,0.06607887621713593
124.5,0.0765825,0.05077416780033767,0.06754958373011818
124.75,0.078395,0.05191582199994797,0.0691272876999818
125.0,0.0799775,0.053075433940233945,0.07056177687908188
125.25,0.0817075,0.05425311167114762,0.07209846408490167
125.5,0.0835725,0.05544896051953248,0.07372926118183637
125.75,0.08531,0.05666308303804304,0.07528357906331506
126.0,0.087215,0.0578955789550816,0.07695320263427856
126.25,0.0891375,0.05914654512575445,0.07864066579401406
126.5,0.090805,0.060416075483892745,0.08016887641936246
126.75,0.0926225,0.06170426099515598,0.08180111634830459
127.0,0.0945,0.06301118961124218,0.08347891636393476
127.25,0.096325,0.06433694622523473,0.08512918117883214
127.5,0.09842,0.06568161262810461,0.08696156441983662
127.75,0.10038,0.06704526746638892,0.08871284361323611
128.0,0.1024925,0.0684279862010801,0.09056992017037803
128.25,0.1045175,0.06982984106772733,0.09237681937370457
128.5,0.10649,0.07125090103778786,0.09415631536322575
128.75,0.1086,0.07269123178123617,0.09603193112343265
129.0,0.110775,0.07415089563045849,0.09795656347066048
129.25,0.112745,0.07562995154544146,0.0997547330409045
129.5,0.115025,0.07712845508027794,0.10176120927809729
129.75,0.1171325,0.07864645835100044,0.10366238542285015
130.0,0.119395,0.08018401000476888,0.10567115350166911
130.25,0.12164,0.08174115519040553,0.10767540431664194
130.5,0.123815,0.08331793553031352,0.10964102743560973
130.75,0.12624,0.08491438909377419,0.11177603618282098
131.0,0.1285225,0.08653055037164398,0.11382531763007539
131.25,0.13101,0.08816645025245784,0.11601475758836025
131.5,0.1334025,0.08982211599994572,0.11814936559998102
131.75,0.1357875,0.091497571231976,0.1202860249311916
132.0,0.138155,0.09319283590093341,0.12241824256532668
132.25,0.1405525,0.09490792627553196,0.12457689919643619
132.5,0.14313,0.09664285492407415,0.12685949922342596
132.75,0.14572,0.09839763069916135,0.12915717074470645
133.0,0.1481825,0.10017225872385527,0.13137891555334935
133.25,0.150645,0.10196674037929909,0.13360760913275468
133.5,0.1532225,0.10378107329379332,0.13591800065282766
133.75,0.155865,0.10561525133333849,0.13827758796666847
134.0,0.1584575,0.10746926459363271,0.14061161760777144
134.25,0.1611,0.10934309939352982,0.14298508478773544
134.5,0.1638625,0.11123673826995922,0.1454434833944857
134.75,0.166615,0.1131501599743035,0.14790230599100623
135.0,0.169465,0.11508333947022326,0.15043141881457814
135.25,0.172075,0.11703624793293949,0.15281143677652884
135.5,0.1748875,0.11900885274995526,0.15532997346248434
135.75,0.1777175,0.12100111752322085,0.1578667661331273
136.0,0.180655,0.12301300207273141,0.160480300725456
136.25,0.18354,0.1250444624415441,0.16306656185454044
136.5,0.1865525,0.12709545090222973,0.1657425328157804
136.75,0.1893575,0.129165915964713,0.16829044558764955
137.0,0.1922025,0.13125580238553192,0.17087115583493617
137.25,0.1950775,0.13336505117847186,0.17347814291246513
137.5,0.19796,0.1354935996265932,0.17609675986930762
137.75,0.2010175,0.13764138129561038,0.17883585845346361
138.0,0.203835,0.1398083260486423,0.1814256641170248
138.25,0.2068575,0.14199436006229155,0.18415540102180206
138.5,0.20983,0.14419940584406193,0.18685929204542168
138.75,0.21273,0.14642338225108237,0.18952268378787882
139.0,0.21584,0.1486662045101358,0.19232917157854754
139.25,0.2189625,0.15092778423896797,0.1951503494836388
139.5,0.22223,0.15320802946886414,0.19807231031410244
139.75,0.2255125,0.15550684466848058,0.2010105206339682
140.0,0.2286975,0.15782413076890162,0.20389182076911555
140.25,0.2319625,0.16015978518992047,0.20683154981647217
140.5,0.235205,0.16251370186750685,0.20976304565362738
140.75,0.238425,0.1648857712824644,0.21268626994886256
141.0,0.24168,0.1672758804902394,0.21563855817158378
141.25,0.2448875,0.1696839131518661,0.21856624460315316
141.5,0.248075,0.1721097495660358,0.22148716234811253
141.75,0.25143,0.174553266702262,0.2245231433457917
142.0,0.2546025,0.17701433823511592,0.22744664338229056
142.25,0.257775,0.17949283457952586,0.23037624210283406
142.5,0.2610675,0.18198862292710227,0.23338989302448582
142.75,0.264415,0.18450156728347056,0.2364452985492147
143.0,0.267825,0.1870315285065995,0.23954728497730982
143.25,0.2711825,0.18957836434608843,0.24262105252113098
143.5,0.2747875,0.19214192948338998,0.24586155031918652
143.75,0.2782,0.1947220755729599,0.24898272645053598
144.0,0.2817325,0.1973186512842936,0.25218765294950274
144.25,0.28513,0.19993150234483026,0.2553105258206906
144.5,0.28853,0.202560471583704,0.2584406650542964
144.75,0.2918575,0.2052053989763124,0.26152926464170934
145.0,0.29523,0.20786612168967916,0.2646526425913877
145.25,0.298645,0.21054247412859023,0.26780911594500656
145.5,0.3022275,0.21323428798246247,0.27107987579386184
145.75,0.305925,0.21594139227294556,0.27443073729553097
146.0,0.30937,0.21866361340220852,0.27762276469077296
146.25,0.312895,0.22140077520188922,0.28087202132066125
146.5,0.3163575,0.22415269898269424,0.28408581964394297
146.75,0.3200225,0.22691920358460976,0.28743634625461345
147.0,0.3235675,0.2297001054277013,0.2907139118996955
147.25,0.3272425,0.23249521856347982,0.2940809514972179
147.5,0.330935,0.23530435472680156,0.29746427415438054
147.75,0.3345375,0.2381273233882779,0.3007939381858973
148.0,0.3382775,0.2409639318071808,0.30421775113251326
148.25,0.3419025,0.24381398508479846,0.30757151977967945
148.5,0.3455475,0.24667728621821988,0.31094292517637695
148.75,0.3493125,0.24955363615454268,0.31439689765408996
149.0,0.35298,0.25244283384544686,0.31779199184590645
149.25,0.356825,0.2553446763021338,0.3213068867057468
149.5,0.360475,0.25825895865059134,0.32469938552770694
149.75,0.364225,0.26118547418716054,0.3281611659655062
150.0,0.3679375,0.26412401443439304,0.3316027800520375
150.25,0.37166,0.26707436919714467,0.3350550292190006
150.5,0.3754375,0.2700363266189114,0.338547089316619
150.75,0.37913,0.27300967323836517,0.34198788563342786
151.0,0.382655,0.27599419404605996,0.345323717916121
151.25,0.38646,0.27898967254130747,0.34884538538945764
151.5,0.3902375,0.281995890789164,0.35235293677620744
151.75,0.3939575,0.28501262947754163,0.35582679531713957
152.0,0.3976925,0.2880396679743783,0.3593140087910324
152.25,0.4014025,0.2910767843848844,0.3627884995347095
152.5,0.405105,0.29412375560881376,0.36626156446308483
152.75,0.408885,0.2971803573977438,0.36978837508921036
153.0,0.4126025,0.3002463644123467,0.37327785254432133
153.25,0.416255,0.3033215502796246,0.3767282925978686
153.5,0.420095,0.30640568765007925,0.3803037406775277
153.75,0.4238925,0.3094985482548166,0.3838546168891858
154.0,0.427495,0.3125999029625253,0.3872817160368839
154.25,0.43125,0.31570952183635825,0.3908108326427254
154.5,0.4349175,0.3188271741906499,0.3942858859667274
154.75,0.438565,0.32195262864746904,0.39775067002661413
155.0,0.442295,0.3250856531929961,0.4012717286175486
155.25,0.4459075,0.32822601523367534,0.4047189803317864
155.5,0.4496825,0.33137348165215774,0.4082743435782552
155.75,0.4534925,0.33452781886298344,0.41185486160204426
156.0,0.457265,0.3376887928680031,0.4154133275038011
156.25,0.4610475,0.3408561693115136,0.41898053425902976
156.5,0.46473,0.3440297135350884,0.4224848997372809
156.75,0.46838,0.3472091906320946,0.42597021672123314
157.0,0.47213,0.35039436550184877,0.42952252792564705
157.25,0.475785,0.35358500290344463,0.4330150010162056
157.5,0.4794875,0.3567808675091761,0.43654017862821165
157.75,0.4831575,0.3599817239575989,0.4400459783851596
158.0,0.48682,0.36318733690615757,0.44354856791715513
158.25,0.49048,0.36639747108341203,0.44705111487919424
158.5,0.49402,0.36961189134080624,0.4504771619692822
158.75,0.4977075,0.37283036270400394,0.4540005019464014
159.0,0.5012925,0.3760526504237311,0.4574585526483059
159.25,0.5050175,0.3792785200261575,0.4610088570091551
159.5,0.5086,0.3825077373627731,0.46446770807697063
159.75,0.5126175,0.38574006865975,0.46821039903091244
160.0,0.51627,0.38897528056679015,0.47171684819837656
160.25,0.5197275,0.3922131402054296,0.4750974740719004
160.5,0.523245,0.3954534152168012,0.4785179453258804
160.75,0.52677,0.3986958738088329,0.4819440558330915
161.0,0.530615,0.40194028480287314,0.4855788496810056
161.25,0.5342875,0.405186417679745,0.4891021211879108
161.5,0.5379875,0.4084340426251947,0.49264378991881813
161.75,0.5415475,0.4116829305747418,0.4960949007011596
162.0,0.5450325,0.4149328532579148,0.49949762364027017
162.25,0.5487025,0.41818358324187727,0.5030208791346571
162.5,0.5522375,0.42143489397439476,0.5064565878910382
162.75,0.5558075,0.4246865598261984,0.5099151709391694
163.0,0.55931,0.4279383561326631,0.513329924646432
163.25,0.5627875,0.4311900592348635,0.5167283957322022
163.5,0.5663975,0.4344414465199432,0.5202128812819802
163.75,0.56978,0.43769229646082186,0.5235493037612876
164.0,0.573285,0.4409423886552338,0.5269650860293318
164.25,0.5768125,0.44419150386406214,0.5303951513524218
164.5,0.5804525,0.44743942404901127,0.5338979234171539
164.75,0.5839275,0.4506859324095661,0.5372929513433482
165.0,0.5875025,0.453930813419256,0.5407524096967397
165.25,0.5909225,0.45717385286121953,0.5441104735014268
165.5,0.5943125,0.46041483786305093,0.5474483182520679
165.75,0.597735,0.46365355693095217,0.5508064949258332
166.0,0.6010025,0.46688979998314983,0.5540630549941025
166.25,0.6042675,0.4701233583825976,0.5573170504339091
166.5,0.6078425,0.4733540249689731,0.5607715337391406
166.75,0.6110625,0.4765815940899248,0.5639941829314736
167.0,0.6144675,0.4798058616316084,0.567335926571063
167.25,0.617675,0.48302662504849353,0.5705480687669727
167.5,0.6211225,0.4862436833924345,0.5739149141873521
167.75,0.624395,0.48945683734101736,0.5771666430693561
168.0,0.627765,0.49266588922516164,0.5804803112288066
168.25,0.63117,0.49587064305600864,0.583815225069603
168.5,0.6345875,0.4990709045510592,0.5871566915928708
168.75,0.637795,0.5022664811595906,0.5903600184058567
169.0,0.641115,0.5054571820873313,0.5936347637305659
169.25,0.6443425,0.5086428183204152,0.5968476114121454
169.5,0.64755,0.5118232026485959,0.6000456209270085
169.75,0.650835,0.5149981496877368,0.6032921023907079
170.0,0.65393,0.5181674759015675,0.6064131165655486
170.25,0.657075,0.5213309996227221,0.6095645998679526
170.5,0.660405,0.5244885410730493,0.6128342393755672
170.75,0.663565,0.5276399223832028,0.6159912228341209
171.0,0.66663,0.5307849676115102,0.6190842386640285
171.25,0.66953,0.533923502762123,0.622067725966743
171.5,0.6726225,0.5370553558024697,0.6251739995308644
171.75,0.6757825,0.5401803566799769,0.6283217498379918
172.0,0.67885,0.5432983373381012,0.6314069180683354
172.25,0.6818975,0.5464091317316588,0.6344765711060807
172.5,0.6849875,0.5495125758414423,0.6375712765445047
172.75,0.6879875,0.5526085076881598,0.640604852690856
173.0,0.69095,0.5556967673456839,0.6436113685709893
173.25,0.69391,0.5587771969536033,0.6466135189337612
173.5,0.69698,0.5618496407291148,0.6496843742551902
173.75,0.6999275,0.5649139449782201,0.652672755742377
174.0,0.70295,0.5679699581062736,0.6557069853371957
174.25,0.7057225,0.5710175306278492,0.6585757607197472
174.5,0.7086125,0.5740565151759647,0.6615179053115876
174.75,0.71156,0.5770867665106462,0.6644943682787261
175.0,0.7144275,0.5801081415268472,0.6674157245343966
175.25,0.717235,0.5831204992617252,0.6702949247416038
175.5,0.7201625,0.5861237009013026,0.6732489203154559
175.75,0.723,0.5891176097864697,0.6761411634252643
176.0,0.7259,0.5921020914184012,0.6790707319964404
176.25,0.728785,0.5950770134633376,0.6819872047121682
176.5,0.7315325,0.5980422457567602,0.6848109110148661
176.75,0.7342825,0.6009976603069878,0.6876328061074457
177.0,0.7370725,0.6039431312981491,0.6904772209543522
177.25,0.73975,0.6068785350926054,0.6932449872824119
177.5,0.74248,0.6098037502327638,0.6960433125814673
177.75,0.7452875,0.6127186574423394,0.6988884051048188
178.0,0.747915,0.6156231396270568,0.70161284886947
178.25,0.7506925,0.618517081874778,0.7044311036561723
178.5,0.7532875,0.6214003714551057,0.707127005009287
178.75,0.7559825,0.6242728978184349,0.7098841392364522
179.0,0.758555,0.6271345525944734,0.7125578434080657
179.25,0.761235,0.6299852295902422,0.7152975803565848
179.5,0.7637575,0.632824824787565,0.7179310636756477
179.75,0.7661925,0.6356532363400408,0.7205037577190143
180.0,0.7686225,0.6384703645695226,0.723069252599333
180.25,0.7711475,0.6412761119621111,0.725692514186739
180.5,0.77355,0.6440703831636576,0.7282321341072802
180.75,0.775975,0.6468530849747941,0.730782329741178
181.0,0.778345,0.6496241263455096,0.7332926942209284
181.25,0.78069,0.6523834183692465,0.7357826964292362
181.5,0.7830875,0.6551308742765771,0.7383026809968021
181.75,0.785385,0.6578664094284143,0.740753493299945
182.0,0.78772,0.6605899413088057,0.7432244794580819
182.25,0.790075,0.6633013895173001,0.745704236331055
