date,term,value_raw,geo,payload,window,value_stitched,stitch_ratio_B_to_A
2020-03-08,airbnb,70,US,P1_peers,A,70.0,1.0
2020-03-15,airbnb,40,US,P1_peers,A,40.0,1.0
2020-03-22,airbnb,28,US,P1_peers,A,28.0,1.0
2020-03-29,airbnb,27,US,P1_peers,A,27.0,1.0
2020-04-05,airbnb,26,US,P1_peers,A,26.0,1.0
2020-04-12,airbnb,27,US,P1_peers,A,27.0,1.0
2020-04-19,airbnb,29,US,P1_peers,A,29.0,1.0
2020-04-26,airbnb,39,US,P1_peers,A,39.0,1.0
2020-05-03,airbnb,53,US,P1_peers,A,53.0,1.0
2020-05-10,airbnb,56,US,P1_peers,A,56.0,1.0
2020-05-17,airbnb,67,US,P1_peers,A,67.0,1.0
2020-05-24,airbnb,70,US,P1_peers,A,70.0,1.0
2020-05-31,airbnb,67,US,P1_peers,A,67.0,1.0
2020-06-07,airbnb,85,US,P1_peers,A,85.0,1.0
2020-06-14,airbnb,84,US,P1_peers,A,84.0,1.0
2020-06-21,airbnb,83,US,P1_peers,A,83.0,1.0
2020-06-28,airbnb,71,US,P1_peers,A,71.0,1.0
2020-07-05,airbnb,77,US,P1_peers,A,77.0,1.0
2020-07-12,airbnb,79,US,P1_peers,A,79.0,1.0
2020-07-19,airbnb,77,US,P1_peers,A,77.0,1.0
2020-07-26,airbnb,74,US,P1_peers,A,74.0,1.0
2020-08-02,airbnb,71,US,P1_peers,A,71.0,1.0
2020-08-09,airbnb,75,US,P1_peers,A,75.0,1.0
2020-08-16,airbnb,72,US,P1_peers,A,72.0,1.0
2020-08-23,airbnb,69,US,P1_peers,A,69.0,1.0
2020-08-30,airbnb,65,US,P1_peers,A,65.0,1.0
2020-09-06,airbnb,58,US,P1_peers,A,58.0,1.0
2020-09-13,airbnb,60,US,P1_peers,A,60.0,1.0
2020-09-20,airbnb,55,US,P1_peers,A,55.0,1.0
2020-09-27,airbnb,54,US,P1_peers,A,54.0,1.0
2020-10-04,airbnb,53,US,P1_peers,A,53.0,1.0
2020-10-11,airbnb,51,US,P1_peers,A,51.0,1.0
2020-10-18,airbnb,52,US,P1_peers,A,52.0,1.0
2020-10-25,airbnb,47,US,P1_peers,A,47.0,1.0
2020-11-01,airbnb,34,US,P1_peers,A,34.0,1.0
2020-11-08,airbnb,44,US,P1_peers,A,44.0,1.0
2020-11-15,airbnb,47,US,P1_peers,A,47.0,1.0
2020-11-22,airbnb,40,US,P1_peers,A,40.0,1.0
2020-11-29,airbnb,47,US,P1_peers,A,47.0,1.0
2020-12-06,airbnb,92,US,P1_peers,A,92.0,1.0
2020-12-13,airbnb,53,US,P1_peers,A,53.0,1.0
2020-12-20,airbnb,49,US,P1_peers,A,49.0,1.0
2020-12-27,airbnb,59,US,P1_peers,A,59.0,1.0
2021-01-03,airbnb,55,US,P1_peers,A,55.0,1.0
2021-01-10,airbnb,63,US,P1_peers,A,63.0,1.0
2021-01-17,airbnb,63,US,P1_peers,A,63.0,1.0
2021-01-24,airbnb,66,US,P1_peers,A,66.0,1.0
2021-01-31,airbnb,62,US,P1_peers,A,62.0,1.0
2021-02-07,airbnb,61,US,P1_peers,A,61.0,1.0
2021-02-14,airbnb,65,US,P1_peers,A,65.0,1.0
2021-02-21,airbnb,76,US,P1_peers,A,76.0,1.0
2021-02-28,airbnb,80,US,P1_peers,A,80.0,1.0
2021-03-07,airbnb,77,US,P1_peers,A,77.0,1.0
2021-03-14,airbnb,79,US,P1_peers,A,79.0,1.0
2021-03-21,airbnb,77,US,P1_peers,A,77.0,1.0
2021-03-28,airbnb,76,US,P1_peers,A,76.0,1.0
2021-04-04,airbnb,75,US,P1_peers,A,75.0,1.0
2021-04-11,airbnb,74,US,P1_peers,A,74.0,1.0
2021-04-18,airbnb,75,US,P1_peers,A,75.0,1.0
2021-04-25,airbnb,67,US,P1_peers,A,67.0,1.0
2021-05-02,airbnb,68,US,P1_peers,A,68.0,1.0
2021-05-09,airbnb,71,US,P1_peers,A,71.0,1.0
2021-05-16,airbnb,75,US,P1_peers,A,75.0,1.0
2021-05-23,airbnb,83,US,P1_peers,A,83.0,1.0
2021-05-30,airbnb,77,US,P1_peers,A,77.0,1.0
2021-06-06,airbnb,75,US,P1_peers,A,75.0,1.0
2021-06-13,airbnb,81,US,P1_peers,A,81.0,1.0
2021-06-20,airbnb,81,US,P1_peers,A,81.0,1.0
2021-06-27,airbnb,74,US,P1_peers,A,74.0,1.0
2021-07-04,airbnb,81,US,P1_peers,A,81.0,1.0
2021-07-11,airbnb,77,US,P1_peers,A,77.0,1.0
2021-07-18,airbnb,75,US,P1_peers,A,75.0,1.0
2021-07-25,airbnb,71,US,P1_peers,A,71.0,1.0
2021-08-01,airbnb,61,US,P1_peers,A,61.0,1.0
2021-08-08,airbnb,61,US,P1_peers,A,61.0,1.0
2021-08-15,airbnb,60,US,P1_peers,A,60.0,1.0
2021-08-22,airbnb,61,US,P1_peers,A,61.0,1.0
2021-08-29,airbnb,58,US,P1_peers,A,58.0,1.0
2021-09-05,airbnb,59,US,P1_peers,A,59.0,1.0
2021-09-12,airbnb,56,US,P1_peers,A,56.0,1.0
2021-09-19,airbnb,58,US,P1_peers,A,58.0,1.0
2021-09-26,airbnb,58,US,P1_peers,A,58.0,1.0
2021-10-03,airbnb,56,US,P1_peers,A,56.0,1.0
2021-10-10,airbnb,57,US,P1_peers,A,57.0,1.0
2021-10-17,airbnb,54,US,P1_peers,A,54.0,1.0
2021-10-24,airbnb,52,US,P1_peers,A,52.0,1.0
2021-10-31,airbnb,53,US,P1_peers,A,53.0,1.0
2021-11-07,airbnb,54,US,P1_peers,A,54.0,1.0
2021-11-14,airbnb,53,US,P1_peers,A,53.0,1.0
2021-11-21,airbnb,47,US,P1_peers,A,47.0,1.0
2021-11-28,airbnb,55,US,P1_peers,A,55.0,1.0
2021-12-05,airbnb,53,US,P1_peers,A,53.0,1.0
2021-12-12,airbnb,51,US,P1_peers,A,51.0,1.0
2021-12-19,airbnb,50,US,P1_peers,A,50.0,1.0
2021-12-26,airbnb,71,US,P1_peers,A,71.0,1.0
2022-01-02,airbnb,80,US,P1_peers,A,80.0,1.0
2022-01-02,airbnb,80,US,P1_peers,B,80.0,1.0
2022-01-09,airbnb,82,US,P1_peers,A,82.0,1.0
2022-01-09,airbnb,82,US,P1_peers,B,82.0,1.0
2022-01-16,airbnb,74,US,P1_peers,A,74.0,1.0
2022-01-16,airbnb,74,US,P1_peers,B,74.0,1.0
2022-01-23,airbnb,77,US,P1_peers,A,77.0,1.0
2022-01-23,airbnb,77,US,P1_peers,B,77.0,1.0
2022-01-30,airbnb,79,US,P1_peers,A,79.0,1.0
2022-01-30,airbnb,79,US,P1_peers,B,79.0,1.0
2022-02-06,airbnb,84,US,P1_peers,A,84.0,1.0
2022-02-06,airbnb,84,US,P1_peers,B,84.0,1.0
2022-02-13,airbnb,82,US,P1_peers,A,82.0,1.0
2022-02-13,airbnb,82,US,P1_peers,B,82.0,1.0
2022-02-20,airbnb,84,US,P1_peers,A,84.0,1.0
2022-02-20,airbnb,84,US,P1_peers,B,84.0,1.0
2022-02-27,airbnb,93,US,P1_peers,A,93.0,1.0
2022-02-27,airbnb,93,US,P1_peers,B,93.0,1.0
2022-03-06,airbnb,95,US,P1_peers,A,95.0,1.0
2022-03-06,airbnb,95,US,P1_peers,B,95.0,1.0
2022-03-13,airbnb,87,US,P1_peers,A,87.0,1.0
2022-03-13,airbnb,87,US,P1_peers,B,87.0,1.0
2022-03-20,airbnb,88,US,P1_peers,A,88.0,1.0
2022-03-20,airbnb,88,US,P1_peers,B,88.0,1.0
2022-03-27,airbnb,87,US,P1_peers,A,87.0,1.0
2022-03-27,airbnb,87,US,P1_peers,B,87.0,1.0
2022-04-03,airbnb,85,US,P1_peers,A,85.0,1.0
2022-04-03,airbnb,85,US,P1_peers,B,85.0,1.0
2022-04-10,airbnb,80,US,P1_peers,A,80.0,1.0
2022-04-10,airbnb,80,US,P1_peers,B,80.0,1.0
2022-04-17,airbnb,83,US,P1_peers,A,83.0,1.0
2022-04-17,airbnb,83,US,P1_peers,B,83.0,1.0
2022-04-24,airbnb,85,US,P1_peers,A,85.0,1.0
2022-04-24,airbnb,85,US,P1_peers,B,85.0,1.0
2022-05-01,airbnb,88,US,P1_peers,A,88.0,1.0
2022-05-01,airbnb,88,US,P1_peers,B,88.0,1.0
2022-05-08,airbnb,85,US,P1_peers,A,85.0,1.0
2022-05-08,airbnb,85,US,P1_peers,B,85.0,1.0
2022-05-15,airbnb,85,US,P1_peers,A,85.0,1.0
2022-05-15,airbnb,85,US,P1_peers,B,85.0,1.0
2022-05-22,airbnb,84,US,P1_peers,A,84.0,1.0
2022-05-22,airbnb,84,US,P1_peers,B,84.0,1.0
2022-05-29,airbnb,80,US,P1_peers,A,80.0,1.0
2022-05-29,airbnb,80,US,P1_peers,B,80.0,1.0
2022-06-05,airbnb,87,US,P1_peers,A,87.0,1.0
2022-06-05,airbnb,87,US,P1_peers,B,87.0,1.0
2022-06-12,airbnb,91,US,P1_peers,A,91.0,1.0
2022-06-12,airbnb,91,US,P1_peers,B,91.0,1.0
2022-06-19,airbnb,91,US,P1_peers,A,91.0,1.0
2022-06-19,airbnb,91,US,P1_peers,B,91.0,1.0
2022-06-26,airbnb,92,US,P1_peers,A,92.0,1.0
2022-06-26,airbnb,92,US,P1_peers,B,92.0,1.0
2022-07-03,airbnb,88,US,P1_peers,A,88.0,1.0
2022-07-03,airbnb,88,US,P1_peers,B,88.0,1.0
2022-07-10,airbnb,92,US,P1_peers,A,92.0,1.0
2022-07-10,airbnb,92,US,P1_peers,B,92.0,1.0
2022-07-17,airbnb,88,US,P1_peers,A,88.0,1.0
2022-07-17,airbnb,88,US,P1_peers,B,88.0,1.0
2022-07-24,airbnb,88,US,P1_peers,A,88.0,1.0
2022-07-24,airbnb,88,US,P1_peers,B,88.0,1.0
2022-07-31,airbnb,83,US,P1_peers,A,83.0,1.0
2022-07-31,airbnb,83,US,P1_peers,B,83.0,1.0
2022-08-07,airbnb,83,US,P1_peers,A,83.0,1.0
2022-08-07,airbnb,83,US,P1_peers,B,83.0,1.0
2022-08-14,airbnb,78,US,P1_peers,A,78.0,1.0
2022-08-14,airbnb,78,US,P1_peers,B,78.0,1.0
2022-08-21,airbnb,73,US,P1_peers,A,73.0,1.0
2022-08-21,airbnb,73,US,P1_peers,B,73.0,1.0
2022-08-28,airbnb,70,US,P1_peers,A,70.0,1.0
2022-08-28,airbnb,70,US,P1_peers,B,70.0,1.0
2022-09-04,airbnb,68,US,P1_peers,A,68.0,1.0
2022-09-04,airbnb,68,US,P1_peers,B,68.0,1.0
2022-09-11,airbnb,70,US,P1_peers,A,70.0,1.0
2022-09-11,airbnb,70,US,P1_peers,B,70.0,1.0
2022-09-18,airbnb,67,US,P1_peers,A,67.0,1.0
2022-09-18,airbnb,67,US,P1_peers,B,67.0,1.0
2022-09-25,airbnb,67,US,P1_peers,A,67.0,1.0
2022-09-25,airbnb,67,US,P1_peers,B,67.0,1.0
2022-10-02,airbnb,65,US,P1_peers,A,65.0,1.0
2022-10-02,airbnb,65,US,P1_peers,B,65.0,1.0
2022-10-09,airbnb,66,US,P1_peers,A,66.0,1.0
2022-10-09,airbnb,66,US,P1_peers,B,66.0,1.0
2022-10-16,airbnb,63,US,P1_peers,A,63.0,1.0
2022-10-16,airbnb,63,US,P1_peers,B,63.0,1.0
2022-10-23,airbnb,61,US,P1_peers,A,61.0,1.0
2022-10-23,airbnb,61,US,P1_peers,B,61.0,1.0
2022-10-30,airbnb,58,US,P1_peers,A,58.0,1.0
2022-10-30,airbnb,58,US,P1_peers,B,58.0,1.0
2022-11-06,airbnb,61,US,P1_peers,A,61.0,1.0
2022-11-06,airbnb,61,US,P1_peers,B,61.0,1.0
2022-11-13,airbnb,60,US,P1_peers,A,60.0,1.0
2022-11-13,airbnb,60,US,P1_peers,B,60.0,1.0
2022-11-20,airbnb,53,US,P1_peers,A,53.0,1.0
2022-11-20,airbnb,53,US,P1_peers,B,53.0,1.0
2022-11-27,airbnb,58,US,P1_peers,A,58.0,1.0
2022-11-27,airbnb,58,US,P1_peers,B,58.0,1.0
2022-12-04,airbnb,55,US,P1_peers,A,55.0,1.0
2022-12-04,airbnb,55,US,P1_peers,B,55.0,1.0
2022-12-11,airbnb,57,US,P1_peers,A,57.0,1.0
2022-12-11,airbnb,57,US,P1_peers,B,57.0,1.0
2022-12-18,airbnb,55,US,P1_peers,A,55.0,1.0
2022-12-18,airbnb,55,US,P1_peers,B,55.0,1.0
2022-12-25,airbnb,73,US,P1_peers,A,73.0,1.0
2022-12-25,airbnb,73,US,P1_peers,B,73.0,1.0
2023-01-01,airbnb,76,US,P1_peers,A,76.0,1.0
2023-01-01,airbnb,76,US,P1_peers,B,76.0,1.0
2023-01-08,airbnb,80,US,P1_peers,A,80.0,1.0
2023-01-08,airbnb,80,US,P1_peers,B,80.0,1.0
2023-01-15,airbnb,80,US,P1_peers,A,80.0,1.0
2023-01-15,airbnb,80,US,P1_peers,B,80.0,1.0
2023-01-22,airbnb,75,US,P1_peers,A,75.0,1.0
2023-01-22,airbnb,75,US,P1_peers,B,75.0,1.0
2023-01-29,airbnb,76,US,P1_peers,A,76.0,1.0
2023-01-29,airbnb,76,US,P1_peers,B,76.0,1.0
2023-02-05,airbnb,78,US,P1_peers,A,78.0,1.0
2023-02-05,airbnb,78,US,P1_peers,B,78.0,1.0
2023-02-12,airbnb,77,US,P1_peers,A,77.0,1.0
2023-02-12,airbnb,77,US,P1_peers,B,77.0,1.0
2023-02-19,airbnb,84,US,P1_peers,A,84.0,1.0
2023-02-19,airbnb,84,US,P1_peers,B,84.0,1.0
2023-02-26,airbnb,80,US,P1_peers,A,80.0,1.0
2023-02-26,airbnb,80,US,P1_peers,B,80.0,1.0
2023-03-05,airbnb,80,US,P1_peers,A,80.0,1.0
2023-03-05,airbnb,80,US,P1_peers,B,80.0,1.0
2023-03-12,airbnb,79,US,P1_peers,A,79.0,1.0
2023-03-12,airbnb,79,US,P1_peers,B,79.0,1.0
2023-03-19,airbnb,78,US,P1_peers,A,78.0,1.0
2023-03-19,airbnb,78,US,P1_peers,B,78.0,1.0
2023-03-26,airbnb,77,US,P1_peers,A,77.0,1.0
2023-03-26,airbnb,77,US,P1_peers,B,77.0,1.0
2023-04-02,airbnb,73,US,P1_peers,A,73.0,1.0
2023-04-02,airbnb,73,US,P1_peers,B,73.0,1.0
2023-04-09,airbnb,71,US,P1_peers,A,71.0,1.0
2023-04-09,airbnb,71,US,P1_peers,B,71.0,1.0
2023-04-16,airbnb,71,US,P1_peers,A,71.0,1.0
2023-04-16,airbnb,71,US,P1_peers,B,71.0,1.0
2023-04-23,airbnb,75,US,P1_peers,A,75.0,1.0
2023-04-23,airbnb,75,US,P1_peers,B,75.0,1.0
2023-04-30,airbnb,77,US,P1_peers,A,77.0,1.0
2023-04-30,airbnb,77,US,P1_peers,B,77.0,1.0
2023-05-07,airbnb,77,US,P1_peers,A,77.0,1.0
2023-05-07,airbnb,77,US,P1_peers,B,77.0,1.0
2023-05-14,airbnb,81,US,P1_peers,A,81.0,1.0
2023-05-14,airbnb,81,US,P1_peers,B,81.0,1.0
2023-05-21,airbnb,89,US,P1_peers,A,89.0,1.0
2023-05-21,airbnb,89,US,P1_peers,B,89.0,1.0
2023-05-28,airbnb,85,US,P1_peers,A,85.0,1.0
2023-05-28,airbnb,85,US,P1_peers,B,85.0,1.0
2023-06-04,airbnb,87,US,P1_peers,A,87.0,1.0
2023-06-04,airbnb,87,US,P1_peers,B,87.0,1.0
2023-06-11,airbnb,94,US,P1_peers,A,94.0,1.0
2023-06-11,airbnb,94,US,P1_peers,B,94.0,1.0
2023-06-18,airbnb,90,US,P1_peers,A,90.0,1.0
2023-06-18,airbnb,90,US,P1_peers,B,90.0,1.0
2023-06-25,airbnb,100,US,P1_peers,A,100.0,1.0
2023-06-25,airbnb,100,US,P1_peers,B,100.0,1.0
2023-07-02,airbnb,93,US,P1_peers,B,93.0,1.0
2023-07-09,airbnb,92,US,P1_peers,B,92.0,1.0
2023-07-16,airbnb,90,US,P1_peers,B,90.0,1.0
2023-07-23,airbnb,92,US,P1_peers,B,92.0,1.0
2023-07-30,airbnb,85,US,P1_peers,B,85.0,1.0
2023-08-06,airbnb,80,US,P1_peers,B,80.0,1.0
2023-08-13,airbnb,81,US,P1_peers,B,81.0,1.0
2023-08-20,airbnb,73,US,P1_peers,B,73.0,1.0
2023-08-27,airbnb,72,US,P1_peers,B,72.0,1.0
2023-09-03,airbnb,74,US,P1_peers,B,74.0,1.0
2023-09-10,airbnb,69,US,P1_peers,B,69.0,1.0
2023-09-17,airbnb,65,US,P1_peers,B,65.0,1.0
2023-09-24,airbnb,66,US,P1_peers,B,66.0,1.0
2023-10-01,airbnb,70,US,P1_peers,B,70.0,1.0
2023-10-08,airbnb,64,US,P1_peers,B,64.0,1.0
2023-10-15,airbnb,64,US,P1_peers,B,64.0,1.0
2023-10-22,airbnb,60,US,P1_peers,B,60.0,1.0
2023-10-29,airbnb,57,US,P1_peers,B,57.0,1.0
2023-11-05,airbnb,64,US,P1_peers,B,64.0,1.0
2023-11-12,airbnb,58,US,P1_peers,B,58.0,1.0
2023-11-19,airbnb,55,US,P1_peers,B,55.0,1.0
2023-11-26,airbnb,57,US,P1_peers,B,57.0,1.0
2023-12-03,airbnb,56,US,P1_peers,B,56.0,1.0
2023-12-10,airbnb,55,US,P1_peers,B,55.0,1.0
2023-12-17,airbnb,57,US,P1_peers,B,57.0,1.0
2023-12-24,airbnb,69,US,P1_peers,B,69.0,1.0
2023-12-31,airbnb,73,US,P1_peers,B,73.0,1.0
2024-01-07,airbnb,72,US,P1_peers,B,72.0,1.0
2024-01-14,airbnb,72,US,P1_peers,B,72.0,1.0
2024-01-21,airbnb,73,US,P1_peers,B,73.0,1.0
2024-01-28,airbnb,71,US,P1_peers,B,71.0,1.0
2024-02-04,airbnb,77,US,P1_peers,B,77.0,1.0
2024-02-11,airbnb,71,US,P1_peers,B,71.0,1.0
2024-02-18,airbnb,79,US,P1_peers,B,79.0,1.0
2024-02-25,airbnb,74,US,P1_peers,B,74.0,1.0
2024-03-03,airbnb,79,US,P1_peers,B,79.0,1.0
2024-03-10,airbnb,81,US,P1_peers,B,81.0,1.0
2024-03-17,airbnb,74,US,P1_peers,B,74.0,1.0
2024-03-24,airbnb,76,US,P1_peers,B,76.0,1.0
2024-03-31,airbnb,74,US,P1_peers,B,74.0,1.0
2024-04-07,airbnb,71,US,P1_peers,B,71.0,1.0
2024-04-14,airbnb,72,US,P1_peers,B,72.0,1.0
2024-04-21,airbnb,72,US,P1_peers,B,72.0,1.0
2024-04-28,airbnb,76,US,P1_peers,B,76.0,1.0
2024-05-05,airbnb,77,US,P1_peers,B,77.0,1.0
2024-05-12,airbnb,82,US,P1_peers,B,82.0,1.0
2024-05-19,airbnb,84,US,P1_peers,B,84.0,1.0
2024-05-26,airbnb,85,US,P1_peers,B,85.0,1.0
2024-06-02,airbnb,85,US,P1_peers,B,85.0,1.0
2024-06-09,airbnb,88,US,P1_peers,B,88.0,1.0
2024-06-16,airbnb,87,US,P1_peers,B,87.0,1.0
2024-06-23,airbnb,85,US,P1_peers,B,85.0,1.0
2024-06-30,airbnb,87,US,P1_peers,B,87.0,1.0
2024-07-07,airbnb,88,US,P1_peers,B,88.0,1.0
2024-07-14,airbnb,81,US,P1_peers,B,81.0,1.0
2024-07-21,airbnb,77,US,P1_peers,B,77.0,1.0
2024-07-28,airbnb,77,US,P1_peers,B,77.0,1.0
2024-08-04,airbnb,75,US,P1_peers,B,75.0,1.0
2024-08-11,airbnb,70,US,P1_peers,B,70.0,1.0
2024-08-18,airbnb,70,US,P1_peers,B,70.0,1.0
2024-08-25,airbnb,65,US,P1_peers,B,65.0,1.0
2024-09-01,airbnb,63,US,P1_peers,B,63.0,1.0
2024-09-08,airbnb,59,US,P1_peers,B,59.0,1.0
2024-09-15,airbnb,62,US,P1_peers,B,62.0,1.0
2024-09-22,airbnb,61,US,P1_peers,B,61.0,1.0
2024-09-29,airbnb,59,US,P1_peers,B,59.0,1.0
2024-10-06,airbnb,59,US,P1_peers,B,59.0,1.0
2024-10-13,airbnb,57,US,P1_peers,B,57.0,1.0
2024-10-20,airbnb,55,US,P1_peers,B,55.0,1.0
2024-10-27,airbnb,51,US,P1_peers,B,51.0,1.0
2024-11-03,airbnb,49,US,P1_peers,B,49.0,1.0
2024-11-10,airbnb,55,US,P1_peers,B,55.0,1.0
2024-11-17,airbnb,57,US,P1_peers,B,57.0,1.0
2024-11-24,airbnb,50,US,P1_peers,B,50.0,1.0
2024-12-01,airbnb,54,US,P1_peers,B,54.0,1.0
2024-12-08,airbnb,51,US,P1_peers,B,51.0,1.0
2024-12-15,airbnb,53,US,P1_peers,B,53.0,1.0
2024-12-22,airbnb,59,US,P1_peers,B,59.0,1.0
2024-12-29,airbnb,69,US,P1_peers,B,69.0,1.0
2025-01-05,airbnb,71,US,P1_peers,B,71.0,1.0
2025-01-12,airbnb,71,US,P1_peers,B,71.0,1.0
2025-01-19,airbnb,62,US,P1_peers,B,62.0,1.0
2025-01-26,airbnb,60,US,P1_peers,B,60.0,1.0
2025-02-02,airbnb,62,US,P1_peers,B,62.0,1.0
2025-02-09,airbnb,66,US,P1_peers,B,66.0,1.0
2025-02-16,airbnb,69,US,P1_peers,B,69.0,1.0
2025-02-23,airbnb,67,US,P1_peers,B,67.0,1.0
2025-03-02,airbnb,67,US,P1_peers,B,67.0,1.0
2025-03-09,airbnb,69,US,P1_peers,B,69.0,1.0
2025-03-16,airbnb,68,US,P1_peers,B,68.0,1.0
2025-03-23,airbnb,66,US,P1_peers,B,66.0,1.0
2025-03-30,airbnb,64,US,P1_peers,B,64.0,1.0
2025-04-06,airbnb,64,US,P1_peers,B,64.0,1.0
2025-04-13,airbnb,62,US,P1_peers,B,62.0,1.0
2025-04-20,airbnb,65,US,P1_peers,B,65.0,1.0
2025-04-27,airbnb,67,US,P1_peers,B,67.0,1.0
2025-05-04,airbnb,66,US,P1_peers,B,66.0,1.0
2025-05-11,airbnb,75,US,P1_peers,B,75.0,1.0
2025-05-18,airbnb,77,US,P1_peers,B,77.0,1.0
2025-05-25,airbnb,76,US,P1_peers,B,76.0,1.0
2025-06-01,airbnb,77,US,P1_peers,B,77.0,1.0
2025-06-08,airbnb,80,US,P1_peers,B,80.0,1.0
2025-06-15,airbnb,82,US,P1_peers,B,82.0,1.0
2025-06-22,airbnb,81,US,P1_peers,B,81.0,1.0
2025-06-29,airbnb,84,US,P1_peers,B,84.0,1.0
2025-07-06,airbnb,81,US,P1_peers,B,81.0,1.0
2025-07-13,airbnb,82,US,P1_peers,B,82.0,1.0
2025-07-20,airbnb,84,US,P1_peers,B,84.0,1.0
2025-07-27,airbnb,79,US,P1_peers,B,79.0,1.0
2025-08-03,airbnb,73,US,P1_peers,B,73.0,1.0
2025-08-10,airbnb,67,US,P1_peers,B,67.0,1.0
2025-08-17,airbnb,65,US,P1_peers,B,65.0,1.0
2025-08-24,airbnb,63,US,P1_peers,B,63.0,1.0
2025-08-31,airbnb,59,US,P1_peers,B,59.0,1.0
2025-09-07,airbnb,54,US,P1_peers,B,54.0,1.0
2025-09-14,airbnb,55,US,P1_peers,B,55.0,1.0
2025-09-21,airbnb,57,US,P1_peers,B,57.0,1.0
2025-09-28,airbnb,59,US,P1_peers,B,59.0,1.0
2025-10-05,airbnb,57,US,P1_peers,B,57.0,1.0
2025-10-12,airbnb,55,US,P1_peers,B,55.0,1.0
2025-10-19,airbnb,55,US,P1_peers,B,55.0,1.0
2025-10-26,airbnb,51,US,P1_peers,B,51.0,1.0
2025-11-02,airbnb,57,US,P1_peers,B,57.0,1.0
