grain,period,series,n,mean_pct,median_pct,share_positive,t_stat,p_value
month,5,excess_OTA,6,-6.438679478117802,-5.556869509779997,0.0,-2.6555667573576596,0.045123543920210896
month,6,excess_OTA,6,2.226493813375989,-1.2350053984098892,0.3333333333333333,0.7028648089451359,0.5135076930256475
month,7,excess_OTA,6,0.6591497081341418,-2.8873205229475696,0.3333333333333333,0.20063036301920312,0.8488932736254008
month,8,excess_OTA,6,-2.437219458486053,-2.486535935805365,0.5,-0.40208082453976113,0.7042364689361268
month,9,excess_OTA,6,1.6743316383350166,2.155286471431958,0.6666666666666666,0.9914169528869657,0.36700471053091865
month,10,excess_OTA,5,-1.1845652365693569,-2.0168714804858254,0.4,-0.5828405609693794,0.5912773947365549
month,11,excess_OTA,5,-11.410721975845917,-14.149872330913297,0.2,-2.202513122438638,0.09239348189454176
month,12,excess_OTA,5,-4.572797377563797,-4.717368758806995,0.2,-1.2491207692649489,0.27972894678017113
calendar_quarter,1,excess_OTA,18,3.631645102387809,2.9167582856254706,0.6666666666666666,1.2746134547449102,0.21959353297679454
calendar_quarter,2,excess_OTA,18,-1.9870267006221785,-2.227065230473527,0.2222222222222222,-1.1565494041103916,0.2634510400062142
calendar_quarter,3,excess_OTA,18,-0.0345793706722982,0.39791621169988467,0.5,-0.015282244210014463,0.9879849306266951
calendar_quarter,4,excess_OTA,15,-5.722694863326356,-4.987361641648724,0.26666666666666666,-2.4361557617068943,0.028800346685403284
half_year,May-Oct,excess_OTA,35,-0.9090962526685434,-1.563561145442316,0.37142857142857144,-0.6423843962410912,0.524931892353948
half_year,Nov-Apr,excess_OTA,34,-0.7365103396122453,-1.0340273047496962,0.47058823529411764,-0.36850546613942153,0.714849947267738
